tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P,058_P,059_P,060_P,061_P,062_P,063_P,064_P,065_P,066_P,067_P,068_P,069_P,070_P,071_P,072_P,073_P
5093990,61200.0,61320.0,61440.0,61520.0,61553.0,61620.0,61668.0,61724.0,61800.0,61860.0,61914.0,61980.0,62054.0,62106.0,62151.0,62220.0,62287.0,62400.0,62609.0,62918.0,62940.0,63033.0,63106.0,63135.0,63240.0,63360.0,63453.0,63556.0,63729.0,63840.0,63889.0,64020.0,64089.0,64140.0,64200.0,64500.0,64800.0,64913.0,65040.0,65151.0,65220.0,65280.0,65400.0,65460.0,65520.0,65808.0,66247.0,66367.0,66420.0,66461.0,66513.0,66566.0,66626.0,66680.0,66726.0,66772.0,66840.0,66875.0,66914.0,66955.0,66976.0,67005.0,67039.0,67095.0,67145.0,67164.0,67198.0,67246.0,67315.0,67329.0,67378.0,67410.0,67440.0
5093992,74400.0,74532.0,74567.0,74626.0,74650.0,74700.0,74733.0,74772.0,74825.0,74867.0,74909.0,74961.0,75030.0,75078.0,75120.0,75184.0,75220.0,75281.0,75399.0,75574.0,75587.0,75799.0,75965.0,76031.0,76269.0,76407.0,76470.0,76539.0,76655.0,76729.0,76756.0,76830.0,76874.0,76907.0,76942.0,77046.0,77190.0,77255.0,77328.0,77401.0,77446.0,77480.0,77544.0,77585.0,77648.0,77831.0,78110.0,78186.0,78220.0,78263.0,78316.0,78371.0,78433.0,78489.0,78536.0,78583.0,78652.0,78673.0,78696.0,78720.0,78732.0,78749.0,78769.0,78802.0,78831.0,78842.0,78862.0,78890.0,78931.0,78939.0,78968.0,78987.0,79008.0
5094873,59100.0,59260.0,59289.0,59350.0,59375.0,59426.0,59456.0,59491.0,59539.0,59598.0,59645.0,59703.0,59799.0,59866.0,59925.0,60014.0,60047.0,60102.0,60244.0,60453.0,60468.0,60712.0,60904.0,60980.0,61256.0,61463.0,61526.0,61596.0,61714.0,61789.0,61850.0,62012.0,62094.0,62155.0,62190.0,62317.0,62471.0,62531.0,62597.0,62652.0,62687.0,62735.0,62808.0,62846.0,62909.0,63247.0,63761.0,63901.0,63964.0,64003.0,64052.0,64102.0,64159.0,64210.0,64253.0,64296.0,64361.0,64382.0,64405.0,64429.0,64441.0,64458.0,64478.0,64511.0,64540.0,64551.0,64571.0,64599.0,64640.0,64648.0,64677.0,64696.0,64717.0
5095350,33000.0,33164.0,33189.0,33239.0,33260.0,33302.0,33353.0,33413.0,33495.0,33557.0,33604.0,33660.0,33719.0,33760.0,33796.0,33850.0,33890.0,33959.0,34083.0,34267.0,34280.0,34475.0,34629.0,34690.0,34910.0,35030.0,35099.0,35175.0,35303.0,35384.0,35415.0,35497.0,35548.0,35586.0,35625.0,35692.0,35763.0,35810.0,35863.0,35928.0,35969.0,36007.0,36061.0,36085.0,36132.0,36287.0,36524.0,36589.0,36617.0,36644.0,36678.0,36713.0,36752.0,36787.0,36817.0,36847.0,36890.0,36911.0,36934.0,36958.0,36970.0,36987.0,37007.0,37040.0,37069.0,37080.0,37100.0,37128.0,37169.0,37177.0,37206.0,37225.0,37246.0
5095352,45000.0,45125.0,45147.0,45189.0,45206.0,45242.0,45282.0,45329.0,45393.0,45452.0,45510.0,45581.0,45651.0,45700.0,45743.0,45807.0,45844.0,45906.0,46041.0,46240.0,46254.0,46514.0,46718.0,46799.0,47091.0,47232.0,47301.0,47377.0,47505.0,47586.0,47619.0,47709.0,47789.0,47848.0,47885.0,47946.0,48041.0,48089.0,48143.0,48224.0,48275.0,48306.0,48361.0,48386.0,48434.0,48597.0,48845.0,48913.0,48943.0,48975.0,49015.0,49057.0,49104.0,49146.0,49182.0,49218.0,49271.0,49292.0,49315.0,49339.0,49351.0,49368.0,49388.0,49421.0,49450.0,49461.0,49481.0,49509.0,49550.0,49558.0,49587.0,49606.0,49627.0
5095354,57600.0,57760.0,57789.0,57850.0,57875.0,57926.0,57956.0,57991.0,58039.0,58098.0,58145.0,58203.0,58299.0,58366.0,58425.0,58514.0,58547.0,58602.0,58744.0,58953.0,58968.0,59212.0,59404.0,59480.0,59756.0,59963.0,60026.0,60096.0,60214.0,60289.0,60350.0,60512.0,60594.0,60655.0,60690.0,60817.0,60971.0,61031.0,61097.0,61152.0,61187.0,61235.0,61308.0,61346.0,61409.0,61747.0,62261.0,62401.0,62464.0,62503.0,62552.0,62602.0,62659.0,62710.0,62753.0,62796.0,62861.0,62882.0,62905.0,62929.0,62941.0,62958.0,62978.0,63011.0,63040.0,63051.0,63071.0,63099.0,63140.0,63148.0,63177.0,63196.0,63217.0
5095356,70800.0,70932.0,70967.0,71026.0,71050.0,71100.0,71133.0,71172.0,71225.0,71267.0,71309.0,71361.0,71430.0,71478.0,71520.0,71584.0,71620.0,71681.0,71799.0,71974.0,71987.0,72199.0,72365.0,72431.0,72669.0,72807.0,72870.0,72939.0,73055.0,73129.0,73156.0,73230.0,73274.0,73307.0,73342.0,73446.0,73590.0,73655.0,73728.0,73801.0,73846.0,73880.0,73944.0,73985.0,74048.0,74231.0,74510.0,74586.0,74620.0,74663.0,74716.0,74771.0,74833.0,74889.0,74936.0,74983.0,75052.0,75073.0,75096.0,75120.0,75132.0,75149.0,75169.0,75202.0,75231.0,75242.0,75262.0,75290.0,75331.0,75339.0,75368.0,75387.0,75408.0
5095358,81600.0,81698.0,81721.0,81762.0,81779.0,81813.0,81848.0,81889.0,81944.0,81975.0,82015.0,82063.0,82119.0,82158.0,82192.0,82243.0,82269.0,82312.0,82397.0,82522.0,82531.0,82693.0,82820.0,82870.0,83054.0,83174.0,83232.0,83296.0,83403.0,83471.0,83499.0,83573.0,83635.0,83682.0,83714.0,83776.0,83835.0,83878.0,83925.0,83980.0,84014.0,84043.0,84106.0,84133.0,84186.0,84325.0,84537.0,84595.0,84620.0,84651.0,84690.0,84730.0,84775.0,84815.0,84849.0,84883.0,84933.0,84954.0,84977.0,85001.0,85013.0,85030.0,85050.0,85083.0,85112.0,85123.0,85143.0,85171.0,85212.0,85220.0,85249.0,85268.0,85289.0
5095977,37200.0,37304.0,37337.0,37389.0,37410.0,37454.0,37494.0,37541.0,37605.0,37677.0,37705.0,37740.0,37828.0,37889.0,37943.0,38023.0,38077.0,38169.0,38312.0,38524.0,38539.0,38720.0,38862.0,38918.0,39122.0,39284.0,39369.0,39463.0,39621.0,39722.0,39749.0,39823.0,39906.0,39968.0,39995.0,40073.0,40147.0,40206.0,40271.0,40314.0,40341.0,40359.0,40424.0,40452.0,40495.0,40669.0,40935.0,41007.0,41040.0,41069.0,41105.0,41142.0,41184.0,41221.0,41252.0,41284.0,41330.0,41351.0,41374.0,41398.0,41410.0,41427.0,41447.0,41480.0,41509.0,41520.0,41540.0,41568.0,41609.0,41617.0,41646.0,41665.0,41686.0
5095982,44400.0,44525.0,44547.0,44589.0,44606.0,44642.0,44682.0,44729.0,44793.0,44852.0,44910.0,44981.0,45051.0,45100.0,45143.0,45207.0,45244.0,45306.0,45441.0,45640.0,45654.0,45914.0,46118.0,46199.0,46491.0,46632.0,46701.0,46777.0,46905.0,46986.0,47019.0,47109.0,47189.0,47248.0,47285.0,47346.0,47441.0,47489.0,47543.0,47624.0,47675.0,47706.0,47761.0,47786.0,47834.0,47997.0,48245.0,48313.0,48343.0,48375.0,48415.0,48457.0,48504.0,48546.0,48582.0,48618.0,48671.0,48692.0,48715.0,48739.0,48751.0,48768.0,48788.0,48821.0,48850.0,48861.0,48881.0,48909.0,48950.0,48958.0,48987.0,49006.0,49027.0
5095984,57000.0,57160.0,57189.0,57250.0,57275.0,57326.0,57356.0,57391.0,57439.0,57498.0,57545.0,57603.0,57699.0,57766.0,57825.0,57914.0,57947.0,58002.0,58144.0,58353.0,58368.0,58612.0,58804.0,58880.0,59156.0,59363.0,59426.0,59496.0,59614.0,59689.0,59750.0,59912.0,59994.0,60055.0,60090.0,60217.0,60371.0,60431.0,60497.0,60552.0,60587.0,60635.0,60708.0,60746.0,60809.0,61147.0,61661.0,61801.0,61864.0,61903.0,61952.0,62002.0,62059.0,62110.0,62153.0,62196.0,62261.0,62282.0,62305.0,62329.0,62341.0,62358.0,62378.0,62411.0,62440.0,62451.0,62471.0,62499.0,62540.0,62548.0,62577.0,62596.0,62617.0
5097158,50400.0,50506.0,50542.0,50577.0,50591.0,50621.0,50646.0,50676.0,50717.0,50758.0,50779.0,50805.0,50842.0,50868.0,50891.0,50924.0,50956.0,51009.0,51094.0,51220.0,51229.0,51380.0,51499.0,51546.0,51717.0,51841.0,51912.0,51990.0,52121.0,52204.0,52240.0,52336.0,52413.0,52471.0,52517.0,52569.0,52659.0,52693.0,52731.0,52784.0,52818.0,52873.0,52920.0,52942.0,52977.0,53186.0,53504.0,53591.0,53630.0,53656.0,53689.0,53723.0,53761.0,53795.0,53824.0,53853.0,53895.0,53916.0,53939.0,53963.0,53975.0,53992.0,54012.0,54045.0,54074.0,54085.0,54105.0,54133.0,54174.0,54182.0,54211.0,54230.0,54251.0
5097160,62400.0,62520.0,62580.0,62634.0,62656.0,62700.0,62732.0,62769.0,62820.0,62880.0,62907.0,62940.0,62996.0,63035.0,63069.0,63120.0,63165.0,63240.0,63356.0,63528.0,63540.0,63614.0,63672.0,63695.0,63780.0,63900.0,63982.0,64072.0,64224.0,64320.0,64369.0,64500.0,64569.0,64620.0,64680.0,64800.0,64920.0,65005.0,65100.0,65174.0,65220.0,65280.0,65340.0,65400.0,65460.0,65652.0,65945.0,66025.0,66060.0,66101.0,66153.0,66206.0,66266.0,66320.0,66366.0,66412.0,66480.0,66519.0,66562.0,66607.0,66630.0,66662.0,66700.0,66761.0,66815.0,66836.0,66874.0,66927.0,67003.0,67018.0,67071.0,67106.0,67140.0
5097162,74700.0,74820.0,74880.0,74934.0,74956.0,75000.0,75032.0,75069.0,75120.0,75180.0,75207.0,75240.0,75296.0,75335.0,75369.0,75420.0,75442.0,75480.0,75573.0,75710.0,75720.0,75794.0,75852.0,75875.0,75960.0,76080.0,76150.0,76227.0,76357.0,76440.0,76473.0,76560.0,76629.0,76680.0,76740.0,76800.0,76860.0,76917.0,76980.0,77054.0,77100.0,77160.0,77220.0,77280.0,77340.0,77513.0,77776.0,77848.0,77880.0,77910.0,77947.0,77985.0,78028.0,78067.0,78100.0,78133.0,78180.0,78219.0,78262.0,78307.0,78330.0,78362.0,78400.0,78461.0,78515.0,78536.0,78574.0,78627.0,78703.0,78718.0,78771.0,78806.0,78840.0
5097570,31200.0,31332.0,31359.0,31421.0,31446.0,31497.0,31544.0,31599.0,31674.0,31734.0,31787.0,31852.0,31915.0,31959.0,31997.0,32055.0,32087.0,32141.0,32265.0,32448.0,32461.0,32640.0,32781.0,32837.0,33038.0,33143.0,33211.0,33286.0,33412.0,33491.0,33526.0,33621.0,33663.0,33695.0,33723.0,33787.0,33919.0,33991.0,34072.0,34125.0,34159.0,34195.0,34258.0,34289.0,34332.0,34484.0,34716.0,34779.0,34808.0,34834.0,34867.0,34901.0,34940.0,34975.0,35004.0,35033.0,35076.0,35097.0,35120.0,35144.0,35156.0,35173.0,35193.0,35226.0,35255.0,35266.0,35286.0,35314.0,35355.0,35363.0,35392.0,35411.0,35432.0
5097572,43200.0,43325.0,43347.0,43389.0,43406.0,43442.0,43482.0,43529.0,43593.0,43652.0,43710.0,43781.0,43851.0,43900.0,43943.0,44007.0,44044.0,44106.0,44241.0,44440.0,44454.0,44714.0,44918.0,44999.0,45291.0,45432.0,45501.0,45577.0,45705.0,45786.0,45819.0,45909.0,45989.0,46048.0,46085.0,46146.0,46241.0,46289.0,46343.0,46424.0,46475.0,46506.0,46561.0,46586.0,46634.0,46797.0,47045.0,47113.0,47143.0,47175.0,47215.0,47257.0,47304.0,47346.0,47382.0,47418.0,47471.0,47492.0,47515.0,47539.0,47551.0,47568.0,47588.0,47621.0,47650.0,47661.0,47681.0,47709.0,47750.0,47758.0,47787.0,47806.0,47827.0
5097574,55200.0,55360.0,55389.0,55450.0,55475.0,55526.0,55556.0,55591.0,55639.0,55698.0,55745.0,55803.0,55899.0,55966.0,56025.0,56114.0,56147.0,56202.0,56344.0,56553.0,56568.0,56812.0,57004.0,57080.0,57356.0,57563.0,57626.0,57696.0,57814.0,57889.0,57950.0,58112.0,58194.0,58255.0,58290.0,58417.0,58571.0,58631.0,58697.0,58752.0,58787.0,58835.0,58908.0,58946.0,59009.0,59347.0,59861.0,60001.0,60064.0,60103.0,60152.0,60202.0,60259.0,60310.0,60353.0,60396.0,60461.0,60482.0,60505.0,60529.0,60541.0,60558.0,60578.0,60611.0,60640.0,60651.0,60671.0,60699.0,60740.0,60748.0,60777.0,60796.0,60817.0
5097576,68400.0,68520.0,68580.0,68634.0,68656.0,68700.0,68748.0,68804.0,68880.0,68940.0,68994.0,69060.0,69134.0,69186.0,69231.0,69300.0,69367.0,69480.0,69619.0,69825.0,69840.0,69933.0,70006.0,70035.0,70140.0,70260.0,70342.0,70432.0,70584.0,70680.0,70729.0,70860.0,70929.0,70980.0,71040.0,71220.0,71460.0,71573.0,71700.0,71811.0,71880.0,71940.0,72060.0,72120.0,72180.0,72430.0,72810.0,72914.0,72960.0,73001.0,73053.0,73106.0,73166.0,73220.0,73266.0,73312.0,73380.0,73415.0,73454.0,73495.0,73516.0,73545.0,73579.0,73635.0,73685.0,73704.0,73738.0,73786.0,73855.0,73869.0,73918.0,73950.0,73980.0
5097818,37800.0,37920.0,37980.0,38034.0,38056.0,38100.0,38132.0,38169.0,38220.0,38280.0,38307.0,38340.0,38396.0,38435.0,38469.0,38520.0,38565.0,38640.0,38733.0,38870.0,38880.0,38954.0,39012.0,39035.0,39120.0,39240.0,39310.0,39387.0,39517.0,39600.0,39633.0,39720.0,39789.0,39840.0,39900.0,39960.0,40020.0,40077.0,40140.0,40177.0,40200.0,40260.0,40320.0,40380.0,40440.0,40613.0,40876.0,40948.0,40980.0,41004.0,41034.0,41064.0,41099.0,41130.0,41156.0,41182.0,41220.0,41259.0,41302.0,41347.0,41370.0,41402.0,41440.0,41501.0,41555.0,41576.0,41614.0,41667.0,41743.0,41758.0,41811.0,41846.0,41880.0
5097820,49200.0,49306.0,49342.0,49377.0,49391.0,49421.0,49446.0,49476.0,49517.0,49558.0,49579.0,49605.0,49642.0,49668.0,49691.0,49724.0,49756.0,49809.0,49894.0,50020.0,50029.0,50180.0,50299.0,50346.0,50517.0,50641.0,50712.0,50790.0,50921.0,51004.0,51040.0,51136.0,51213.0,51271.0,51317.0,51369.0,51459.0,51493.0,51531.0,51584.0,51618.0,51673.0,51720.0,51742.0,51777.0,51986.0,52304.0,52391.0,52430.0,52456.0,52489.0,52523.0,52561.0,52595.0,52624.0,52653.0,52695.0,52716.0,52739.0,52763.0,52775.0,52792.0,52812.0,52845.0,52874.0,52885.0,52905.0,52933.0,52974.0,52982.0,53011.0,53030.0,53051.0
5097822,61200.0,61320.0,61380.0,61434.0,61456.0,61500.0,61532.0,61569.0,61620.0,61680.0,61707.0,61740.0,61796.0,61835.0,61869.0,61920.0,61965.0,62040.0,62156.0,62328.0,62340.0,62414.0,62472.0,62495.0,62580.0,62700.0,62782.0,62872.0,63024.0,63120.0,63169.0,63300.0,63369.0,63420.0,63480.0,63600.0,63720.0,63805.0,63900.0,63974.0,64020.0,64080.0,64140.0,64200.0,64260.0,64452.0,64745.0,64825.0,64860.0,64901.0,64953.0,65006.0,65066.0,65120.0,65166.0,65212.0,65280.0,65319.0,65362.0,65407.0,65430.0,65462.0,65500.0,65561.0,65615.0,65636.0,65674.0,65727.0,65803.0,65818.0,65871.0,65906.0,65940.0
5097824,73200.0,73320.0,73380.0,73434.0,73456.0,73500.0,73532.0,73569.0,73620.0,73680.0,73707.0,73740.0,73796.0,73835.0,73869.0,73920.0,73942.0,73980.0,74073.0,74210.0,74220.0,74294.0,74352.0,74375.0,74460.0,74580.0,74650.0,74727.0,74857.0,74940.0,74973.0,75060.0,75129.0,75180.0,75240.0,75300.0,75360.0,75417.0,75480.0,75554.0,75600.0,75660.0,75720.0,75780.0,75840.0,76013.0,76276.0,76348.0,76380.0,76410.0,76447.0,76485.0,76528.0,76567.0,76600.0,76633.0,76680.0,76719.0,76762.0,76807.0,76830.0,76862.0,76900.0,76961.0,77015.0,77036.0,77074.0,77127.0,77203.0,77218.0,77271.0,77306.0,77340.0
5098559,32400.0,32520.0,32580.0,32634.0,32656.0,32700.0,32732.0,32769.0,32820.0,32880.0,32907.0,32940.0,32977.0,33003.0,33026.0,33060.0,33082.0,33120.0,33190.0,33293.0,33300.0,33374.0,33432.0,33455.0,33540.0,33660.0,33707.0,33758.0,33845.0,33900.0,33933.0,34020.0,34089.0,34140.0,34200.0,34260.0,34320.0,34377.0,34440.0,34514.0,34560.0,34620.0,34680.0,34740.0,34800.0,34954.0,35188.0,35252.0,35280.0,35304.0,35334.0,35364.0,35399.0,35430.0,35456.0,35482.0,35520.0,35559.0,35602.0,35647.0,35670.0,35702.0,35740.0,35801.0,35855.0,35876.0,35914.0,35967.0,36043.0,36058.0,36111.0,36146.0,36180.0
5098561,43200.0,43306.0,43342.0,43377.0,43391.0,43421.0,43446.0,43476.0,43517.0,43558.0,43579.0,43605.0,43642.0,43668.0,43691.0,43724.0,43756.0,43809.0,43894.0,44020.0,44029.0,44180.0,44299.0,44346.0,44517.0,44641.0,44712.0,44790.0,44921.0,45004.0,45040.0,45136.0,45213.0,45271.0,45317.0,45369.0,45459.0,45493.0,45531.0,45584.0,45618.0,45673.0,45720.0,45742.0,45777.0,45986.0,46304.0,46391.0,46430.0,46456.0,46489.0,46523.0,46561.0,46595.0,46624.0,46653.0,46695.0,46716.0,46739.0,46763.0,46775.0,46792.0,46812.0,46845.0,46874.0,46885.0,46905.0,46933.0,46974.0,46982.0,47011.0,47030.0,47051.0
5099431,58800.0,58960.0,58989.0,59050.0,59075.0,59126.0,59156.0,59191.0,59239.0,59298.0,59345.0,59403.0,59499.0,59566.0,59625.0,59714.0,59747.0,59802.0,59944.0,60153.0,60168.0,60412.0,60604.0,60680.0,60956.0,61163.0,61226.0,61296.0,61414.0,61489.0,61550.0,61712.0,61794.0,61855.0,61890.0,62017.0,62171.0,62231.0,62297.0,62352.0,62387.0,62435.0,62508.0,62546.0,62609.0,62947.0,63461.0,63601.0,63664.0,63703.0,63752.0,63802.0,63859.0,63910.0,63953.0,63996.0,64061.0,64082.0,64105.0,64129.0,64141.0,64158.0,64178.0,64211.0,64240.0,64251.0,64271.0,64299.0,64340.0,64348.0,64377.0,64396.0,64417.0
5099869,24900.0,24998.0,25034.0,25089.0,25111.0,25157.0,25189.0,25226.0,25277.0,25320.0,25364.0,25418.0,25474.0,25513.0,25547.0,25600.0,25629.0,25679.0,25770.0,25904.0,25914.0,26047.0,26152.0,26193.0,26344.0,26443.0,26516.0,26596.0,26732.0,26818.0,26852.0,26942.0,27004.0,27050.0,27074.0,27144.0,27309.0,27380.0,27459.0,27535.0,27582.0,27610.0,27688.0,27715.0,27760.0,27910.0,28138.0,28200.0,28228.0,28258.0,28295.0,28333.0,28376.0,28415.0,28448.0,28481.0,28529.0,28550.0,28573.0,28597.0,28609.0,28626.0,28646.0,28679.0,28708.0,28719.0,28739.0,28767.0,28808.0,28816.0,28845.0,28864.0,28885.0
5099871,37800.0,37904.0,37937.0,37989.0,38010.0,38054.0,38094.0,38141.0,38205.0,38277.0,38305.0,38340.0,38428.0,38489.0,38543.0,38623.0,38677.0,38769.0,38912.0,39124.0,39139.0,39320.0,39462.0,39518.0,39722.0,39884.0,39969.0,40063.0,40221.0,40322.0,40349.0,40423.0,40506.0,40568.0,40595.0,40673.0,40747.0,40806.0,40871.0,40914.0,40941.0,40959.0,41024.0,41052.0,41095.0,41269.0,41535.0,41607.0,41640.0,41669.0,41705.0,41742.0,41784.0,41821.0,41852.0,41884.0,41930.0,41951.0,41974.0,41998.0,42010.0,42027.0,42047.0,42080.0,42109.0,42120.0,42140.0,42168.0,42209.0,42217.0,42246.0,42265.0,42286.0
5099873,49800.0,49925.0,49947.0,49989.0,50006.0,50042.0,50082.0,50129.0,50193.0,50252.0,50310.0,50381.0,50451.0,50500.0,50543.0,50607.0,50644.0,50706.0,50841.0,51040.0,51054.0,51314.0,51518.0,51599.0,51891.0,52032.0,52101.0,52177.0,52305.0,52386.0,52419.0,52509.0,52589.0,52648.0,52685.0,52746.0,52841.0,52889.0,52943.0,53024.0,53075.0,53106.0,53161.0,53186.0,53234.0,53397.0,53645.0,53713.0,53743.0,53775.0,53815.0,53857.0,53904.0,53946.0,53982.0,54018.0,54071.0,54092.0,54115.0,54139.0,54151.0,54168.0,54188.0,54221.0,54250.0,54261.0,54281.0,54309.0,54350.0,54358.0,54387.0,54406.0,54427.0
5099875,63000.0,63120.0,63240.0,63320.0,63353.0,63420.0,63468.0,63524.0,63600.0,63660.0,63714.0,63780.0,63854.0,63906.0,63951.0,64020.0,64087.0,64200.0,64409.0,64718.0,64740.0,64833.0,64906.0,64935.0,65040.0,65160.0,65253.0,65356.0,65529.0,65640.0,65689.0,65820.0,65889.0,65940.0,66000.0,66300.0,66600.0,66713.0,66840.0,66951.0,67020.0,67080.0,67200.0,67260.0,67320.0,67608.0,68047.0,68167.0,68220.0,68261.0,68313.0,68366.0,68426.0,68480.0,68526.0,68572.0,68640.0,68675.0,68714.0,68755.0,68776.0,68805.0,68839.0,68895.0,68945.0,68964.0,68998.0,69046.0,69115.0,69129.0,69178.0,69210.0,69240.0
5101714,30000.0,30132.0,30159.0,30221.0,30246.0,30297.0,30344.0,30399.0,30474.0,30534.0,30587.0,30652.0,30715.0,30759.0,30797.0,30855.0,30887.0,30941.0,31065.0,31248.0,31261.0,31440.0,31581.0,31637.0,31838.0,31943.0,32011.0,32086.0,32212.0,32291.0,32326.0,32421.0,32463.0,32495.0,32523.0,32587.0,32719.0,32791.0,32872.0,32925.0,32959.0,32995.0,33058.0,33089.0,33132.0,33284.0,33516.0,33579.0,33608.0,33634.0,33667.0,33701.0,33740.0,33775.0,33804.0,33833.0,33876.0,33897.0,33920.0,33944.0,33956.0,33973.0,33993.0,34026.0,34055.0,34066.0,34086.0,34114.0,34155.0,34163.0,34192.0,34211.0,34232.0
5101716,42000.0,42104.0,42137.0,42189.0,42210.0,42254.0,42294.0,42341.0,42405.0,42477.0,42505.0,42540.0,42628.0,42689.0,42743.0,42823.0,42877.0,42969.0,43112.0,43324.0,43339.0,43520.0,43662.0,43718.0,43922.0,44084.0,44169.0,44263.0,44421.0,44522.0,44549.0,44623.0,44706.0,44768.0,44795.0,44873.0,44947.0,45006.0,45071.0,45114.0,45141.0,45159.0,45224.0,45252.0,45295.0,45469.0,45735.0,45807.0,45840.0,45869.0,45905.0,45942.0,45984.0,46021.0,46052.0,46084.0,46130.0,46151.0,46174.0,46198.0,46210.0,46227.0,46247.0,46280.0,46309.0,46320.0,46340.0,46368.0,46409.0,46417.0,46446.0,46465.0,46486.0
5101718,54000.0,54160.0,54189.0,54250.0,54275.0,54326.0,54356.0,54391.0,54439.0,54498.0,54545.0,54603.0,54699.0,54766.0,54825.0,54914.0,54947.0,55002.0,55144.0,55353.0,55368.0,55612.0,55804.0,55880.0,56156.0,56363.0,56426.0,56496.0,56614.0,56689.0,56750.0,56912.0,56994.0,57055.0,57090.0,57217.0,57371.0,57431.0,57497.0,57552.0,57587.0,57635.0,57708.0,57746.0,57809.0,58147.0,58661.0,58801.0,58864.0,58903.0,58952.0,59002.0,59059.0,59110.0,59153.0,59196.0,59261.0,59282.0,59305.0,59329.0,59341.0,59358.0,59378.0,59411.0,59440.0,59451.0,59471.0,59499.0,59540.0,59548.0,59577.0,59596.0,59617.0
5101720,67200.0,67320.0,67380.0,67434.0,67456.0,67500.0,67548.0,67604.0,67680.0,67740.0,67794.0,67860.0,67934.0,67986.0,68031.0,68100.0,68167.0,68280.0,68419.0,68625.0,68640.0,68733.0,68806.0,68835.0,68940.0,69060.0,69142.0,69232.0,69384.0,69480.0,69529.0,69660.0,69729.0,69780.0,69840.0,70020.0,70260.0,70373.0,70500.0,70611.0,70680.0,70740.0,70860.0,70920.0,70980.0,71230.0,71610.0,71714.0,71760.0,71801.0,71853.0,71906.0,71966.0,72020.0,72066.0,72112.0,72180.0,72215.0,72254.0,72295.0,72316.0,72345.0,72379.0,72435.0,72485.0,72504.0,72538.0,72586.0,72655.0,72669.0,72718.0,72750.0,72780.0
5101722,79200.0,79298.0,79321.0,79362.0,79379.0,79413.0,79448.0,79489.0,79544.0,79575.0,79615.0,79663.0,79719.0,79758.0,79792.0,79843.0,79869.0,79912.0,79997.0,80122.0,80131.0,80293.0,80420.0,80470.0,80654.0,80774.0,80832.0,80896.0,81003.0,81071.0,81099.0,81173.0,81235.0,81282.0,81314.0,81376.0,81435.0,81478.0,81525.0,81580.0,81614.0,81643.0,81706.0,81733.0,81786.0,81925.0,82137.0,82195.0,82220.0,82251.0,82290.0,82330.0,82375.0,82415.0,82449.0,82483.0,82533.0,82554.0,82577.0,82601.0,82613.0,82630.0,82650.0,82683.0,82712.0,82723.0,82743.0,82771.0,82812.0,82820.0,82849.0,82868.0,82889.0
5104095,27600.0,27724.0,27751.0,27805.0,27827.0,27872.0,27905.0,27944.0,27998.0,28045.0,28087.0,28137.0,28190.0,28227.0,28260.0,28309.0,28341.0,28395.0,28479.0,28603.0,28611.0,28752.0,28863.0,28907.0,29066.0,29169.0,29243.0,29325.0,29463.0,29552.0,29591.0,29695.0,29736.0,29766.0,29794.0,29886.0,29965.0,30036.0,30116.0,30193.0,30242.0,30281.0,30339.0,30372.0,30418.0,30572.0,30807.0,30871.0,30899.0,30934.0,30978.0,31023.0,31074.0,31120.0,31159.0,31198.0,31255.0,31276.0,31299.0,31323.0,31335.0,31352.0,31372.0,31405.0,31434.0,31445.0,31465.0,31493.0,31534.0,31542.0,31571.0,31590.0,31611.0
5104097,40200.0,40304.0,40337.0,40389.0,40410.0,40454.0,40494.0,40541.0,40605.0,40677.0,40705.0,40740.0,40828.0,40889.0,40943.0,41023.0,41077.0,41169.0,41312.0,41524.0,41539.0,41720.0,41862.0,41918.0,42122.0,42284.0,42369.0,42463.0,42621.0,42722.0,42749.0,42823.0,42906.0,42968.0,42995.0,43073.0,43147.0,43206.0,43271.0,43314.0,43341.0,43359.0,43424.0,43452.0,43495.0,43669.0,43935.0,44007.0,44040.0,44069.0,44105.0,44142.0,44184.0,44221.0,44252.0,44284.0,44330.0,44351.0,44374.0,44398.0,44410.0,44427.0,44447.0,44480.0,44509.0,44520.0,44540.0,44568.0,44609.0,44617.0,44646.0,44665.0,44686.0
5104099,52200.0,52325.0,52347.0,52389.0,52406.0,52442.0,52482.0,52529.0,52593.0,52652.0,52710.0,52781.0,52851.0,52900.0,52943.0,53007.0,53044.0,53106.0,53241.0,53440.0,53454.0,53714.0,53918.0,53999.0,54291.0,54432.0,54501.0,54577.0,54705.0,54786.0,54819.0,54909.0,54989.0,55048.0,55085.0,55146.0,55241.0,55289.0,55343.0,55424.0,55475.0,55506.0,55561.0,55586.0,55634.0,55797.0,56045.0,56113.0,56143.0,56175.0,56215.0,56257.0,56304.0,56346.0,56382.0,56418.0,56471.0,56492.0,56515.0,56539.0,56551.0,56568.0,56588.0,56621.0,56650.0,56661.0,56681.0,56709.0,56750.0,56758.0,56787.0,56806.0,56827.0
