tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P
0,7392.0,1443.0,1444.0,1445.0,4407.0,2637.0,2638.0,2721.0,7012.0,2201.0,4401.0,2213.0,4688.0,4689.0,4410.0,2678.0,2679.0,2680.0,4677.0,2136.0,2137.0,7201.0,2138.0,2139.0,2140.0,2141.0,2142.0,2143.0,2145.0,4670.0,3420.0,3421.0,3422.0,4671.0,4672.0,3465.0,4673.0,2172.0,4409.0,4550.0,4551.0,1965.0,1966.0
5006848,63900.0,64276.0,64341.0,64413.0,64538.0,64669.0,64689.0,64782.0,64815.0,65182.0,65238.0,65395.0,65547.0,65584.0,65615.0,65638.0,65664.0,65699.0,65973.0,66007.0,66029.0,66055.0,66084.0,66112.0,66159.0,66188.0,66206.0,66239.0,66271.0,66314.0,66368.0,66427.0,66468.0,66570.0,66645.0,66715.0,66741.0,66771.0,66871.0,66942.0,67002.0,67038.0,67085.0
5011669,62100.0,62476.0,62541.0,62613.0,62738.0,62869.0,62889.0,62982.0,63015.0,63382.0,63438.0,63595.0,63747.0,63784.0,63815.0,63838.0,63864.0,63899.0,64173.0,64207.0,64229.0,64255.0,64284.0,64312.0,64359.0,64388.0,64406.0,64439.0,64471.0,64514.0,64568.0,64627.0,64668.0,64770.0,64845.0,64915.0,64941.0,64971.0,65071.0,65142.0,65202.0,65238.0,65285.0
5102141,62100.0,62462.0,62525.0,62594.0,62714.0,62840.0,62859.0,62948.0,62980.0,63333.0,63387.0,63538.0,63684.0,63719.0,63749.0,63771.0,63796.0,63830.0,64094.0,64127.0,64148.0,64173.0,64201.0,64227.0,64272.0,64299.0,64316.0,64347.0,64380.0,64421.0,64473.0,64530.0,64569.0,64668.0,64741.0,64808.0,64833.0,64862.0,64958.0,65025.0,65083.0,65118.0,65163.0
