tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P
0,3333.0,3334.0,3352.0,3335.0,3336.0,3337.0,3338.0,3339.0,3340.0,1545.0,1840.0,1841.0,4314.0,1687.0,1688.0,1689.0,1690.0,1691.0,1692.0,1693.0,1694.0,1695.0,1696.0,1697.0,1698.0,1699.0,1700.0,1701.0,1702.0,16.0,5144.0,7027.0,1510.0,156.0,27.0,28.0,29.0,4680.0,90.0,91.0,7571.0
5008374,26100.0,26132.0,26162.0,26201.0,26232.0,26257.0,26326.0,26350.0,26399.0,26863.0,27041.0,27070.0,27121.0,27203.0,27263.0,27368.0,27437.0,27480.0,27518.0,27554.0,27593.0,27652.0,27726.0,27742.0,27771.0,27793.0,27826.0,27870.0,27900.0,27952.0,28065.0,28109.0,28294.0,28512.0,28726.0,28754.0,28789.0,28816.0,28842.0,28879.0,29141.0
