tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P
5112730,58200.0,58235.0,58278.0,58344.0,58387.0,58428.0,58471.0,58528.0,58558.0,58611.0,58657.0,58695.0,58730.0,58780.0,58846.0,58872.0,58920.0,58967.0,59013.0,59106.0,59201.0,59248.0,59300.0,59387.0,59426.0,59547.0,59569.0,59673.0,59844.0,60182.0,60375.0,60525.0,60601.0,60691.0,60751.0,60815.0,60991.0,61057.0,61108.0,61170.0,61228.0,61278.0,61360.0,61394.0,61432.0,61469.0,61509.0,61626.0,61706.0,61852.0,61897.0,61978.0
5115051,28800.0,28841.0,28892.0,28970.0,29021.0,29073.0,29127.0,29200.0,29238.0,29305.0,29363.0,29411.0,29456.0,29519.0,29603.0,29636.0,29700.0,29754.0,29808.0,29931.0,30058.0,30140.0,30231.0,30384.0,30454.0,30582.0,30601.0,30692.0,30858.0,31186.0,31314.0,31452.0,31507.0,31572.0,31615.0,31661.0,31788.0,31839.0,31879.0,31926.0,31974.0,32016.0,32089.0,32114.0,32142.0,32170.0,32205.0,32291.0,32350.0,32457.0,32496.0,32568.0
5115053,38400.0,38438.0,38485.0,38556.0,38602.0,38645.0,38690.0,38750.0,38782.0,38837.0,38885.0,38924.0,38961.0,39013.0,39082.0,39110.0,39161.0,39214.0,39266.0,39366.0,39469.0,39515.0,39566.0,39652.0,39692.0,39810.0,39830.0,39923.0,40084.0,40402.0,40683.0,40841.0,40901.0,40972.0,41019.0,41070.0,41209.0,41271.0,41319.0,41377.0,41432.0,41481.0,41563.0,41596.0,41633.0,41669.0,41708.0,41793.0,41851.0,41957.0,41999.0,42076.0
5115055,59400.0,59435.0,59478.0,59544.0,59587.0,59628.0,59671.0,59728.0,59758.0,59811.0,59857.0,59895.0,59930.0,59980.0,60046.0,60072.0,60120.0,60167.0,60213.0,60306.0,60401.0,60448.0,60500.0,60587.0,60626.0,60747.0,60769.0,60873.0,61044.0,61382.0,61575.0,61725.0,61801.0,61891.0,61951.0,62015.0,62191.0,62257.0,62308.0,62370.0,62428.0,62478.0,62560.0,62594.0,62632.0,62669.0,62709.0,62826.0,62906.0,63052.0,63097.0,63178.0
5115633,27600.0,27638.0,27685.0,27756.0,27801.0,27845.0,27891.0,27953.0,27986.0,28043.0,28093.0,28134.0,28172.0,28226.0,28297.0,28326.0,28381.0,28428.0,28475.0,28579.0,28687.0,28749.0,28818.0,28933.0,28986.0,29073.0,29089.0,29163.0,29286.0,29529.0,29642.0,29772.0,29831.0,29900.0,29946.0,29995.0,30130.0,30179.0,30217.0,30263.0,30307.0,30345.0,30414.0,30441.0,30471.0,30502.0,30556.0,30661.0,30733.0,30863.0,30912.0,31000.0
5115635,37200.0,37238.0,37285.0,37356.0,37402.0,37445.0,37490.0,37550.0,37582.0,37637.0,37685.0,37724.0,37761.0,37813.0,37882.0,37910.0,37961.0,38014.0,38066.0,38166.0,38269.0,38315.0,38366.0,38452.0,38492.0,38610.0,38630.0,38723.0,38884.0,39202.0,39483.0,39641.0,39701.0,39772.0,39819.0,39870.0,40009.0,40071.0,40119.0,40177.0,40232.0,40281.0,40363.0,40396.0,40433.0,40469.0,40508.0,40593.0,40651.0,40757.0,40799.0,40876.0
5115637,46800.0,46839.0,46887.0,46960.0,47009.0,47052.0,47097.0,47157.0,47188.0,47243.0,47291.0,47330.0,47367.0,47419.0,47488.0,47515.0,47566.0,47613.0,47660.0,47750.0,47842.0,47890.0,47943.0,48032.0,48074.0,48194.0,48218.0,48329.0,48503.0,48848.0,49076.0,49234.0,49300.0,49377.0,49429.0,49484.0,49636.0,49706.0,49760.0,49824.0,49882.0,49932.0,50012.0,50049.0,50090.0,50130.0,50173.0,50284.0,50360.0,50499.0,50545.0,50628.0
5115639,56400.0,56435.0,56478.0,56544.0,56587.0,56628.0,56671.0,56728.0,56758.0,56811.0,56857.0,56895.0,56930.0,56980.0,57046.0,57072.0,57120.0,57167.0,57213.0,57306.0,57401.0,57448.0,57500.0,57587.0,57626.0,57747.0,57769.0,57873.0,58044.0,58382.0,58575.0,58725.0,58801.0,58891.0,58951.0,59015.0,59191.0,59257.0,59308.0,59370.0,59428.0,59478.0,59560.0,59594.0,59632.0,59669.0,59709.0,59826.0,59906.0,60052.0,60097.0,60178.0
5115641,66000.0,66035.0,66078.0,66144.0,66187.0,66228.0,66271.0,66328.0,66358.0,66411.0,66457.0,66495.0,66530.0,66580.0,66646.0,66672.0,66720.0,66767.0,66813.0,66906.0,67001.0,67048.0,67100.0,67187.0,67226.0,67347.0,67369.0,67473.0,67644.0,67982.0,68175.0,68325.0,68401.0,68491.0,68551.0,68615.0,68791.0,68857.0,68908.0,68970.0,69028.0,69078.0,69160.0,69194.0,69232.0,69269.0,69309.0,69426.0,69506.0,69652.0,69697.0,69778.0
5115643,75600.0,75630.0,75667.0,75724.0,75761.0,75794.0,75829.0,75875.0,75899.0,75942.0,75979.0,76010.0,76039.0,76079.0,76132.0,76153.0,76193.0,76229.0,76264.0,76326.0,76390.0,76430.0,76474.0,76548.0,76581.0,76680.0,76700.0,76792.0,76943.0,77242.0,77385.0,77489.0,77532.0,77583.0,77617.0,77654.0,77755.0,77801.0,77837.0,77880.0,77926.0,77966.0,78041.0,78071.0,78105.0,78138.0,78172.0,78229.0,78268.0,78340.0,78385.0,78467.0
5115684,32400.0,32441.0,32492.0,32570.0,32621.0,32673.0,32727.0,32800.0,32838.0,32905.0,32963.0,33011.0,33056.0,33119.0,33203.0,33236.0,33300.0,33354.0,33408.0,33531.0,33658.0,33740.0,33831.0,33984.0,34054.0,34182.0,34201.0,34292.0,34458.0,34786.0,34914.0,35052.0,35107.0,35172.0,35215.0,35261.0,35388.0,35439.0,35479.0,35526.0,35574.0,35616.0,35689.0,35714.0,35742.0,35770.0,35805.0,35891.0,35950.0,36057.0,36096.0,36168.0
5115686,42000.0,42038.0,42085.0,42156.0,42202.0,42245.0,42290.0,42350.0,42382.0,42437.0,42485.0,42524.0,42561.0,42613.0,42682.0,42710.0,42761.0,42814.0,42866.0,42966.0,43069.0,43115.0,43166.0,43252.0,43292.0,43410.0,43430.0,43523.0,43684.0,44002.0,44283.0,44441.0,44501.0,44572.0,44619.0,44670.0,44809.0,44871.0,44919.0,44977.0,45032.0,45081.0,45163.0,45196.0,45233.0,45269.0,45308.0,45393.0,45451.0,45557.0,45599.0,45676.0
5115688,51600.0,51639.0,51687.0,51760.0,51809.0,51852.0,51897.0,51957.0,51988.0,52043.0,52091.0,52130.0,52167.0,52219.0,52288.0,52315.0,52366.0,52413.0,52460.0,52550.0,52642.0,52690.0,52743.0,52832.0,52874.0,52994.0,53018.0,53129.0,53303.0,53648.0,53876.0,54034.0,54100.0,54177.0,54229.0,54284.0,54436.0,54506.0,54560.0,54624.0,54682.0,54732.0,54812.0,54849.0,54890.0,54930.0,54973.0,55084.0,55160.0,55299.0,55345.0,55428.0
5115690,61200.0,61235.0,61278.0,61344.0,61387.0,61428.0,61471.0,61528.0,61558.0,61611.0,61657.0,61695.0,61730.0,61780.0,61846.0,61872.0,61920.0,61967.0,62013.0,62106.0,62201.0,62248.0,62300.0,62387.0,62426.0,62547.0,62569.0,62673.0,62844.0,63182.0,63375.0,63525.0,63601.0,63691.0,63751.0,63815.0,63991.0,64057.0,64108.0,64170.0,64228.0,64278.0,64360.0,64394.0,64432.0,64469.0,64509.0,64626.0,64706.0,64852.0,64897.0,64978.0
5117070,30600.0,30641.0,30692.0,30770.0,30821.0,30873.0,30927.0,31000.0,31038.0,31105.0,31163.0,31211.0,31256.0,31319.0,31403.0,31436.0,31500.0,31554.0,31608.0,31731.0,31858.0,31940.0,32031.0,32184.0,32254.0,32382.0,32401.0,32492.0,32658.0,32986.0,33114.0,33252.0,33307.0,33372.0,33415.0,33461.0,33588.0,33639.0,33679.0,33726.0,33774.0,33816.0,33889.0,33914.0,33942.0,33970.0,34005.0,34091.0,34150.0,34257.0,34296.0,34368.0
5117071,48000.0,48039.0,48087.0,48160.0,48209.0,48252.0,48297.0,48357.0,48388.0,48443.0,48491.0,48530.0,48567.0,48619.0,48688.0,48715.0,48766.0,48813.0,48860.0,48950.0,49042.0,49090.0,49143.0,49232.0,49274.0,49394.0,49418.0,49529.0,49703.0,50048.0,50276.0,50434.0,50500.0,50577.0,50629.0,50684.0,50836.0,50906.0,50960.0,51024.0,51082.0,51132.0,51212.0,51249.0,51290.0,51330.0,51373.0,51484.0,51560.0,51699.0,51745.0,51828.0
5117073,57600.0,57635.0,57678.0,57744.0,57787.0,57828.0,57871.0,57928.0,57958.0,58011.0,58057.0,58095.0,58130.0,58180.0,58246.0,58272.0,58320.0,58367.0,58413.0,58506.0,58601.0,58648.0,58700.0,58787.0,58826.0,58947.0,58969.0,59073.0,59244.0,59582.0,59775.0,59925.0,60001.0,60091.0,60151.0,60215.0,60391.0,60457.0,60508.0,60570.0,60628.0,60678.0,60760.0,60794.0,60832.0,60869.0,60909.0,61026.0,61106.0,61252.0,61297.0,61378.0
5117075,67200.0,67235.0,67278.0,67344.0,67387.0,67428.0,67471.0,67528.0,67558.0,67611.0,67657.0,67695.0,67730.0,67780.0,67846.0,67872.0,67920.0,67967.0,68013.0,68106.0,68201.0,68248.0,68300.0,68387.0,68426.0,68547.0,68569.0,68673.0,68844.0,69182.0,69375.0,69525.0,69601.0,69691.0,69751.0,69815.0,69991.0,70057.0,70108.0,70170.0,70228.0,70278.0,70360.0,70394.0,70432.0,70469.0,70509.0,70626.0,70706.0,70852.0,70897.0,70978.0
