tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P
5099620,50400.0,50439.0,50487.0,50560.0,50607.0,50644.0,50683.0,50736.0,50764.0,50812.0,50854.0,50889.0,50921.0,50966.0,51026.0,51050.0,51096.0,51137.0,51177.0,51254.0,51334.0,51374.0,51418.0,51492.0,51526.0,51646.0,51666.0,51759.0,51896.0,52168.0,52381.0,52506.0,52553.0,52608.0,52645.0,52684.0,52793.0,52843.0,52881.0,52927.0,52982.0,53030.0,53109.0,53137.0,53169.0,53200.0,53233.0,53309.0,53361.0,53457.0,53508.0,53602.0
5099622,58800.0,58834.0,58876.0,58940.0,58983.0,59019.0,59057.0,59108.0,59135.0,59182.0,59223.0,59256.0,59287.0,59331.0,59389.0,59412.0,59455.0,59499.0,59543.0,59614.0,59687.0,59728.0,59773.0,59849.0,59883.0,59978.0,60001.0,60112.0,60274.0,60595.0,60798.0,60934.0,60987.0,61049.0,61091.0,61135.0,61257.0,61303.0,61339.0,61382.0,61434.0,61480.0,61553.0,61583.0,61617.0,61651.0,61683.0,61757.0,61808.0,61899.0,61944.0,62026.0
5099694,33600.0,33641.0,33692.0,33770.0,33821.0,33873.0,33927.0,34000.0,34038.0,34105.0,34163.0,34211.0,34256.0,34319.0,34403.0,34436.0,34500.0,34554.0,34608.0,34731.0,34858.0,34940.0,35031.0,35184.0,35254.0,35382.0,35401.0,35492.0,35658.0,35986.0,36114.0,36252.0,36307.0,36372.0,36415.0,36461.0,36588.0,36639.0,36679.0,36726.0,36774.0,36816.0,36889.0,36914.0,36942.0,36970.0,37005.0,37091.0,37150.0,37257.0,37296.0,37368.0
5099697,61800.0,61835.0,61878.0,61944.0,61987.0,62028.0,62071.0,62128.0,62158.0,62211.0,62257.0,62295.0,62330.0,62380.0,62446.0,62472.0,62520.0,62567.0,62613.0,62706.0,62801.0,62848.0,62900.0,62987.0,63026.0,63147.0,63169.0,63273.0,63444.0,63782.0,63975.0,64125.0,64201.0,64291.0,64351.0,64415.0,64591.0,64657.0,64708.0,64770.0,64828.0,64878.0,64960.0,64994.0,65032.0,65069.0,65109.0,65226.0,65306.0,65452.0,65497.0,65578.0
5100125,24300.0,24338.0,24385.0,24456.0,24501.0,24545.0,24591.0,24653.0,24686.0,24743.0,24793.0,24834.0,24872.0,24926.0,24997.0,25026.0,25081.0,25128.0,25175.0,25279.0,25387.0,25449.0,25518.0,25633.0,25686.0,25773.0,25789.0,25863.0,25986.0,26229.0,26342.0,26472.0,26531.0,26600.0,26646.0,26695.0,26830.0,26879.0,26917.0,26963.0,27007.0,27045.0,27114.0,27141.0,27171.0,27202.0,27256.0,27361.0,27433.0,27563.0,27612.0,27700.0
5100127,34200.0,34241.0,34292.0,34370.0,34421.0,34473.0,34527.0,34600.0,34638.0,34705.0,34763.0,34811.0,34856.0,34919.0,35003.0,35036.0,35100.0,35154.0,35208.0,35331.0,35458.0,35540.0,35631.0,35784.0,35854.0,35982.0,36001.0,36092.0,36258.0,36586.0,36714.0,36852.0,36907.0,36972.0,37015.0,37061.0,37188.0,37239.0,37279.0,37326.0,37374.0,37416.0,37489.0,37514.0,37542.0,37570.0,37605.0,37691.0,37750.0,37857.0,37896.0,37968.0
5100324,28800.0,28841.0,28892.0,28970.0,29021.0,29073.0,29127.0,29200.0,29238.0,29305.0,29363.0,29411.0,29456.0,29519.0,29603.0,29636.0,29700.0,29754.0,29808.0,29931.0,30058.0,30140.0,30231.0,30384.0,30454.0,30582.0,30601.0,30692.0,30858.0,31186.0,31314.0,31452.0,31507.0,31572.0,31615.0,31661.0,31788.0,31839.0,31879.0,31926.0,31974.0,32016.0,32089.0,32114.0,32142.0,32170.0,32205.0,32291.0,32350.0,32457.0,32496.0,32568.0
5100326,38400.0,38438.0,38485.0,38556.0,38602.0,38645.0,38690.0,38750.0,38782.0,38837.0,38885.0,38924.0,38961.0,39013.0,39082.0,39110.0,39161.0,39214.0,39266.0,39366.0,39469.0,39515.0,39566.0,39652.0,39692.0,39810.0,39830.0,39923.0,40084.0,40402.0,40683.0,40841.0,40901.0,40972.0,41019.0,41070.0,41209.0,41271.0,41319.0,41377.0,41432.0,41481.0,41563.0,41596.0,41633.0,41669.0,41708.0,41793.0,41851.0,41957.0,41999.0,42076.0
5100328,59400.0,59435.0,59478.0,59544.0,59587.0,59628.0,59671.0,59728.0,59758.0,59811.0,59857.0,59895.0,59930.0,59980.0,60046.0,60072.0,60120.0,60167.0,60213.0,60306.0,60401.0,60448.0,60500.0,60587.0,60626.0,60747.0,60769.0,60873.0,61044.0,61382.0,61575.0,61725.0,61801.0,61891.0,61951.0,62015.0,62191.0,62257.0,62308.0,62370.0,62428.0,62478.0,62560.0,62594.0,62632.0,62669.0,62709.0,62826.0,62906.0,63052.0,63097.0,63178.0
5101701,25800.0,25838.0,25885.0,25956.0,26001.0,26045.0,26091.0,26153.0,26186.0,26243.0,26293.0,26334.0,26372.0,26426.0,26497.0,26526.0,26581.0,26628.0,26675.0,26779.0,26887.0,26949.0,27018.0,27133.0,27186.0,27273.0,27289.0,27363.0,27486.0,27729.0,27842.0,27972.0,28031.0,28100.0,28146.0,28195.0,28330.0,28379.0,28417.0,28463.0,28507.0,28545.0,28614.0,28641.0,28671.0,28702.0,28756.0,28861.0,28933.0,29063.0,29112.0,29200.0
5104144,25200.0,25238.0,25285.0,25356.0,25401.0,25445.0,25491.0,25553.0,25586.0,25643.0,25693.0,25734.0,25772.0,25826.0,25897.0,25926.0,25981.0,26028.0,26075.0,26179.0,26287.0,26349.0,26418.0,26533.0,26586.0,26673.0,26689.0,26763.0,26886.0,27129.0,27242.0,27372.0,27431.0,27500.0,27546.0,27595.0,27730.0,27779.0,27817.0,27863.0,27907.0,27945.0,28014.0,28041.0,28071.0,28102.0,28156.0,28261.0,28333.0,28463.0,28512.0,28600.0
5104146,34800.0,34841.0,34892.0,34970.0,35021.0,35073.0,35127.0,35200.0,35238.0,35305.0,35363.0,35411.0,35456.0,35519.0,35603.0,35636.0,35700.0,35754.0,35808.0,35931.0,36058.0,36140.0,36231.0,36384.0,36454.0,36582.0,36601.0,36692.0,36858.0,37186.0,37314.0,37452.0,37507.0,37572.0,37615.0,37661.0,37788.0,37839.0,37879.0,37926.0,37974.0,38016.0,38089.0,38114.0,38142.0,38170.0,38205.0,38291.0,38350.0,38457.0,38496.0,38568.0
5104148,44400.0,44439.0,44487.0,44560.0,44609.0,44652.0,44697.0,44757.0,44788.0,44843.0,44891.0,44930.0,44967.0,45019.0,45088.0,45115.0,45166.0,45213.0,45260.0,45350.0,45442.0,45490.0,45543.0,45632.0,45674.0,45794.0,45818.0,45929.0,46103.0,46448.0,46676.0,46834.0,46900.0,46977.0,47029.0,47084.0,47236.0,47306.0,47360.0,47424.0,47482.0,47532.0,47612.0,47649.0,47690.0,47730.0,47773.0,47884.0,47960.0,48099.0,48145.0,48228.0
5104150,54000.0,54035.0,54078.0,54144.0,54187.0,54228.0,54271.0,54328.0,54358.0,54411.0,54457.0,54495.0,54530.0,54580.0,54646.0,54672.0,54720.0,54767.0,54813.0,54906.0,55001.0,55048.0,55100.0,55187.0,55226.0,55347.0,55369.0,55473.0,55644.0,55982.0,56175.0,56325.0,56401.0,56491.0,56551.0,56615.0,56791.0,56857.0,56908.0,56970.0,57028.0,57078.0,57160.0,57194.0,57232.0,57269.0,57309.0,57426.0,57506.0,57652.0,57697.0,57778.0
5104152,63600.0,63635.0,63678.0,63744.0,63787.0,63828.0,63871.0,63928.0,63958.0,64011.0,64057.0,64095.0,64130.0,64180.0,64246.0,64272.0,64320.0,64367.0,64413.0,64506.0,64601.0,64648.0,64700.0,64787.0,64826.0,64947.0,64969.0,65073.0,65244.0,65582.0,65775.0,65925.0,66001.0,66091.0,66151.0,66215.0,66391.0,66457.0,66508.0,66570.0,66628.0,66678.0,66760.0,66794.0,66832.0,66869.0,66909.0,67026.0,67106.0,67252.0,67297.0,67378.0
5104503,30000.0,30041.0,30092.0,30170.0,30221.0,30273.0,30327.0,30400.0,30438.0,30505.0,30563.0,30611.0,30656.0,30719.0,30803.0,30836.0,30900.0,30954.0,31008.0,31131.0,31258.0,31340.0,31431.0,31584.0,31654.0,31782.0,31801.0,31892.0,32058.0,32386.0,32514.0,32652.0,32707.0,32772.0,32815.0,32861.0,32988.0,33039.0,33079.0,33126.0,33174.0,33216.0,33289.0,33314.0,33342.0,33370.0,33405.0,33491.0,33550.0,33657.0,33696.0,33768.0
5104505,39600.0,39638.0,39685.0,39756.0,39802.0,39845.0,39890.0,39950.0,39982.0,40037.0,40085.0,40124.0,40161.0,40213.0,40282.0,40310.0,40361.0,40414.0,40466.0,40566.0,40669.0,40715.0,40766.0,40852.0,40892.0,41010.0,41030.0,41123.0,41284.0,41602.0,41883.0,42041.0,42101.0,42172.0,42219.0,42270.0,42409.0,42471.0,42519.0,42577.0,42632.0,42681.0,42763.0,42796.0,42833.0,42869.0,42908.0,42993.0,43051.0,43157.0,43199.0,43276.0
5104507,49200.0,49239.0,49287.0,49360.0,49409.0,49452.0,49497.0,49557.0,49588.0,49643.0,49691.0,49730.0,49767.0,49819.0,49888.0,49915.0,49966.0,50013.0,50060.0,50150.0,50242.0,50290.0,50343.0,50432.0,50474.0,50594.0,50618.0,50729.0,50903.0,51248.0,51476.0,51634.0,51700.0,51777.0,51829.0,51884.0,52036.0,52106.0,52160.0,52224.0,52282.0,52332.0,52412.0,52449.0,52490.0,52530.0,52573.0,52684.0,52760.0,52899.0,52945.0,53028.0
5104509,58800.0,58835.0,58878.0,58944.0,58987.0,59028.0,59071.0,59128.0,59158.0,59211.0,59257.0,59295.0,59330.0,59380.0,59446.0,59472.0,59520.0,59567.0,59613.0,59706.0,59801.0,59848.0,59900.0,59987.0,60026.0,60147.0,60169.0,60273.0,60444.0,60782.0,60975.0,61125.0,61201.0,61291.0,61351.0,61415.0,61591.0,61657.0,61708.0,61770.0,61828.0,61878.0,61960.0,61994.0,62032.0,62069.0,62109.0,62226.0,62306.0,62452.0,62497.0,62578.0
5104511,68400.0,68434.0,68477.0,68542.0,68584.0,68622.0,68662.0,68716.0,68744.0,68794.0,68837.0,68872.0,68905.0,68952.0,69014.0,69039.0,69086.0,69131.0,69176.0,69248.0,69323.0,69369.0,69420.0,69506.0,69547.0,69665.0,69687.0,69788.0,69937.0,70232.0,70444.0,70566.0,70628.0,70701.0,70750.0,70802.0,70946.0,70998.0,71038.0,71087.0,71139.0,71185.0,71257.0,71289.0,71325.0,71360.0,71398.0,71477.0,71531.0,71630.0,71678.0,71765.0
5104513,77400.0,77430.0,77467.0,77524.0,77561.0,77594.0,77629.0,77675.0,77699.0,77742.0,77779.0,77810.0,77839.0,77879.0,77932.0,77953.0,77993.0,78029.0,78064.0,78126.0,78190.0,78230.0,78274.0,78348.0,78381.0,78480.0,78500.0,78592.0,78743.0,79042.0,79185.0,79289.0,79332.0,79383.0,79417.0,79454.0,79555.0,79601.0,79637.0,79680.0,79726.0,79766.0,79841.0,79871.0,79905.0,79938.0,79972.0,80029.0,80068.0,80140.0,80185.0,80267.0
5104565,23400.0,23438.0,23485.0,23556.0,23601.0,23645.0,23691.0,23753.0,23786.0,23843.0,23893.0,23934.0,23972.0,24026.0,24097.0,24126.0,24181.0,24228.0,24275.0,24379.0,24487.0,24549.0,24618.0,24733.0,24786.0,24873.0,24889.0,24963.0,25086.0,25329.0,25442.0,25572.0,25631.0,25700.0,25746.0,25795.0,25930.0,25979.0,26017.0,26063.0,26107.0,26145.0,26214.0,26241.0,26271.0,26302.0,26356.0,26461.0,26533.0,26663.0,26712.0,26800.0
5104567,31800.0,31841.0,31892.0,31970.0,32021.0,32073.0,32127.0,32200.0,32238.0,32305.0,32363.0,32411.0,32456.0,32519.0,32603.0,32636.0,32700.0,32754.0,32808.0,32931.0,33058.0,33140.0,33231.0,33384.0,33454.0,33582.0,33601.0,33692.0,33858.0,34186.0,34314.0,34452.0,34507.0,34572.0,34615.0,34661.0,34788.0,34839.0,34879.0,34926.0,34974.0,35016.0,35089.0,35114.0,35142.0,35170.0,35205.0,35291.0,35350.0,35457.0,35496.0,35568.0
5104568,60600.0,60635.0,60678.0,60744.0,60787.0,60828.0,60871.0,60928.0,60958.0,61011.0,61057.0,61095.0,61130.0,61180.0,61246.0,61272.0,61320.0,61367.0,61413.0,61506.0,61601.0,61648.0,61700.0,61787.0,61826.0,61947.0,61969.0,62073.0,62244.0,62582.0,62775.0,62925.0,63001.0,63091.0,63151.0,63215.0,63391.0,63457.0,63508.0,63570.0,63628.0,63678.0,63760.0,63794.0,63832.0,63869.0,63909.0,64026.0,64106.0,64252.0,64297.0,64378.0
5104570,70800.0,70834.0,70877.0,70942.0,70984.0,71022.0,71062.0,71116.0,71144.0,71194.0,71237.0,71272.0,71305.0,71352.0,71414.0,71439.0,71486.0,71531.0,71576.0,71648.0,71723.0,71769.0,71820.0,71906.0,71947.0,72065.0,72087.0,72188.0,72337.0,72632.0,72844.0,72966.0,73028.0,73101.0,73150.0,73202.0,73346.0,73398.0,73438.0,73487.0,73539.0,73585.0,73657.0,73689.0,73725.0,73760.0,73798.0,73877.0,73931.0,74030.0,74078.0,74165.0
5105685,28200.0,28238.0,28285.0,28356.0,28401.0,28445.0,28491.0,28553.0,28586.0,28643.0,28693.0,28734.0,28772.0,28826.0,28897.0,28926.0,28981.0,29028.0,29075.0,29179.0,29287.0,29349.0,29418.0,29533.0,29586.0,29673.0,29689.0,29763.0,29886.0,30129.0,30242.0,30372.0,30431.0,30500.0,30546.0,30595.0,30730.0,30779.0,30817.0,30863.0,30907.0,30945.0,31014.0,31041.0,31071.0,31102.0,31156.0,31261.0,31333.0,31463.0,31512.0,31600.0
5105687,57000.0,57035.0,57078.0,57144.0,57187.0,57228.0,57271.0,57328.0,57358.0,57411.0,57457.0,57495.0,57530.0,57580.0,57646.0,57672.0,57720.0,57767.0,57813.0,57906.0,58001.0,58048.0,58100.0,58187.0,58226.0,58347.0,58369.0,58473.0,58644.0,58982.0,59175.0,59325.0,59401.0,59491.0,59551.0,59615.0,59791.0,59857.0,59908.0,59970.0,60028.0,60078.0,60160.0,60194.0,60232.0,60269.0,60309.0,60426.0,60506.0,60652.0,60697.0,60778.0
5107439,24300.0,24338.0,24385.0,24456.0,24501.0,24545.0,24591.0,24653.0,24686.0,24743.0,24793.0,24834.0,24872.0,24926.0,24997.0,25026.0,25081.0,25128.0,25175.0,25279.0,25387.0,25449.0,25518.0,25633.0,25686.0,25773.0,25789.0,25863.0,25986.0,26229.0,26342.0,26472.0,26531.0,26600.0,26646.0,26695.0,26830.0,26879.0,26917.0,26963.0,27007.0,27045.0,27114.0,27141.0,27171.0,27202.0,27256.0,27361.0,27433.0,27563.0,27612.0,27700.0
5107441,34200.0,34241.0,34292.0,34370.0,34421.0,34473.0,34527.0,34600.0,34638.0,34705.0,34763.0,34811.0,34856.0,34919.0,35003.0,35036.0,35100.0,35154.0,35208.0,35331.0,35458.0,35540.0,35631.0,35784.0,35854.0,35982.0,36001.0,36092.0,36258.0,36586.0,36714.0,36852.0,36907.0,36972.0,37015.0,37061.0,37188.0,37239.0,37279.0,37326.0,37374.0,37416.0,37489.0,37514.0,37542.0,37570.0,37605.0,37691.0,37750.0,37857.0,37896.0,37968.0
5107671,33600.0,33641.0,33692.0,33770.0,33821.0,33873.0,33927.0,34000.0,34038.0,34105.0,34163.0,34211.0,34256.0,34319.0,34403.0,34436.0,34500.0,34554.0,34608.0,34731.0,34858.0,34940.0,35031.0,35184.0,35254.0,35382.0,35401.0,35492.0,35658.0,35986.0,36114.0,36252.0,36307.0,36372.0,36415.0,36461.0,36588.0,36639.0,36679.0,36726.0,36774.0,36816.0,36889.0,36914.0,36942.0,36970.0,37005.0,37091.0,37150.0,37257.0,37296.0,37368.0
5107674,61800.0,61835.0,61878.0,61944.0,61987.0,62028.0,62071.0,62128.0,62158.0,62211.0,62257.0,62295.0,62330.0,62380.0,62446.0,62472.0,62520.0,62567.0,62613.0,62706.0,62801.0,62848.0,62900.0,62987.0,63026.0,63147.0,63169.0,63273.0,63444.0,63782.0,63975.0,64125.0,64201.0,64291.0,64351.0,64415.0,64591.0,64657.0,64708.0,64770.0,64828.0,64878.0,64960.0,64994.0,65032.0,65069.0,65109.0,65226.0,65306.0,65452.0,65497.0,65578.0
5108293,27000.0,27038.0,27085.0,27156.0,27201.0,27245.0,27291.0,27353.0,27386.0,27443.0,27493.0,27534.0,27572.0,27626.0,27697.0,27726.0,27781.0,27828.0,27875.0,27979.0,28087.0,28149.0,28218.0,28333.0,28386.0,28473.0,28489.0,28563.0,28686.0,28929.0,29042.0,29172.0,29231.0,29300.0,29346.0,29395.0,29530.0,29579.0,29617.0,29663.0,29707.0,29745.0,29814.0,29841.0,29871.0,29902.0,29956.0,30061.0,30133.0,30263.0,30312.0,30400.0
5108588,26400.0,26438.0,26485.0,26556.0,26601.0,26645.0,26691.0,26753.0,26786.0,26843.0,26893.0,26934.0,26972.0,27026.0,27097.0,27126.0,27181.0,27228.0,27275.0,27379.0,27487.0,27549.0,27618.0,27733.0,27786.0,27873.0,27889.0,27963.0,28086.0,28329.0,28442.0,28572.0,28631.0,28700.0,28746.0,28795.0,28930.0,28979.0,29017.0,29063.0,29107.0,29145.0,29214.0,29241.0,29271.0,29302.0,29356.0,29461.0,29533.0,29663.0,29712.0,29800.0
5108590,36000.0,36038.0,36085.0,36156.0,36202.0,36245.0,36290.0,36350.0,36382.0,36437.0,36485.0,36524.0,36561.0,36613.0,36682.0,36710.0,36761.0,36814.0,36866.0,36966.0,37069.0,37115.0,37166.0,37252.0,37292.0,37410.0,37430.0,37523.0,37684.0,38002.0,38283.0,38441.0,38501.0,38572.0,38619.0,38670.0,38809.0,38871.0,38919.0,38977.0,39032.0,39081.0,39163.0,39196.0,39233.0,39269.0,39308.0,39393.0,39451.0,39557.0,39599.0,39676.0
5108592,45600.0,45639.0,45687.0,45760.0,45809.0,45852.0,45897.0,45957.0,45988.0,46043.0,46091.0,46130.0,46167.0,46219.0,46288.0,46315.0,46366.0,46413.0,46460.0,46550.0,46642.0,46690.0,46743.0,46832.0,46874.0,46994.0,47018.0,47129.0,47303.0,47648.0,47876.0,48034.0,48100.0,48177.0,48229.0,48284.0,48436.0,48506.0,48560.0,48624.0,48682.0,48732.0,48812.0,48849.0,48890.0,48930.0,48973.0,49084.0,49160.0,49299.0,49345.0,49428.0
5108594,55200.0,55235.0,55278.0,55344.0,55387.0,55428.0,55471.0,55528.0,55558.0,55611.0,55657.0,55695.0,55730.0,55780.0,55846.0,55872.0,55920.0,55967.0,56013.0,56106.0,56201.0,56248.0,56300.0,56387.0,56426.0,56547.0,56569.0,56673.0,56844.0,57182.0,57375.0,57525.0,57601.0,57691.0,57751.0,57815.0,57991.0,58057.0,58108.0,58170.0,58228.0,58278.0,58360.0,58394.0,58432.0,58469.0,58509.0,58626.0,58706.0,58852.0,58897.0,58978.0
5108596,64800.0,64835.0,64878.0,64944.0,64987.0,65028.0,65071.0,65128.0,65158.0,65211.0,65257.0,65295.0,65330.0,65380.0,65446.0,65472.0,65520.0,65567.0,65613.0,65706.0,65801.0,65848.0,65900.0,65987.0,66026.0,66147.0,66169.0,66273.0,66444.0,66782.0,66975.0,67125.0,67201.0,67291.0,67351.0,67415.0,67591.0,67657.0,67708.0,67770.0,67828.0,67878.0,67960.0,67994.0,68032.0,68069.0,68109.0,68226.0,68306.0,68452.0,68497.0,68578.0
5109283,73800.0,73834.0,73877.0,73942.0,73984.0,74022.0,74062.0,74116.0,74144.0,74194.0,74237.0,74272.0,74305.0,74352.0,74414.0,74439.0,74486.0,74531.0,74576.0,74648.0,74723.0,74769.0,74820.0,74906.0,74947.0,75065.0,75087.0,75188.0,75337.0,75632.0,75844.0,75966.0,76028.0,76101.0,76150.0,76202.0,76346.0,76398.0,76438.0,76487.0,76539.0,76585.0,76657.0,76689.0,76725.0,76760.0,76798.0,76877.0,76931.0,77030.0,77078.0,77165.0
5109285,82800.0,82830.0,82867.0,82924.0,82961.0,82994.0,83029.0,83075.0,83099.0,83142.0,83179.0,83210.0,83239.0,83279.0,83332.0,83353.0,83393.0,83429.0,83464.0,83526.0,83590.0,83630.0,83674.0,83748.0,83781.0,83880.0,83900.0,83992.0,84143.0,84442.0,84585.0,84689.0,84732.0,84783.0,84817.0,84854.0,84955.0,85001.0,85037.0,85080.0,85126.0,85166.0,85241.0,85271.0,85305.0,85338.0,85372.0,85429.0,85468.0,85540.0,85585.0,85667.0
5111293,33000.0,33041.0,33092.0,33170.0,33221.0,33273.0,33327.0,33400.0,33438.0,33505.0,33563.0,33611.0,33656.0,33719.0,33803.0,33836.0,33900.0,33954.0,34008.0,34131.0,34258.0,34340.0,34431.0,34584.0,34654.0,34782.0,34801.0,34892.0,35058.0,35386.0,35514.0,35652.0,35707.0,35772.0,35815.0,35861.0,35988.0,36039.0,36079.0,36126.0,36174.0,36216.0,36289.0,36314.0,36342.0,36370.0,36405.0,36491.0,36550.0,36657.0,36696.0,36768.0
5111294,43200.0,43239.0,43287.0,43360.0,43409.0,43452.0,43497.0,43557.0,43588.0,43643.0,43691.0,43730.0,43767.0,43819.0,43888.0,43915.0,43966.0,44013.0,44060.0,44150.0,44242.0,44290.0,44343.0,44432.0,44474.0,44594.0,44618.0,44729.0,44903.0,45248.0,45476.0,45634.0,45700.0,45777.0,45829.0,45884.0,46036.0,46106.0,46160.0,46224.0,46282.0,46332.0,46412.0,46449.0,46490.0,46530.0,46573.0,46684.0,46760.0,46899.0,46945.0,47028.0
5111296,52800.0,52839.0,52887.0,52960.0,53009.0,53052.0,53097.0,53157.0,53188.0,53243.0,53291.0,53330.0,53367.0,53419.0,53488.0,53515.0,53566.0,53613.0,53660.0,53750.0,53842.0,53890.0,53943.0,54032.0,54074.0,54194.0,54218.0,54329.0,54503.0,54848.0,55076.0,55234.0,55300.0,55377.0,55429.0,55484.0,55636.0,55706.0,55760.0,55824.0,55882.0,55932.0,56012.0,56049.0,56090.0,56130.0,56173.0,56284.0,56360.0,56499.0,56545.0,56628.0
5111298,62400.0,62435.0,62478.0,62544.0,62587.0,62628.0,62671.0,62728.0,62758.0,62811.0,62857.0,62895.0,62930.0,62980.0,63046.0,63072.0,63120.0,63167.0,63213.0,63306.0,63401.0,63448.0,63500.0,63587.0,63626.0,63747.0,63769.0,63873.0,64044.0,64382.0,64575.0,64725.0,64801.0,64891.0,64951.0,65015.0,65191.0,65257.0,65308.0,65370.0,65428.0,65478.0,65560.0,65594.0,65632.0,65669.0,65709.0,65826.0,65906.0,66052.0,66097.0,66178.0
5111300,72000.0,72034.0,72077.0,72142.0,72184.0,72222.0,72262.0,72316.0,72344.0,72394.0,72437.0,72472.0,72505.0,72552.0,72614.0,72639.0,72686.0,72731.0,72776.0,72848.0,72923.0,72969.0,73020.0,73106.0,73147.0,73265.0,73287.0,73388.0,73537.0,73832.0,74044.0,74166.0,74228.0,74301.0,74350.0,74402.0,74546.0,74598.0,74638.0,74687.0,74739.0,74785.0,74857.0,74889.0,74925.0,74960.0,74998.0,75077.0,75131.0,75230.0,75278.0,75365.0
5111302,81000.0,81030.0,81067.0,81124.0,81161.0,81194.0,81229.0,81275.0,81299.0,81342.0,81379.0,81410.0,81439.0,81479.0,81532.0,81553.0,81593.0,81629.0,81664.0,81726.0,81790.0,81830.0,81874.0,81948.0,81981.0,82080.0,82100.0,82192.0,82343.0,82642.0,82785.0,82889.0,82932.0,82983.0,83017.0,83054.0,83155.0,83201.0,83237.0,83280.0,83326.0,83366.0,83441.0,83471.0,83505.0,83538.0,83572.0,83629.0,83668.0,83740.0,83785.0,83867.0
5112646,31200.0,31241.0,31292.0,31370.0,31421.0,31473.0,31527.0,31600.0,31638.0,31705.0,31763.0,31811.0,31856.0,31919.0,32003.0,32036.0,32100.0,32154.0,32208.0,32331.0,32458.0,32540.0,32631.0,32784.0,32854.0,32982.0,33001.0,33092.0,33258.0,33586.0,33714.0,33852.0,33907.0,33972.0,34015.0,34061.0,34188.0,34239.0,34279.0,34326.0,34374.0,34416.0,34489.0,34514.0,34542.0,34570.0,34605.0,34691.0,34750.0,34857.0,34896.0,34968.0
5112648,40800.0,40838.0,40885.0,40956.0,41002.0,41045.0,41090.0,41150.0,41182.0,41237.0,41285.0,41324.0,41361.0,41413.0,41482.0,41510.0,41561.0,41614.0,41666.0,41766.0,41869.0,41915.0,41966.0,42052.0,42092.0,42210.0,42230.0,42323.0,42484.0,42802.0,43083.0,43241.0,43301.0,43372.0,43419.0,43470.0,43609.0,43671.0,43719.0,43777.0,43832.0,43881.0,43963.0,43996.0,44033.0,44069.0,44108.0,44193.0,44251.0,44357.0,44399.0,44476.0
5112650,50400.0,50439.0,50487.0,50560.0,50609.0,50652.0,50697.0,50757.0,50788.0,50843.0,50891.0,50930.0,50967.0,51019.0,51088.0,51115.0,51166.0,51213.0,51260.0,51350.0,51442.0,51490.0,51543.0,51632.0,51674.0,51794.0,51818.0,51929.0,52103.0,52448.0,52676.0,52834.0,52900.0,52977.0,53029.0,53084.0,53236.0,53306.0,53360.0,53424.0,53482.0,53532.0,53612.0,53649.0,53690.0,53730.0,53773.0,53884.0,53960.0,54099.0,54145.0,54228.0
5112652,60000.0,60035.0,60078.0,60144.0,60187.0,60228.0,60271.0,60328.0,60358.0,60411.0,60457.0,60495.0,60530.0,60580.0,60646.0,60672.0,60720.0,60767.0,60813.0,60906.0,61001.0,61048.0,61100.0,61187.0,61226.0,61347.0,61369.0,61473.0,61644.0,61982.0,62175.0,62325.0,62401.0,62491.0,62551.0,62615.0,62791.0,62857.0,62908.0,62970.0,63028.0,63078.0,63160.0,63194.0,63232.0,63269.0,63309.0,63426.0,63506.0,63652.0,63697.0,63778.0
5112654,69600.0,69634.0,69677.0,69742.0,69784.0,69822.0,69862.0,69916.0,69944.0,69994.0,70037.0,70072.0,70105.0,70152.0,70214.0,70239.0,70286.0,70331.0,70376.0,70448.0,70523.0,70569.0,70620.0,70706.0,70747.0,70865.0,70887.0,70988.0,71137.0,71432.0,71644.0,71766.0,71828.0,71901.0,71950.0,72002.0,72146.0,72198.0,72238.0,72287.0,72339.0,72385.0,72457.0,72489.0,72525.0,72560.0,72598.0,72677.0,72731.0,72830.0,72878.0,72965.0
5112656,79200.0,79230.0,79267.0,79324.0,79361.0,79394.0,79429.0,79475.0,79499.0,79542.0,79579.0,79610.0,79639.0,79679.0,79732.0,79753.0,79793.0,79829.0,79864.0,79926.0,79990.0,80030.0,80074.0,80148.0,80181.0,80280.0,80300.0,80392.0,80543.0,80842.0,80985.0,81089.0,81132.0,81183.0,81217.0,81254.0,81355.0,81401.0,81437.0,81480.0,81526.0,81566.0,81641.0,81671.0,81705.0,81738.0,81772.0,81829.0,81868.0,81940.0,81985.0,82067.0
5112728,29400.0,29441.0,29492.0,29570.0,29621.0,29673.0,29727.0,29800.0,29838.0,29905.0,29963.0,30011.0,30056.0,30119.0,30203.0,30236.0,30300.0,30354.0,30408.0,30531.0,30658.0,30740.0,30831.0,30984.0,31054.0,31182.0,31201.0,31292.0,31458.0,31786.0,31914.0,32052.0,32107.0,32172.0,32215.0,32261.0,32388.0,32439.0,32479.0,32526.0,32574.0,32616.0,32689.0,32714.0,32742.0,32770.0,32805.0,32891.0,32950.0,33057.0,33096.0,33168.0
