tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P
5098455,60300.0,60472.0,60532.0,60599.0,60691.0,60787.0,60820.0,60921.0,60955.0,61065.0,61122.0,61162.0,61223.0,61285.0,61326.0,61366.0,61408.0,61438.0,61460.0,61587.0,61719.0,61808.0,61839.0,61869.0,61891.0,61929.0,61977.0,62009.0,62036.0,62064.0,62096.0,62119.0,62164.0
5098457,66300.0,66472.0,66532.0,66599.0,66691.0,66787.0,66820.0,66921.0,66955.0,67065.0,67122.0,67162.0,67223.0,67285.0,67326.0,67366.0,67408.0,67438.0,67460.0,67587.0,67719.0,67808.0,67839.0,67869.0,67891.0,67929.0,67977.0,68009.0,68036.0,68064.0,68096.0,68119.0,68164.0
5098458,75600.0,75702.0,75744.0,75791.0,75859.0,75930.0,75953.0,76043.0,76068.0,76151.0,76198.0,76232.0,76281.0,76331.0,76365.0,76398.0,76432.0,76456.0,76474.0,76534.0,76596.0,76668.0,76699.0,76729.0,76751.0,76789.0,76836.0,76868.0,76895.0,76923.0,76955.0,76978.0,77022.0
5099124,53100.0,53238.0,53299.0,53367.0,53450.0,53536.0,53566.0,53661.0,53692.0,53782.0,53832.0,53867.0,53927.0,53988.0,54029.0,54069.0,54111.0,54140.0,54162.0,54282.0,54408.0,54480.0,54511.0,54541.0,54563.0,54601.0,54648.0,54680.0,54707.0,54735.0,54767.0,54790.0,54834.0
5102460,35100.0,35208.0,35266.0,35329.0,35422.0,35518.0,35554.0,35687.0,35724.0,35819.0,35867.0,35901.0,35961.0,36022.0,36063.0,36103.0,36144.0,36173.0,36194.0,36284.0,36379.0,36439.0,36469.0,36498.0,36519.0,36556.0,36602.0,36633.0,36660.0,36687.0,36718.0,36740.0,36783.0
5102462,41100.0,41226.0,41284.0,41349.0,41430.0,41514.0,41539.0,41634.0,41664.0,41761.0,41808.0,41841.0,41900.0,41960.0,42000.0,42039.0,42080.0,42109.0,42130.0,42237.0,42348.0,42422.0,42453.0,42483.0,42505.0,42543.0,42590.0,42622.0,42649.0,42677.0,42709.0,42731.0,42774.0
5102637,53100.0,53238.0,53299.0,53367.0,53450.0,53536.0,53566.0,53661.0,53692.0,53782.0,53832.0,53867.0,53927.0,53988.0,54029.0,54069.0,54111.0,54140.0,54162.0,54282.0,54408.0,54480.0,54511.0,54541.0,54563.0,54601.0,54648.0,54680.0,54707.0,54735.0,54767.0,54790.0,54834.0
5102972,25500.0,25588.0,25653.0,25724.0,25820.0,25919.0,25941.0,26043.0,26077.0,26164.0,26215.0,26252.0,26304.0,26357.0,26392.0,26426.0,26462.0,26487.0,26506.0,26567.0,26631.0,26683.0,26713.0,26742.0,26763.0,26800.0,26846.0,26877.0,26903.0,26930.0,26961.0,26983.0,27025.0
5102978,54900.0,55072.0,55132.0,55199.0,55291.0,55387.0,55420.0,55521.0,55555.0,55665.0,55722.0,55762.0,55823.0,55885.0,55926.0,55966.0,56008.0,56038.0,56060.0,56187.0,56319.0,56408.0,56439.0,56469.0,56491.0,56529.0,56577.0,56609.0,56636.0,56664.0,56696.0,56719.0,56764.0
5102984,72600.0,72711.0,72762.0,72818.0,72904.0,72993.0,73027.0,73113.0,73145.0,73245.0,73300.0,73340.0,73392.0,73445.0,73481.0,73516.0,73552.0,73577.0,73597.0,73677.0,73761.0,73827.0,73858.0,73888.0,73910.0,73948.0,73996.0,74028.0,74055.0,74083.0,74115.0,74138.0,74183.0
5103802,33300.0,33408.0,33466.0,33529.0,33622.0,33718.0,33754.0,33887.0,33924.0,34019.0,34067.0,34101.0,34161.0,34222.0,34263.0,34303.0,34344.0,34373.0,34394.0,34484.0,34579.0,34639.0,34669.0,34698.0,34719.0,34756.0,34802.0,34833.0,34860.0,34887.0,34918.0,34940.0,34983.0
5104492,46200.0,46338.0,46399.0,46467.0,46550.0,46636.0,46666.0,46761.0,46792.0,46882.0,46932.0,46967.0,47027.0,47088.0,47129.0,47169.0,47211.0,47240.0,47262.0,47382.0,47508.0,47580.0,47611.0,47641.0,47663.0,47701.0,47748.0,47780.0,47807.0,47835.0,47867.0,47890.0,47934.0
5104498,64200.0,64372.0,64432.0,64499.0,64591.0,64687.0,64720.0,64821.0,64855.0,64965.0,65022.0,65062.0,65123.0,65185.0,65226.0,65266.0,65308.0,65338.0,65360.0,65487.0,65619.0,65708.0,65739.0,65769.0,65791.0,65829.0,65877.0,65909.0,65936.0,65964.0,65996.0,66019.0,66064.0
5104878,31500.0,31608.0,31666.0,31729.0,31822.0,31918.0,31954.0,32087.0,32124.0,32219.0,32267.0,32301.0,32361.0,32422.0,32463.0,32503.0,32544.0,32573.0,32594.0,32684.0,32779.0,32839.0,32869.0,32898.0,32919.0,32956.0,33002.0,33033.0,33060.0,33087.0,33118.0,33140.0,33183.0
5104880,36900.0,37026.0,37084.0,37149.0,37230.0,37314.0,37339.0,37434.0,37464.0,37561.0,37608.0,37641.0,37700.0,37760.0,37800.0,37839.0,37880.0,37909.0,37930.0,38037.0,38148.0,38222.0,38253.0,38283.0,38305.0,38343.0,38390.0,38422.0,38449.0,38477.0,38509.0,38531.0,38574.0
5104882,42900.0,43026.0,43084.0,43149.0,43230.0,43314.0,43339.0,43434.0,43464.0,43561.0,43608.0,43641.0,43700.0,43760.0,43800.0,43839.0,43880.0,43909.0,43930.0,44037.0,44148.0,44222.0,44253.0,44283.0,44305.0,44343.0,44390.0,44422.0,44449.0,44477.0,44509.0,44531.0,44574.0
5105838,48000.0,48138.0,48199.0,48267.0,48350.0,48436.0,48466.0,48561.0,48592.0,48682.0,48732.0,48767.0,48827.0,48888.0,48929.0,48969.0,49011.0,49040.0,49062.0,49182.0,49308.0,49380.0,49411.0,49441.0,49463.0,49501.0,49548.0,49580.0,49607.0,49635.0,49667.0,49690.0,49734.0
5105842,60300.0,60472.0,60532.0,60599.0,60691.0,60787.0,60820.0,60921.0,60955.0,61065.0,61122.0,61162.0,61223.0,61285.0,61326.0,61366.0,61408.0,61438.0,61460.0,61587.0,61719.0,61808.0,61839.0,61869.0,61891.0,61929.0,61977.0,62009.0,62036.0,62064.0,62096.0,62119.0,62164.0
5107593,44400.0,44538.0,44599.0,44667.0,44750.0,44836.0,44866.0,44961.0,44992.0,45082.0,45132.0,45167.0,45227.0,45288.0,45329.0,45369.0,45411.0,45440.0,45462.0,45582.0,45708.0,45780.0,45811.0,45841.0,45863.0,45901.0,45948.0,45980.0,46007.0,46035.0,46067.0,46090.0,46134.0
5107599,63000.0,63172.0,63232.0,63299.0,63391.0,63487.0,63520.0,63621.0,63655.0,63765.0,63822.0,63862.0,63923.0,63985.0,64026.0,64066.0,64108.0,64138.0,64160.0,64287.0,64419.0,64508.0,64539.0,64569.0,64591.0,64629.0,64677.0,64709.0,64736.0,64764.0,64796.0,64819.0,64864.0
5107996,49800.0,49938.0,49999.0,50067.0,50150.0,50236.0,50266.0,50361.0,50392.0,50482.0,50532.0,50567.0,50627.0,50688.0,50729.0,50769.0,50811.0,50840.0,50862.0,50982.0,51108.0,51180.0,51211.0,51241.0,51263.0,51301.0,51348.0,51380.0,51407.0,51435.0,51467.0,51490.0,51534.0
5112813,29700.0,29808.0,29866.0,29929.0,30022.0,30118.0,30154.0,30287.0,30324.0,30419.0,30467.0,30501.0,30561.0,30622.0,30663.0,30703.0,30744.0,30773.0,30794.0,30884.0,30979.0,31039.0,31069.0,31098.0,31119.0,31156.0,31202.0,31233.0,31260.0,31287.0,31318.0,31340.0,31383.0
5112815,39300.0,39426.0,39484.0,39549.0,39630.0,39714.0,39739.0,39834.0,39864.0,39961.0,40008.0,40041.0,40100.0,40160.0,40200.0,40239.0,40280.0,40309.0,40330.0,40437.0,40548.0,40622.0,40653.0,40683.0,40705.0,40743.0,40790.0,40822.0,40849.0,40877.0,40909.0,40931.0,40974.0
5112819,51600.0,51738.0,51799.0,51867.0,51950.0,52036.0,52066.0,52161.0,52192.0,52282.0,52332.0,52367.0,52427.0,52488.0,52529.0,52569.0,52611.0,52640.0,52662.0,52782.0,52908.0,52980.0,53011.0,53041.0,53063.0,53101.0,53148.0,53180.0,53207.0,53235.0,53267.0,53290.0,53334.0
5112820,58800.0,58972.0,59032.0,59099.0,59191.0,59287.0,59320.0,59421.0,59455.0,59565.0,59622.0,59662.0,59723.0,59785.0,59826.0,59866.0,59908.0,59938.0,59960.0,60087.0,60219.0,60308.0,60339.0,60369.0,60391.0,60429.0,60477.0,60509.0,60536.0,60564.0,60596.0,60619.0,60664.0
5112822,64800.0,64972.0,65032.0,65099.0,65191.0,65287.0,65320.0,65421.0,65455.0,65565.0,65622.0,65662.0,65723.0,65785.0,65826.0,65866.0,65908.0,65938.0,65960.0,66087.0,66219.0,66308.0,66339.0,66369.0,66391.0,66429.0,66477.0,66509.0,66536.0,66564.0,66596.0,66619.0,66664.0
5112824,70500.0,70611.0,70662.0,70718.0,70804.0,70893.0,70927.0,71013.0,71045.0,71145.0,71200.0,71240.0,71292.0,71345.0,71381.0,71416.0,71452.0,71477.0,71497.0,71577.0,71661.0,71727.0,71758.0,71788.0,71810.0,71848.0,71896.0,71928.0,71955.0,71983.0,72015.0,72038.0,72083.0
