tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P
0,7391.0,493.0,494.0,495.0,400.0,7588.0,7392.0,312.0,1444.0,1445.0,4407.0,2637.0,2721.0,7012.0,2201.0,7239.0,4401.0,2213.0,2214.0,2215.0,2216.0,4599.0,7184.0,2225.0,4620.0,7563.0,7231.0,7128.0,7117.0,7118.0,6289.0
5089438,62400.0,62514.0,62640.0,62756.0,62850.0,62870.0,63060.0,63111.0,63180.0,63360.0,63389.0,63420.0,63540.0,63840.0,63946.0,63954.0,63960.0,64080.0,64140.0,64200.0,64260.0,64339.0,64477.0,64620.0,64980.0,65086.0,65340.0,65471.0,65549.0,65606.0,65700.0
