tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P,058_P,059_P,060_P,061_P,062_P,063_P,064_P,065_P
5013776,58500.0,58618.0,58681.0,58740.0,58798.0,58832.0,58872.0,58887.0,58913.0,58935.0,59054.0,59094.0,59123.0,59168.0,59202.0,59252.0,59290.0,59344.0,59356.0,59389.0,59490.0,59541.0,59614.0,59695.0,59818.0,59855.0,59916.0,59935.0,59948.0,59964.0,59983.0,60009.0,60058.0,60191.0,60294.0,60397.0,60437.0,60507.0,60539.0,60580.0,60609.0,60642.0,60678.0,60739.0,60762.0,60799.0,60832.0,60880.0,60918.0,60983.0,61022.0,61108.0,61203.0,61279.0,61321.0,61362.0,61403.0,61437.0,61492.0,61570.0,61703.0,61811.0,62173.0,62252.0,62543.0
5013970,46800.0,46924.0,46990.0,47052.0,47114.0,47163.0,47222.0,47244.0,47283.0,47315.0,47406.0,47437.0,47474.0,47532.0,47575.0,47638.0,47686.0,47763.0,47786.0,47846.0,47948.0,47999.0,48073.0,48142.0,48248.0,48282.0,48340.0,48382.0,48411.0,48447.0,48522.0,48622.0,48660.0,48763.0,48843.0,48921.0,48957.0,49021.0,49050.0,49076.0,49116.0,49160.0,49194.0,49250.0,49281.0,49332.0,49364.0,49411.0,49448.0,49510.0,49542.0,49613.0,49701.0,49764.0,49821.0,49876.0,49932.0,49977.0,50052.0,50126.0,50255.0,50360.0,50712.0,50782.0,51042.0
5013972,57600.0,57745.0,57822.0,57899.0,57976.0,58034.0,58103.0,58129.0,58175.0,58214.0,58310.0,58342.0,58382.0,58443.0,58489.0,58556.0,58607.0,58680.0,58704.0,58766.0,58862.0,58910.0,58981.0,59070.0,59206.0,59251.0,59326.0,59363.0,59388.0,59421.0,59486.0,59572.0,59619.0,59747.0,59846.0,59945.0,59985.0,60055.0,60087.0,60120.0,60149.0,60181.0,60231.0,60314.0,60347.0,60402.0,60432.0,60476.0,60511.0,60569.0,60616.0,60720.0,60824.0,60878.0,60930.0,60980.0,61030.0,61071.0,61137.0,61233.0,61359.0,61461.0,61805.0,61884.0,62175.0
5015160,23400.0,23539.0,23613.0,23668.0,23723.0,23766.0,23817.0,23836.0,23869.0,23897.0,23978.0,24005.0,24037.0,24087.0,24124.0,24179.0,24221.0,24292.0,24311.0,24360.0,24424.0,24456.0,24503.0,24552.0,24626.0,24654.0,24701.0,24741.0,24768.0,24803.0,24865.0,24947.0,24990.0,25107.0,25198.0,25288.0,25326.0,25392.0,25422.0,25458.0,25507.0,25562.0,25606.0,25678.0,25719.0,25787.0,25819.0,25866.0,25903.0,25967.0,26006.0,26092.0,26170.0,26228.0,26287.0,26344.0,26401.0,26447.0,26523.0,26597.0,26696.0,26776.0,27047.0,27125.0,27415.0
5015770,21600.0,21702.0,21756.0,21800.0,21844.0,21874.0,21910.0,21923.0,21947.0,21968.0,22044.0,22070.0,22089.0,22118.0,22140.0,22172.0,22196.0,22253.0,22264.0,22293.0,22344.0,22369.0,22406.0,22449.0,22516.0,22543.0,22587.0,22617.0,22638.0,22665.0,22713.0,22778.0,22803.0,22870.0,22922.0,22974.0,23002.0,23051.0,23073.0,23091.0,23119.0,23150.0,23177.0,23223.0,23249.0,23293.0,23313.0,23343.0,23367.0,23408.0,23436.0,23499.0,23561.0,23604.0,23643.0,23680.0,23718.0,23749.0,23798.0,23860.0,23960.0,24041.0,24312.0,24376.0,24613.0
5015774,50400.0,50524.0,50590.0,50652.0,50714.0,50763.0,50822.0,50844.0,50883.0,50915.0,51006.0,51037.0,51074.0,51132.0,51175.0,51238.0,51286.0,51363.0,51386.0,51446.0,51548.0,51599.0,51673.0,51742.0,51848.0,51882.0,51940.0,51982.0,52011.0,52047.0,52122.0,52222.0,52260.0,52363.0,52443.0,52521.0,52557.0,52621.0,52650.0,52676.0,52716.0,52760.0,52794.0,52850.0,52881.0,52932.0,52964.0,53011.0,53048.0,53110.0,53142.0,53213.0,53301.0,53364.0,53421.0,53476.0,53532.0,53577.0,53652.0,53726.0,53855.0,53960.0,54312.0,54382.0,54642.0
5016099,36900.0,37007.0,37064.0,37129.0,37194.0,37248.0,37312.0,37336.0,37378.0,37415.0,37525.0,37562.0,37599.0,37656.0,37699.0,37762.0,37810.0,37884.0,37907.0,37967.0,38067.0,38117.0,38191.0,38265.0,38379.0,38416.0,38477.0,38517.0,38544.0,38579.0,38629.0,38696.0,38735.0,38840.0,38922.0,39003.0,39037.0,39097.0,39123.0,39145.0,39177.0,39213.0,39254.0,39322.0,39349.0,39394.0,39423.0,39465.0,39498.0,39555.0,39596.0,39687.0,39765.0,39823.0,39869.0,39913.0,39958.0,39994.0,40053.0,40130.0,40257.0,40360.0,40705.0,40776.0,41038.0
5016101,47700.0,47847.0,47925.0,47995.0,48064.0,48100.0,48143.0,48159.0,48187.0,48212.0,48321.0,48358.0,48395.0,48452.0,48494.0,48556.0,48602.0,48674.0,48693.0,48743.0,48877.0,48944.0,49041.0,49128.0,49262.0,49304.0,49373.0,49413.0,49441.0,49476.0,49543.0,49632.0,49672.0,49780.0,49864.0,49947.0,49974.0,50022.0,50044.0,50069.0,50099.0,50133.0,50171.0,50234.0,50266.0,50319.0,50351.0,50399.0,50437.0,50502.0,50536.0,50612.0,50705.0,50779.0,50835.0,50889.0,50944.0,50988.0,51061.0,51131.0,51255.0,51355.0,51692.0,51764.0,52029.0
5016665,22500.0,22587.0,22634.0,22669.0,22704.0,22727.0,22754.0,22764.0,22782.0,22796.0,22872.0,22897.0,22920.0,22955.0,22981.0,23019.0,23047.0,23106.0,23116.0,23141.0,23192.0,23218.0,23255.0,23284.0,23328.0,23358.0,23407.0,23434.0,23452.0,23476.0,23542.0,23630.0,23656.0,23727.0,23782.0,23836.0,23856.0,23890.0,23905.0,23921.0,23934.0,23948.0,23967.0,23999.0,24016.0,24043.0,24056.0,24075.0,24090.0,24115.0,24133.0,24174.0,24249.0,24307.0,24343.0,24378.0,24413.0,24442.0,24490.0,24528.0,24629.0,24710.0,24984.0,25031.0,25207.0
5016667,29700.0,29816.0,29878.0,29916.0,29953.0,29987.0,30028.0,30043.0,30070.0,30093.0,30171.0,30197.0,30218.0,30251.0,30276.0,30312.0,30339.0,30399.0,30409.0,30435.0,30494.0,30524.0,30567.0,30607.0,30669.0,30692.0,30730.0,30755.0,30772.0,30793.0,30835.0,30890.0,30923.0,31013.0,31083.0,31151.0,31181.0,31233.0,31256.0,31277.0,31295.0,31316.0,31347.0,31398.0,31420.0,31456.0,31477.0,31508.0,31532.0,31573.0,31618.0,31720.0,31819.0,31853.0,31896.0,31937.0,31979.0,32013.0,32069.0,32144.0,32253.0,32341.0,32638.0,32690.0,32881.0
5016669,38700.0,38807.0,38864.0,38929.0,38994.0,39048.0,39112.0,39136.0,39178.0,39215.0,39325.0,39362.0,39399.0,39456.0,39499.0,39562.0,39610.0,39684.0,39707.0,39767.0,39867.0,39917.0,39991.0,40065.0,40179.0,40216.0,40277.0,40317.0,40344.0,40379.0,40429.0,40496.0,40535.0,40640.0,40722.0,40803.0,40837.0,40897.0,40923.0,40945.0,40977.0,41013.0,41054.0,41122.0,41149.0,41194.0,41223.0,41265.0,41298.0,41355.0,41396.0,41487.0,41565.0,41623.0,41669.0,41713.0,41758.0,41794.0,41853.0,41930.0,42057.0,42160.0,42505.0,42576.0,42838.0
5016671,49500.0,49647.0,49725.0,49795.0,49864.0,49900.0,49943.0,49959.0,49987.0,50012.0,50121.0,50158.0,50195.0,50252.0,50294.0,50356.0,50402.0,50474.0,50493.0,50543.0,50677.0,50744.0,50841.0,50928.0,51062.0,51104.0,51173.0,51213.0,51241.0,51276.0,51343.0,51432.0,51472.0,51580.0,51664.0,51747.0,51774.0,51822.0,51844.0,51869.0,51899.0,51933.0,51971.0,52034.0,52066.0,52119.0,52151.0,52199.0,52237.0,52302.0,52336.0,52412.0,52505.0,52579.0,52635.0,52689.0,52744.0,52788.0,52861.0,52931.0,53055.0,53155.0,53492.0,53564.0,53829.0
5017339,36000.0,36125.0,36192.0,36261.0,36330.0,36383.0,36447.0,36471.0,36513.0,36548.0,36636.0,36665.0,36704.0,36764.0,36809.0,36875.0,36924.0,37004.0,37026.0,37084.0,37219.0,37287.0,37386.0,37467.0,37591.0,37631.0,37697.0,37737.0,37765.0,37801.0,37870.0,37963.0,38003.0,38112.0,38196.0,38280.0,38318.0,38385.0,38415.0,38440.0,38472.0,38509.0,38546.0,38608.0,38646.0,38708.0,38739.0,38785.0,38821.0,38883.0,38925.0,39020.0,39121.0,39185.0,39243.0,39299.0,39356.0,39402.0,39478.0,39575.0,39713.0,39825.0,40203.0,40274.0,40535.0
5017342,61200.0,61326.0,61393.0,61450.0,61506.0,61542.0,61585.0,61601.0,61629.0,61652.0,61738.0,61767.0,61801.0,61854.0,61893.0,61951.0,61994.0,62066.0,62086.0,62139.0,62230.0,62276.0,62343.0,62414.0,62522.0,62559.0,62620.0,62661.0,62689.0,62725.0,62779.0,62850.0,62886.0,62983.0,63058.0,63133.0,63174.0,63246.0,63278.0,63303.0,63338.0,63378.0,63433.0,63523.0,63556.0,63611.0,63644.0,63693.0,63732.0,63798.0,63850.0,63968.0,64081.0,64154.0,64218.0,64280.0,64342.0,64393.0,64475.0,64578.0,64744.0,64878.0,65331.0,65403.0,65671.0
5017353,41400.0,41525.0,41592.0,41661.0,41730.0,41783.0,41847.0,41871.0,41913.0,41948.0,42036.0,42065.0,42104.0,42164.0,42209.0,42275.0,42324.0,42404.0,42426.0,42484.0,42619.0,42687.0,42786.0,42867.0,42991.0,43031.0,43097.0,43137.0,43165.0,43201.0,43270.0,43363.0,43403.0,43512.0,43596.0,43680.0,43718.0,43785.0,43815.0,43840.0,43872.0,43909.0,43946.0,44008.0,44046.0,44108.0,44139.0,44185.0,44221.0,44283.0,44325.0,44420.0,44521.0,44585.0,44643.0,44699.0,44756.0,44802.0,44878.0,44975.0,45113.0,45225.0,45603.0,45674.0,45935.0
5017355,52200.0,52342.0,52417.0,52489.0,52560.0,52615.0,52681.0,52705.0,52748.0,52785.0,52888.0,52922.0,52957.0,53011.0,53051.0,53110.0,53155.0,53225.0,53246.0,53301.0,53421.0,53481.0,53568.0,53645.0,53763.0,53800.0,53862.0,53898.0,53923.0,53954.0,54017.0,54100.0,54136.0,54235.0,54312.0,54388.0,54420.0,54476.0,54500.0,54533.0,54564.0,54598.0,54637.0,54703.0,54732.0,54781.0,54807.0,54846.0,54877.0,54930.0,54966.0,55046.0,55150.0,55214.0,55270.0,55324.0,55379.0,55424.0,55497.0,55569.0,55698.0,55802.0,56153.0,56230.0,56516.0
5084111,39600.0,39721.0,39785.0,39852.0,39918.0,39970.0,40031.0,40054.0,40094.0,40128.0,40213.0,40241.0,40278.0,40336.0,40379.0,40442.0,40490.0,40567.0,40588.0,40644.0,40774.0,40839.0,40934.0,41012.0,41131.0,41169.0,41233.0,41272.0,41299.0,41333.0,41400.0,41489.0,41527.0,41632.0,41713.0,41794.0,41831.0,41895.0,41924.0,41948.0,41979.0,42014.0,42050.0,42109.0,42145.0,42205.0,42235.0,42279.0,42314.0,42373.0,42414.0,42505.0,42602.0,42664.0,42720.0,42774.0,42829.0,42873.0,42946.0,43039.0,43172.0,43280.0,43643.0,43711.0,43962.0
5084415,55200.0,55322.0,55387.0,55436.0,55485.0,55525.0,55572.0,55590.0,55621.0,55647.0,55717.0,55741.0,55768.0,55810.0,55841.0,55887.0,55921.0,55986.0,56002.0,56045.0,56118.0,56155.0,56209.0,56306.0,56454.0,56481.0,56527.0,56557.0,56578.0,56604.0,56678.0,56777.0,56808.0,56893.0,56959.0,57024.0,57066.0,57139.0,57171.0,57195.0,57225.0,57258.0,57298.0,57365.0,57390.0,57432.0,57462.0,57506.0,57541.0,57599.0,57644.0,57745.0,57818.0,57875.0,57919.0,57961.0,58003.0,58037.0,58094.0,58189.0,58290.0,58372.0,58647.0,58712.0,58954.0
5085009,34200.0,34321.0,34385.0,34452.0,34518.0,34570.0,34631.0,34654.0,34694.0,34728.0,34813.0,34841.0,34878.0,34936.0,34979.0,35042.0,35090.0,35167.0,35188.0,35244.0,35374.0,35439.0,35534.0,35612.0,35731.0,35769.0,35833.0,35872.0,35899.0,35933.0,36000.0,36089.0,36127.0,36232.0,36313.0,36394.0,36431.0,36495.0,36524.0,36548.0,36579.0,36614.0,36650.0,36709.0,36745.0,36805.0,36835.0,36879.0,36914.0,36973.0,37014.0,37105.0,37202.0,37264.0,37320.0,37374.0,37429.0,37473.0,37546.0,37639.0,37772.0,37880.0,38243.0,38311.0,38562.0
5085011,45000.0,45119.0,45183.0,45243.0,45302.0,45349.0,45405.0,45426.0,45463.0,45495.0,45583.0,45612.0,45648.0,45703.0,45744.0,45805.0,45851.0,45925.0,45947.0,46005.0,46103.0,46152.0,46223.0,46289.0,46391.0,46424.0,46479.0,46519.0,46547.0,46582.0,46654.0,46750.0,46786.0,46885.0,46962.0,47038.0,47073.0,47135.0,47162.0,47187.0,47225.0,47268.0,47301.0,47355.0,47385.0,47434.0,47464.0,47509.0,47544.0,47605.0,47636.0,47704.0,47789.0,47850.0,47905.0,47958.0,48012.0,48056.0,48127.0,48198.0,48322.0,48422.0,48761.0,48828.0,49078.0
5085053,33600.0,33697.0,33749.0,33807.0,33864.0,33909.0,33962.0,33982.0,34017.0,34046.0,34123.0,34149.0,34179.0,34225.0,34260.0,34311.0,34349.0,34420.0,34439.0,34489.0,34583.0,34630.0,34698.0,34744.0,34814.0,34850.0,34909.0,34940.0,34961.0,34989.0,35028.0,35080.0,35113.0,35204.0,35275.0,35346.0,35376.0,35429.0,35453.0,35477.0,35505.0,35536.0,35589.0,35677.0,35699.0,35735.0,35757.0,35789.0,35814.0,35857.0,35893.0,35974.0,36076.0,36145.0,36189.0,36232.0,36275.0,36310.0,36368.0,36453.0,36563.0,36652.0,36952.0,37022.0,37282.0
5085057,52800.0,52900.0,52953.0,53020.0,53087.0,53137.0,53196.0,53218.0,53257.0,53289.0,53376.0,53405.0,53436.0,53484.0,53520.0,53573.0,53614.0,53684.0,53703.0,53752.0,53847.0,53894.0,53963.0,54023.0,54116.0,54139.0,54177.0,54205.0,54224.0,54249.0,54275.0,54309.0,54341.0,54429.0,54497.0,54565.0,54585.0,54621.0,54637.0,54654.0,54692.0,54735.0,54765.0,54816.0,54838.0,54873.0,54899.0,54937.0,54967.0,55017.0,55073.0,55200.0,55270.0,55313.0,55373.0,55431.0,55489.0,55536.0,55613.0,55671.0,55790.0,55886.0,56210.0,56257.0,56431.0
5086091,40800.0,40897.0,40949.0,41007.0,41064.0,41109.0,41162.0,41182.0,41217.0,41246.0,41323.0,41349.0,41379.0,41425.0,41460.0,41511.0,41549.0,41620.0,41639.0,41689.0,41783.0,41830.0,41898.0,41944.0,42014.0,42050.0,42109.0,42140.0,42161.0,42189.0,42228.0,42280.0,42313.0,42404.0,42475.0,42546.0,42576.0,42629.0,42653.0,42677.0,42705.0,42736.0,42789.0,42877.0,42899.0,42935.0,42957.0,42989.0,43014.0,43057.0,43093.0,43174.0,43276.0,43345.0,43389.0,43432.0,43475.0,43510.0,43568.0,43653.0,43763.0,43852.0,44152.0,44222.0,44482.0
5086544,45600.0,45717.0,45779.0,45830.0,45881.0,45921.0,45968.0,45985.0,46016.0,46042.0,46127.0,46155.0,46181.0,46221.0,46251.0,46295.0,46329.0,46394.0,46409.0,46449.0,46554.0,46607.0,46683.0,46747.0,46845.0,46875.0,46925.0,46947.0,46962.0,46982.0,47055.0,47152.0,47187.0,47283.0,47357.0,47431.0,47455.0,47498.0,47517.0,47534.0,47555.0,47578.0,47613.0,47670.0,47699.0,47747.0,47776.0,47819.0,47853.0,47911.0,47942.0,48012.0,48100.0,48164.0,48209.0,48252.0,48296.0,48332.0,48390.0,48470.0,48576.0,48662.0,48952.0,49016.0,49252.0
5087866,41400.0,41521.0,41585.0,41652.0,41718.0,41770.0,41831.0,41854.0,41894.0,41928.0,42013.0,42041.0,42078.0,42136.0,42179.0,42242.0,42290.0,42367.0,42388.0,42444.0,42574.0,42639.0,42734.0,42812.0,42931.0,42969.0,43033.0,43072.0,43099.0,43133.0,43200.0,43289.0,43327.0,43432.0,43513.0,43594.0,43631.0,43695.0,43724.0,43748.0,43779.0,43814.0,43850.0,43909.0,43945.0,44005.0,44035.0,44079.0,44114.0,44173.0,44214.0,44305.0,44402.0,44464.0,44520.0,44574.0,44629.0,44673.0,44746.0,44839.0,44972.0,45080.0,45443.0,45511.0,45762.0
5087868,52200.0,52336.0,52409.0,52478.0,52547.0,52600.0,52663.0,52686.0,52727.0,52763.0,52862.0,52895.0,52929.0,52981.0,53020.0,53077.0,53119.0,53186.0,53206.0,53259.0,53374.0,53432.0,53516.0,53590.0,53704.0,53740.0,53799.0,53833.0,53857.0,53887.0,53947.0,54027.0,54062.0,54157.0,54231.0,54304.0,54335.0,54389.0,54412.0,54444.0,54474.0,54507.0,54545.0,54608.0,54636.0,54683.0,54708.0,54745.0,54775.0,54826.0,54861.0,54938.0,55038.0,55100.0,55154.0,55206.0,55259.0,55302.0,55372.0,55441.0,55565.0,55665.0,56003.0,56077.0,56352.0
5088159,21600.0,21698.0,21750.0,21793.0,21835.0,21864.0,21899.0,21912.0,21935.0,21954.0,22027.0,22052.0,22070.0,22098.0,22119.0,22150.0,22173.0,22228.0,22239.0,22266.0,22315.0,22339.0,22375.0,22417.0,22481.0,22506.0,22549.0,22578.0,22598.0,22624.0,22671.0,22733.0,22757.0,22822.0,22872.0,22921.0,22948.0,22995.0,23016.0,23033.0,23060.0,23090.0,23116.0,23160.0,23185.0,23227.0,23247.0,23276.0,23299.0,23338.0,23365.0,23426.0,23486.0,23527.0,23564.0,23600.0,23636.0,23665.0,23714.0,23774.0,23870.0,23948.0,24209.0,24270.0,24498.0
5088163,50400.0,50519.0,50583.0,50643.0,50702.0,50749.0,50805.0,50826.0,50863.0,50895.0,50983.0,51012.0,51048.0,51103.0,51144.0,51205.0,51251.0,51325.0,51347.0,51405.0,51503.0,51552.0,51623.0,51689.0,51791.0,51824.0,51879.0,51919.0,51947.0,51982.0,52054.0,52150.0,52186.0,52285.0,52362.0,52438.0,52473.0,52535.0,52562.0,52587.0,52625.0,52668.0,52701.0,52755.0,52785.0,52834.0,52864.0,52909.0,52944.0,53005.0,53036.0,53104.0,53189.0,53250.0,53305.0,53358.0,53412.0,53456.0,53527.0,53598.0,53722.0,53822.0,54161.0,54228.0,54478.0
5088529,57600.0,57722.0,57787.0,57836.0,57885.0,57925.0,57972.0,57990.0,58021.0,58047.0,58117.0,58141.0,58168.0,58210.0,58241.0,58287.0,58321.0,58386.0,58402.0,58445.0,58518.0,58555.0,58609.0,58706.0,58854.0,58881.0,58927.0,58957.0,58978.0,59004.0,59078.0,59177.0,59208.0,59293.0,59359.0,59424.0,59466.0,59539.0,59571.0,59595.0,59625.0,59658.0,59698.0,59765.0,59790.0,59832.0,59862.0,59906.0,59941.0,59999.0,60044.0,60145.0,60218.0,60275.0,60319.0,60361.0,60403.0,60437.0,60494.0,60589.0,60690.0,60772.0,61047.0,61112.0,61354.0
5090974,28800.0,28900.0,28954.0,29004.0,29054.0,29088.0,29128.0,29143.0,29169.0,29192.0,29266.0,29291.0,29311.0,29341.0,29363.0,29396.0,29421.0,29472.0,29492.0,29545.0,29611.0,29644.0,29692.0,29737.0,29807.0,29834.0,29879.0,29911.0,29933.0,29962.0,30020.0,30098.0,30123.0,30191.0,30244.0,30297.0,30338.0,30410.0,30443.0,30477.0,30503.0,30532.0,30562.0,30613.0,30634.0,30668.0,30682.0,30703.0,30720.0,30749.0,30779.0,30846.0,30902.0,30941.0,30977.0,31012.0,31047.0,31075.0,31121.0,31198.0,31294.0,31372.0,31634.0,31692.0,31908.0
5091117,60000.0,60108.0,60165.0,60209.0,60253.0,60285.0,60323.0,60337.0,60362.0,60385.0,60479.0,60511.0,60546.0,60600.0,60640.0,60699.0,60744.0,60803.0,60821.0,60867.0,60955.0,60999.0,61063.0,61145.0,61270.0,61310.0,61377.0,61419.0,61448.0,61485.0,61508.0,61539.0,61578.0,61684.0,61766.0,61848.0,61887.0,61956.0,61987.0,62008.0,62030.0,62055.0,62084.0,62133.0,62179.0,62255.0,62274.0,62301.0,62323.0,62360.0,62392.0,62465.0,62536.0,62581.0,62632.0,62681.0,62731.0,62771.0,62838.0,62944.0,63078.0,63186.0,63552.0,63628.0,63908.0
5091121,28800.0,28940.0,29014.0,29074.0,29134.0,29188.0,29252.0,29276.0,29318.0,29353.0,29456.0,29490.0,29525.0,29579.0,29620.0,29680.0,29725.0,29837.0,29859.0,29915.0,30005.0,30050.0,30116.0,30172.0,30258.0,30292.0,30348.0,30394.0,30426.0,30466.0,30537.0,30632.0,30674.0,30790.0,30880.0,30970.0,31016.0,31097.0,31133.0,31175.0,31245.0,31324.0,31383.0,31481.0,31528.0,31605.0,31643.0,31699.0,31743.0,31819.0,31866.0,31971.0,32087.0,32162.0,32228.0,32291.0,32355.0,32407.0,32492.0,32606.0,32733.0,32836.0,33184.0,33257.0,33525.0
5091659,23400.0,23534.0,23605.0,23658.0,23711.0,23752.0,23801.0,23819.0,23851.0,23878.0,23956.0,23982.0,24013.0,24061.0,24097.0,24150.0,24190.0,24258.0,24276.0,24323.0,24385.0,24416.0,24461.0,24508.0,24579.0,24606.0,24651.0,24689.0,24715.0,24749.0,24808.0,24887.0,24928.0,25041.0,25128.0,25215.0,25251.0,25315.0,25344.0,25379.0,25426.0,25479.0,25521.0,25591.0,25631.0,25696.0,25727.0,25772.0,25808.0,25869.0,25906.0,25989.0,26064.0,26120.0,26176.0,26230.0,26285.0,26330.0,26404.0,26475.0,26570.0,26647.0,26908.0,26983.0,27262.0
5092609,55800.0,55939.0,56013.0,56087.0,56161.0,56217.0,56284.0,56309.0,56353.0,56390.0,56482.0,56513.0,56551.0,56610.0,56654.0,56719.0,56768.0,56838.0,56861.0,56921.0,57014.0,57061.0,57128.0,57213.0,57344.0,57387.0,57459.0,57494.0,57518.0,57550.0,57612.0,57695.0,57740.0,57863.0,57959.0,58054.0,58093.0,58161.0,58191.0,58223.0,58251.0,58282.0,58330.0,58410.0,58442.0,58495.0,58524.0,58566.0,58599.0,58656.0,58701.0,58801.0,58901.0,58953.0,59003.0,59051.0,59099.0,59138.0,59202.0,59294.0,59415.0,59513.0,59844.0,59920.0,60200.0
5092994,27000.0,27140.0,27214.0,27274.0,27334.0,27388.0,27452.0,27476.0,27518.0,27553.0,27656.0,27690.0,27725.0,27779.0,27820.0,27880.0,27925.0,28037.0,28059.0,28115.0,28205.0,28250.0,28316.0,28372.0,28458.0,28492.0,28548.0,28594.0,28626.0,28666.0,28737.0,28832.0,28874.0,28990.0,29080.0,29170.0,29216.0,29297.0,29333.0,29375.0,29445.0,29524.0,29583.0,29681.0,29728.0,29805.0,29843.0,29899.0,29943.0,30019.0,30066.0,30171.0,30287.0,30362.0,30428.0,30491.0,30555.0,30607.0,30692.0,30806.0,30933.0,31036.0,31384.0,31457.0,31725.0
5093263,46800.0,46919.0,46983.0,47043.0,47102.0,47149.0,47205.0,47226.0,47263.0,47295.0,47383.0,47412.0,47448.0,47503.0,47544.0,47605.0,47651.0,47725.0,47747.0,47805.0,47903.0,47952.0,48023.0,48089.0,48191.0,48224.0,48279.0,48319.0,48347.0,48382.0,48454.0,48550.0,48586.0,48685.0,48762.0,48838.0,48873.0,48935.0,48962.0,48987.0,49025.0,49068.0,49101.0,49155.0,49185.0,49234.0,49264.0,49309.0,49344.0,49405.0,49436.0,49504.0,49589.0,49650.0,49705.0,49758.0,49812.0,49856.0,49927.0,49998.0,50122.0,50222.0,50561.0,50628.0,50878.0
5093265,57600.0,57739.0,57813.0,57887.0,57961.0,58017.0,58084.0,58109.0,58153.0,58190.0,58282.0,58313.0,58351.0,58410.0,58454.0,58519.0,58568.0,58638.0,58661.0,58721.0,58814.0,58861.0,58928.0,59013.0,59144.0,59187.0,59259.0,59294.0,59318.0,59350.0,59412.0,59495.0,59540.0,59663.0,59759.0,59854.0,59893.0,59961.0,59991.0,60023.0,60051.0,60082.0,60130.0,60210.0,60242.0,60295.0,60324.0,60366.0,60399.0,60456.0,60501.0,60601.0,60701.0,60753.0,60803.0,60851.0,60899.0,60938.0,61002.0,61094.0,61215.0,61313.0,61644.0,61720.0,62000.0
5094464,38400.0,38497.0,38549.0,38607.0,38664.0,38709.0,38762.0,38782.0,38817.0,38846.0,38923.0,38949.0,38979.0,39025.0,39060.0,39111.0,39149.0,39220.0,39239.0,39289.0,39383.0,39430.0,39498.0,39544.0,39614.0,39650.0,39709.0,39740.0,39761.0,39789.0,39828.0,39880.0,39913.0,40004.0,40075.0,40146.0,40176.0,40229.0,40253.0,40277.0,40305.0,40336.0,40389.0,40477.0,40499.0,40535.0,40557.0,40589.0,40614.0,40657.0,40693.0,40774.0,40876.0,40945.0,40989.0,41032.0,41075.0,41110.0,41168.0,41253.0,41363.0,41452.0,41752.0,41822.0,42082.0
5094466,48000.0,48117.0,48179.0,48230.0,48281.0,48321.0,48368.0,48385.0,48416.0,48442.0,48527.0,48555.0,48581.0,48621.0,48651.0,48695.0,48729.0,48794.0,48809.0,48849.0,48954.0,49007.0,49083.0,49147.0,49245.0,49275.0,49325.0,49347.0,49362.0,49382.0,49455.0,49552.0,49587.0,49683.0,49757.0,49831.0,49855.0,49898.0,49917.0,49934.0,49955.0,49978.0,50013.0,50070.0,50099.0,50147.0,50176.0,50219.0,50253.0,50311.0,50342.0,50412.0,50500.0,50564.0,50609.0,50652.0,50696.0,50732.0,50790.0,50870.0,50976.0,51062.0,51352.0,51416.0,51652.0
5095246,30600.0,30731.0,30800.0,30882.0,30963.0,31028.0,31105.0,31133.0,31183.0,31226.0,31338.0,31375.0,31416.0,31480.0,31528.0,31598.0,31651.0,31779.0,31819.0,31922.0,32034.0,32090.0,32173.0,32230.0,32316.0,32349.0,32404.0,32432.0,32451.0,32476.0,32553.0,32656.0,32694.0,32798.0,32878.0,32958.0,32981.0,33022.0,33040.0,33064.0,33097.0,33135.0,33172.0,33233.0,33269.0,33327.0,33353.0,33391.0,33421.0,33472.0,33513.0,33604.0,33684.0,33728.0,33780.0,33830.0,33881.0,33922.0,33989.0,34059.0,34184.0,34285.0,34625.0,34696.0,34957.0
5097537,36000.0,36121.0,36185.0,36252.0,36318.0,36370.0,36431.0,36454.0,36494.0,36528.0,36613.0,36641.0,36678.0,36736.0,36779.0,36842.0,36890.0,36967.0,36988.0,37044.0,37174.0,37239.0,37334.0,37412.0,37531.0,37569.0,37633.0,37672.0,37699.0,37733.0,37800.0,37889.0,37927.0,38032.0,38113.0,38194.0,38231.0,38295.0,38324.0,38348.0,38379.0,38414.0,38450.0,38509.0,38545.0,38605.0,38635.0,38679.0,38714.0,38773.0,38814.0,38905.0,39002.0,39064.0,39120.0,39174.0,39229.0,39273.0,39346.0,39439.0,39572.0,39680.0,40043.0,40111.0,40362.0
