tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P
5086373,64200.0,64320.0,64363.0,64435.0,64576.0,64784.0,64799.0,65006.0,65169.0,65233.0,65554.0,65825.0,65973.0,66041.0,66100.0,66333.0,66402.0,66457.0,66523.0,66602.0,66637.0,66731.0,66846.0,66911.0,66982.0,67055.0,67100.0,67138.0,67211.0,67252.0,67413.0,67777.0,67862.0,68038.0,68141.0,68239.0,68382.0,68441.0,68603.0,68658.0,68702.0,68781.0,68839.0,68905.0,68953.0,68979.0,68999.0,69125.0
5090967,34800.0,34972.0,35008.0,35069.0,35185.0,35357.0,35369.0,35539.0,35672.0,35725.0,35986.0,36132.0,36280.0,36347.0,36386.0,36540.0,36593.0,36636.0,36687.0,36748.0,36775.0,36848.0,36938.0,36988.0,37045.0,37099.0,37133.0,37178.0,37251.0,37280.0,37383.0,37615.0,37669.0,37782.0,37848.0,37879.0,37923.0,37960.0,38062.0,38097.0,38125.0,38175.0,38211.0,38266.0,38307.0,38329.0,38346.0,38451.0
5090971,56400.0,56520.0,56563.0,56635.0,56776.0,56984.0,56999.0,57206.0,57369.0,57433.0,57754.0,58025.0,58173.0,58241.0,58300.0,58533.0,58602.0,58657.0,58723.0,58802.0,58837.0,58931.0,59046.0,59111.0,59182.0,59255.0,59300.0,59338.0,59411.0,59452.0,59613.0,59977.0,60062.0,60238.0,60341.0,60439.0,60582.0,60641.0,60803.0,60858.0,60902.0,60981.0,61039.0,61105.0,61153.0,61179.0,61199.0,61325.0
5092931,33600.0,33772.0,33808.0,33869.0,33985.0,34157.0,34169.0,34339.0,34472.0,34525.0,34786.0,34932.0,35080.0,35147.0,35186.0,35340.0,35393.0,35436.0,35487.0,35548.0,35575.0,35648.0,35738.0,35788.0,35845.0,35899.0,35933.0,35978.0,36051.0,36080.0,36183.0,36415.0,36469.0,36582.0,36648.0,36679.0,36723.0,36760.0,36862.0,36897.0,36925.0,36975.0,37011.0,37066.0,37107.0,37129.0,37146.0,37251.0
5093065,58500.0,58620.0,58663.0,58735.0,58876.0,59084.0,59099.0,59306.0,59469.0,59533.0,59854.0,60125.0,60273.0,60341.0,60400.0,60633.0,60702.0,60757.0,60823.0,60902.0,60937.0,61031.0,61146.0,61211.0,61282.0,61355.0,61400.0,61438.0,61511.0,61552.0,61713.0,62077.0,62162.0,62338.0,62441.0,62539.0,62682.0,62741.0,62903.0,62958.0,63002.0,63081.0,63139.0,63205.0,63253.0,63279.0,63299.0,63425.0
5093067,70800.0,70920.0,70965.0,71040.0,71156.0,71328.0,71340.0,71472.0,71576.0,71617.0,71820.0,72000.0,72082.0,72120.0,72157.0,72300.0,72344.0,72380.0,72422.0,72473.0,72496.0,72557.0,72631.0,72673.0,72720.0,72794.0,72840.0,72960.0,73080.0,73200.0,73276.0,73448.0,73488.0,73571.0,73620.0,73669.0,73740.0,73787.0,73915.0,73958.0,73992.0,74054.0,74100.0,74169.0,74220.0,74248.0,74269.0,74400.0
5093492,49200.0,49260.0,49305.0,49380.0,49450.0,49553.0,49560.0,49725.0,49855.0,49906.0,50160.0,50340.0,50505.0,50580.0,50617.0,50760.0,50836.0,50897.0,50970.0,51057.0,51096.0,51200.0,51328.0,51400.0,51480.0,51554.0,51600.0,51720.0,51840.0,51960.0,52068.0,52314.0,52371.0,52490.0,52560.0,52609.0,52680.0,52727.0,52855.0,52898.0,52932.0,52994.0,53040.0,53109.0,53160.0,53188.0,53209.0,53340.0
5093496,73200.0,73320.0,73365.0,73440.0,73556.0,73728.0,73740.0,73872.0,73976.0,74017.0,74220.0,74400.0,74482.0,74520.0,74557.0,74700.0,74744.0,74780.0,74822.0,74873.0,74896.0,74957.0,75031.0,75073.0,75120.0,75194.0,75240.0,75360.0,75480.0,75600.0,75676.0,75848.0,75888.0,75971.0,76020.0,76069.0,76140.0,76187.0,76315.0,76358.0,76392.0,76454.0,76500.0,76569.0,76620.0,76648.0,76669.0,76800.0
5093498,80400.0,80520.0,80565.0,80640.0,80686.0,80755.0,80760.0,80875.0,80966.0,81002.0,81180.0,81300.0,81341.0,81360.0,81384.0,81480.0,81518.0,81548.0,81584.0,81628.0,81647.0,81699.0,81763.0,81799.0,81840.0,81877.0,81900.0,81960.0,82020.0,82080.0,82134.0,82257.0,82286.0,82345.0,82380.0,82453.0,82560.0,82607.0,82735.0,82778.0,82812.0,82874.0,82920.0,82989.0,83040.0,83068.0,83089.0,83220.0
5093725,29400.0,29572.0,29608.0,29669.0,29785.0,29957.0,29969.0,30139.0,30272.0,30325.0,30586.0,30732.0,30880.0,30947.0,30986.0,31140.0,31193.0,31236.0,31287.0,31348.0,31375.0,31448.0,31538.0,31588.0,31645.0,31699.0,31733.0,31778.0,31851.0,31880.0,31983.0,32215.0,32269.0,32382.0,32448.0,32479.0,32523.0,32560.0,32662.0,32697.0,32725.0,32775.0,32811.0,32866.0,32907.0,32929.0,32946.0,33051.0
5095673,39600.0,39744.0,39778.0,39835.0,39928.0,40065.0,40075.0,40223.0,40339.0,40385.0,40614.0,40817.0,40957.0,41021.0,41059.0,41210.0,41270.0,41318.0,41375.0,41443.0,41473.0,41554.0,41654.0,41710.0,41773.0,41835.0,41874.0,41915.0,41979.0,42015.0,42129.0,42386.0,42446.0,42571.0,42644.0,42679.0,42730.0,42768.0,42873.0,42908.0,42936.0,42987.0,43025.0,43090.0,43138.0,43164.0,43184.0,43309.0
5095677,62400.0,62520.0,62563.0,62635.0,62776.0,62984.0,62999.0,63206.0,63369.0,63433.0,63754.0,64025.0,64173.0,64241.0,64300.0,64533.0,64602.0,64657.0,64723.0,64802.0,64837.0,64931.0,65046.0,65111.0,65182.0,65255.0,65300.0,65338.0,65411.0,65452.0,65613.0,65977.0,66062.0,66238.0,66341.0,66439.0,66582.0,66641.0,66803.0,66858.0,66902.0,66981.0,67039.0,67105.0,67153.0,67179.0,67199.0,67325.0
5095877,58200.0,58260.0,58305.0,58380.0,58473.0,58610.0,58620.0,58719.0,58797.0,58828.0,58980.0,59100.0,59182.0,59220.0,59269.0,59460.0,59511.0,59552.0,59600.0,59658.0,59684.0,59753.0,59838.0,59886.0,59940.0,60014.0,60060.0,60120.0,60180.0,60360.0,60523.0,60891.0,60977.0,61155.0,61260.0,61333.0,61440.0,61487.0,61615.0,61658.0,61692.0,61754.0,61800.0,61869.0,61920.0,61948.0,61969.0,62100.0
5095879,67800.0,67860.0,67905.0,67980.0,68050.0,68153.0,68160.0,68259.0,68337.0,68368.0,68520.0,68580.0,68662.0,68700.0,68749.0,68940.0,68991.0,69032.0,69080.0,69138.0,69164.0,69233.0,69318.0,69366.0,69420.0,69457.0,69480.0,69540.0,69600.0,69660.0,69747.0,69943.0,69989.0,70084.0,70140.0,70213.0,70320.0,70359.0,70465.0,70501.0,70530.0,70582.0,70620.0,70689.0,70740.0,70768.0,70789.0,70920.0
5096294,46800.0,46860.0,46905.0,46980.0,47050.0,47153.0,47160.0,47325.0,47455.0,47506.0,47760.0,47940.0,48105.0,48180.0,48217.0,48360.0,48436.0,48497.0,48570.0,48657.0,48696.0,48800.0,48928.0,49000.0,49080.0,49154.0,49200.0,49320.0,49440.0,49560.0,49668.0,49914.0,49971.0,50090.0,50160.0,50209.0,50280.0,50327.0,50455.0,50498.0,50532.0,50594.0,50640.0,50709.0,50760.0,50788.0,50809.0,50940.0
5096738,42000.0,42144.0,42178.0,42235.0,42328.0,42465.0,42475.0,42623.0,42739.0,42785.0,43014.0,43217.0,43357.0,43421.0,43459.0,43610.0,43670.0,43718.0,43775.0,43843.0,43873.0,43954.0,44054.0,44110.0,44173.0,44235.0,44274.0,44315.0,44379.0,44415.0,44529.0,44786.0,44846.0,44971.0,45044.0,45079.0,45130.0,45168.0,45273.0,45308.0,45336.0,45387.0,45425.0,45490.0,45538.0,45564.0,45584.0,45709.0
