tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P,058_P,059_P,060_P,061_P,062_P,063_P,064_P,065_P,066_P,067_P,068_P,069_P,070_P,071_P,072_P,073_P,074_P,075_P,076_P
5006866,76200.0,76280.0,76338.0,76406.0,76421.0,76446.0,76470.0,76533.0,76547.0,76584.0,76639.0,76675.0,76750.0,76811.0,76858.0,76952.0,76999.0,77027.0,77081.0,77101.0,77184.0,77214.0,77248.0,77283.0,77321.0,77416.0,77484.0,77565.0,77636.0,77721.0,77769.0,77838.0,77919.0,77963.0,78086.0,78267.0,78451.0,78598.0,78734.0,78820.0,78865.0,78956.0,79088.0,79136.0,79183.0,79245.0,79310.0,79360.0,79407.0,79444.0,79490.0,79531.0,79582.0,79609.0,79651.0,79690.0,79730.0,79760.0,79792.0,79813.0,79852.0,79893.0,79928.0,79955.0,79980.0,80008.0,80052.0,80087.0,80115.0,80142.0,80167.0,80194.0,80237.0,80302.0,80336.0,80380.0
5006885,45360.0,45452.0,45519.0,45598.0,45615.0,45644.0,45672.0,45742.0,45755.0,45789.0,45856.0,45902.0,45997.0,46104.0,46180.0,46332.0,46407.0,46448.0,46529.0,46559.0,46683.0,46726.0,46769.0,46813.0,46861.0,46910.0,46945.0,46986.0,47054.0,47134.0,47187.0,47264.0,47351.0,47398.0,47553.0,47726.0,47967.0,48159.0,48337.0,48429.0,48477.0,48574.0,48715.0,48765.0,48813.0,48877.0,48952.0,49019.0,49082.0,49132.0,49193.0,49249.0,49318.0,49355.0,49429.0,49497.0,49569.0,49596.0,49638.0,49756.0,49980.0,50038.0,50088.0,50126.0,50162.0,50201.0,50263.0,50313.0,50358.0,50402.0,50443.0,50488.0,50554.0,50652.0,50677.0,50724.0
5006962,28800.0,28872.0,28925.0,28987.0,29001.0,29024.0,29046.0,29102.0,29113.0,29142.0,29207.0,29238.0,29301.0,29350.0,29403.0,29509.0,29561.0,29591.0,29649.0,29670.0,29759.0,29791.0,29822.0,29854.0,29888.0,29928.0,29957.0,29990.0,30042.0,30104.0,30155.0,30227.0,30292.0,30328.0,30417.0,30530.0,30670.0,30782.0,30885.0,30928.0,30966.0,31042.0,31154.0,31199.0,31242.0,31300.0,31340.0,31383.0,31424.0,31456.0,31496.0,31530.0,31572.0,31595.0,31639.0,31680.0,31722.0,31744.0,31779.0,31791.0,31815.0,31847.0,31874.0,31895.0,31914.0,31935.0,31969.0,31996.0,32027.0,32057.0,32085.0,32115.0,32163.0,32235.0,32260.0,32334.0
5006964,39600.0,39686.0,39748.0,39821.0,39837.0,39864.0,39890.0,39957.0,39972.0,40012.0,40086.0,40124.0,40208.0,40274.0,40340.0,40471.0,40536.0,40579.0,40663.0,40694.0,40822.0,40867.0,40916.0,40966.0,41019.0,41075.0,41115.0,41162.0,41230.0,41312.0,41363.0,41437.0,41521.0,41566.0,41685.0,41849.0,42041.0,42194.0,42336.0,42408.0,42454.0,42547.0,42683.0,42747.0,42809.0,42893.0,42971.0,43028.0,43082.0,43124.0,43176.0,43225.0,43286.0,43318.0,43378.0,43434.0,43493.0,43523.0,43565.0,43605.0,43682.0,43724.0,43760.0,43787.0,43812.0,43840.0,43884.0,43919.0,43954.0,43988.0,44020.0,44053.0,44103.0,44177.0,44209.0,44285.0
5006966,52560.0,52642.0,52702.0,52772.0,52788.0,52814.0,52839.0,52902.0,52916.0,52952.0,53005.0,53046.0,53152.0,53261.0,53329.0,53466.0,53534.0,53569.0,53638.0,53663.0,53769.0,53807.0,53847.0,53887.0,53930.0,53973.0,54004.0,54040.0,54096.0,54163.0,54222.0,54307.0,54392.0,54439.0,54551.0,54762.0,54967.0,55131.0,55283.0,55387.0,55433.0,55526.0,55662.0,55711.0,55758.0,55821.0,55890.0,55943.0,55993.0,56033.0,56082.0,56128.0,56185.0,56215.0,56273.0,56327.0,56384.0,56411.0,56451.0,56474.0,56517.0,56559.0,56595.0,56622.0,56648.0,56676.0,56721.0,56757.0,56785.0,56812.0,56838.0,56866.0,56934.0,57036.0,57061.0,57104.0
5006968,64800.0,64908.0,64987.0,65080.0,65101.0,65135.0,65168.0,65252.0,65270.0,65318.0,65389.0,65457.0,65557.0,65679.0,65734.0,65844.0,65898.0,65936.0,66010.0,66037.0,66151.0,66192.0,66248.0,66305.0,66367.0,66415.0,66449.0,66490.0,66550.0,66621.0,66665.0,66727.0,66825.0,66879.0,67009.0,67208.0,67443.0,67630.0,67803.0,67891.0,67941.0,68041.0,68186.0,68252.0,68316.0,68401.0,68487.0,68545.0,68600.0,68643.0,68696.0,68747.0,68810.0,68844.0,68910.0,68971.0,69034.0,69061.0,69096.0,69123.0,69175.0,69215.0,69250.0,69276.0,69301.0,69328.0,69371.0,69405.0,69440.0,69474.0,69506.0,69539.0,69586.0,69656.0,69685.0,69726.0
5007002,41760.0,41854.0,41922.0,42002.0,42020.0,42050.0,42078.0,42151.0,42166.0,42204.0,42277.0,42317.0,42414.0,42508.0,42574.0,42705.0,42770.0,42804.0,42871.0,42896.0,42999.0,43037.0,43079.0,43121.0,43166.0,43221.0,43261.0,43308.0,43372.0,43449.0,43509.0,43596.0,43692.0,43745.0,43949.0,44128.0,44346.0,44520.0,44681.0,44776.0,44833.0,44948.0,45117.0,45186.0,45253.0,45343.0,45435.0,45502.0,45565.0,45615.0,45677.0,45733.0,45803.0,45840.0,45904.0,45963.0,46025.0,46057.0,46104.0,46133.0,46189.0,46240.0,46284.0,46317.0,46348.0,46382.0,46436.0,46480.0,46513.0,46545.0,46575.0,46607.0,46662.0,46743.0,46775.0,46832.0
5007004,55200.0,55307.0,55385.0,55477.0,55497.0,55531.0,55563.0,55646.0,55665.0,55715.0,55789.0,55836.0,55929.0,56046.0,56121.0,56271.0,56345.0,56404.0,56519.0,56562.0,56739.0,56801.0,56852.0,56904.0,56959.0,57011.0,57048.0,57092.0,57158.0,57236.0,57301.0,57394.0,57510.0,57573.0,57789.0,57969.0,58230.0,58438.0,58630.0,58719.0,58782.0,58908.0,59091.0,59193.0,59292.0,59423.0,59539.0,59623.0,59702.0,59765.0,59841.0,59900.0,59973.0,60012.0,60090.0,60162.0,60237.0,60276.0,60334.0,60363.0,60418.0,60471.0,60516.0,60550.0,60582.0,60617.0,60673.0,60717.0,60750.0,60782.0,60812.0,60844.0,60898.0,60979.0,61012.0,61062.0
5007006,70200.0,70285.0,70347.0,70420.0,70436.0,70463.0,70489.0,70554.0,70569.0,70609.0,70696.0,70746.0,70838.0,70910.0,70976.0,71107.0,71172.0,71209.0,71282.0,71309.0,71421.0,71461.0,71504.0,71548.0,71594.0,71669.0,71723.0,71787.0,71860.0,71946.0,72003.0,72085.0,72172.0,72219.0,72411.0,72561.0,72760.0,72919.0,73067.0,73157.0,73212.0,73322.0,73483.0,73543.0,73601.0,73679.0,73768.0,73832.0,73892.0,73940.0,73998.0,74046.0,74106.0,74137.0,74195.0,74248.0,74304.0,74338.0,74377.0,74401.0,74446.0,74493.0,74533.0,74563.0,74592.0,74623.0,74673.0,74714.0,74746.0,74777.0,74806.0,74837.0,74892.0,74974.0,75011.0,75051.0
5007008,81900.0,81980.0,82038.0,82106.0,82121.0,82146.0,82170.0,82233.0,82247.0,82284.0,82339.0,82375.0,82450.0,82511.0,82558.0,82652.0,82699.0,82727.0,82781.0,82801.0,82884.0,82914.0,82948.0,82983.0,83021.0,83116.0,83184.0,83265.0,83336.0,83421.0,83469.0,83538.0,83619.0,83663.0,83786.0,83967.0,84151.0,84298.0,84434.0,84520.0,84565.0,84656.0,84788.0,84836.0,84883.0,84945.0,85010.0,85060.0,85107.0,85144.0,85190.0,85231.0,85282.0,85309.0,85351.0,85390.0,85430.0,85460.0,85492.0,85513.0,85552.0,85593.0,85628.0,85655.0,85680.0,85708.0,85752.0,85787.0,85815.0,85842.0,85867.0,85894.0,85937.0,86002.0,86036.0,86080.0
5007106,36000.0,36095.0,36164.0,36245.0,36263.0,36293.0,36322.0,36396.0,36414.0,36459.0,36526.0,36565.0,36665.0,36742.0,36804.0,36929.0,36991.0,37029.0,37104.0,37132.0,37246.0,37286.0,37337.0,37388.0,37443.0,37504.0,37548.0,37600.0,37668.0,37750.0,37820.0,37919.0,38058.0,38134.0,38356.0,38529.0,38736.0,38901.0,39054.0,39140.0,39195.0,39305.0,39465.0,39529.0,39591.0,39673.0,39754.0,39814.0,39871.0,39916.0,39971.0,40023.0,40087.0,40121.0,40176.0,40227.0,40280.0,40308.0,40352.0,40379.0,40431.0,40473.0,40509.0,40536.0,40562.0,40590.0,40635.0,40671.0,40701.0,40730.0,40757.0,40786.0,40856.0,40959.0,40989.0,41038.0
5007108,49680.0,49774.0,49842.0,49922.0,49940.0,49970.0,49998.0,50071.0,50086.0,50124.0,50197.0,50237.0,50334.0,50428.0,50494.0,50625.0,50690.0,50724.0,50791.0,50816.0,50919.0,50957.0,50999.0,51041.0,51086.0,51141.0,51181.0,51228.0,51292.0,51369.0,51429.0,51516.0,51612.0,51665.0,51869.0,52048.0,52266.0,52440.0,52601.0,52696.0,52753.0,52868.0,53037.0,53106.0,53173.0,53263.0,53355.0,53422.0,53485.0,53535.0,53597.0,53653.0,53723.0,53760.0,53824.0,53883.0,53945.0,53977.0,54024.0,54053.0,54109.0,54160.0,54204.0,54237.0,54268.0,54302.0,54356.0,54400.0,54433.0,54465.0,54495.0,54527.0,54582.0,54663.0,54695.0,54752.0
5007110,63900.0,63998.0,64070.0,64154.0,64173.0,64204.0,64234.0,64310.0,64327.0,64371.0,64448.0,64498.0,64599.0,64674.0,64747.0,64893.0,64966.0,65020.0,65125.0,65164.0,65326.0,65383.0,65431.0,65480.0,65531.0,65586.0,65626.0,65672.0,65734.0,65808.0,65877.0,65976.0,66080.0,66136.0,66268.0,66428.0,66680.0,66880.0,67066.0,67174.0,67240.0,67373.0,67567.0,67650.0,67730.0,67837.0,67959.0,68035.0,68107.0,68164.0,68233.0,68291.0,68364.0,68403.0,68478.0,68548.0,68621.0,68658.0,68704.0,68734.0,68791.0,68844.0,68889.0,68923.0,68955.0,68990.0,69046.0,69092.0,69129.0,69164.0,69197.0,69233.0,69282.0,69355.0,69388.0,69430.0
5007112,77400.0,77480.0,77538.0,77606.0,77621.0,77646.0,77670.0,77733.0,77747.0,77784.0,77839.0,77875.0,77950.0,78011.0,78058.0,78152.0,78199.0,78227.0,78281.0,78301.0,78384.0,78414.0,78448.0,78483.0,78521.0,78616.0,78684.0,78765.0,78836.0,78921.0,78969.0,79038.0,79119.0,79163.0,79286.0,79467.0,79651.0,79798.0,79934.0,80020.0,80065.0,80156.0,80288.0,80336.0,80383.0,80445.0,80510.0,80560.0,80607.0,80644.0,80690.0,80731.0,80782.0,80809.0,80851.0,80890.0,80930.0,80960.0,80992.0,81013.0,81052.0,81093.0,81128.0,81155.0,81180.0,81208.0,81252.0,81287.0,81315.0,81342.0,81367.0,81394.0,81437.0,81502.0,81536.0,81580.0
5007440,61200.0,61290.0,61356.0,61433.0,61450.0,61479.0,61506.0,61576.0,61587.0,61614.0,61660.0,61701.0,61809.0,61932.0,61993.0,62115.0,62176.0,62218.0,62300.0,62330.0,62456.0,62501.0,62529.0,62558.0,62588.0,62637.0,62672.0,62713.0,62770.0,62838.0,62919.0,63036.0,63141.0,63198.0,63365.0,63561.0,63779.0,63952.0,64113.0,64183.0,64233.0,64333.0,64478.0,64531.0,64582.0,64651.0,64748.0,64811.0,64870.0,64917.0,64974.0,65019.0,65076.0,65106.0,65151.0,65193.0,65237.0,65265.0,65306.0,65328.0,65369.0,65413.0,65450.0,65478.0,65504.0,65533.0,65579.0,65617.0,65650.0,65682.0,65712.0,65744.0,65787.0,65851.0,65887.0,65942.0
5007484,34560.0,34655.0,34724.0,34805.0,34823.0,34853.0,34882.0,34956.0,34974.0,35019.0,35086.0,35125.0,35225.0,35302.0,35364.0,35489.0,35551.0,35589.0,35664.0,35692.0,35806.0,35846.0,35897.0,35948.0,36003.0,36064.0,36108.0,36160.0,36228.0,36310.0,36380.0,36479.0,36618.0,36694.0,36916.0,37089.0,37296.0,37461.0,37614.0,37700.0,37755.0,37865.0,38025.0,38089.0,38151.0,38233.0,38314.0,38374.0,38431.0,38476.0,38531.0,38583.0,38647.0,38681.0,38736.0,38787.0,38840.0,38868.0,38912.0,38939.0,38991.0,39033.0,39069.0,39096.0,39122.0,39150.0,39195.0,39231.0,39261.0,39290.0,39317.0,39346.0,39416.0,39519.0,39549.0,39598.0
5007486,48240.0,48334.0,48402.0,48482.0,48500.0,48530.0,48558.0,48631.0,48646.0,48684.0,48757.0,48797.0,48894.0,48988.0,49054.0,49185.0,49250.0,49284.0,49351.0,49376.0,49479.0,49517.0,49559.0,49601.0,49646.0,49701.0,49741.0,49788.0,49852.0,49929.0,49989.0,50076.0,50172.0,50225.0,50429.0,50608.0,50826.0,51000.0,51161.0,51256.0,51313.0,51428.0,51597.0,51666.0,51733.0,51823.0,51915.0,51982.0,52045.0,52095.0,52157.0,52213.0,52283.0,52320.0,52384.0,52443.0,52505.0,52537.0,52584.0,52613.0,52669.0,52720.0,52764.0,52797.0,52828.0,52862.0,52916.0,52960.0,52993.0,53025.0,53055.0,53087.0,53142.0,53223.0,53255.0,53312.0
5007488,61800.0,61907.0,61985.0,62076.0,62096.0,62130.0,62162.0,62245.0,62267.0,62323.0,62407.0,62459.0,62577.0,62670.0,62749.0,62906.0,62984.0,63036.0,63139.0,63177.0,63334.0,63390.0,63433.0,63477.0,63525.0,63584.0,63626.0,63675.0,63735.0,63806.0,63862.0,63941.0,64060.0,64125.0,64263.0,64446.0,64714.0,64928.0,65127.0,65223.0,65289.0,65421.0,65615.0,65724.0,65830.0,65971.0,66108.0,66199.0,66285.0,66353.0,66434.0,66493.0,66567.0,66607.0,66694.0,66774.0,66858.0,66901.0,66955.0,66987.0,67048.0,67103.0,67150.0,67186.0,67219.0,67256.0,67315.0,67361.0,67399.0,67435.0,67469.0,67506.0,67561.0,67644.0,67680.0,67754.0
5007851,32400.0,32478.0,32535.0,32602.0,32617.0,32642.0,32666.0,32726.0,32740.0,32775.0,32911.0,32943.0,33028.0,33105.0,33161.0,33272.0,33327.0,33360.0,33424.0,33448.0,33546.0,33581.0,33624.0,33668.0,33715.0,33760.0,33793.0,33831.0,33888.0,33955.0,33999.0,34063.0,34135.0,34174.0,34311.0,34491.0,34657.0,34789.0,34911.0,34975.0,35011.0,35083.0,35189.0,35247.0,35303.0,35377.0,35439.0,35495.0,35548.0,35590.0,35641.0,35681.0,35731.0,35758.0,35804.0,35846.0,35890.0,35913.0,35943.0,35966.0,36010.0,36047.0,36079.0,36103.0,36126.0,36151.0,36191.0,36223.0,36254.0,36284.0,36312.0,36342.0,36393.0,36470.0,36495.0,36531.0
5007856,78000.0,78071.0,78123.0,78184.0,78198.0,78221.0,78243.0,78296.0,78311.0,78349.0,78409.0,78441.0,78518.0,78580.0,78626.0,78718.0,78764.0,78793.0,78850.0,78871.0,78958.0,78988.0,79016.0,79044.0,79074.0,79111.0,79138.0,79169.0,79228.0,79299.0,79344.0,79408.0,79473.0,79509.0,79601.0,79761.0,80003.0,80196.0,80376.0,80470.0,80522.0,80626.0,80778.0,80827.0,80875.0,80939.0,81010.0,81061.0,81109.0,81147.0,81194.0,81237.0,81291.0,81319.0,81360.0,81398.0,81437.0,81461.0,81486.0,81510.0,81556.0,81597.0,81632.0,81659.0,81684.0,81712.0,81756.0,81791.0,81821.0,81850.0,81877.0,81905.0,81947.0,82010.0,82042.0,82083.0
5009053,54600.0,54698.0,54769.0,54853.0,54872.0,54903.0,54933.0,55009.0,55027.0,55074.0,55136.0,55176.0,55277.0,55364.0,55431.0,55565.0,55631.0,55678.0,55770.0,55804.0,55946.0,55997.0,56042.0,56088.0,56137.0,56190.0,56228.0,56273.0,56338.0,56416.0,56474.0,56558.0,56655.0,56708.0,56983.0,57162.0,57384.0,57561.0,57724.0,57811.0,57868.0,57982.0,58147.0,58217.0,58285.0,58376.0,58472.0,58553.0,58630.0,58691.0,58764.0,58829.0,58910.0,58953.0,59052.0,59143.0,59239.0,59278.0,59334.0,59369.0,59435.0,59491.0,59539.0,59575.0,59609.0,59647.0,59707.0,59755.0,59793.0,59830.0,59865.0,59902.0,59960.0,60046.0,60081.0,60140.0
5009459,33600.0,33694.0,33762.0,33842.0,33860.0,33890.0,33918.0,33991.0,34008.0,34050.0,34120.0,34157.0,34263.0,34333.0,34398.0,34529.0,34594.0,34637.0,34721.0,34752.0,34881.0,34927.0,34975.0,35024.0,35075.0,35135.0,35178.0,35230.0,35302.0,35388.0,35453.0,35546.0,35655.0,35714.0,35857.0,36056.0,36317.0,36525.0,36718.0,36797.0,36852.0,36962.0,37122.0,37175.0,37226.0,37294.0,37389.0,37445.0,37498.0,37540.0,37591.0,37634.0,37688.0,37717.0,37775.0,37829.0,37886.0,37914.0,37953.0,37979.0,38027.0,38066.0,38099.0,38124.0,38148.0,38174.0,38215.0,38248.0,38280.0,38311.0,38340.0,38370.0,38464.0,38605.0,38635.0,38677.0
5009461,47520.0,47614.0,47682.0,47762.0,47780.0,47810.0,47838.0,47911.0,47926.0,47964.0,48037.0,48077.0,48174.0,48268.0,48334.0,48465.0,48530.0,48564.0,48631.0,48656.0,48759.0,48797.0,48839.0,48881.0,48926.0,48981.0,49021.0,49068.0,49132.0,49209.0,49269.0,49356.0,49452.0,49505.0,49709.0,49888.0,50106.0,50280.0,50441.0,50536.0,50593.0,50708.0,50877.0,50946.0,51013.0,51103.0,51195.0,51262.0,51325.0,51375.0,51437.0,51493.0,51563.0,51600.0,51664.0,51723.0,51785.0,51817.0,51864.0,51893.0,51949.0,52000.0,52044.0,52077.0,52108.0,52142.0,52196.0,52240.0,52273.0,52305.0,52335.0,52367.0,52422.0,52503.0,52535.0,52592.0
5009463,61200.0,61307.0,61385.0,61476.0,61496.0,61530.0,61562.0,61645.0,61667.0,61723.0,61807.0,61859.0,61977.0,62070.0,62149.0,62306.0,62384.0,62436.0,62539.0,62577.0,62734.0,62790.0,62833.0,62877.0,62925.0,62984.0,63026.0,63075.0,63135.0,63206.0,63262.0,63341.0,63460.0,63525.0,63663.0,63846.0,64114.0,64328.0,64527.0,64623.0,64689.0,64821.0,65015.0,65124.0,65230.0,65371.0,65508.0,65599.0,65685.0,65753.0,65834.0,65893.0,65967.0,66007.0,66094.0,66174.0,66258.0,66301.0,66355.0,66387.0,66448.0,66503.0,66550.0,66586.0,66619.0,66656.0,66715.0,66761.0,66799.0,66835.0,66869.0,66906.0,66961.0,67044.0,67080.0,67154.0
5009465,75000.0,75080.0,75138.0,75206.0,75221.0,75246.0,75270.0,75333.0,75347.0,75384.0,75439.0,75475.0,75550.0,75611.0,75658.0,75752.0,75799.0,75827.0,75881.0,75901.0,75984.0,76014.0,76048.0,76083.0,76121.0,76216.0,76284.0,76365.0,76436.0,76521.0,76569.0,76638.0,76719.0,76763.0,76886.0,77067.0,77251.0,77398.0,77534.0,77620.0,77665.0,77756.0,77888.0,77936.0,77983.0,78045.0,78110.0,78160.0,78207.0,78244.0,78290.0,78331.0,78382.0,78409.0,78451.0,78490.0,78530.0,78560.0,78592.0,78613.0,78652.0,78693.0,78728.0,78755.0,78780.0,78808.0,78852.0,78887.0,78915.0,78942.0,78967.0,78994.0,79037.0,79102.0,79136.0,79180.0
5009818,44640.0,44734.0,44802.0,44882.0,44900.0,44930.0,44958.0,45031.0,45046.0,45084.0,45157.0,45197.0,45294.0,45388.0,45454.0,45585.0,45650.0,45684.0,45751.0,45776.0,45879.0,45917.0,45959.0,46001.0,46046.0,46101.0,46141.0,46188.0,46252.0,46329.0,46389.0,46476.0,46572.0,46625.0,46829.0,47008.0,47226.0,47400.0,47561.0,47656.0,47713.0,47828.0,47997.0,48066.0,48133.0,48223.0,48315.0,48382.0,48445.0,48495.0,48557.0,48613.0,48683.0,48720.0,48784.0,48843.0,48905.0,48937.0,48984.0,49013.0,49069.0,49120.0,49164.0,49197.0,49228.0,49262.0,49316.0,49360.0,49393.0,49425.0,49455.0,49487.0,49542.0,49623.0,49655.0,49712.0
5009820,57600.0,57707.0,57785.0,57877.0,57897.0,57931.0,57963.0,58046.0,58065.0,58115.0,58189.0,58236.0,58329.0,58446.0,58521.0,58671.0,58745.0,58804.0,58919.0,58962.0,59139.0,59201.0,59252.0,59304.0,59359.0,59411.0,59448.0,59492.0,59558.0,59636.0,59701.0,59794.0,59910.0,59973.0,60189.0,60369.0,60630.0,60838.0,61030.0,61119.0,61182.0,61308.0,61491.0,61593.0,61692.0,61823.0,61939.0,62023.0,62102.0,62165.0,62241.0,62300.0,62373.0,62412.0,62490.0,62562.0,62637.0,62676.0,62734.0,62763.0,62818.0,62871.0,62916.0,62950.0,62982.0,63017.0,63073.0,63117.0,63150.0,63182.0,63212.0,63244.0,63298.0,63379.0,63412.0,63462.0
5009822,72600.0,72680.0,72738.0,72806.0,72821.0,72846.0,72870.0,72933.0,72947.0,72984.0,73039.0,73075.0,73150.0,73211.0,73258.0,73352.0,73399.0,73427.0,73481.0,73501.0,73584.0,73614.0,73648.0,73683.0,73721.0,73816.0,73884.0,73965.0,74036.0,74121.0,74169.0,74238.0,74319.0,74363.0,74486.0,74667.0,74851.0,74998.0,75134.0,75220.0,75265.0,75356.0,75488.0,75536.0,75583.0,75645.0,75710.0,75760.0,75807.0,75844.0,75890.0,75931.0,75982.0,76009.0,76051.0,76090.0,76130.0,76160.0,76192.0,76213.0,76252.0,76293.0,76328.0,76355.0,76380.0,76408.0,76452.0,76487.0,76515.0,76542.0,76567.0,76594.0,76637.0,76702.0,76736.0,76780.0
5010643,58800.0,58907.0,58985.0,59076.0,59096.0,59130.0,59162.0,59245.0,59267.0,59323.0,59407.0,59459.0,59577.0,59670.0,59749.0,59906.0,59984.0,60036.0,60139.0,60177.0,60334.0,60390.0,60433.0,60477.0,60525.0,60584.0,60626.0,60675.0,60735.0,60806.0,60862.0,60941.0,61060.0,61125.0,61263.0,61446.0,61714.0,61928.0,62127.0,62223.0,62289.0,62421.0,62615.0,62724.0,62830.0,62971.0,63108.0,63199.0,63285.0,63353.0,63434.0,63493.0,63567.0,63607.0,63694.0,63774.0,63858.0,63901.0,63955.0,63987.0,64048.0,64103.0,64150.0,64186.0,64219.0,64256.0,64315.0,64361.0,64399.0,64435.0,64469.0,64506.0,64561.0,64644.0,64680.0,64754.0
5010645,73800.0,73880.0,73938.0,74006.0,74021.0,74046.0,74070.0,74133.0,74147.0,74184.0,74239.0,74275.0,74350.0,74411.0,74458.0,74552.0,74599.0,74627.0,74681.0,74701.0,74784.0,74814.0,74848.0,74883.0,74921.0,75016.0,75084.0,75165.0,75236.0,75321.0,75369.0,75438.0,75519.0,75563.0,75686.0,75867.0,76051.0,76198.0,76334.0,76420.0,76465.0,76556.0,76688.0,76736.0,76783.0,76845.0,76910.0,76960.0,77007.0,77044.0,77090.0,77131.0,77182.0,77209.0,77251.0,77290.0,77330.0,77360.0,77392.0,77413.0,77452.0,77493.0,77528.0,77555.0,77580.0,77608.0,77652.0,77687.0,77715.0,77742.0,77767.0,77794.0,77837.0,77902.0,77936.0,77980.0
5010985,27900.0,27972.0,28025.0,28087.0,28101.0,28124.0,28146.0,28202.0,28213.0,28242.0,28307.0,28338.0,28401.0,28450.0,28503.0,28609.0,28661.0,28691.0,28749.0,28770.0,28859.0,28891.0,28922.0,28954.0,28988.0,29028.0,29057.0,29090.0,29142.0,29204.0,29255.0,29327.0,29392.0,29428.0,29517.0,29630.0,29770.0,29882.0,29985.0,30028.0,30066.0,30142.0,30254.0,30299.0,30342.0,30400.0,30440.0,30483.0,30524.0,30556.0,30596.0,30630.0,30672.0,30695.0,30739.0,30780.0,30822.0,30844.0,30879.0,30891.0,30915.0,30947.0,30974.0,30995.0,31014.0,31035.0,31069.0,31096.0,31127.0,31157.0,31185.0,31215.0,31263.0,31335.0,31360.0,31434.0
5010987,38700.0,38786.0,38848.0,38921.0,38937.0,38964.0,38990.0,39057.0,39072.0,39112.0,39186.0,39224.0,39308.0,39374.0,39440.0,39571.0,39636.0,39679.0,39763.0,39794.0,39922.0,39967.0,40016.0,40066.0,40119.0,40175.0,40215.0,40262.0,40330.0,40412.0,40463.0,40537.0,40621.0,40666.0,40785.0,40949.0,41141.0,41294.0,41436.0,41508.0,41554.0,41647.0,41783.0,41847.0,41909.0,41993.0,42071.0,42128.0,42182.0,42224.0,42276.0,42325.0,42386.0,42418.0,42478.0,42534.0,42593.0,42623.0,42665.0,42705.0,42782.0,42824.0,42860.0,42887.0,42912.0,42940.0,42984.0,43019.0,43054.0,43088.0,43120.0,43153.0,43203.0,43277.0,43309.0,43385.0
5012356,28800.0,28892.0,28959.0,29038.0,29056.0,29085.0,29113.0,29183.0,29195.0,29226.0,29373.0,29425.0,29529.0,29604.0,29691.0,29865.0,29952.0,30013.0,30132.0,30176.0,30359.0,30424.0,30474.0,30525.0,30578.0,30644.0,30691.0,30747.0,30819.0,30904.0,30989.0,31111.0,31210.0,31264.0,31392.0,31562.0,31834.0,32050.0,32251.0,32345.0,32400.0,32510.0,32670.0,32714.0,32756.0,32813.0,32925.0,32981.0,33033.0,33074.0,33125.0,33159.0,33202.0,33225.0,33288.0,33346.0,33406.0,33429.0,33460.0,33493.0,33555.0,33592.0,33623.0,33647.0,33669.0,33693.0,33732.0,33763.0,33791.0,33818.0,33843.0,33869.0,33904.0,33957.0,33986.0,34029.0
5012358,43200.0,43294.0,43362.0,43442.0,43460.0,43490.0,43518.0,43591.0,43606.0,43644.0,43717.0,43757.0,43854.0,43948.0,44014.0,44145.0,44210.0,44244.0,44311.0,44336.0,44439.0,44477.0,44519.0,44561.0,44606.0,44661.0,44701.0,44748.0,44812.0,44889.0,44949.0,45036.0,45132.0,45185.0,45389.0,45568.0,45786.0,45960.0,46121.0,46216.0,46273.0,46388.0,46557.0,46626.0,46693.0,46783.0,46875.0,46942.0,47005.0,47055.0,47117.0,47173.0,47243.0,47280.0,47344.0,47403.0,47465.0,47497.0,47544.0,47573.0,47629.0,47680.0,47724.0,47757.0,47788.0,47822.0,47876.0,47920.0,47953.0,47985.0,48015.0,48047.0,48102.0,48183.0,48215.0,48272.0
5012360,56400.0,56507.0,56585.0,56677.0,56697.0,56731.0,56763.0,56846.0,56865.0,56915.0,56989.0,57036.0,57129.0,57246.0,57321.0,57471.0,57545.0,57604.0,57719.0,57762.0,57939.0,58001.0,58052.0,58104.0,58159.0,58211.0,58248.0,58292.0,58358.0,58436.0,58501.0,58594.0,58710.0,58773.0,58989.0,59169.0,59430.0,59638.0,59830.0,59919.0,59982.0,60108.0,60291.0,60393.0,60492.0,60623.0,60739.0,60823.0,60902.0,60965.0,61041.0,61100.0,61173.0,61212.0,61290.0,61362.0,61437.0,61476.0,61534.0,61563.0,61618.0,61671.0,61716.0,61750.0,61782.0,61817.0,61873.0,61917.0,61950.0,61982.0,62012.0,62044.0,62098.0,62179.0,62212.0,62262.0
