tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P
5090375,67320.0,67442.0,67578.0,67741.0,67873.0,67902.0,68167.0,68267.0,68403.0,68483.0,68582.0,68686.0,68833.0,68870.0,69182.0,69206.0,69224.0,69369.0,69422.0,69479.0,69522.0,69581.0,69644.0,69730.0,69790.0,69853.0,69891.0,69949.0,70014.0,70041.0,70059.0,70177.0,70244.0,70284.0,70361.0,70477.0,70555.0,70601.0,70635.0,70690.0
5092502,39720.0,39824.0,39939.0,40049.0,40138.0,40157.0,40337.0,40406.0,40500.0,40561.0,40629.0,40699.0,40840.0,40870.0,41129.0,41149.0,41164.0,41264.0,41303.0,41349.0,41380.0,41423.0,41457.0,41520.0,41564.0,41611.0,41643.0,41692.0,41746.0,41765.0,41777.0,41858.0,41905.0,41941.0,42010.0,42108.0,42174.0,42213.0,42242.0,42288.0
5092506,55920.0,56042.0,56178.0,56341.0,56473.0,56502.0,56767.0,56867.0,57003.0,57083.0,57182.0,57286.0,57433.0,57470.0,57782.0,57806.0,57824.0,57969.0,58022.0,58079.0,58122.0,58181.0,58244.0,58330.0,58390.0,58453.0,58491.0,58549.0,58614.0,58641.0,58659.0,58777.0,58844.0,58884.0,58961.0,59077.0,59155.0,59201.0,59235.0,59290.0
5092508,64020.0,64142.0,64278.0,64441.0,64573.0,64602.0,64867.0,64967.0,65103.0,65183.0,65282.0,65386.0,65533.0,65570.0,65882.0,65906.0,65924.0,66069.0,66122.0,66179.0,66222.0,66281.0,66344.0,66430.0,66490.0,66553.0,66591.0,66649.0,66714.0,66741.0,66759.0,66877.0,66944.0,66984.0,67061.0,67177.0,67255.0,67301.0,67335.0,67390.0
5092544,56820.0,56884.0,56956.0,57048.0,57123.0,57139.0,57290.0,57356.0,57445.0,57480.0,57549.0,57620.0,57728.0,57750.0,58025.0,58046.0,58062.0,58183.0,58232.0,58275.0,58309.0,58356.0,58392.0,58459.0,58506.0,58555.0,58594.0,58654.0,58720.0,58743.0,58759.0,58860.0,58918.0,58956.0,59027.0,59126.0,59192.0,59231.0,59260.0,59308.0
5092547,73020.0,73074.0,73134.0,73254.0,73351.0,73372.0,73567.0,73627.0,73709.0,73748.0,73819.0,73892.0,74010.0,74042.0,74315.0,74336.0,74351.0,74515.0,74553.0,74602.0,74640.0,74688.0,74733.0,74810.0,74864.0,74921.0,74954.0,75005.0,75063.0,75086.0,75101.0,75200.0,75256.0,75292.0,75359.0,75452.0,75514.0,75551.0,75578.0,75622.0
5094197,65220.0,65342.0,65478.0,65641.0,65773.0,65802.0,66067.0,66167.0,66303.0,66383.0,66482.0,66586.0,66733.0,66770.0,67082.0,67106.0,67124.0,67269.0,67322.0,67379.0,67422.0,67481.0,67544.0,67630.0,67690.0,67753.0,67791.0,67849.0,67914.0,67941.0,67959.0,68077.0,68144.0,68184.0,68261.0,68377.0,68455.0,68501.0,68535.0,68590.0
5095111,59820.0,59942.0,60078.0,60241.0,60373.0,60402.0,60667.0,60767.0,60903.0,60983.0,61082.0,61186.0,61333.0,61370.0,61682.0,61706.0,61724.0,61869.0,61922.0,61979.0,62022.0,62081.0,62144.0,62230.0,62290.0,62353.0,62391.0,62449.0,62514.0,62541.0,62559.0,62677.0,62744.0,62784.0,62861.0,62977.0,63055.0,63101.0,63135.0,63190.0
5095624,52320.0,52429.0,52550.0,52683.0,52791.0,52814.0,53031.0,53121.0,53244.0,53332.0,53415.0,53502.0,53621.0,53657.0,53959.0,53983.0,53999.0,54128.0,54173.0,54220.0,54258.0,54321.0,54375.0,54460.0,54520.0,54583.0,54619.0,54675.0,54739.0,54765.0,54782.0,54895.0,54960.0,54997.0,55067.0,55178.0,55252.0,55296.0,55328.0,55382.0
5095626,60420.0,60542.0,60678.0,60841.0,60973.0,61002.0,61267.0,61367.0,61503.0,61583.0,61682.0,61786.0,61933.0,61970.0,62282.0,62306.0,62324.0,62469.0,62522.0,62579.0,62622.0,62681.0,62744.0,62830.0,62890.0,62953.0,62991.0,63049.0,63114.0,63141.0,63159.0,63277.0,63344.0,63384.0,63461.0,63577.0,63655.0,63701.0,63735.0,63790.0
5095627,68520.0,68594.0,68677.0,68808.0,68914.0,68937.0,69150.0,69221.0,69318.0,69393.0,69474.0,69558.0,69678.0,69716.0,69998.0,70020.0,70036.0,70174.0,70222.0,70274.0,70314.0,70364.0,70417.0,70497.0,70553.0,70612.0,70648.0,70703.0,70765.0,70788.0,70803.0,70903.0,70961.0,71000.0,71073.0,71182.0,71255.0,71298.0,71330.0,71382.0
5095629,76620.0,76688.0,76763.0,76880.0,76974.0,76994.0,77184.0,77248.0,77336.0,77401.0,77472.0,77546.0,77650.0,77682.0,77946.0,77967.0,77981.0,78090.0,78129.0,78173.0,78212.0,78260.0,78305.0,78376.0,78425.0,78477.0,78514.0,78571.0,78635.0,78656.0,78670.0,78760.0,78810.0,78849.0,78922.0,79022.0,79089.0,79129.0,79158.0,79207.0
5095631,83820.0,83888.0,83963.0,84080.0,84174.0,84194.0,84384.0,84448.0,84536.0,84601.0,84672.0,84746.0,84850.0,84882.0,85146.0,85167.0,85181.0,85290.0,85329.0,85373.0,85412.0,85460.0,85505.0,85576.0,85625.0,85677.0,85714.0,85771.0,85835.0,85856.0,85870.0,85960.0,86010.0,86049.0,86122.0,86222.0,86289.0,86329.0,86358.0,86407.0
5096590,41520.0,41624.0,41739.0,41849.0,41938.0,41957.0,42137.0,42206.0,42300.0,42361.0,42429.0,42499.0,42640.0,42670.0,42929.0,42949.0,42964.0,43064.0,43103.0,43149.0,43180.0,43223.0,43257.0,43320.0,43364.0,43411.0,43443.0,43492.0,43546.0,43565.0,43577.0,43658.0,43705.0,43741.0,43810.0,43908.0,43974.0,44013.0,44042.0,44088.0
5099253,28920.0,29054.0,29202.0,29334.0,29441.0,29464.0,29678.0,29734.0,29810.0,29880.0,29980.0,30084.0,30249.0,30289.0,30610.0,30635.0,30652.0,30761.0,30796.0,30831.0,30877.0,30926.0,30982.0,31055.0,31106.0,31160.0,31196.0,31252.0,31316.0,31347.0,31368.0,31502.0,31578.0,31613.0,31680.0,31797.0,31876.0,31923.0,31957.0,32013.0
5099255,37920.0,38024.0,38139.0,38249.0,38338.0,38357.0,38537.0,38606.0,38700.0,38761.0,38829.0,38899.0,39040.0,39070.0,39329.0,39349.0,39364.0,39464.0,39503.0,39549.0,39580.0,39623.0,39657.0,39720.0,39764.0,39811.0,39843.0,39892.0,39946.0,39965.0,39977.0,40058.0,40105.0,40141.0,40210.0,40308.0,40374.0,40413.0,40442.0,40488.0
5099259,54120.0,54242.0,54378.0,54541.0,54673.0,54702.0,54967.0,55067.0,55203.0,55283.0,55382.0,55486.0,55633.0,55670.0,55982.0,56006.0,56024.0,56169.0,56222.0,56279.0,56322.0,56381.0,56444.0,56530.0,56590.0,56653.0,56691.0,56749.0,56814.0,56841.0,56859.0,56977.0,57044.0,57084.0,57161.0,57277.0,57355.0,57401.0,57435.0,57490.0
5099262,73020.0,73094.0,73177.0,73308.0,73414.0,73437.0,73650.0,73721.0,73818.0,73893.0,73974.0,74058.0,74178.0,74216.0,74498.0,74520.0,74536.0,74674.0,74722.0,74774.0,74814.0,74864.0,74917.0,74997.0,75053.0,75112.0,75148.0,75203.0,75265.0,75288.0,75303.0,75403.0,75461.0,75500.0,75573.0,75682.0,75755.0,75798.0,75830.0,75882.0
5099264,80220.0,80288.0,80363.0,80480.0,80574.0,80594.0,80784.0,80848.0,80936.0,81001.0,81072.0,81146.0,81250.0,81282.0,81546.0,81567.0,81581.0,81690.0,81729.0,81773.0,81812.0,81860.0,81905.0,81976.0,82025.0,82077.0,82114.0,82171.0,82235.0,82256.0,82270.0,82360.0,82410.0,82449.0,82522.0,82622.0,82689.0,82729.0,82758.0,82807.0
5099468,32520.0,32654.0,32802.0,32934.0,33041.0,33064.0,33278.0,33334.0,33410.0,33480.0,33580.0,33684.0,33849.0,33889.0,34210.0,34235.0,34252.0,34361.0,34396.0,34431.0,34477.0,34526.0,34582.0,34655.0,34706.0,34760.0,34796.0,34852.0,34916.0,34947.0,34968.0,35102.0,35178.0,35213.0,35280.0,35397.0,35476.0,35523.0,35557.0,35613.0
5099472,48720.0,48829.0,48950.0,49083.0,49191.0,49214.0,49431.0,49521.0,49644.0,49732.0,49815.0,49902.0,50021.0,50057.0,50359.0,50383.0,50399.0,50528.0,50573.0,50620.0,50658.0,50721.0,50775.0,50860.0,50920.0,50983.0,51019.0,51075.0,51139.0,51165.0,51182.0,51295.0,51360.0,51397.0,51467.0,51578.0,51652.0,51696.0,51728.0,51782.0
5099474,57120.0,57242.0,57378.0,57541.0,57673.0,57702.0,57967.0,58067.0,58203.0,58283.0,58382.0,58486.0,58633.0,58670.0,58982.0,59006.0,59024.0,59169.0,59222.0,59279.0,59322.0,59381.0,59444.0,59530.0,59590.0,59653.0,59691.0,59749.0,59814.0,59841.0,59859.0,59977.0,60044.0,60084.0,60161.0,60277.0,60355.0,60401.0,60435.0,60490.0
5099476,65820.0,65942.0,66078.0,66241.0,66373.0,66402.0,66667.0,66767.0,66903.0,66983.0,67082.0,67186.0,67333.0,67370.0,67682.0,67706.0,67724.0,67869.0,67922.0,67979.0,68022.0,68081.0,68144.0,68230.0,68290.0,68353.0,68391.0,68449.0,68514.0,68541.0,68559.0,68677.0,68744.0,68784.0,68861.0,68977.0,69055.0,69101.0,69135.0,69190.0
5099478,74820.0,74894.0,74977.0,75108.0,75214.0,75237.0,75450.0,75521.0,75618.0,75693.0,75774.0,75858.0,75978.0,76016.0,76298.0,76320.0,76336.0,76474.0,76522.0,76574.0,76614.0,76664.0,76717.0,76797.0,76853.0,76912.0,76948.0,77003.0,77065.0,77088.0,77103.0,77203.0,77261.0,77300.0,77373.0,77482.0,77555.0,77598.0,77630.0,77682.0
5099480,82020.0,82088.0,82163.0,82280.0,82374.0,82394.0,82584.0,82648.0,82736.0,82801.0,82872.0,82946.0,83050.0,83082.0,83346.0,83367.0,83381.0,83490.0,83529.0,83573.0,83612.0,83660.0,83705.0,83776.0,83825.0,83877.0,83914.0,83971.0,84035.0,84056.0,84070.0,84160.0,84210.0,84249.0,84322.0,84422.0,84489.0,84529.0,84558.0,84607.0
5099923,67620.0,67684.0,67756.0,67848.0,67923.0,67939.0,68090.0,68156.0,68245.0,68280.0,68349.0,68420.0,68528.0,68550.0,68825.0,68846.0,68862.0,68983.0,69032.0,69075.0,69109.0,69156.0,69192.0,69259.0,69306.0,69355.0,69394.0,69454.0,69520.0,69543.0,69559.0,69660.0,69718.0,69756.0,69827.0,69926.0,69992.0,70031.0,70060.0,70108.0
5099925,74820.0,74874.0,74934.0,75054.0,75151.0,75172.0,75367.0,75427.0,75509.0,75548.0,75619.0,75692.0,75810.0,75842.0,76115.0,76136.0,76151.0,76315.0,76353.0,76402.0,76440.0,76488.0,76533.0,76610.0,76664.0,76721.0,76754.0,76805.0,76863.0,76886.0,76901.0,77000.0,77056.0,77092.0,77159.0,77252.0,77314.0,77351.0,77378.0,77422.0
5099927,82020.0,82134.0,82260.0,82360.0,82441.0,82459.0,82620.0,82671.0,82740.0,82860.0,82889.0,82920.0,83040.0,83340.0,83446.0,83454.0,83460.0,83520.0,83580.0,83640.0,83700.0,83760.0,83880.0,83905.0,83922.0,83940.0,83968.0,84011.0,84060.0,84081.0,84095.0,84187.0,84240.0,84281.0,84360.0,84487.0,84572.0,84623.0,84660.0,84720.0
5100374,46920.0,47029.0,47150.0,47283.0,47391.0,47414.0,47631.0,47721.0,47844.0,47932.0,48015.0,48102.0,48221.0,48257.0,48559.0,48583.0,48599.0,48728.0,48773.0,48820.0,48858.0,48921.0,48975.0,49060.0,49120.0,49183.0,49219.0,49275.0,49339.0,49365.0,49382.0,49495.0,49560.0,49597.0,49667.0,49778.0,49852.0,49896.0,49928.0,49982.0
5102412,61020.0,61142.0,61278.0,61441.0,61573.0,61602.0,61867.0,61967.0,62103.0,62183.0,62282.0,62386.0,62533.0,62570.0,62882.0,62906.0,62924.0,63069.0,63122.0,63179.0,63222.0,63281.0,63344.0,63430.0,63490.0,63553.0,63591.0,63649.0,63714.0,63741.0,63759.0,63877.0,63944.0,63984.0,64061.0,64177.0,64255.0,64301.0,64335.0,64390.0
5102414,69720.0,69794.0,69877.0,70008.0,70114.0,70137.0,70350.0,70421.0,70518.0,70593.0,70674.0,70758.0,70878.0,70916.0,71198.0,71220.0,71236.0,71374.0,71422.0,71474.0,71514.0,71564.0,71617.0,71697.0,71753.0,71812.0,71848.0,71903.0,71965.0,71988.0,72003.0,72103.0,72161.0,72200.0,72273.0,72382.0,72455.0,72498.0,72530.0,72582.0
5102416,78420.0,78488.0,78563.0,78680.0,78774.0,78794.0,78984.0,79048.0,79136.0,79201.0,79272.0,79346.0,79450.0,79482.0,79746.0,79767.0,79781.0,79890.0,79929.0,79973.0,80012.0,80060.0,80105.0,80176.0,80225.0,80277.0,80314.0,80371.0,80435.0,80456.0,80470.0,80560.0,80610.0,80649.0,80722.0,80822.0,80889.0,80929.0,80958.0,81007.0
5105106,41520.0,41624.0,41739.0,41849.0,41938.0,41957.0,42137.0,42206.0,42300.0,42361.0,42429.0,42499.0,42640.0,42670.0,42929.0,42949.0,42964.0,43064.0,43103.0,43149.0,43180.0,43223.0,43257.0,43320.0,43364.0,43411.0,43443.0,43492.0,43546.0,43565.0,43577.0,43658.0,43705.0,43741.0,43810.0,43908.0,43974.0,44013.0,44042.0,44088.0
5106200,58320.0,58442.0,58578.0,58741.0,58873.0,58902.0,59167.0,59267.0,59403.0,59483.0,59582.0,59686.0,59833.0,59870.0,60182.0,60206.0,60224.0,60369.0,60422.0,60479.0,60522.0,60581.0,60644.0,60730.0,60790.0,60853.0,60891.0,60949.0,61014.0,61041.0,61059.0,61177.0,61244.0,61284.0,61361.0,61477.0,61555.0,61601.0,61635.0,61690.0
5106201,66420.0,66542.0,66678.0,66841.0,66973.0,67002.0,67267.0,67367.0,67503.0,67583.0,67682.0,67786.0,67933.0,67970.0,68282.0,68306.0,68324.0,68469.0,68522.0,68579.0,68622.0,68681.0,68744.0,68830.0,68890.0,68953.0,68991.0,69049.0,69114.0,69141.0,69159.0,69277.0,69344.0,69384.0,69461.0,69577.0,69655.0,69701.0,69735.0,69790.0
5108434,65220.0,65342.0,65478.0,65641.0,65773.0,65802.0,66067.0,66167.0,66303.0,66383.0,66482.0,66586.0,66733.0,66770.0,67082.0,67106.0,67124.0,67269.0,67322.0,67379.0,67422.0,67481.0,67544.0,67630.0,67690.0,67753.0,67791.0,67849.0,67914.0,67941.0,67959.0,68077.0,68144.0,68184.0,68261.0,68377.0,68455.0,68501.0,68535.0,68590.0
5108891,48720.0,48829.0,48950.0,49083.0,49191.0,49214.0,49431.0,49521.0,49644.0,49732.0,49815.0,49902.0,50021.0,50057.0,50359.0,50383.0,50399.0,50528.0,50573.0,50620.0,50658.0,50721.0,50775.0,50860.0,50920.0,50983.0,51019.0,51075.0,51139.0,51165.0,51182.0,51295.0,51360.0,51397.0,51467.0,51578.0,51652.0,51696.0,51728.0,51782.0
5108895,65820.0,65942.0,66078.0,66241.0,66373.0,66402.0,66667.0,66767.0,66903.0,66983.0,67082.0,67186.0,67333.0,67370.0,67682.0,67706.0,67724.0,67869.0,67922.0,67979.0,68022.0,68081.0,68144.0,68230.0,68290.0,68353.0,68391.0,68449.0,68514.0,68541.0,68559.0,68677.0,68744.0,68784.0,68861.0,68977.0,69055.0,69101.0,69135.0,69190.0
5108897,74820.0,74894.0,74977.0,75108.0,75214.0,75237.0,75450.0,75521.0,75618.0,75693.0,75774.0,75858.0,75978.0,76016.0,76298.0,76320.0,76336.0,76474.0,76522.0,76574.0,76614.0,76664.0,76717.0,76797.0,76853.0,76912.0,76948.0,77003.0,77065.0,77088.0,77103.0,77203.0,77261.0,77300.0,77373.0,77482.0,77555.0,77598.0,77630.0,77682.0
5108899,82020.0,82088.0,82163.0,82280.0,82374.0,82394.0,82584.0,82648.0,82736.0,82801.0,82872.0,82946.0,83050.0,83082.0,83346.0,83367.0,83381.0,83490.0,83529.0,83573.0,83612.0,83660.0,83705.0,83776.0,83825.0,83877.0,83914.0,83971.0,84035.0,84056.0,84070.0,84160.0,84210.0,84249.0,84322.0,84422.0,84489.0,84529.0,84558.0,84607.0
5110052,45120.0,45229.0,45350.0,45483.0,45591.0,45614.0,45831.0,45921.0,46044.0,46132.0,46215.0,46302.0,46421.0,46457.0,46759.0,46783.0,46799.0,46928.0,46973.0,47020.0,47058.0,47121.0,47175.0,47260.0,47320.0,47383.0,47419.0,47475.0,47539.0,47565.0,47582.0,47695.0,47760.0,47797.0,47867.0,47978.0,48052.0,48096.0,48128.0,48182.0
5111827,71220.0,71294.0,71377.0,71508.0,71614.0,71637.0,71850.0,71921.0,72018.0,72093.0,72174.0,72258.0,72378.0,72416.0,72698.0,72720.0,72736.0,72874.0,72922.0,72974.0,73014.0,73064.0,73117.0,73197.0,73253.0,73312.0,73348.0,73403.0,73465.0,73488.0,73503.0,73603.0,73661.0,73700.0,73773.0,73882.0,73955.0,73998.0,74030.0,74082.0
5113492,52320.0,52429.0,52550.0,52683.0,52791.0,52814.0,53031.0,53121.0,53244.0,53332.0,53415.0,53502.0,53621.0,53657.0,53959.0,53983.0,53999.0,54128.0,54173.0,54220.0,54258.0,54321.0,54375.0,54460.0,54520.0,54583.0,54619.0,54675.0,54739.0,54765.0,54782.0,54895.0,54960.0,54997.0,55067.0,55178.0,55252.0,55296.0,55328.0,55382.0
5113494,60420.0,60542.0,60678.0,60841.0,60973.0,61002.0,61267.0,61367.0,61503.0,61583.0,61682.0,61786.0,61933.0,61970.0,62282.0,62306.0,62324.0,62469.0,62522.0,62579.0,62622.0,62681.0,62744.0,62830.0,62890.0,62953.0,62991.0,63049.0,63114.0,63141.0,63159.0,63277.0,63344.0,63384.0,63461.0,63577.0,63655.0,63701.0,63735.0,63790.0
5113495,68520.0,68594.0,68677.0,68808.0,68914.0,68937.0,69150.0,69221.0,69318.0,69393.0,69474.0,69558.0,69678.0,69716.0,69998.0,70020.0,70036.0,70174.0,70222.0,70274.0,70314.0,70364.0,70417.0,70497.0,70553.0,70612.0,70648.0,70703.0,70765.0,70788.0,70803.0,70903.0,70961.0,71000.0,71073.0,71182.0,71255.0,71298.0,71330.0,71382.0
5113497,76620.0,76688.0,76763.0,76880.0,76974.0,76994.0,77184.0,77248.0,77336.0,77401.0,77472.0,77546.0,77650.0,77682.0,77946.0,77967.0,77981.0,78090.0,78129.0,78173.0,78212.0,78260.0,78305.0,78376.0,78425.0,78477.0,78514.0,78571.0,78635.0,78656.0,78670.0,78760.0,78810.0,78849.0,78922.0,79022.0,79089.0,79129.0,79158.0,79207.0
5113499,83820.0,83888.0,83963.0,84080.0,84174.0,84194.0,84384.0,84448.0,84536.0,84601.0,84672.0,84746.0,84850.0,84882.0,85146.0,85167.0,85181.0,85290.0,85329.0,85373.0,85412.0,85460.0,85505.0,85576.0,85625.0,85677.0,85714.0,85771.0,85835.0,85856.0,85870.0,85960.0,86010.0,86049.0,86122.0,86222.0,86289.0,86329.0,86358.0,86407.0
5115600,55920.0,56042.0,56178.0,56341.0,56473.0,56502.0,56767.0,56867.0,57003.0,57083.0,57182.0,57286.0,57433.0,57470.0,57782.0,57806.0,57824.0,57969.0,58022.0,58079.0,58122.0,58181.0,58244.0,58330.0,58390.0,58453.0,58491.0,58549.0,58614.0,58641.0,58659.0,58777.0,58844.0,58884.0,58961.0,59077.0,59155.0,59201.0,59235.0,59290.0
