tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P
0,4745.0,4989.0,4990.0,4991.0,4992.0,4986.0,7107.0,7102.0,7103.0,7104.0,7105.0,7106.0,5071.0,5072.0,4321.0,7570.0,7342.0,7125.0,7344.0,7334.0,6274.0,1838.0,2338.0,661.0,7026.0
5003822,57600.0,57631.0,57776.0,57803.0,57843.0,58200.0,58227.0,58243.0,58294.0,58327.0,58353.0,58369.0,58554.0,58612.0,58653.0,58694.0,58744.0,58800.0,58899.0,59040.0,59214.0,59276.0,59384.0,59510.0,59700.0
5003823,61200.0,61231.0,61376.0,61403.0,61443.0,61800.0,61827.0,61843.0,61894.0,61927.0,61953.0,61969.0,62154.0,62212.0,62253.0,62294.0,62344.0,62400.0,62499.0,62640.0,62814.0,62876.0,62984.0,63110.0,63300.0
5003824,64800.0,64819.0,64907.0,64923.0,64947.0,65162.0,65190.0,65207.0,65260.0,65294.0,65321.0,65338.0,65529.0,65589.0,65631.0,65673.0,65724.0,65781.0,65820.0,65875.0,65943.0,65967.0,66009.0,66058.0,66131.0
5095945,61200.0,61231.0,61376.0,61403.0,61443.0,61800.0,61827.0,61843.0,61894.0,61927.0,61953.0,61969.0,62154.0,62212.0,62253.0,62294.0,62344.0,62400.0,62499.0,62640.0,62814.0,62876.0,62984.0,63110.0,63300.0
5095946,64800.0,64818.0,64902.0,64918.0,64941.0,65148.0,65175.0,65191.0,65242.0,65274.0,65300.0,65316.0,65499.0,65557.0,65597.0,65638.0,65687.0,65743.0,65780.0,65833.0,65898.0,65921.0,65961.0,66008.0,66080.0
