tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P
5018670,60000.0,60059.0,60081.0,60133.0,60192.0,60219.0,60281.0,60328.0,60347.0,60406.0,60468.0,60524.0,60622.0,60792.0,60884.0,60935.0,61006.0,61064.0,61170.0,61416.0,61747.0,61937.0,61960.0,62113.0,62201.0,62285.0,62406.0,62520.0,62568.0,62678.0,62729.0,62795.0,62866.0,62964.0,63015.0,63058.0,63171.0,63219.0,63253.0,63298.0,63332.0,63376.0,63434.0
5085101,36000.0,36056.0,36077.0,36127.0,36184.0,36210.0,36269.0,36320.0,36340.0,36378.0,36434.0,36485.0,36575.0,36708.0,36780.0,36820.0,36878.0,36926.0,37011.0,37220.0,37502.0,37663.0,37684.0,37827.0,37885.0,37941.0,38017.0,38072.0,38095.0,38149.0,38184.0,38231.0,38279.0,38346.0,38382.0,38417.0,38509.0,38549.0,38577.0,38615.0,38644.0,38681.0,38730.0
5085103,45600.0,45660.0,45683.0,45736.0,45797.0,45825.0,45888.0,45939.0,45959.0,46002.0,46057.0,46106.0,46193.0,46343.0,46424.0,46469.0,46529.0,46578.0,46668.0,46873.0,47150.0,47308.0,47329.0,47469.0,47531.0,47590.0,47661.0,47730.0,47759.0,47826.0,47863.0,47911.0,47967.0,48044.0,48085.0,48127.0,48239.0,48284.0,48316.0,48358.0,48390.0,48431.0,48485.0
5085105,55200.0,55256.0,55277.0,55327.0,55384.0,55410.0,55470.0,55515.0,55533.0,55590.0,55649.0,55703.0,55798.0,55962.0,56050.0,56099.0,56168.0,56224.0,56325.0,56561.0,56880.0,57063.0,57085.0,57232.0,57316.0,57397.0,57513.0,57623.0,57669.0,57775.0,57824.0,57888.0,57956.0,58050.0,58100.0,58141.0,58250.0,58296.0,58329.0,58372.0,58405.0,58447.0,58503.0
5085107,64800.0,64857.0,64878.0,64928.0,64985.0,65011.0,65071.0,65112.0,65128.0,65163.0,65213.0,65258.0,65337.0,65478.0,65554.0,65597.0,65667.0,65725.0,65829.0,66071.0,66397.0,66583.0,66601.0,66726.0,66801.0,66873.0,66955.0,67015.0,67040.0,67099.0,67140.0,67194.0,67272.0,67380.0,67437.0,67477.0,67581.0,67622.0,67651.0,67689.0,67718.0,67755.0,67803.0
5085109,73800.0,73852.0,73872.0,73918.0,73971.0,73995.0,74049.0,74088.0,74104.0,74144.0,74185.0,74222.0,74288.0,74422.0,74494.0,74534.0,74592.0,74640.0,74726.0,74910.0,75158.0,75301.0,75316.0,75421.0,75479.0,75535.0,75652.0,75884.0,75981.0,76206.0,76239.0,76282.0,76335.0,76409.0,76448.0,76483.0,76575.0,76617.0,76647.0,76686.0,76716.0,76755.0,76806.0
5085111,81000.0,81045.0,81062.0,81102.0,81148.0,81169.0,81216.0,81252.0,81266.0,81304.0,81337.0,81367.0,81419.0,81540.0,81605.0,81641.0,81684.0,81720.0,81784.0,81987.0,82261.0,82419.0,82432.0,82522.0,82570.0,82617.0,82681.0,82778.0,82819.0,82913.0,82942.0,82980.0,83021.0,83078.0,83108.0,83141.0,83228.0,83267.0,83294.0,83330.0,83358.0,83394.0,83441.0
5087092,28200.0,28264.0,28288.0,28344.0,28409.0,28439.0,28506.0,28562.0,28584.0,28655.0,28747.0,28830.0,28976.0,29158.0,29256.0,29310.0,29380.0,29438.0,29542.0,29800.0,30147.0,30346.0,30365.0,30495.0,30567.0,30637.0,30714.0,30776.0,30802.0,30861.0,30899.0,30949.0,31001.0,31074.0,31112.0,31147.0,31240.0,31277.0,31303.0,31338.0,31365.0,31399.0,31444.0
5087094,37200.0,37256.0,37277.0,37327.0,37384.0,37410.0,37469.0,37520.0,37540.0,37578.0,37634.0,37685.0,37775.0,37908.0,37980.0,38020.0,38078.0,38126.0,38211.0,38420.0,38702.0,38863.0,38884.0,39027.0,39085.0,39141.0,39217.0,39272.0,39295.0,39349.0,39384.0,39431.0,39479.0,39546.0,39582.0,39617.0,39709.0,39749.0,39777.0,39815.0,39844.0,39881.0,39930.0
5087096,46800.0,46860.0,46883.0,46936.0,46997.0,47025.0,47088.0,47139.0,47159.0,47202.0,47257.0,47306.0,47393.0,47543.0,47624.0,47669.0,47729.0,47778.0,47868.0,48073.0,48350.0,48508.0,48529.0,48669.0,48731.0,48790.0,48861.0,48930.0,48959.0,49026.0,49063.0,49111.0,49167.0,49244.0,49285.0,49327.0,49439.0,49484.0,49516.0,49558.0,49590.0,49631.0,49685.0
5087098,56400.0,56456.0,56477.0,56527.0,56584.0,56610.0,56670.0,56715.0,56733.0,56790.0,56849.0,56903.0,56998.0,57162.0,57250.0,57299.0,57368.0,57424.0,57525.0,57761.0,58080.0,58263.0,58285.0,58432.0,58516.0,58597.0,58713.0,58823.0,58869.0,58975.0,59024.0,59088.0,59156.0,59250.0,59300.0,59341.0,59450.0,59496.0,59529.0,59572.0,59605.0,59647.0,59703.0
5088104,33600.0,33660.0,33683.0,33736.0,33797.0,33825.0,33888.0,33933.0,33951.0,33990.0,34077.0,34155.0,34293.0,34469.0,34564.0,34617.0,34675.0,34722.0,34807.0,35055.0,35389.0,35581.0,35598.0,35714.0,35778.0,35840.0,35913.0,35971.0,35995.0,36051.0,36086.0,36132.0,36185.0,36258.0,36296.0,36329.0,36417.0,36461.0,36492.0,36533.0,36564.0,36604.0,36657.0
5088106,43200.0,43260.0,43283.0,43336.0,43397.0,43425.0,43488.0,43539.0,43559.0,43602.0,43657.0,43706.0,43793.0,43943.0,44024.0,44069.0,44129.0,44178.0,44268.0,44473.0,44750.0,44908.0,44929.0,45069.0,45131.0,45190.0,45261.0,45330.0,45359.0,45426.0,45463.0,45511.0,45567.0,45644.0,45685.0,45727.0,45839.0,45884.0,45916.0,45958.0,45990.0,46031.0,46085.0
5088108,52800.0,52860.0,52883.0,52936.0,52997.0,53025.0,53088.0,53139.0,53159.0,53202.0,53257.0,53306.0,53393.0,53543.0,53624.0,53669.0,53729.0,53778.0,53868.0,54073.0,54350.0,54508.0,54529.0,54669.0,54731.0,54790.0,54861.0,54930.0,54959.0,55026.0,55063.0,55111.0,55167.0,55244.0,55285.0,55327.0,55439.0,55484.0,55516.0,55558.0,55590.0,55631.0,55685.0
5088110,62400.0,62456.0,62477.0,62526.0,62583.0,62609.0,62668.0,62714.0,62733.0,62788.0,62835.0,62877.0,62952.0,63110.0,63195.0,63242.0,63316.0,63377.0,63487.0,63775.0,64163.0,64385.0,64407.0,64554.0,64637.0,64716.0,64833.0,64926.0,64965.0,65056.0,65104.0,65166.0,65237.0,65335.0,65387.0,65426.0,65528.0,65573.0,65605.0,65647.0,65680.0,65722.0,65777.0
5088112,72000.0,72052.0,72072.0,72118.0,72171.0,72195.0,72249.0,72288.0,72304.0,72344.0,72385.0,72422.0,72488.0,72622.0,72694.0,72734.0,72792.0,72840.0,72926.0,73110.0,73358.0,73501.0,73516.0,73621.0,73679.0,73735.0,73852.0,74084.0,74181.0,74406.0,74439.0,74482.0,74535.0,74609.0,74648.0,74683.0,74775.0,74817.0,74847.0,74886.0,74916.0,74955.0,75006.0
5088114,79200.0,79245.0,79262.0,79302.0,79348.0,79369.0,79416.0,79452.0,79466.0,79504.0,79537.0,79567.0,79619.0,79740.0,79805.0,79841.0,79884.0,79920.0,79984.0,80187.0,80461.0,80619.0,80632.0,80722.0,80770.0,80817.0,80881.0,80978.0,81019.0,81113.0,81142.0,81180.0,81221.0,81278.0,81308.0,81341.0,81428.0,81467.0,81494.0,81530.0,81558.0,81594.0,81641.0
5088856,37800.0,37844.0,37861.0,37900.0,37945.0,37966.0,38013.0,38069.0,38091.0,38131.0,38192.0,38247.0,38343.0,38436.0,38486.0,38514.0,38602.0,38674.0,38803.0,38926.0,39092.0,39188.0,39206.0,39325.0,39372.0,39418.0,39484.0,39541.0,39565.0,39619.0,39655.0,39703.0,39727.0,39760.0,39777.0,39818.0,39924.0,39972.0,40006.0,40051.0,40085.0,40129.0,40187.0
5088858,45000.0,45054.0,45075.0,45123.0,45178.0,45203.0,45261.0,45314.0,45335.0,45381.0,45434.0,45482.0,45567.0,45686.0,45750.0,45786.0,45857.0,45915.0,46019.0,46212.0,46472.0,46621.0,46640.0,46768.0,46813.0,46857.0,46929.0,46984.0,47007.0,47060.0,47091.0,47131.0,47178.0,47244.0,47279.0,47309.0,47388.0,47427.0,47454.0,47490.0,47518.0,47554.0,47600.0
5088860,52200.0,52254.0,52275.0,52323.0,52378.0,52403.0,52461.0,52514.0,52535.0,52581.0,52634.0,52682.0,52767.0,52886.0,52950.0,52986.0,53057.0,53115.0,53219.0,53412.0,53672.0,53821.0,53840.0,53968.0,54013.0,54057.0,54129.0,54184.0,54207.0,54260.0,54291.0,54331.0,54378.0,54444.0,54479.0,54509.0,54588.0,54627.0,54654.0,54690.0,54718.0,54754.0,54800.0
5088862,59400.0,59453.0,59473.0,59520.0,59574.0,59598.0,59654.0,59703.0,59722.0,59754.0,59806.0,59853.0,59937.0,60054.0,60117.0,60152.0,60207.0,60252.0,60332.0,60531.0,60800.0,60954.0,60975.0,61114.0,61175.0,61234.0,61290.0,61341.0,61362.0,61412.0,61448.0,61495.0,61549.0,61623.0,61662.0,61701.0,61805.0,61847.0,61877.0,61916.0,61946.0,61985.0,62037.0
5088864,66600.0,66654.0,66675.0,66723.0,66778.0,66803.0,66860.0,66905.0,66923.0,66986.0,67025.0,67060.0,67123.0,67249.0,67317.0,67354.0,67409.0,67454.0,67534.0,67723.0,67977.0,68123.0,68139.0,68246.0,68284.0,68320.0,68379.0,68453.0,68484.0,68556.0,68579.0,68610.0,68651.0,68707.0,68737.0,68778.0,68884.0,68916.0,68939.0,68969.0,68992.0,69022.0,69060.0
5088866,73800.0,73851.0,73870.0,73915.0,73966.0,73989.0,74043.0,74093.0,74113.0,74147.0,74184.0,74217.0,74275.0,74370.0,74421.0,74450.0,74503.0,74547.0,74626.0,74863.0,75182.0,75365.0,75381.0,75492.0,75542.0,75590.0,75662.0,75724.0,75750.0,75810.0,75847.0,75896.0,75941.0,76004.0,76037.0,76076.0,76178.0,76221.0,76251.0,76291.0,76322.0,76361.0,76413.0
5088868,81000.0,81044.0,81061.0,81100.0,81144.0,81164.0,81209.0,81247.0,81262.0,81290.0,81323.0,81352.0,81404.0,81483.0,81526.0,81549.0,81584.0,81613.0,81665.0,81881.0,82172.0,82338.0,82350.0,82434.0,82492.0,82547.0,82601.0,82651.0,82672.0,82720.0,82753.0,82797.0,82835.0,82887.0,82915.0,82944.0,83021.0,83058.0,83084.0,83118.0,83144.0,83178.0,83221.0
5089864,31200.0,31264.0,31288.0,31344.0,31409.0,31439.0,31506.0,31562.0,31584.0,31655.0,31747.0,31830.0,31976.0,32158.0,32256.0,32310.0,32380.0,32438.0,32542.0,32800.0,33147.0,33346.0,33365.0,33495.0,33567.0,33637.0,33714.0,33776.0,33802.0,33861.0,33899.0,33949.0,34001.0,34074.0,34112.0,34147.0,34240.0,34277.0,34303.0,34338.0,34365.0,34399.0,34444.0
5089866,40800.0,40856.0,40877.0,40927.0,40984.0,41010.0,41069.0,41120.0,41140.0,41178.0,41234.0,41285.0,41375.0,41508.0,41580.0,41620.0,41678.0,41726.0,41811.0,42020.0,42302.0,42463.0,42484.0,42627.0,42685.0,42741.0,42817.0,42872.0,42895.0,42949.0,42984.0,43031.0,43079.0,43146.0,43182.0,43217.0,43309.0,43349.0,43377.0,43415.0,43444.0,43481.0,43530.0
5089868,50400.0,50460.0,50483.0,50536.0,50597.0,50625.0,50688.0,50739.0,50759.0,50802.0,50857.0,50906.0,50993.0,51143.0,51224.0,51269.0,51329.0,51378.0,51468.0,51673.0,51950.0,52108.0,52129.0,52269.0,52331.0,52390.0,52461.0,52530.0,52559.0,52626.0,52663.0,52711.0,52767.0,52844.0,52885.0,52927.0,53039.0,53084.0,53116.0,53158.0,53190.0,53231.0,53285.0
5089870,60000.0,60056.0,60077.0,60127.0,60184.0,60210.0,60270.0,60315.0,60333.0,60390.0,60449.0,60503.0,60598.0,60762.0,60850.0,60899.0,60968.0,61024.0,61125.0,61361.0,61680.0,61863.0,61885.0,62032.0,62116.0,62197.0,62313.0,62423.0,62469.0,62575.0,62624.0,62688.0,62756.0,62850.0,62900.0,62941.0,63050.0,63096.0,63129.0,63172.0,63205.0,63247.0,63303.0
5090651,36000.0,36044.0,36061.0,36100.0,36145.0,36166.0,36213.0,36269.0,36291.0,36331.0,36392.0,36447.0,36543.0,36636.0,36686.0,36714.0,36802.0,36874.0,37003.0,37126.0,37292.0,37388.0,37406.0,37525.0,37572.0,37618.0,37684.0,37741.0,37765.0,37819.0,37855.0,37903.0,37927.0,37960.0,37977.0,38018.0,38124.0,38172.0,38206.0,38251.0,38285.0,38329.0,38387.0
5090655,51000.0,51054.0,51075.0,51123.0,51178.0,51203.0,51261.0,51314.0,51335.0,51381.0,51434.0,51482.0,51567.0,51686.0,51750.0,51786.0,51857.0,51915.0,52019.0,52212.0,52472.0,52621.0,52640.0,52768.0,52813.0,52857.0,52929.0,52984.0,53007.0,53060.0,53091.0,53131.0,53178.0,53244.0,53279.0,53309.0,53388.0,53427.0,53454.0,53490.0,53518.0,53554.0,53600.0
5090657,58200.0,58253.0,58273.0,58320.0,58374.0,58398.0,58454.0,58503.0,58522.0,58554.0,58606.0,58653.0,58737.0,58854.0,58917.0,58952.0,59007.0,59052.0,59132.0,59331.0,59600.0,59754.0,59775.0,59914.0,59975.0,60034.0,60090.0,60141.0,60162.0,60212.0,60248.0,60295.0,60349.0,60423.0,60462.0,60501.0,60605.0,60647.0,60677.0,60716.0,60746.0,60785.0,60837.0
5090659,65400.0,65454.0,65475.0,65523.0,65578.0,65603.0,65660.0,65705.0,65723.0,65786.0,65825.0,65860.0,65923.0,66049.0,66117.0,66154.0,66209.0,66254.0,66334.0,66523.0,66777.0,66923.0,66939.0,67046.0,67084.0,67120.0,67179.0,67253.0,67284.0,67356.0,67379.0,67410.0,67451.0,67507.0,67537.0,67578.0,67684.0,67716.0,67739.0,67769.0,67792.0,67822.0,67860.0
5092152,41400.0,41444.0,41461.0,41500.0,41545.0,41566.0,41613.0,41669.0,41691.0,41731.0,41792.0,41847.0,41943.0,42036.0,42086.0,42114.0,42202.0,42274.0,42403.0,42526.0,42692.0,42788.0,42806.0,42925.0,42972.0,43018.0,43084.0,43141.0,43165.0,43219.0,43255.0,43303.0,43327.0,43360.0,43377.0,43418.0,43524.0,43572.0,43606.0,43651.0,43685.0,43729.0,43787.0
5092154,48600.0,48654.0,48675.0,48723.0,48778.0,48803.0,48861.0,48914.0,48935.0,48981.0,49034.0,49082.0,49167.0,49286.0,49350.0,49386.0,49457.0,49515.0,49619.0,49812.0,50072.0,50221.0,50240.0,50368.0,50413.0,50457.0,50529.0,50584.0,50607.0,50660.0,50691.0,50731.0,50778.0,50844.0,50879.0,50909.0,50988.0,51027.0,51054.0,51090.0,51118.0,51154.0,51200.0
5092156,55800.0,55853.0,55873.0,55920.0,55974.0,55998.0,56054.0,56103.0,56122.0,56154.0,56206.0,56253.0,56337.0,56454.0,56517.0,56552.0,56607.0,56652.0,56732.0,56931.0,57200.0,57354.0,57375.0,57514.0,57575.0,57634.0,57690.0,57741.0,57762.0,57812.0,57848.0,57895.0,57949.0,58023.0,58062.0,58101.0,58205.0,58247.0,58277.0,58316.0,58346.0,58385.0,58437.0
5092158,63000.0,63055.0,63076.0,63125.0,63181.0,63206.0,63264.0,63297.0,63310.0,63353.0,63392.0,63428.0,63491.0,63597.0,63654.0,63686.0,63737.0,63779.0,63855.0,64017.0,64235.0,64360.0,64375.0,64475.0,64538.0,64599.0,64658.0,64725.0,64753.0,64817.0,64856.0,64907.0,64954.0,65019.0,65054.0,65100.0,65220.0,65263.0,65293.0,65333.0,65364.0,65403.0,65455.0
5092160,70200.0,70251.0,70270.0,70315.0,70366.0,70389.0,70443.0,70493.0,70513.0,70547.0,70584.0,70617.0,70675.0,70770.0,70821.0,70850.0,70903.0,70947.0,71026.0,71263.0,71582.0,71765.0,71781.0,71892.0,71942.0,71990.0,72062.0,72124.0,72150.0,72210.0,72247.0,72296.0,72341.0,72404.0,72437.0,72476.0,72578.0,72621.0,72651.0,72691.0,72722.0,72761.0,72813.0
5092162,77400.0,77444.0,77461.0,77500.0,77544.0,77564.0,77609.0,77647.0,77662.0,77690.0,77723.0,77752.0,77804.0,77883.0,77926.0,77949.0,77984.0,78013.0,78065.0,78281.0,78572.0,78738.0,78750.0,78834.0,78892.0,78947.0,79001.0,79051.0,79072.0,79120.0,79153.0,79197.0,79235.0,79287.0,79315.0,79344.0,79421.0,79458.0,79484.0,79518.0,79544.0,79578.0,79621.0
5092829,42600.0,42654.0,42675.0,42723.0,42778.0,42803.0,42861.0,42914.0,42935.0,42981.0,43034.0,43082.0,43167.0,43286.0,43350.0,43386.0,43457.0,43515.0,43619.0,43812.0,44072.0,44221.0,44240.0,44368.0,44413.0,44457.0,44529.0,44584.0,44607.0,44660.0,44691.0,44731.0,44778.0,44844.0,44879.0,44909.0,44988.0,45027.0,45054.0,45090.0,45118.0,45154.0,45200.0
5092831,49800.0,49854.0,49875.0,49923.0,49978.0,50003.0,50061.0,50114.0,50135.0,50181.0,50234.0,50282.0,50367.0,50486.0,50550.0,50586.0,50657.0,50715.0,50819.0,51012.0,51272.0,51421.0,51440.0,51568.0,51613.0,51657.0,51729.0,51784.0,51807.0,51860.0,51891.0,51931.0,51978.0,52044.0,52079.0,52109.0,52188.0,52227.0,52254.0,52290.0,52318.0,52354.0,52400.0
5092833,57000.0,57053.0,57073.0,57120.0,57174.0,57198.0,57254.0,57303.0,57322.0,57354.0,57406.0,57453.0,57537.0,57654.0,57717.0,57752.0,57807.0,57852.0,57932.0,58131.0,58400.0,58554.0,58575.0,58714.0,58775.0,58834.0,58890.0,58941.0,58962.0,59012.0,59048.0,59095.0,59149.0,59223.0,59262.0,59301.0,59405.0,59447.0,59477.0,59516.0,59546.0,59585.0,59637.0
5092835,64200.0,64254.0,64275.0,64323.0,64378.0,64403.0,64460.0,64505.0,64523.0,64586.0,64625.0,64660.0,64723.0,64849.0,64917.0,64954.0,65009.0,65054.0,65134.0,65323.0,65577.0,65723.0,65739.0,65846.0,65884.0,65920.0,65979.0,66053.0,66084.0,66156.0,66179.0,66210.0,66251.0,66307.0,66337.0,66378.0,66484.0,66516.0,66539.0,66569.0,66592.0,66622.0,66660.0
5092837,72000.0,72051.0,72070.0,72115.0,72166.0,72189.0,72243.0,72293.0,72313.0,72347.0,72384.0,72417.0,72475.0,72570.0,72621.0,72650.0,72703.0,72747.0,72826.0,73063.0,73382.0,73565.0,73581.0,73692.0,73742.0,73790.0,73862.0,73924.0,73950.0,74010.0,74047.0,74096.0,74141.0,74204.0,74237.0,74276.0,74378.0,74421.0,74451.0,74491.0,74522.0,74561.0,74613.0
5092839,79200.0,79244.0,79261.0,79300.0,79344.0,79364.0,79409.0,79447.0,79462.0,79490.0,79523.0,79552.0,79604.0,79683.0,79726.0,79749.0,79784.0,79813.0,79865.0,80081.0,80372.0,80538.0,80550.0,80634.0,80692.0,80747.0,80801.0,80851.0,80872.0,80920.0,80953.0,80997.0,81035.0,81087.0,81115.0,81144.0,81221.0,81258.0,81284.0,81318.0,81344.0,81378.0,81421.0
5093959,34800.0,34860.0,34883.0,34936.0,34997.0,35025.0,35088.0,35133.0,35151.0,35190.0,35277.0,35355.0,35493.0,35669.0,35764.0,35817.0,35875.0,35922.0,36007.0,36255.0,36589.0,36781.0,36798.0,36914.0,36978.0,37040.0,37113.0,37171.0,37195.0,37251.0,37286.0,37332.0,37385.0,37458.0,37496.0,37529.0,37617.0,37661.0,37692.0,37733.0,37764.0,37804.0,37857.0
5093961,44400.0,44460.0,44483.0,44536.0,44597.0,44625.0,44688.0,44739.0,44759.0,44802.0,44857.0,44906.0,44993.0,45143.0,45224.0,45269.0,45329.0,45378.0,45468.0,45673.0,45950.0,46108.0,46129.0,46269.0,46331.0,46390.0,46461.0,46530.0,46559.0,46626.0,46663.0,46711.0,46767.0,46844.0,46885.0,46927.0,47039.0,47084.0,47116.0,47158.0,47190.0,47231.0,47285.0
5093963,54000.0,54056.0,54077.0,54127.0,54184.0,54210.0,54270.0,54315.0,54333.0,54390.0,54449.0,54503.0,54598.0,54762.0,54850.0,54899.0,54968.0,55024.0,55125.0,55361.0,55680.0,55863.0,55885.0,56032.0,56116.0,56197.0,56313.0,56423.0,56469.0,56575.0,56624.0,56688.0,56756.0,56850.0,56900.0,56941.0,57050.0,57096.0,57129.0,57172.0,57205.0,57247.0,57303.0
5093965,63600.0,63656.0,63677.0,63726.0,63783.0,63809.0,63868.0,63914.0,63933.0,63988.0,64035.0,64077.0,64152.0,64310.0,64395.0,64442.0,64516.0,64577.0,64687.0,64975.0,65363.0,65585.0,65607.0,65754.0,65837.0,65916.0,66033.0,66126.0,66165.0,66256.0,66304.0,66366.0,66437.0,66535.0,66587.0,66626.0,66728.0,66773.0,66805.0,66847.0,66880.0,66922.0,66977.0
5094748,30600.0,30664.0,30688.0,30744.0,30809.0,30839.0,30906.0,30962.0,30984.0,31055.0,31147.0,31230.0,31376.0,31558.0,31656.0,31710.0,31780.0,31838.0,31942.0,32200.0,32547.0,32746.0,32765.0,32895.0,32967.0,33037.0,33114.0,33176.0,33202.0,33261.0,33299.0,33349.0,33401.0,33474.0,33512.0,33547.0,33640.0,33677.0,33703.0,33738.0,33765.0,33799.0,33844.0
5094750,39600.0,39656.0,39677.0,39727.0,39784.0,39810.0,39869.0,39920.0,39940.0,39978.0,40034.0,40085.0,40175.0,40308.0,40380.0,40420.0,40478.0,40526.0,40611.0,40820.0,41102.0,41263.0,41284.0,41427.0,41485.0,41541.0,41617.0,41672.0,41695.0,41749.0,41784.0,41831.0,41879.0,41946.0,41982.0,42017.0,42109.0,42149.0,42177.0,42215.0,42244.0,42281.0,42330.0
5094752,49200.0,49260.0,49283.0,49336.0,49397.0,49425.0,49488.0,49539.0,49559.0,49602.0,49657.0,49706.0,49793.0,49943.0,50024.0,50069.0,50129.0,50178.0,50268.0,50473.0,50750.0,50908.0,50929.0,51069.0,51131.0,51190.0,51261.0,51330.0,51359.0,51426.0,51463.0,51511.0,51567.0,51644.0,51685.0,51727.0,51839.0,51884.0,51916.0,51958.0,51990.0,52031.0,52085.0
5094754,58800.0,58856.0,58877.0,58927.0,58984.0,59010.0,59070.0,59115.0,59133.0,59190.0,59249.0,59303.0,59398.0,59562.0,59650.0,59699.0,59768.0,59824.0,59925.0,60161.0,60480.0,60663.0,60685.0,60832.0,60916.0,60997.0,61113.0,61223.0,61269.0,61375.0,61424.0,61488.0,61556.0,61650.0,61700.0,61741.0,61850.0,61896.0,61929.0,61972.0,62005.0,62047.0,62103.0
5094756,68400.0,68452.0,68472.0,68518.0,68571.0,68595.0,68649.0,68688.0,68704.0,68744.0,68785.0,68822.0,68888.0,69022.0,69094.0,69134.0,69192.0,69240.0,69326.0,69510.0,69758.0,69901.0,69916.0,70021.0,70079.0,70135.0,70252.0,70484.0,70581.0,70806.0,70839.0,70882.0,70935.0,71009.0,71048.0,71083.0,71175.0,71217.0,71247.0,71286.0,71316.0,71355.0,71406.0
5094916,53400.0,53453.0,53473.0,53520.0,53574.0,53598.0,53654.0,53703.0,53722.0,53754.0,53806.0,53853.0,53937.0,54054.0,54117.0,54152.0,54207.0,54252.0,54332.0,54531.0,54800.0,54954.0,54975.0,55114.0,55175.0,55234.0,55290.0,55341.0,55362.0,55412.0,55448.0,55495.0,55549.0,55623.0,55662.0,55701.0,55805.0,55847.0,55877.0,55916.0,55946.0,55985.0,56037.0
5094918,60600.0,60655.0,60676.0,60725.0,60781.0,60806.0,60864.0,60897.0,60910.0,60953.0,60992.0,61028.0,61091.0,61197.0,61254.0,61286.0,61337.0,61379.0,61455.0,61617.0,61835.0,61960.0,61975.0,62075.0,62138.0,62199.0,62258.0,62325.0,62353.0,62417.0,62456.0,62507.0,62554.0,62619.0,62654.0,62700.0,62820.0,62863.0,62893.0,62933.0,62964.0,63003.0,63055.0
5094920,67800.0,67851.0,67870.0,67915.0,67966.0,67989.0,68043.0,68093.0,68113.0,68147.0,68184.0,68217.0,68275.0,68370.0,68421.0,68450.0,68503.0,68547.0,68626.0,68863.0,69182.0,69365.0,69381.0,69492.0,69542.0,69590.0,69662.0,69724.0,69750.0,69810.0,69847.0,69896.0,69941.0,70004.0,70037.0,70076.0,70178.0,70221.0,70251.0,70291.0,70322.0,70361.0,70413.0
5094922,75600.0,75644.0,75661.0,75700.0,75744.0,75764.0,75809.0,75847.0,75862.0,75890.0,75923.0,75952.0,76004.0,76083.0,76126.0,76149.0,76184.0,76213.0,76265.0,76481.0,76772.0,76938.0,76950.0,77034.0,77092.0,77147.0,77201.0,77251.0,77272.0,77320.0,77353.0,77397.0,77435.0,77487.0,77515.0,77544.0,77621.0,77658.0,77684.0,77718.0,77744.0,77778.0,77821.0
5094924,82800.0,82844.0,82861.0,82900.0,82944.0,82964.0,83009.0,83047.0,83062.0,83090.0,83123.0,83152.0,83204.0,83283.0,83326.0,83349.0,83384.0,83413.0,83465.0,83681.0,83972.0,84138.0,84150.0,84234.0,84292.0,84347.0,84401.0,84451.0,84472.0,84520.0,84553.0,84597.0,84635.0,84687.0,84715.0,84744.0,84821.0,84858.0,84884.0,84918.0,84944.0,84978.0,85021.0
5097359,47400.0,47454.0,47475.0,47523.0,47578.0,47603.0,47661.0,47714.0,47735.0,47781.0,47834.0,47882.0,47967.0,48086.0,48150.0,48186.0,48257.0,48315.0,48419.0,48612.0,48872.0,49021.0,49040.0,49168.0,49213.0,49257.0,49329.0,49384.0,49407.0,49460.0,49491.0,49531.0,49578.0,49644.0,49679.0,49709.0,49788.0,49827.0,49854.0,49890.0,49918.0,49954.0,50000.0
5097361,54600.0,54653.0,54673.0,54720.0,54774.0,54798.0,54854.0,54903.0,54922.0,54954.0,55006.0,55053.0,55137.0,55254.0,55317.0,55352.0,55407.0,55452.0,55532.0,55731.0,56000.0,56154.0,56175.0,56314.0,56375.0,56434.0,56490.0,56541.0,56562.0,56612.0,56648.0,56695.0,56749.0,56823.0,56862.0,56901.0,57005.0,57047.0,57077.0,57116.0,57146.0,57185.0,57237.0
5097363,61800.0,61855.0,61876.0,61925.0,61981.0,62006.0,62064.0,62097.0,62110.0,62153.0,62192.0,62228.0,62291.0,62397.0,62454.0,62486.0,62537.0,62579.0,62655.0,62817.0,63035.0,63160.0,63175.0,63275.0,63338.0,63399.0,63458.0,63525.0,63553.0,63617.0,63656.0,63707.0,63754.0,63819.0,63854.0,63900.0,64020.0,64063.0,64093.0,64133.0,64164.0,64203.0,64255.0
5097365,69000.0,69051.0,69070.0,69115.0,69166.0,69189.0,69243.0,69293.0,69313.0,69347.0,69384.0,69417.0,69475.0,69570.0,69621.0,69650.0,69703.0,69747.0,69826.0,70063.0,70382.0,70565.0,70581.0,70692.0,70742.0,70790.0,70862.0,70924.0,70950.0,71010.0,71047.0,71096.0,71141.0,71204.0,71237.0,71276.0,71378.0,71421.0,71451.0,71491.0,71522.0,71561.0,71613.0
5097831,32400.0,32460.0,32483.0,32536.0,32597.0,32625.0,32688.0,32733.0,32751.0,32790.0,32877.0,32955.0,33093.0,33269.0,33364.0,33417.0,33475.0,33522.0,33607.0,33855.0,34189.0,34381.0,34398.0,34514.0,34578.0,34640.0,34713.0,34771.0,34795.0,34851.0,34886.0,34932.0,34985.0,35058.0,35096.0,35129.0,35217.0,35261.0,35292.0,35333.0,35364.0,35404.0,35457.0
