tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P,058_P,059_P,060_P,061_P,062_P,063_P,064_P,065_P,066_P,067_P,068_P,069_P,070_P,071_P
5012482,34500.0,34543.0,34614.0,34634.0,34737.0,34788.0,34840.0,34870.0,34927.0,35001.0,35080.0,35107.0,35176.0,35222.0,35275.0,35302.0,35332.0,35368.0,35404.0,35436.0,35477.0,35518.0,35568.0,35601.0,35615.0,35681.0,36109.0,36161.0,36216.0,36280.0,36306.0,36352.0,36376.0,36414.0,36449.0,36473.0,36503.0,36548.0,36643.0,36698.0,36731.0,36773.0,36864.0,36909.0,36996.0,37096.0,37197.0,37266.0,37407.0,37440.0,37562.0,37704.0,37811.0,37930.0,37995.0,38074.0,38123.0,38172.0,38232.0,38264.0,38301.0,38343.0,38383.0,38419.0,38455.0,38536.0,38596.0,38626.0,38652.0,38712.0,38963.0
5012486,57900.0,57940.0,58007.0,58025.0,58122.0,58170.0,58219.0,58248.0,58302.0,58372.0,58447.0,58473.0,58539.0,58590.0,58649.0,58680.0,58713.0,58753.0,58793.0,58829.0,58875.0,58921.0,58977.0,59014.0,59033.0,59122.0,59701.0,59771.0,59834.0,59906.0,59925.0,59959.0,59993.0,60044.0,60080.0,60105.0,60138.0,60187.0,60279.0,60314.0,60361.0,60420.0,60507.0,60550.0,60633.0,60729.0,60919.0,61048.0,61312.0,61372.0,61482.0,61609.0,61721.0,61845.0,61911.0,61991.0,62040.0,62089.0,62150.0,62185.0,62225.0,62272.0,62332.0,62386.0,62421.0,62481.0,62525.0,62552.0,62575.0,62623.0,62851.0
5012488,70500.0,70537.0,70599.0,70616.0,70705.0,70750.0,70795.0,70822.0,70872.0,70936.0,71005.0,71029.0,71089.0,71138.0,71194.0,71223.0,71255.0,71294.0,71332.0,71367.0,71411.0,71455.0,71509.0,71543.0,71557.0,71621.0,72037.0,72087.0,72162.0,72237.0,72261.0,72304.0,72330.0,72370.0,72402.0,72424.0,72453.0,72498.0,72604.0,72631.0,72677.0,72734.0,72811.0,72850.0,72926.0,73013.0,73137.0,73221.0,73393.0,73432.0,73580.0,73751.0,73827.0,73911.0,73959.0,74016.0,74050.0,74084.0,74125.0,74154.0,74187.0,74225.0,74268.0,74307.0,74333.0,74382.0,74419.0,74442.0,74461.0,74500.0,74654.0
5012490,81600.0,81636.0,81695.0,81711.0,81796.0,81839.0,81882.0,81907.0,81955.0,82017.0,82083.0,82106.0,82163.0,82201.0,82244.0,82267.0,82291.0,82321.0,82350.0,82377.0,82411.0,82445.0,82486.0,82512.0,82523.0,82574.0,82907.0,82947.0,83003.0,83055.0,83070.0,83096.0,83116.0,83147.0,83175.0,83195.0,83216.0,83248.0,83326.0,83351.0,83390.0,83438.0,83515.0,83548.0,83611.0,83683.0,83777.0,83841.0,83972.0,84002.0,84115.0,84245.0,84344.0,84454.0,84500.0,84555.0,84583.0,84610.0,84644.0,84667.0,84694.0,84725.0,84770.0,84811.0,84832.0,84878.0,84912.0,84934.0,84953.0,85004.0,85135.0
5012693,28800.0,28847.0,28926.0,28948.0,29061.0,29118.0,29176.0,29210.0,29273.0,29355.0,29442.0,29472.0,29546.0,29614.0,29692.0,29732.0,29776.0,29829.0,29882.0,29930.0,29991.0,30052.0,30126.0,30173.0,30187.0,30254.0,30690.0,30743.0,30820.0,30889.0,30914.0,30959.0,30993.0,31045.0,31101.0,31140.0,31186.0,31256.0,31363.0,31401.0,31462.0,31539.0,31693.0,31764.0,31901.0,32058.0,32325.0,32507.0,32878.0,32962.0,33137.0,33340.0,33446.0,33564.0,33639.0,33729.0,33788.0,33847.0,33921.0,33958.0,34000.0,34049.0,34103.0,34153.0,34190.0,34254.0,34301.0,34329.0,34354.0,34414.0,34598.0
5012695,42000.0,42039.0,42104.0,42122.0,42216.0,42263.0,42311.0,42339.0,42391.0,42459.0,42531.0,42556.0,42617.0,42664.0,42718.0,42746.0,42776.0,42813.0,42849.0,42882.0,42924.0,42966.0,43017.0,43051.0,43065.0,43129.0,43543.0,43592.0,43650.0,43707.0,43730.0,43771.0,43801.0,43846.0,43884.0,43910.0,43947.0,44002.0,44127.0,44159.0,44207.0,44266.0,44365.0,44409.0,44494.0,44592.0,44742.0,44845.0,45054.0,45102.0,45215.0,45345.0,45447.0,45561.0,45628.0,45708.0,45763.0,45818.0,45887.0,45919.0,45956.0,45999.0,46056.0,46108.0,46138.0,46202.0,46250.0,46274.0,46295.0,46344.0,46548.0
5012697,54600.0,54639.0,54705.0,54723.0,54818.0,54865.0,54913.0,54941.0,54994.0,55062.0,55135.0,55160.0,55225.0,55276.0,55334.0,55364.0,55397.0,55437.0,55476.0,55512.0,55558.0,55603.0,55658.0,55694.0,55708.0,55775.0,56213.0,56266.0,56330.0,56387.0,56410.0,56450.0,56476.0,56515.0,56551.0,56576.0,56610.0,56661.0,56784.0,56813.0,56858.0,56915.0,57016.0,57053.0,57123.0,57204.0,57363.0,57471.0,57692.0,57743.0,57892.0,58064.0,58172.0,58293.0,58356.0,58432.0,58492.0,58552.0,58627.0,58704.0,58792.0,58894.0,58970.0,59039.0,59083.0,59158.0,59213.0,59242.0,59267.0,59333.0,59508.0
5012699,68400.0,68435.0,68494.0,68510.0,68594.0,68636.0,68679.0,68704.0,68751.0,68812.0,68877.0,68899.0,68956.0,68996.0,69042.0,69066.0,69092.0,69123.0,69154.0,69182.0,69218.0,69254.0,69297.0,69324.0,69337.0,69399.0,69805.0,69855.0,69914.0,69970.0,69988.0,70021.0,70044.0,70078.0,70109.0,70131.0,70160.0,70205.0,70301.0,70327.0,70367.0,70417.0,70491.0,70524.0,70588.0,70662.0,70755.0,70818.0,70947.0,70976.0,71074.0,71187.0,71268.0,71359.0,71411.0,71473.0,71512.0,71551.0,71599.0,71629.0,71664.0,71704.0,71751.0,71794.0,71823.0,71886.0,71933.0,71958.0,71979.0,72030.0,72214.0
5012701,80400.0,80432.0,80485.0,80500.0,80577.0,80615.0,80654.0,80677.0,80720.0,80775.0,80834.0,80854.0,80906.0,80943.0,80986.0,81008.0,81032.0,81061.0,81090.0,81116.0,81149.0,81182.0,81222.0,81249.0,81260.0,81312.0,81652.0,81694.0,81746.0,81789.0,81804.0,81832.0,81853.0,81885.0,81911.0,81929.0,81955.0,81995.0,82067.0,82088.0,82117.0,82153.0,82223.0,82253.0,82311.0,82378.0,82464.0,82522.0,82641.0,82668.0,82762.0,82871.0,82944.0,83026.0,83069.0,83120.0,83148.0,83176.0,83211.0,83235.0,83262.0,83293.0,83340.0,83382.0,83408.0,83453.0,83487.0,83508.0,83527.0,83568.0,83712.0
5013183,43200.0,43239.0,43304.0,43322.0,43416.0,43463.0,43511.0,43539.0,43591.0,43659.0,43731.0,43756.0,43817.0,43864.0,43918.0,43946.0,43976.0,44013.0,44049.0,44082.0,44124.0,44166.0,44217.0,44251.0,44265.0,44329.0,44743.0,44792.0,44850.0,44907.0,44930.0,44971.0,45001.0,45046.0,45084.0,45110.0,45147.0,45202.0,45327.0,45359.0,45407.0,45466.0,45565.0,45609.0,45694.0,45792.0,45942.0,46045.0,46254.0,46302.0,46415.0,46545.0,46647.0,46761.0,46828.0,46908.0,46963.0,47018.0,47087.0,47119.0,47156.0,47199.0,47256.0,47308.0,47338.0,47402.0,47450.0,47474.0,47495.0,47544.0,47748.0
5013185,55800.0,55839.0,55905.0,55923.0,56018.0,56065.0,56113.0,56141.0,56194.0,56262.0,56335.0,56360.0,56425.0,56476.0,56534.0,56564.0,56597.0,56637.0,56676.0,56712.0,56758.0,56803.0,56858.0,56894.0,56908.0,56975.0,57413.0,57466.0,57530.0,57587.0,57610.0,57650.0,57676.0,57715.0,57751.0,57776.0,57810.0,57861.0,57984.0,58013.0,58058.0,58115.0,58216.0,58253.0,58323.0,58404.0,58563.0,58671.0,58892.0,58943.0,59092.0,59264.0,59372.0,59493.0,59556.0,59632.0,59692.0,59752.0,59827.0,59904.0,59992.0,60094.0,60170.0,60239.0,60283.0,60358.0,60413.0,60442.0,60467.0,60533.0,60708.0
5013187,69600.0,69635.0,69694.0,69710.0,69794.0,69836.0,69879.0,69904.0,69951.0,70012.0,70077.0,70099.0,70156.0,70196.0,70242.0,70266.0,70292.0,70323.0,70354.0,70382.0,70418.0,70454.0,70497.0,70524.0,70537.0,70599.0,71005.0,71055.0,71114.0,71170.0,71188.0,71221.0,71244.0,71278.0,71309.0,71331.0,71360.0,71405.0,71501.0,71527.0,71567.0,71617.0,71691.0,71724.0,71788.0,71862.0,71955.0,72018.0,72147.0,72176.0,72274.0,72387.0,72468.0,72559.0,72611.0,72673.0,72712.0,72751.0,72799.0,72829.0,72864.0,72904.0,72951.0,72994.0,73023.0,73086.0,73133.0,73158.0,73179.0,73230.0,73414.0
5014104,24600.0,24640.0,24707.0,24725.0,24822.0,24870.0,24919.0,24948.0,25002.0,25072.0,25147.0,25173.0,25239.0,25287.0,25342.0,25371.0,25402.0,25440.0,25477.0,25511.0,25554.0,25597.0,25649.0,25683.0,25695.0,25753.0,26132.0,26178.0,26248.0,26308.0,26327.0,26360.0,26386.0,26427.0,26464.0,26489.0,26519.0,26564.0,26641.0,26670.0,26725.0,26793.0,26880.0,26923.0,27006.0,27101.0,27209.0,27282.0,27432.0,27466.0,27569.0,27687.0,27770.0,27862.0,27922.0,27994.0,28049.0,28104.0,28173.0,28207.0,28245.0,28289.0,28343.0,28392.0,28420.0,28491.0,28544.0,28576.0,28603.0,28668.0,28849.0
5014106,36600.0,36639.0,36704.0,36722.0,36816.0,36863.0,36911.0,36939.0,36991.0,37059.0,37131.0,37156.0,37217.0,37264.0,37318.0,37346.0,37376.0,37413.0,37449.0,37482.0,37524.0,37566.0,37617.0,37651.0,37665.0,37729.0,38143.0,38192.0,38250.0,38307.0,38330.0,38371.0,38401.0,38446.0,38484.0,38510.0,38547.0,38602.0,38727.0,38759.0,38807.0,38866.0,38965.0,39009.0,39094.0,39192.0,39342.0,39445.0,39654.0,39702.0,39815.0,39945.0,40047.0,40161.0,40228.0,40308.0,40363.0,40418.0,40487.0,40519.0,40556.0,40599.0,40656.0,40708.0,40738.0,40802.0,40850.0,40874.0,40895.0,40944.0,41148.0
5014108,48600.0,48640.0,48706.0,48724.0,48819.0,48866.0,48914.0,48942.0,48995.0,49064.0,49137.0,49162.0,49227.0,49277.0,49335.0,49365.0,49397.0,49437.0,49476.0,49511.0,49556.0,49601.0,49656.0,49693.0,49707.0,49773.0,50199.0,50250.0,50308.0,50362.0,50386.0,50428.0,50456.0,50500.0,50543.0,50572.0,50608.0,50663.0,50781.0,50808.0,50858.0,50920.0,51020.0,51060.0,51138.0,51227.0,51367.0,51462.0,51657.0,51701.0,51819.0,51955.0,52060.0,52178.0,52238.0,52310.0,52366.0,52421.0,52490.0,52526.0,52567.0,52615.0,52679.0,52738.0,52776.0,52848.0,52902.0,52929.0,52952.0,53006.0,53200.0
5014110,61800.0,61838.0,61902.0,61919.0,62011.0,62057.0,62104.0,62131.0,62182.0,62248.0,62319.0,62343.0,62405.0,62457.0,62516.0,62547.0,62580.0,62621.0,62661.0,62697.0,62743.0,62789.0,62845.0,62881.0,62895.0,62960.0,63385.0,63437.0,63502.0,63568.0,63589.0,63627.0,63653.0,63692.0,63726.0,63749.0,63781.0,63829.0,63929.0,63954.0,63993.0,64042.0,64154.0,64190.0,64259.0,64338.0,64485.0,64585.0,64789.0,64835.0,64974.0,65134.0,65239.0,65355.0,65413.0,65483.0,65534.0,65584.0,65646.0,65710.0,65783.0,65867.0,65938.0,66002.0,66039.0,66107.0,66157.0,66185.0,66210.0,66285.0,66511.0
5014111,29100.0,29147.0,29226.0,29248.0,29361.0,29418.0,29476.0,29510.0,29573.0,29655.0,29742.0,29772.0,29846.0,29914.0,29992.0,30032.0,30076.0,30129.0,30182.0,30230.0,30291.0,30352.0,30426.0,30473.0,30487.0,30554.0,30990.0,31043.0,31120.0,31189.0,31214.0,31259.0,31293.0,31345.0,31401.0,31440.0,31486.0,31556.0,31663.0,31701.0,31762.0,31839.0,31993.0,32064.0,32201.0,32358.0,32625.0,32807.0,33178.0,33262.0,33437.0,33640.0,33746.0,33864.0,33939.0,34029.0,34088.0,34147.0,34221.0,34258.0,34300.0,34349.0,34403.0,34453.0,34490.0,34554.0,34601.0,34629.0,34654.0,34714.0,34898.0
5014776,21600.0,21640.0,21707.0,21725.0,21822.0,21870.0,21919.0,21948.0,22002.0,22072.0,22147.0,22173.0,22239.0,22287.0,22342.0,22371.0,22402.0,22440.0,22477.0,22511.0,22554.0,22597.0,22649.0,22683.0,22695.0,22753.0,23132.0,23178.0,23248.0,23308.0,23327.0,23360.0,23386.0,23427.0,23464.0,23489.0,23519.0,23564.0,23641.0,23670.0,23725.0,23793.0,23880.0,23923.0,24006.0,24101.0,24209.0,24282.0,24432.0,24466.0,24569.0,24687.0,24770.0,24862.0,24922.0,24994.0,25049.0,25104.0,25173.0,25207.0,25245.0,25289.0,25343.0,25392.0,25420.0,25491.0,25544.0,25576.0,25603.0,25668.0,25849.0
5014778,33600.0,33641.0,33710.0,33729.0,33828.0,33878.0,33929.0,33958.0,34013.0,34085.0,34162.0,34188.0,34255.0,34308.0,34369.0,34401.0,34435.0,34477.0,34518.0,34555.0,34603.0,34650.0,34708.0,34747.0,34760.0,34823.0,35233.0,35283.0,35348.0,35412.0,35434.0,35474.0,35502.0,35545.0,35586.0,35614.0,35653.0,35712.0,35817.0,35847.0,35905.0,35977.0,36080.0,36130.0,36227.0,36338.0,36556.0,36704.0,37007.0,37076.0,37198.0,37339.0,37443.0,37559.0,37620.0,37694.0,37748.0,37802.0,37869.0,37898.0,37931.0,37970.0,38034.0,38092.0,38127.0,38186.0,38229.0,38255.0,38278.0,38329.0,38532.0
5014780,46200.0,46240.0,46306.0,46324.0,46419.0,46466.0,46514.0,46542.0,46595.0,46664.0,46737.0,46762.0,46827.0,46877.0,46935.0,46965.0,46997.0,47037.0,47076.0,47111.0,47156.0,47201.0,47256.0,47293.0,47307.0,47373.0,47799.0,47850.0,47908.0,47962.0,47986.0,48028.0,48056.0,48100.0,48143.0,48172.0,48208.0,48263.0,48381.0,48408.0,48458.0,48520.0,48620.0,48660.0,48738.0,48827.0,48967.0,49062.0,49257.0,49301.0,49419.0,49555.0,49660.0,49778.0,49838.0,49910.0,49966.0,50021.0,50090.0,50126.0,50167.0,50215.0,50279.0,50338.0,50376.0,50448.0,50502.0,50529.0,50552.0,50606.0,50800.0
5014782,59400.0,59439.0,59505.0,59523.0,59618.0,59665.0,59713.0,59741.0,59794.0,59862.0,59935.0,59960.0,60025.0,60076.0,60134.0,60164.0,60197.0,60237.0,60276.0,60312.0,60358.0,60403.0,60458.0,60494.0,60508.0,60575.0,61013.0,61066.0,61130.0,61187.0,61210.0,61250.0,61276.0,61315.0,61351.0,61376.0,61410.0,61461.0,61584.0,61613.0,61658.0,61715.0,61816.0,61853.0,61923.0,62004.0,62163.0,62271.0,62492.0,62543.0,62692.0,62864.0,62972.0,63093.0,63156.0,63232.0,63292.0,63352.0,63427.0,63504.0,63592.0,63694.0,63770.0,63839.0,63883.0,63958.0,64013.0,64042.0,64067.0,64133.0,64308.0
5015236,40200.0,40239.0,40304.0,40322.0,40416.0,40463.0,40511.0,40539.0,40591.0,40659.0,40731.0,40756.0,40817.0,40864.0,40918.0,40946.0,40976.0,41013.0,41049.0,41082.0,41124.0,41166.0,41217.0,41251.0,41265.0,41329.0,41743.0,41792.0,41850.0,41907.0,41930.0,41971.0,42001.0,42046.0,42084.0,42110.0,42147.0,42202.0,42327.0,42359.0,42407.0,42466.0,42565.0,42609.0,42694.0,42792.0,42942.0,43045.0,43254.0,43302.0,43415.0,43545.0,43647.0,43761.0,43828.0,43908.0,43963.0,44018.0,44087.0,44119.0,44156.0,44199.0,44256.0,44308.0,44338.0,44402.0,44450.0,44474.0,44495.0,44544.0,44748.0
5015238,52800.0,52840.0,52906.0,52924.0,53019.0,53066.0,53114.0,53142.0,53195.0,53264.0,53337.0,53362.0,53427.0,53477.0,53535.0,53565.0,53597.0,53637.0,53676.0,53711.0,53756.0,53801.0,53856.0,53893.0,53907.0,53973.0,54399.0,54450.0,54508.0,54562.0,54586.0,54628.0,54656.0,54700.0,54743.0,54772.0,54808.0,54863.0,54981.0,55008.0,55058.0,55120.0,55220.0,55260.0,55338.0,55427.0,55567.0,55662.0,55857.0,55901.0,56019.0,56155.0,56260.0,56378.0,56438.0,56510.0,56566.0,56621.0,56690.0,56726.0,56767.0,56815.0,56879.0,56938.0,56976.0,57048.0,57102.0,57129.0,57152.0,57206.0,57400.0
5015242,78000.0,78032.0,78085.0,78100.0,78177.0,78215.0,78254.0,78277.0,78320.0,78375.0,78434.0,78454.0,78506.0,78543.0,78586.0,78608.0,78632.0,78661.0,78690.0,78716.0,78749.0,78782.0,78822.0,78849.0,78860.0,78912.0,79252.0,79294.0,79346.0,79389.0,79404.0,79432.0,79453.0,79485.0,79511.0,79529.0,79555.0,79595.0,79667.0,79688.0,79717.0,79753.0,79823.0,79853.0,79911.0,79978.0,80064.0,80122.0,80241.0,80268.0,80362.0,80471.0,80544.0,80626.0,80669.0,80720.0,80748.0,80776.0,80811.0,80835.0,80862.0,80893.0,80940.0,80982.0,81008.0,81053.0,81087.0,81108.0,81127.0,81168.0,81312.0
5015336,28200.0,28240.0,28307.0,28325.0,28421.0,28469.0,28518.0,28546.0,28599.0,28668.0,28742.0,28767.0,28832.0,28876.0,28926.0,28952.0,28980.0,29014.0,29048.0,29079.0,29119.0,29158.0,29206.0,29237.0,29250.0,29310.0,29703.0,29751.0,29807.0,29863.0,29883.0,29919.0,29940.0,29972.0,30008.0,30033.0,30059.0,30098.0,30172.0,30195.0,30227.0,30268.0,30334.0,30369.0,30436.0,30512.0,30598.0,30656.0,30775.0,30802.0,30891.0,30994.0,31064.0,31142.0,31201.0,31272.0,31300.0,31328.0,31363.0,31389.0,31418.0,31452.0,31501.0,31545.0,31560.0,31609.0,31646.0,31669.0,31689.0,31724.0,31857.0
5015338,38100.0,38141.0,38210.0,38229.0,38328.0,38377.0,38427.0,38456.0,38511.0,38582.0,38659.0,38685.0,38753.0,38805.0,38864.0,38895.0,38928.0,38969.0,39009.0,39045.0,39092.0,39138.0,39195.0,39232.0,39247.0,39318.0,39777.0,39832.0,39895.0,39978.0,40003.0,40047.0,40075.0,40118.0,40154.0,40179.0,40224.0,40292.0,40396.0,40428.0,40477.0,40538.0,40640.0,40684.0,40768.0,40865.0,40983.0,41064.0,41229.0,41266.0,41365.0,41479.0,41572.0,41676.0,41731.0,41797.0,41838.0,41878.0,41928.0,41957.0,41991.0,42030.0,42091.0,42147.0,42172.0,42239.0,42288.0,42311.0,42330.0,42364.0,42607.0
5015340,50700.0,50742.0,50813.0,50832.0,50934.0,50985.0,51037.0,51067.0,51124.0,51197.0,51276.0,51303.0,51370.0,51424.0,51486.0,51518.0,51553.0,51595.0,51637.0,51675.0,51724.0,51772.0,51831.0,51869.0,51886.0,51967.0,52496.0,52561.0,52619.0,52675.0,52697.0,52735.0,52765.0,52812.0,52851.0,52877.0,52918.0,52980.0,53091.0,53123.0,53179.0,53248.0,53345.0,53387.0,53467.0,53559.0,53708.0,53809.0,54016.0,54063.0,54203.0,54365.0,54464.0,54575.0,54632.0,54700.0,54736.0,54771.0,54815.0,54849.0,54888.0,54932.0,54993.0,55048.0,55091.0,55160.0,55212.0,55241.0,55266.0,55314.0,55522.0
5015342,63300.0,63344.0,63418.0,63438.0,63545.0,63598.0,63652.0,63684.0,63743.0,63820.0,63903.0,63931.0,64004.0,64056.0,64115.0,64146.0,64179.0,64220.0,64260.0,64296.0,64343.0,64389.0,64446.0,64483.0,64501.0,64587.0,65145.0,65213.0,65284.0,65352.0,65374.0,65414.0,65444.0,65490.0,65534.0,65565.0,65596.0,65644.0,65759.0,65793.0,65841.0,65901.0,65993.0,66037.0,66122.0,66219.0,66371.0,66474.0,66685.0,66733.0,66835.0,66952.0,67047.0,67153.0,67211.0,67281.0,67334.0,67387.0,67453.0,67482.0,67515.0,67552.0,67603.0,67649.0,67690.0,67756.0,67805.0,67830.0,67851.0,67911.0,68185.0
5015410,28500.0,28541.0,28609.0,28628.0,28726.0,28775.0,28825.0,28854.0,28909.0,28980.0,29056.0,29082.0,29148.0,29195.0,29249.0,29277.0,29307.0,29344.0,29381.0,29414.0,29457.0,29499.0,29551.0,29586.0,29600.0,29664.0,30083.0,30134.0,30216.0,30285.0,30314.0,30367.0,30405.0,30464.0,30517.0,30553.0,30600.0,30671.0,30780.0,30818.0,30898.0,30999.0,31211.0,31279.0,31410.0,31560.0,31816.0,31991.0,32348.0,32429.0,32608.0,32814.0,32937.0,33075.0,33147.0,33234.0,33294.0,33354.0,33429.0,33465.0,33506.0,33554.0,33612.0,33664.0,33695.0,33762.0,33812.0,33842.0,33868.0,33938.0,34137.0
5015426,30600.0,30647.0,30726.0,30748.0,30861.0,30918.0,30976.0,31010.0,31073.0,31155.0,31242.0,31272.0,31346.0,31414.0,31492.0,31532.0,31576.0,31629.0,31682.0,31730.0,31791.0,31852.0,31926.0,31973.0,31987.0,32054.0,32490.0,32543.0,32620.0,32689.0,32714.0,32759.0,32793.0,32845.0,32901.0,32940.0,32986.0,33056.0,33163.0,33201.0,33262.0,33339.0,33493.0,33564.0,33701.0,33858.0,34125.0,34307.0,34678.0,34762.0,34937.0,35140.0,35246.0,35364.0,35439.0,35529.0,35588.0,35647.0,35721.0,35758.0,35800.0,35849.0,35903.0,35953.0,35990.0,36054.0,36101.0,36129.0,36154.0,36214.0,36398.0
5015428,43800.0,43840.0,43906.0,43924.0,44019.0,44066.0,44114.0,44142.0,44195.0,44264.0,44337.0,44362.0,44427.0,44477.0,44535.0,44565.0,44597.0,44637.0,44676.0,44711.0,44756.0,44801.0,44856.0,44893.0,44907.0,44973.0,45399.0,45450.0,45508.0,45562.0,45586.0,45628.0,45656.0,45700.0,45743.0,45772.0,45808.0,45863.0,45981.0,46008.0,46058.0,46120.0,46220.0,46260.0,46338.0,46427.0,46567.0,46662.0,46857.0,46901.0,47019.0,47155.0,47260.0,47378.0,47438.0,47510.0,47566.0,47621.0,47690.0,47726.0,47767.0,47815.0,47879.0,47938.0,47976.0,48048.0,48102.0,48129.0,48152.0,48206.0,48400.0
5015430,56400.0,56439.0,56505.0,56523.0,56618.0,56665.0,56713.0,56741.0,56794.0,56862.0,56935.0,56960.0,57025.0,57076.0,57134.0,57164.0,57197.0,57237.0,57276.0,57312.0,57358.0,57403.0,57458.0,57494.0,57508.0,57575.0,58013.0,58066.0,58130.0,58187.0,58210.0,58250.0,58276.0,58315.0,58351.0,58376.0,58410.0,58461.0,58584.0,58613.0,58658.0,58715.0,58816.0,58853.0,58923.0,59004.0,59163.0,59271.0,59492.0,59543.0,59692.0,59864.0,59972.0,60093.0,60156.0,60232.0,60292.0,60352.0,60427.0,60504.0,60592.0,60694.0,60770.0,60839.0,60883.0,60958.0,61013.0,61042.0,61067.0,61133.0,61308.0
5016041,20400.0,20440.0,20507.0,20525.0,20622.0,20670.0,20719.0,20748.0,20802.0,20872.0,20947.0,20973.0,21039.0,21087.0,21142.0,21171.0,21202.0,21240.0,21277.0,21311.0,21354.0,21397.0,21449.0,21483.0,21495.0,21553.0,21932.0,21978.0,22048.0,22108.0,22127.0,22160.0,22186.0,22227.0,22264.0,22289.0,22319.0,22364.0,22441.0,22470.0,22525.0,22593.0,22680.0,22723.0,22806.0,22901.0,23009.0,23082.0,23232.0,23266.0,23369.0,23487.0,23570.0,23662.0,23722.0,23794.0,23849.0,23904.0,23973.0,24007.0,24045.0,24089.0,24143.0,24192.0,24220.0,24291.0,24344.0,24376.0,24403.0,24468.0,24649.0
5016043,32400.0,32441.0,32510.0,32529.0,32628.0,32678.0,32729.0,32758.0,32813.0,32885.0,32962.0,32988.0,33055.0,33108.0,33169.0,33201.0,33235.0,33277.0,33318.0,33355.0,33403.0,33450.0,33508.0,33547.0,33560.0,33623.0,34033.0,34083.0,34148.0,34212.0,34234.0,34274.0,34302.0,34345.0,34386.0,34414.0,34453.0,34512.0,34617.0,34647.0,34705.0,34777.0,34880.0,34930.0,35027.0,35138.0,35356.0,35504.0,35807.0,35876.0,35998.0,36139.0,36243.0,36359.0,36420.0,36494.0,36548.0,36602.0,36669.0,36698.0,36731.0,36770.0,36834.0,36892.0,36927.0,36986.0,37029.0,37055.0,37078.0,37129.0,37332.0
5016045,45000.0,45040.0,45106.0,45124.0,45219.0,45266.0,45314.0,45342.0,45395.0,45464.0,45537.0,45562.0,45627.0,45677.0,45735.0,45765.0,45797.0,45837.0,45876.0,45911.0,45956.0,46001.0,46056.0,46093.0,46107.0,46173.0,46599.0,46650.0,46708.0,46762.0,46786.0,46828.0,46856.0,46900.0,46943.0,46972.0,47008.0,47063.0,47181.0,47208.0,47258.0,47320.0,47420.0,47460.0,47538.0,47627.0,47767.0,47862.0,48057.0,48101.0,48219.0,48355.0,48460.0,48578.0,48638.0,48710.0,48766.0,48821.0,48890.0,48926.0,48967.0,49015.0,49079.0,49138.0,49176.0,49248.0,49302.0,49329.0,49352.0,49406.0,49600.0
5016047,58200.0,58239.0,58305.0,58323.0,58418.0,58465.0,58513.0,58541.0,58594.0,58662.0,58735.0,58760.0,58825.0,58876.0,58934.0,58964.0,58997.0,59037.0,59076.0,59112.0,59158.0,59203.0,59258.0,59294.0,59308.0,59375.0,59813.0,59866.0,59930.0,59987.0,60010.0,60050.0,60076.0,60115.0,60151.0,60176.0,60210.0,60261.0,60384.0,60413.0,60458.0,60515.0,60616.0,60653.0,60723.0,60804.0,60963.0,61071.0,61292.0,61343.0,61492.0,61664.0,61772.0,61893.0,61956.0,62032.0,62092.0,62152.0,62227.0,62304.0,62392.0,62494.0,62570.0,62639.0,62683.0,62758.0,62813.0,62842.0,62867.0,62933.0,63108.0
5016131,32700.0,32743.0,32814.0,32834.0,32937.0,32988.0,33040.0,33070.0,33127.0,33201.0,33280.0,33307.0,33376.0,33422.0,33475.0,33502.0,33532.0,33568.0,33604.0,33636.0,33677.0,33718.0,33768.0,33801.0,33815.0,33881.0,34309.0,34361.0,34416.0,34480.0,34506.0,34552.0,34576.0,34614.0,34649.0,34673.0,34703.0,34748.0,34843.0,34898.0,34931.0,34973.0,35064.0,35109.0,35196.0,35296.0,35397.0,35466.0,35607.0,35640.0,35762.0,35904.0,36011.0,36130.0,36195.0,36274.0,36323.0,36372.0,36432.0,36464.0,36501.0,36543.0,36583.0,36619.0,36655.0,36736.0,36796.0,36826.0,36852.0,36912.0,37163.0
5016133,43500.0,43542.0,43613.0,43632.0,43734.0,43785.0,43837.0,43867.0,43924.0,43997.0,44076.0,44103.0,44170.0,44224.0,44286.0,44318.0,44353.0,44395.0,44437.0,44475.0,44524.0,44572.0,44631.0,44669.0,44686.0,44767.0,45296.0,45361.0,45419.0,45475.0,45497.0,45535.0,45565.0,45612.0,45651.0,45677.0,45718.0,45780.0,45891.0,45923.0,45979.0,46048.0,46145.0,46187.0,46267.0,46359.0,46508.0,46609.0,46816.0,46863.0,47003.0,47165.0,47264.0,47375.0,47432.0,47500.0,47536.0,47571.0,47615.0,47649.0,47688.0,47732.0,47793.0,47848.0,47891.0,47960.0,48012.0,48041.0,48066.0,48114.0,48322.0
