tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P
0,4952.0,768.0,770.0,773.0,774.0,906.0,909.0,786.0,791.0,790.0,7576.0,7585.0,7587.0,345.0,297.0,496.0,7490.0,522.0,7659.0,1741.0,1747.0,1749.0,544.0,546.0,914.0,938.0,941.0,942.0,943.0,3599.0,3610.0,3611.0,6135.0,3612.0,3613.0,3615.0,3616.0,3618.0,3619.0,6087.0,3620.0,3621.0,3622.0,3623.0,4387.0,3634.0,3635.0,3636.0,905.0,4331.0,4339.0,7616.0,5081.0,5082.0
5014162,62100.0,62227.0,62316.0,62404.0,62432.0,62566.0,62827.0,62928.0,63003.0,63060.0,63380.0,63655.0,63973.0,64146.0,64477.0,64583.0,64599.0,65115.0,65158.0,65251.0,65436.0,65486.0,66010.0,66084.0,66244.0,66285.0,66405.0,66469.0,66527.0,66587.0,66646.0,66686.0,66721.0,66751.0,66784.0,66807.0,66876.0,66939.0,67031.0,67068.0,67083.0,67115.0,67142.0,67175.0,67243.0,67263.0,67303.0,67315.0,67376.0,67476.0,67542.0,67614.0,67656.0,67694.0
