tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P
0,284.0,4504.0,7028.0,5147.0,68.0,30.0,69.0,828.0,829.0,830.0,831.0,75.0,4501.0,4935.0,4502.0,4936.0,79.0,80.0,82.0,817.0,818.0,819.0,263.0,4725.0,273.0,405.0,408.0,409.0,410.0,411.0,412.0,413.0,414.0,415.0
5002430,27600.0,27778.0,27881.0,28046.0,28205.0,28236.0,28273.0,28320.0,28371.0,28421.0,28468.0,28501.0,28571.0,28638.0,28665.0,28721.0,28870.0,29100.0,29229.0,29336.0,29398.0,29484.0,29602.0,29710.0,29954.0,30264.0,30424.0,30460.0,30524.0,30560.0,30667.0,30694.0,30756.0,30782.0
5005469,28800.0,28978.0,29081.0,29246.0,29405.0,29436.0,29473.0,29520.0,29571.0,29621.0,29668.0,29701.0,29771.0,29838.0,29865.0,29921.0,30070.0,30300.0,30429.0,30536.0,30598.0,30684.0,30802.0,30910.0,31154.0,31464.0,31624.0,31660.0,31724.0,31760.0,31867.0,31894.0,31956.0,31982.0
5012158,30000.0,30178.0,30281.0,30446.0,30605.0,30636.0,30673.0,30720.0,30771.0,30821.0,30868.0,30901.0,30971.0,31038.0,31065.0,31121.0,31270.0,31500.0,31629.0,31736.0,31798.0,31884.0,32002.0,32110.0,32354.0,32664.0,32824.0,32860.0,32924.0,32960.0,33067.0,33094.0,33156.0,33182.0
5088416,30000.0,30171.0,30270.0,30428.0,30582.0,30612.0,30648.0,30693.0,30743.0,30791.0,30836.0,30868.0,30934.0,30998.0,31023.0,31078.0,31222.0,31442.0,31566.0,31669.0,31729.0,31812.0,31925.0,32029.0,32264.0,32562.0,32716.0,32751.0,32813.0,32847.0,32950.0,32976.0,33036.0,33061.0
5095445,28800.0,28971.0,29070.0,29228.0,29382.0,29412.0,29448.0,29493.0,29543.0,29591.0,29636.0,29668.0,29734.0,29798.0,29823.0,29878.0,30022.0,30242.0,30366.0,30469.0,30529.0,30612.0,30725.0,30829.0,31064.0,31362.0,31516.0,31551.0,31613.0,31647.0,31750.0,31776.0,31836.0,31861.0
5108687,30000.0,30171.0,30270.0,30428.0,30582.0,30612.0,30648.0,30693.0,30743.0,30791.0,30836.0,30868.0,30934.0,30998.0,31023.0,31078.0,31222.0,31442.0,31566.0,31669.0,31729.0,31812.0,31925.0,32029.0,32264.0,32562.0,32716.0,32751.0,32813.0,32847.0,32950.0,32976.0,33036.0,33061.0
5112906,28800.0,28971.0,29070.0,29228.0,29382.0,29412.0,29448.0,29493.0,29543.0,29591.0,29636.0,29668.0,29734.0,29798.0,29823.0,29878.0,30022.0,30242.0,30366.0,30469.0,30529.0,30612.0,30725.0,30829.0,31064.0,31362.0,31516.0,31551.0,31613.0,31647.0,31750.0,31776.0,31836.0,31861.0
5114976,27600.0,27771.0,27870.0,28028.0,28182.0,28212.0,28248.0,28293.0,28343.0,28391.0,28436.0,28468.0,28534.0,28598.0,28623.0,28678.0,28822.0,29042.0,29166.0,29269.0,29329.0,29412.0,29525.0,29629.0,29864.0,30162.0,30316.0,30351.0,30413.0,30447.0,30550.0,30576.0,30636.0,30661.0
