tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P,058_P,059_P,060_P,061_P,062_P,063_P,064_P,065_P,066_P,067_P,068_P,069_P,070_P,071_P,072_P,073_P,074_P,075_P,076_P,077_P,078_P,079_P,080_P,081_P
0,1828.0,1829.0,1830.0,1831.0,4464.0,1869.0,1870.0,1871.0,1872.0,1873.0,1874.0,1875.0,1876.0,1877.0,1878.0,1879.0,1880.0,1881.0,7379.0,4903.0,1883.0,1884.0,1902.0,1903.0,1904.0,1840.0,1841.0,1842.0,7298.0,2294.0,6039.0,1816.0,1817.0,1818.0,1819.0,2468.0,7319.0,7342.0,7125.0,7344.0,2510.0,7242.0,7238.0,7224.0,1581.0,4793.0,6068.0,1584.0,1585.0,1586.0,1600.0,1601.0,1602.0,1603.0,1604.0,1587.0,4539.0,1606.0,1607.0,1608.0,1609.0,1610.0,7471.0,1512.0,1538.0,1513.0,4592.0,4375.0,4366.0,4479.0,4376.0,4377.0,4890.0,4369.0,4368.0,4781.0,107.0,7092.0,110.0,124.0,4686.0
5003673,55800.0,55826.0,55898.0,55930.0,56125.0,56167.0,56203.0,56248.0,56294.0,56346.0,56393.0,56433.0,56473.0,56532.0,56593.0,56660.0,56682.0,56735.0,56767.0,56825.0,56880.0,56916.0,56991.0,57055.0,57125.0,57188.0,57243.0,57289.0,57449.0,57592.0,57673.0,57717.0,57778.0,57810.0,57856.0,57945.0,58028.0,58147.0,58214.0,58262.0,58307.0,58361.0,58393.0,58433.0,58459.0,58565.0,58655.0,58687.0,58742.0,58778.0,58829.0,58848.0,58893.0,58913.0,58953.0,59004.0,59036.0,59094.0,59142.0,59185.0,59234.0,59266.0,59297.0,59393.0,59498.0,59599.0,59718.0,59798.0,59830.0,59848.0,59881.0,59941.0,59969.0,60040.0,60080.0,60129.0,60202.0,60313.0,60349.0,60452.0,60474.0
5089846,55800.0,55825.0,55895.0,55925.0,56113.0,56154.0,56189.0,56232.0,56276.0,56326.0,56371.0,56409.0,56447.0,56504.0,56562.0,56627.0,56648.0,56699.0,56730.0,56785.0,56838.0,56872.0,56945.0,57006.0,57074.0,57134.0,57186.0,57230.0,57384.0,57523.0,57601.0,57643.0,57702.0,57733.0,57777.0,57862.0,57942.0,58056.0,58120.0,58167.0,58211.0,58263.0,58294.0,58332.0,58357.0,58459.0,58545.0,58576.0,58629.0,58664.0,58713.0,58731.0,58774.0,58793.0,58832.0,58881.0,58912.0,58968.0,59015.0,59057.0,59104.0,59135.0,59165.0,59255.0,59356.0,59453.0,59568.0,59644.0,59675.0,59692.0,59723.0,59781.0,59808.0,59877.0,59915.0,59963.0,60033.0,60140.0,60175.0,60274.0,60295.0
5110185,55800.0,55825.0,55895.0,55925.0,56113.0,56154.0,56189.0,56232.0,56276.0,56326.0,56371.0,56409.0,56447.0,56504.0,56562.0,56627.0,56648.0,56699.0,56730.0,56785.0,56838.0,56872.0,56945.0,57006.0,57074.0,57134.0,57186.0,57230.0,57384.0,57523.0,57601.0,57643.0,57702.0,57733.0,57777.0,57862.0,57942.0,58056.0,58120.0,58167.0,58211.0,58263.0,58294.0,58332.0,58357.0,58459.0,58545.0,58576.0,58629.0,58664.0,58713.0,58731.0,58774.0,58793.0,58832.0,58881.0,58912.0,58968.0,59015.0,59057.0,59104.0,59135.0,59165.0,59255.0,59356.0,59453.0,59568.0,59644.0,59675.0,59692.0,59723.0,59781.0,59808.0,59877.0,59915.0,59963.0,60033.0,60140.0,60175.0,60274.0,60295.0
