tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P
0,6041.0,2826.0,2842.0,2843.0,2844.0,2845.0,2846.0,2847.0,4397.0,2848.0,2849.0,2850.0,2851.0,2852.0,4707.0,4708.0,4336.0,1051.0,1052.0,1053.0,1054.0,1036.0,4709.0,1037.0,1038.0,2998.0,2999.0,3000.0,3001.0,3002.0,1166.0,1167.0,1168.0,1169.0,1170.0,1069.0,1070.0,1071.0,4528.0,1072.0,7577.0,1353.0,1354.0,7589.0,7578.0,7582.0,297.0
5008550,82800.0,82866.0,82899.0,82941.0,82960.0,83000.0,83038.0,83059.0,83076.0,83132.0,83156.0,83183.0,83206.0,83224.0,83263.0,83298.0,83334.0,83395.0,83420.0,83467.0,83536.0,83585.0,83596.0,83637.0,83656.0,83706.0,83737.0,83774.0,83815.0,83830.0,83871.0,83900.0,83928.0,83957.0,83984.0,84013.0,84039.0,84075.0,84109.0,84156.0,84224.0,84282.0,84359.0,84371.0,84450.0,84553.0,84796.0
5016188,84600.0,84666.0,84699.0,84741.0,84760.0,84800.0,84838.0,84859.0,84876.0,84932.0,84956.0,84983.0,85006.0,85024.0,85063.0,85098.0,85134.0,85195.0,85220.0,85267.0,85336.0,85385.0,85396.0,85437.0,85456.0,85506.0,85537.0,85574.0,85615.0,85630.0,85671.0,85700.0,85728.0,85757.0,85784.0,85813.0,85839.0,85875.0,85909.0,85956.0,86024.0,86082.0,86159.0,86171.0,86250.0,86353.0,86596.0
5017166,84600.0,84725.0,84762.0,84810.0,84828.0,84866.0,84903.0,84925.0,84942.0,84999.0,85021.0,85045.0,85066.0,85083.0,85124.0,85160.0,85199.0,85253.0,85270.0,85316.0,85383.0,85430.0,85438.0,85468.0,85494.0,85561.0,85603.0,85655.0,85714.0,85735.0,85793.0,85835.0,85875.0,85914.0,85950.0,85968.0,85984.0,86007.0,86028.0,86057.0,86152.0,86233.0,86340.0,86357.0,86583.0,86677.0,86897.0
5085092,82800.0,82863.0,82895.0,82935.0,82953.0,82991.0,83028.0,83048.0,83064.0,83118.0,83141.0,83166.0,83188.0,83206.0,83244.0,83277.0,83312.0,83371.0,83395.0,83440.0,83507.0,83554.0,83565.0,83604.0,83622.0,83670.0,83700.0,83735.0,83775.0,83789.0,83828.0,83856.0,83884.0,83912.0,83938.0,83966.0,83991.0,84026.0,84059.0,84104.0,84169.0,84225.0,84299.0,84311.0,84387.0,84486.0,84720.0
5095888,84600.0,84663.0,84695.0,84735.0,84753.0,84791.0,84828.0,84848.0,84864.0,84918.0,84941.0,84966.0,84988.0,85006.0,85044.0,85077.0,85112.0,85171.0,85195.0,85240.0,85307.0,85354.0,85365.0,85404.0,85422.0,85470.0,85500.0,85535.0,85575.0,85589.0,85628.0,85656.0,85684.0,85712.0,85738.0,85766.0,85791.0,85826.0,85859.0,85904.0,85969.0,86025.0,86099.0,86111.0,86187.0,86286.0,86520.0
5116693,82800.0,82863.0,82895.0,82935.0,82953.0,82991.0,83028.0,83048.0,83064.0,83118.0,83141.0,83166.0,83188.0,83206.0,83244.0,83277.0,83312.0,83371.0,83395.0,83440.0,83507.0,83554.0,83565.0,83604.0,83622.0,83670.0,83700.0,83735.0,83775.0,83789.0,83828.0,83856.0,83884.0,83912.0,83938.0,83966.0,83991.0,84026.0,84059.0,84104.0,84169.0,84225.0,84299.0,84311.0,84387.0,84486.0,84720.0
5116974,84600.0,84663.0,84695.0,84735.0,84753.0,84791.0,84828.0,84848.0,84864.0,84918.0,84941.0,84966.0,84988.0,85006.0,85044.0,85077.0,85112.0,85171.0,85195.0,85240.0,85307.0,85354.0,85365.0,85404.0,85422.0,85470.0,85500.0,85535.0,85575.0,85589.0,85628.0,85656.0,85684.0,85712.0,85738.0,85766.0,85791.0,85826.0,85859.0,85904.0,85969.0,86025.0,86099.0,86111.0,86187.0,86286.0,86520.0
