tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P
5107397,79200.0,79272.0,79352.0,79448.0,79526.0,79583.0,79664.0,79837.0,79906.0,79949.0,80121.0,80164.0,80188.0,80209.0,80246.0,80270.0,80300.0,80319.0,80355.0,80389.0,80432.0,80477.0,80501.0,80623.0,80654.0,80676.0,80775.0,80813.0,80856.0,80890.0,80948.0,80985.0,81016.0,81043.0,81060.0,81081.0,81132.0,81169.0,81206.0,81237.0,81298.0,81316.0,81402.0,81418.0,81434.0,81475.0,81509.0,81551.0,81607.0,81645.0,81686.0,81798.0
5107746,46800.0,46889.0,46988.0,47107.0,47203.0,47274.0,47382.0,47610.0,47713.0,47777.0,47994.0,48055.0,48079.0,48100.0,48163.0,48188.0,48221.0,48242.0,48279.0,48320.0,48372.0,48427.0,48455.0,48600.0,48637.0,48663.0,48794.0,48835.0,48878.0,48909.0,48986.0,49036.0,49074.0,49108.0,49129.0,49156.0,49267.0,49335.0,49372.0,49402.0,49465.0,49480.0,49582.0,49649.0,49679.0,49755.0,49820.0,49899.0,49958.0,49998.0,50041.0,50131.0
5107751,72000.0,72081.0,72171.0,72279.0,72366.0,72429.0,72531.0,72746.0,72816.0,72859.0,73047.0,73085.0,73115.0,73142.0,73179.0,73203.0,73232.0,73254.0,73293.0,73328.0,73372.0,73419.0,73444.0,73560.0,73590.0,73611.0,73749.0,73780.0,73817.0,73850.0,73919.0,73963.0,73988.0,74014.0,74030.0,74050.0,74101.0,74151.0,74190.0,74223.0,74276.0,74298.0,74386.0,74401.0,74418.0,74461.0,74497.0,74542.0,74593.0,74628.0,74666.0,74792.0
5111072,28500.0,28571.0,28650.0,28745.0,28822.0,28879.0,28960.0,29133.0,29243.0,29310.0,29523.0,29559.0,29581.0,29601.0,29672.0,29698.0,29728.0,29749.0,29786.0,29833.0,29893.0,29956.0,29990.0,30130.0,30165.0,30190.0,30303.0,30346.0,30391.0,30425.0,30517.0,30576.0,30631.0,30668.0,30691.0,30720.0,30789.0,30840.0,30882.0,30916.0,30977.0,30990.0,31092.0,31116.0,31134.0,31180.0,31219.0,31266.0,31316.0,31349.0,31386.0,31468.0
5113021,32400.0,32542.0,32700.0,32890.0,33043.0,33154.0,33270.0,33515.0,33594.0,33642.0,33844.0,33905.0,33927.0,33947.0,33994.0,34021.0,34053.0,34074.0,34111.0,34146.0,34190.0,34237.0,34261.0,34359.0,34384.0,34402.0,34512.0,34548.0,34586.0,34613.0,34697.0,34750.0,34785.0,34807.0,34820.0,34837.0,34899.0,34950.0,34973.0,34992.0,35046.0,35060.0,35134.0,35149.0,35171.0,35227.0,35274.0,35332.0,35373.0,35401.0,35432.0,35510.0
5115399,61200.0,61323.0,61460.0,61625.0,61758.0,61854.0,61989.0,62275.0,62372.0,62431.0,62624.0,62681.0,62715.0,62744.0,62832.0,62858.0,62894.0,62916.0,62955.0,62999.0,63055.0,63114.0,63144.0,63296.0,63335.0,63362.0,63500.0,63544.0,63591.0,63630.0,63714.0,63768.0,63809.0,63855.0,63883.0,63918.0,64008.0,64085.0,64141.0,64187.0,64261.0,64284.0,64413.0,64473.0,64496.0,64555.0,64605.0,64666.0,64722.0,64760.0,64801.0,64912.0
5116889,43200.0,43289.0,43388.0,43507.0,43603.0,43674.0,43782.0,44010.0,44113.0,44177.0,44394.0,44455.0,44479.0,44500.0,44563.0,44588.0,44621.0,44642.0,44679.0,44720.0,44772.0,44827.0,44855.0,45000.0,45037.0,45063.0,45194.0,45235.0,45278.0,45309.0,45386.0,45436.0,45474.0,45508.0,45529.0,45556.0,45667.0,45735.0,45772.0,45802.0,45865.0,45880.0,45982.0,46049.0,46079.0,46155.0,46220.0,46299.0,46358.0,46398.0,46441.0,46531.0
5116926,57600.0,57723.0,57860.0,58025.0,58158.0,58254.0,58389.0,58675.0,58772.0,58831.0,59024.0,59081.0,59115.0,59144.0,59232.0,59258.0,59294.0,59316.0,59355.0,59399.0,59455.0,59514.0,59544.0,59696.0,59735.0,59762.0,59900.0,59944.0,59991.0,60030.0,60114.0,60168.0,60209.0,60255.0,60283.0,60318.0,60408.0,60485.0,60541.0,60587.0,60661.0,60684.0,60813.0,60873.0,60896.0,60955.0,61005.0,61066.0,61122.0,61160.0,61201.0,61312.0
5116932,82800.0,82872.0,82952.0,83048.0,83126.0,83183.0,83264.0,83437.0,83506.0,83549.0,83721.0,83764.0,83788.0,83809.0,83846.0,83870.0,83900.0,83919.0,83955.0,83989.0,84032.0,84077.0,84101.0,84223.0,84254.0,84276.0,84375.0,84413.0,84456.0,84490.0,84548.0,84585.0,84616.0,84643.0,84660.0,84681.0,84732.0,84769.0,84806.0,84837.0,84898.0,84916.0,85002.0,85018.0,85034.0,85075.0,85109.0,85151.0,85207.0,85245.0,85286.0,85398.0
5117537,21300.0,21371.0,21450.0,21545.0,21622.0,21679.0,21760.0,21933.0,22043.0,22110.0,22323.0,22359.0,22381.0,22401.0,22472.0,22498.0,22528.0,22549.0,22586.0,22633.0,22693.0,22756.0,22790.0,22930.0,22965.0,22990.0,23103.0,23146.0,23191.0,23225.0,23317.0,23376.0,23431.0,23468.0,23491.0,23520.0,23589.0,23640.0,23682.0,23716.0,23777.0,23790.0,23892.0,23916.0,23934.0,23980.0,24019.0,24066.0,24116.0,24149.0,24186.0,24268.0
