tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P
5011614,82800.0,82875.0,82958.0,83058.0,83139.0,83198.0,83283.0,83462.0,83534.0,83578.0,83757.0,83802.0,83827.0,83849.0,83887.0,83912.0,83943.0,83963.0,84000.0,84035.0,84080.0,84127.0,84152.0,84279.0,84311.0,84334.0,84437.0,84476.0,84521.0,84556.0,84616.0,84655.0,84687.0,84716.0,84734.0,84755.0,84808.0,84846.0,84885.0,84917.0,84980.0,84999.0,85088.0,85105.0,85122.0,85164.0,85200.0,85243.0,85301.0,85340.0,85383.0,85499.0
5013843,21300.0,21374.0,21456.0,21555.0,21635.0,21694.0,21779.0,21958.0,22072.0,22142.0,22363.0,22400.0,22423.0,22444.0,22518.0,22545.0,22576.0,22597.0,22636.0,22685.0,22747.0,22813.0,22848.0,22993.0,23030.0,23056.0,23174.0,23219.0,23266.0,23301.0,23397.0,23458.0,23515.0,23554.0,23578.0,23608.0,23680.0,23733.0,23776.0,23812.0,23875.0,23888.0,23994.0,24019.0,24038.0,24086.0,24126.0,24175.0,24227.0,24262.0,24300.0,24385.0
5019141,64800.0,64866.0,64939.0,65027.0,65098.0,65150.0,65270.0,65526.0,65599.0,65644.0,65857.0,65901.0,65924.0,65945.0,65983.0,66008.0,66038.0,66059.0,66096.0,66136.0,66187.0,66240.0,66268.0,66421.0,66460.0,66488.0,66603.0,66643.0,66686.0,66721.0,66798.0,66848.0,66876.0,66900.0,66915.0,66934.0,66999.0,67050.0,67119.0,67175.0,67244.0,67256.0,67362.0,67382.0,67401.0,67450.0,67491.0,67542.0,67605.0,67647.0,67694.0,67796.0
5019532,50400.0,50493.0,50596.0,50720.0,50820.0,50893.0,51005.0,51242.0,51350.0,51416.0,51642.0,51705.0,51730.0,51752.0,51817.0,51843.0,51877.0,51898.0,51937.0,51980.0,52034.0,52091.0,52120.0,52271.0,52309.0,52336.0,52472.0,52515.0,52560.0,52592.0,52672.0,52724.0,52764.0,52800.0,52822.0,52849.0,52964.0,53035.0,53073.0,53105.0,53171.0,53187.0,53293.0,53363.0,53394.0,53473.0,53540.0,53623.0,53684.0,53725.0,53771.0,53865.0
5083447,39600.0,39694.0,39798.0,39923.0,40024.0,40098.0,40207.0,40438.0,40540.0,40603.0,40816.0,40894.0,40915.0,40934.0,40992.0,41016.0,41048.0,41068.0,41105.0,41140.0,41184.0,41230.0,41254.0,41391.0,41426.0,41450.0,41559.0,41598.0,41640.0,41670.0,41719.0,41750.0,41787.0,41817.0,41836.0,41859.0,41923.0,41981.0,42020.0,42052.0,42114.0,42206.0,42302.0,42324.0,42353.0,42427.0,42489.0,42565.0,42613.0,42646.0,42682.0,42765.0
5083453,79200.0,79272.0,79352.0,79448.0,79526.0,79583.0,79664.0,79837.0,79906.0,79949.0,80121.0,80164.0,80188.0,80209.0,80246.0,80270.0,80300.0,80319.0,80355.0,80389.0,80432.0,80477.0,80501.0,80623.0,80654.0,80676.0,80775.0,80813.0,80856.0,80890.0,80948.0,80985.0,81016.0,81043.0,81060.0,81081.0,81132.0,81169.0,81206.0,81237.0,81298.0,81316.0,81402.0,81418.0,81434.0,81475.0,81509.0,81551.0,81607.0,81645.0,81686.0,81798.0
5084548,68400.0,68523.0,68660.0,68825.0,68958.0,69054.0,69189.0,69475.0,69572.0,69631.0,69824.0,69881.0,69915.0,69944.0,70032.0,70058.0,70094.0,70116.0,70155.0,70199.0,70255.0,70314.0,70344.0,70496.0,70535.0,70562.0,70700.0,70744.0,70791.0,70830.0,70914.0,70968.0,71009.0,71055.0,71083.0,71118.0,71208.0,71285.0,71341.0,71387.0,71461.0,71484.0,71613.0,71673.0,71696.0,71755.0,71805.0,71866.0,71922.0,71960.0,72001.0,72112.0
5085183,28500.0,28571.0,28650.0,28745.0,28822.0,28879.0,28960.0,29133.0,29243.0,29310.0,29523.0,29559.0,29581.0,29601.0,29672.0,29698.0,29728.0,29749.0,29786.0,29833.0,29893.0,29956.0,29990.0,30130.0,30165.0,30190.0,30303.0,30346.0,30391.0,30425.0,30517.0,30576.0,30631.0,30668.0,30691.0,30720.0,30789.0,30840.0,30882.0,30916.0,30977.0,30990.0,31092.0,31116.0,31134.0,31180.0,31219.0,31266.0,31316.0,31349.0,31386.0,31468.0
5086551,46800.0,46889.0,46988.0,47107.0,47203.0,47274.0,47382.0,47610.0,47713.0,47777.0,47994.0,48055.0,48079.0,48100.0,48163.0,48188.0,48221.0,48242.0,48279.0,48320.0,48372.0,48427.0,48455.0,48600.0,48637.0,48663.0,48794.0,48835.0,48878.0,48909.0,48986.0,49036.0,49074.0,49108.0,49129.0,49156.0,49267.0,49335.0,49372.0,49402.0,49465.0,49480.0,49582.0,49649.0,49679.0,49755.0,49820.0,49899.0,49958.0,49998.0,50041.0,50131.0
5086556,72000.0,72081.0,72171.0,72279.0,72366.0,72429.0,72531.0,72746.0,72816.0,72859.0,73047.0,73085.0,73115.0,73142.0,73179.0,73203.0,73232.0,73254.0,73293.0,73328.0,73372.0,73419.0,73444.0,73560.0,73590.0,73611.0,73749.0,73780.0,73817.0,73850.0,73919.0,73963.0,73988.0,74014.0,74030.0,74050.0,74101.0,74151.0,74190.0,74223.0,74276.0,74298.0,74386.0,74401.0,74418.0,74461.0,74497.0,74542.0,74593.0,74628.0,74666.0,74792.0
5087667,24900.0,24971.0,25050.0,25145.0,25222.0,25279.0,25360.0,25533.0,25643.0,25710.0,25923.0,25959.0,25981.0,26001.0,26072.0,26098.0,26128.0,26149.0,26186.0,26233.0,26293.0,26356.0,26390.0,26530.0,26565.0,26590.0,26703.0,26746.0,26791.0,26825.0,26917.0,26976.0,27031.0,27068.0,27091.0,27120.0,27189.0,27240.0,27282.0,27316.0,27377.0,27390.0,27492.0,27516.0,27534.0,27580.0,27619.0,27666.0,27716.0,27749.0,27786.0,27868.0
5087678,75600.0,75672.0,75752.0,75848.0,75926.0,75983.0,76064.0,76237.0,76306.0,76349.0,76521.0,76564.0,76588.0,76609.0,76646.0,76670.0,76700.0,76719.0,76755.0,76789.0,76832.0,76877.0,76901.0,77023.0,77054.0,77076.0,77175.0,77213.0,77256.0,77290.0,77348.0,77385.0,77416.0,77443.0,77460.0,77481.0,77532.0,77569.0,77606.0,77637.0,77698.0,77716.0,77802.0,77818.0,77834.0,77875.0,77909.0,77951.0,78007.0,78045.0,78086.0,78198.0
5092320,54000.0,54123.0,54260.0,54425.0,54558.0,54654.0,54789.0,55075.0,55172.0,55231.0,55424.0,55481.0,55515.0,55544.0,55632.0,55658.0,55694.0,55716.0,55755.0,55799.0,55855.0,55914.0,55944.0,56096.0,56135.0,56162.0,56300.0,56344.0,56391.0,56430.0,56514.0,56568.0,56609.0,56655.0,56683.0,56718.0,56808.0,56885.0,56941.0,56987.0,57061.0,57084.0,57213.0,57273.0,57296.0,57355.0,57405.0,57466.0,57522.0,57560.0,57601.0,57712.0
5093014,21300.0,21371.0,21450.0,21545.0,21622.0,21679.0,21760.0,21933.0,22043.0,22110.0,22323.0,22359.0,22381.0,22401.0,22472.0,22498.0,22528.0,22549.0,22586.0,22633.0,22693.0,22756.0,22790.0,22930.0,22965.0,22990.0,23103.0,23146.0,23191.0,23225.0,23317.0,23376.0,23431.0,23468.0,23491.0,23520.0,23589.0,23640.0,23682.0,23716.0,23777.0,23790.0,23892.0,23916.0,23934.0,23980.0,24019.0,24066.0,24116.0,24149.0,24186.0,24268.0
5093123,32400.0,32542.0,32700.0,32890.0,33043.0,33154.0,33270.0,33515.0,33594.0,33642.0,33844.0,33905.0,33927.0,33947.0,33994.0,34021.0,34053.0,34074.0,34111.0,34146.0,34190.0,34237.0,34261.0,34359.0,34384.0,34402.0,34512.0,34548.0,34586.0,34613.0,34697.0,34750.0,34785.0,34807.0,34820.0,34837.0,34899.0,34950.0,34973.0,34992.0,35046.0,35060.0,35134.0,35149.0,35171.0,35227.0,35274.0,35332.0,35373.0,35401.0,35432.0,35510.0
5094064,57600.0,57723.0,57860.0,58025.0,58158.0,58254.0,58389.0,58675.0,58772.0,58831.0,59024.0,59081.0,59115.0,59144.0,59232.0,59258.0,59294.0,59316.0,59355.0,59399.0,59455.0,59514.0,59544.0,59696.0,59735.0,59762.0,59900.0,59944.0,59991.0,60030.0,60114.0,60168.0,60209.0,60255.0,60283.0,60318.0,60408.0,60485.0,60541.0,60587.0,60661.0,60684.0,60813.0,60873.0,60896.0,60955.0,61005.0,61066.0,61122.0,61160.0,61201.0,61312.0
5094070,82800.0,82872.0,82952.0,83048.0,83126.0,83183.0,83264.0,83437.0,83506.0,83549.0,83721.0,83764.0,83788.0,83809.0,83846.0,83870.0,83900.0,83919.0,83955.0,83989.0,84032.0,84077.0,84101.0,84223.0,84254.0,84276.0,84375.0,84413.0,84456.0,84490.0,84548.0,84585.0,84616.0,84643.0,84660.0,84681.0,84732.0,84769.0,84806.0,84837.0,84898.0,84916.0,85002.0,85018.0,85034.0,85075.0,85109.0,85151.0,85207.0,85245.0,85286.0,85398.0
5097115,43200.0,43289.0,43388.0,43507.0,43603.0,43674.0,43782.0,44010.0,44113.0,44177.0,44394.0,44455.0,44479.0,44500.0,44563.0,44588.0,44621.0,44642.0,44679.0,44720.0,44772.0,44827.0,44855.0,45000.0,45037.0,45063.0,45194.0,45235.0,45278.0,45309.0,45386.0,45436.0,45474.0,45508.0,45529.0,45556.0,45667.0,45735.0,45772.0,45802.0,45865.0,45880.0,45982.0,46049.0,46079.0,46155.0,46220.0,46299.0,46358.0,46398.0,46441.0,46531.0
5098030,50400.0,50489.0,50588.0,50707.0,50803.0,50874.0,50982.0,51210.0,51313.0,51377.0,51594.0,51655.0,51679.0,51700.0,51763.0,51788.0,51821.0,51842.0,51879.0,51920.0,51972.0,52027.0,52055.0,52200.0,52237.0,52263.0,52394.0,52435.0,52478.0,52509.0,52586.0,52636.0,52674.0,52708.0,52729.0,52756.0,52867.0,52935.0,52972.0,53002.0,53065.0,53080.0,53182.0,53249.0,53279.0,53355.0,53420.0,53499.0,53558.0,53598.0,53641.0,53731.0
5099106,36000.0,36094.0,36198.0,36323.0,36424.0,36498.0,36607.0,36838.0,36940.0,37003.0,37216.0,37294.0,37315.0,37334.0,37392.0,37416.0,37448.0,37468.0,37505.0,37540.0,37584.0,37630.0,37654.0,37791.0,37826.0,37850.0,37959.0,37998.0,38040.0,38070.0,38119.0,38150.0,38187.0,38217.0,38236.0,38259.0,38323.0,38381.0,38420.0,38452.0,38514.0,38606.0,38702.0,38724.0,38753.0,38827.0,38889.0,38965.0,39013.0,39046.0,39082.0,39165.0
5100251,64800.0,64923.0,65060.0,65225.0,65358.0,65454.0,65589.0,65875.0,65972.0,66031.0,66224.0,66281.0,66315.0,66344.0,66432.0,66458.0,66494.0,66516.0,66555.0,66599.0,66655.0,66714.0,66744.0,66896.0,66935.0,66962.0,67100.0,67144.0,67191.0,67230.0,67314.0,67368.0,67409.0,67455.0,67483.0,67518.0,67608.0,67685.0,67741.0,67787.0,67861.0,67884.0,68013.0,68073.0,68096.0,68155.0,68205.0,68266.0,68322.0,68360.0,68401.0,68512.0
5101198,68400.0,68523.0,68660.0,68825.0,68958.0,69054.0,69189.0,69475.0,69572.0,69631.0,69824.0,69881.0,69915.0,69944.0,70032.0,70058.0,70094.0,70116.0,70155.0,70199.0,70255.0,70314.0,70344.0,70496.0,70535.0,70562.0,70700.0,70744.0,70791.0,70830.0,70914.0,70968.0,71009.0,71055.0,71083.0,71118.0,71208.0,71285.0,71341.0,71387.0,71461.0,71484.0,71613.0,71673.0,71696.0,71755.0,71805.0,71866.0,71922.0,71960.0,72001.0,72112.0
5102081,24900.0,24971.0,25050.0,25145.0,25222.0,25279.0,25360.0,25533.0,25643.0,25710.0,25923.0,25959.0,25981.0,26001.0,26072.0,26098.0,26128.0,26149.0,26186.0,26233.0,26293.0,26356.0,26390.0,26530.0,26565.0,26590.0,26703.0,26746.0,26791.0,26825.0,26917.0,26976.0,27031.0,27068.0,27091.0,27120.0,27189.0,27240.0,27282.0,27316.0,27377.0,27390.0,27492.0,27516.0,27534.0,27580.0,27619.0,27666.0,27716.0,27749.0,27786.0,27868.0
5102092,75600.0,75672.0,75752.0,75848.0,75926.0,75983.0,76064.0,76237.0,76306.0,76349.0,76521.0,76564.0,76588.0,76609.0,76646.0,76670.0,76700.0,76719.0,76755.0,76789.0,76832.0,76877.0,76901.0,77023.0,77054.0,77076.0,77175.0,77213.0,77256.0,77290.0,77348.0,77385.0,77416.0,77443.0,77460.0,77481.0,77532.0,77569.0,77606.0,77637.0,77698.0,77716.0,77802.0,77818.0,77834.0,77875.0,77909.0,77951.0,78007.0,78045.0,78086.0,78198.0
5103778,64800.0,64923.0,65060.0,65225.0,65358.0,65454.0,65589.0,65875.0,65972.0,66031.0,66224.0,66281.0,66315.0,66344.0,66432.0,66458.0,66494.0,66516.0,66555.0,66599.0,66655.0,66714.0,66744.0,66896.0,66935.0,66962.0,67100.0,67144.0,67191.0,67230.0,67314.0,67368.0,67409.0,67455.0,67483.0,67518.0,67608.0,67685.0,67741.0,67787.0,67861.0,67884.0,68013.0,68073.0,68096.0,68155.0,68205.0,68266.0,68322.0,68360.0,68401.0,68512.0
5104427,36000.0,36094.0,36198.0,36323.0,36424.0,36498.0,36607.0,36838.0,36940.0,37003.0,37216.0,37294.0,37315.0,37334.0,37392.0,37416.0,37448.0,37468.0,37505.0,37540.0,37584.0,37630.0,37654.0,37791.0,37826.0,37850.0,37959.0,37998.0,38040.0,38070.0,38119.0,38150.0,38187.0,38217.0,38236.0,38259.0,38323.0,38381.0,38420.0,38452.0,38514.0,38606.0,38702.0,38724.0,38753.0,38827.0,38889.0,38965.0,39013.0,39046.0,39082.0,39165.0
5107391,39600.0,39694.0,39798.0,39923.0,40024.0,40098.0,40207.0,40438.0,40540.0,40603.0,40816.0,40894.0,40915.0,40934.0,40992.0,41016.0,41048.0,41068.0,41105.0,41140.0,41184.0,41230.0,41254.0,41391.0,41426.0,41450.0,41559.0,41598.0,41640.0,41670.0,41719.0,41750.0,41787.0,41817.0,41836.0,41859.0,41923.0,41981.0,42020.0,42052.0,42114.0,42206.0,42302.0,42324.0,42353.0,42427.0,42489.0,42565.0,42613.0,42646.0,42682.0,42765.0
