tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P
0,4745.0,4989.0,4990.0,4991.0,4992.0,1719.0,1828.0,1829.0,4997.0,4998.0,4999.0,1833.0,1834.0,1835.0,1836.0,1837.0,2338.0,1845.0,7166.0,1847.0,1696.0,1697.0,1698.0,1699.0,1700.0,1701.0,1702.0,1703.0,1905.0,1804.0,1803.0,77.0,78.0,79.0,80.0,82.0,817.0,818.0,819.0,265.0,6059.0,404.0,747.0,748.0,749.0,750.0,751.0,752.0,753.0,7370.0,7339.0
5003145,30960.0,30984.0,31098.0,31119.0,31150.0,31205.0,31280.0,31339.0,31420.0,31486.0,31587.0,31658.0,31777.0,31855.0,31941.0,32024.0,32067.0,32322.0,32374.0,32441.0,32500.0,32523.0,32565.0,32588.0,32624.0,32663.0,32690.0,32720.0,32766.0,32954.0,33047.0,33182.0,33345.0,33468.0,33651.0,33761.0,33852.0,33905.0,33997.0,34121.0,34251.0,34724.0,34896.0,34949.0,35013.0,35070.0,35126.0,35196.0,35229.0,35277.0,35301.0
5007883,26160.0,26181.0,26279.0,26297.0,26324.0,26372.0,26437.0,26480.0,26539.0,26587.0,26660.0,26712.0,26798.0,26853.0,26916.0,26977.0,27025.0,27310.0,27368.0,27446.0,27519.0,27544.0,27590.0,27624.0,27676.0,27728.0,27764.0,27805.0,27866.0,27973.0,28026.0,28103.0,28197.0,28308.0,28473.0,28621.0,28744.0,28815.0,28878.0,29009.0,29141.0,29498.0,29628.0,29694.0,29774.0,29836.0,29897.0,29973.0,30021.0,30090.0,30124.0
5010920,24720.0,24741.0,24839.0,24857.0,24884.0,24932.0,24997.0,25040.0,25099.0,25147.0,25220.0,25272.0,25358.0,25413.0,25476.0,25537.0,25585.0,25870.0,25928.0,26006.0,26079.0,26104.0,26150.0,26184.0,26236.0,26288.0,26324.0,26365.0,26426.0,26533.0,26586.0,26663.0,26757.0,26868.0,27033.0,27181.0,27304.0,27375.0,27438.0,27569.0,27701.0,28058.0,28188.0,28254.0,28334.0,28396.0,28457.0,28533.0,28581.0,28650.0,28684.0
5012916,28560.0,28584.0,28695.0,28716.0,28746.0,28800.0,28872.0,28919.0,28983.0,29035.0,29115.0,29171.0,29265.0,29325.0,29377.0,29427.0,29478.0,29777.0,29837.0,29931.0,29999.0,30026.0,30074.0,30105.0,30153.0,30217.0,30261.0,30314.0,30394.0,30533.0,30602.0,30702.0,30822.0,30979.0,31210.0,31344.0,31455.0,31519.0,31613.0,31779.0,31944.0,32423.0,32598.0,32687.0,32794.0,32859.0,32923.0,33003.0,33062.0,33147.0,33189.0
5013613,29760.0,29784.0,29895.0,29916.0,29946.0,30000.0,30072.0,30119.0,30183.0,30235.0,30315.0,30371.0,30465.0,30525.0,30577.0,30627.0,30678.0,30977.0,31037.0,31131.0,31199.0,31226.0,31274.0,31305.0,31353.0,31417.0,31461.0,31514.0,31594.0,31733.0,31802.0,31902.0,32022.0,32179.0,32410.0,32544.0,32655.0,32719.0,32813.0,32979.0,33144.0,33623.0,33798.0,33887.0,33994.0,34059.0,34123.0,34203.0,34262.0,34347.0,34389.0
5014588,27360.0,27384.0,27495.0,27516.0,27546.0,27600.0,27672.0,27719.0,27783.0,27835.0,27915.0,27971.0,28065.0,28125.0,28177.0,28227.0,28278.0,28577.0,28637.0,28731.0,28799.0,28826.0,28874.0,28905.0,28953.0,29017.0,29061.0,29114.0,29194.0,29333.0,29402.0,29502.0,29622.0,29779.0,30010.0,30144.0,30255.0,30319.0,30413.0,30579.0,30744.0,31223.0,31398.0,31487.0,31594.0,31659.0,31723.0,31803.0,31862.0,31947.0,31989.0
5084376,28560.0,28583.0,28689.0,28709.0,28738.0,28790.0,28860.0,28905.0,28967.0,29017.0,29094.0,29148.0,29238.0,29296.0,29346.0,29394.0,29443.0,29730.0,29788.0,29878.0,29943.0,29969.0,30015.0,30045.0,30091.0,30153.0,30195.0,30246.0,30323.0,30457.0,30523.0,30619.0,30735.0,30885.0,31108.0,31236.0,31343.0,31405.0,31495.0,31655.0,31814.0,32275.0,32443.0,32528.0,32631.0,32693.0,32755.0,32832.0,32889.0,32971.0,33011.0
5088692,30960.0,30983.0,31092.0,31112.0,31142.0,31195.0,31268.0,31325.0,31403.0,31467.0,31564.0,31633.0,31747.0,31821.0,31904.0,31984.0,32026.0,32271.0,32321.0,32385.0,32442.0,32465.0,32505.0,32528.0,32562.0,32599.0,32625.0,32654.0,32698.0,32879.0,32968.0,33098.0,33255.0,33374.0,33549.0,33654.0,33742.0,33793.0,33881.0,34000.0,34125.0,34580.0,34745.0,34796.0,34858.0,34913.0,34967.0,35034.0,35066.0,35112.0,35135.0
5092930,27360.0,27383.0,27489.0,27509.0,27538.0,27590.0,27660.0,27705.0,27767.0,27817.0,27894.0,27948.0,28038.0,28096.0,28146.0,28194.0,28243.0,28530.0,28588.0,28678.0,28743.0,28769.0,28815.0,28845.0,28891.0,28953.0,28995.0,29046.0,29123.0,29257.0,29323.0,29419.0,29535.0,29685.0,29908.0,30036.0,30143.0,30205.0,30295.0,30455.0,30614.0,31075.0,31243.0,31328.0,31431.0,31493.0,31555.0,31632.0,31689.0,31771.0,31811.0
5093724,24720.0,24740.0,24834.0,24852.0,24878.0,24924.0,24986.0,25027.0,25084.0,25130.0,25200.0,25250.0,25333.0,25386.0,25447.0,25505.0,25551.0,25825.0,25881.0,25956.0,26026.0,26050.0,26094.0,26127.0,26177.0,26227.0,26262.0,26301.0,26360.0,26463.0,26514.0,26588.0,26678.0,26785.0,26943.0,27085.0,27203.0,27272.0,27333.0,27459.0,27586.0,27929.0,28054.0,28117.0,28194.0,28253.0,28312.0,28385.0,28431.0,28497.0,28530.0
