tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P
5096376,53100.0,53173.0,53214.0,53262.0,53301.0,53372.0,53646.0,53754.0,53896.0,54019.0,54103.0,54149.0,54174.0,54224.0,54302.0,54369.0,54415.0,54457.0,54520.0,54571.0,54607.0,54690.0,54710.0,54799.0,54836.0,54857.0,54898.0,54964.0,55001.0,55020.0,55070.0,55111.0,55132.0,55199.0,55227.0,55256.0,55287.0,55458.0,55485.0,55521.0,55550.0,55619.0,55677.0,55709.0,55734.0,55826.0,55845.0,55873.0,55921.0,55991.0,56020.0,56041.0,56097.0,56147.0,56224.0
5096378,62100.0,62173.0,62214.0,62262.0,62301.0,62372.0,62646.0,62754.0,62896.0,63019.0,63103.0,63149.0,63174.0,63224.0,63302.0,63369.0,63415.0,63457.0,63520.0,63571.0,63607.0,63690.0,63710.0,63799.0,63836.0,63857.0,63898.0,63964.0,64001.0,64020.0,64070.0,64111.0,64132.0,64199.0,64227.0,64256.0,64287.0,64458.0,64485.0,64521.0,64550.0,64619.0,64677.0,64709.0,64734.0,64826.0,64845.0,64873.0,64921.0,64991.0,65020.0,65041.0,65097.0,65147.0,65224.0
5096380,71100.0,71173.0,71214.0,71262.0,71301.0,71372.0,71646.0,71754.0,71896.0,72019.0,72103.0,72149.0,72174.0,72224.0,72302.0,72369.0,72415.0,72457.0,72520.0,72571.0,72607.0,72690.0,72710.0,72799.0,72836.0,72857.0,72898.0,72964.0,73001.0,73020.0,73070.0,73111.0,73132.0,73199.0,73227.0,73256.0,73287.0,73458.0,73485.0,73521.0,73550.0,73619.0,73677.0,73709.0,73734.0,73826.0,73845.0,73873.0,73921.0,73991.0,74020.0,74041.0,74097.0,74147.0,74224.0
5096382,80100.0,80173.0,80214.0,80262.0,80301.0,80372.0,80646.0,80754.0,80896.0,81019.0,81103.0,81149.0,81174.0,81224.0,81302.0,81369.0,81415.0,81457.0,81520.0,81571.0,81607.0,81690.0,81710.0,81799.0,81836.0,81857.0,81898.0,81964.0,82001.0,82020.0,82070.0,82111.0,82132.0,82199.0,82227.0,82256.0,82287.0,82458.0,82485.0,82521.0,82550.0,82619.0,82677.0,82709.0,82734.0,82826.0,82845.0,82873.0,82921.0,82991.0,83020.0,83041.0,83097.0,83147.0,83224.0
5096472,22200.0,22253.0,22282.0,22318.0,22347.0,22400.0,22555.0,22614.0,22692.0,22820.0,22877.0,22909.0,22930.0,22972.0,23024.0,23077.0,23124.0,23166.0,23212.0,23250.0,23280.0,23347.0,23363.0,23434.0,23470.0,23490.0,23530.0,23596.0,23633.0,23652.0,23702.0,23743.0,23764.0,23850.0,23885.0,23923.0,23963.0,24181.0,24203.0,24232.0,24255.0,24311.0,24375.0,24406.0,24429.0,24536.0,24551.0,24574.0,24613.0,24671.0,24694.0,24711.0,24764.0,24811.0,24884.0
5096474,30600.0,30673.0,30714.0,30762.0,30801.0,30872.0,31146.0,31254.0,31396.0,31519.0,31603.0,31649.0,31674.0,31724.0,31802.0,31869.0,31915.0,31957.0,32020.0,32071.0,32107.0,32190.0,32210.0,32299.0,32336.0,32357.0,32398.0,32464.0,32501.0,32520.0,32570.0,32611.0,32632.0,32699.0,32727.0,32756.0,32787.0,32958.0,32985.0,33021.0,33050.0,33119.0,33177.0,33209.0,33234.0,33326.0,33345.0,33373.0,33421.0,33491.0,33520.0,33541.0,33597.0,33647.0,33724.0
5096476,39600.0,39673.0,39714.0,39762.0,39801.0,39872.0,40146.0,40254.0,40396.0,40519.0,40603.0,40649.0,40674.0,40724.0,40802.0,40869.0,40915.0,40957.0,41020.0,41071.0,41107.0,41190.0,41210.0,41299.0,41336.0,41357.0,41398.0,41464.0,41501.0,41520.0,41570.0,41611.0,41632.0,41699.0,41727.0,41756.0,41787.0,41958.0,41985.0,42021.0,42050.0,42119.0,42177.0,42209.0,42234.0,42326.0,42345.0,42373.0,42421.0,42491.0,42520.0,42541.0,42597.0,42647.0,42724.0
5096478,48600.0,48673.0,48714.0,48762.0,48801.0,48872.0,49146.0,49254.0,49396.0,49519.0,49603.0,49649.0,49674.0,49724.0,49802.0,49869.0,49915.0,49957.0,50020.0,50071.0,50107.0,50190.0,50210.0,50299.0,50336.0,50357.0,50398.0,50464.0,50501.0,50520.0,50570.0,50611.0,50632.0,50699.0,50727.0,50756.0,50787.0,50958.0,50985.0,51021.0,51050.0,51119.0,51177.0,51209.0,51234.0,51326.0,51345.0,51373.0,51421.0,51491.0,51520.0,51541.0,51597.0,51647.0,51724.0
5096480,57600.0,57673.0,57714.0,57762.0,57801.0,57872.0,58146.0,58254.0,58396.0,58519.0,58603.0,58649.0,58674.0,58724.0,58802.0,58869.0,58915.0,58957.0,59020.0,59071.0,59107.0,59190.0,59210.0,59299.0,59336.0,59357.0,59398.0,59464.0,59501.0,59520.0,59570.0,59611.0,59632.0,59699.0,59727.0,59756.0,59787.0,59958.0,59985.0,60021.0,60050.0,60119.0,60177.0,60209.0,60234.0,60326.0,60345.0,60373.0,60421.0,60491.0,60520.0,60541.0,60597.0,60647.0,60724.0
5096482,66600.0,66673.0,66714.0,66762.0,66801.0,66872.0,67146.0,67254.0,67396.0,67519.0,67603.0,67649.0,67674.0,67724.0,67802.0,67869.0,67915.0,67957.0,68020.0,68071.0,68107.0,68190.0,68210.0,68299.0,68336.0,68357.0,68398.0,68464.0,68501.0,68520.0,68570.0,68611.0,68632.0,68699.0,68727.0,68756.0,68787.0,68958.0,68985.0,69021.0,69050.0,69119.0,69177.0,69209.0,69234.0,69326.0,69345.0,69373.0,69421.0,69491.0,69520.0,69541.0,69597.0,69647.0,69724.0
5096484,75600.0,75673.0,75714.0,75762.0,75801.0,75872.0,76146.0,76254.0,76396.0,76519.0,76603.0,76649.0,76674.0,76724.0,76802.0,76869.0,76915.0,76957.0,77020.0,77071.0,77107.0,77190.0,77210.0,77299.0,77336.0,77357.0,77398.0,77464.0,77501.0,77520.0,77570.0,77611.0,77632.0,77699.0,77727.0,77756.0,77787.0,77958.0,77985.0,78021.0,78050.0,78119.0,78177.0,78209.0,78234.0,78326.0,78345.0,78373.0,78421.0,78491.0,78520.0,78541.0,78597.0,78647.0,78724.0
5096486,84600.0,84673.0,84714.0,84762.0,84801.0,84872.0,85146.0,85254.0,85396.0,85519.0,85603.0,85649.0,85674.0,85724.0,85802.0,85869.0,85915.0,85957.0,86020.0,86071.0,86107.0,86190.0,86210.0,86299.0,86336.0,86357.0,86398.0,86464.0,86501.0,86520.0,86570.0,86611.0,86632.0,86699.0,86727.0,86756.0,86787.0,86958.0,86985.0,87021.0,87050.0,87119.0,87177.0,87209.0,87234.0,87326.0,87345.0,87373.0,87421.0,87491.0,87520.0,87541.0,87597.0,87647.0,87724.0
5103926,22200.0,22253.0,22282.0,22318.0,22347.0,22400.0,22555.0,22614.0,22692.0,22820.0,22877.0,22909.0,22930.0,22972.0,23024.0,23077.0,23124.0,23166.0,23212.0,23250.0,23280.0,23347.0,23363.0,23434.0,23470.0,23490.0,23530.0,23596.0,23633.0,23652.0,23702.0,23743.0,23764.0,23850.0,23885.0,23923.0,23963.0,24181.0,24203.0,24232.0,24255.0,24311.0,24375.0,24406.0,24429.0,24536.0,24551.0,24574.0,24613.0,24671.0,24694.0,24711.0,24764.0,24811.0,24884.0
5103928,30600.0,30673.0,30714.0,30762.0,30801.0,30872.0,31146.0,31254.0,31396.0,31519.0,31603.0,31649.0,31674.0,31724.0,31802.0,31869.0,31915.0,31957.0,32020.0,32071.0,32107.0,32190.0,32210.0,32299.0,32336.0,32357.0,32398.0,32464.0,32501.0,32520.0,32570.0,32611.0,32632.0,32699.0,32727.0,32756.0,32787.0,32958.0,32985.0,33021.0,33050.0,33119.0,33177.0,33209.0,33234.0,33326.0,33345.0,33373.0,33421.0,33491.0,33520.0,33541.0,33597.0,33647.0,33724.0
5103930,39600.0,39673.0,39714.0,39762.0,39801.0,39872.0,40146.0,40254.0,40396.0,40519.0,40603.0,40649.0,40674.0,40724.0,40802.0,40869.0,40915.0,40957.0,41020.0,41071.0,41107.0,41190.0,41210.0,41299.0,41336.0,41357.0,41398.0,41464.0,41501.0,41520.0,41570.0,41611.0,41632.0,41699.0,41727.0,41756.0,41787.0,41958.0,41985.0,42021.0,42050.0,42119.0,42177.0,42209.0,42234.0,42326.0,42345.0,42373.0,42421.0,42491.0,42520.0,42541.0,42597.0,42647.0,42724.0
5103932,48600.0,48673.0,48714.0,48762.0,48801.0,48872.0,49146.0,49254.0,49396.0,49519.0,49603.0,49649.0,49674.0,49724.0,49802.0,49869.0,49915.0,49957.0,50020.0,50071.0,50107.0,50190.0,50210.0,50299.0,50336.0,50357.0,50398.0,50464.0,50501.0,50520.0,50570.0,50611.0,50632.0,50699.0,50727.0,50756.0,50787.0,50958.0,50985.0,51021.0,51050.0,51119.0,51177.0,51209.0,51234.0,51326.0,51345.0,51373.0,51421.0,51491.0,51520.0,51541.0,51597.0,51647.0,51724.0
5103934,57600.0,57673.0,57714.0,57762.0,57801.0,57872.0,58146.0,58254.0,58396.0,58519.0,58603.0,58649.0,58674.0,58724.0,58802.0,58869.0,58915.0,58957.0,59020.0,59071.0,59107.0,59190.0,59210.0,59299.0,59336.0,59357.0,59398.0,59464.0,59501.0,59520.0,59570.0,59611.0,59632.0,59699.0,59727.0,59756.0,59787.0,59958.0,59985.0,60021.0,60050.0,60119.0,60177.0,60209.0,60234.0,60326.0,60345.0,60373.0,60421.0,60491.0,60520.0,60541.0,60597.0,60647.0,60724.0
5103936,66600.0,66673.0,66714.0,66762.0,66801.0,66872.0,67146.0,67254.0,67396.0,67519.0,67603.0,67649.0,67674.0,67724.0,67802.0,67869.0,67915.0,67957.0,68020.0,68071.0,68107.0,68190.0,68210.0,68299.0,68336.0,68357.0,68398.0,68464.0,68501.0,68520.0,68570.0,68611.0,68632.0,68699.0,68727.0,68756.0,68787.0,68958.0,68985.0,69021.0,69050.0,69119.0,69177.0,69209.0,69234.0,69326.0,69345.0,69373.0,69421.0,69491.0,69520.0,69541.0,69597.0,69647.0,69724.0
5103938,75600.0,75673.0,75714.0,75762.0,75801.0,75872.0,76146.0,76254.0,76396.0,76519.0,76603.0,76649.0,76674.0,76724.0,76802.0,76869.0,76915.0,76957.0,77020.0,77071.0,77107.0,77190.0,77210.0,77299.0,77336.0,77357.0,77398.0,77464.0,77501.0,77520.0,77570.0,77611.0,77632.0,77699.0,77727.0,77756.0,77787.0,77958.0,77985.0,78021.0,78050.0,78119.0,78177.0,78209.0,78234.0,78326.0,78345.0,78373.0,78421.0,78491.0,78520.0,78541.0,78597.0,78647.0,78724.0
5103940,84600.0,84673.0,84714.0,84762.0,84801.0,84872.0,85146.0,85254.0,85396.0,85519.0,85603.0,85649.0,85674.0,85724.0,85802.0,85869.0,85915.0,85957.0,86020.0,86071.0,86107.0,86190.0,86210.0,86299.0,86336.0,86357.0,86398.0,86464.0,86501.0,86520.0,86570.0,86611.0,86632.0,86699.0,86727.0,86756.0,86787.0,86958.0,86985.0,87021.0,87050.0,87119.0,87177.0,87209.0,87234.0,87326.0,87345.0,87373.0,87421.0,87491.0,87520.0,87541.0,87597.0,87647.0,87724.0
5112604,26400.0,26453.0,26482.0,26518.0,26547.0,26600.0,26755.0,26814.0,26892.0,27020.0,27077.0,27109.0,27130.0,27172.0,27224.0,27277.0,27324.0,27366.0,27412.0,27450.0,27480.0,27547.0,27563.0,27634.0,27670.0,27690.0,27730.0,27796.0,27833.0,27852.0,27902.0,27943.0,27964.0,28050.0,28085.0,28123.0,28163.0,28381.0,28403.0,28432.0,28455.0,28511.0,28575.0,28606.0,28629.0,28736.0,28751.0,28774.0,28813.0,28871.0,28894.0,28911.0,28964.0,29011.0,29084.0
5112606,35100.0,35173.0,35214.0,35262.0,35301.0,35372.0,35646.0,35754.0,35896.0,36019.0,36103.0,36149.0,36174.0,36224.0,36302.0,36369.0,36415.0,36457.0,36520.0,36571.0,36607.0,36690.0,36710.0,36799.0,36836.0,36857.0,36898.0,36964.0,37001.0,37020.0,37070.0,37111.0,37132.0,37199.0,37227.0,37256.0,37287.0,37458.0,37485.0,37521.0,37550.0,37619.0,37677.0,37709.0,37734.0,37826.0,37845.0,37873.0,37921.0,37991.0,38020.0,38041.0,38097.0,38147.0,38224.0
5112608,44100.0,44173.0,44214.0,44262.0,44301.0,44372.0,44646.0,44754.0,44896.0,45019.0,45103.0,45149.0,45174.0,45224.0,45302.0,45369.0,45415.0,45457.0,45520.0,45571.0,45607.0,45690.0,45710.0,45799.0,45836.0,45857.0,45898.0,45964.0,46001.0,46020.0,46070.0,46111.0,46132.0,46199.0,46227.0,46256.0,46287.0,46458.0,46485.0,46521.0,46550.0,46619.0,46677.0,46709.0,46734.0,46826.0,46845.0,46873.0,46921.0,46991.0,47020.0,47041.0,47097.0,47147.0,47224.0
5112610,53100.0,53173.0,53214.0,53262.0,53301.0,53372.0,53646.0,53754.0,53896.0,54019.0,54103.0,54149.0,54174.0,54224.0,54302.0,54369.0,54415.0,54457.0,54520.0,54571.0,54607.0,54690.0,54710.0,54799.0,54836.0,54857.0,54898.0,54964.0,55001.0,55020.0,55070.0,55111.0,55132.0,55199.0,55227.0,55256.0,55287.0,55458.0,55485.0,55521.0,55550.0,55619.0,55677.0,55709.0,55734.0,55826.0,55845.0,55873.0,55921.0,55991.0,56020.0,56041.0,56097.0,56147.0,56224.0
5112612,62100.0,62173.0,62214.0,62262.0,62301.0,62372.0,62646.0,62754.0,62896.0,63019.0,63103.0,63149.0,63174.0,63224.0,63302.0,63369.0,63415.0,63457.0,63520.0,63571.0,63607.0,63690.0,63710.0,63799.0,63836.0,63857.0,63898.0,63964.0,64001.0,64020.0,64070.0,64111.0,64132.0,64199.0,64227.0,64256.0,64287.0,64458.0,64485.0,64521.0,64550.0,64619.0,64677.0,64709.0,64734.0,64826.0,64845.0,64873.0,64921.0,64991.0,65020.0,65041.0,65097.0,65147.0,65224.0
5112614,71100.0,71173.0,71214.0,71262.0,71301.0,71372.0,71646.0,71754.0,71896.0,72019.0,72103.0,72149.0,72174.0,72224.0,72302.0,72369.0,72415.0,72457.0,72520.0,72571.0,72607.0,72690.0,72710.0,72799.0,72836.0,72857.0,72898.0,72964.0,73001.0,73020.0,73070.0,73111.0,73132.0,73199.0,73227.0,73256.0,73287.0,73458.0,73485.0,73521.0,73550.0,73619.0,73677.0,73709.0,73734.0,73826.0,73845.0,73873.0,73921.0,73991.0,74020.0,74041.0,74097.0,74147.0,74224.0
5112616,80100.0,80173.0,80214.0,80262.0,80301.0,80372.0,80646.0,80754.0,80896.0,81019.0,81103.0,81149.0,81174.0,81224.0,81302.0,81369.0,81415.0,81457.0,81520.0,81571.0,81607.0,81690.0,81710.0,81799.0,81836.0,81857.0,81898.0,81964.0,82001.0,82020.0,82070.0,82111.0,82132.0,82199.0,82227.0,82256.0,82287.0,82458.0,82485.0,82521.0,82550.0,82619.0,82677.0,82709.0,82734.0,82826.0,82845.0,82873.0,82921.0,82991.0,83020.0,83041.0,83097.0,83147.0,83224.0
