tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P,058_P,059_P,060_P,061_P
0,4952.0,768.0,769.0,770.0,771.0,772.0,773.0,774.0,775.0,776.0,777.0,779.0,780.0,781.0,782.0,783.0,784.0,785.0,786.0,791.0,7576.0,7585.0,7587.0,345.0,318.0,312.0,1444.0,1445.0,1447.0,2637.0,2721.0,7012.0,2201.0,4401.0,2213.0,2214.0,2215.0,7184.0,7050.0,7185.0,7186.0,7187.0,3954.0,3955.0,3956.0,3957.0,3958.0,3959.0,3960.0,6156.0,6165.0,6157.0,6158.0,7314.0,3964.0,3965.0,3968.0,3966.0,5113.0,3918.0,5114.0
5002958,60600.0,60694.0,60740.0,60804.0,60830.0,60883.0,60912.0,60946.0,60992.0,61033.0,61062.0,61095.0,61172.0,61226.0,61273.0,61344.0,61391.0,61471.0,61613.0,61764.0,61835.0,62077.0,62358.0,62510.0,62651.0,62920.0,63033.0,63103.0,63221.0,63296.0,63461.0,63488.0,63791.0,63831.0,63979.0,64019.0,64064.0,64224.0,64304.0,64365.0,64394.0,64428.0,64551.0,64583.0,64610.0,64678.0,64735.0,64804.0,64863.0,64906.0,64924.0,64945.0,64984.0,65034.0,65178.0,65225.0,65388.0,65547.0,65605.0,65749.0,65855.0
5004511,63000.0,63094.0,63140.0,63204.0,63230.0,63283.0,63312.0,63346.0,63392.0,63433.0,63462.0,63495.0,63572.0,63626.0,63673.0,63744.0,63791.0,63871.0,64013.0,64164.0,64235.0,64477.0,64758.0,64910.0,65051.0,65320.0,65433.0,65503.0,65621.0,65696.0,65861.0,65888.0,66191.0,66231.0,66379.0,66419.0,66464.0,66624.0,66704.0,66765.0,66794.0,66828.0,66951.0,66983.0,67010.0,67078.0,67135.0,67204.0,67263.0,67306.0,67324.0,67345.0,67384.0,67434.0,67578.0,67625.0,67788.0,67947.0,68005.0,68149.0,68255.0
5009024,61800.0,61894.0,61940.0,62004.0,62030.0,62083.0,62112.0,62146.0,62192.0,62233.0,62262.0,62295.0,62372.0,62426.0,62473.0,62544.0,62591.0,62671.0,62813.0,62964.0,63035.0,63277.0,63558.0,63710.0,63851.0,64120.0,64233.0,64303.0,64421.0,64496.0,64661.0,64688.0,64991.0,65031.0,65179.0,65219.0,65264.0,65424.0,65504.0,65565.0,65594.0,65628.0,65751.0,65783.0,65810.0,65878.0,65935.0,66004.0,66063.0,66106.0,66124.0,66145.0,66184.0,66234.0,66378.0,66425.0,66588.0,66747.0,66805.0,66949.0,67055.0
5084117,61800.0,61891.0,61935.0,61996.0,62021.0,62072.0,62100.0,62132.0,62176.0,62215.0,62242.0,62276.0,62350.0,62402.0,62447.0,62516.0,62562.0,62639.0,62775.0,62921.0,62988.0,63221.0,63491.0,63637.0,63773.0,64031.0,64140.0,64207.0,64321.0,64393.0,64552.0,64578.0,64869.0,64908.0,65050.0,65088.0,65131.0,65285.0,65362.0,65421.0,65448.0,65481.0,65599.0,65630.0,65656.0,65721.0,65776.0,65843.0,65900.0,65941.0,65958.0,65978.0,66016.0,66064.0,66202.0,66247.0,66405.0,66558.0,66614.0,66752.0,66854.0
5085187,60600.0,60691.0,60735.0,60796.0,60821.0,60872.0,60900.0,60932.0,60976.0,61015.0,61042.0,61076.0,61150.0,61202.0,61247.0,61316.0,61362.0,61439.0,61575.0,61721.0,61788.0,62021.0,62291.0,62437.0,62573.0,62831.0,62940.0,63007.0,63121.0,63193.0,63352.0,63378.0,63669.0,63708.0,63850.0,63888.0,63931.0,64085.0,64162.0,64221.0,64248.0,64281.0,64399.0,64430.0,64456.0,64521.0,64576.0,64643.0,64700.0,64741.0,64758.0,64778.0,64816.0,64864.0,65002.0,65047.0,65205.0,65358.0,65414.0,65552.0,65654.0
5097119,63000.0,63091.0,63135.0,63196.0,63221.0,63272.0,63300.0,63332.0,63376.0,63415.0,63442.0,63476.0,63550.0,63602.0,63647.0,63716.0,63762.0,63839.0,63975.0,64121.0,64188.0,64421.0,64691.0,64837.0,64973.0,65231.0,65340.0,65407.0,65521.0,65593.0,65752.0,65778.0,66069.0,66108.0,66250.0,66288.0,66331.0,66485.0,66562.0,66621.0,66648.0,66681.0,66799.0,66830.0,66856.0,66921.0,66976.0,67043.0,67100.0,67141.0,67158.0,67178.0,67216.0,67264.0,67402.0,67447.0,67605.0,67758.0,67814.0,67952.0,68054.0
5111076,60600.0,60691.0,60735.0,60796.0,60821.0,60872.0,60900.0,60932.0,60976.0,61015.0,61042.0,61076.0,61150.0,61202.0,61247.0,61316.0,61362.0,61439.0,61575.0,61721.0,61788.0,62021.0,62291.0,62437.0,62573.0,62831.0,62940.0,63007.0,63121.0,63193.0,63352.0,63378.0,63669.0,63708.0,63850.0,63888.0,63931.0,64085.0,64162.0,64221.0,64248.0,64281.0,64399.0,64430.0,64456.0,64521.0,64576.0,64643.0,64700.0,64741.0,64758.0,64778.0,64816.0,64864.0,65002.0,65047.0,65205.0,65358.0,65414.0,65552.0,65654.0
