tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P
0,3057.0,3058.0,3059.0,3060.0,3061.0,3062.0,3063.0,3064.0,3065.0,3066.0,3067.0,3068.0,3069.0,3070.0,4983.0,7647.0,2042.0,2043.0,2044.0,2045.0,2046.0,7553.0,6082.0,3205.0,3206.0,3207.0,3208.0,3209.0,3210.0,4981.0,3211.0,3212.0,3213.0,3214.0,3215.0,3216.0,3217.0,3218.0,3219.0,3220.0,3221.0,3222.0,3223.0,3134.0,3143.0,3144.0,5046.0,7639.0
5018477,48600.0,48638.0,48660.0,48684.0,48709.0,48740.0,48778.0,48804.0,48845.0,48879.0,48903.0,48971.0,49018.0,49086.0,49141.0,49168.0,49298.0,49315.0,49340.0,49368.0,49411.0,49483.0,49529.0,49593.0,49620.0,49644.0,49667.0,49696.0,49716.0,49755.0,49791.0,49851.0,49905.0,49958.0,50001.0,50052.0,50093.0,50131.0,50172.0,50216.0,50252.0,50348.0,50434.0,50506.0,50636.0,50696.0,50770.0,51047.0
5110795,30600.0,30633.0,30657.0,30683.0,30710.0,30744.0,30784.0,30811.0,30860.0,30901.0,30929.0,30997.0,31043.0,31110.0,31157.0,31187.0,31334.0,31353.0,31380.0,31411.0,31474.0,31580.0,31647.0,31752.0,31776.0,31806.0,31834.0,31870.0,31896.0,31943.0,31986.0,32059.0,32126.0,32215.0,32286.0,32353.0,32407.0,32457.0,32512.0,32574.0,32625.0,32759.0,32846.0,32919.0,33051.0,33112.0,33189.0,33272.0
