tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P
0,7571.0,1644.0,1605.0,115.0,37.0,38.0,39.0,175.0,5147.0,4498.0,1660.0,1661.0,1662.0,1664.0,1665.0,1666.0,1667.0,1668.0,1669.0,1670.0,1671.0,1672.0,1673.0,1674.0,1675.0,1849.0,1813.0,1814.0,4325.0,3328.0,3329.0,3330.0,3331.0,3351.0,3332.0,3333.0
5008375,61500.0,61620.0,61707.0,61835.0,61862.0,61891.0,61908.0,62195.0,62540.0,62651.0,62926.0,63004.0,63091.0,63159.0,63195.0,63222.0,63277.0,63332.0,63374.0,63416.0,63471.0,63536.0,63624.0,63700.0,63774.0,63848.0,64018.0,64088.0,64878.0,64952.0,65017.0,65039.0,65086.0,65150.0,65225.0,65289.0
