tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P
5014154,50400.0,50453.0,50497.0,50559.0,50604.0,50675.0,50771.0,50828.0,50908.0,50950.0,51009.0,51104.0,51186.0,51294.0,51310.0,51422.0,51558.0,51723.0,51899.0,51951.0,52233.0,52337.0,52428.0,52484.0,52557.0,52653.0,52702.0,52783.0,52826.0,52880.0,52945.0,53019.0,53046.0,53143.0,53224.0,53283.0,53481.0,53544.0,53623.0,53695.0,53765.0,53843.0,53888.0,53920.0,53955.0,54056.0,54108.0
5014156,58800.0,58850.0,58892.0,58951.0,58994.0,59062.0,59157.0,59214.0,59293.0,59330.0,59381.0,59482.0,59568.0,59682.0,59700.0,59802.0,59947.0,60122.0,60308.0,60355.0,60611.0,60698.0,60786.0,60840.0,60928.0,61044.0,61096.0,61180.0,61217.0,61264.0,61327.0,61394.0,61416.0,61493.0,61555.0,61600.0,61841.0,61909.0,61987.0,62058.0,62127.0,62206.0,62251.0,62283.0,62315.0,62408.0,62455.0
5014158,68400.0,68446.0,68484.0,68538.0,68577.0,68639.0,68737.0,68795.0,68876.0,68912.0,68962.0,69055.0,69135.0,69241.0,69258.0,69373.0,69499.0,69651.0,69815.0,69856.0,70079.0,70168.0,70244.0,70291.0,70353.0,70436.0,70484.0,70563.0,70592.0,70629.0,70682.0,70748.0,70771.0,70851.0,70906.0,70946.0,71092.0,71141.0,71210.0,71273.0,71334.0,71405.0,71446.0,71474.0,71505.0,71595.0,71642.0
5014188,29100.0,29161.0,29212.0,29284.0,29336.0,29419.0,29530.0,29596.0,29687.0,29756.0,29852.0,29964.0,30060.0,30187.0,30207.0,30299.0,30405.0,30533.0,30671.0,30704.0,30883.0,30987.0,31075.0,31129.0,31183.0,31254.0,31295.0,31362.0,31397.0,31441.0,31500.0,31565.0,31591.0,31685.0,31740.0,31780.0,31936.0,31990.0,32064.0,32131.0,32196.0,32262.0,32300.0,32326.0,32364.0,32474.0,32531.0
5014191,45600.0,45647.0,45686.0,45741.0,45781.0,45845.0,45940.0,45997.0,46076.0,46117.0,46175.0,46270.0,46352.0,46460.0,46477.0,46579.0,46704.0,46855.0,47017.0,47064.0,47318.0,47419.0,47495.0,47542.0,47599.0,47675.0,47718.0,47788.0,47828.0,47879.0,47947.0,48013.0,48034.0,48110.0,48174.0,48221.0,48373.0,48426.0,48493.0,48554.0,48614.0,48678.0,48715.0,48740.0,48771.0,48859.0,48904.0
5014192,58200.0,58248.0,58288.0,58345.0,58386.0,58451.0,58562.0,58628.0,58720.0,58767.0,58833.0,58935.0,59023.0,59139.0,59156.0,59248.0,59394.0,59570.0,59757.0,59824.0,60190.0,60314.0,60419.0,60483.0,60573.0,60693.0,60743.0,60824.0,60870.0,60929.0,60994.0,61074.0,61099.0,61188.0,61259.0,61311.0,61578.0,61648.0,61728.0,61800.0,61871.0,61953.0,62000.0,62034.0,62072.0,62182.0,62239.0
5014194,67200.0,67246.0,67284.0,67338.0,67377.0,67439.0,67537.0,67595.0,67676.0,67712.0,67762.0,67855.0,67935.0,68041.0,68058.0,68173.0,68299.0,68451.0,68615.0,68656.0,68879.0,68968.0,69044.0,69091.0,69153.0,69236.0,69284.0,69363.0,69392.0,69429.0,69482.0,69548.0,69571.0,69651.0,69706.0,69746.0,69892.0,69941.0,70010.0,70073.0,70134.0,70205.0,70246.0,70274.0,70305.0,70395.0,70442.0
5018216,31200.0,31254.0,31299.0,31362.0,31408.0,31481.0,31583.0,31644.0,31727.0,31786.0,31868.0,31977.0,32071.0,32195.0,32214.0,32315.0,32465.0,32646.0,32840.0,32872.0,33045.0,33146.0,33217.0,33261.0,33306.0,33365.0,33399.0,33455.0,33486.0,33526.0,33582.0,33634.0,33653.0,33723.0,33772.0,33808.0,33957.0,34006.0,34068.0,34124.0,34178.0,34234.0,34267.0,34290.0,34312.0,34376.0,34409.0
5018218,39600.0,39650.0,39691.0,39749.0,39791.0,39857.0,39950.0,40006.0,40083.0,40128.0,40190.0,40284.0,40365.0,40472.0,40488.0,40579.0,40710.0,40868.0,41038.0,41077.0,41287.0,41382.0,41447.0,41486.0,41535.0,41601.0,41637.0,41697.0,41731.0,41775.0,41831.0,41884.0,41903.0,41973.0,42029.0,42069.0,42208.0,42261.0,42323.0,42380.0,42435.0,42496.0,42531.0,42556.0,42583.0,42660.0,42699.0
5018220,61800.0,61850.0,61892.0,61951.0,61994.0,62062.0,62157.0,62214.0,62293.0,62330.0,62381.0,62482.0,62568.0,62682.0,62700.0,62802.0,62947.0,63122.0,63308.0,63355.0,63611.0,63698.0,63786.0,63840.0,63928.0,64044.0,64096.0,64180.0,64217.0,64264.0,64327.0,64394.0,64416.0,64493.0,64555.0,64600.0,64841.0,64909.0,64987.0,65058.0,65127.0,65206.0,65251.0,65283.0,65315.0,65408.0,65455.0
5018545,31200.0,31256.0,31302.0,31367.0,31414.0,31489.0,31572.0,31621.0,31689.0,31728.0,31781.0,31830.0,31872.0,31928.0,31937.0,31995.0,32086.0,32196.0,32314.0,32344.0,32508.0,32586.0,32647.0,32685.0,32733.0,32797.0,32839.0,32907.0,32930.0,32960.0,33021.0,33064.0,33086.0,33166.0,33209.0,33241.0,33368.0,33417.0,33470.0,33518.0,33566.0,33624.0,33657.0,33681.0,33708.0,33784.0,33823.0
5018547,38400.0,38447.0,38486.0,38541.0,38581.0,38643.0,38737.0,38793.0,38871.0,38907.0,38956.0,39034.0,39101.0,39189.0,39203.0,39280.0,39372.0,39483.0,39602.0,39655.0,39945.0,40018.0,40084.0,40125.0,40176.0,40244.0,40282.0,40345.0,40377.0,40419.0,40480.0,40530.0,40548.0,40610.0,40660.0,40697.0,40837.0,40884.0,40930.0,40972.0,41013.0,41072.0,41106.0,41130.0,41158.0,41238.0,41279.0
5018549,45600.0,45651.0,45693.0,45753.0,45796.0,45865.0,45967.0,46028.0,46112.0,46160.0,46227.0,46299.0,46361.0,46443.0,46455.0,46536.0,46661.0,46812.0,46974.0,47028.0,47323.0,47419.0,47492.0,47537.0,47598.0,47680.0,47729.0,47809.0,47849.0,47899.0,47958.0,48008.0,48036.0,48135.0,48202.0,48251.0,48406.0,48469.0,48544.0,48612.0,48678.0,48745.0,48784.0,48811.0,48846.0,48948.0,49000.0
5018551,53400.0,53452.0,53495.0,53555.0,53599.0,53668.0,53778.0,53844.0,53935.0,53987.0,54060.0,54205.0,54330.0,54495.0,54521.0,54671.0,54836.0,55035.0,55248.0,55301.0,55590.0,55667.0,55717.0,55748.0,55863.0,56016.0,56071.0,56162.0,56206.0,56263.0,56324.0,56390.0,56426.0,56555.0,56638.0,56698.0,56884.0,56954.0,57027.0,57093.0,57158.0,57243.0,57292.0,57326.0,57366.0,57482.0,57541.0
5019170,51600.0,51653.0,51697.0,51759.0,51804.0,51875.0,51971.0,52028.0,52108.0,52150.0,52209.0,52304.0,52386.0,52494.0,52510.0,52622.0,52758.0,52923.0,53099.0,53151.0,53433.0,53537.0,53628.0,53684.0,53757.0,53853.0,53902.0,53983.0,54026.0,54080.0,54145.0,54219.0,54246.0,54343.0,54424.0,54483.0,54681.0,54744.0,54823.0,54895.0,54965.0,55043.0,55088.0,55120.0,55155.0,55256.0,55308.0
5019172,60600.0,60650.0,60692.0,60751.0,60794.0,60862.0,60957.0,61014.0,61093.0,61130.0,61181.0,61282.0,61368.0,61482.0,61500.0,61602.0,61747.0,61922.0,62108.0,62155.0,62411.0,62498.0,62586.0,62640.0,62728.0,62844.0,62896.0,62980.0,63017.0,63064.0,63127.0,63194.0,63216.0,63293.0,63355.0,63400.0,63641.0,63709.0,63787.0,63858.0,63927.0,64006.0,64051.0,64083.0,64115.0,64208.0,64255.0
5019174,69600.0,69646.0,69684.0,69738.0,69777.0,69839.0,69937.0,69995.0,70076.0,70112.0,70162.0,70255.0,70335.0,70441.0,70458.0,70573.0,70699.0,70851.0,71015.0,71056.0,71279.0,71368.0,71444.0,71491.0,71553.0,71636.0,71684.0,71763.0,71792.0,71829.0,71882.0,71948.0,71971.0,72051.0,72106.0,72146.0,72292.0,72341.0,72410.0,72473.0,72534.0,72605.0,72646.0,72674.0,72705.0,72795.0,72842.0
5019176,77400.0,77438.0,77469.0,77513.0,77545.0,77595.0,77666.0,77708.0,77767.0,77805.0,77858.0,77938.0,78007.0,78098.0,78112.0,78221.0,78339.0,78481.0,78634.0,78672.0,78878.0,78952.0,79017.0,79057.0,79105.0,79169.0,79206.0,79267.0,79292.0,79324.0,79374.0,79426.0,79446.0,79517.0,79566.0,79602.0,79726.0,79771.0,79833.0,79889.0,79944.0,80012.0,80051.0,80078.0,80110.0,80202.0,80248.0
5019411,27300.0,27353.0,27397.0,27458.0,27503.0,27573.0,27669.0,27726.0,27806.0,27850.0,27912.0,28015.0,28103.0,28219.0,28237.0,28323.0,28426.0,28551.0,28684.0,28718.0,28905.0,29009.0,29075.0,29115.0,29164.0,29228.0,29265.0,29325.0,29355.0,29394.0,29458.0,29516.0,29537.0,29612.0,29655.0,29686.0,29836.0,29891.0,29961.0,30024.0,30085.0,30151.0,30189.0,30215.0,30245.0,30331.0,30375.0
5019413,36000.0,36050.0,36091.0,36149.0,36191.0,36257.0,36350.0,36406.0,36483.0,36528.0,36590.0,36684.0,36765.0,36872.0,36888.0,36979.0,37110.0,37268.0,37438.0,37477.0,37687.0,37782.0,37847.0,37886.0,37935.0,38001.0,38037.0,38097.0,38131.0,38175.0,38231.0,38284.0,38303.0,38373.0,38429.0,38469.0,38608.0,38661.0,38723.0,38780.0,38835.0,38896.0,38931.0,38956.0,38983.0,39060.0,39099.0
5019415,49200.0,49247.0,49286.0,49341.0,49381.0,49445.0,49540.0,49597.0,49676.0,49717.0,49775.0,49870.0,49952.0,50060.0,50077.0,50179.0,50304.0,50455.0,50617.0,50664.0,50918.0,51019.0,51095.0,51142.0,51199.0,51275.0,51318.0,51388.0,51428.0,51479.0,51547.0,51613.0,51634.0,51710.0,51774.0,51821.0,51973.0,52026.0,52093.0,52154.0,52214.0,52278.0,52315.0,52340.0,52371.0,52459.0,52504.0
5019417,57600.0,57648.0,57688.0,57745.0,57786.0,57851.0,57962.0,58028.0,58120.0,58167.0,58233.0,58335.0,58423.0,58539.0,58556.0,58648.0,58794.0,58970.0,59157.0,59224.0,59590.0,59714.0,59819.0,59883.0,59973.0,60093.0,60143.0,60224.0,60270.0,60329.0,60394.0,60474.0,60499.0,60588.0,60659.0,60711.0,60978.0,61048.0,61128.0,61200.0,61271.0,61353.0,61400.0,61434.0,61472.0,61582.0,61639.0
5083555,25200.0,25251.0,25293.0,25352.0,25395.0,25463.0,25555.0,25610.0,25687.0,25730.0,25789.0,25888.0,25973.0,26085.0,26102.0,26185.0,26284.0,26404.0,26532.0,26565.0,26745.0,26845.0,26908.0,26947.0,26994.0,27056.0,27091.0,27149.0,27178.0,27215.0,27277.0,27333.0,27353.0,27425.0,27466.0,27496.0,27640.0,27693.0,27760.0,27821.0,27880.0,27943.0,27979.0,28005.0,28034.0,28117.0,28159.0
5083557,33900.0,33948.0,33987.0,34043.0,34084.0,34147.0,34237.0,34291.0,34364.0,34407.0,34467.0,34558.0,34636.0,34739.0,34754.0,34842.0,34968.0,35120.0,35283.0,35320.0,35522.0,35613.0,35675.0,35713.0,35761.0,35824.0,35859.0,35916.0,35949.0,35991.0,36045.0,36096.0,36115.0,36182.0,36235.0,36274.0,36408.0,36459.0,36519.0,36573.0,36626.0,36685.0,36719.0,36742.0,36768.0,36842.0,36880.0
5083559,61200.0,61249.0,61289.0,61346.0,61387.0,61452.0,61544.0,61599.0,61674.0,61710.0,61759.0,61856.0,61939.0,62049.0,62066.0,62164.0,62303.0,62471.0,62651.0,62696.0,62942.0,63026.0,63111.0,63163.0,63247.0,63359.0,63409.0,63490.0,63526.0,63571.0,63632.0,63696.0,63717.0,63791.0,63851.0,63894.0,64126.0,64191.0,64266.0,64334.0,64401.0,64477.0,64521.0,64551.0,64582.0,64671.0,64716.0
5083561,70800.0,70844.0,70881.0,70933.0,70971.0,71030.0,71124.0,71180.0,71258.0,71293.0,71341.0,71431.0,71508.0,71610.0,71626.0,71737.0,71859.0,72006.0,72162.0,72201.0,72416.0,72502.0,72575.0,72620.0,72680.0,72759.0,72805.0,72881.0,72909.0,72944.0,72995.0,73058.0,73080.0,73157.0,73210.0,73248.0,73388.0,73435.0,73502.0,73562.0,73621.0,73689.0,73728.0,73756.0,73786.0,73873.0,73918.0
5083993,29700.0,29752.0,29795.0,29856.0,29900.0,29970.0,30068.0,30126.0,30207.0,30264.0,30343.0,30448.0,30538.0,30657.0,30676.0,30773.0,30917.0,31091.0,31278.0,31309.0,31475.0,31572.0,31641.0,31683.0,31726.0,31783.0,31816.0,31870.0,31900.0,31938.0,31992.0,32042.0,32061.0,32128.0,32175.0,32210.0,32353.0,32400.0,32459.0,32513.0,32565.0,32619.0,32650.0,32673.0,32694.0,32755.0,32787.0
5083995,38400.0,38448.0,38487.0,38543.0,38584.0,38647.0,38737.0,38791.0,38864.0,38907.0,38967.0,39058.0,39136.0,39239.0,39254.0,39342.0,39468.0,39620.0,39783.0,39820.0,40022.0,40113.0,40175.0,40213.0,40261.0,40324.0,40359.0,40416.0,40449.0,40491.0,40545.0,40596.0,40615.0,40682.0,40735.0,40774.0,40908.0,40959.0,41019.0,41073.0,41126.0,41185.0,41219.0,41242.0,41268.0,41342.0,41380.0
5083996,59400.0,59449.0,59489.0,59546.0,59587.0,59652.0,59744.0,59799.0,59874.0,59910.0,59959.0,60056.0,60139.0,60249.0,60266.0,60364.0,60503.0,60671.0,60851.0,60896.0,61142.0,61226.0,61311.0,61363.0,61447.0,61559.0,61609.0,61690.0,61726.0,61771.0,61832.0,61896.0,61917.0,61991.0,62051.0,62094.0,62326.0,62391.0,62466.0,62534.0,62601.0,62677.0,62721.0,62751.0,62782.0,62871.0,62916.0
5083999,75600.0,75636.0,75666.0,75708.0,75739.0,75788.0,75856.0,75897.0,75953.0,75990.0,76041.0,76118.0,76184.0,76271.0,76285.0,76390.0,76504.0,76641.0,76787.0,76823.0,77022.0,77093.0,77156.0,77194.0,77240.0,77302.0,77338.0,77396.0,77420.0,77451.0,77499.0,77549.0,77568.0,77637.0,77684.0,77719.0,77838.0,77881.0,77941.0,77995.0,78047.0,78112.0,78149.0,78176.0,78206.0,78294.0,78339.0
5084001,82800.0,82836.0,82866.0,82908.0,82939.0,82988.0,83056.0,83097.0,83153.0,83190.0,83241.0,83318.0,83384.0,83471.0,83485.0,83590.0,83704.0,83841.0,83987.0,84023.0,84222.0,84293.0,84356.0,84394.0,84440.0,84502.0,84538.0,84596.0,84620.0,84651.0,84699.0,84749.0,84768.0,84837.0,84884.0,84919.0,85038.0,85081.0,85141.0,85195.0,85247.0,85312.0,85349.0,85376.0,85406.0,85494.0,85539.0
5084178,28500.0,28559.0,28608.0,28677.0,28727.0,28807.0,28914.0,28978.0,29065.0,29132.0,29224.0,29332.0,29424.0,29546.0,29565.0,29653.0,29755.0,29879.0,30011.0,30043.0,30215.0,30315.0,30400.0,30452.0,30504.0,30572.0,30611.0,30676.0,30709.0,30752.0,30809.0,30872.0,30897.0,30987.0,31040.0,31078.0,31228.0,31280.0,31351.0,31415.0,31478.0,31541.0,31577.0,31603.0,31640.0,31746.0,31800.0
5084181,48000.0,48045.0,48083.0,48136.0,48175.0,48236.0,48328.0,48383.0,48458.0,48498.0,48553.0,48644.0,48723.0,48827.0,48843.0,48941.0,49061.0,49206.0,49362.0,49407.0,49651.0,49748.0,49821.0,49866.0,49921.0,49994.0,50035.0,50103.0,50142.0,50191.0,50256.0,50319.0,50339.0,50412.0,50474.0,50519.0,50665.0,50716.0,50781.0,50840.0,50897.0,50958.0,50993.0,51018.0,51048.0,51133.0,51176.0
5084183,56400.0,56451.0,56493.0,56552.0,56595.0,56664.0,56756.0,56811.0,56888.0,56929.0,56985.0,57076.0,57154.0,57257.0,57274.0,57382.0,57513.0,57671.0,57841.0,57891.0,58162.0,58262.0,58349.0,58403.0,58473.0,58566.0,58613.0,58691.0,58732.0,58784.0,58847.0,58918.0,58944.0,59037.0,59115.0,59172.0,59362.0,59423.0,59499.0,59568.0,59636.0,59711.0,59754.0,59785.0,59819.0,59917.0,59966.0
5084185,64800.0,64841.0,64875.0,64923.0,64958.0,65013.0,65094.0,65143.0,65210.0,65250.0,65305.0,65405.0,65491.0,65605.0,65623.0,65723.0,65877.0,66063.0,66262.0,66305.0,66542.0,66633.0,66722.0,66776.0,66857.0,66964.0,67014.0,67095.0,67131.0,67177.0,67237.0,67298.0,67321.0,67404.0,67467.0,67513.0,67670.0,67721.0,67793.0,67859.0,67923.0,67993.0,68033.0,68061.0,68095.0,68192.0,68241.0
5084187,73800.0,73836.0,73866.0,73908.0,73939.0,73988.0,74056.0,74097.0,74153.0,74190.0,74241.0,74318.0,74384.0,74471.0,74485.0,74590.0,74704.0,74841.0,74987.0,75023.0,75222.0,75293.0,75356.0,75394.0,75440.0,75502.0,75538.0,75596.0,75620.0,75651.0,75699.0,75749.0,75768.0,75837.0,75884.0,75919.0,76038.0,76081.0,76141.0,76195.0,76247.0,76312.0,76349.0,76376.0,76406.0,76494.0,76539.0
5084189,81000.0,81036.0,81066.0,81108.0,81139.0,81188.0,81256.0,81297.0,81353.0,81390.0,81441.0,81518.0,81584.0,81671.0,81685.0,81790.0,81904.0,82041.0,82187.0,82223.0,82422.0,82493.0,82556.0,82594.0,82640.0,82702.0,82738.0,82796.0,82820.0,82851.0,82899.0,82949.0,82968.0,83037.0,83084.0,83119.0,83238.0,83281.0,83341.0,83395.0,83447.0,83512.0,83549.0,83576.0,83606.0,83694.0,83739.0
5085189,33000.0,33052.0,33095.0,33156.0,33200.0,33270.0,33368.0,33426.0,33507.0,33564.0,33643.0,33748.0,33838.0,33957.0,33976.0,34073.0,34217.0,34391.0,34578.0,34609.0,34775.0,34872.0,34941.0,34983.0,35026.0,35083.0,35116.0,35170.0,35200.0,35238.0,35292.0,35342.0,35361.0,35428.0,35475.0,35510.0,35653.0,35700.0,35759.0,35813.0,35865.0,35919.0,35950.0,35973.0,35994.0,36055.0,36087.0
5085191,42000.0,42045.0,42083.0,42136.0,42175.0,42236.0,42328.0,42383.0,42458.0,42498.0,42553.0,42644.0,42723.0,42827.0,42843.0,42941.0,43061.0,43206.0,43362.0,43407.0,43651.0,43748.0,43821.0,43866.0,43921.0,43994.0,44035.0,44103.0,44142.0,44191.0,44256.0,44319.0,44339.0,44412.0,44474.0,44519.0,44665.0,44716.0,44781.0,44840.0,44897.0,44958.0,44993.0,45018.0,45048.0,45133.0,45176.0
5085193,50400.0,50451.0,50493.0,50552.0,50595.0,50664.0,50756.0,50811.0,50888.0,50929.0,50985.0,51076.0,51154.0,51257.0,51274.0,51382.0,51513.0,51671.0,51841.0,51891.0,52162.0,52262.0,52349.0,52403.0,52473.0,52566.0,52613.0,52691.0,52732.0,52784.0,52847.0,52918.0,52944.0,53037.0,53115.0,53172.0,53362.0,53423.0,53499.0,53568.0,53636.0,53711.0,53754.0,53785.0,53819.0,53917.0,53966.0
5085195,58800.0,58849.0,58889.0,58946.0,58987.0,59052.0,59144.0,59199.0,59274.0,59310.0,59359.0,59456.0,59539.0,59649.0,59666.0,59764.0,59903.0,60071.0,60251.0,60296.0,60542.0,60626.0,60711.0,60763.0,60847.0,60959.0,61009.0,61090.0,61126.0,61171.0,61232.0,61296.0,61317.0,61391.0,61451.0,61494.0,61726.0,61791.0,61866.0,61934.0,62001.0,62077.0,62121.0,62151.0,62182.0,62271.0,62316.0
5085197,68400.0,68444.0,68481.0,68533.0,68571.0,68630.0,68724.0,68780.0,68858.0,68893.0,68941.0,69031.0,69108.0,69210.0,69226.0,69337.0,69459.0,69606.0,69762.0,69801.0,70016.0,70102.0,70175.0,70220.0,70280.0,70359.0,70405.0,70481.0,70509.0,70544.0,70595.0,70658.0,70680.0,70757.0,70810.0,70848.0,70988.0,71035.0,71102.0,71162.0,71221.0,71289.0,71328.0,71356.0,71386.0,71473.0,71518.0
5085580,31200.0,31252.0,31295.0,31356.0,31400.0,31470.0,31568.0,31626.0,31707.0,31764.0,31843.0,31948.0,32038.0,32157.0,32176.0,32273.0,32417.0,32591.0,32778.0,32809.0,32975.0,33072.0,33141.0,33183.0,33226.0,33283.0,33316.0,33370.0,33400.0,33438.0,33492.0,33542.0,33561.0,33628.0,33675.0,33710.0,33853.0,33900.0,33959.0,34013.0,34065.0,34119.0,34150.0,34173.0,34194.0,34255.0,34287.0
5085582,39600.0,39648.0,39687.0,39743.0,39784.0,39847.0,39937.0,39991.0,40064.0,40107.0,40167.0,40258.0,40336.0,40439.0,40454.0,40542.0,40668.0,40820.0,40983.0,41020.0,41222.0,41313.0,41375.0,41413.0,41461.0,41524.0,41559.0,41616.0,41649.0,41691.0,41745.0,41796.0,41815.0,41882.0,41935.0,41974.0,42108.0,42159.0,42219.0,42273.0,42326.0,42385.0,42419.0,42442.0,42468.0,42542.0,42580.0
5085584,61800.0,61849.0,61889.0,61946.0,61987.0,62052.0,62144.0,62199.0,62274.0,62310.0,62359.0,62456.0,62539.0,62649.0,62666.0,62764.0,62903.0,63071.0,63251.0,63296.0,63542.0,63626.0,63711.0,63763.0,63847.0,63959.0,64009.0,64090.0,64126.0,64171.0,64232.0,64296.0,64317.0,64391.0,64451.0,64494.0,64726.0,64791.0,64866.0,64934.0,65001.0,65077.0,65121.0,65151.0,65182.0,65271.0,65316.0
5086030,26400.0,26451.0,26493.0,26552.0,26595.0,26663.0,26755.0,26810.0,26887.0,26930.0,26989.0,27088.0,27173.0,27285.0,27302.0,27385.0,27484.0,27604.0,27732.0,27765.0,27945.0,28045.0,28108.0,28147.0,28194.0,28256.0,28291.0,28349.0,28378.0,28415.0,28477.0,28533.0,28553.0,28625.0,28666.0,28696.0,28840.0,28893.0,28960.0,29021.0,29080.0,29143.0,29179.0,29205.0,29234.0,29317.0,29359.0
5086032,34800.0,34848.0,34887.0,34943.0,34984.0,35047.0,35137.0,35191.0,35264.0,35307.0,35367.0,35458.0,35536.0,35639.0,35654.0,35742.0,35868.0,36020.0,36183.0,36220.0,36422.0,36513.0,36575.0,36613.0,36661.0,36724.0,36759.0,36816.0,36849.0,36891.0,36945.0,36996.0,37015.0,37082.0,37135.0,37174.0,37308.0,37359.0,37419.0,37473.0,37526.0,37585.0,37619.0,37642.0,37668.0,37742.0,37780.0
5086034,43200.0,43245.0,43283.0,43336.0,43375.0,43436.0,43528.0,43583.0,43658.0,43698.0,43753.0,43844.0,43923.0,44027.0,44043.0,44141.0,44261.0,44406.0,44562.0,44607.0,44851.0,44948.0,45021.0,45066.0,45121.0,45194.0,45235.0,45303.0,45342.0,45391.0,45456.0,45519.0,45539.0,45612.0,45674.0,45719.0,45865.0,45916.0,45981.0,46040.0,46097.0,46158.0,46193.0,46218.0,46248.0,46333.0,46376.0
5086249,40500.0,40543.0,40579.0,40630.0,40667.0,40725.0,40808.0,40857.0,40925.0,40975.0,41045.0,41125.0,41194.0,41284.0,41298.0,41386.0,41492.0,41620.0,41756.0,41798.0,42026.0,42116.0,42195.0,42244.0,42300.0,42375.0,42418.0,42489.0,42520.0,42560.0,42630.0,42686.0,42704.0,42770.0,42829.0,42872.0,43021.0,43074.0,43139.0,43198.0,43256.0,43316.0,43350.0,43374.0,43411.0,43518.0,43572.0
5086251,48600.0,48643.0,48679.0,48730.0,48767.0,48825.0,48908.0,48957.0,49025.0,49075.0,49145.0,49225.0,49294.0,49384.0,49398.0,49486.0,49592.0,49720.0,49856.0,49898.0,50126.0,50216.0,50295.0,50344.0,50400.0,50475.0,50518.0,50589.0,50620.0,50660.0,50730.0,50786.0,50804.0,50870.0,50929.0,50972.0,51121.0,51174.0,51239.0,51298.0,51356.0,51416.0,51450.0,51474.0,51511.0,51618.0,51672.0
5086253,57600.0,57641.0,57675.0,57723.0,57758.0,57813.0,57912.0,57971.0,58053.0,58093.0,58148.0,58215.0,58272.0,58348.0,58360.0,58503.0,58642.0,58809.0,58988.0,59029.0,59254.0,59370.0,59439.0,59481.0,59537.0,59611.0,59641.0,59689.0,59721.0,59762.0,59837.0,59892.0,59915.0,59998.0,60062.0,60109.0,60228.0,60276.0,60347.0,60411.0,60473.0,60544.0,60585.0,60614.0,60647.0,60743.0,60792.0
5086257,72000.0,72041.0,72075.0,72123.0,72158.0,72213.0,72283.0,72325.0,72383.0,72414.0,72456.0,72539.0,72610.0,72704.0,72718.0,72904.0,73011.0,73140.0,73278.0,73329.0,73608.0,73711.0,73762.0,73793.0,73840.0,73902.0,73940.0,74003.0,74027.0,74058.0,74111.0,74164.0,74183.0,74251.0,74290.0,74318.0,74444.0,74486.0,74540.0,74589.0,74636.0,74701.0,74738.0,74764.0,74800.0,74903.0,74956.0
5086259,79200.0,79239.0,79272.0,79318.0,79351.0,79404.0,79474.0,79516.0,79573.0,79611.0,79663.0,79731.0,79790.0,79868.0,79880.0,79963.0,80070.0,80199.0,80337.0,80385.0,80650.0,80713.0,80786.0,80830.0,80876.0,80937.0,80968.0,81019.0,81045.0,81078.0,81129.0,81173.0,81192.0,81261.0,81306.0,81338.0,81457.0,81500.0,81558.0,81611.0,81663.0,81730.0,81768.0,81795.0,81821.0,81895.0,81933.0
5087914,27300.0,27351.0,27393.0,27452.0,27495.0,27563.0,27655.0,27710.0,27787.0,27830.0,27889.0,27988.0,28073.0,28185.0,28202.0,28285.0,28384.0,28504.0,28632.0,28665.0,28845.0,28945.0,29008.0,29047.0,29094.0,29156.0,29191.0,29249.0,29278.0,29315.0,29377.0,29433.0,29453.0,29525.0,29566.0,29596.0,29740.0,29793.0,29860.0,29921.0,29980.0,30043.0,30079.0,30105.0,30134.0,30217.0,30259.0
5087916,36000.0,36048.0,36087.0,36143.0,36184.0,36247.0,36337.0,36391.0,36464.0,36507.0,36567.0,36658.0,36736.0,36839.0,36854.0,36942.0,37068.0,37220.0,37383.0,37420.0,37622.0,37713.0,37775.0,37813.0,37861.0,37924.0,37959.0,38016.0,38049.0,38091.0,38145.0,38196.0,38215.0,38282.0,38335.0,38374.0,38508.0,38559.0,38619.0,38673.0,38726.0,38785.0,38819.0,38842.0,38868.0,38942.0,38980.0
5087918,49200.0,49245.0,49283.0,49336.0,49375.0,49436.0,49528.0,49583.0,49658.0,49698.0,49753.0,49844.0,49923.0,50027.0,50043.0,50141.0,50261.0,50406.0,50562.0,50607.0,50851.0,50948.0,51021.0,51066.0,51121.0,51194.0,51235.0,51303.0,51342.0,51391.0,51456.0,51519.0,51539.0,51612.0,51674.0,51719.0,51865.0,51916.0,51981.0,52040.0,52097.0,52158.0,52193.0,52218.0,52248.0,52333.0,52376.0
5087920,57600.0,57646.0,57684.0,57738.0,57778.0,57841.0,57948.0,58012.0,58100.0,58146.0,58209.0,58307.0,58391.0,58502.0,58520.0,58608.0,58748.0,58917.0,59097.0,59161.0,59513.0,59632.0,59733.0,59795.0,59882.0,59997.0,60045.0,60123.0,60167.0,60224.0,60287.0,60364.0,60388.0,60474.0,60542.0,60592.0,60849.0,60916.0,60993.0,61063.0,61130.0,61209.0,61255.0,61287.0,61324.0,61430.0,61484.0
