tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P
0,928.0,929.0,930.0,931.0,587.0,588.0,589.0,590.0,591.0,592.0,593.0,594.0,595.0,596.0,597.0,598.0,599.0,600.0,601.0,602.0,603.0,604.0,605.0,606.0,607.0,608.0,4791.0,4792.0,1185.0,1186.0,1187.0,1188.0,237.0,206.0,1643.0,7571.0
5009702,27900.0,27923.0,27969.0,27999.0,28036.0,28057.0,28104.0,28127.0,28182.0,28223.0,28249.0,28278.0,28302.0,28318.0,28337.0,28366.0,28391.0,28422.0,28459.0,28496.0,28541.0,28563.0,28580.0,28621.0,28671.0,28729.0,28793.0,28857.0,29171.0,29240.0,29309.0,29372.0,29484.0,29548.0,29625.0,29814.0
