tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P
5088233,61200.0,61224.0,61244.0,61263.0,61276.0,61295.0,61316.0,61354.0,61386.0,61463.0,61511.0,61564.0,61591.0,61615.0,61653.0,61702.0,61734.0,61839.0,61883.0,61941.0,61957.0,61992.0,62018.0,62081.0,62131.0,62163.0,62200.0,62231.0,62251.0,62284.0,62335.0,62379.0,62416.0,62440.0,62464.0,62493.0,62524.0,62548.0,62604.0,62669.0,62707.0,62755.0,62789.0,62859.0,62907.0,62963.0,63078.0,63144.0,63198.0,63241.0,63284.0,63326.0,63348.0,63498.0,63588.0
5088235,68400.0,68425.0,68445.0,68464.0,68477.0,68496.0,68518.0,68556.0,68580.0,68638.0,68674.0,68714.0,68742.0,68767.0,68805.0,68850.0,68878.0,68958.0,68993.0,69038.0,69054.0,69088.0,69109.0,69159.0,69198.0,69223.0,69247.0,69267.0,69280.0,69304.0,69341.0,69373.0,69400.0,69423.0,69446.0,69472.0,69495.0,69512.0,69563.0,69609.0,69636.0,69679.0,69710.0,69763.0,69798.0,69838.0,69921.0,69965.0,70002.0,70036.0,70070.0,70111.0,70133.0,70261.0,70337.0
5088237,74400.0,74422.0,74440.0,74457.0,74469.0,74486.0,74505.0,74540.0,74562.0,74617.0,74651.0,74689.0,74716.0,74740.0,74778.0,74822.0,74850.0,74902.0,74936.0,74981.0,74996.0,75028.0,75045.0,75088.0,75121.0,75142.0,75164.0,75183.0,75195.0,75215.0,75246.0,75273.0,75294.0,75312.0,75330.0,75350.0,75371.0,75387.0,75421.0,75461.0,75484.0,75516.0,75539.0,75580.0,75608.0,75638.0,75700.0,75739.0,75772.0,75802.0,75831.0,75868.0,75888.0,75981.0,76036.0
5088239,79800.0,79822.0,79840.0,79857.0,79869.0,79886.0,79905.0,79940.0,79962.0,80017.0,80051.0,80089.0,80116.0,80140.0,80178.0,80222.0,80250.0,80302.0,80336.0,80381.0,80396.0,80428.0,80445.0,80488.0,80521.0,80542.0,80564.0,80583.0,80595.0,80615.0,80646.0,80673.0,80694.0,80712.0,80730.0,80750.0,80771.0,80787.0,80821.0,80861.0,80884.0,80916.0,80939.0,80980.0,81008.0,81038.0,81100.0,81139.0,81172.0,81202.0,81231.0,81268.0,81288.0,81381.0,81436.0
5091698,23100.0,23123.0,23141.0,23159.0,23171.0,23189.0,23209.0,23244.0,23261.0,23304.0,23330.0,23360.0,23382.0,23403.0,23443.0,23497.0,23532.0,23578.0,23611.0,23653.0,23667.0,23698.0,23724.0,23789.0,23833.0,23861.0,23891.0,23916.0,23933.0,23957.0,23994.0,24026.0,24052.0,24077.0,24102.0,24132.0,24158.0,24178.0,24217.0,24262.0,24289.0,24332.0,24363.0,24416.0,24451.0,24494.0,24582.0,24628.0,24666.0,24716.0,24766.0,24816.0,24843.0,24950.0,25013.0
5091700,30300.0,30336.0,30365.0,30393.0,30412.0,30440.0,30471.0,30527.0,30550.0,30606.0,30640.0,30679.0,30702.0,30724.0,30763.0,30829.0,30872.0,30980.0,31032.0,31099.0,31120.0,31166.0,31195.0,31267.0,31319.0,31353.0,31390.0,31421.0,31440.0,31475.0,31530.0,31578.0,31617.0,31645.0,31673.0,31705.0,31733.0,31754.0,31820.0,31881.0,31918.0,31975.0,32015.0,32094.0,32148.0,32204.0,32321.0,32391.0,32449.0,32508.0,32567.0,32637.0,32674.0,32776.0,32837.0
5091702,37800.0,37827.0,37849.0,37870.0,37885.0,37906.0,37930.0,37974.0,38000.0,38062.0,38101.0,38144.0,38168.0,38190.0,38228.0,38278.0,38310.0,38384.0,38426.0,38480.0,38497.0,38535.0,38559.0,38617.0,38660.0,38688.0,38717.0,38741.0,38757.0,38792.0,38846.0,38892.0,38930.0,38957.0,38984.0,39015.0,39043.0,39065.0,39120.0,39180.0,39216.0,39266.0,39302.0,39360.0,39399.0,39439.0,39521.0,39578.0,39625.0,39667.0,39709.0,39756.0,39781.0,39893.0,39960.0
5091704,45000.0,45026.0,45047.0,45068.0,45082.0,45103.0,45126.0,45167.0,45194.0,45259.0,45299.0,45345.0,45372.0,45397.0,45436.0,45489.0,45523.0,45627.0,45669.0,45724.0,45743.0,45785.0,45810.0,45870.0,45913.0,45941.0,45977.0,46007.0,46026.0,46062.0,46117.0,46165.0,46204.0,46232.0,46260.0,46294.0,46326.0,46351.0,46407.0,46460.0,46492.0,46540.0,46574.0,46628.0,46664.0,46706.0,46794.0,46842.0,46881.0,46918.0,46955.0,47007.0,47035.0,47165.0,47242.0
5091706,52200.0,52221.0,52238.0,52255.0,52267.0,52284.0,52303.0,52336.0,52367.0,52442.0,52488.0,52541.0,52566.0,52590.0,52628.0,52684.0,52720.0,52840.0,52886.0,52945.0,52964.0,53006.0,53030.0,53089.0,53139.0,53171.0,53201.0,53226.0,53242.0,53276.0,53329.0,53375.0,53413.0,53443.0,53473.0,53509.0,53536.0,53556.0,53615.0,53668.0,53700.0,53748.0,53783.0,53837.0,53874.0,53921.0,54020.0,54068.0,54107.0,54150.0,54193.0,54237.0,54260.0,54394.0,54474.0
5091708,59400.0,59424.0,59444.0,59463.0,59476.0,59495.0,59516.0,59554.0,59586.0,59663.0,59711.0,59764.0,59791.0,59815.0,59853.0,59902.0,59934.0,60039.0,60083.0,60141.0,60157.0,60192.0,60218.0,60281.0,60331.0,60363.0,60400.0,60431.0,60451.0,60484.0,60535.0,60579.0,60616.0,60640.0,60664.0,60693.0,60724.0,60748.0,60804.0,60869.0,60907.0,60955.0,60989.0,61059.0,61107.0,61163.0,61278.0,61344.0,61398.0,61441.0,61484.0,61526.0,61548.0,61698.0,61788.0
5091712,75600.0,75622.0,75640.0,75657.0,75669.0,75686.0,75705.0,75740.0,75762.0,75817.0,75851.0,75889.0,75916.0,75940.0,75978.0,76022.0,76050.0,76102.0,76136.0,76181.0,76196.0,76228.0,76245.0,76288.0,76321.0,76342.0,76364.0,76383.0,76395.0,76415.0,76446.0,76473.0,76494.0,76512.0,76530.0,76550.0,76571.0,76587.0,76621.0,76661.0,76684.0,76716.0,76739.0,76780.0,76808.0,76838.0,76900.0,76939.0,76972.0,77002.0,77031.0,77068.0,77088.0,77181.0,77236.0
5091714,81300.0,81322.0,81340.0,81357.0,81369.0,81386.0,81405.0,81440.0,81462.0,81517.0,81551.0,81589.0,81616.0,81640.0,81678.0,81722.0,81750.0,81802.0,81836.0,81881.0,81896.0,81928.0,81945.0,81988.0,82021.0,82042.0,82064.0,82083.0,82095.0,82115.0,82146.0,82173.0,82194.0,82212.0,82230.0,82250.0,82271.0,82287.0,82321.0,82361.0,82384.0,82416.0,82439.0,82480.0,82508.0,82538.0,82600.0,82639.0,82672.0,82702.0,82731.0,82768.0,82788.0,82881.0,82936.0
5092372,49200.0,49224.0,49243.0,49261.0,49274.0,49292.0,49313.0,49350.0,49389.0,49485.0,49544.0,49611.0,49635.0,49657.0,49694.0,49732.0,49757.0,49844.0,49881.0,49930.0,49950.0,49994.0,50019.0,50080.0,50121.0,50147.0,50172.0,50193.0,50206.0,50233.0,50275.0,50311.0,50341.0,50364.0,50387.0,50413.0,50443.0,50465.0,50524.0,50559.0,50579.0,50613.0,50637.0,50692.0,50729.0,50777.0,50878.0,50923.0,50961.0,51022.0,51082.0,51137.0,51166.0,51299.0,51378.0
5092376,63900.0,63923.0,63941.0,63959.0,63971.0,63989.0,64009.0,64043.0,64076.0,64157.0,64207.0,64263.0,64287.0,64309.0,64351.0,64394.0,64421.0,64492.0,64539.0,64600.0,64612.0,64638.0,64662.0,64720.0,64760.0,64786.0,64811.0,64832.0,64845.0,64873.0,64916.0,64953.0,64983.0,65003.0,65023.0,65047.0,65073.0,65092.0,65136.0,65174.0,65197.0,65236.0,65264.0,65320.0,65357.0,65391.0,65461.0,65495.0,65524.0,65556.0,65587.0,65627.0,65649.0,65764.0,65832.0
5092378,71100.0,71126.0,71147.0,71167.0,71181.0,71201.0,71223.0,71262.0,71303.0,71402.0,71463.0,71532.0,71561.0,71588.0,71631.0,71680.0,71712.0,71771.0,71808.0,71856.0,71877.0,71923.0,71944.0,71995.0,72035.0,72060.0,72084.0,72104.0,72117.0,72151.0,72203.0,72248.0,72285.0,72309.0,72333.0,72360.0,72390.0,72413.0,72471.0,72529.0,72564.0,72605.0,72635.0,72681.0,72712.0,72746.0,72817.0,72854.0,72884.0,72921.0,72957.0,72988.0,73005.0,73121.0,73190.0
5092812,40500.0,40526.0,40547.0,40567.0,40581.0,40601.0,40624.0,40664.0,40694.0,40766.0,40810.0,40860.0,40887.0,40911.0,40947.0,40996.0,41028.0,41133.0,41179.0,41239.0,41261.0,41308.0,41340.0,41417.0,41466.0,41497.0,41524.0,41546.0,41560.0,41588.0,41632.0,41670.0,41702.0,41727.0,41752.0,41781.0,41810.0,41832.0,41893.0,41942.0,41971.0,42010.0,42038.0,42100.0,42142.0,42181.0,42263.0,42314.0,42357.0,42411.0,42465.0,42513.0,42539.0,42674.0,42755.0
5092814,47700.0,47726.0,47747.0,47767.0,47781.0,47801.0,47824.0,47864.0,47894.0,47966.0,48010.0,48060.0,48087.0,48111.0,48147.0,48196.0,48228.0,48333.0,48379.0,48439.0,48461.0,48508.0,48540.0,48617.0,48666.0,48697.0,48724.0,48746.0,48760.0,48788.0,48832.0,48870.0,48902.0,48927.0,48952.0,48981.0,49010.0,49032.0,49093.0,49142.0,49171.0,49210.0,49238.0,49300.0,49342.0,49381.0,49463.0,49514.0,49557.0,49611.0,49665.0,49713.0,49739.0,49874.0,49955.0
5092816,58800.0,58823.0,58842.0,58860.0,58873.0,58891.0,58911.0,58947.0,59020.0,59198.0,59308.0,59433.0,59467.0,59499.0,59535.0,59567.0,59587.0,59690.0,59727.0,59775.0,59790.0,59823.0,59844.0,59896.0,59940.0,59968.0,59994.0,60016.0,60030.0,60055.0,60093.0,60126.0,60153.0,60175.0,60197.0,60224.0,60247.0,60265.0,60317.0,60350.0,60369.0,60400.0,60423.0,60471.0,60503.0,60532.0,60593.0,60638.0,60675.0,60720.0,60764.0,60810.0,60834.0,60918.0,60968.0
5093707,26400.0,26439.0,26471.0,26502.0,26523.0,26554.0,26589.0,26650.0,26675.0,26736.0,26774.0,26816.0,26842.0,26866.0,26919.0,26989.0,27033.0,27105.0,27151.0,27210.0,27229.0,27269.0,27295.0,27360.0,27411.0,27444.0,27490.0,27528.0,27552.0,27590.0,27649.0,27700.0,27742.0,27777.0,27812.0,27854.0,27896.0,27928.0,27994.0,28065.0,28107.0,28189.0,28247.0,28355.0,28428.0,28498.0,28644.0,28715.0,28773.0,28852.0,28930.0,29015.0,29061.0,29184.0,29258.0
5093709,33600.0,33627.0,33649.0,33670.0,33685.0,33706.0,33730.0,33774.0,33800.0,33862.0,33901.0,33944.0,33968.0,33990.0,34028.0,34078.0,34110.0,34184.0,34226.0,34280.0,34297.0,34335.0,34359.0,34417.0,34460.0,34488.0,34517.0,34541.0,34557.0,34592.0,34646.0,34692.0,34730.0,34757.0,34784.0,34815.0,34843.0,34865.0,34920.0,34980.0,35016.0,35066.0,35102.0,35160.0,35199.0,35239.0,35321.0,35378.0,35425.0,35467.0,35509.0,35556.0,35581.0,35693.0,35760.0
5093711,41400.0,41426.0,41447.0,41468.0,41482.0,41503.0,41526.0,41567.0,41594.0,41659.0,41699.0,41745.0,41772.0,41797.0,41836.0,41889.0,41923.0,42027.0,42069.0,42124.0,42143.0,42185.0,42210.0,42270.0,42313.0,42341.0,42377.0,42407.0,42426.0,42462.0,42517.0,42565.0,42604.0,42632.0,42660.0,42694.0,42726.0,42751.0,42807.0,42860.0,42892.0,42940.0,42974.0,43028.0,43064.0,43106.0,43194.0,43242.0,43281.0,43318.0,43355.0,43407.0,43435.0,43565.0,43642.0
5093716,70200.0,70225.0,70245.0,70264.0,70277.0,70296.0,70318.0,70356.0,70380.0,70438.0,70474.0,70514.0,70542.0,70567.0,70605.0,70650.0,70678.0,70758.0,70793.0,70838.0,70854.0,70888.0,70909.0,70959.0,70998.0,71023.0,71047.0,71067.0,71080.0,71104.0,71141.0,71173.0,71200.0,71223.0,71246.0,71272.0,71295.0,71312.0,71363.0,71409.0,71436.0,71479.0,71510.0,71563.0,71598.0,71638.0,71721.0,71765.0,71802.0,71836.0,71870.0,71911.0,71933.0,72061.0,72137.0
5094843,67500.0,67526.0,67547.0,67567.0,67581.0,67601.0,67623.0,67662.0,67703.0,67802.0,67863.0,67932.0,67961.0,67988.0,68031.0,68080.0,68112.0,68171.0,68208.0,68256.0,68277.0,68323.0,68344.0,68395.0,68435.0,68460.0,68484.0,68504.0,68517.0,68551.0,68603.0,68648.0,68685.0,68709.0,68733.0,68760.0,68790.0,68813.0,68871.0,68929.0,68964.0,69005.0,69035.0,69081.0,69112.0,69146.0,69217.0,69254.0,69284.0,69321.0,69357.0,69388.0,69405.0,69521.0,69590.0
5094845,73800.0,73823.0,73842.0,73860.0,73873.0,73891.0,73911.0,73947.0,73998.0,74123.0,74200.0,74287.0,74316.0,74342.0,74386.0,74435.0,74466.0,74520.0,74561.0,74614.0,74636.0,74684.0,74709.0,74770.0,74801.0,74821.0,74849.0,74873.0,74888.0,74917.0,74962.0,75001.0,75032.0,75054.0,75076.0,75102.0,75131.0,75153.0,75200.0,75243.0,75268.0,75303.0,75328.0,75375.0,75407.0,75444.0,75520.0,75556.0,75585.0,75615.0,75645.0,75677.0,75694.0,75782.0,75834.0
5094880,54000.0,54021.0,54038.0,54054.0,54065.0,54081.0,54099.0,54131.0,54209.0,54399.0,54516.0,54649.0,54683.0,54715.0,54758.0,54807.0,54839.0,54924.0,54973.0,55036.0,55052.0,55086.0,55105.0,55151.0,55193.0,55220.0,55239.0,55255.0,55265.0,55287.0,55320.0,55349.0,55373.0,55395.0,55417.0,55442.0,55461.0,55476.0,55524.0,55558.0,55578.0,55611.0,55635.0,55685.0,55719.0,55767.0,55868.0,55920.0,55963.0,56017.0,56070.0,56122.0,56150.0,56346.0,56463.0
5094882,61200.0,61223.0,61242.0,61260.0,61273.0,61291.0,61311.0,61347.0,61420.0,61598.0,61708.0,61833.0,61867.0,61899.0,61935.0,61967.0,61987.0,62090.0,62127.0,62175.0,62190.0,62223.0,62244.0,62296.0,62340.0,62368.0,62394.0,62416.0,62430.0,62455.0,62493.0,62526.0,62553.0,62575.0,62597.0,62624.0,62647.0,62665.0,62717.0,62750.0,62769.0,62800.0,62823.0,62871.0,62903.0,62932.0,62993.0,63038.0,63075.0,63120.0,63164.0,63210.0,63234.0,63318.0,63368.0
5094884,69300.0,69326.0,69347.0,69367.0,69381.0,69401.0,69423.0,69462.0,69503.0,69602.0,69663.0,69732.0,69761.0,69788.0,69831.0,69880.0,69912.0,69971.0,70008.0,70056.0,70077.0,70123.0,70144.0,70195.0,70235.0,70260.0,70284.0,70304.0,70317.0,70351.0,70403.0,70448.0,70485.0,70509.0,70533.0,70560.0,70590.0,70613.0,70671.0,70729.0,70764.0,70805.0,70835.0,70881.0,70912.0,70946.0,71017.0,71054.0,71084.0,71121.0,71157.0,71188.0,71205.0,71321.0,71390.0
5094886,75600.0,75623.0,75642.0,75660.0,75673.0,75691.0,75711.0,75747.0,75798.0,75923.0,76000.0,76087.0,76116.0,76142.0,76186.0,76235.0,76266.0,76320.0,76361.0,76414.0,76436.0,76484.0,76509.0,76570.0,76601.0,76621.0,76649.0,76673.0,76688.0,76717.0,76762.0,76801.0,76832.0,76854.0,76876.0,76902.0,76931.0,76953.0,77000.0,77043.0,77068.0,77103.0,77128.0,77175.0,77207.0,77244.0,77320.0,77356.0,77385.0,77415.0,77445.0,77477.0,77494.0,77582.0,77634.0
5095399,55200.0,55221.0,55238.0,55254.0,55265.0,55281.0,55299.0,55331.0,55409.0,55599.0,55716.0,55849.0,55883.0,55915.0,55958.0,56007.0,56039.0,56124.0,56173.0,56236.0,56252.0,56286.0,56305.0,56351.0,56393.0,56420.0,56439.0,56455.0,56465.0,56487.0,56520.0,56549.0,56573.0,56595.0,56617.0,56642.0,56661.0,56676.0,56724.0,56758.0,56778.0,56811.0,56835.0,56885.0,56919.0,56967.0,57068.0,57120.0,57163.0,57217.0,57270.0,57322.0,57350.0,57546.0,57663.0
5095401,62400.0,62423.0,62441.0,62459.0,62471.0,62489.0,62509.0,62543.0,62576.0,62657.0,62707.0,62763.0,62787.0,62809.0,62851.0,62894.0,62921.0,62992.0,63039.0,63100.0,63112.0,63138.0,63162.0,63220.0,63260.0,63286.0,63311.0,63332.0,63345.0,63373.0,63416.0,63453.0,63483.0,63503.0,63523.0,63547.0,63573.0,63592.0,63636.0,63674.0,63697.0,63736.0,63764.0,63820.0,63857.0,63891.0,63961.0,63995.0,64024.0,64056.0,64087.0,64127.0,64149.0,64264.0,64332.0
5097598,50400.0,50424.0,50443.0,50461.0,50474.0,50492.0,50513.0,50550.0,50589.0,50685.0,50744.0,50811.0,50835.0,50857.0,50894.0,50932.0,50957.0,51044.0,51081.0,51130.0,51150.0,51194.0,51219.0,51280.0,51321.0,51347.0,51372.0,51393.0,51406.0,51433.0,51475.0,51511.0,51541.0,51564.0,51587.0,51613.0,51643.0,51665.0,51724.0,51759.0,51779.0,51813.0,51837.0,51892.0,51929.0,51977.0,52078.0,52123.0,52161.0,52222.0,52282.0,52337.0,52366.0,52499.0,52578.0
5097600,57600.0,57621.0,57638.0,57654.0,57665.0,57681.0,57699.0,57731.0,57809.0,57999.0,58116.0,58249.0,58283.0,58315.0,58358.0,58407.0,58439.0,58524.0,58573.0,58636.0,58652.0,58686.0,58705.0,58751.0,58793.0,58820.0,58839.0,58855.0,58865.0,58887.0,58920.0,58949.0,58973.0,58995.0,59017.0,59042.0,59061.0,59076.0,59124.0,59158.0,59178.0,59211.0,59235.0,59285.0,59319.0,59367.0,59468.0,59520.0,59563.0,59617.0,59670.0,59722.0,59750.0,59946.0,60063.0
5097604,82800.0,82823.0,82842.0,82860.0,82873.0,82891.0,82911.0,82947.0,82998.0,83123.0,83200.0,83287.0,83316.0,83342.0,83386.0,83435.0,83466.0,83520.0,83561.0,83614.0,83636.0,83684.0,83709.0,83770.0,83801.0,83821.0,83849.0,83873.0,83888.0,83917.0,83962.0,84001.0,84032.0,84054.0,84076.0,84102.0,84131.0,84153.0,84200.0,84243.0,84268.0,84303.0,84328.0,84375.0,84407.0,84444.0,84520.0,84556.0,84585.0,84615.0,84645.0,84677.0,84694.0,84782.0,84834.0
5097738,48600.0,48626.0,48647.0,48668.0,48682.0,48703.0,48726.0,48767.0,48794.0,48859.0,48899.0,48945.0,48972.0,48997.0,49036.0,49089.0,49123.0,49227.0,49269.0,49324.0,49343.0,49385.0,49410.0,49470.0,49513.0,49541.0,49577.0,49607.0,49626.0,49662.0,49717.0,49765.0,49804.0,49832.0,49860.0,49894.0,49926.0,49951.0,50007.0,50060.0,50092.0,50140.0,50174.0,50228.0,50264.0,50306.0,50394.0,50442.0,50481.0,50518.0,50555.0,50607.0,50635.0,50765.0,50842.0
5097740,55800.0,55830.0,55854.0,55878.0,55894.0,55918.0,55944.0,55991.0,56023.0,56101.0,56149.0,56203.0,56235.0,56264.0,56306.0,56382.0,56430.0,56575.0,56624.0,56689.0,56708.0,56750.0,56776.0,56838.0,56881.0,56909.0,56944.0,56973.0,56991.0,57023.0,57073.0,57116.0,57152.0,57180.0,57208.0,57241.0,57274.0,57299.0,57366.0,57423.0,57457.0,57506.0,57541.0,57602.0,57643.0,57686.0,57775.0,57817.0,57851.0,57886.0,57920.0,57962.0,57985.0,58144.0,58239.0
5097742,63600.0,63627.0,63649.0,63670.0,63685.0,63706.0,63730.0,63771.0,63801.0,63875.0,63921.0,63972.0,63996.0,64018.0,64055.0,64101.0,64130.0,64229.0,64283.0,64353.0,64373.0,64417.0,64445.0,64515.0,64564.0,64596.0,64626.0,64651.0,64667.0,64700.0,64751.0,64795.0,64832.0,64855.0,64878.0,64904.0,64940.0,64967.0,65036.0,65098.0,65135.0,65183.0,65218.0,65277.0,65317.0,65361.0,65453.0,65515.0,65566.0,65603.0,65640.0,65680.0,65701.0,65855.0,65946.0
5098826,36900.0,36922.0,36940.0,36957.0,36969.0,36986.0,37006.0,37042.0,37061.0,37106.0,37134.0,37165.0,37197.0,37226.0,37257.0,37288.0,37307.0,37378.0,37411.0,37453.0,37474.0,37519.0,37551.0,37630.0,37664.0,37686.0,37714.0,37737.0,37752.0,37802.0,37880.0,37948.0,38004.0,38021.0,38038.0,38057.0,38084.0,38104.0,38222.0,38271.0,38300.0,38331.0,38354.0,38414.0,38455.0,38493.0,38573.0,38615.0,38650.0,38684.0,38718.0,38773.0,38802.0,38877.0,38922.0
5098828,44100.0,44126.0,44147.0,44167.0,44181.0,44201.0,44224.0,44264.0,44294.0,44366.0,44410.0,44460.0,44487.0,44511.0,44547.0,44596.0,44628.0,44733.0,44779.0,44839.0,44861.0,44908.0,44940.0,45017.0,45066.0,45097.0,45124.0,45146.0,45160.0,45188.0,45232.0,45270.0,45302.0,45327.0,45352.0,45381.0,45410.0,45432.0,45493.0,45542.0,45571.0,45610.0,45638.0,45700.0,45742.0,45781.0,45863.0,45914.0,45957.0,46011.0,46065.0,46113.0,46139.0,46274.0,46355.0
5098830,51600.0,51624.0,51643.0,51661.0,51674.0,51692.0,51713.0,51750.0,51789.0,51885.0,51944.0,52011.0,52035.0,52057.0,52094.0,52132.0,52157.0,52244.0,52281.0,52330.0,52350.0,52394.0,52419.0,52480.0,52521.0,52547.0,52572.0,52593.0,52606.0,52633.0,52675.0,52711.0,52741.0,52764.0,52787.0,52813.0,52843.0,52865.0,52924.0,52959.0,52979.0,53013.0,53037.0,53092.0,53129.0,53177.0,53278.0,53323.0,53361.0,53422.0,53482.0,53537.0,53566.0,53699.0,53778.0
5102564,48600.0,48626.0,48647.0,48668.0,48682.0,48703.0,48726.0,48767.0,48794.0,48859.0,48899.0,48945.0,48972.0,48997.0,49036.0,49089.0,49123.0,49227.0,49269.0,49324.0,49343.0,49385.0,49410.0,49470.0,49513.0,49541.0,49577.0,49607.0,49626.0,49662.0,49717.0,49765.0,49804.0,49832.0,49860.0,49894.0,49926.0,49951.0,50007.0,50060.0,50092.0,50140.0,50174.0,50228.0,50264.0,50306.0,50394.0,50442.0,50481.0,50518.0,50555.0,50607.0,50635.0,50765.0,50842.0
5102566,55800.0,55830.0,55854.0,55878.0,55894.0,55918.0,55944.0,55991.0,56023.0,56101.0,56149.0,56203.0,56235.0,56264.0,56306.0,56382.0,56430.0,56575.0,56624.0,56689.0,56708.0,56750.0,56776.0,56838.0,56881.0,56909.0,56944.0,56973.0,56991.0,57023.0,57073.0,57116.0,57152.0,57180.0,57208.0,57241.0,57274.0,57299.0,57366.0,57423.0,57457.0,57506.0,57541.0,57602.0,57643.0,57686.0,57775.0,57817.0,57851.0,57886.0,57920.0,57962.0,57985.0,58144.0,58239.0
5102568,63600.0,63627.0,63649.0,63670.0,63685.0,63706.0,63730.0,63771.0,63801.0,63875.0,63921.0,63972.0,63996.0,64018.0,64055.0,64101.0,64130.0,64229.0,64283.0,64353.0,64373.0,64417.0,64445.0,64515.0,64564.0,64596.0,64626.0,64651.0,64667.0,64700.0,64751.0,64795.0,64832.0,64855.0,64878.0,64904.0,64940.0,64967.0,65036.0,65098.0,65135.0,65183.0,65218.0,65277.0,65317.0,65361.0,65453.0,65515.0,65566.0,65603.0,65640.0,65680.0,65701.0,65855.0,65946.0
5106538,24600.0,24623.0,24641.0,24659.0,24671.0,24689.0,24709.0,24744.0,24761.0,24804.0,24830.0,24860.0,24882.0,24903.0,24943.0,24997.0,25032.0,25078.0,25111.0,25153.0,25167.0,25198.0,25224.0,25289.0,25333.0,25361.0,25391.0,25416.0,25433.0,25457.0,25494.0,25526.0,25552.0,25577.0,25602.0,25632.0,25658.0,25678.0,25717.0,25762.0,25789.0,25832.0,25863.0,25916.0,25951.0,25994.0,26082.0,26128.0,26166.0,26216.0,26266.0,26316.0,26343.0,26450.0,26513.0
5106540,31800.0,31836.0,31865.0,31893.0,31912.0,31940.0,31971.0,32027.0,32050.0,32106.0,32140.0,32179.0,32202.0,32224.0,32263.0,32329.0,32372.0,32480.0,32532.0,32599.0,32620.0,32666.0,32695.0,32767.0,32819.0,32853.0,32890.0,32921.0,32940.0,32975.0,33030.0,33078.0,33117.0,33145.0,33173.0,33205.0,33233.0,33254.0,33320.0,33381.0,33418.0,33475.0,33515.0,33594.0,33648.0,33704.0,33821.0,33891.0,33949.0,34008.0,34067.0,34137.0,34174.0,34276.0,34337.0
5106542,39000.0,39027.0,39049.0,39070.0,39085.0,39106.0,39130.0,39174.0,39200.0,39262.0,39301.0,39344.0,39368.0,39390.0,39428.0,39478.0,39510.0,39584.0,39626.0,39680.0,39697.0,39735.0,39759.0,39817.0,39860.0,39888.0,39917.0,39941.0,39957.0,39992.0,40046.0,40092.0,40130.0,40157.0,40184.0,40215.0,40243.0,40265.0,40320.0,40380.0,40416.0,40466.0,40502.0,40560.0,40599.0,40639.0,40721.0,40778.0,40825.0,40867.0,40909.0,40956.0,40981.0,41093.0,41160.0
5106544,46200.0,46226.0,46247.0,46268.0,46282.0,46303.0,46326.0,46367.0,46394.0,46459.0,46499.0,46545.0,46572.0,46597.0,46636.0,46689.0,46723.0,46827.0,46869.0,46924.0,46943.0,46985.0,47010.0,47070.0,47113.0,47141.0,47177.0,47207.0,47226.0,47262.0,47317.0,47365.0,47404.0,47432.0,47460.0,47494.0,47526.0,47551.0,47607.0,47660.0,47692.0,47740.0,47774.0,47828.0,47864.0,47906.0,47994.0,48042.0,48081.0,48118.0,48155.0,48207.0,48235.0,48365.0,48442.0
5106546,53400.0,53421.0,53438.0,53455.0,53467.0,53484.0,53503.0,53536.0,53567.0,53642.0,53688.0,53741.0,53766.0,53790.0,53828.0,53884.0,53920.0,54040.0,54086.0,54145.0,54164.0,54206.0,54230.0,54289.0,54339.0,54371.0,54401.0,54426.0,54442.0,54476.0,54529.0,54575.0,54613.0,54643.0,54673.0,54709.0,54736.0,54756.0,54815.0,54868.0,54900.0,54948.0,54983.0,55037.0,55074.0,55121.0,55220.0,55268.0,55307.0,55350.0,55393.0,55437.0,55460.0,55594.0,55674.0
5107233,61200.0,61224.0,61244.0,61263.0,61276.0,61295.0,61316.0,61354.0,61386.0,61463.0,61511.0,61564.0,61591.0,61615.0,61653.0,61702.0,61734.0,61839.0,61883.0,61941.0,61957.0,61992.0,62018.0,62081.0,62131.0,62163.0,62200.0,62231.0,62251.0,62284.0,62335.0,62379.0,62416.0,62440.0,62464.0,62493.0,62524.0,62548.0,62604.0,62669.0,62707.0,62755.0,62789.0,62859.0,62907.0,62963.0,63078.0,63144.0,63198.0,63241.0,63284.0,63326.0,63348.0,63498.0,63588.0
5107235,68400.0,68425.0,68445.0,68464.0,68477.0,68496.0,68518.0,68556.0,68580.0,68638.0,68674.0,68714.0,68742.0,68767.0,68805.0,68850.0,68878.0,68958.0,68993.0,69038.0,69054.0,69088.0,69109.0,69159.0,69198.0,69223.0,69247.0,69267.0,69280.0,69304.0,69341.0,69373.0,69400.0,69423.0,69446.0,69472.0,69495.0,69512.0,69563.0,69609.0,69636.0,69679.0,69710.0,69763.0,69798.0,69838.0,69921.0,69965.0,70002.0,70036.0,70070.0,70111.0,70133.0,70261.0,70337.0
