tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P
5010503,31800.0,31835.0,31863.0,31890.0,31909.0,31936.0,31967.0,32021.0,32050.0,32120.0,32163.0,32212.0,32244.0,32274.0,32320.0,32366.0,32395.0,32501.0,32542.0,32595.0,32620.0,32675.0,32707.0,32784.0,32817.0,32838.0,32869.0,32895.0,32912.0,32949.0,33006.0,33055.0,33096.0,33125.0,33154.0,33187.0,33229.0,33261.0,33301.0,33351.0,33380.0,33420.0,33449.0,33509.0,33549.0,33586.0,33662.0,33712.0,33754.0,33782.0,33809.0,33886.0,33927.0,34034.0,34098.0
5010505,39000.0,39030.0,39054.0,39077.0,39093.0,39116.0,39142.0,39189.0,39224.0,39309.0,39362.0,39421.0,39455.0,39486.0,39535.0,39600.0,39641.0,39810.0,39858.0,39920.0,39942.0,39991.0,40028.0,40117.0,40181.0,40222.0,40260.0,40292.0,40312.0,40350.0,40409.0,40461.0,40504.0,40536.0,40568.0,40606.0,40637.0,40661.0,40729.0,40787.0,40821.0,40868.0,40902.0,40953.0,40988.0,41040.0,41147.0,41186.0,41219.0,41266.0,41313.0,41375.0,41408.0,41556.0,41644.0
5010507,50400.0,50430.0,50454.0,50477.0,50493.0,50516.0,50542.0,50589.0,50624.0,50709.0,50762.0,50821.0,50855.0,50886.0,50935.0,51000.0,51041.0,51210.0,51258.0,51320.0,51342.0,51391.0,51428.0,51517.0,51581.0,51622.0,51660.0,51692.0,51712.0,51750.0,51809.0,51861.0,51904.0,51936.0,51968.0,52006.0,52037.0,52061.0,52129.0,52187.0,52221.0,52268.0,52302.0,52353.0,52388.0,52440.0,52547.0,52586.0,52619.0,52666.0,52713.0,52775.0,52808.0,52956.0,53044.0
5010509,61200.0,61221.0,61238.0,61254.0,61265.0,61281.0,61299.0,61330.0,61378.0,61495.0,61567.0,61649.0,61686.0,61721.0,61758.0,61821.0,61861.0,61989.0,62031.0,62085.0,62103.0,62142.0,62169.0,62236.0,62281.0,62310.0,62352.0,62387.0,62410.0,62443.0,62495.0,62540.0,62577.0,62604.0,62631.0,62663.0,62696.0,62721.0,62780.0,62831.0,62862.0,62910.0,62945.0,62993.0,63026.0,63073.0,63171.0,63217.0,63256.0,63291.0,63326.0,63357.0,63373.0,63515.0,63599.0
5010511,68400.0,68427.0,68449.0,68470.0,68485.0,68506.0,68530.0,68570.0,68603.0,68684.0,68734.0,68791.0,68825.0,68857.0,68897.0,68942.0,68970.0,69049.0,69087.0,69137.0,69159.0,69206.0,69232.0,69297.0,69352.0,69387.0,69415.0,69438.0,69453.0,69481.0,69524.0,69562.0,69593.0,69617.0,69641.0,69668.0,69691.0,69709.0,69750.0,69794.0,69820.0,69857.0,69883.0,69933.0,69967.0,70009.0,70097.0,70130.0,70157.0,70194.0,70230.0,70274.0,70298.0,70420.0,70493.0
5010513,81900.0,81926.0,81947.0,81967.0,81981.0,82001.0,82023.0,82062.0,82121.0,82265.0,82354.0,82454.0,82481.0,82506.0,82544.0,82605.0,82644.0,82710.0,82752.0,82807.0,82830.0,82879.0,82903.0,82961.0,83001.0,83027.0,83056.0,83080.0,83095.0,83121.0,83161.0,83196.0,83224.0,83248.0,83272.0,83299.0,83324.0,83343.0,83383.0,83429.0,83456.0,83495.0,83523.0,83581.0,83620.0,83657.0,83733.0,83770.0,83800.0,83827.0,83853.0,83893.0,83915.0,84010.0,84067.0
5010567,24600.0,24624.0,24643.0,24661.0,24674.0,24692.0,24713.0,24750.0,24768.0,24812.0,24839.0,24871.0,24894.0,24916.0,24958.0,25015.0,25051.0,25099.0,25133.0,25177.0,25192.0,25224.0,25252.0,25319.0,25365.0,25394.0,25426.0,25453.0,25469.0,25494.0,25532.0,25565.0,25593.0,25619.0,25645.0,25676.0,25703.0,25724.0,25765.0,25812.0,25840.0,25885.0,25917.0,25971.0,26008.0,26052.0,26144.0,26192.0,26231.0,26283.0,26335.0,26387.0,26415.0,26526.0,26592.0
5010569,31800.0,31837.0,31867.0,31896.0,31916.0,31945.0,31978.0,32036.0,32060.0,32118.0,32154.0,32194.0,32218.0,32241.0,32282.0,32351.0,32395.0,32507.0,32561.0,32631.0,32653.0,32701.0,32731.0,32806.0,32860.0,32895.0,32933.0,32965.0,32985.0,33022.0,33079.0,33128.0,33169.0,33198.0,33227.0,33261.0,33290.0,33312.0,33381.0,33445.0,33483.0,33542.0,33584.0,33666.0,33722.0,33780.0,33902.0,33975.0,34035.0,34097.0,34158.0,34230.0,34269.0,34376.0,34439.0
5010571,39000.0,39029.0,39052.0,39074.0,39090.0,39112.0,39137.0,39181.0,39208.0,39273.0,39313.0,39358.0,39383.0,39406.0,39445.0,39497.0,39530.0,39607.0,39650.0,39707.0,39725.0,39764.0,39789.0,39849.0,39894.0,39923.0,39953.0,39978.0,39995.0,40031.0,40087.0,40135.0,40175.0,40203.0,40231.0,40263.0,40293.0,40315.0,40372.0,40435.0,40472.0,40524.0,40561.0,40621.0,40662.0,40703.0,40789.0,40848.0,40897.0,40941.0,40984.0,41033.0,41059.0,41176.0,41245.0
5010573,46200.0,46227.0,46249.0,46270.0,46285.0,46306.0,46330.0,46374.0,46402.0,46470.0,46512.0,46559.0,46587.0,46613.0,46654.0,46709.0,46744.0,46852.0,46896.0,46953.0,46973.0,47016.0,47042.0,47104.0,47149.0,47178.0,47215.0,47246.0,47266.0,47303.0,47360.0,47410.0,47451.0,47481.0,47511.0,47545.0,47578.0,47604.0,47662.0,47717.0,47750.0,47800.0,47835.0,47891.0,47929.0,47973.0,48064.0,48113.0,48154.0,48193.0,48231.0,48285.0,48314.0,48449.0,48529.0
5010575,53400.0,53422.0,53440.0,53457.0,53469.0,53486.0,53506.0,53541.0,53573.0,53651.0,53699.0,53754.0,53781.0,53805.0,53844.0,53903.0,53940.0,54065.0,54112.0,54174.0,54194.0,54237.0,54262.0,54323.0,54375.0,54408.0,54439.0,54465.0,54482.0,54518.0,54573.0,54621.0,54660.0,54692.0,54724.0,54760.0,54788.0,54809.0,54870.0,54925.0,54958.0,55008.0,55044.0,55101.0,55139.0,55188.0,55291.0,55340.0,55381.0,55426.0,55470.0,55516.0,55540.0,55680.0,55763.0
5010577,61200.0,61225.0,61245.0,61265.0,61279.0,61299.0,61321.0,61360.0,61393.0,61473.0,61522.0,61578.0,61606.0,61631.0,61671.0,61722.0,61755.0,61864.0,61910.0,61970.0,61987.0,62023.0,62050.0,62116.0,62168.0,62201.0,62240.0,62273.0,62293.0,62327.0,62380.0,62426.0,62465.0,62490.0,62515.0,62545.0,62577.0,62602.0,62660.0,62727.0,62767.0,62817.0,62852.0,62925.0,62975.0,63033.0,63153.0,63221.0,63278.0,63323.0,63367.0,63411.0,63434.0,63591.0,63684.0
5010579,68400.0,68426.0,68447.0,68467.0,68481.0,68501.0,68523.0,68562.0,68587.0,68647.0,68684.0,68726.0,68755.0,68781.0,68821.0,68867.0,68897.0,68980.0,69016.0,69063.0,69079.0,69115.0,69136.0,69189.0,69230.0,69256.0,69281.0,69302.0,69315.0,69340.0,69379.0,69413.0,69440.0,69464.0,69488.0,69515.0,69539.0,69557.0,69610.0,69658.0,69686.0,69731.0,69763.0,69817.0,69854.0,69896.0,69982.0,70028.0,70066.0,70102.0,70137.0,70179.0,70202.0,70335.0,70414.0
5010581,74400.0,74423.0,74442.0,74460.0,74473.0,74491.0,74511.0,74546.0,74569.0,74626.0,74661.0,74701.0,74729.0,74754.0,74793.0,74839.0,74868.0,74922.0,74958.0,75004.0,75019.0,75053.0,75071.0,75115.0,75149.0,75171.0,75194.0,75213.0,75226.0,75247.0,75279.0,75307.0,75329.0,75347.0,75365.0,75387.0,75409.0,75425.0,75460.0,75501.0,75525.0,75558.0,75582.0,75625.0,75654.0,75685.0,75750.0,75791.0,75825.0,75856.0,75886.0,75924.0,75945.0,76042.0,76099.0
5010583,79800.0,79823.0,79842.0,79860.0,79873.0,79891.0,79911.0,79946.0,79969.0,80026.0,80061.0,80101.0,80129.0,80154.0,80193.0,80239.0,80268.0,80322.0,80358.0,80404.0,80419.0,80453.0,80471.0,80515.0,80549.0,80571.0,80594.0,80613.0,80626.0,80647.0,80679.0,80707.0,80729.0,80747.0,80765.0,80787.0,80809.0,80825.0,80860.0,80901.0,80925.0,80958.0,80982.0,81025.0,81054.0,81085.0,81150.0,81191.0,81225.0,81256.0,81286.0,81324.0,81345.0,81442.0,81499.0
5012491,26400.0,26441.0,26474.0,26506.0,26528.0,26560.0,26596.0,26660.0,26686.0,26749.0,26788.0,26833.0,26860.0,26885.0,26940.0,27013.0,27059.0,27134.0,27181.0,27243.0,27262.0,27304.0,27332.0,27399.0,27452.0,27486.0,27533.0,27573.0,27598.0,27638.0,27699.0,27752.0,27796.0,27833.0,27870.0,27912.0,27956.0,27989.0,28058.0,28131.0,28175.0,28260.0,28321.0,28433.0,28509.0,28582.0,28734.0,28807.0,28868.0,28950.0,29031.0,29120.0,29167.0,29295.0,29372.0
5012493,33600.0,33629.0,33652.0,33674.0,33690.0,33712.0,33737.0,33781.0,33808.0,33873.0,33913.0,33958.0,33983.0,34006.0,34045.0,34097.0,34130.0,34207.0,34250.0,34307.0,34325.0,34364.0,34389.0,34449.0,34494.0,34523.0,34553.0,34578.0,34595.0,34631.0,34687.0,34735.0,34775.0,34803.0,34831.0,34863.0,34893.0,34915.0,34972.0,35035.0,35072.0,35124.0,35161.0,35221.0,35262.0,35303.0,35389.0,35448.0,35497.0,35541.0,35584.0,35633.0,35659.0,35776.0,35845.0
5012495,41400.0,41427.0,41449.0,41470.0,41485.0,41506.0,41530.0,41574.0,41602.0,41670.0,41712.0,41759.0,41787.0,41813.0,41854.0,41909.0,41944.0,42052.0,42096.0,42153.0,42173.0,42216.0,42242.0,42304.0,42349.0,42378.0,42415.0,42446.0,42466.0,42503.0,42560.0,42610.0,42651.0,42681.0,42711.0,42745.0,42778.0,42804.0,42862.0,42917.0,42950.0,43000.0,43035.0,43091.0,43129.0,43173.0,43264.0,43313.0,43354.0,43393.0,43431.0,43485.0,43514.0,43649.0,43729.0
5012500,70200.0,70226.0,70247.0,70267.0,70281.0,70301.0,70323.0,70362.0,70387.0,70447.0,70484.0,70526.0,70555.0,70581.0,70621.0,70667.0,70697.0,70780.0,70816.0,70863.0,70879.0,70915.0,70936.0,70989.0,71030.0,71056.0,71081.0,71102.0,71115.0,71140.0,71179.0,71213.0,71240.0,71264.0,71288.0,71315.0,71339.0,71357.0,71410.0,71458.0,71486.0,71531.0,71563.0,71617.0,71654.0,71696.0,71782.0,71828.0,71866.0,71902.0,71937.0,71979.0,72002.0,72135.0,72214.0
5013912,46500.0,46530.0,46554.0,46577.0,46593.0,46616.0,46642.0,46689.0,46724.0,46809.0,46862.0,46921.0,46955.0,46986.0,47035.0,47100.0,47141.0,47310.0,47358.0,47420.0,47442.0,47491.0,47528.0,47617.0,47681.0,47722.0,47760.0,47792.0,47812.0,47850.0,47909.0,47961.0,48004.0,48036.0,48068.0,48106.0,48137.0,48161.0,48229.0,48287.0,48321.0,48368.0,48402.0,48453.0,48488.0,48540.0,48647.0,48686.0,48719.0,48766.0,48813.0,48875.0,48908.0,49056.0,49144.0
5013914,54000.0,54030.0,54054.0,54077.0,54093.0,54116.0,54142.0,54190.0,54274.0,54477.0,54603.0,54744.0,54778.0,54810.0,54851.0,54900.0,54932.0,54998.0,55050.0,55119.0,55141.0,55188.0,55214.0,55276.0,55327.0,55359.0,55383.0,55403.0,55415.0,55455.0,55517.0,55570.0,55614.0,55638.0,55662.0,55691.0,55719.0,55740.0,55829.0,55885.0,55918.0,55966.0,56001.0,56054.0,56089.0,56131.0,56217.0,56265.0,56305.0,56339.0,56372.0,56432.0,56464.0,56597.0,56677.0
5015054,66000.0,66026.0,66047.0,66067.0,66081.0,66101.0,66123.0,66162.0,66187.0,66247.0,66284.0,66326.0,66355.0,66381.0,66421.0,66467.0,66497.0,66580.0,66616.0,66663.0,66679.0,66715.0,66736.0,66789.0,66830.0,66856.0,66881.0,66902.0,66915.0,66940.0,66979.0,67013.0,67040.0,67064.0,67088.0,67115.0,67139.0,67157.0,67210.0,67258.0,67286.0,67331.0,67363.0,67417.0,67454.0,67496.0,67582.0,67628.0,67666.0,67702.0,67737.0,67779.0,67802.0,67935.0,68014.0
5015831,58500.0,58521.0,58538.0,58554.0,58565.0,58581.0,58599.0,58630.0,58678.0,58795.0,58867.0,58949.0,58986.0,59021.0,59058.0,59121.0,59161.0,59289.0,59331.0,59385.0,59403.0,59442.0,59469.0,59536.0,59581.0,59610.0,59652.0,59687.0,59710.0,59743.0,59795.0,59840.0,59877.0,59904.0,59931.0,59963.0,59996.0,60021.0,60080.0,60131.0,60162.0,60210.0,60245.0,60293.0,60326.0,60373.0,60471.0,60517.0,60556.0,60591.0,60626.0,60657.0,60673.0,60815.0,60899.0
5015835,71400.0,71427.0,71449.0,71470.0,71485.0,71506.0,71530.0,71570.0,71603.0,71684.0,71734.0,71791.0,71825.0,71857.0,71897.0,71942.0,71970.0,72049.0,72087.0,72137.0,72159.0,72206.0,72232.0,72297.0,72352.0,72387.0,72415.0,72438.0,72453.0,72481.0,72524.0,72562.0,72593.0,72617.0,72641.0,72668.0,72691.0,72709.0,72750.0,72794.0,72820.0,72857.0,72883.0,72933.0,72967.0,73009.0,73097.0,73130.0,73157.0,73194.0,73230.0,73274.0,73298.0,73420.0,73493.0
5016219,30000.0,30035.0,30063.0,30090.0,30109.0,30136.0,30167.0,30221.0,30250.0,30320.0,30363.0,30412.0,30444.0,30474.0,30520.0,30566.0,30595.0,30701.0,30742.0,30795.0,30820.0,30875.0,30907.0,30984.0,31017.0,31038.0,31069.0,31095.0,31112.0,31149.0,31206.0,31255.0,31296.0,31325.0,31354.0,31387.0,31429.0,31461.0,31501.0,31551.0,31580.0,31620.0,31649.0,31709.0,31749.0,31786.0,31862.0,31912.0,31954.0,31982.0,32009.0,32086.0,32127.0,32234.0,32298.0
5016221,37200.0,37230.0,37254.0,37278.0,37294.0,37318.0,37344.0,37391.0,37425.0,37507.0,37558.0,37614.0,37642.0,37667.0,37707.0,37750.0,37777.0,37874.0,37926.0,37993.0,38018.0,38071.0,38117.0,38229.0,38278.0,38310.0,38353.0,38389.0,38411.0,38454.0,38520.0,38577.0,38624.0,38665.0,38706.0,38755.0,38793.0,38822.0,38880.0,38929.0,38958.0,39005.0,39038.0,39097.0,39137.0,39189.0,39296.0,39327.0,39353.0,39397.0,39440.0,39493.0,39522.0,39667.0,39754.0
5016223,45000.0,45030.0,45054.0,45077.0,45093.0,45116.0,45142.0,45189.0,45224.0,45309.0,45362.0,45421.0,45455.0,45486.0,45535.0,45600.0,45641.0,45810.0,45858.0,45920.0,45942.0,45991.0,46028.0,46117.0,46181.0,46222.0,46260.0,46292.0,46312.0,46350.0,46409.0,46461.0,46504.0,46536.0,46568.0,46606.0,46637.0,46661.0,46729.0,46787.0,46821.0,46868.0,46902.0,46953.0,46988.0,47040.0,47147.0,47186.0,47219.0,47266.0,47313.0,47375.0,47408.0,47556.0,47644.0
5016227,63900.0,63925.0,63945.0,63964.0,63978.0,63997.0,64019.0,64058.0,64144.0,64353.0,64482.0,64628.0,64658.0,64685.0,64721.0,64762.0,64788.0,64913.0,64953.0,65006.0,65030.0,65083.0,65117.0,65201.0,65247.0,65276.0,65306.0,65331.0,65347.0,65383.0,65438.0,65486.0,65525.0,65551.0,65577.0,65607.0,65643.0,65671.0,65704.0,65785.0,65833.0,65873.0,65901.0,65949.0,65982.0,66015.0,66083.0,66128.0,66165.0,66207.0,66249.0,66303.0,66332.0,66445.0,66513.0
5016232,84600.0,84626.0,84647.0,84667.0,84681.0,84701.0,84723.0,84762.0,84821.0,84965.0,85054.0,85154.0,85181.0,85206.0,85244.0,85305.0,85344.0,85410.0,85452.0,85507.0,85530.0,85579.0,85603.0,85661.0,85701.0,85727.0,85756.0,85780.0,85795.0,85821.0,85861.0,85896.0,85924.0,85948.0,85972.0,85999.0,86024.0,86043.0,86083.0,86129.0,86156.0,86195.0,86223.0,86281.0,86320.0,86357.0,86433.0,86470.0,86500.0,86527.0,86553.0,86593.0,86615.0,86710.0,86767.0
5084535,79200.0,79223.0,79242.0,79260.0,79273.0,79291.0,79311.0,79347.0,79398.0,79523.0,79600.0,79687.0,79716.0,79742.0,79786.0,79835.0,79866.0,79920.0,79961.0,80014.0,80036.0,80084.0,80109.0,80170.0,80201.0,80221.0,80249.0,80273.0,80288.0,80317.0,80362.0,80401.0,80432.0,80454.0,80476.0,80502.0,80531.0,80553.0,80600.0,80643.0,80668.0,80703.0,80728.0,80775.0,80807.0,80844.0,80920.0,80956.0,80985.0,81015.0,81045.0,81077.0,81094.0,81182.0,81234.0
5084537,84600.0,84623.0,84642.0,84660.0,84673.0,84691.0,84711.0,84747.0,84798.0,84923.0,85000.0,85087.0,85116.0,85142.0,85186.0,85235.0,85266.0,85320.0,85361.0,85414.0,85436.0,85484.0,85509.0,85570.0,85601.0,85621.0,85649.0,85673.0,85688.0,85717.0,85762.0,85801.0,85832.0,85854.0,85876.0,85902.0,85931.0,85953.0,86000.0,86043.0,86068.0,86103.0,86128.0,86175.0,86207.0,86244.0,86320.0,86356.0,86385.0,86415.0,86445.0,86477.0,86494.0,86582.0,86634.0
5085267,66000.0,66025.0,66045.0,66064.0,66077.0,66096.0,66118.0,66156.0,66180.0,66238.0,66274.0,66314.0,66342.0,66367.0,66405.0,66450.0,66478.0,66558.0,66593.0,66638.0,66654.0,66688.0,66709.0,66759.0,66798.0,66823.0,66847.0,66867.0,66880.0,66904.0,66941.0,66973.0,67000.0,67023.0,67046.0,67072.0,67095.0,67112.0,67163.0,67209.0,67236.0,67279.0,67310.0,67363.0,67398.0,67438.0,67521.0,67565.0,67602.0,67636.0,67670.0,67711.0,67733.0,67861.0,67937.0
5086036,45900.0,45926.0,45947.0,45967.0,45981.0,46001.0,46024.0,46064.0,46094.0,46166.0,46210.0,46260.0,46287.0,46311.0,46347.0,46396.0,46428.0,46533.0,46579.0,46639.0,46661.0,46708.0,46740.0,46817.0,46866.0,46897.0,46924.0,46946.0,46960.0,46988.0,47032.0,47070.0,47102.0,47127.0,47152.0,47181.0,47210.0,47232.0,47293.0,47342.0,47371.0,47410.0,47438.0,47500.0,47542.0,47581.0,47663.0,47714.0,47757.0,47811.0,47865.0,47913.0,47939.0,48074.0,48155.0
5087349,28200.0,28239.0,28271.0,28302.0,28323.0,28354.0,28389.0,28450.0,28475.0,28536.0,28574.0,28616.0,28642.0,28666.0,28719.0,28789.0,28833.0,28905.0,28951.0,29010.0,29029.0,29069.0,29095.0,29160.0,29211.0,29244.0,29290.0,29328.0,29352.0,29390.0,29449.0,29500.0,29542.0,29577.0,29612.0,29654.0,29696.0,29728.0,29794.0,29865.0,29907.0,29989.0,30047.0,30155.0,30228.0,30298.0,30444.0,30515.0,30573.0,30652.0,30730.0,30815.0,30861.0,30984.0,31058.0
5087351,35700.0,35727.0,35749.0,35770.0,35785.0,35806.0,35830.0,35874.0,35900.0,35962.0,36001.0,36044.0,36068.0,36090.0,36128.0,36178.0,36210.0,36284.0,36326.0,36380.0,36397.0,36435.0,36459.0,36517.0,36560.0,36588.0,36617.0,36641.0,36657.0,36692.0,36746.0,36792.0,36830.0,36857.0,36884.0,36915.0,36943.0,36965.0,37020.0,37080.0,37116.0,37166.0,37202.0,37260.0,37299.0,37339.0,37421.0,37478.0,37525.0,37567.0,37609.0,37656.0,37681.0,37793.0,37860.0
5087353,42600.0,42626.0,42647.0,42668.0,42682.0,42703.0,42726.0,42767.0,42794.0,42859.0,42899.0,42945.0,42972.0,42997.0,43036.0,43089.0,43123.0,43227.0,43269.0,43324.0,43343.0,43385.0,43410.0,43470.0,43513.0,43541.0,43577.0,43607.0,43626.0,43662.0,43717.0,43765.0,43804.0,43832.0,43860.0,43894.0,43926.0,43951.0,44007.0,44060.0,44092.0,44140.0,44174.0,44228.0,44264.0,44306.0,44394.0,44442.0,44481.0,44518.0,44555.0,44607.0,44635.0,44765.0,44842.0
5087355,49800.0,49826.0,49847.0,49868.0,49882.0,49903.0,49926.0,49967.0,49994.0,50059.0,50099.0,50145.0,50172.0,50197.0,50236.0,50289.0,50323.0,50427.0,50469.0,50524.0,50543.0,50585.0,50610.0,50670.0,50713.0,50741.0,50777.0,50807.0,50826.0,50862.0,50917.0,50965.0,51004.0,51032.0,51060.0,51094.0,51126.0,51151.0,51207.0,51260.0,51292.0,51340.0,51374.0,51428.0,51464.0,51506.0,51594.0,51642.0,51681.0,51718.0,51755.0,51807.0,51835.0,51965.0,52042.0
5087357,57000.0,57030.0,57054.0,57078.0,57094.0,57118.0,57144.0,57191.0,57223.0,57301.0,57349.0,57403.0,57435.0,57464.0,57506.0,57582.0,57630.0,57775.0,57824.0,57889.0,57908.0,57950.0,57976.0,58038.0,58081.0,58109.0,58144.0,58173.0,58191.0,58223.0,58273.0,58316.0,58352.0,58380.0,58408.0,58441.0,58474.0,58499.0,58566.0,58623.0,58657.0,58706.0,58741.0,58802.0,58843.0,58886.0,58975.0,59017.0,59051.0,59086.0,59120.0,59162.0,59185.0,59344.0,59439.0
5087359,64800.0,64827.0,64849.0,64870.0,64885.0,64906.0,64930.0,64971.0,65001.0,65075.0,65121.0,65172.0,65196.0,65218.0,65255.0,65301.0,65330.0,65429.0,65483.0,65553.0,65573.0,65617.0,65645.0,65715.0,65764.0,65796.0,65826.0,65851.0,65867.0,65900.0,65951.0,65995.0,66032.0,66055.0,66078.0,66104.0,66140.0,66167.0,66236.0,66298.0,66335.0,66383.0,66418.0,66477.0,66517.0,66561.0,66653.0,66715.0,66766.0,66803.0,66840.0,66880.0,66901.0,67055.0,67146.0
5087361,71400.0,71425.0,71445.0,71464.0,71477.0,71496.0,71518.0,71556.0,71580.0,71638.0,71674.0,71714.0,71742.0,71767.0,71805.0,71850.0,71878.0,71958.0,71993.0,72038.0,72054.0,72088.0,72109.0,72159.0,72198.0,72223.0,72247.0,72267.0,72280.0,72304.0,72341.0,72373.0,72400.0,72423.0,72446.0,72472.0,72495.0,72512.0,72563.0,72609.0,72636.0,72679.0,72710.0,72763.0,72798.0,72838.0,72921.0,72965.0,73002.0,73036.0,73070.0,73111.0,73133.0,73261.0,73337.0
5087363,77700.0,77722.0,77740.0,77757.0,77769.0,77786.0,77805.0,77840.0,77862.0,77917.0,77951.0,77989.0,78016.0,78040.0,78078.0,78122.0,78150.0,78202.0,78236.0,78281.0,78296.0,78328.0,78345.0,78388.0,78421.0,78442.0,78464.0,78483.0,78495.0,78515.0,78546.0,78573.0,78594.0,78612.0,78630.0,78650.0,78671.0,78687.0,78721.0,78761.0,78784.0,78816.0,78839.0,78880.0,78908.0,78938.0,79000.0,79039.0,79072.0,79102.0,79131.0,79168.0,79188.0,79281.0,79336.0
5087365,83700.0,83722.0,83740.0,83757.0,83769.0,83786.0,83805.0,83840.0,83862.0,83917.0,83951.0,83989.0,84016.0,84040.0,84078.0,84122.0,84150.0,84202.0,84236.0,84281.0,84296.0,84328.0,84345.0,84388.0,84421.0,84442.0,84464.0,84483.0,84495.0,84515.0,84546.0,84573.0,84594.0,84612.0,84630.0,84650.0,84671.0,84687.0,84721.0,84761.0,84784.0,84816.0,84839.0,84880.0,84908.0,84938.0,85000.0,85039.0,85072.0,85102.0,85131.0,85168.0,85188.0,85281.0,85336.0
5088140,35100.0,35122.0,35140.0,35157.0,35169.0,35186.0,35206.0,35242.0,35261.0,35306.0,35334.0,35365.0,35397.0,35426.0,35457.0,35488.0,35507.0,35578.0,35611.0,35653.0,35674.0,35719.0,35751.0,35830.0,35864.0,35886.0,35914.0,35937.0,35952.0,36002.0,36080.0,36148.0,36204.0,36221.0,36238.0,36257.0,36284.0,36304.0,36422.0,36471.0,36500.0,36531.0,36554.0,36614.0,36655.0,36693.0,36773.0,36815.0,36850.0,36884.0,36918.0,36973.0,37002.0,37077.0,37122.0
5088142,42300.0,42326.0,42347.0,42367.0,42381.0,42401.0,42424.0,42464.0,42494.0,42566.0,42610.0,42660.0,42687.0,42711.0,42747.0,42796.0,42828.0,42933.0,42979.0,43039.0,43061.0,43108.0,43140.0,43217.0,43266.0,43297.0,43324.0,43346.0,43360.0,43388.0,43432.0,43470.0,43502.0,43527.0,43552.0,43581.0,43610.0,43632.0,43693.0,43742.0,43771.0,43810.0,43838.0,43900.0,43942.0,43981.0,44063.0,44114.0,44157.0,44211.0,44265.0,44313.0,44339.0,44474.0,44555.0
5088223,24600.0,24623.0,24641.0,24659.0,24671.0,24689.0,24709.0,24744.0,24761.0,24804.0,24830.0,24860.0,24882.0,24903.0,24943.0,24997.0,25032.0,25078.0,25111.0,25153.0,25167.0,25198.0,25224.0,25289.0,25333.0,25361.0,25391.0,25416.0,25433.0,25457.0,25494.0,25526.0,25552.0,25577.0,25602.0,25632.0,25658.0,25678.0,25717.0,25762.0,25789.0,25832.0,25863.0,25916.0,25951.0,25994.0,26082.0,26128.0,26166.0,26216.0,26266.0,26316.0,26343.0,26450.0,26513.0
5088225,31800.0,31836.0,31865.0,31893.0,31912.0,31940.0,31971.0,32027.0,32050.0,32106.0,32140.0,32179.0,32202.0,32224.0,32263.0,32329.0,32372.0,32480.0,32532.0,32599.0,32620.0,32666.0,32695.0,32767.0,32819.0,32853.0,32890.0,32921.0,32940.0,32975.0,33030.0,33078.0,33117.0,33145.0,33173.0,33205.0,33233.0,33254.0,33320.0,33381.0,33418.0,33475.0,33515.0,33594.0,33648.0,33704.0,33821.0,33891.0,33949.0,34008.0,34067.0,34137.0,34174.0,34276.0,34337.0
5088227,39000.0,39027.0,39049.0,39070.0,39085.0,39106.0,39130.0,39174.0,39200.0,39262.0,39301.0,39344.0,39368.0,39390.0,39428.0,39478.0,39510.0,39584.0,39626.0,39680.0,39697.0,39735.0,39759.0,39817.0,39860.0,39888.0,39917.0,39941.0,39957.0,39992.0,40046.0,40092.0,40130.0,40157.0,40184.0,40215.0,40243.0,40265.0,40320.0,40380.0,40416.0,40466.0,40502.0,40560.0,40599.0,40639.0,40721.0,40778.0,40825.0,40867.0,40909.0,40956.0,40981.0,41093.0,41160.0
5088229,46200.0,46226.0,46247.0,46268.0,46282.0,46303.0,46326.0,46367.0,46394.0,46459.0,46499.0,46545.0,46572.0,46597.0,46636.0,46689.0,46723.0,46827.0,46869.0,46924.0,46943.0,46985.0,47010.0,47070.0,47113.0,47141.0,47177.0,47207.0,47226.0,47262.0,47317.0,47365.0,47404.0,47432.0,47460.0,47494.0,47526.0,47551.0,47607.0,47660.0,47692.0,47740.0,47774.0,47828.0,47864.0,47906.0,47994.0,48042.0,48081.0,48118.0,48155.0,48207.0,48235.0,48365.0,48442.0
5088231,53400.0,53421.0,53438.0,53455.0,53467.0,53484.0,53503.0,53536.0,53567.0,53642.0,53688.0,53741.0,53766.0,53790.0,53828.0,53884.0,53920.0,54040.0,54086.0,54145.0,54164.0,54206.0,54230.0,54289.0,54339.0,54371.0,54401.0,54426.0,54442.0,54476.0,54529.0,54575.0,54613.0,54643.0,54673.0,54709.0,54736.0,54756.0,54815.0,54868.0,54900.0,54948.0,54983.0,55037.0,55074.0,55121.0,55220.0,55268.0,55307.0,55350.0,55393.0,55437.0,55460.0,55594.0,55674.0
