tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P
0,4962.0,4725.0,6059.0,334.0,406.0,747.0,842.0,845.0,846.0,847.0,848.0,2795.0,756.0,757.0,758.0,759.0,760.0,761.0,762.0,763.0,2007.0,2008.0,2009.0,2010.0,435.0,7353.0,7584.0,3344.0,7421.0,7422.0,6085.0,2053.0,2054.0,2055.0,4565.0,4566.0,4567.0,3238.0,3239.0,3240.0,3048.0,3049.0,3050.0,3051.0,3052.0,3053.0,3054.0,3055.0,3056.0,3057.0
5011396,63300.0,63489.0,63579.0,63758.0,64035.0,64188.0,64276.0,64334.0,64412.0,64484.0,64566.0,64629.0,64703.0,64774.0,64808.0,64872.0,64920.0,64949.0,64974.0,65031.0,65107.0,65178.0,65222.0,65292.0,65360.0,65400.0,65533.0,65607.0,65750.0,65827.0,65930.0,66047.0,66091.0,66138.0,66173.0,66202.0,66264.0,66486.0,66509.0,66570.0,66662.0,66689.0,66709.0,66750.0,66780.0,66816.0,66863.0,66904.0,66930.0,66964.0
5099907,63300.0,63482.0,63568.0,63740.0,64006.0,64154.0,64239.0,64294.0,64369.0,64438.0,64517.0,64577.0,64648.0,64716.0,64749.0,64811.0,64857.0,64885.0,64909.0,64964.0,65037.0,65105.0,65147.0,65215.0,65280.0,65318.0,65446.0,65517.0,65655.0,65729.0,65828.0,65941.0,65983.0,66028.0,66062.0,66090.0,66150.0,66363.0,66385.0,66444.0,66532.0,66558.0,66577.0,66617.0,66645.0,66680.0,66725.0,66764.0,66789.0,66822.0
5109004,63300.0,63482.0,63568.0,63740.0,64006.0,64154.0,64239.0,64294.0,64369.0,64438.0,64517.0,64577.0,64648.0,64716.0,64749.0,64811.0,64857.0,64885.0,64909.0,64964.0,65037.0,65105.0,65147.0,65215.0,65280.0,65318.0,65446.0,65517.0,65655.0,65729.0,65828.0,65941.0,65983.0,66028.0,66062.0,66090.0,66150.0,66363.0,66385.0,66444.0,66532.0,66558.0,66577.0,66617.0,66645.0,66680.0,66725.0,66764.0,66789.0,66822.0
