tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P
0,1375.0,1376.0,1377.0,1378.0,1379.0,1380.0,1381.0,1382.0,1383.0,1384.0,1385.0,1348.0,1349.0,1350.0,1352.0,1353.0,7589.0,1355.0,1357.0,1358.0,5192.0,339.0
5011226,23400.0,23454.0,23520.0,23575.0,23639.0,23716.0,23755.0,23829.0,23875.0,23920.0,24008.0,24099.0,24144.0,24194.0,24278.0,24317.0,24422.0,24436.0,24500.0,24583.0,24708.0,24858.0
5011227,27000.0,27054.0,27120.0,27175.0,27239.0,27316.0,27355.0,27429.0,27475.0,27520.0,27608.0,27699.0,27744.0,27794.0,27878.0,27917.0,28022.0,28036.0,28100.0,28183.0,28308.0,28458.0
