tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P,058_P,059_P,060_P,061_P,062_P,063_P,064_P
0,4713.0,4714.0,4960.0,4932.0,4933.0,2590.0,2591.0,2592.0,2357.0,2566.0,2568.0,2569.0,2570.0,7222.0,6170.0,5023.0,5024.0,5161.0,5162.0,4880.0,2606.0,2607.0,2608.0,2609.0,2610.0,2554.0,2425.0,2426.0,2427.0,2428.0,2429.0,2430.0,2371.0,2372.0,2373.0,1424.0,2190.0,4434.0,2379.0,2380.0,2382.0,5099.0,2383.0,2002.0,1358.0,5192.0,350.0,2809.0,2810.0,750.0,751.0,752.0,753.0,754.0,755.0,756.0,757.0,758.0,759.0,760.0,761.0,762.0,763.0,4952.0
5009293,26400.0,26456.0,26494.0,26553.0,26567.0,26624.0,26672.0,26698.0,26773.0,26789.0,26854.0,26884.0,26963.0,26982.0,27004.0,27035.0,27101.0,27171.0,27276.0,27381.0,27583.0,27652.0,27699.0,27784.0,27867.0,27929.0,28021.0,28072.0,28132.0,28195.0,28237.0,28292.0,28358.0,28441.0,28516.0,28957.0,29265.0,29386.0,29502.0,29596.0,29634.0,29686.0,29767.0,29980.0,30140.0,30294.0,30500.0,30633.0,30730.0,30979.0,31047.0,31131.0,31193.0,31220.0,31251.0,31300.0,31345.0,31373.0,31427.0,31467.0,31515.0,31556.0,31605.0,31766.0
5086847,26400.0,26454.0,26491.0,26548.0,26561.0,26615.0,26662.0,26687.0,26759.0,26775.0,26838.0,26867.0,26943.0,26961.0,26982.0,27012.0,27075.0,27143.0,27244.0,27345.0,27540.0,27605.0,27650.0,27732.0,27812.0,27872.0,27960.0,28009.0,28067.0,28128.0,28169.0,28222.0,28284.0,28363.0,28435.0,28859.0,29156.0,29272.0,29383.0,29474.0,29510.0,29560.0,29639.0,29844.0,29998.0,30158.0,30344.0,30472.0,30565.0,30804.0,30869.0,30950.0,31010.0,31036.0,31066.0,31113.0,31156.0,31183.0,31235.0,31273.0,31319.0,31359.0,31406.0,31561.0
5112765,26400.0,26454.0,26491.0,26548.0,26561.0,26615.0,26662.0,26687.0,26759.0,26775.0,26838.0,26867.0,26943.0,26961.0,26982.0,27012.0,27075.0,27143.0,27244.0,27345.0,27540.0,27605.0,27650.0,27732.0,27812.0,27872.0,27960.0,28009.0,28067.0,28128.0,28169.0,28222.0,28284.0,28363.0,28435.0,28859.0,29156.0,29272.0,29383.0,29474.0,29510.0,29560.0,29639.0,29844.0,29998.0,30158.0,30344.0,30472.0,30565.0,30804.0,30869.0,30950.0,31010.0,31036.0,31066.0,31113.0,31156.0,31183.0,31235.0,31273.0,31319.0,31359.0,31406.0,31561.0
