tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P
5093746,35700.0,35738.0,35781.0,35812.0,35841.0,35896.0,35938.0,35971.0,36017.0,36105.0,36166.0,36244.0,36262.0,36298.0,36327.0,36354.0,36421.0,36505.0,36584.0,36634.0,36690.0,36754.0,36827.0,36869.0,37008.0,37107.0,37185.0,37279.0,37375.0,37470.0,37635.0
5093748,40500.0,40539.0,40583.0,40614.0,40644.0,40699.0,40742.0,40775.0,40819.0,40907.0,40982.0,41077.0,41095.0,41130.0,41158.0,41183.0,41225.0,41278.0,41327.0,41358.0,41393.0,41460.0,41536.0,41580.0,41702.0,41778.0,41860.0,41958.0,42050.0,42140.0,42296.0
5093750,45900.0,45937.0,45979.0,46009.0,46038.0,46091.0,46133.0,46166.0,46210.0,46330.0,46392.0,46472.0,46491.0,46529.0,46559.0,46586.0,46627.0,46679.0,46728.0,46759.0,46793.0,46861.0,46931.0,46972.0,47137.0,47238.0,47310.0,47396.0,47489.0,47580.0,47738.0
5093752,51300.0,51337.0,51379.0,51409.0,51438.0,51491.0,51533.0,51566.0,51610.0,51730.0,51792.0,51872.0,51891.0,51929.0,51959.0,51986.0,52027.0,52079.0,52128.0,52159.0,52193.0,52261.0,52331.0,52372.0,52537.0,52638.0,52710.0,52796.0,52889.0,52980.0,53138.0
5094216,56700.0,56735.0,56775.0,56803.0,56830.0,56880.0,56919.0,56950.0,56992.0,57085.0,57143.0,57216.0,57236.0,57275.0,57307.0,57335.0,57376.0,57427.0,57475.0,57505.0,57539.0,57596.0,57660.0,57697.0,57828.0,57913.0,58000.0,58104.0,58200.0,58295.0,58459.0
5094218,62100.0,62135.0,62175.0,62203.0,62230.0,62280.0,62319.0,62350.0,62392.0,62485.0,62543.0,62616.0,62636.0,62675.0,62707.0,62735.0,62776.0,62827.0,62875.0,62905.0,62939.0,62996.0,63060.0,63097.0,63228.0,63313.0,63400.0,63504.0,63600.0,63695.0,63859.0
5094221,75000.0,75039.0,75083.0,75114.0,75144.0,75200.0,75244.0,75278.0,75325.0,75407.0,75460.0,75527.0,75546.0,75585.0,75616.0,75644.0,75686.0,75738.0,75787.0,75818.0,75852.0,75922.0,75978.0,76011.0,76134.0,76233.0,76310.0,76404.0,76497.0,76589.0,76749.0
5094223,79800.0,79837.0,79879.0,79909.0,79938.0,79991.0,80033.0,80066.0,80110.0,80167.0,80214.0,80274.0,80288.0,80316.0,80338.0,80357.0,80387.0,80425.0,80461.0,80483.0,80508.0,80566.0,80615.0,80644.0,80749.0,80828.0,80878.0,80938.0,81034.0,81129.0,81294.0
5094455,57780.0,57815.0,57855.0,57883.0,57910.0,57960.0,57999.0,58030.0,58072.0,58165.0,58223.0,58296.0,58316.0,58355.0,58387.0,58415.0,58456.0,58507.0,58555.0,58585.0,58619.0,58676.0,58740.0,58777.0,58908.0,58993.0,59080.0,59184.0,59280.0,59375.0,59539.0
5094457,63180.0,63215.0,63255.0,63283.0,63310.0,63360.0,63399.0,63430.0,63472.0,63565.0,63623.0,63696.0,63716.0,63755.0,63787.0,63815.0,63856.0,63907.0,63955.0,63985.0,64019.0,64076.0,64140.0,64177.0,64308.0,64393.0,64480.0,64584.0,64680.0,64775.0,64939.0
5094461,73500.0,73539.0,73583.0,73614.0,73644.0,73700.0,73744.0,73778.0,73825.0,73907.0,73960.0,74027.0,74046.0,74085.0,74116.0,74144.0,74186.0,74238.0,74287.0,74318.0,74352.0,74422.0,74478.0,74511.0,74634.0,74733.0,74810.0,74904.0,74997.0,75089.0,75249.0
5095339,35100.0,35145.0,35195.0,35231.0,35265.0,35329.0,35378.0,35417.0,35469.0,35632.0,35726.0,35845.0,35874.0,35931.0,35977.0,36018.0,36069.0,36133.0,36193.0,36231.0,36272.0,36355.0,36445.0,36497.0,36693.0,36833.0,37056.0,37326.0,37422.0,37517.0,37682.0
5095341,41100.0,41139.0,41183.0,41214.0,41244.0,41300.0,41344.0,41378.0,41425.0,41565.0,41659.0,41778.0,41799.0,41842.0,41876.0,41907.0,41958.0,42022.0,42082.0,42120.0,42164.0,42228.0,42306.0,42351.0,42506.0,42600.0,42710.0,42842.0,42935.0,43027.0,43186.0
5095345,53700.0,53740.0,53785.0,53817.0,53848.0,53905.0,53949.0,53984.0,54032.0,54203.0,54300.0,54423.0,54447.0,54496.0,54535.0,54570.0,54619.0,54680.0,54738.0,54774.0,54815.0,54886.0,54973.0,55024.0,55164.0,55273.0,55372.0,55491.0,55586.0,55679.0,55840.0
5095347,60000.0,60036.0,60076.0,60104.0,60131.0,60182.0,60221.0,60252.0,60294.0,60446.0,60536.0,60652.0,60675.0,60721.0,60758.0,60791.0,60838.0,60897.0,60953.0,60988.0,61027.0,61099.0,61184.0,61234.0,61398.0,61559.0,61662.0,61787.0,61881.0,61973.0,62133.0
5095863,36900.0,36939.0,36983.0,37014.0,37044.0,37099.0,37142.0,37175.0,37219.0,37307.0,37382.0,37477.0,37495.0,37530.0,37558.0,37583.0,37625.0,37678.0,37727.0,37758.0,37793.0,37860.0,37936.0,37980.0,38102.0,38178.0,38260.0,38358.0,38450.0,38540.0,38696.0
5095865,41580.0,41619.0,41663.0,41694.0,41724.0,41779.0,41822.0,41855.0,41899.0,41987.0,42062.0,42157.0,42175.0,42210.0,42238.0,42263.0,42305.0,42358.0,42407.0,42438.0,42473.0,42540.0,42616.0,42660.0,42782.0,42858.0,42940.0,43038.0,43130.0,43220.0,43376.0
5095867,46980.0,47017.0,47059.0,47089.0,47118.0,47171.0,47213.0,47246.0,47290.0,47410.0,47472.0,47552.0,47571.0,47609.0,47639.0,47666.0,47707.0,47759.0,47808.0,47839.0,47873.0,47941.0,48011.0,48052.0,48217.0,48318.0,48390.0,48476.0,48569.0,48660.0,48818.0
5095869,52380.0,52417.0,52459.0,52489.0,52518.0,52571.0,52613.0,52646.0,52690.0,52810.0,52872.0,52952.0,52971.0,53009.0,53039.0,53066.0,53107.0,53159.0,53208.0,53239.0,53273.0,53341.0,53411.0,53452.0,53617.0,53718.0,53790.0,53876.0,53969.0,54060.0,54218.0
5095871,78300.0,78337.0,78379.0,78409.0,78438.0,78491.0,78533.0,78566.0,78610.0,78667.0,78714.0,78774.0,78788.0,78816.0,78838.0,78857.0,78887.0,78925.0,78961.0,78983.0,79008.0,79066.0,79115.0,79144.0,79249.0,79328.0,79378.0,79438.0,79534.0,79629.0,79794.0
5095873,82500.0,82537.0,82579.0,82609.0,82638.0,82691.0,82733.0,82766.0,82810.0,82867.0,82914.0,82974.0,82988.0,83016.0,83038.0,83057.0,83087.0,83125.0,83161.0,83183.0,83208.0,83266.0,83315.0,83344.0,83449.0,83528.0,83578.0,83638.0,83734.0,83829.0,83994.0
5095948,42660.0,42699.0,42743.0,42774.0,42804.0,42859.0,42902.0,42935.0,42979.0,43067.0,43142.0,43237.0,43255.0,43290.0,43318.0,43343.0,43385.0,43438.0,43487.0,43518.0,43553.0,43620.0,43696.0,43740.0,43862.0,43938.0,44020.0,44118.0,44210.0,44300.0,44456.0
5095950,48060.0,48097.0,48139.0,48169.0,48198.0,48251.0,48293.0,48326.0,48370.0,48490.0,48552.0,48632.0,48651.0,48689.0,48719.0,48746.0,48787.0,48839.0,48888.0,48919.0,48953.0,49021.0,49091.0,49132.0,49297.0,49398.0,49470.0,49556.0,49649.0,49740.0,49898.0
5095952,53460.0,53497.0,53539.0,53569.0,53598.0,53651.0,53693.0,53726.0,53770.0,53890.0,53952.0,54032.0,54051.0,54089.0,54119.0,54146.0,54187.0,54239.0,54288.0,54319.0,54353.0,54421.0,54491.0,54532.0,54697.0,54798.0,54870.0,54956.0,55049.0,55140.0,55298.0
5095954,58860.0,58895.0,58935.0,58963.0,58990.0,59040.0,59079.0,59110.0,59152.0,59245.0,59303.0,59376.0,59396.0,59435.0,59467.0,59495.0,59536.0,59587.0,59635.0,59665.0,59699.0,59756.0,59820.0,59857.0,59988.0,60073.0,60160.0,60264.0,60360.0,60455.0,60619.0
5095956,64260.0,64295.0,64335.0,64363.0,64390.0,64440.0,64479.0,64510.0,64552.0,64645.0,64703.0,64776.0,64796.0,64835.0,64867.0,64895.0,64936.0,64987.0,65035.0,65065.0,65099.0,65156.0,65220.0,65257.0,65388.0,65473.0,65560.0,65664.0,65760.0,65855.0,66019.0
5095958,69600.0,69639.0,69683.0,69714.0,69744.0,69800.0,69844.0,69878.0,69925.0,70007.0,70060.0,70127.0,70146.0,70185.0,70216.0,70244.0,70286.0,70338.0,70387.0,70418.0,70452.0,70522.0,70578.0,70611.0,70734.0,70833.0,70910.0,71004.0,71097.0,71189.0,71349.0
5098444,24600.0,24638.0,24681.0,24711.0,24740.0,24794.0,24836.0,24869.0,24914.0,25042.0,25100.0,25173.0,25193.0,25234.0,25267.0,25296.0,25345.0,25407.0,25465.0,25502.0,25542.0,25621.0,25697.0,25741.0,25913.0,26014.0,26132.0,26274.0,26367.0,26459.0,26617.0
5098446,29400.0,29445.0,29495.0,29531.0,29565.0,29629.0,29678.0,29717.0,29769.0,29932.0,30026.0,30145.0,30174.0,30231.0,30277.0,30318.0,30369.0,30433.0,30493.0,30531.0,30572.0,30655.0,30745.0,30797.0,30993.0,31133.0,31356.0,31626.0,31722.0,31817.0,31982.0
5098448,38700.0,38739.0,38783.0,38814.0,38844.0,38900.0,38944.0,38978.0,39025.0,39165.0,39259.0,39378.0,39399.0,39442.0,39476.0,39507.0,39558.0,39622.0,39682.0,39720.0,39764.0,39828.0,39906.0,39951.0,40106.0,40200.0,40310.0,40442.0,40535.0,40627.0,40786.0
5098450,44700.0,44740.0,44785.0,44817.0,44848.0,44905.0,44949.0,44984.0,45032.0,45203.0,45300.0,45423.0,45447.0,45496.0,45535.0,45570.0,45619.0,45680.0,45738.0,45774.0,45815.0,45886.0,45973.0,46024.0,46164.0,46273.0,46372.0,46491.0,46586.0,46679.0,46840.0
5098454,57300.0,57336.0,57376.0,57404.0,57431.0,57482.0,57521.0,57552.0,57594.0,57746.0,57836.0,57952.0,57975.0,58021.0,58058.0,58091.0,58138.0,58197.0,58253.0,58288.0,58327.0,58399.0,58484.0,58534.0,58698.0,58859.0,58962.0,59087.0,59181.0,59273.0,59433.0
5098461,82200.0,82234.0,82272.0,82299.0,82325.0,82373.0,82410.0,82439.0,82479.0,82555.0,82608.0,82675.0,82690.0,82720.0,82744.0,82765.0,82802.0,82848.0,82891.0,82918.0,82948.0,82999.0,83055.0,83088.0,83204.0,83276.0,83336.0,83408.0,83490.0,83571.0,83712.0
5099123,49800.0,49840.0,49885.0,49917.0,49948.0,50005.0,50049.0,50084.0,50132.0,50303.0,50400.0,50523.0,50547.0,50596.0,50635.0,50670.0,50719.0,50780.0,50838.0,50874.0,50915.0,50986.0,51073.0,51124.0,51264.0,51373.0,51472.0,51591.0,51686.0,51779.0,51940.0
5099127,62700.0,62736.0,62776.0,62804.0,62831.0,62882.0,62921.0,62952.0,62994.0,63146.0,63236.0,63352.0,63375.0,63421.0,63458.0,63491.0,63538.0,63597.0,63653.0,63688.0,63727.0,63799.0,63884.0,63934.0,64098.0,64259.0,64362.0,64487.0,64581.0,64673.0,64833.0
5099129,68700.0,68734.0,68772.0,68799.0,68825.0,68873.0,68911.0,68940.0,68981.0,69089.0,69150.0,69228.0,69245.0,69279.0,69307.0,69332.0,69368.0,69413.0,69455.0,69482.0,69512.0,69565.0,69628.0,69665.0,69795.0,69916.0,69993.0,70086.0,70178.0,70268.0,70424.0
5099131,73500.0,73534.0,73572.0,73599.0,73625.0,73673.0,73711.0,73740.0,73781.0,73889.0,73950.0,74028.0,74045.0,74079.0,74107.0,74132.0,74168.0,74213.0,74255.0,74282.0,74312.0,74365.0,74428.0,74465.0,74595.0,74716.0,74793.0,74886.0,74978.0,75068.0,75224.0
5102459,31500.0,31545.0,31595.0,31631.0,31665.0,31729.0,31778.0,31817.0,31869.0,32032.0,32126.0,32245.0,32274.0,32331.0,32377.0,32418.0,32469.0,32533.0,32593.0,32631.0,32672.0,32755.0,32845.0,32897.0,33093.0,33233.0,33456.0,33726.0,33822.0,33917.0,34082.0
5102468,66600.0,66636.0,66676.0,66704.0,66731.0,66782.0,66821.0,66852.0,66894.0,67046.0,67136.0,67252.0,67275.0,67321.0,67358.0,67391.0,67438.0,67497.0,67553.0,67588.0,67627.0,67699.0,67784.0,67834.0,67998.0,68159.0,68262.0,68387.0,68481.0,68573.0,68733.0
5102471,79200.0,79234.0,79272.0,79299.0,79325.0,79373.0,79410.0,79439.0,79479.0,79555.0,79608.0,79675.0,79690.0,79720.0,79744.0,79765.0,79802.0,79848.0,79891.0,79918.0,79948.0,79999.0,80055.0,80088.0,80204.0,80276.0,80336.0,80408.0,80490.0,80571.0,80712.0
5102636,49800.0,49840.0,49885.0,49917.0,49948.0,50005.0,50049.0,50084.0,50132.0,50303.0,50400.0,50523.0,50547.0,50596.0,50635.0,50670.0,50719.0,50780.0,50838.0,50874.0,50915.0,50986.0,51073.0,51124.0,51264.0,51373.0,51472.0,51591.0,51686.0,51779.0,51940.0
5102640,62700.0,62736.0,62776.0,62804.0,62831.0,62882.0,62921.0,62952.0,62994.0,63146.0,63236.0,63352.0,63375.0,63421.0,63458.0,63491.0,63538.0,63597.0,63653.0,63688.0,63727.0,63799.0,63884.0,63934.0,64098.0,64259.0,64362.0,64487.0,64581.0,64673.0,64833.0
5102642,68700.0,68734.0,68772.0,68799.0,68825.0,68873.0,68911.0,68940.0,68981.0,69089.0,69150.0,69228.0,69245.0,69279.0,69307.0,69332.0,69368.0,69413.0,69455.0,69482.0,69512.0,69565.0,69628.0,69665.0,69795.0,69916.0,69993.0,70086.0,70178.0,70268.0,70424.0
5102975,33300.0,33345.0,33395.0,33431.0,33465.0,33529.0,33578.0,33617.0,33669.0,33832.0,33926.0,34045.0,34074.0,34131.0,34177.0,34218.0,34269.0,34333.0,34393.0,34431.0,34472.0,34555.0,34645.0,34697.0,34893.0,35033.0,35256.0,35526.0,35622.0,35717.0,35882.0
5102977,51600.0,51640.0,51685.0,51717.0,51748.0,51805.0,51849.0,51884.0,51932.0,52103.0,52200.0,52323.0,52347.0,52396.0,52435.0,52470.0,52519.0,52580.0,52638.0,52674.0,52715.0,52786.0,52873.0,52924.0,53064.0,53173.0,53272.0,53391.0,53486.0,53579.0,53740.0
5102981,64500.0,64536.0,64576.0,64604.0,64631.0,64682.0,64721.0,64752.0,64794.0,64946.0,65036.0,65152.0,65175.0,65221.0,65258.0,65291.0,65338.0,65397.0,65453.0,65488.0,65527.0,65599.0,65684.0,65734.0,65898.0,66059.0,66162.0,66287.0,66381.0,66473.0,66633.0
5102983,70200.0,70234.0,70272.0,70299.0,70325.0,70373.0,70411.0,70440.0,70481.0,70589.0,70650.0,70728.0,70745.0,70779.0,70807.0,70832.0,70868.0,70913.0,70955.0,70982.0,71012.0,71065.0,71128.0,71165.0,71295.0,71416.0,71493.0,71586.0,71678.0,71768.0,71924.0
5103801,30000.0,30045.0,30095.0,30131.0,30165.0,30229.0,30278.0,30317.0,30369.0,30532.0,30626.0,30745.0,30774.0,30831.0,30877.0,30918.0,30969.0,31033.0,31093.0,31131.0,31172.0,31255.0,31345.0,31397.0,31593.0,31733.0,31956.0,32226.0,32322.0,32417.0,32582.0
5103805,42900.0,42939.0,42983.0,43014.0,43044.0,43100.0,43144.0,43178.0,43225.0,43365.0,43459.0,43578.0,43599.0,43642.0,43676.0,43707.0,43758.0,43822.0,43882.0,43920.0,43964.0,44028.0,44106.0,44151.0,44306.0,44400.0,44510.0,44642.0,44735.0,44827.0,44986.0
5104495,55200.0,55236.0,55276.0,55304.0,55331.0,55382.0,55421.0,55452.0,55494.0,55646.0,55736.0,55852.0,55875.0,55921.0,55958.0,55991.0,56038.0,56097.0,56153.0,56188.0,56227.0,56299.0,56384.0,56434.0,56598.0,56759.0,56862.0,56987.0,57081.0,57173.0,57333.0
5104497,61200.0,61236.0,61276.0,61304.0,61331.0,61382.0,61421.0,61452.0,61494.0,61646.0,61736.0,61852.0,61875.0,61921.0,61958.0,61991.0,62038.0,62097.0,62153.0,62188.0,62227.0,62299.0,62384.0,62434.0,62598.0,62759.0,62862.0,62987.0,63081.0,63173.0,63333.0
5104877,28200.0,28238.0,28281.0,28311.0,28340.0,28394.0,28436.0,28469.0,28514.0,28642.0,28700.0,28773.0,28793.0,28834.0,28867.0,28896.0,28945.0,29007.0,29065.0,29102.0,29142.0,29221.0,29297.0,29341.0,29513.0,29614.0,29732.0,29874.0,29967.0,30059.0,30217.0
5104885,58800.0,58836.0,58876.0,58904.0,58931.0,58982.0,59021.0,59052.0,59094.0,59246.0,59336.0,59452.0,59475.0,59521.0,59558.0,59591.0,59638.0,59697.0,59753.0,59788.0,59827.0,59899.0,59984.0,60034.0,60198.0,60359.0,60462.0,60587.0,60681.0,60773.0,60933.0
5104891,76800.0,76834.0,76872.0,76899.0,76925.0,76973.0,77010.0,77039.0,77079.0,77155.0,77208.0,77275.0,77290.0,77320.0,77344.0,77365.0,77402.0,77448.0,77491.0,77518.0,77548.0,77599.0,77655.0,77688.0,77804.0,77876.0,77936.0,78008.0,78090.0,78171.0,78312.0
5105831,24600.0,24638.0,24681.0,24711.0,24740.0,24794.0,24836.0,24869.0,24914.0,25042.0,25100.0,25173.0,25193.0,25234.0,25267.0,25296.0,25345.0,25407.0,25465.0,25502.0,25542.0,25621.0,25697.0,25741.0,25913.0,26014.0,26132.0,26274.0,26367.0,26459.0,26617.0
5105833,29400.0,29445.0,29495.0,29531.0,29565.0,29629.0,29678.0,29717.0,29769.0,29932.0,30026.0,30145.0,30174.0,30231.0,30277.0,30318.0,30369.0,30433.0,30493.0,30531.0,30572.0,30655.0,30745.0,30797.0,30993.0,31133.0,31356.0,31626.0,31722.0,31817.0,31982.0
5105835,38700.0,38739.0,38783.0,38814.0,38844.0,38900.0,38944.0,38978.0,39025.0,39165.0,39259.0,39378.0,39399.0,39442.0,39476.0,39507.0,39558.0,39622.0,39682.0,39720.0,39764.0,39828.0,39906.0,39951.0,40106.0,40200.0,40310.0,40442.0,40535.0,40627.0,40786.0
5105837,44700.0,44740.0,44785.0,44817.0,44848.0,44905.0,44949.0,44984.0,45032.0,45203.0,45300.0,45423.0,45447.0,45496.0,45535.0,45570.0,45619.0,45680.0,45738.0,45774.0,45815.0,45886.0,45973.0,46024.0,46164.0,46273.0,46372.0,46491.0,46586.0,46679.0,46840.0
5105841,57300.0,57336.0,57376.0,57404.0,57431.0,57482.0,57521.0,57552.0,57594.0,57746.0,57836.0,57952.0,57975.0,58021.0,58058.0,58091.0,58138.0,58197.0,58253.0,58288.0,58327.0,58399.0,58484.0,58534.0,58698.0,58859.0,58962.0,59087.0,59181.0,59273.0,59433.0
5105848,82200.0,82234.0,82272.0,82299.0,82325.0,82373.0,82410.0,82439.0,82479.0,82555.0,82608.0,82675.0,82690.0,82720.0,82744.0,82765.0,82802.0,82848.0,82891.0,82918.0,82948.0,82999.0,83055.0,83088.0,83204.0,83276.0,83336.0,83408.0,83490.0,83571.0,83712.0
5107590,35100.0,35145.0,35195.0,35231.0,35265.0,35329.0,35378.0,35417.0,35469.0,35632.0,35726.0,35845.0,35874.0,35931.0,35977.0,36018.0,36069.0,36133.0,36193.0,36231.0,36272.0,36355.0,36445.0,36497.0,36693.0,36833.0,37056.0,37326.0,37422.0,37517.0,37682.0
5107592,41100.0,41139.0,41183.0,41214.0,41244.0,41300.0,41344.0,41378.0,41425.0,41565.0,41659.0,41778.0,41799.0,41842.0,41876.0,41907.0,41958.0,42022.0,42082.0,42120.0,42164.0,42228.0,42306.0,42351.0,42506.0,42600.0,42710.0,42842.0,42935.0,43027.0,43186.0
5107598,60000.0,60036.0,60076.0,60104.0,60131.0,60182.0,60221.0,60252.0,60294.0,60446.0,60536.0,60652.0,60675.0,60721.0,60758.0,60791.0,60838.0,60897.0,60953.0,60988.0,61027.0,61099.0,61184.0,61234.0,61398.0,61559.0,61662.0,61787.0,61881.0,61973.0,62133.0
5107989,25500.0,25538.0,25581.0,25611.0,25640.0,25694.0,25736.0,25769.0,25814.0,25942.0,26000.0,26073.0,26093.0,26134.0,26167.0,26196.0,26245.0,26307.0,26365.0,26402.0,26442.0,26521.0,26597.0,26641.0,26813.0,26914.0,27032.0,27174.0,27267.0,27359.0,27517.0
5107993,36900.0,36939.0,36983.0,37014.0,37044.0,37100.0,37144.0,37178.0,37225.0,37365.0,37459.0,37578.0,37599.0,37642.0,37676.0,37707.0,37758.0,37822.0,37882.0,37920.0,37964.0,38028.0,38106.0,38151.0,38306.0,38400.0,38510.0,38642.0,38735.0,38827.0,38986.0
5107995,46500.0,46540.0,46585.0,46617.0,46648.0,46705.0,46749.0,46784.0,46832.0,47003.0,47100.0,47223.0,47247.0,47296.0,47335.0,47370.0,47419.0,47480.0,47538.0,47574.0,47615.0,47686.0,47773.0,47824.0,47964.0,48073.0,48172.0,48291.0,48386.0,48479.0,48640.0
5112812,27000.0,27038.0,27081.0,27111.0,27140.0,27194.0,27236.0,27269.0,27314.0,27442.0,27500.0,27573.0,27593.0,27634.0,27667.0,27696.0,27745.0,27807.0,27865.0,27902.0,27942.0,28021.0,28097.0,28141.0,28313.0,28414.0,28532.0,28674.0,28767.0,28859.0,29017.0
5112818,48000.0,48040.0,48085.0,48117.0,48148.0,48205.0,48249.0,48284.0,48332.0,48503.0,48600.0,48723.0,48747.0,48796.0,48835.0,48870.0,48919.0,48980.0,49038.0,49074.0,49115.0,49186.0,49273.0,49324.0,49464.0,49573.0,49672.0,49791.0,49886.0,49979.0,50140.0
