tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P,058_P,059_P,060_P,061_P,062_P,063_P,064_P,065_P,066_P,067_P,068_P,069_P,070_P,071_P
0,6282.0,6335.0,6326.0,4886.0,4887.0,1150.0,1151.0,1152.0,1153.0,1154.0,946.0,1155.0,1157.0,1158.0,1159.0,1160.0,1161.0,1162.0,1163.0,1164.0,1165.0,1166.0,1167.0,1168.0,1169.0,1170.0,1069.0,1070.0,1071.0,4528.0,1072.0,7577.0,1353.0,1354.0,7589.0,7578.0,7582.0,299.0,7490.0,497.0,515.0,516.0,4384.0,519.0,521.0,522.0,7659.0,523.0,669.0,670.0,671.0,672.0,4382.0,1196.0,1197.0,1198.0,1199.0,1200.0,4385.0,1201.0,1202.0,1203.0,6115.0,4593.0,7516.0,6079.0,6315.0,6316.0,7236.0,7245.0,6317.0
5002402,23400.0,23427.0,23445.0,23460.0,23520.0,23580.0,23614.0,23630.0,23680.0,23706.0,23762.0,23820.0,23854.0,23880.0,23940.0,23962.0,23981.0,24000.0,24022.0,24060.0,24096.0,24132.0,24156.0,24180.0,24211.0,24240.0,24259.0,24276.0,24300.0,24325.0,24360.0,24417.0,24466.0,24530.0,24540.0,24720.0,24788.0,24960.0,25080.0,25089.0,25118.0,25140.0,25167.0,25200.0,25218.0,25244.0,25260.0,25269.0,25295.0,25320.0,25338.0,25366.0,25380.0,25461.0,25500.0,25560.0,25598.0,25620.0,25637.0,25661.0,25680.0,25740.0,25800.0,25920.0,25941.0,25980.0,26040.0,26220.0,26271.0,26316.0,26340.0
5002404,36000.0,36055.0,36090.0,36121.0,36221.0,36274.0,36333.0,36360.0,36446.0,36491.0,36588.0,36690.0,36749.0,36794.0,36854.0,36890.0,36920.0,36951.0,37010.0,37116.0,37178.0,37240.0,37281.0,37321.0,37368.0,37411.0,37464.0,37513.0,37580.0,37627.0,37692.0,37776.0,37848.0,37943.0,37957.0,38060.0,38179.0,38478.0,38576.0,38603.0,38693.0,38763.0,38815.0,38878.0,38915.0,38967.0,38999.0,39018.0,39076.0,39132.0,39163.0,39212.0,39236.0,39342.0,39393.0,39462.0,39510.0,39539.0,39576.0,39630.0,39671.0,39751.0,39806.0,40031.0,40069.0,40138.0,40195.0,40270.0,40345.0,40412.0,40446.0
5002406,48600.0,48654.0,48689.0,48719.0,48822.0,48873.0,48932.0,48959.0,49045.0,49090.0,49187.0,49290.0,49351.0,49398.0,49459.0,49503.0,49541.0,49579.0,49653.0,49786.0,49844.0,49902.0,49940.0,49977.0,50016.0,50052.0,50119.0,50180.0,50263.0,50308.0,50370.0,50457.0,50532.0,50631.0,50647.0,50768.0,50920.0,51302.0,51405.0,51434.0,51530.0,51604.0,51650.0,51707.0,51738.0,51783.0,51810.0,51830.0,51889.0,51947.0,51978.0,52027.0,52052.0,52139.0,52181.0,52261.0,52325.0,52363.0,52400.0,52454.0,52496.0,52567.0,52654.0,52881.0,52923.0,52998.0,53060.0,53135.0,53175.0,53210.0,53228.0
5002408,61200.0,61240.0,61266.0,61288.0,61373.0,61426.0,61479.0,61504.0,61582.0,61623.0,61711.0,61805.0,61871.0,61921.0,62023.0,62061.0,62094.0,62127.0,62172.0,62253.0,62316.0,62379.0,62420.0,62460.0,62487.0,62513.0,62572.0,62626.0,62701.0,62756.0,62833.0,62951.0,63053.0,63187.0,63208.0,63338.0,63601.0,64261.0,64333.0,64354.0,64422.0,64473.0,64556.0,64658.0,64702.0,64764.0,64802.0,64821.0,64878.0,64934.0,64959.0,64998.0,65017.0,65093.0,65129.0,65210.0,65278.0,65318.0,65361.0,65423.0,65471.0,65530.0,65593.0,65720.0,65771.0,65864.0,65918.0,65992.0,66023.0,66051.0,66065.0
5002410,73200.0,73259.0,73297.0,73331.0,73429.0,73490.0,73547.0,73573.0,73656.0,73700.0,73794.0,73893.0,73964.0,74018.0,74070.0,74095.0,74116.0,74138.0,74176.0,74245.0,74295.0,74345.0,74378.0,74410.0,74449.0,74486.0,74541.0,74591.0,74659.0,74696.0,74747.0,74818.0,74879.0,74960.0,74973.0,75139.0,75352.0,75886.0,75960.0,76001.0,76137.0,76241.0,76299.0,76370.0,76412.0,76472.0,76509.0,76524.0,76570.0,76615.0,76644.0,76689.0,76712.0,76786.0,76822.0,76893.0,76951.0,76985.0,77031.0,77098.0,77149.0,77226.0,77300.0,77400.0,77443.0,77520.0,77571.0,77645.0,77787.0,77914.0,77979.0
5003074,36600.0,36660.0,36699.0,36733.0,36841.0,36903.0,36959.0,36985.0,37067.0,37110.0,37203.0,37300.0,37368.0,37421.0,37471.0,37508.0,37540.0,37572.0,37637.0,37753.0,37817.0,37881.0,37923.0,37964.0,38011.0,38055.0,38110.0,38160.0,38229.0,38281.0,38353.0,38450.0,38533.0,38643.0,38660.0,38755.0,38950.0,39441.0,39558.0,39583.0,39665.0,39727.0,39775.0,39833.0,39860.0,39898.0,39920.0,39938.0,39992.0,40045.0,40074.0,40120.0,40144.0,40223.0,40261.0,40335.0,40388.0,40420.0,40459.0,40515.0,40558.0,40622.0,40683.0,40810.0,40844.0,40906.0,40954.0,41018.0,41075.0,41126.0,41152.0
5003076,48600.0,48660.0,48699.0,48732.0,48828.0,48881.0,48933.0,48957.0,49033.0,49073.0,49158.0,49247.0,49308.0,49354.0,49402.0,49432.0,49457.0,49483.0,49549.0,49666.0,49726.0,49787.0,49827.0,49866.0,49905.0,49942.0,49997.0,50047.0,50116.0,50160.0,50221.0,50319.0,50403.0,50514.0,50532.0,50640.0,50803.0,51213.0,51316.0,51345.0,51441.0,51514.0,51565.0,51628.0,51662.0,51711.0,51740.0,51762.0,51827.0,51890.0,51923.0,51976.0,52003.0,52087.0,52128.0,52220.0,52287.0,52327.0,52374.0,52442.0,52493.0,52565.0,52633.0,52791.0,52829.0,52899.0,52955.0,53024.0,53083.0,53135.0,53162.0
5003078,61200.0,61291.0,61350.0,61401.0,61537.0,61594.0,61650.0,61676.0,61758.0,61801.0,61893.0,61989.0,62056.0,62107.0,62155.0,62184.0,62209.0,62234.0,62289.0,62386.0,62448.0,62510.0,62550.0,62590.0,62628.0,62663.0,62711.0,62755.0,62816.0,62861.0,62924.0,63038.0,63136.0,63266.0,63287.0,63401.0,63645.0,64259.0,64420.0,64470.0,64635.0,64761.0,64824.0,64902.0,64945.0,65007.0,65044.0,65089.0,65226.0,65360.0,65400.0,65464.0,65497.0,65602.0,65652.0,65730.0,65805.0,65850.0,65894.0,65958.0,66007.0,66083.0,66157.0,66291.0,66333.0,66410.0,66474.0,66548.0,66607.0,66659.0,66686.0
5003328,29700.0,29773.0,29820.0,29862.0,29958.0,30039.0,30093.0,30118.0,30198.0,30240.0,30330.0,30425.0,30478.0,30518.0,30582.0,30616.0,30645.0,30674.0,30726.0,30820.0,30870.0,30920.0,30953.0,30986.0,31025.0,31061.0,31101.0,31137.0,31187.0,31231.0,31293.0,31360.0,31417.0,31493.0,31505.0,31580.0,31681.0,31936.0,32030.0,32054.0,32132.0,32192.0,32225.0,32266.0,32293.0,32332.0,32355.0,32373.0,32427.0,32479.0,32510.0,32559.0,32584.0,32658.0,32693.0,32745.0,32788.0,32813.0,32862.0,32933.0,32988.0,33046.0,33116.0,33249.0,33278.0,33332.0,33376.0,33539.0,33565.0,33588.0,33599.0
5003330,42300.0,42354.0,42389.0,42419.0,42522.0,42573.0,42632.0,42659.0,42745.0,42790.0,42887.0,42990.0,43051.0,43098.0,43159.0,43203.0,43241.0,43279.0,43353.0,43486.0,43544.0,43602.0,43640.0,43677.0,43716.0,43752.0,43819.0,43880.0,43963.0,44008.0,44070.0,44157.0,44232.0,44331.0,44347.0,44468.0,44620.0,45002.0,45105.0,45134.0,45230.0,45304.0,45350.0,45407.0,45438.0,45483.0,45510.0,45530.0,45589.0,45647.0,45678.0,45727.0,45752.0,45839.0,45881.0,45961.0,46025.0,46063.0,46100.0,46154.0,46196.0,46267.0,46354.0,46581.0,46623.0,46698.0,46760.0,46835.0,46875.0,46910.0,46928.0
5003332,54900.0,54968.0,55012.0,55050.0,55199.0,55243.0,55295.0,55319.0,55395.0,55435.0,55521.0,55611.0,55682.0,55736.0,55818.0,55845.0,55868.0,55892.0,55955.0,56068.0,56117.0,56166.0,56198.0,56230.0,56279.0,56324.0,56373.0,56418.0,56480.0,56520.0,56576.0,56664.0,56739.0,56838.0,56854.0,56971.0,57206.0,57796.0,57936.0,57967.0,58070.0,58149.0,58196.0,58253.0,58291.0,58346.0,58379.0,58397.0,58450.0,58502.0,58531.0,58577.0,58601.0,58706.0,58756.0,58831.0,58907.0,58953.0,59007.0,59086.0,59146.0,59233.0,59320.0,59591.0,59637.0,59721.0,59785.0,59874.0,59922.0,59965.0,59987.0
5003334,67200.0,67259.0,67297.0,67331.0,67429.0,67490.0,67547.0,67573.0,67656.0,67700.0,67794.0,67893.0,67964.0,68018.0,68070.0,68095.0,68116.0,68138.0,68176.0,68245.0,68295.0,68345.0,68378.0,68410.0,68449.0,68486.0,68541.0,68591.0,68659.0,68696.0,68747.0,68818.0,68879.0,68960.0,68973.0,69139.0,69352.0,69886.0,69960.0,70001.0,70137.0,70241.0,70299.0,70370.0,70412.0,70472.0,70509.0,70524.0,70570.0,70615.0,70644.0,70689.0,70712.0,70786.0,70822.0,70893.0,70951.0,70985.0,71031.0,71098.0,71149.0,71226.0,71300.0,71400.0,71443.0,71520.0,71571.0,71645.0,71787.0,71914.0,71979.0
5003336,79200.0,79256.0,79293.0,79325.0,79406.0,79459.0,79508.0,79531.0,79603.0,79641.0,79723.0,79809.0,79865.0,79908.0,79948.0,79974.0,79996.0,80018.0,80049.0,80104.0,80155.0,80206.0,80239.0,80272.0,80311.0,80348.0,80401.0,80449.0,80515.0,80558.0,80618.0,80713.0,80794.0,80901.0,80918.0,81115.0,81329.0,81867.0,81960.0,81995.0,82109.0,82195.0,82240.0,82294.0,82318.0,82353.0,82374.0,82391.0,82443.0,82494.0,82524.0,82572.0,82596.0,82680.0,82721.0,82796.0,82846.0,82876.0,82911.0,82961.0,83000.0,83060.0,83119.0,83232.0,83270.0,83339.0,83391.0,83457.0,83525.0,83586.0,83617.0
5003337,26100.0,26145.0,26174.0,26200.0,26278.0,26318.0,26359.0,26378.0,26438.0,26469.0,26536.0,26607.0,26648.0,26680.0,26701.0,26721.0,26738.0,26755.0,26778.0,26818.0,26854.0,26890.0,26913.0,26936.0,26968.0,26998.0,27035.0,27069.0,27116.0,27160.0,27220.0,27273.0,27319.0,27379.0,27389.0,27446.0,27539.0,27771.0,27830.0,27848.0,27908.0,27955.0,27992.0,28037.0,28055.0,28081.0,28097.0,28109.0,28146.0,28182.0,28202.0,28234.0,28251.0,28303.0,28328.0,28366.0,28404.0,28426.0,28461.0,28512.0,28551.0,28608.0,28652.0,28738.0,28769.0,28825.0,28862.0,28925.0,29050.0,29161.0,29219.0
5003339,38700.0,38755.0,38790.0,38821.0,38921.0,38974.0,39033.0,39060.0,39146.0,39191.0,39288.0,39390.0,39449.0,39494.0,39554.0,39590.0,39620.0,39651.0,39710.0,39816.0,39878.0,39940.0,39981.0,40021.0,40068.0,40111.0,40164.0,40213.0,40280.0,40327.0,40392.0,40476.0,40548.0,40643.0,40657.0,40760.0,40879.0,41178.0,41276.0,41303.0,41393.0,41463.0,41515.0,41578.0,41615.0,41667.0,41699.0,41718.0,41776.0,41832.0,41863.0,41912.0,41936.0,42042.0,42093.0,42162.0,42210.0,42239.0,42276.0,42330.0,42371.0,42451.0,42506.0,42731.0,42769.0,42838.0,42895.0,42970.0,43045.0,43112.0,43146.0
5003341,51300.0,51354.0,51389.0,51419.0,51522.0,51573.0,51632.0,51659.0,51745.0,51790.0,51887.0,51990.0,52051.0,52098.0,52159.0,52203.0,52241.0,52279.0,52353.0,52486.0,52544.0,52602.0,52640.0,52677.0,52716.0,52752.0,52819.0,52880.0,52963.0,53008.0,53070.0,53157.0,53232.0,53331.0,53347.0,53468.0,53620.0,54002.0,54105.0,54134.0,54230.0,54304.0,54350.0,54407.0,54438.0,54483.0,54510.0,54530.0,54589.0,54647.0,54678.0,54727.0,54752.0,54839.0,54881.0,54961.0,55025.0,55063.0,55100.0,55154.0,55196.0,55267.0,55354.0,55581.0,55623.0,55698.0,55760.0,55835.0,55875.0,55910.0,55928.0
5003343,63900.0,63970.0,64015.0,64054.0,64175.0,64247.0,64299.0,64323.0,64398.0,64437.0,64522.0,64612.0,64691.0,64752.0,64805.0,64837.0,64865.0,64893.0,64954.0,65062.0,65132.0,65203.0,65249.0,65295.0,65349.0,65400.0,65455.0,65505.0,65573.0,65615.0,65674.0,65779.0,65870.0,65989.0,66008.0,66185.0,66464.0,67166.0,67282.0,67312.0,67412.0,67488.0,67553.0,67632.0,67670.0,67725.0,67758.0,67778.0,67839.0,67899.0,67937.0,67997.0,68026.0,68119.0,68164.0,68246.0,68309.0,68346.0,68395.0,68467.0,68522.0,68596.0,68671.0,68795.0,68838.0,68916.0,68978.0,69055.0,69121.0,69180.0,69211.0
5003431,56400.0,56464.0,56505.0,56541.0,56644.0,56695.0,56753.0,56780.0,56865.0,56909.0,57004.0,57104.0,57169.0,57218.0,57286.0,57312.0,57334.0,57357.0,57419.0,57530.0,57593.0,57656.0,57697.0,57738.0,57784.0,57827.0,57902.0,57970.0,58063.0,58112.0,58179.0,58268.0,58345.0,58446.0,58462.0,58585.0,58758.0,59191.0,59295.0,59325.0,59425.0,59501.0,59551.0,59612.0,59642.0,59685.0,59711.0,59731.0,59792.0,59852.0,59886.0,59940.0,59968.0,60056.0,60099.0,60180.0,60232.0,60263.0,60323.0,60410.0,60476.0,60550.0,60619.0,60811.0,60851.0,60923.0,60984.0,61056.0,61117.0,61172.0,61200.0
5003493,22500.0,22527.0,22545.0,22560.0,22620.0,22680.0,22714.0,22730.0,22780.0,22806.0,22862.0,22920.0,22954.0,22980.0,23040.0,23062.0,23081.0,23100.0,23122.0,23160.0,23196.0,23232.0,23256.0,23280.0,23311.0,23340.0,23359.0,23376.0,23400.0,23425.0,23460.0,23517.0,23566.0,23630.0,23640.0,23820.0,23888.0,24060.0,24180.0,24189.0,24218.0,24240.0,24267.0,24300.0,24318.0,24344.0,24360.0,24369.0,24395.0,24420.0,24438.0,24466.0,24480.0,24561.0,24600.0,24660.0,24698.0,24720.0,24737.0,24761.0,24780.0,24840.0,24900.0,25020.0,25041.0,25080.0,25140.0,25320.0,25371.0,25416.0,25440.0
5003495,34200.0,34273.0,34320.0,34362.0,34458.0,34539.0,34593.0,34618.0,34698.0,34740.0,34830.0,34925.0,34978.0,35018.0,35082.0,35116.0,35145.0,35174.0,35226.0,35320.0,35370.0,35420.0,35453.0,35486.0,35525.0,35561.0,35601.0,35637.0,35687.0,35731.0,35793.0,35860.0,35917.0,35993.0,36005.0,36080.0,36181.0,36436.0,36530.0,36554.0,36632.0,36692.0,36725.0,36766.0,36793.0,36832.0,36855.0,36873.0,36927.0,36979.0,37010.0,37059.0,37084.0,37158.0,37193.0,37245.0,37288.0,37313.0,37362.0,37433.0,37488.0,37546.0,37616.0,37749.0,37778.0,37832.0,37876.0,38039.0,38065.0,38088.0,38099.0
5003497,46800.0,46854.0,46889.0,46919.0,47022.0,47073.0,47132.0,47159.0,47245.0,47290.0,47387.0,47490.0,47551.0,47598.0,47659.0,47703.0,47741.0,47779.0,47853.0,47986.0,48044.0,48102.0,48140.0,48177.0,48216.0,48252.0,48319.0,48380.0,48463.0,48508.0,48570.0,48657.0,48732.0,48831.0,48847.0,48968.0,49120.0,49502.0,49605.0,49634.0,49730.0,49804.0,49850.0,49907.0,49938.0,49983.0,50010.0,50030.0,50089.0,50147.0,50178.0,50227.0,50252.0,50339.0,50381.0,50461.0,50525.0,50563.0,50600.0,50654.0,50696.0,50767.0,50854.0,51081.0,51123.0,51198.0,51260.0,51335.0,51375.0,51410.0,51428.0
5003499,59400.0,59468.0,59512.0,59550.0,59699.0,59743.0,59795.0,59819.0,59895.0,59935.0,60021.0,60111.0,60182.0,60236.0,60318.0,60345.0,60368.0,60392.0,60455.0,60568.0,60617.0,60666.0,60698.0,60730.0,60779.0,60824.0,60873.0,60918.0,60980.0,61020.0,61076.0,61164.0,61239.0,61338.0,61354.0,61471.0,61706.0,62296.0,62436.0,62467.0,62570.0,62649.0,62696.0,62753.0,62791.0,62846.0,62879.0,62897.0,62950.0,63002.0,63031.0,63077.0,63101.0,63206.0,63256.0,63331.0,63407.0,63453.0,63507.0,63586.0,63646.0,63733.0,63820.0,64091.0,64137.0,64221.0,64285.0,64374.0,64422.0,64465.0,64487.0
5003501,72000.0,72059.0,72097.0,72131.0,72229.0,72290.0,72347.0,72373.0,72456.0,72500.0,72594.0,72693.0,72764.0,72818.0,72870.0,72895.0,72916.0,72938.0,72976.0,73045.0,73095.0,73145.0,73178.0,73210.0,73249.0,73286.0,73341.0,73391.0,73459.0,73496.0,73547.0,73618.0,73679.0,73760.0,73773.0,73939.0,74152.0,74686.0,74760.0,74801.0,74937.0,75041.0,75099.0,75170.0,75212.0,75272.0,75309.0,75324.0,75370.0,75415.0,75444.0,75489.0,75512.0,75586.0,75622.0,75693.0,75751.0,75785.0,75831.0,75898.0,75949.0,76026.0,76100.0,76200.0,76243.0,76320.0,76371.0,76445.0,76587.0,76714.0,76779.0
5004342,31500.0,31593.0,31653.0,31705.0,31864.0,31948.0,32028.0,32065.0,32182.0,32243.0,32375.0,32512.0,32606.0,32678.0,32749.0,32808.0,32858.0,32910.0,33005.0,33174.0,33241.0,33309.0,33353.0,33396.0,33444.0,33489.0,33544.0,33594.0,33663.0,33743.0,33854.0,33979.0,34086.0,34228.0,34250.0,34345.0,34555.0,35082.0,35337.0,35365.0,35456.0,35525.0,35572.0,35629.0,35656.0,35695.0,35718.0,35733.0,35779.0,35823.0,35849.0,35890.0,35911.0,35983.0,36017.0,36080.0,36126.0,36153.0,36187.0,36237.0,36276.0,36329.0,36385.0,36532.0,36562.0,36617.0,36658.0,36716.0,36789.0,36854.0,36888.0
5004344,44400.0,44460.0,44499.0,44532.0,44628.0,44681.0,44733.0,44757.0,44833.0,44873.0,44958.0,45047.0,45108.0,45154.0,45202.0,45232.0,45257.0,45283.0,45349.0,45466.0,45526.0,45587.0,45627.0,45666.0,45705.0,45742.0,45797.0,45847.0,45916.0,45960.0,46021.0,46119.0,46203.0,46314.0,46332.0,46440.0,46603.0,47013.0,47116.0,47145.0,47241.0,47314.0,47365.0,47428.0,47462.0,47511.0,47540.0,47562.0,47627.0,47690.0,47723.0,47776.0,47803.0,47887.0,47928.0,48020.0,48087.0,48127.0,48174.0,48242.0,48293.0,48365.0,48433.0,48591.0,48629.0,48699.0,48755.0,48824.0,48883.0,48935.0,48962.0
5004346,56400.0,56467.0,56510.0,56548.0,56659.0,56715.0,56767.0,56791.0,56867.0,56907.0,56993.0,57082.0,57145.0,57193.0,57247.0,57278.0,57305.0,57332.0,57394.0,57504.0,57564.0,57624.0,57663.0,57702.0,57744.0,57783.0,57833.0,57878.0,57941.0,57986.0,58048.0,58152.0,58241.0,58359.0,58378.0,58487.0,58679.0,59162.0,59287.0,59324.0,59447.0,59542.0,59604.0,59679.0,59718.0,59773.0,59807.0,59840.0,59939.0,60035.0,60073.0,60133.0,60162.0,60261.0,60309.0,60404.0,60486.0,60535.0,60582.0,60651.0,60704.0,60804.0,60883.0,61040.0,61082.0,61159.0,61223.0,61297.0,61357.0,61410.0,61438.0
5004348,69600.0,69670.0,69715.0,69754.0,69871.0,69926.0,69978.0,70002.0,70078.0,70118.0,70204.0,70294.0,70349.0,70392.0,70436.0,70466.0,70491.0,70517.0,70578.0,70688.0,70745.0,70802.0,70839.0,70876.0,70914.0,70950.0,71005.0,71055.0,71124.0,71165.0,71221.0,71314.0,71394.0,71500.0,71517.0,71637.0,71804.0,72223.0,72321.0,72350.0,72446.0,72520.0,72574.0,72641.0,72673.0,72718.0,72745.0,72764.0,72823.0,72880.0,72910.0,72957.0,72981.0,73064.0,73104.0,73174.0,73230.0,73263.0,73309.0,73375.0,73426.0,73493.0,73563.0,73693.0,73734.0,73807.0,73862.0,73933.0,73993.0,74047.0,74075.0
5005150,28800.0,28893.0,28953.0,29005.0,29164.0,29248.0,29328.0,29365.0,29482.0,29543.0,29675.0,29812.0,29906.0,29978.0,30049.0,30108.0,30158.0,30210.0,30305.0,30474.0,30541.0,30609.0,30653.0,30696.0,30744.0,30789.0,30844.0,30894.0,30963.0,31043.0,31154.0,31279.0,31386.0,31528.0,31550.0,31645.0,31855.0,32382.0,32637.0,32665.0,32756.0,32825.0,32872.0,32929.0,32956.0,32995.0,33018.0,33033.0,33079.0,33123.0,33149.0,33190.0,33211.0,33283.0,33317.0,33380.0,33426.0,33453.0,33487.0,33537.0,33576.0,33629.0,33685.0,33832.0,33862.0,33917.0,33958.0,34016.0,34089.0,34154.0,34188.0
5005152,42000.0,42060.0,42099.0,42132.0,42228.0,42281.0,42333.0,42357.0,42433.0,42473.0,42558.0,42647.0,42708.0,42754.0,42802.0,42832.0,42857.0,42883.0,42949.0,43066.0,43126.0,43187.0,43227.0,43266.0,43305.0,43342.0,43397.0,43447.0,43516.0,43560.0,43621.0,43719.0,43803.0,43914.0,43932.0,44040.0,44203.0,44613.0,44716.0,44745.0,44841.0,44914.0,44965.0,45028.0,45062.0,45111.0,45140.0,45162.0,45227.0,45290.0,45323.0,45376.0,45403.0,45487.0,45528.0,45620.0,45687.0,45727.0,45774.0,45842.0,45893.0,45965.0,46033.0,46191.0,46229.0,46299.0,46355.0,46424.0,46483.0,46535.0,46562.0
5005154,54000.0,54067.0,54110.0,54148.0,54259.0,54315.0,54367.0,54391.0,54467.0,54507.0,54593.0,54682.0,54745.0,54793.0,54847.0,54878.0,54905.0,54932.0,54994.0,55104.0,55164.0,55224.0,55263.0,55302.0,55344.0,55383.0,55433.0,55478.0,55541.0,55586.0,55648.0,55752.0,55841.0,55959.0,55978.0,56087.0,56279.0,56762.0,56887.0,56924.0,57047.0,57142.0,57204.0,57279.0,57318.0,57373.0,57407.0,57440.0,57539.0,57635.0,57673.0,57733.0,57762.0,57861.0,57909.0,58004.0,58086.0,58135.0,58182.0,58251.0,58304.0,58404.0,58483.0,58640.0,58682.0,58759.0,58823.0,58897.0,58957.0,59010.0,59038.0
5005156,67200.0,67270.0,67315.0,67354.0,67471.0,67526.0,67578.0,67602.0,67678.0,67718.0,67804.0,67894.0,67949.0,67992.0,68036.0,68066.0,68091.0,68117.0,68178.0,68288.0,68345.0,68402.0,68439.0,68476.0,68514.0,68550.0,68605.0,68655.0,68724.0,68765.0,68821.0,68914.0,68994.0,69100.0,69117.0,69237.0,69404.0,69823.0,69921.0,69950.0,70046.0,70120.0,70174.0,70241.0,70273.0,70318.0,70345.0,70364.0,70423.0,70480.0,70510.0,70557.0,70581.0,70664.0,70704.0,70774.0,70830.0,70863.0,70909.0,70975.0,71026.0,71093.0,71163.0,71293.0,71334.0,71407.0,71462.0,71533.0,71593.0,71647.0,71675.0
5005158,80400.0,80455.0,80491.0,80522.0,80607.0,80650.0,80693.0,80713.0,80777.0,80810.0,80882.0,80958.0,81011.0,81051.0,81081.0,81106.0,81127.0,81149.0,81182.0,81241.0,81287.0,81333.0,81363.0,81393.0,81426.0,81456.0,81502.0,81544.0,81602.0,81644.0,81702.0,81784.0,81855.0,81948.0,81963.0,82075.0,82270.0,82758.0,82828.0,82854.0,82940.0,83005.0,83051.0,83108.0,83140.0,83186.0,83214.0,83231.0,83283.0,83333.0,83362.0,83408.0,83431.0,83505.0,83541.0,83605.0,83658.0,83690.0,83726.0,83778.0,83817.0,83877.0,83937.0,84052.0,84090.0,84158.0,84210.0,84278.0,84345.0,84405.0,84436.0
5005174,26880.0,26986.0,27055.0,27115.0,27255.0,27317.0,27385.0,27416.0,27516.0,27568.0,27680.0,27799.0,27887.0,27954.0,28053.0,28121.0,28179.0,28239.0,28350.0,28549.0,28622.0,28696.0,28744.0,28792.0,28864.0,28931.0,28989.0,29042.0,29114.0,29210.0,29344.0,29462.0,29563.0,29696.0,29717.0,29815.0,29953.0,30298.0,30500.0,30530.0,30628.0,30702.0,30760.0,30831.0,30869.0,30923.0,30956.0,30977.0,31040.0,31102.0,31127.0,31167.0,31187.0,31244.0,31272.0,31340.0,31406.0,31445.0,31485.0,31543.0,31588.0,31656.0,31726.0,31898.0,31930.0,31988.0,32044.0,32223.0,32280.0,32331.0,32357.0
5005176,40200.0,40260.0,40299.0,40332.0,40428.0,40481.0,40533.0,40557.0,40633.0,40673.0,40758.0,40847.0,40908.0,40954.0,41002.0,41032.0,41057.0,41083.0,41149.0,41266.0,41326.0,41387.0,41427.0,41466.0,41505.0,41542.0,41597.0,41647.0,41716.0,41760.0,41821.0,41919.0,42003.0,42114.0,42132.0,42240.0,42403.0,42813.0,42916.0,42945.0,43041.0,43114.0,43165.0,43228.0,43262.0,43311.0,43340.0,43362.0,43427.0,43490.0,43523.0,43576.0,43603.0,43687.0,43728.0,43820.0,43887.0,43927.0,43974.0,44042.0,44093.0,44165.0,44233.0,44391.0,44429.0,44499.0,44555.0,44624.0,44683.0,44735.0,44762.0
5005178,52200.0,52267.0,52310.0,52348.0,52459.0,52515.0,52567.0,52591.0,52667.0,52707.0,52793.0,52882.0,52945.0,52993.0,53047.0,53078.0,53105.0,53132.0,53194.0,53304.0,53364.0,53424.0,53463.0,53502.0,53544.0,53583.0,53633.0,53678.0,53741.0,53786.0,53848.0,53952.0,54041.0,54159.0,54178.0,54287.0,54479.0,54962.0,55087.0,55124.0,55247.0,55342.0,55404.0,55479.0,55518.0,55573.0,55607.0,55640.0,55739.0,55835.0,55873.0,55933.0,55962.0,56061.0,56109.0,56204.0,56286.0,56335.0,56382.0,56451.0,56504.0,56604.0,56683.0,56840.0,56882.0,56959.0,57023.0,57097.0,57157.0,57210.0,57238.0
5005180,64800.0,64889.0,64947.0,64997.0,65190.0,65252.0,65308.0,65334.0,65416.0,65459.0,65551.0,65647.0,65714.0,65766.0,65821.0,65850.0,65875.0,65900.0,65960.0,66068.0,66122.0,66176.0,66211.0,66245.0,66290.0,66331.0,66382.0,66428.0,66491.0,66538.0,66604.0,66712.0,66805.0,66928.0,66948.0,67068.0,67251.0,67712.0,67814.0,67849.0,67964.0,68052.0,68114.0,68189.0,68228.0,68283.0,68317.0,68344.0,68425.0,68504.0,68542.0,68602.0,68633.0,68730.0,68777.0,68854.0,68918.0,68956.0,68999.0,69061.0,69108.0,69176.0,69248.0,69409.0,69448.0,69520.0,69581.0,69654.0,69706.0,69752.0,69775.0
5006107,36900.0,36955.0,36990.0,37021.0,37121.0,37174.0,37233.0,37260.0,37346.0,37391.0,37488.0,37590.0,37649.0,37694.0,37754.0,37790.0,37820.0,37851.0,37910.0,38016.0,38078.0,38140.0,38181.0,38221.0,38268.0,38311.0,38364.0,38413.0,38480.0,38527.0,38592.0,38676.0,38748.0,38843.0,38857.0,38960.0,39079.0,39378.0,39476.0,39503.0,39593.0,39663.0,39715.0,39778.0,39815.0,39867.0,39899.0,39918.0,39976.0,40032.0,40063.0,40112.0,40136.0,40242.0,40293.0,40362.0,40410.0,40439.0,40476.0,40530.0,40571.0,40651.0,40706.0,40931.0,40969.0,41038.0,41095.0,41170.0,41245.0,41312.0,41346.0
