tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P
0,7433.0,4677.0,2136.0,2137.0,2138.0,2139.0,2140.0,2141.0,2142.0,2143.0,2145.0,4670.0,3420.0,3421.0,3422.0,3423.0,4409.0,1972.0,1973.0,1974.0,1975.0,1982.0,2642.0,7435.0,4413.0,7453.0,1478.0,1479.0,315.0,336.0,404.0,747.0,748.0,749.0,750.0,751.0,752.0,753.0,754.0,755.0,756.0,757.0,758.0,759.0,760.0,761.0,762.0,763.0,4953.0
5005727,26700.0,26842.0,26890.0,26921.0,26999.0,27038.0,27104.0,27144.0,27169.0,27215.0,27264.0,27310.0,27368.0,27432.0,27475.0,27528.0,27719.0,27792.0,27848.0,27894.0,28033.0,28288.0,28620.0,28685.0,28916.0,29138.0,29293.0,29398.0,29717.0,29946.0,30113.0,30222.0,30302.0,30398.0,30461.0,30524.0,30601.0,30636.0,30676.0,30723.0,30767.0,30808.0,30852.0,30955.0,31031.0,31059.0,31083.0,31168.0,31345.0
5091941,26700.0,26837.0,26883.0,26913.0,26988.0,27025.0,27089.0,27128.0,27152.0,27196.0,27242.0,27286.0,27342.0,27403.0,27445.0,27496.0,27680.0,27750.0,27804.0,27848.0,27982.0,28227.0,28546.0,28609.0,28831.0,29044.0,29193.0,29294.0,29601.0,29821.0,29982.0,30086.0,30162.0,30255.0,30315.0,30375.0,30450.0,30484.0,30523.0,30567.0,30610.0,30649.0,30691.0,30790.0,30863.0,30890.0,30913.0,30995.0,31165.0
