tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P
5096699,42300.0,42357.0,42386.0,42410.0,42430.0,42456.0,42532.0,42570.0,42620.0,42659.0,42718.0,42789.0,42828.0,42858.0,42912.0,42990.0,43041.0,43092.0,43125.0,43157.0,43194.0,43228.0,43273.0,43314.0,43369.0,43408.0,43462.0,43532.0,43592.0,43671.0,43684.0,43759.0,43854.0,44024.0,44166.0,44213.0,44250.0,44304.0,44384.0,44453.0,44493.0,44504.0
5096701,47700.0,47756.0,47784.0,47806.0,47823.0,47847.0,47917.0,47953.0,48000.0,48037.0,48093.0,48156.0,48196.0,48226.0,48281.0,48360.0,48415.0,48470.0,48506.0,48542.0,48579.0,48613.0,48662.0,48707.0,48769.0,48820.0,48892.0,48968.0,49033.0,49119.0,49132.0,49226.0,49347.0,49562.0,49657.0,49706.0,49744.0,49800.0,49883.0,49955.0,49997.0,50009.0
5096705,58500.0,58555.0,58582.0,58610.0,58633.0,58661.0,58744.0,58780.0,58827.0,58863.0,58919.0,59016.0,59054.0,59083.0,59135.0,59212.0,59265.0,59318.0,59353.0,59387.0,59427.0,59464.0,59512.0,59555.0,59615.0,59659.0,59720.0,59804.0,59876.0,59971.0,59986.0,60080.0,60237.0,60517.0,60655.0,60704.0,60743.0,60799.0,60883.0,60956.0,60998.0,61011.0
5096707,63900.0,63940.0,63960.0,63973.0,63984.0,64001.0,64050.0,64085.0,64131.0,64167.0,64221.0,64335.0,64381.0,64416.0,64480.0,64573.0,64631.0,64689.0,64727.0,64765.0,64803.0,64838.0,64893.0,64943.0,65012.0,65053.0,65111.0,65179.0,65238.0,65315.0,65327.0,65435.0,65574.0,65822.0,65918.0,65967.0,66006.0,66062.0,66146.0,66219.0,66261.0,66274.0
5096709,69300.0,69349.0,69374.0,69391.0,69405.0,69428.0,69494.0,69530.0,69577.0,69613.0,69668.0,69749.0,69789.0,69819.0,69874.0,69955.0,70003.0,70051.0,70083.0,70114.0,70148.0,70180.0,70230.0,70276.0,70339.0,70380.0,70438.0,70511.0,70574.0,70657.0,70671.0,70768.0,70915.0,71178.0,71270.0,71319.0,71357.0,71413.0,71496.0,71568.0,71610.0,71623.0
5096711,74700.0,74749.0,74774.0,74791.0,74805.0,74828.0,74894.0,74930.0,74977.0,75013.0,75068.0,75149.0,75189.0,75219.0,75274.0,75355.0,75403.0,75451.0,75483.0,75514.0,75548.0,75580.0,75630.0,75676.0,75739.0,75780.0,75838.0,75911.0,75974.0,76057.0,76071.0,76168.0,76315.0,76578.0,76670.0,76719.0,76757.0,76813.0,76896.0,76968.0,77010.0,77023.0
5096713,80100.0,80148.0,80172.0,80190.0,80205.0,80224.0,80279.0,80312.0,80355.0,80389.0,80440.0,80535.0,80566.0,80589.0,80631.0,80693.0,80738.0,80783.0,80813.0,80842.0,80875.0,80905.0,80946.0,80984.0,81036.0,81071.0,81120.0,81192.0,81254.0,81336.0,81349.0,81445.0,81573.0,81802.0,81909.0,81951.0,81984.0,82032.0,82104.0,82166.0,82202.0,82213.0
5098204,30000.0,30068.0,30102.0,30141.0,30173.0,30215.0,30338.0,30389.0,30456.0,30508.0,30587.0,30674.0,30760.0,30826.0,30945.0,31118.0,31194.0,31270.0,31320.0,31369.0,31419.0,31466.0,31522.0,31573.0,31643.0,31715.0,31814.0,31928.0,32026.0,32156.0,32177.0,32268.0,32459.0,32801.0,32985.0,33034.0,33073.0,33129.0,33213.0,33286.0,33328.0,33341.0
5098206,37800.0,37857.0,37886.0,37910.0,37930.0,37953.0,38022.0,38063.0,38116.0,38157.0,38220.0,38291.0,38341.0,38379.0,38447.0,38546.0,38603.0,38660.0,38697.0,38734.0,38773.0,38810.0,38858.0,38901.0,38961.0,39001.0,39056.0,39142.0,39216.0,39313.0,39328.0,39412.0,39539.0,39765.0,39878.0,39927.0,39966.0,40022.0,40106.0,40179.0,40221.0,40234.0
5098208,45000.0,45056.0,45084.0,45107.0,45125.0,45146.0,45208.0,45246.0,45296.0,45335.0,45393.0,45477.0,45535.0,45579.0,45659.0,45775.0,45828.0,45881.0,45916.0,45950.0,45988.0,46023.0,46070.0,46113.0,46173.0,46208.0,46256.0,46337.0,46407.0,46499.0,46514.0,46612.0,46737.0,46960.0,47072.0,47121.0,47160.0,47216.0,47300.0,47373.0,47415.0,47427.0
5098210,52200.0,52256.0,52284.0,52307.0,52325.0,52346.0,52408.0,52446.0,52496.0,52535.0,52593.0,52677.0,52735.0,52779.0,52859.0,52975.0,53028.0,53081.0,53116.0,53150.0,53188.0,53223.0,53270.0,53313.0,53373.0,53408.0,53456.0,53537.0,53607.0,53699.0,53714.0,53812.0,53937.0,54160.0,54272.0,54321.0,54360.0,54416.0,54500.0,54573.0,54615.0,54627.0
5098212,59400.0,59457.0,59486.0,59508.0,59525.0,59551.0,59629.0,59668.0,59718.0,59757.0,59816.0,59887.0,59932.0,59966.0,60028.0,60119.0,60169.0,60219.0,60252.0,60285.0,60326.0,60364.0,60409.0,60450.0,60505.0,60544.0,60597.0,60684.0,60759.0,60858.0,60873.0,60965.0,61099.0,61338.0,61492.0,61541.0,61580.0,61636.0,61719.0,61791.0,61833.0,61846.0
5098214,66600.0,66658.0,66687.0,66706.0,66721.0,66746.0,66820.0,66864.0,66922.0,66967.0,67036.0,67111.0,67160.0,67197.0,67264.0,67361.0,67416.0,67471.0,67507.0,67543.0,67588.0,67630.0,67676.0,67718.0,67775.0,67817.0,67875.0,67964.0,68040.0,68140.0,68156.0,68263.0,68408.0,68667.0,68782.0,68831.0,68870.0,68926.0,69010.0,69083.0,69125.0,69138.0
5098216,73800.0,73850.0,73875.0,73893.0,73908.0,73929.0,73991.0,74025.0,74069.0,74103.0,74155.0,74231.0,74274.0,74306.0,74365.0,74451.0,74503.0,74555.0,74589.0,74622.0,74658.0,74691.0,74742.0,74789.0,74853.0,74890.0,74941.0,75017.0,75082.0,75168.0,75181.0,75274.0,75403.0,75633.0,75738.0,75786.0,75823.0,75877.0,75958.0,76028.0,76069.0,76080.0
5099842,35100.0,35155.0,35183.0,35210.0,35232.0,35254.0,35320.0,35360.0,35412.0,35452.0,35514.0,35554.0,35594.0,35624.0,35679.0,35758.0,35802.0,35846.0,35875.0,35903.0,35952.0,35998.0,36032.0,36062.0,36104.0,36143.0,36196.0,36260.0,36315.0,36387.0,36398.0,36488.0,36590.0,36772.0,36855.0,36904.0,36942.0,36998.0,37081.0,37153.0,37195.0,37208.0
5099844,40500.0,40557.0,40586.0,40610.0,40630.0,40656.0,40732.0,40770.0,40820.0,40859.0,40918.0,40989.0,41028.0,41058.0,41112.0,41190.0,41241.0,41292.0,41325.0,41357.0,41394.0,41428.0,41473.0,41514.0,41569.0,41608.0,41662.0,41732.0,41792.0,41871.0,41884.0,41959.0,42054.0,42224.0,42366.0,42413.0,42450.0,42504.0,42584.0,42653.0,42693.0,42704.0
5099846,45900.0,45956.0,45984.0,46006.0,46023.0,46047.0,46117.0,46153.0,46200.0,46237.0,46293.0,46356.0,46396.0,46426.0,46481.0,46560.0,46615.0,46670.0,46706.0,46742.0,46779.0,46813.0,46862.0,46907.0,46969.0,47020.0,47092.0,47168.0,47233.0,47319.0,47332.0,47426.0,47547.0,47762.0,47857.0,47906.0,47944.0,48000.0,48083.0,48155.0,48197.0,48209.0
5099852,62100.0,62140.0,62160.0,62173.0,62184.0,62201.0,62250.0,62285.0,62331.0,62367.0,62421.0,62535.0,62581.0,62616.0,62680.0,62773.0,62831.0,62889.0,62927.0,62965.0,63003.0,63038.0,63093.0,63143.0,63212.0,63253.0,63311.0,63379.0,63438.0,63515.0,63527.0,63635.0,63774.0,64022.0,64118.0,64167.0,64206.0,64262.0,64346.0,64419.0,64461.0,64474.0
5099854,67500.0,67551.0,67576.0,67597.0,67614.0,67646.0,67740.0,67784.0,67842.0,67887.0,67956.0,68017.0,68056.0,68086.0,68140.0,68219.0,68269.0,68319.0,68352.0,68385.0,68410.0,68434.0,68480.0,68522.0,68579.0,68624.0,68686.0,68769.0,68841.0,68935.0,68950.0,69095.0,69212.0,69422.0,69539.0,69588.0,69627.0,69683.0,69767.0,69840.0,69882.0,69895.0
5099856,72900.0,72949.0,72974.0,72991.0,73005.0,73028.0,73094.0,73130.0,73177.0,73213.0,73268.0,73349.0,73389.0,73419.0,73474.0,73555.0,73603.0,73651.0,73683.0,73714.0,73748.0,73780.0,73830.0,73876.0,73939.0,73980.0,74038.0,74111.0,74174.0,74257.0,74271.0,74368.0,74515.0,74778.0,74870.0,74919.0,74957.0,75013.0,75096.0,75168.0,75210.0,75223.0
5099858,78300.0,78348.0,78372.0,78390.0,78405.0,78424.0,78479.0,78512.0,78555.0,78589.0,78640.0,78735.0,78766.0,78789.0,78831.0,78893.0,78938.0,78983.0,79013.0,79042.0,79075.0,79105.0,79146.0,79184.0,79236.0,79271.0,79320.0,79392.0,79454.0,79536.0,79549.0,79645.0,79773.0,80002.0,80109.0,80151.0,80184.0,80232.0,80304.0,80366.0,80402.0,80413.0
5099860,83700.0,83748.0,83772.0,83790.0,83805.0,83824.0,83879.0,83912.0,83955.0,83989.0,84040.0,84135.0,84166.0,84189.0,84231.0,84293.0,84338.0,84383.0,84413.0,84442.0,84475.0,84505.0,84546.0,84584.0,84636.0,84671.0,84720.0,84792.0,84854.0,84936.0,84949.0,85045.0,85173.0,85402.0,85509.0,85551.0,85584.0,85632.0,85704.0,85766.0,85802.0,85813.0
5104982,23100.0,23161.0,23191.0,23208.0,23222.0,23244.0,23307.0,23348.0,23401.0,23442.0,23506.0,23574.0,23607.0,23632.0,23677.0,23744.0,23791.0,23838.0,23869.0,23898.0,23936.0,23972.0,24011.0,24046.0,24095.0,24136.0,24192.0,24259.0,24317.0,24393.0,24405.0,24480.0,24610.0,24843.0,24923.0,24972.0,25011.0,25067.0,25151.0,25224.0,25266.0,25279.0
5104984,29100.0,29168.0,29202.0,29241.0,29273.0,29315.0,29438.0,29489.0,29556.0,29608.0,29687.0,29774.0,29860.0,29926.0,30045.0,30218.0,30294.0,30370.0,30420.0,30469.0,30519.0,30566.0,30622.0,30673.0,30743.0,30815.0,30914.0,31028.0,31126.0,31256.0,31277.0,31368.0,31559.0,31901.0,32085.0,32134.0,32173.0,32229.0,32313.0,32386.0,32428.0,32441.0
5104986,63900.0,63959.0,63988.0,64015.0,64037.0,64065.0,64148.0,64189.0,64242.0,64283.0,64345.0,64405.0,64450.0,64484.0,64546.0,64636.0,64693.0,64750.0,64787.0,64823.0,64865.0,64905.0,64957.0,65004.0,65070.0,65115.0,65178.0,65275.0,65358.0,65468.0,65485.0,65577.0,65750.0,66058.0,66204.0,66253.0,66292.0,66348.0,66432.0,66505.0,66547.0,66560.0
5105180,27300.0,27375.0,27412.0,27449.0,27479.0,27523.0,27650.0,27701.0,27768.0,27820.0,27900.0,27997.0,28080.0,28143.0,28257.0,28422.0,28500.0,28578.0,28629.0,28679.0,28740.0,28796.0,28851.0,28901.0,28969.0,29040.0,29139.0,29244.0,29335.0,29454.0,29473.0,29569.0,29719.0,29986.0,30150.0,30199.0,30238.0,30294.0,30378.0,30451.0,30493.0,30506.0
5105868,35400.0,35463.0,35494.0,35522.0,35544.0,35573.0,35658.0,35702.0,35760.0,35805.0,35874.0,35956.0,36004.0,36040.0,36106.0,36201.0,36259.0,36317.0,36355.0,36393.0,36439.0,36482.0,36526.0,36566.0,36622.0,36663.0,36720.0,36811.0,36890.0,36994.0,37010.0,37105.0,37259.0,37535.0,37651.0,37700.0,37739.0,37795.0,37879.0,37952.0,37994.0,38007.0
5105870,42600.0,42657.0,42686.0,42710.0,42730.0,42753.0,42822.0,42863.0,42916.0,42957.0,43020.0,43091.0,43141.0,43179.0,43247.0,43346.0,43403.0,43460.0,43497.0,43534.0,43573.0,43610.0,43658.0,43701.0,43761.0,43801.0,43856.0,43942.0,44016.0,44113.0,44128.0,44212.0,44339.0,44565.0,44678.0,44727.0,44766.0,44822.0,44906.0,44979.0,45021.0,45034.0
5105872,49800.0,49856.0,49884.0,49907.0,49925.0,49946.0,50008.0,50046.0,50096.0,50135.0,50193.0,50277.0,50335.0,50379.0,50459.0,50575.0,50628.0,50681.0,50716.0,50750.0,50788.0,50823.0,50870.0,50913.0,50973.0,51008.0,51056.0,51137.0,51207.0,51299.0,51314.0,51412.0,51537.0,51760.0,51872.0,51921.0,51960.0,52016.0,52100.0,52173.0,52215.0,52227.0
5105874,57000.0,57057.0,57086.0,57108.0,57125.0,57151.0,57229.0,57268.0,57318.0,57357.0,57416.0,57487.0,57532.0,57566.0,57628.0,57719.0,57769.0,57819.0,57852.0,57885.0,57926.0,57964.0,58009.0,58050.0,58105.0,58144.0,58197.0,58284.0,58359.0,58458.0,58473.0,58565.0,58699.0,58938.0,59092.0,59141.0,59180.0,59236.0,59319.0,59391.0,59433.0,59446.0
5105876,64800.0,64858.0,64887.0,64906.0,64921.0,64946.0,65020.0,65064.0,65122.0,65167.0,65236.0,65311.0,65360.0,65397.0,65464.0,65561.0,65616.0,65671.0,65707.0,65743.0,65788.0,65830.0,65876.0,65918.0,65975.0,66017.0,66075.0,66164.0,66240.0,66340.0,66356.0,66463.0,66608.0,66867.0,66982.0,67031.0,67070.0,67126.0,67210.0,67283.0,67325.0,67338.0
5105878,72000.0,72050.0,72075.0,72093.0,72108.0,72129.0,72191.0,72225.0,72269.0,72303.0,72355.0,72431.0,72474.0,72506.0,72565.0,72651.0,72703.0,72755.0,72789.0,72822.0,72858.0,72891.0,72942.0,72989.0,73053.0,73090.0,73141.0,73217.0,73282.0,73368.0,73381.0,73474.0,73603.0,73833.0,73938.0,73986.0,74023.0,74077.0,74158.0,74228.0,74269.0,74280.0
5105880,79200.0,79245.0,79267.0,79283.0,79296.0,79312.0,79359.0,79390.0,79431.0,79463.0,79511.0,79580.0,79610.0,79633.0,79674.0,79733.0,79772.0,79812.0,79838.0,79863.0,79891.0,79918.0,79952.0,79983.0,80026.0,80059.0,80104.0,80163.0,80213.0,80280.0,80290.0,80378.0,80494.0,80702.0,80784.0,80826.0,80859.0,80907.0,80978.0,81040.0,81076.0,81085.0
5107400,30900.0,30968.0,31002.0,31041.0,31073.0,31115.0,31238.0,31289.0,31356.0,31408.0,31487.0,31574.0,31660.0,31726.0,31845.0,32018.0,32094.0,32170.0,32220.0,32269.0,32319.0,32366.0,32422.0,32473.0,32543.0,32615.0,32714.0,32828.0,32926.0,33056.0,33077.0,33168.0,33359.0,33701.0,33885.0,33934.0,33973.0,34029.0,34113.0,34186.0,34228.0,34241.0
5107402,39000.0,39057.0,39086.0,39110.0,39130.0,39153.0,39222.0,39263.0,39316.0,39357.0,39420.0,39491.0,39541.0,39579.0,39647.0,39746.0,39803.0,39860.0,39897.0,39934.0,39973.0,40010.0,40058.0,40101.0,40161.0,40201.0,40256.0,40342.0,40416.0,40513.0,40528.0,40612.0,40739.0,40965.0,41078.0,41127.0,41166.0,41222.0,41306.0,41379.0,41421.0,41434.0
5107404,46200.0,46256.0,46284.0,46307.0,46325.0,46346.0,46408.0,46446.0,46496.0,46535.0,46593.0,46677.0,46735.0,46779.0,46859.0,46975.0,47028.0,47081.0,47116.0,47150.0,47188.0,47223.0,47270.0,47313.0,47373.0,47408.0,47456.0,47537.0,47607.0,47699.0,47714.0,47812.0,47937.0,48160.0,48272.0,48321.0,48360.0,48416.0,48500.0,48573.0,48615.0,48627.0
5107406,53400.0,53456.0,53484.0,53507.0,53525.0,53546.0,53608.0,53646.0,53696.0,53735.0,53793.0,53877.0,53935.0,53979.0,54059.0,54175.0,54228.0,54281.0,54316.0,54350.0,54388.0,54423.0,54470.0,54513.0,54573.0,54608.0,54656.0,54737.0,54807.0,54899.0,54914.0,55012.0,55137.0,55360.0,55472.0,55521.0,55560.0,55616.0,55700.0,55773.0,55815.0,55827.0
5107408,60600.0,60657.0,60686.0,60708.0,60725.0,60751.0,60829.0,60868.0,60918.0,60957.0,61016.0,61087.0,61132.0,61166.0,61228.0,61319.0,61369.0,61419.0,61452.0,61485.0,61526.0,61564.0,61609.0,61650.0,61705.0,61744.0,61797.0,61884.0,61959.0,62058.0,62073.0,62165.0,62299.0,62538.0,62692.0,62741.0,62780.0,62836.0,62919.0,62991.0,63033.0,63046.0
5110400,25200.0,25275.0,25312.0,25349.0,25379.0,25423.0,25550.0,25601.0,25668.0,25720.0,25800.0,25897.0,25980.0,26043.0,26157.0,26322.0,26400.0,26478.0,26529.0,26579.0,26640.0,26696.0,26751.0,26801.0,26869.0,26940.0,27039.0,27144.0,27235.0,27354.0,27373.0,27469.0,27619.0,27886.0,28050.0,28099.0,28138.0,28194.0,28278.0,28351.0,28393.0,28406.0
5110402,31800.0,31868.0,31902.0,31941.0,31973.0,32015.0,32138.0,32189.0,32256.0,32308.0,32387.0,32474.0,32560.0,32626.0,32745.0,32918.0,32994.0,33070.0,33120.0,33169.0,33219.0,33266.0,33322.0,33373.0,33443.0,33515.0,33614.0,33728.0,33826.0,33956.0,33977.0,34068.0,34259.0,34601.0,34785.0,34834.0,34873.0,34929.0,35013.0,35086.0,35128.0,35141.0
5110404,40200.0,40257.0,40286.0,40310.0,40330.0,40353.0,40422.0,40463.0,40516.0,40557.0,40620.0,40691.0,40741.0,40779.0,40847.0,40946.0,41003.0,41060.0,41097.0,41134.0,41173.0,41210.0,41258.0,41301.0,41361.0,41401.0,41456.0,41542.0,41616.0,41713.0,41728.0,41812.0,41939.0,42165.0,42278.0,42327.0,42366.0,42422.0,42506.0,42579.0,42621.0,42634.0
5110406,47400.0,47456.0,47484.0,47507.0,47525.0,47546.0,47608.0,47646.0,47696.0,47735.0,47793.0,47877.0,47935.0,47979.0,48059.0,48175.0,48228.0,48281.0,48316.0,48350.0,48388.0,48423.0,48470.0,48513.0,48573.0,48608.0,48656.0,48737.0,48807.0,48899.0,48914.0,49012.0,49137.0,49360.0,49472.0,49521.0,49560.0,49616.0,49700.0,49773.0,49815.0,49827.0
5110408,54600.0,54657.0,54686.0,54708.0,54725.0,54751.0,54829.0,54868.0,54918.0,54957.0,55016.0,55087.0,55132.0,55166.0,55228.0,55319.0,55369.0,55419.0,55452.0,55485.0,55526.0,55564.0,55609.0,55650.0,55705.0,55744.0,55797.0,55884.0,55959.0,56058.0,56073.0,56165.0,56299.0,56538.0,56692.0,56741.0,56780.0,56836.0,56919.0,56991.0,57033.0,57046.0
5110410,61800.0,61859.0,61888.0,61915.0,61937.0,61965.0,62048.0,62089.0,62142.0,62183.0,62245.0,62305.0,62350.0,62384.0,62446.0,62536.0,62593.0,62650.0,62687.0,62723.0,62765.0,62805.0,62857.0,62904.0,62970.0,63015.0,63078.0,63175.0,63258.0,63368.0,63385.0,63477.0,63650.0,63958.0,64104.0,64153.0,64192.0,64248.0,64332.0,64405.0,64447.0,64460.0
5111069,81000.0,81045.0,81067.0,81083.0,81096.0,81112.0,81159.0,81190.0,81231.0,81263.0,81311.0,81380.0,81410.0,81433.0,81474.0,81533.0,81572.0,81612.0,81638.0,81663.0,81691.0,81718.0,81752.0,81783.0,81826.0,81859.0,81904.0,81963.0,82013.0,82080.0,82090.0,82178.0,82294.0,82502.0,82584.0,82626.0,82659.0,82707.0,82778.0,82840.0,82876.0,82885.0
5115211,26400.0,26475.0,26512.0,26549.0,26579.0,26623.0,26750.0,26801.0,26868.0,26920.0,27000.0,27097.0,27180.0,27243.0,27357.0,27522.0,27600.0,27678.0,27729.0,27779.0,27840.0,27896.0,27951.0,28001.0,28069.0,28140.0,28239.0,28344.0,28435.0,28554.0,28573.0,28669.0,28819.0,29086.0,29250.0,29299.0,29338.0,29394.0,29478.0,29551.0,29593.0,29606.0
5115213,34200.0,34263.0,34294.0,34322.0,34344.0,34373.0,34458.0,34502.0,34560.0,34605.0,34674.0,34756.0,34804.0,34840.0,34906.0,35001.0,35059.0,35117.0,35155.0,35193.0,35239.0,35282.0,35326.0,35366.0,35422.0,35463.0,35520.0,35611.0,35690.0,35794.0,35810.0,35905.0,36059.0,36335.0,36451.0,36500.0,36539.0,36595.0,36679.0,36752.0,36794.0,36807.0
5115214,41400.0,41457.0,41486.0,41510.0,41530.0,41553.0,41622.0,41663.0,41716.0,41757.0,41820.0,41891.0,41941.0,41979.0,42047.0,42146.0,42203.0,42260.0,42297.0,42334.0,42373.0,42410.0,42458.0,42501.0,42561.0,42601.0,42656.0,42742.0,42816.0,42913.0,42928.0,43012.0,43139.0,43365.0,43478.0,43527.0,43566.0,43622.0,43706.0,43779.0,43821.0,43834.0
5115216,48600.0,48656.0,48684.0,48707.0,48725.0,48746.0,48808.0,48846.0,48896.0,48935.0,48993.0,49077.0,49135.0,49179.0,49259.0,49375.0,49428.0,49481.0,49516.0,49550.0,49588.0,49623.0,49670.0,49713.0,49773.0,49808.0,49856.0,49937.0,50007.0,50099.0,50114.0,50212.0,50337.0,50560.0,50672.0,50721.0,50760.0,50816.0,50900.0,50973.0,51015.0,51027.0
5115218,55800.0,55857.0,55886.0,55908.0,55925.0,55951.0,56029.0,56068.0,56118.0,56157.0,56216.0,56287.0,56332.0,56366.0,56428.0,56519.0,56569.0,56619.0,56652.0,56685.0,56726.0,56764.0,56809.0,56850.0,56905.0,56944.0,56997.0,57084.0,57159.0,57258.0,57273.0,57365.0,57499.0,57738.0,57892.0,57941.0,57980.0,58036.0,58119.0,58191.0,58233.0,58246.0
5115220,63000.0,63059.0,63088.0,63115.0,63137.0,63165.0,63248.0,63289.0,63342.0,63383.0,63445.0,63505.0,63550.0,63584.0,63646.0,63736.0,63793.0,63850.0,63887.0,63923.0,63965.0,64005.0,64057.0,64104.0,64170.0,64215.0,64278.0,64375.0,64458.0,64568.0,64585.0,64677.0,64850.0,65158.0,65304.0,65353.0,65392.0,65448.0,65532.0,65605.0,65647.0,65660.0
5115222,70200.0,70250.0,70275.0,70293.0,70308.0,70329.0,70391.0,70425.0,70469.0,70503.0,70555.0,70631.0,70674.0,70706.0,70765.0,70851.0,70903.0,70955.0,70989.0,71022.0,71058.0,71091.0,71142.0,71189.0,71253.0,71290.0,71341.0,71417.0,71482.0,71568.0,71581.0,71674.0,71803.0,72033.0,72138.0,72186.0,72223.0,72277.0,72358.0,72428.0,72469.0,72480.0
5115224,77400.0,77445.0,77467.0,77483.0,77496.0,77512.0,77559.0,77590.0,77631.0,77663.0,77711.0,77780.0,77810.0,77833.0,77874.0,77933.0,77972.0,78012.0,78038.0,78063.0,78091.0,78118.0,78152.0,78183.0,78226.0,78259.0,78304.0,78363.0,78413.0,78480.0,78490.0,78578.0,78694.0,78902.0,78984.0,79026.0,79059.0,79107.0,79178.0,79240.0,79276.0,79285.0
5115226,84600.0,84645.0,84667.0,84683.0,84696.0,84712.0,84759.0,84790.0,84831.0,84863.0,84911.0,84980.0,85010.0,85033.0,85074.0,85133.0,85172.0,85212.0,85238.0,85263.0,85291.0,85318.0,85352.0,85383.0,85426.0,85459.0,85504.0,85563.0,85613.0,85680.0,85690.0,85778.0,85894.0,86102.0,86184.0,86226.0,86259.0,86307.0,86378.0,86440.0,86476.0,86485.0
5116021,30000.0,30068.0,30102.0,30141.0,30173.0,30215.0,30338.0,30389.0,30456.0,30508.0,30587.0,30674.0,30760.0,30826.0,30945.0,31118.0,31194.0,31270.0,31320.0,31369.0,31419.0,31466.0,31522.0,31573.0,31643.0,31715.0,31814.0,31928.0,32026.0,32156.0,32177.0,32268.0,32459.0,32801.0,32985.0,33034.0,33073.0,33129.0,33213.0,33286.0,33328.0,33341.0
5116023,37800.0,37857.0,37886.0,37910.0,37930.0,37953.0,38022.0,38063.0,38116.0,38157.0,38220.0,38291.0,38341.0,38379.0,38447.0,38546.0,38603.0,38660.0,38697.0,38734.0,38773.0,38810.0,38858.0,38901.0,38961.0,39001.0,39056.0,39142.0,39216.0,39313.0,39328.0,39412.0,39539.0,39765.0,39878.0,39927.0,39966.0,40022.0,40106.0,40179.0,40221.0,40234.0
5116025,45000.0,45056.0,45084.0,45107.0,45125.0,45146.0,45208.0,45246.0,45296.0,45335.0,45393.0,45477.0,45535.0,45579.0,45659.0,45775.0,45828.0,45881.0,45916.0,45950.0,45988.0,46023.0,46070.0,46113.0,46173.0,46208.0,46256.0,46337.0,46407.0,46499.0,46514.0,46612.0,46737.0,46960.0,47072.0,47121.0,47160.0,47216.0,47300.0,47373.0,47415.0,47427.0
5116027,52200.0,52256.0,52284.0,52307.0,52325.0,52346.0,52408.0,52446.0,52496.0,52535.0,52593.0,52677.0,52735.0,52779.0,52859.0,52975.0,53028.0,53081.0,53116.0,53150.0,53188.0,53223.0,53270.0,53313.0,53373.0,53408.0,53456.0,53537.0,53607.0,53699.0,53714.0,53812.0,53937.0,54160.0,54272.0,54321.0,54360.0,54416.0,54500.0,54573.0,54615.0,54627.0
5116029,59400.0,59457.0,59486.0,59508.0,59525.0,59551.0,59629.0,59668.0,59718.0,59757.0,59816.0,59887.0,59932.0,59966.0,60028.0,60119.0,60169.0,60219.0,60252.0,60285.0,60326.0,60364.0,60409.0,60450.0,60505.0,60544.0,60597.0,60684.0,60759.0,60858.0,60873.0,60965.0,61099.0,61338.0,61492.0,61541.0,61580.0,61636.0,61719.0,61791.0,61833.0,61846.0
5116031,66600.0,66658.0,66687.0,66706.0,66721.0,66746.0,66820.0,66864.0,66922.0,66967.0,67036.0,67111.0,67160.0,67197.0,67264.0,67361.0,67416.0,67471.0,67507.0,67543.0,67588.0,67630.0,67676.0,67718.0,67775.0,67817.0,67875.0,67964.0,68040.0,68140.0,68156.0,68263.0,68408.0,68667.0,68782.0,68831.0,68870.0,68926.0,69010.0,69083.0,69125.0,69138.0
5116033,73800.0,73850.0,73875.0,73893.0,73908.0,73929.0,73991.0,74025.0,74069.0,74103.0,74155.0,74231.0,74274.0,74306.0,74365.0,74451.0,74503.0,74555.0,74589.0,74622.0,74658.0,74691.0,74742.0,74789.0,74853.0,74890.0,74941.0,75017.0,75082.0,75168.0,75181.0,75274.0,75403.0,75633.0,75738.0,75786.0,75823.0,75877.0,75958.0,76028.0,76069.0,76080.0
5116373,28200.0,28275.0,28312.0,28349.0,28379.0,28423.0,28550.0,28601.0,28668.0,28720.0,28800.0,28897.0,28980.0,29043.0,29157.0,29322.0,29400.0,29478.0,29529.0,29579.0,29640.0,29696.0,29751.0,29801.0,29869.0,29940.0,30039.0,30144.0,30235.0,30354.0,30373.0,30469.0,30619.0,30886.0,31050.0,31099.0,31138.0,31194.0,31278.0,31351.0,31393.0,31406.0
5116375,36600.0,36657.0,36686.0,36710.0,36730.0,36753.0,36822.0,36863.0,36916.0,36957.0,37020.0,37091.0,37141.0,37179.0,37247.0,37346.0,37403.0,37460.0,37497.0,37534.0,37573.0,37610.0,37658.0,37701.0,37761.0,37801.0,37856.0,37942.0,38016.0,38113.0,38128.0,38212.0,38339.0,38565.0,38678.0,38727.0,38766.0,38822.0,38906.0,38979.0,39021.0,39034.0
5116377,43800.0,43856.0,43884.0,43907.0,43925.0,43946.0,44008.0,44046.0,44096.0,44135.0,44193.0,44277.0,44335.0,44379.0,44459.0,44575.0,44628.0,44681.0,44716.0,44750.0,44788.0,44823.0,44870.0,44913.0,44973.0,45008.0,45056.0,45137.0,45207.0,45299.0,45314.0,45412.0,45537.0,45760.0,45872.0,45921.0,45960.0,46016.0,46100.0,46173.0,46215.0,46227.0
