tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P
5014361,77400.0,77447.0,77470.0,77487.0,77500.0,77517.0,77566.0,77599.0,77641.0,77674.0,77724.0,77796.0,77827.0,77850.0,77893.0,77955.0,77996.0,78037.0,78064.0,78090.0,78119.0,78147.0,78182.0,78214.0,78259.0,78293.0,78340.0,78401.0,78453.0,78522.0,78533.0,78624.0,78745.0,78961.0,79046.0,79090.0,79124.0,79174.0,79248.0,79312.0,79349.0,79359.0
5014363,84600.0,84647.0,84670.0,84687.0,84700.0,84717.0,84766.0,84799.0,84841.0,84874.0,84924.0,84996.0,85027.0,85050.0,85093.0,85155.0,85196.0,85237.0,85264.0,85290.0,85319.0,85347.0,85382.0,85414.0,85459.0,85493.0,85540.0,85601.0,85653.0,85722.0,85733.0,85824.0,85945.0,86161.0,86246.0,86290.0,86324.0,86374.0,86448.0,86512.0,86549.0,86559.0
5015017,58200.0,58259.0,58289.0,58312.0,58330.0,58357.0,58438.0,58478.0,58530.0,58570.0,58632.0,58706.0,58753.0,58789.0,58853.0,58947.0,58999.0,59052.0,59086.0,59120.0,59162.0,59202.0,59249.0,59291.0,59349.0,59389.0,59445.0,59536.0,59614.0,59717.0,59732.0,59828.0,59967.0,60216.0,60376.0,60427.0,60467.0,60525.0,60612.0,60687.0,60731.0,60744.0
5015019,65700.0,65760.0,65790.0,65809.0,65825.0,65851.0,65928.0,65974.0,66034.0,66081.0,66153.0,66231.0,66281.0,66319.0,66389.0,66491.0,66548.0,66605.0,66642.0,66680.0,66727.0,66770.0,66818.0,66861.0,66921.0,66965.0,67025.0,67117.0,67196.0,67300.0,67317.0,67428.0,67579.0,67848.0,67968.0,68019.0,68059.0,68118.0,68205.0,68281.0,68325.0,68338.0
5018330,23100.0,23163.0,23195.0,23213.0,23227.0,23249.0,23315.0,23358.0,23413.0,23456.0,23522.0,23593.0,23627.0,23653.0,23700.0,23770.0,23818.0,23867.0,23899.0,23930.0,23970.0,24007.0,24048.0,24085.0,24135.0,24177.0,24236.0,24306.0,24366.0,24445.0,24457.0,24535.0,24671.0,24913.0,24996.0,25047.0,25087.0,25146.0,25233.0,25309.0,25353.0,25366.0
5018332,29100.0,29171.0,29206.0,29247.0,29280.0,29324.0,29452.0,29505.0,29574.0,29628.0,29711.0,29801.0,29891.0,29959.0,30083.0,30263.0,30342.0,30421.0,30473.0,30524.0,30576.0,30625.0,30683.0,30736.0,30809.0,30884.0,30987.0,31106.0,31208.0,31343.0,31364.0,31459.0,31658.0,32013.0,32204.0,32255.0,32295.0,32354.0,32441.0,32517.0,32561.0,32574.0
5018334,63900.0,63961.0,63992.0,64020.0,64043.0,64072.0,64158.0,64200.0,64255.0,64298.0,64363.0,64425.0,64472.0,64507.0,64571.0,64665.0,64724.0,64783.0,64821.0,64859.0,64903.0,64944.0,64998.0,65047.0,65116.0,65163.0,65228.0,65329.0,65415.0,65529.0,65547.0,65643.0,65823.0,66143.0,66295.0,66346.0,66386.0,66445.0,66532.0,66608.0,66652.0,66665.0
5018552,19200.0,19249.0,19274.0,19291.0,19304.0,19322.0,19374.0,19397.0,19426.0,19449.0,19484.0,19576.0,19598.0,19615.0,19645.0,19688.0,19726.0,19764.0,19789.0,19813.0,19848.0,19880.0,19908.0,19934.0,19970.0,20001.0,20045.0,20100.0,20147.0,20210.0,20220.0,20278.0,20370.0,20535.0,20603.0,20643.0,20675.0,20721.0,20789.0,20848.0,20882.0,20892.0
5018554,25200.0,25247.0,25271.0,25289.0,25304.0,25319.0,25362.0,25394.0,25436.0,25469.0,25519.0,25603.0,25632.0,25654.0,25694.0,25752.0,25785.0,25818.0,25839.0,25860.0,25888.0,25915.0,25943.0,25969.0,26005.0,26038.0,26084.0,26126.0,26162.0,26210.0,26218.0,26263.0,26383.0,26596.0,26667.0,26714.0,26751.0,26805.0,26885.0,26954.0,26994.0,27006.0
5018556,31200.0,31249.0,31274.0,31293.0,31308.0,31327.0,31381.0,31411.0,31450.0,31480.0,31525.0,31589.0,31621.0,31645.0,31689.0,31753.0,31794.0,31836.0,31863.0,31890.0,31924.0,31956.0,31988.0,32017.0,32056.0,32084.0,32124.0,32174.0,32217.0,32274.0,32282.0,32347.0,32446.0,32623.0,32709.0,32757.0,32795.0,32850.0,32932.0,33003.0,33044.0,33056.0
5018558,37200.0,37261.0,37291.0,37315.0,37335.0,37363.0,37444.0,37488.0,37546.0,37591.0,37659.0,37762.0,37817.0,37859.0,37934.0,38044.0,38100.0,38156.0,38193.0,38228.0,38274.0,38317.0,38382.0,38441.0,38522.0,38565.0,38625.0,38695.0,38755.0,38834.0,38846.0,38962.0,39089.0,39315.0,39456.0,39507.0,39547.0,39606.0,39693.0,39769.0,39813.0,39826.0
5018560,43200.0,43261.0,43291.0,43313.0,43331.0,43352.0,43413.0,43456.0,43513.0,43557.0,43624.0,43701.0,43773.0,43827.0,43926.0,44070.0,44140.0,44210.0,44256.0,44300.0,44343.0,44383.0,44438.0,44488.0,44556.0,44595.0,44650.0,44735.0,44808.0,44905.0,44920.0,45038.0,45189.0,45458.0,45581.0,45632.0,45672.0,45731.0,45818.0,45894.0,45938.0,45951.0
5018562,49200.0,49261.0,49291.0,49313.0,49331.0,49352.0,49413.0,49456.0,49513.0,49557.0,49624.0,49701.0,49773.0,49827.0,49926.0,50070.0,50140.0,50210.0,50256.0,50300.0,50343.0,50383.0,50438.0,50488.0,50556.0,50595.0,50650.0,50735.0,50808.0,50905.0,50920.0,51038.0,51189.0,51458.0,51581.0,51632.0,51672.0,51731.0,51818.0,51894.0,51938.0,51951.0
5083597,38700.0,38757.0,38786.0,38810.0,38830.0,38856.0,38932.0,38970.0,39020.0,39059.0,39118.0,39189.0,39228.0,39258.0,39312.0,39390.0,39441.0,39492.0,39525.0,39557.0,39594.0,39628.0,39673.0,39714.0,39769.0,39808.0,39862.0,39932.0,39992.0,40071.0,40084.0,40159.0,40254.0,40424.0,40566.0,40613.0,40650.0,40704.0,40784.0,40853.0,40893.0,40904.0
5083599,44100.0,44156.0,44184.0,44206.0,44223.0,44247.0,44317.0,44353.0,44400.0,44437.0,44493.0,44556.0,44596.0,44626.0,44681.0,44760.0,44815.0,44870.0,44906.0,44942.0,44979.0,45013.0,45062.0,45107.0,45169.0,45220.0,45292.0,45368.0,45433.0,45519.0,45532.0,45626.0,45747.0,45962.0,46057.0,46106.0,46144.0,46200.0,46283.0,46355.0,46397.0,46409.0
5083601,49500.0,49556.0,49584.0,49606.0,49623.0,49647.0,49717.0,49753.0,49800.0,49837.0,49893.0,49956.0,49996.0,50026.0,50081.0,50160.0,50215.0,50270.0,50306.0,50342.0,50379.0,50413.0,50462.0,50507.0,50569.0,50620.0,50692.0,50768.0,50833.0,50919.0,50932.0,51026.0,51147.0,51362.0,51457.0,51506.0,51544.0,51600.0,51683.0,51755.0,51797.0,51809.0
5083603,54900.0,54955.0,54982.0,55010.0,55033.0,55061.0,55144.0,55180.0,55227.0,55263.0,55319.0,55416.0,55454.0,55483.0,55535.0,55612.0,55665.0,55718.0,55753.0,55787.0,55827.0,55864.0,55912.0,55955.0,56015.0,56059.0,56120.0,56204.0,56276.0,56371.0,56386.0,56480.0,56637.0,56917.0,57055.0,57104.0,57143.0,57199.0,57283.0,57356.0,57398.0,57411.0
5083605,60300.0,60355.0,60382.0,60410.0,60433.0,60461.0,60544.0,60580.0,60627.0,60663.0,60719.0,60816.0,60854.0,60883.0,60935.0,61012.0,61065.0,61118.0,61153.0,61187.0,61227.0,61264.0,61312.0,61355.0,61415.0,61459.0,61520.0,61604.0,61676.0,61771.0,61786.0,61880.0,62037.0,62317.0,62455.0,62504.0,62543.0,62599.0,62683.0,62756.0,62798.0,62811.0
5083607,65700.0,65751.0,65776.0,65797.0,65814.0,65846.0,65940.0,65984.0,66042.0,66087.0,66156.0,66217.0,66256.0,66286.0,66340.0,66419.0,66469.0,66519.0,66552.0,66585.0,66610.0,66634.0,66680.0,66722.0,66779.0,66824.0,66886.0,66969.0,67041.0,67135.0,67150.0,67295.0,67412.0,67622.0,67739.0,67788.0,67827.0,67883.0,67967.0,68040.0,68082.0,68095.0
5083609,71100.0,71149.0,71174.0,71191.0,71205.0,71228.0,71294.0,71330.0,71377.0,71413.0,71468.0,71549.0,71589.0,71619.0,71674.0,71755.0,71803.0,71851.0,71883.0,71914.0,71948.0,71980.0,72030.0,72076.0,72139.0,72180.0,72238.0,72311.0,72374.0,72457.0,72471.0,72568.0,72715.0,72978.0,73070.0,73119.0,73157.0,73213.0,73296.0,73368.0,73410.0,73423.0
5083611,76500.0,76548.0,76572.0,76590.0,76605.0,76624.0,76679.0,76712.0,76755.0,76789.0,76840.0,76935.0,76966.0,76989.0,77031.0,77093.0,77138.0,77183.0,77213.0,77242.0,77275.0,77305.0,77346.0,77384.0,77436.0,77471.0,77520.0,77592.0,77654.0,77736.0,77749.0,77845.0,77973.0,78202.0,78309.0,78351.0,78384.0,78432.0,78504.0,78566.0,78602.0,78613.0
5083875,28200.0,28275.0,28312.0,28349.0,28379.0,28423.0,28550.0,28601.0,28668.0,28720.0,28800.0,28897.0,28980.0,29043.0,29157.0,29322.0,29400.0,29478.0,29529.0,29579.0,29640.0,29696.0,29751.0,29801.0,29869.0,29940.0,30039.0,30144.0,30235.0,30354.0,30373.0,30469.0,30619.0,30886.0,31050.0,31099.0,31138.0,31194.0,31278.0,31351.0,31393.0,31406.0
5083877,36600.0,36657.0,36686.0,36710.0,36730.0,36753.0,36822.0,36863.0,36916.0,36957.0,37020.0,37091.0,37141.0,37179.0,37247.0,37346.0,37403.0,37460.0,37497.0,37534.0,37573.0,37610.0,37658.0,37701.0,37761.0,37801.0,37856.0,37942.0,38016.0,38113.0,38128.0,38212.0,38339.0,38565.0,38678.0,38727.0,38766.0,38822.0,38906.0,38979.0,39021.0,39034.0
5083879,43800.0,43856.0,43884.0,43907.0,43925.0,43946.0,44008.0,44046.0,44096.0,44135.0,44193.0,44277.0,44335.0,44379.0,44459.0,44575.0,44628.0,44681.0,44716.0,44750.0,44788.0,44823.0,44870.0,44913.0,44973.0,45008.0,45056.0,45137.0,45207.0,45299.0,45314.0,45412.0,45537.0,45760.0,45872.0,45921.0,45960.0,46016.0,46100.0,46173.0,46215.0,46227.0
5083881,51000.0,51056.0,51084.0,51107.0,51125.0,51146.0,51208.0,51246.0,51296.0,51335.0,51393.0,51477.0,51535.0,51579.0,51659.0,51775.0,51828.0,51881.0,51916.0,51950.0,51988.0,52023.0,52070.0,52113.0,52173.0,52208.0,52256.0,52337.0,52407.0,52499.0,52514.0,52612.0,52737.0,52960.0,53072.0,53121.0,53160.0,53216.0,53300.0,53373.0,53415.0,53427.0
5083883,58200.0,58257.0,58286.0,58308.0,58325.0,58351.0,58429.0,58468.0,58518.0,58557.0,58616.0,58687.0,58732.0,58766.0,58828.0,58919.0,58969.0,59019.0,59052.0,59085.0,59126.0,59164.0,59209.0,59250.0,59305.0,59344.0,59397.0,59484.0,59559.0,59658.0,59673.0,59765.0,59899.0,60138.0,60292.0,60341.0,60380.0,60436.0,60519.0,60591.0,60633.0,60646.0
5083885,65700.0,65758.0,65787.0,65806.0,65821.0,65846.0,65920.0,65964.0,66022.0,66067.0,66136.0,66211.0,66260.0,66297.0,66364.0,66461.0,66516.0,66571.0,66607.0,66643.0,66688.0,66730.0,66776.0,66818.0,66875.0,66917.0,66975.0,67064.0,67140.0,67240.0,67256.0,67363.0,67508.0,67767.0,67882.0,67931.0,67970.0,68026.0,68110.0,68183.0,68225.0,68238.0
5085874,25200.0,25275.0,25312.0,25349.0,25379.0,25423.0,25550.0,25601.0,25668.0,25720.0,25800.0,25897.0,25980.0,26043.0,26157.0,26322.0,26400.0,26478.0,26529.0,26579.0,26640.0,26696.0,26751.0,26801.0,26869.0,26940.0,27039.0,27144.0,27235.0,27354.0,27373.0,27469.0,27619.0,27886.0,28050.0,28099.0,28138.0,28194.0,28278.0,28351.0,28393.0,28406.0
5085876,31800.0,31868.0,31902.0,31941.0,31973.0,32015.0,32138.0,32189.0,32256.0,32308.0,32387.0,32474.0,32560.0,32626.0,32745.0,32918.0,32994.0,33070.0,33120.0,33169.0,33219.0,33266.0,33322.0,33373.0,33443.0,33515.0,33614.0,33728.0,33826.0,33956.0,33977.0,34068.0,34259.0,34601.0,34785.0,34834.0,34873.0,34929.0,35013.0,35086.0,35128.0,35141.0
5085878,40200.0,40257.0,40286.0,40310.0,40330.0,40353.0,40422.0,40463.0,40516.0,40557.0,40620.0,40691.0,40741.0,40779.0,40847.0,40946.0,41003.0,41060.0,41097.0,41134.0,41173.0,41210.0,41258.0,41301.0,41361.0,41401.0,41456.0,41542.0,41616.0,41713.0,41728.0,41812.0,41939.0,42165.0,42278.0,42327.0,42366.0,42422.0,42506.0,42579.0,42621.0,42634.0
5085880,47400.0,47456.0,47484.0,47507.0,47525.0,47546.0,47608.0,47646.0,47696.0,47735.0,47793.0,47877.0,47935.0,47979.0,48059.0,48175.0,48228.0,48281.0,48316.0,48350.0,48388.0,48423.0,48470.0,48513.0,48573.0,48608.0,48656.0,48737.0,48807.0,48899.0,48914.0,49012.0,49137.0,49360.0,49472.0,49521.0,49560.0,49616.0,49700.0,49773.0,49815.0,49827.0
5085882,54600.0,54657.0,54686.0,54708.0,54725.0,54751.0,54829.0,54868.0,54918.0,54957.0,55016.0,55087.0,55132.0,55166.0,55228.0,55319.0,55369.0,55419.0,55452.0,55485.0,55526.0,55564.0,55609.0,55650.0,55705.0,55744.0,55797.0,55884.0,55959.0,56058.0,56073.0,56165.0,56299.0,56538.0,56692.0,56741.0,56780.0,56836.0,56919.0,56991.0,57033.0,57046.0
5085884,61800.0,61859.0,61888.0,61915.0,61937.0,61965.0,62048.0,62089.0,62142.0,62183.0,62245.0,62305.0,62350.0,62384.0,62446.0,62536.0,62593.0,62650.0,62687.0,62723.0,62765.0,62805.0,62857.0,62904.0,62970.0,63015.0,63078.0,63175.0,63258.0,63368.0,63385.0,63477.0,63650.0,63958.0,64104.0,64153.0,64192.0,64248.0,64332.0,64405.0,64447.0,64460.0
5088825,30900.0,30968.0,31002.0,31041.0,31073.0,31115.0,31238.0,31289.0,31356.0,31408.0,31487.0,31574.0,31660.0,31726.0,31845.0,32018.0,32094.0,32170.0,32220.0,32269.0,32319.0,32366.0,32422.0,32473.0,32543.0,32615.0,32714.0,32828.0,32926.0,33056.0,33077.0,33168.0,33359.0,33701.0,33885.0,33934.0,33973.0,34029.0,34113.0,34186.0,34228.0,34241.0
5088827,39000.0,39057.0,39086.0,39110.0,39130.0,39153.0,39222.0,39263.0,39316.0,39357.0,39420.0,39491.0,39541.0,39579.0,39647.0,39746.0,39803.0,39860.0,39897.0,39934.0,39973.0,40010.0,40058.0,40101.0,40161.0,40201.0,40256.0,40342.0,40416.0,40513.0,40528.0,40612.0,40739.0,40965.0,41078.0,41127.0,41166.0,41222.0,41306.0,41379.0,41421.0,41434.0
5088829,46200.0,46256.0,46284.0,46307.0,46325.0,46346.0,46408.0,46446.0,46496.0,46535.0,46593.0,46677.0,46735.0,46779.0,46859.0,46975.0,47028.0,47081.0,47116.0,47150.0,47188.0,47223.0,47270.0,47313.0,47373.0,47408.0,47456.0,47537.0,47607.0,47699.0,47714.0,47812.0,47937.0,48160.0,48272.0,48321.0,48360.0,48416.0,48500.0,48573.0,48615.0,48627.0
5088831,53400.0,53456.0,53484.0,53507.0,53525.0,53546.0,53608.0,53646.0,53696.0,53735.0,53793.0,53877.0,53935.0,53979.0,54059.0,54175.0,54228.0,54281.0,54316.0,54350.0,54388.0,54423.0,54470.0,54513.0,54573.0,54608.0,54656.0,54737.0,54807.0,54899.0,54914.0,55012.0,55137.0,55360.0,55472.0,55521.0,55560.0,55616.0,55700.0,55773.0,55815.0,55827.0
5088833,60600.0,60657.0,60686.0,60708.0,60725.0,60751.0,60829.0,60868.0,60918.0,60957.0,61016.0,61087.0,61132.0,61166.0,61228.0,61319.0,61369.0,61419.0,61452.0,61485.0,61526.0,61564.0,61609.0,61650.0,61705.0,61744.0,61797.0,61884.0,61959.0,62058.0,62073.0,62165.0,62299.0,62538.0,62692.0,62741.0,62780.0,62836.0,62919.0,62991.0,63033.0,63046.0
5089254,81000.0,81045.0,81067.0,81083.0,81096.0,81112.0,81159.0,81190.0,81231.0,81263.0,81311.0,81380.0,81410.0,81433.0,81474.0,81533.0,81572.0,81612.0,81638.0,81663.0,81691.0,81718.0,81752.0,81783.0,81826.0,81859.0,81904.0,81963.0,82013.0,82080.0,82090.0,82178.0,82294.0,82502.0,82584.0,82626.0,82659.0,82707.0,82778.0,82840.0,82876.0,82885.0
5089381,27300.0,27375.0,27412.0,27449.0,27479.0,27523.0,27650.0,27701.0,27768.0,27820.0,27900.0,27997.0,28080.0,28143.0,28257.0,28422.0,28500.0,28578.0,28629.0,28679.0,28740.0,28796.0,28851.0,28901.0,28969.0,29040.0,29139.0,29244.0,29335.0,29454.0,29473.0,29569.0,29719.0,29986.0,30150.0,30199.0,30238.0,30294.0,30378.0,30451.0,30493.0,30506.0
5089383,35400.0,35463.0,35494.0,35522.0,35544.0,35573.0,35658.0,35702.0,35760.0,35805.0,35874.0,35956.0,36004.0,36040.0,36106.0,36201.0,36259.0,36317.0,36355.0,36393.0,36439.0,36482.0,36526.0,36566.0,36622.0,36663.0,36720.0,36811.0,36890.0,36994.0,37010.0,37105.0,37259.0,37535.0,37651.0,37700.0,37739.0,37795.0,37879.0,37952.0,37994.0,38007.0
5089385,42600.0,42657.0,42686.0,42710.0,42730.0,42753.0,42822.0,42863.0,42916.0,42957.0,43020.0,43091.0,43141.0,43179.0,43247.0,43346.0,43403.0,43460.0,43497.0,43534.0,43573.0,43610.0,43658.0,43701.0,43761.0,43801.0,43856.0,43942.0,44016.0,44113.0,44128.0,44212.0,44339.0,44565.0,44678.0,44727.0,44766.0,44822.0,44906.0,44979.0,45021.0,45034.0
5089387,49800.0,49856.0,49884.0,49907.0,49925.0,49946.0,50008.0,50046.0,50096.0,50135.0,50193.0,50277.0,50335.0,50379.0,50459.0,50575.0,50628.0,50681.0,50716.0,50750.0,50788.0,50823.0,50870.0,50913.0,50973.0,51008.0,51056.0,51137.0,51207.0,51299.0,51314.0,51412.0,51537.0,51760.0,51872.0,51921.0,51960.0,52016.0,52100.0,52173.0,52215.0,52227.0
5089389,57000.0,57057.0,57086.0,57108.0,57125.0,57151.0,57229.0,57268.0,57318.0,57357.0,57416.0,57487.0,57532.0,57566.0,57628.0,57719.0,57769.0,57819.0,57852.0,57885.0,57926.0,57964.0,58009.0,58050.0,58105.0,58144.0,58197.0,58284.0,58359.0,58458.0,58473.0,58565.0,58699.0,58938.0,59092.0,59141.0,59180.0,59236.0,59319.0,59391.0,59433.0,59446.0
5089391,64800.0,64858.0,64887.0,64906.0,64921.0,64946.0,65020.0,65064.0,65122.0,65167.0,65236.0,65311.0,65360.0,65397.0,65464.0,65561.0,65616.0,65671.0,65707.0,65743.0,65788.0,65830.0,65876.0,65918.0,65975.0,66017.0,66075.0,66164.0,66240.0,66340.0,66356.0,66463.0,66608.0,66867.0,66982.0,67031.0,67070.0,67126.0,67210.0,67283.0,67325.0,67338.0
5089393,72000.0,72050.0,72075.0,72093.0,72108.0,72129.0,72191.0,72225.0,72269.0,72303.0,72355.0,72431.0,72474.0,72506.0,72565.0,72651.0,72703.0,72755.0,72789.0,72822.0,72858.0,72891.0,72942.0,72989.0,73053.0,73090.0,73141.0,73217.0,73282.0,73368.0,73381.0,73474.0,73603.0,73833.0,73938.0,73986.0,74023.0,74077.0,74158.0,74228.0,74269.0,74280.0
5089395,79200.0,79245.0,79267.0,79283.0,79296.0,79312.0,79359.0,79390.0,79431.0,79463.0,79511.0,79580.0,79610.0,79633.0,79674.0,79733.0,79772.0,79812.0,79838.0,79863.0,79891.0,79918.0,79952.0,79983.0,80026.0,80059.0,80104.0,80163.0,80213.0,80280.0,80290.0,80378.0,80494.0,80702.0,80784.0,80826.0,80859.0,80907.0,80978.0,81040.0,81076.0,81085.0
5091227,23100.0,23161.0,23191.0,23208.0,23222.0,23244.0,23307.0,23348.0,23401.0,23442.0,23506.0,23574.0,23607.0,23632.0,23677.0,23744.0,23791.0,23838.0,23869.0,23898.0,23936.0,23972.0,24011.0,24046.0,24095.0,24136.0,24192.0,24259.0,24317.0,24393.0,24405.0,24480.0,24610.0,24843.0,24923.0,24972.0,25011.0,25067.0,25151.0,25224.0,25266.0,25279.0
5091229,29100.0,29168.0,29202.0,29241.0,29273.0,29315.0,29438.0,29489.0,29556.0,29608.0,29687.0,29774.0,29860.0,29926.0,30045.0,30218.0,30294.0,30370.0,30420.0,30469.0,30519.0,30566.0,30622.0,30673.0,30743.0,30815.0,30914.0,31028.0,31126.0,31256.0,31277.0,31368.0,31559.0,31901.0,32085.0,32134.0,32173.0,32229.0,32313.0,32386.0,32428.0,32441.0
5091231,63900.0,63959.0,63988.0,64015.0,64037.0,64065.0,64148.0,64189.0,64242.0,64283.0,64345.0,64405.0,64450.0,64484.0,64546.0,64636.0,64693.0,64750.0,64787.0,64823.0,64865.0,64905.0,64957.0,65004.0,65070.0,65115.0,65178.0,65275.0,65358.0,65468.0,65485.0,65577.0,65750.0,66058.0,66204.0,66253.0,66292.0,66348.0,66432.0,66505.0,66547.0,66560.0
5091243,26400.0,26475.0,26512.0,26549.0,26579.0,26623.0,26750.0,26801.0,26868.0,26920.0,27000.0,27097.0,27180.0,27243.0,27357.0,27522.0,27600.0,27678.0,27729.0,27779.0,27840.0,27896.0,27951.0,28001.0,28069.0,28140.0,28239.0,28344.0,28435.0,28554.0,28573.0,28669.0,28819.0,29086.0,29250.0,29299.0,29338.0,29394.0,29478.0,29551.0,29593.0,29606.0
5091245,34200.0,34263.0,34294.0,34322.0,34344.0,34373.0,34458.0,34502.0,34560.0,34605.0,34674.0,34756.0,34804.0,34840.0,34906.0,35001.0,35059.0,35117.0,35155.0,35193.0,35239.0,35282.0,35326.0,35366.0,35422.0,35463.0,35520.0,35611.0,35690.0,35794.0,35810.0,35905.0,36059.0,36335.0,36451.0,36500.0,36539.0,36595.0,36679.0,36752.0,36794.0,36807.0
5091247,41400.0,41457.0,41486.0,41510.0,41530.0,41553.0,41622.0,41663.0,41716.0,41757.0,41820.0,41891.0,41941.0,41979.0,42047.0,42146.0,42203.0,42260.0,42297.0,42334.0,42373.0,42410.0,42458.0,42501.0,42561.0,42601.0,42656.0,42742.0,42816.0,42913.0,42928.0,43012.0,43139.0,43365.0,43478.0,43527.0,43566.0,43622.0,43706.0,43779.0,43821.0,43834.0
5091249,48600.0,48656.0,48684.0,48707.0,48725.0,48746.0,48808.0,48846.0,48896.0,48935.0,48993.0,49077.0,49135.0,49179.0,49259.0,49375.0,49428.0,49481.0,49516.0,49550.0,49588.0,49623.0,49670.0,49713.0,49773.0,49808.0,49856.0,49937.0,50007.0,50099.0,50114.0,50212.0,50337.0,50560.0,50672.0,50721.0,50760.0,50816.0,50900.0,50973.0,51015.0,51027.0
5091251,55800.0,55857.0,55886.0,55908.0,55925.0,55951.0,56029.0,56068.0,56118.0,56157.0,56216.0,56287.0,56332.0,56366.0,56428.0,56519.0,56569.0,56619.0,56652.0,56685.0,56726.0,56764.0,56809.0,56850.0,56905.0,56944.0,56997.0,57084.0,57159.0,57258.0,57273.0,57365.0,57499.0,57738.0,57892.0,57941.0,57980.0,58036.0,58119.0,58191.0,58233.0,58246.0
5091253,63000.0,63059.0,63088.0,63115.0,63137.0,63165.0,63248.0,63289.0,63342.0,63383.0,63445.0,63505.0,63550.0,63584.0,63646.0,63736.0,63793.0,63850.0,63887.0,63923.0,63965.0,64005.0,64057.0,64104.0,64170.0,64215.0,64278.0,64375.0,64458.0,64568.0,64585.0,64677.0,64850.0,65158.0,65304.0,65353.0,65392.0,65448.0,65532.0,65605.0,65647.0,65660.0
5091255,70200.0,70250.0,70275.0,70293.0,70308.0,70329.0,70391.0,70425.0,70469.0,70503.0,70555.0,70631.0,70674.0,70706.0,70765.0,70851.0,70903.0,70955.0,70989.0,71022.0,71058.0,71091.0,71142.0,71189.0,71253.0,71290.0,71341.0,71417.0,71482.0,71568.0,71581.0,71674.0,71803.0,72033.0,72138.0,72186.0,72223.0,72277.0,72358.0,72428.0,72469.0,72480.0
5091257,77400.0,77445.0,77467.0,77483.0,77496.0,77512.0,77559.0,77590.0,77631.0,77663.0,77711.0,77780.0,77810.0,77833.0,77874.0,77933.0,77972.0,78012.0,78038.0,78063.0,78091.0,78118.0,78152.0,78183.0,78226.0,78259.0,78304.0,78363.0,78413.0,78480.0,78490.0,78578.0,78694.0,78902.0,78984.0,79026.0,79059.0,79107.0,79178.0,79240.0,79276.0,79285.0
5091259,84600.0,84645.0,84667.0,84683.0,84696.0,84712.0,84759.0,84790.0,84831.0,84863.0,84911.0,84980.0,85010.0,85033.0,85074.0,85133.0,85172.0,85212.0,85238.0,85263.0,85291.0,85318.0,85352.0,85383.0,85426.0,85459.0,85504.0,85563.0,85613.0,85680.0,85690.0,85778.0,85894.0,86102.0,86184.0,86226.0,86259.0,86307.0,86378.0,86440.0,86476.0,86485.0
5095542,33000.0,33063.0,33094.0,33122.0,33144.0,33173.0,33258.0,33302.0,33360.0,33405.0,33474.0,33556.0,33604.0,33640.0,33706.0,33801.0,33859.0,33917.0,33955.0,33993.0,34039.0,34082.0,34126.0,34166.0,34222.0,34263.0,34320.0,34411.0,34490.0,34594.0,34610.0,34705.0,34859.0,35135.0,35251.0,35300.0,35339.0,35395.0,35479.0,35552.0,35594.0,35607.0
5095544,68400.0,68450.0,68475.0,68493.0,68508.0,68529.0,68591.0,68625.0,68669.0,68703.0,68755.0,68831.0,68874.0,68906.0,68965.0,69051.0,69103.0,69155.0,69189.0,69222.0,69258.0,69291.0,69342.0,69389.0,69453.0,69490.0,69541.0,69617.0,69682.0,69768.0,69781.0,69874.0,70003.0,70233.0,70338.0,70386.0,70423.0,70477.0,70558.0,70628.0,70669.0,70680.0
5095546,75600.0,75645.0,75667.0,75683.0,75696.0,75712.0,75759.0,75790.0,75831.0,75863.0,75911.0,75980.0,76010.0,76033.0,76074.0,76133.0,76172.0,76212.0,76238.0,76263.0,76291.0,76318.0,76352.0,76383.0,76426.0,76459.0,76504.0,76563.0,76613.0,76680.0,76690.0,76778.0,76894.0,77102.0,77184.0,77226.0,77259.0,77307.0,77378.0,77440.0,77476.0,77485.0
5095548,82800.0,82845.0,82867.0,82883.0,82896.0,82912.0,82959.0,82990.0,83031.0,83063.0,83111.0,83180.0,83210.0,83233.0,83274.0,83333.0,83372.0,83412.0,83438.0,83463.0,83491.0,83518.0,83552.0,83583.0,83626.0,83659.0,83704.0,83763.0,83813.0,83880.0,83890.0,83978.0,84094.0,84302.0,84384.0,84426.0,84459.0,84507.0,84578.0,84640.0,84676.0,84685.0
5096697,36900.0,36957.0,36986.0,37010.0,37030.0,37056.0,37132.0,37170.0,37220.0,37259.0,37318.0,37389.0,37428.0,37458.0,37512.0,37590.0,37641.0,37692.0,37725.0,37757.0,37794.0,37828.0,37873.0,37914.0,37969.0,38008.0,38062.0,38132.0,38192.0,38271.0,38284.0,38359.0,38454.0,38624.0,38766.0,38813.0,38850.0,38904.0,38984.0,39053.0,39093.0,39104.0
