tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P
0,7571.0,1190.0,1191.0,1192.0,1193.0,1194.0,1195.0,674.0,4389.0,4390.0,530.0,531.0,709.0,532.0,533.0,534.0,535.0,536.0,537.0,538.0,539.0,540.0,541.0,542.0,543.0,544.0,545.0,546.0,910.0,911.0,912.0,913.0
5009703,62100.0,62538.0,62555.0,62575.0,62601.0,62619.0,62651.0,62818.0,62864.0,62904.0,62939.0,62975.0,63047.0,63092.0,63147.0,63201.0,63251.0,63288.0,63320.0,63343.0,63368.0,63390.0,63405.0,63471.0,63516.0,63547.0,63579.0,63633.0,63683.0,63718.0,63743.0,63824.0
