tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P,058_P,059_P,060_P,061_P,062_P,063_P,064_P,065_P,066_P,067_P,068_P,069_P,070_P,071_P,072_P,073_P,074_P
0,6185.0,6186.0,6216.0,3400.0,3401.0,3402.0,3403.0,3404.0,3405.0,3406.0,3410.0,3407.0,3408.0,3409.0,4558.0,3411.0,3412.0,3413.0,3414.0,3415.0,3416.0,3417.0,3418.0,3419.0,3420.0,3421.0,3422.0,3423.0,2156.0,6014.0,2158.0,2159.0,4409.0,2173.0,2174.0,3425.0,2176.0,2177.0,2178.0,7354.0,1975.0,1977.0,1978.0,1980.0,1981.0,1982.0,4406.0,1984.0,1985.0,1986.0,1987.0,1988.0,1989.0,1375.0,1376.0,1377.0,1378.0,1379.0,1380.0,1381.0,1382.0,1383.0,1384.0,1385.0,1348.0,1349.0,1350.0,1352.0,1353.0,7589.0,1355.0,1357.0,1358.0,5192.0
5004154,23700.0,23752.0,23841.0,23913.0,23957.0,23995.0,24024.0,24044.0,24062.0,24079.0,24093.0,24118.0,24126.0,24178.0,24214.0,24234.0,24261.0,24269.0,24312.0,24335.0,24347.0,24380.0,24439.0,24466.0,24516.0,24563.0,24595.0,24631.0,24706.0,24749.0,24818.0,24875.0,24894.0,24977.0,25022.0,25101.0,25165.0,25183.0,25197.0,25246.0,25291.0,25344.0,25360.0,25400.0,25445.0,25472.0,25507.0,25558.0,25593.0,25644.0,25668.0,25716.0,25776.0,25871.0,25923.0,25986.0,26039.0,26100.0,26174.0,26211.0,26282.0,26331.0,26380.0,26456.0,26534.0,26570.0,26609.0,26675.0,26706.0,26783.0,26799.0,26875.0,26950.0,27063.0
