tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P,058_P,059_P,060_P,061_P,062_P,063_P,064_P,065_P,066_P
0,407.0,2498.0,2499.0,2500.0,2501.0,7623.0,3713.0,3714.0,3715.0,5175.0,3755.0,3756.0,3757.0,3758.0,3759.0,3760.0,3761.0,3762.0,3763.0,3764.0,3765.0,3766.0,3767.0,3768.0,3770.0,3769.0,3771.0,3772.0,3773.0,5176.0,3774.0,7172.0,3775.0,3777.0,3778.0,3781.0,3782.0,3783.0,3784.0,3785.0,3786.0,3787.0,3788.0,3789.0,3790.0,3791.0,3792.0,3793.0,3794.0,3795.0,3797.0,3798.0,3799.0,6076.0,6077.0,3569.0,3571.0,3801.0,3802.0,3805.0,7175.0,3806.0,3807.0,3808.0,3809.0,7174.0
5019116,64800.0,64872.0,64928.0,65020.0,65135.0,65280.0,66274.0,66301.0,66368.0,66443.0,66478.0,66540.0,66567.0,66599.0,66637.0,66654.0,66702.0,66737.0,66785.0,66814.0,66840.0,66897.0,66930.0,66949.0,66958.0,67003.0,67058.0,67095.0,67114.0,67146.0,67171.0,67228.0,67250.0,67287.0,67320.0,67384.0,67419.0,67465.0,67518.0,67590.0,67635.0,67705.0,67750.0,67797.0,67855.0,67904.0,67951.0,68001.0,68043.0,68075.0,68124.0,68144.0,68174.0,68207.0,68269.0,68292.0,68328.0,68381.0,68400.0,68578.0,68637.0,68799.0,68828.0,68873.0,68887.0,68940.0
5091862,59400.0,59488.0,59557.0,59670.0,59811.0,59988.0,60947.0,60973.0,61036.0,61108.0,61141.0,61202.0,61230.0,61263.0,61302.0,61320.0,61370.0,61407.0,61457.0,61487.0,61514.0,61563.0,61592.0,61609.0,61617.0,61656.0,61704.0,61736.0,61753.0,61781.0,61803.0,61852.0,61871.0,61903.0,61929.0,61983.0,62012.0,62051.0,62096.0,62157.0,62195.0,62254.0,62292.0,62332.0,62381.0,62423.0,62463.0,62506.0,62542.0,62569.0,62610.0,62627.0,62653.0,62681.0,62733.0,62753.0,62783.0,62828.0,62845.0,62962.0,63001.0,63108.0,63127.0,63157.0,63166.0,63201.0
5092778,64800.0,64872.0,64928.0,65020.0,65135.0,65280.0,66275.0,66302.0,66368.0,66443.0,66477.0,66540.0,66567.0,66599.0,66637.0,66654.0,66702.0,66737.0,66785.0,66814.0,66840.0,66897.0,66930.0,66949.0,66958.0,67003.0,67058.0,67095.0,67114.0,67146.0,67171.0,67228.0,67250.0,67287.0,67320.0,67383.0,67417.0,67463.0,67516.0,67588.0,67633.0,67703.0,67748.0,67795.0,67853.0,67902.0,67949.0,67999.0,68041.0,68073.0,68122.0,68142.0,68172.0,68205.0,68266.0,68289.0,68325.0,68378.0,68400.0,68577.0,68636.0,68798.0,68827.0,68872.0,68886.0,68940.0
5105084,64800.0,64872.0,64928.0,65020.0,65135.0,65280.0,66275.0,66302.0,66368.0,66443.0,66477.0,66540.0,66567.0,66599.0,66637.0,66654.0,66702.0,66737.0,66785.0,66814.0,66840.0,66897.0,66930.0,66949.0,66958.0,67003.0,67058.0,67095.0,67114.0,67146.0,67171.0,67228.0,67250.0,67287.0,67320.0,67383.0,67417.0,67463.0,67516.0,67588.0,67633.0,67703.0,67748.0,67795.0,67853.0,67902.0,67949.0,67999.0,68041.0,68073.0,68122.0,68142.0,68172.0,68205.0,68266.0,68289.0,68325.0,68378.0,68400.0,68577.0,68636.0,68798.0,68827.0,68872.0,68886.0,68940.0
5115129,59400.0,59488.0,59557.0,59670.0,59811.0,59988.0,60947.0,60973.0,61036.0,61108.0,61141.0,61202.0,61230.0,61263.0,61302.0,61320.0,61370.0,61407.0,61457.0,61487.0,61514.0,61563.0,61592.0,61609.0,61617.0,61656.0,61704.0,61736.0,61753.0,61781.0,61803.0,61852.0,61871.0,61903.0,61929.0,61983.0,62012.0,62051.0,62096.0,62157.0,62195.0,62254.0,62292.0,62332.0,62381.0,62423.0,62463.0,62506.0,62542.0,62569.0,62610.0,62627.0,62653.0,62681.0,62733.0,62753.0,62783.0,62828.0,62845.0,62962.0,63001.0,63108.0,63127.0,63157.0,63166.0,63201.0
