tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P,058_P,059_P,060_P,061_P,062_P,063_P,064_P,065_P,066_P,067_P,068_P,069_P
5008406,39600.0,39657.0,39695.0,39725.0,39769.0,39849.0,39922.0,39979.0,40042.0,40111.0,40172.0,40204.0,40234.0,40266.0,40302.0,40349.0,40420.0,40469.0,40524.0,40574.0,40644.0,40689.0,40751.0,40848.0,40893.0,41008.0,41084.0,41239.0,41356.0,41532.0,41720.0,41781.0,41821.0,41871.0,41921.0,41965.0,42013.0,42076.0,42121.0,42226.0,42259.0,42293.0,42331.0,42407.0,42470.0,42514.0,42545.0,42580.0,42635.0,42658.0,42700.0,42755.0,42798.0,42855.0,42879.0,42904.0,42973.0,43028.0,43105.0,43172.0,43237.0,43302.0,43355.0,43393.0,43418.0,43445.0,43527.0,43787.0,43796.0
5008408,50400.0,50472.0,50520.0,50558.0,50614.0,50685.0,50749.0,50799.0,50860.0,50927.0,50974.0,50998.0,51021.0,51047.0,51088.0,51142.0,51224.0,51280.0,51335.0,51385.0,51455.0,51495.0,51550.0,51635.0,51674.0,51815.0,51917.0,52072.0,52189.0,52372.0,52558.0,52618.0,52660.0,52711.0,52762.0,52807.0,52856.0,52921.0,52964.0,53064.0,53087.0,53120.0,53157.0,53231.0,53306.0,53358.0,53395.0,53437.0,53502.0,53526.0,53568.0,53624.0,53667.0,53724.0,53748.0,53773.0,53842.0,53883.0,53940.0,53989.0,54059.0,54130.0,54187.0,54228.0,54257.0,54281.0,54356.0,54634.0,54644.0
5008410,61200.0,61269.0,61315.0,61351.0,61405.0,61462.0,61514.0,61555.0,61614.0,61678.0,61733.0,61762.0,61790.0,61820.0,61856.0,61904.0,61976.0,62026.0,62097.0,62162.0,62251.0,62285.0,62333.0,62407.0,62441.0,62609.0,62732.0,62896.0,63019.0,63228.0,63382.0,63432.0,63475.0,63528.0,63581.0,63627.0,63678.0,63745.0,63796.0,63912.0,63937.0,63973.0,64013.0,64091.0,64160.0,64208.0,64242.0,64280.0,64341.0,64368.0,64417.0,64481.0,64531.0,64585.0,64608.0,64631.0,64697.0,64759.0,64845.0,64919.0,64992.0,65065.0,65125.0,65167.0,65191.0,65215.0,65287.0,65538.0,65547.0
5008412,72000.0,72049.0,72081.0,72107.0,72144.0,72206.0,72263.0,72307.0,72358.0,72413.0,72452.0,72472.0,72492.0,72513.0,72546.0,72590.0,72656.0,72702.0,72747.0,72788.0,72844.0,72890.0,72953.0,73051.0,73097.0,73233.0,73374.0,73593.0,73757.0,73955.0,74087.0,74130.0,74166.0,74210.0,74254.0,74293.0,74335.0,74392.0,74431.0,74519.0,74543.0,74570.0,74600.0,74659.0,74723.0,74767.0,74798.0,74833.0,74890.0,74909.0,74944.0,74990.0,75026.0,75070.0,75089.0,75108.0,75161.0,75197.0,75247.0,75291.0,75343.0,75395.0,75437.0,75467.0,75494.0,75519.0,75595.0,75836.0,75844.0
5009409,25200.0,25253.0,25288.0,25316.0,25358.0,25426.0,25488.0,25536.0,25592.0,25652.0,25707.0,25736.0,25764.0,25794.0,25835.0,25889.0,25972.0,26030.0,26071.0,26108.0,26159.0,26208.0,26275.0,26380.0,26428.0,26549.0,26623.0,26733.0,26816.0,26976.0,27183.0,27251.0,27288.0,27333.0,27378.0,27418.0,27461.0,27519.0,27570.0,27686.0,27721.0,27755.0,27793.0,27868.0,27938.0,27986.0,28020.0,28058.0,28119.0,28139.0,28175.0,28223.0,28259.0,28313.0,28336.0,28359.0,28423.0,28471.0,28538.0,28596.0,28663.0,28730.0,28785.0,28824.0,28853.0,28881.0,28966.0,29261.0,29271.0
5009411,36900.0,36954.0,36989.0,37017.0,37059.0,37126.0,37187.0,37234.0,37290.0,37350.0,37399.0,37424.0,37448.0,37475.0,37512.0,37561.0,37635.0,37687.0,37742.0,37792.0,37862.0,37911.0,37979.0,38084.0,38132.0,38279.0,38366.0,38526.0,38646.0,38872.0,39119.0,39199.0,39237.0,39283.0,39330.0,39371.0,39416.0,39475.0,39518.0,39616.0,39643.0,39675.0,39711.0,39783.0,39841.0,39881.0,39910.0,39942.0,39994.0,40016.0,40056.0,40109.0,40151.0,40207.0,40231.0,40255.0,40322.0,40367.0,40431.0,40486.0,40552.0,40618.0,40672.0,40710.0,40735.0,40759.0,40831.0,41096.0,41105.0
5009415,60600.0,60649.0,60681.0,60707.0,60745.0,60810.0,60869.0,60915.0,60972.0,61033.0,61089.0,61118.0,61146.0,61176.0,61214.0,61265.0,61342.0,61395.0,61442.0,61484.0,61542.0,61593.0,61664.0,61774.0,61825.0,61979.0,62068.0,62258.0,62400.0,62739.0,63017.0,63108.0,63182.0,63273.0,63365.0,63445.0,63533.0,63650.0,63698.0,63809.0,63839.0,63873.0,63911.0,63987.0,64063.0,64115.0,64152.0,64194.0,64260.0,64287.0,64335.0,64399.0,64449.0,64511.0,64537.0,64564.0,64638.0,64695.0,64774.0,64843.0,64915.0,64987.0,65046.0,65088.0,65114.0,65140.0,65220.0,65501.0,65511.0
5009735,26400.0,26445.0,26475.0,26499.0,26534.0,26578.0,26618.0,26650.0,26682.0,26717.0,26746.0,26761.0,26775.0,26791.0,26820.0,26859.0,26918.0,26958.0,26987.0,27014.0,27051.0,27081.0,27122.0,27186.0,27216.0,27291.0,27364.0,27474.0,27557.0,27679.0,27809.0,27851.0,27874.0,27903.0,27932.0,27957.0,27985.0,28022.0,28053.0,28125.0,28142.0,28166.0,28193.0,28247.0,28294.0,28326.0,28349.0,28375.0,28415.0,28431.0,28460.0,28498.0,28527.0,28566.0,28582.0,28599.0,28645.0,28680.0,28728.0,28770.0,28819.0,28868.0,28908.0,28936.0,28959.0,28987.0,29073.0,29329.0,29338.0
5009737,36000.0,36057.0,36095.0,36125.0,36169.0,36249.0,36322.0,36379.0,36442.0,36511.0,36572.0,36604.0,36634.0,36666.0,36702.0,36749.0,36820.0,36869.0,36924.0,36974.0,37044.0,37089.0,37151.0,37248.0,37293.0,37408.0,37484.0,37639.0,37756.0,37932.0,38120.0,38181.0,38221.0,38271.0,38321.0,38365.0,38413.0,38476.0,38521.0,38626.0,38659.0,38693.0,38731.0,38807.0,38870.0,38914.0,38945.0,38980.0,39035.0,39058.0,39100.0,39155.0,39198.0,39255.0,39279.0,39304.0,39373.0,39428.0,39505.0,39572.0,39637.0,39702.0,39755.0,39793.0,39818.0,39845.0,39927.0,40187.0,40196.0
5009739,46800.0,46872.0,46920.0,46958.0,47014.0,47085.0,47149.0,47199.0,47260.0,47327.0,47374.0,47398.0,47421.0,47447.0,47488.0,47542.0,47624.0,47680.0,47735.0,47785.0,47855.0,47895.0,47950.0,48035.0,48074.0,48215.0,48317.0,48472.0,48589.0,48772.0,48958.0,49018.0,49060.0,49111.0,49162.0,49207.0,49256.0,49321.0,49364.0,49464.0,49487.0,49520.0,49557.0,49631.0,49706.0,49758.0,49795.0,49837.0,49902.0,49926.0,49968.0,50024.0,50067.0,50124.0,50148.0,50173.0,50242.0,50283.0,50340.0,50389.0,50459.0,50530.0,50587.0,50628.0,50657.0,50681.0,50756.0,51034.0,51044.0
5009741,57600.0,57710.0,57782.0,57840.0,57925.0,57984.0,58038.0,58080.0,58127.0,58179.0,58220.0,58241.0,58262.0,58284.0,58327.0,58383.0,58468.0,58527.0,58580.0,58628.0,58694.0,58740.0,58803.0,58901.0,58947.0,59139.0,59246.0,59421.0,59552.0,59744.0,59935.0,59997.0,60032.0,60074.0,60117.0,60154.0,60195.0,60249.0,60290.0,60385.0,60410.0,60442.0,60478.0,60549.0,60611.0,60654.0,60684.0,60718.0,60773.0,60798.0,60843.0,60903.0,60951.0,61000.0,61021.0,61042.0,61102.0,61154.0,61226.0,61288.0,61354.0,61421.0,61475.0,61514.0,61536.0,61555.0,61615.0,61863.0,61871.0
5009901,30600.0,30676.0,30726.0,30766.0,30824.0,30914.0,30995.0,31058.0,31141.0,31232.0,31357.0,31422.0,31484.0,31552.0,31613.0,31693.0,31814.0,31897.0,31961.0,32019.0,32099.0,32185.0,32304.0,32489.0,32574.0,32729.0,32817.0,32982.0,33106.0,33305.0,33585.0,33676.0,33723.0,33781.0,33840.0,33891.0,33947.0,34022.0,34076.0,34199.0,34236.0,34273.0,34314.0,34395.0,34471.0,34523.0,34560.0,34602.0,34669.0,34694.0,34738.0,34796.0,34841.0,34922.0,34956.0,34991.0,35088.0,35148.0,35232.0,35305.0,35374.0,35444.0,35501.0,35541.0,35567.0,35593.0,35674.0,35963.0,35973.0
5009903,42300.0,42357.0,42395.0,42425.0,42469.0,42533.0,42591.0,42637.0,42697.0,42762.0,42815.0,42842.0,42868.0,42897.0,42938.0,42992.0,43075.0,43132.0,43186.0,43235.0,43304.0,43354.0,43423.0,43530.0,43579.0,43727.0,43815.0,43985.0,44112.0,44345.0,44574.0,44649.0,44693.0,44747.0,44801.0,44848.0,44900.0,44970.0,45019.0,45132.0,45159.0,45196.0,45238.0,45320.0,45396.0,45449.0,45486.0,45528.0,45595.0,45623.0,45674.0,45742.0,45794.0,45870.0,45902.0,45935.0,46027.0,46091.0,46181.0,46258.0,46335.0,46413.0,46476.0,46521.0,46549.0,46576.0,46657.0,46934.0,46943.0
5009905,54000.0,54053.0,54088.0,54116.0,54158.0,54221.0,54278.0,54323.0,54379.0,54439.0,54487.0,54512.0,54536.0,54561.0,54598.0,54647.0,54721.0,54772.0,54824.0,54871.0,54935.0,54982.0,55048.0,55150.0,55197.0,55359.0,55446.0,55613.0,55738.0,55949.0,56182.0,56258.0,56309.0,56372.0,56435.0,56490.0,56551.0,56632.0,56677.0,56780.0,56823.0,56862.0,56906.0,56992.0,57064.0,57114.0,57150.0,57190.0,57253.0,57278.0,57323.0,57383.0,57430.0,57497.0,57526.0,57555.0,57636.0,57699.0,57787.0,57863.0,57951.0,58040.0,58112.0,58163.0,58194.0,58219.0,58296.0,58577.0,58587.0
5009907,65700.0,65754.0,65790.0,65819.0,65861.0,65934.0,66000.0,66051.0,66103.0,66159.0,66221.0,66254.0,66285.0,66319.0,66355.0,66402.0,66474.0,66523.0,66570.0,66613.0,66673.0,66724.0,66795.0,66905.0,66956.0,67091.0,67202.0,67404.0,67556.0,67813.0,67980.0,68035.0,68083.0,68142.0,68202.0,68254.0,68311.0,68387.0,68429.0,68525.0,68556.0,68592.0,68632.0,68712.0,68782.0,68830.0,68864.0,68902.0,68963.0,68986.0,69028.0,69084.0,69127.0,69181.0,69204.0,69227.0,69291.0,69336.0,69399.0,69453.0,69510.0,69568.0,69615.0,69648.0,69673.0,69698.0,69775.0,70043.0,70052.0
5010800,31500.0,31563.0,31605.0,31638.0,31687.0,31763.0,31832.0,31886.0,31951.0,32022.0,32108.0,32153.0,32196.0,32243.0,32291.0,32354.0,32451.0,32518.0,32572.0,32621.0,32689.0,32747.0,32827.0,32951.0,33008.0,33158.0,33256.0,33437.0,33572.0,33777.0,33994.0,34065.0,34097.0,34137.0,34177.0,34212.0,34250.0,34302.0,34337.0,34419.0,34443.0,34473.0,34506.0,34571.0,34631.0,34672.0,34701.0,34734.0,34787.0,34807.0,34843.0,34890.0,34926.0,34980.0,35003.0,35026.0,35091.0,35133.0,35192.0,35244.0,35303.0,35362.0,35410.0,35445.0,35470.0,35492.0,35560.0,35840.0,35850.0
5010802,43200.0,43257.0,43295.0,43325.0,43369.0,43433.0,43491.0,43537.0,43597.0,43662.0,43715.0,43742.0,43768.0,43797.0,43838.0,43892.0,43975.0,44032.0,44086.0,44135.0,44204.0,44254.0,44323.0,44430.0,44479.0,44627.0,44715.0,44885.0,45012.0,45245.0,45474.0,45549.0,45593.0,45647.0,45701.0,45748.0,45800.0,45870.0,45919.0,46032.0,46059.0,46096.0,46138.0,46220.0,46296.0,46349.0,46386.0,46428.0,46495.0,46523.0,46574.0,46642.0,46694.0,46770.0,46802.0,46835.0,46927.0,46991.0,47081.0,47158.0,47235.0,47313.0,47376.0,47421.0,47449.0,47476.0,47557.0,47834.0,47843.0
5010804,54900.0,54953.0,54988.0,55016.0,55058.0,55121.0,55178.0,55223.0,55279.0,55339.0,55387.0,55412.0,55436.0,55461.0,55498.0,55547.0,55621.0,55672.0,55724.0,55771.0,55835.0,55882.0,55948.0,56050.0,56097.0,56259.0,56346.0,56513.0,56638.0,56849.0,57082.0,57158.0,57209.0,57272.0,57335.0,57390.0,57451.0,57532.0,57577.0,57680.0,57723.0,57762.0,57806.0,57892.0,57964.0,58014.0,58050.0,58090.0,58153.0,58178.0,58223.0,58283.0,58330.0,58397.0,58426.0,58455.0,58536.0,58599.0,58687.0,58763.0,58851.0,58940.0,59012.0,59063.0,59094.0,59119.0,59196.0,59477.0,59487.0
5010806,66600.0,66643.0,66671.0,66694.0,66728.0,66784.0,66834.0,66873.0,66914.0,66959.0,67006.0,67031.0,67055.0,67080.0,67115.0,67161.0,67231.0,67279.0,67326.0,67369.0,67428.0,67473.0,67535.0,67632.0,67677.0,67811.0,67912.0,68083.0,68212.0,68396.0,68550.0,68600.0,68638.0,68684.0,68731.0,68771.0,68815.0,68874.0,68919.0,69024.0,69051.0,69083.0,69118.0,69187.0,69252.0,69297.0,69329.0,69365.0,69421.0,69444.0,69486.0,69542.0,69585.0,69636.0,69658.0,69680.0,69741.0,69786.0,69849.0,69904.0,69961.0,70019.0,70066.0,70100.0,70125.0,70151.0,70230.0,70495.0,70504.0
5010808,76800.0,76844.0,76873.0,76896.0,76929.0,76977.0,77021.0,77055.0,77090.0,77129.0,77162.0,77179.0,77196.0,77214.0,77247.0,77290.0,77356.0,77402.0,77439.0,77473.0,77519.0,77557.0,77610.0,77692.0,77729.0,77840.0,77928.0,78112.0,78250.0,78422.0,78561.0,78606.0,78635.0,78671.0,78707.0,78739.0,78774.0,78821.0,78857.0,78941.0,78970.0,78996.0,79025.0,79082.0,79139.0,79179.0,79207.0,79239.0,79289.0,79310.0,79347.0,79397.0,79435.0,79483.0,79503.0,79524.0,79581.0,79618.0,79670.0,79716.0,79766.0,79817.0,79858.0,79887.0,79912.0,79936.0,80009.0,80260.0,80269.0
5011926,43200.0,43272.0,43320.0,43358.0,43414.0,43485.0,43549.0,43599.0,43660.0,43727.0,43774.0,43798.0,43821.0,43847.0,43888.0,43942.0,44024.0,44080.0,44135.0,44185.0,44255.0,44295.0,44350.0,44435.0,44474.0,44615.0,44717.0,44872.0,44989.0,45172.0,45358.0,45418.0,45460.0,45511.0,45562.0,45607.0,45656.0,45721.0,45764.0,45864.0,45887.0,45920.0,45957.0,46031.0,46106.0,46158.0,46195.0,46237.0,46302.0,46326.0,46368.0,46424.0,46467.0,46524.0,46548.0,46573.0,46642.0,46683.0,46740.0,46789.0,46859.0,46930.0,46987.0,47028.0,47057.0,47081.0,47156.0,47434.0,47444.0
5011928,54000.0,54048.0,54079.0,54104.0,54141.0,54207.0,54267.0,54314.0,54367.0,54425.0,54465.0,54486.0,54506.0,54528.0,54563.0,54609.0,54680.0,54729.0,54774.0,54815.0,54872.0,54929.0,55008.0,55130.0,55186.0,55352.0,55427.0,55575.0,55686.0,55856.0,56041.0,56101.0,56142.0,56193.0,56244.0,56289.0,56338.0,56403.0,56450.0,56558.0,56582.0,56611.0,56643.0,56707.0,56762.0,56800.0,56827.0,56858.0,56906.0,56928.0,56967.0,57018.0,57057.0,57098.0,57115.0,57133.0,57182.0,57217.0,57266.0,57309.0,57382.0,57455.0,57515.0,57557.0,57582.0,57609.0,57693.0,57961.0,57970.0
5011930,64800.0,64850.0,64883.0,64909.0,64947.0,65006.0,65059.0,65100.0,65170.0,65246.0,65300.0,65328.0,65355.0,65383.0,65421.0,65471.0,65546.0,65598.0,65646.0,65690.0,65750.0,65786.0,65836.0,65913.0,65949.0,66065.0,66174.0,66399.0,66567.0,66804.0,66980.0,67038.0,67086.0,67145.0,67204.0,67256.0,67313.0,67387.0,67431.0,67533.0,67565.0,67595.0,67628.0,67693.0,67759.0,67804.0,67836.0,67872.0,67930.0,67954.0,67997.0,68054.0,68097.0,68150.0,68173.0,68196.0,68260.0,68290.0,68331.0,68367.0,68421.0,68475.0,68519.0,68550.0,68575.0,68596.0,68662.0,68922.0,68931.0
5012746,45900.0,45957.0,45995.0,46025.0,46069.0,46133.0,46191.0,46237.0,46297.0,46362.0,46415.0,46442.0,46468.0,46497.0,46538.0,46592.0,46675.0,46732.0,46786.0,46835.0,46904.0,46954.0,47023.0,47130.0,47179.0,47327.0,47415.0,47585.0,47712.0,47945.0,48174.0,48249.0,48293.0,48347.0,48401.0,48448.0,48500.0,48570.0,48619.0,48732.0,48759.0,48796.0,48838.0,48920.0,48996.0,49049.0,49086.0,49128.0,49195.0,49223.0,49274.0,49342.0,49394.0,49470.0,49502.0,49535.0,49627.0,49691.0,49781.0,49858.0,49935.0,50013.0,50076.0,50121.0,50149.0,50176.0,50257.0,50534.0,50543.0
5013428,57600.0,57657.0,57695.0,57725.0,57770.0,57836.0,57896.0,57942.0,57998.0,58059.0,58114.0,58143.0,58171.0,58201.0,58239.0,58290.0,58367.0,58420.0,58473.0,58521.0,58587.0,58638.0,58708.0,58817.0,58868.0,59032.0,59146.0,59311.0,59435.0,59802.0,60055.0,60138.0,60209.0,60296.0,60384.0,60461.0,60545.0,60656.0,60707.0,60823.0,60868.0,60906.0,60948.0,61032.0,61110.0,61164.0,61203.0,61246.0,61315.0,61343.0,61394.0,61462.0,61514.0,61582.0,61611.0,61640.0,61721.0,61777.0,61856.0,61924.0,62018.0,62113.0,62190.0,62244.0,62277.0,62302.0,62379.0,62668.0,62678.0
5013430,69300.0,69343.0,69371.0,69394.0,69428.0,69484.0,69534.0,69573.0,69614.0,69659.0,69706.0,69731.0,69755.0,69780.0,69815.0,69861.0,69931.0,69979.0,70026.0,70069.0,70128.0,70173.0,70235.0,70332.0,70377.0,70511.0,70612.0,70783.0,70912.0,71096.0,71250.0,71300.0,71338.0,71384.0,71431.0,71471.0,71515.0,71574.0,71619.0,71724.0,71751.0,71783.0,71818.0,71887.0,71952.0,71997.0,72029.0,72065.0,72121.0,72144.0,72186.0,72242.0,72285.0,72336.0,72358.0,72380.0,72441.0,72486.0,72549.0,72604.0,72661.0,72719.0,72766.0,72800.0,72825.0,72851.0,72930.0,73195.0,73204.0
5013432,79200.0,79244.0,79273.0,79296.0,79329.0,79377.0,79421.0,79455.0,79490.0,79529.0,79562.0,79579.0,79596.0,79614.0,79647.0,79690.0,79756.0,79802.0,79839.0,79873.0,79919.0,79957.0,80010.0,80092.0,80129.0,80240.0,80328.0,80512.0,80650.0,80822.0,80961.0,81006.0,81035.0,81071.0,81107.0,81139.0,81174.0,81221.0,81257.0,81341.0,81370.0,81396.0,81425.0,81482.0,81539.0,81579.0,81607.0,81639.0,81689.0,81710.0,81747.0,81797.0,81835.0,81883.0,81903.0,81924.0,81981.0,82018.0,82070.0,82116.0,82166.0,82217.0,82258.0,82287.0,82312.0,82336.0,82409.0,82660.0,82669.0
5013830,51300.0,51372.0,51420.0,51458.0,51514.0,51585.0,51649.0,51699.0,51760.0,51827.0,51874.0,51898.0,51921.0,51947.0,51988.0,52042.0,52124.0,52180.0,52235.0,52285.0,52355.0,52395.0,52450.0,52535.0,52574.0,52715.0,52817.0,52972.0,53089.0,53272.0,53458.0,53518.0,53560.0,53611.0,53662.0,53707.0,53756.0,53821.0,53864.0,53964.0,53987.0,54020.0,54057.0,54131.0,54206.0,54258.0,54295.0,54337.0,54402.0,54426.0,54468.0,54524.0,54567.0,54624.0,54648.0,54673.0,54742.0,54783.0,54840.0,54889.0,54959.0,55030.0,55087.0,55128.0,55157.0,55181.0,55256.0,55534.0,55544.0
5013832,62100.0,62169.0,62215.0,62251.0,62305.0,62362.0,62414.0,62455.0,62514.0,62578.0,62633.0,62662.0,62690.0,62720.0,62756.0,62804.0,62876.0,62926.0,62997.0,63062.0,63151.0,63185.0,63233.0,63307.0,63341.0,63509.0,63632.0,63796.0,63919.0,64128.0,64282.0,64332.0,64375.0,64428.0,64481.0,64527.0,64578.0,64645.0,64696.0,64812.0,64837.0,64873.0,64913.0,64991.0,65060.0,65108.0,65142.0,65180.0,65241.0,65268.0,65317.0,65381.0,65431.0,65485.0,65508.0,65531.0,65597.0,65659.0,65745.0,65819.0,65892.0,65965.0,66025.0,66067.0,66091.0,66115.0,66187.0,66438.0,66447.0
5014016,27900.0,27976.0,28026.0,28066.0,28124.0,28214.0,28295.0,28358.0,28441.0,28532.0,28657.0,28722.0,28784.0,28852.0,28913.0,28993.0,29114.0,29197.0,29261.0,29319.0,29399.0,29485.0,29604.0,29789.0,29874.0,30029.0,30117.0,30282.0,30406.0,30605.0,30885.0,30976.0,31023.0,31081.0,31140.0,31191.0,31247.0,31322.0,31376.0,31499.0,31536.0,31573.0,31614.0,31695.0,31771.0,31823.0,31860.0,31902.0,31969.0,31994.0,32038.0,32096.0,32141.0,32222.0,32256.0,32291.0,32388.0,32448.0,32532.0,32605.0,32674.0,32744.0,32801.0,32841.0,32867.0,32893.0,32974.0,33263.0,33273.0
5014018,39600.0,39654.0,39689.0,39717.0,39759.0,39826.0,39887.0,39934.0,39990.0,40050.0,40099.0,40124.0,40148.0,40175.0,40212.0,40261.0,40335.0,40387.0,40442.0,40492.0,40562.0,40611.0,40679.0,40784.0,40832.0,40979.0,41066.0,41226.0,41346.0,41572.0,41819.0,41899.0,41937.0,41983.0,42030.0,42071.0,42116.0,42175.0,42218.0,42316.0,42343.0,42375.0,42411.0,42483.0,42541.0,42581.0,42610.0,42642.0,42694.0,42716.0,42756.0,42809.0,42851.0,42907.0,42931.0,42955.0,43022.0,43067.0,43131.0,43186.0,43252.0,43318.0,43372.0,43410.0,43435.0,43459.0,43531.0,43796.0,43805.0
5014020,51300.0,51357.0,51395.0,51425.0,51469.0,51533.0,51591.0,51637.0,51697.0,51762.0,51815.0,51842.0,51868.0,51897.0,51938.0,51992.0,52075.0,52132.0,52186.0,52235.0,52304.0,52354.0,52423.0,52530.0,52579.0,52727.0,52815.0,52985.0,53112.0,53345.0,53574.0,53649.0,53693.0,53747.0,53801.0,53848.0,53900.0,53970.0,54019.0,54132.0,54159.0,54196.0,54238.0,54320.0,54396.0,54449.0,54486.0,54528.0,54595.0,54623.0,54674.0,54742.0,54794.0,54870.0,54902.0,54935.0,55027.0,55091.0,55181.0,55258.0,55335.0,55413.0,55476.0,55521.0,55549.0,55576.0,55657.0,55934.0,55943.0
5014022,63000.0,63049.0,63081.0,63107.0,63145.0,63210.0,63269.0,63315.0,63372.0,63433.0,63489.0,63518.0,63546.0,63576.0,63614.0,63665.0,63742.0,63795.0,63842.0,63884.0,63942.0,63993.0,64064.0,64174.0,64225.0,64379.0,64468.0,64658.0,64800.0,65139.0,65417.0,65508.0,65582.0,65673.0,65765.0,65845.0,65933.0,66050.0,66098.0,66209.0,66239.0,66273.0,66311.0,66387.0,66463.0,66515.0,66552.0,66594.0,66660.0,66687.0,66735.0,66799.0,66849.0,66911.0,66937.0,66964.0,67038.0,67095.0,67174.0,67243.0,67315.0,67387.0,67446.0,67488.0,67514.0,67540.0,67620.0,67901.0,67911.0
5014577,25200.0,25245.0,25275.0,25299.0,25334.0,25378.0,25418.0,25450.0,25482.0,25517.0,25546.0,25561.0,25575.0,25591.0,25620.0,25659.0,25718.0,25758.0,25787.0,25814.0,25851.0,25881.0,25922.0,25986.0,26016.0,26091.0,26164.0,26274.0,26357.0,26479.0,26609.0,26651.0,26674.0,26703.0,26732.0,26757.0,26785.0,26822.0,26853.0,26925.0,26942.0,26966.0,26993.0,27047.0,27094.0,27126.0,27149.0,27175.0,27215.0,27231.0,27260.0,27298.0,27327.0,27366.0,27382.0,27399.0,27445.0,27480.0,27528.0,27570.0,27619.0,27668.0,27708.0,27736.0,27759.0,27787.0,27873.0,28129.0,28138.0
5015288,26100.0,26153.0,26188.0,26216.0,26258.0,26326.0,26388.0,26436.0,26492.0,26552.0,26607.0,26636.0,26664.0,26694.0,26735.0,26789.0,26872.0,26930.0,26971.0,27008.0,27059.0,27108.0,27175.0,27280.0,27328.0,27449.0,27523.0,27633.0,27716.0,27876.0,28083.0,28151.0,28188.0,28233.0,28278.0,28318.0,28361.0,28419.0,28470.0,28586.0,28621.0,28655.0,28693.0,28768.0,28838.0,28886.0,28920.0,28958.0,29019.0,29039.0,29075.0,29123.0,29159.0,29213.0,29236.0,29259.0,29323.0,29371.0,29438.0,29496.0,29563.0,29630.0,29685.0,29724.0,29753.0,29781.0,29866.0,30161.0,30171.0
5015292,49500.0,49557.0,49595.0,49625.0,49669.0,49733.0,49791.0,49837.0,49897.0,49962.0,50015.0,50042.0,50068.0,50097.0,50138.0,50192.0,50275.0,50332.0,50386.0,50435.0,50504.0,50554.0,50623.0,50730.0,50779.0,50927.0,51015.0,51185.0,51312.0,51545.0,51774.0,51849.0,51893.0,51947.0,52001.0,52048.0,52100.0,52170.0,52219.0,52332.0,52359.0,52396.0,52438.0,52520.0,52596.0,52649.0,52686.0,52728.0,52795.0,52823.0,52874.0,52942.0,52994.0,53070.0,53102.0,53135.0,53227.0,53291.0,53381.0,53458.0,53535.0,53613.0,53676.0,53721.0,53749.0,53776.0,53857.0,54134.0,54143.0
5015294,61200.0,61249.0,61281.0,61307.0,61345.0,61410.0,61469.0,61515.0,61572.0,61633.0,61689.0,61718.0,61746.0,61776.0,61814.0,61865.0,61942.0,61995.0,62042.0,62084.0,62142.0,62193.0,62264.0,62374.0,62425.0,62579.0,62668.0,62858.0,63000.0,63339.0,63617.0,63708.0,63782.0,63873.0,63965.0,64045.0,64133.0,64250.0,64298.0,64409.0,64439.0,64473.0,64511.0,64587.0,64663.0,64715.0,64752.0,64794.0,64860.0,64887.0,64935.0,64999.0,65049.0,65111.0,65137.0,65164.0,65238.0,65295.0,65374.0,65443.0,65515.0,65587.0,65646.0,65688.0,65714.0,65740.0,65820.0,66101.0,66111.0
5015906,27600.0,27650.0,27683.0,27709.0,27748.0,27796.0,27839.0,27873.0,27908.0,27946.0,27980.0,27998.0,28015.0,28033.0,28066.0,28110.0,28176.0,28222.0,28256.0,28287.0,28329.0,28361.0,28405.0,28473.0,28505.0,28587.0,28648.0,28743.0,28814.0,28970.0,29103.0,29146.0,29181.0,29224.0,29268.0,29306.0,29348.0,29403.0,29440.0,29526.0,29543.0,29565.0,29590.0,29638.0,29694.0,29732.0,29759.0,29790.0,29839.0,29855.0,29884.0,29922.0,29951.0,30000.0,30021.0,30042.0,30101.0,30132.0,30176.0,30214.0,30267.0,30321.0,30365.0,30396.0,30420.0,30443.0,30512.0,30773.0,30782.0
5015908,37200.0,37257.0,37295.0,37325.0,37369.0,37449.0,37522.0,37579.0,37642.0,37711.0,37772.0,37804.0,37834.0,37866.0,37902.0,37949.0,38020.0,38069.0,38124.0,38174.0,38244.0,38289.0,38351.0,38448.0,38493.0,38608.0,38684.0,38839.0,38956.0,39132.0,39320.0,39381.0,39421.0,39471.0,39521.0,39565.0,39613.0,39676.0,39721.0,39826.0,39859.0,39893.0,39931.0,40007.0,40070.0,40114.0,40145.0,40180.0,40235.0,40258.0,40300.0,40355.0,40398.0,40455.0,40479.0,40504.0,40573.0,40628.0,40705.0,40772.0,40837.0,40902.0,40955.0,40993.0,41018.0,41045.0,41127.0,41387.0,41396.0
