tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P,058_P,059_P,060_P
5087255,82800.0,82850.0,82888.0,82943.0,83013.0,83087.0,83141.0,83208.0,83309.0,83351.0,83448.0,83477.0,83515.0,83559.0,83602.0,83624.0,83655.0,83735.0,83770.0,83798.0,83852.0,83916.0,83959.0,84013.0,84050.0,84077.0,84167.0,84203.0,84265.0,84290.0,84358.0,84383.0,84438.0,84471.0,84518.0,84541.0,84559.0,84609.0,84626.0,84693.0,84718.0,84763.0,84799.0,84868.0,84905.0,84985.0,85023.0,85049.0,85071.0,85129.0,85170.0,85192.0,85229.0,85252.0,85264.0,85278.0,85304.0,85322.0,85344.0,85379.0
5087266,32400.0,32456.0,32499.0,32560.0,32637.0,32729.0,32797.0,32853.0,32904.0,32925.0,32974.0,33005.0,33045.0,33093.0,33141.0,33167.0,33191.0,33255.0,33294.0,33326.0,33371.0,33434.0,33485.0,33549.0,33593.0,33620.0,33734.0,33779.0,33859.0,33889.0,33958.0,33978.0,34016.0,34043.0,34081.0,34099.0,34113.0,34153.0,34167.0,34220.0,34240.0,34274.0,34310.0,34380.0,34417.0,34497.0,34522.0,34548.0,34570.0,34628.0,34669.0,34691.0,34728.0,34751.0,34763.0,34777.0,34803.0,34821.0,34843.0,34878.0
5087268,39000.0,39056.0,39099.0,39160.0,39237.0,39308.0,39361.0,39422.0,39458.0,39473.0,39509.0,39535.0,39569.0,39610.0,39647.0,39667.0,39697.0,39776.0,39815.0,39848.0,39911.0,39990.0,40034.0,40088.0,40122.0,40155.0,40234.0,40265.0,40321.0,40357.0,40425.0,40449.0,40528.0,40557.0,40598.0,40618.0,40634.0,40678.0,40693.0,40751.0,40773.0,40812.0,40852.0,40929.0,40970.0,41058.0,41082.0,41108.0,41130.0,41188.0,41229.0,41251.0,41288.0,41311.0,41323.0,41337.0,41363.0,41381.0,41403.0,41438.0
5087273,62400.0,62450.0,62488.0,62543.0,62613.0,62691.0,62748.0,62801.0,62851.0,62872.0,62921.0,62949.0,62986.0,63030.0,63075.0,63099.0,63136.0,63235.0,63283.0,63322.0,63403.0,63473.0,63523.0,63586.0,63624.0,63649.0,63745.0,63783.0,63849.0,63873.0,63944.0,63973.0,64042.0,64078.0,64129.0,64154.0,64174.0,64228.0,64246.0,64318.0,64345.0,64394.0,64447.0,64548.0,64602.0,64719.0,64756.0,64782.0,64804.0,64862.0,64903.0,64925.0,64962.0,64985.0,64997.0,65011.0,65037.0,65055.0,65077.0,65112.0
5087279,84600.0,84646.0,84681.0,84731.0,84795.0,84852.0,84895.0,84949.0,84985.0,85000.0,85036.0,85061.0,85094.0,85132.0,85168.0,85187.0,85220.0,85308.0,85343.0,85371.0,85417.0,85467.0,85506.0,85554.0,85592.0,85624.0,85711.0,85745.0,85806.0,85832.0,85900.0,85934.0,85987.0,86020.0,86067.0,86090.0,86108.0,86158.0,86175.0,86241.0,86266.0,86311.0,86353.0,86434.0,86477.0,86571.0,86611.0,86637.0,86659.0,86717.0,86758.0,86780.0,86817.0,86840.0,86852.0,86866.0,86892.0,86910.0,86932.0,86967.0
5087281,61560.0,61625.0,61675.0,61746.0,61836.0,61939.0,62016.0,62116.0,62216.0,62258.0,62354.0,62403.0,62467.0,62542.0,62616.0,62655.0,62697.0,62808.0,62866.0,62913.0,63017.0,63110.0,63175.0,63255.0,63302.0,63338.0,63466.0,63517.0,63605.0,63629.0,63715.0,63760.0,63892.0,63933.0,63992.0,64020.0,64043.0,64105.0,64126.0,64209.0,64240.0,64295.0,64362.0,64491.0,64560.0,64708.0,64751.0,64777.0,64799.0,64857.0,64898.0,64920.0,64957.0,64980.0,64992.0,65006.0,65032.0,65050.0,65072.0,65107.0
5087285,79200.0,79250.0,79288.0,79343.0,79413.0,79487.0,79541.0,79608.0,79709.0,79751.0,79848.0,79877.0,79915.0,79959.0,80002.0,80024.0,80055.0,80135.0,80170.0,80198.0,80252.0,80316.0,80359.0,80413.0,80450.0,80477.0,80567.0,80603.0,80665.0,80690.0,80758.0,80783.0,80838.0,80871.0,80918.0,80941.0,80959.0,81009.0,81026.0,81093.0,81118.0,81163.0,81199.0,81268.0,81305.0,81385.0,81423.0,81449.0,81471.0,81529.0,81570.0,81592.0,81629.0,81652.0,81664.0,81678.0,81704.0,81722.0,81744.0,81779.0
5087389,52800.0,52862.0,52909.0,52976.0,53062.0,53157.0,53228.0,53291.0,53355.0,53382.0,53443.0,53484.0,53538.0,53601.0,53666.0,53700.0,53743.0,53857.0,53913.0,53960.0,54054.0,54137.0,54195.0,54268.0,54311.0,54348.0,54470.0,54518.0,54604.0,54628.0,54704.0,54731.0,54822.0,54858.0,54909.0,54934.0,54954.0,55008.0,55027.0,55099.0,55126.0,55175.0,55247.0,55385.0,55459.0,55618.0,55663.0,55689.0,55711.0,55769.0,55810.0,55832.0,55869.0,55892.0,55904.0,55918.0,55944.0,55962.0,55984.0,56019.0
5088297,51600.0,51662.0,51709.0,51776.0,51862.0,51957.0,52028.0,52091.0,52155.0,52182.0,52243.0,52284.0,52338.0,52401.0,52466.0,52500.0,52543.0,52657.0,52713.0,52760.0,52854.0,52937.0,52995.0,53068.0,53111.0,53148.0,53270.0,53318.0,53404.0,53428.0,53504.0,53531.0,53622.0,53658.0,53709.0,53734.0,53754.0,53808.0,53827.0,53899.0,53926.0,53975.0,54047.0,54185.0,54259.0,54418.0,54463.0,54489.0,54511.0,54569.0,54610.0,54632.0,54669.0,54692.0,54704.0,54718.0,54744.0,54762.0,54784.0,54819.0
5088299,60600.0,60665.0,60715.0,60786.0,60876.0,60979.0,61056.0,61156.0,61256.0,61298.0,61394.0,61443.0,61507.0,61582.0,61656.0,61695.0,61737.0,61848.0,61906.0,61953.0,62057.0,62150.0,62215.0,62295.0,62342.0,62378.0,62506.0,62557.0,62645.0,62669.0,62755.0,62800.0,62932.0,62973.0,63032.0,63060.0,63083.0,63145.0,63166.0,63249.0,63280.0,63335.0,63402.0,63531.0,63600.0,63748.0,63791.0,63817.0,63839.0,63897.0,63938.0,63960.0,63997.0,64020.0,64032.0,64046.0,64072.0,64090.0,64112.0,64147.0
5088301,70200.0,70254.0,70295.0,70354.0,70429.0,70516.0,70580.0,70651.0,70811.0,70878.0,71032.0,71072.0,71125.0,71188.0,71248.0,71279.0,71319.0,71423.0,71472.0,71512.0,71584.0,71656.0,71707.0,71771.0,71811.0,71835.0,71927.0,71963.0,72027.0,72051.0,72125.0,72149.0,72224.0,72261.0,72314.0,72339.0,72359.0,72415.0,72434.0,72508.0,72536.0,72585.0,72633.0,72725.0,72774.0,72879.0,72924.0,72950.0,72972.0,73030.0,73071.0,73093.0,73130.0,73153.0,73165.0,73179.0,73205.0,73223.0,73245.0,73280.0
5088742,30000.0,30061.0,30108.0,30175.0,30259.0,30353.0,30422.0,30496.0,30553.0,30577.0,30632.0,30670.0,30720.0,30779.0,30850.0,30888.0,30930.0,31041.0,31099.0,31146.0,31225.0,31313.0,31372.0,31445.0,31489.0,31520.0,31621.0,31661.0,31732.0,31756.0,31834.0,31862.0,31942.0,31977.0,32026.0,32050.0,32069.0,32121.0,32139.0,32208.0,32234.0,32280.0,32334.0,32439.0,32495.0,32616.0,32659.0,32685.0,32707.0,32765.0,32806.0,32828.0,32865.0,32888.0,32900.0,32914.0,32940.0,32958.0,32980.0,33015.0
5089427,57480.0,57545.0,57595.0,57666.0,57756.0,57859.0,57936.0,58036.0,58136.0,58178.0,58274.0,58323.0,58387.0,58462.0,58536.0,58575.0,58617.0,58728.0,58786.0,58833.0,58937.0,59030.0,59095.0,59175.0,59222.0,59258.0,59386.0,59437.0,59525.0,59549.0,59635.0,59680.0,59812.0,59853.0,59912.0,59940.0,59963.0,60025.0,60046.0,60129.0,60160.0,60215.0,60282.0,60411.0,60480.0,60628.0,60671.0,60697.0,60719.0,60777.0,60818.0,60840.0,60877.0,60900.0,60912.0,60926.0,60952.0,60970.0,60992.0,61027.0
5089589,36900.0,36963.0,37011.0,37080.0,37168.0,37253.0,37315.0,37380.0,37433.0,37455.0,37506.0,37541.0,37588.0,37643.0,37692.0,37718.0,37758.0,37862.0,37920.0,37968.0,38055.0,38146.0,38206.0,38280.0,38320.0,38351.0,38455.0,38496.0,38568.0,38592.0,38670.0,38698.0,38775.0,38809.0,38857.0,38880.0,38898.0,38948.0,38965.0,39032.0,39057.0,39103.0,39164.0,39282.0,39345.0,39480.0,39543.0,39569.0,39591.0,39649.0,39690.0,39712.0,39749.0,39772.0,39784.0,39798.0,39824.0,39842.0,39864.0,39899.0
5089591,45600.0,45662.0,45709.0,45776.0,45862.0,45957.0,46028.0,46091.0,46155.0,46182.0,46243.0,46284.0,46338.0,46401.0,46466.0,46500.0,46543.0,46657.0,46713.0,46760.0,46854.0,46937.0,46995.0,47068.0,47111.0,47148.0,47270.0,47318.0,47404.0,47428.0,47504.0,47531.0,47622.0,47658.0,47709.0,47734.0,47754.0,47808.0,47827.0,47899.0,47926.0,47975.0,48047.0,48185.0,48259.0,48418.0,48463.0,48489.0,48511.0,48569.0,48610.0,48632.0,48669.0,48692.0,48704.0,48718.0,48744.0,48762.0,48784.0,48819.0
5089593,63600.0,63665.0,63715.0,63786.0,63876.0,63979.0,64056.0,64156.0,64256.0,64298.0,64394.0,64443.0,64507.0,64582.0,64656.0,64695.0,64737.0,64848.0,64906.0,64953.0,65057.0,65150.0,65215.0,65295.0,65342.0,65378.0,65506.0,65557.0,65645.0,65669.0,65755.0,65800.0,65932.0,65973.0,66032.0,66060.0,66083.0,66145.0,66166.0,66249.0,66280.0,66335.0,66402.0,66531.0,66600.0,66748.0,66791.0,66817.0,66839.0,66897.0,66938.0,66960.0,66997.0,67020.0,67032.0,67046.0,67072.0,67090.0,67112.0,67147.0
5090695,54000.0,54065.0,54115.0,54186.0,54276.0,54379.0,54456.0,54556.0,54656.0,54698.0,54794.0,54843.0,54907.0,54982.0,55056.0,55095.0,55137.0,55248.0,55306.0,55353.0,55457.0,55550.0,55615.0,55695.0,55742.0,55778.0,55906.0,55957.0,56045.0,56069.0,56155.0,56200.0,56332.0,56373.0,56432.0,56460.0,56483.0,56545.0,56566.0,56649.0,56680.0,56735.0,56802.0,56931.0,57000.0,57148.0,57191.0,57217.0,57239.0,57297.0,57338.0,57360.0,57397.0,57420.0,57432.0,57446.0,57472.0,57490.0,57512.0,57547.0
5092230,66000.0,66050.0,66088.0,66143.0,66213.0,66291.0,66348.0,66401.0,66451.0,66472.0,66521.0,66549.0,66586.0,66630.0,66675.0,66699.0,66736.0,66835.0,66883.0,66922.0,67003.0,67073.0,67123.0,67186.0,67224.0,67249.0,67345.0,67383.0,67449.0,67473.0,67544.0,67573.0,67642.0,67678.0,67729.0,67754.0,67774.0,67828.0,67846.0,67918.0,67945.0,67994.0,68047.0,68148.0,68202.0,68319.0,68356.0,68382.0,68404.0,68462.0,68503.0,68525.0,68562.0,68585.0,68597.0,68611.0,68637.0,68655.0,68677.0,68712.0
5094187,55200.0,55250.0,55288.0,55343.0,55413.0,55491.0,55548.0,55601.0,55651.0,55672.0,55721.0,55749.0,55786.0,55830.0,55875.0,55899.0,55936.0,56035.0,56083.0,56122.0,56203.0,56273.0,56323.0,56386.0,56424.0,56449.0,56545.0,56583.0,56649.0,56673.0,56744.0,56773.0,56842.0,56878.0,56929.0,56954.0,56974.0,57028.0,57046.0,57118.0,57145.0,57194.0,57247.0,57348.0,57402.0,57519.0,57556.0,57582.0,57604.0,57662.0,57703.0,57725.0,57762.0,57785.0,57797.0,57811.0,57837.0,57855.0,57877.0,57912.0
5094933,26640.0,26702.0,26749.0,26817.0,26904.0,27008.0,27085.0,27193.0,27252.0,27277.0,27333.0,27364.0,27405.0,27454.0,27518.0,27552.0,27590.0,27689.0,27737.0,27776.0,27848.0,27916.0,27973.0,28044.0,28093.0,28121.0,28229.0,28272.0,28347.0,28371.0,28445.0,28478.0,28535.0,28572.0,28625.0,28650.0,28670.0,28726.0,28745.0,28819.0,28847.0,28898.0,28937.0,29013.0,29054.0,29141.0,29192.0,29218.0,29240.0,29298.0,29339.0,29361.0,29398.0,29421.0,29433.0,29447.0,29473.0,29491.0,29513.0,29548.0
5094936,48000.0,48062.0,48109.0,48176.0,48262.0,48357.0,48428.0,48491.0,48555.0,48582.0,48643.0,48684.0,48738.0,48801.0,48866.0,48900.0,48943.0,49057.0,49113.0,49160.0,49254.0,49337.0,49395.0,49468.0,49511.0,49548.0,49670.0,49718.0,49804.0,49828.0,49904.0,49931.0,50022.0,50058.0,50109.0,50134.0,50154.0,50208.0,50227.0,50299.0,50326.0,50375.0,50447.0,50585.0,50659.0,50818.0,50863.0,50889.0,50911.0,50969.0,51010.0,51032.0,51069.0,51092.0,51104.0,51118.0,51144.0,51162.0,51184.0,51219.0
5094940,66000.0,66065.0,66115.0,66186.0,66276.0,66379.0,66456.0,66556.0,66656.0,66698.0,66794.0,66843.0,66907.0,66982.0,67056.0,67095.0,67137.0,67248.0,67306.0,67353.0,67457.0,67550.0,67615.0,67695.0,67742.0,67778.0,67906.0,67957.0,68045.0,68069.0,68155.0,68200.0,68332.0,68373.0,68432.0,68460.0,68483.0,68545.0,68566.0,68649.0,68680.0,68735.0,68802.0,68931.0,69000.0,69148.0,69191.0,69217.0,69239.0,69297.0,69338.0,69360.0,69397.0,69420.0,69432.0,69446.0,69472.0,69490.0,69512.0,69547.0
5095138,25500.0,25562.0,25609.0,25677.0,25764.0,25868.0,25945.0,26053.0,26112.0,26137.0,26193.0,26224.0,26265.0,26314.0,26378.0,26412.0,26450.0,26549.0,26597.0,26636.0,26708.0,26776.0,26833.0,26904.0,26953.0,26981.0,27089.0,27132.0,27207.0,27231.0,27305.0,27338.0,27395.0,27432.0,27485.0,27510.0,27530.0,27586.0,27605.0,27679.0,27707.0,27758.0,27797.0,27873.0,27914.0,28001.0,28052.0,28078.0,28100.0,28158.0,28199.0,28221.0,28258.0,28281.0,28293.0,28307.0,28333.0,28351.0,28373.0,28408.0
5095140,42000.0,42063.0,42111.0,42180.0,42268.0,42353.0,42415.0,42480.0,42533.0,42555.0,42606.0,42641.0,42688.0,42743.0,42792.0,42818.0,42858.0,42962.0,43020.0,43068.0,43155.0,43246.0,43306.0,43380.0,43420.0,43451.0,43555.0,43596.0,43668.0,43692.0,43770.0,43798.0,43875.0,43909.0,43957.0,43980.0,43998.0,44048.0,44065.0,44132.0,44157.0,44203.0,44264.0,44382.0,44445.0,44580.0,44643.0,44669.0,44691.0,44749.0,44790.0,44812.0,44849.0,44872.0,44884.0,44898.0,44924.0,44942.0,44964.0,44999.0
5095148,77400.0,77450.0,77488.0,77543.0,77613.0,77687.0,77741.0,77808.0,77909.0,77951.0,78048.0,78077.0,78115.0,78159.0,78202.0,78224.0,78255.0,78335.0,78370.0,78398.0,78452.0,78516.0,78559.0,78613.0,78650.0,78677.0,78767.0,78803.0,78865.0,78890.0,78958.0,78983.0,79038.0,79071.0,79118.0,79141.0,79159.0,79209.0,79226.0,79293.0,79318.0,79363.0,79399.0,79468.0,79505.0,79585.0,79623.0,79649.0,79671.0,79729.0,79770.0,79792.0,79829.0,79852.0,79864.0,79878.0,79904.0,79922.0,79944.0,79979.0
5095150,84600.0,84650.0,84688.0,84743.0,84813.0,84887.0,84941.0,85008.0,85109.0,85151.0,85248.0,85277.0,85315.0,85359.0,85402.0,85424.0,85455.0,85535.0,85570.0,85598.0,85652.0,85716.0,85759.0,85813.0,85850.0,85877.0,85967.0,86003.0,86065.0,86090.0,86158.0,86183.0,86238.0,86271.0,86318.0,86341.0,86359.0,86409.0,86426.0,86493.0,86518.0,86563.0,86599.0,86668.0,86705.0,86785.0,86823.0,86849.0,86871.0,86929.0,86970.0,86992.0,87029.0,87052.0,87064.0,87078.0,87104.0,87122.0,87144.0,87179.0
5095203,53400.0,53453.0,53493.0,53550.0,53623.0,53709.0,53772.0,53837.0,53886.0,53907.0,53954.0,53985.0,54026.0,54075.0,54133.0,54163.0,54203.0,54309.0,54357.0,54396.0,54504.0,54645.0,54696.0,54759.0,54801.0,54834.0,54963.0,55014.0,55103.0,55138.0,55212.0,55256.0,55322.0,55358.0,55409.0,55433.0,55453.0,55507.0,55525.0,55597.0,55624.0,55672.0,55724.0,55824.0,55878.0,55993.0,56056.0,56082.0,56104.0,56162.0,56203.0,56225.0,56262.0,56285.0,56297.0,56311.0,56337.0,56355.0,56377.0,56412.0
5095207,69300.0,69343.0,69376.0,69423.0,69484.0,69562.0,69619.0,69676.0,69712.0,69727.0,69763.0,69793.0,69833.0,69881.0,69933.0,69961.0,69996.0,70088.0,70119.0,70145.0,70205.0,70258.0,70297.0,70345.0,70379.0,70403.0,70482.0,70513.0,70569.0,70600.0,70673.0,70697.0,70767.0,70799.0,70844.0,70866.0,70883.0,70931.0,70947.0,71010.0,71034.0,71076.0,71118.0,71198.0,71241.0,71334.0,71367.0,71393.0,71415.0,71473.0,71514.0,71536.0,71573.0,71596.0,71608.0,71622.0,71648.0,71666.0,71688.0,71723.0
5095209,76500.0,76546.0,76581.0,76631.0,76695.0,76752.0,76795.0,76849.0,76885.0,76900.0,76936.0,76961.0,76994.0,77032.0,77068.0,77087.0,77120.0,77208.0,77243.0,77271.0,77317.0,77367.0,77406.0,77454.0,77492.0,77524.0,77611.0,77645.0,77706.0,77732.0,77800.0,77834.0,77887.0,77920.0,77967.0,77990.0,78008.0,78058.0,78075.0,78141.0,78166.0,78211.0,78253.0,78334.0,78377.0,78471.0,78511.0,78537.0,78559.0,78617.0,78658.0,78680.0,78717.0,78740.0,78752.0,78766.0,78792.0,78810.0,78832.0,78867.0
5095421,33000.0,33061.0,33108.0,33175.0,33259.0,33353.0,33422.0,33496.0,33553.0,33577.0,33632.0,33670.0,33720.0,33779.0,33850.0,33888.0,33930.0,34041.0,34099.0,34146.0,34225.0,34313.0,34372.0,34445.0,34489.0,34520.0,34621.0,34661.0,34732.0,34756.0,34834.0,34862.0,34942.0,34977.0,35026.0,35050.0,35069.0,35121.0,35139.0,35208.0,35234.0,35280.0,35334.0,35439.0,35495.0,35616.0,35659.0,35685.0,35707.0,35765.0,35806.0,35828.0,35865.0,35888.0,35900.0,35914.0,35940.0,35958.0,35980.0,36015.0
5095996,24000.0,24062.0,24109.0,24177.0,24264.0,24368.0,24445.0,24553.0,24612.0,24637.0,24693.0,24724.0,24765.0,24814.0,24878.0,24912.0,24950.0,25049.0,25097.0,25136.0,25208.0,25276.0,25333.0,25404.0,25453.0,25481.0,25589.0,25632.0,25707.0,25731.0,25805.0,25838.0,25895.0,25932.0,25985.0,26010.0,26030.0,26086.0,26105.0,26179.0,26207.0,26258.0,26297.0,26373.0,26414.0,26501.0,26552.0,26578.0,26600.0,26658.0,26699.0,26721.0,26758.0,26781.0,26793.0,26807.0,26833.0,26851.0,26873.0,26908.0
5095998,34200.0,34261.0,34308.0,34375.0,34459.0,34553.0,34622.0,34696.0,34753.0,34777.0,34832.0,34870.0,34920.0,34979.0,35050.0,35088.0,35130.0,35241.0,35299.0,35346.0,35425.0,35513.0,35572.0,35645.0,35689.0,35720.0,35821.0,35861.0,35932.0,35956.0,36034.0,36062.0,36142.0,36177.0,36226.0,36250.0,36269.0,36321.0,36339.0,36408.0,36434.0,36480.0,36534.0,36639.0,36695.0,36816.0,36859.0,36885.0,36907.0,36965.0,37006.0,37028.0,37065.0,37088.0,37100.0,37114.0,37140.0,37158.0,37180.0,37215.0
5096000,43200.0,43262.0,43309.0,43376.0,43462.0,43557.0,43628.0,43691.0,43755.0,43782.0,43843.0,43884.0,43938.0,44001.0,44066.0,44100.0,44143.0,44257.0,44313.0,44360.0,44454.0,44537.0,44595.0,44668.0,44711.0,44748.0,44870.0,44918.0,45004.0,45028.0,45104.0,45131.0,45222.0,45258.0,45309.0,45334.0,45354.0,45408.0,45427.0,45499.0,45526.0,45575.0,45647.0,45785.0,45859.0,46018.0,46063.0,46089.0,46111.0,46169.0,46210.0,46232.0,46269.0,46292.0,46304.0,46318.0,46344.0,46362.0,46384.0,46419.0
5096807,51000.0,51053.0,51093.0,51150.0,51223.0,51309.0,51372.0,51437.0,51486.0,51507.0,51554.0,51585.0,51626.0,51675.0,51733.0,51763.0,51803.0,51909.0,51957.0,51996.0,52104.0,52245.0,52296.0,52359.0,52401.0,52434.0,52563.0,52614.0,52703.0,52738.0,52812.0,52856.0,52922.0,52958.0,53009.0,53033.0,53053.0,53107.0,53125.0,53197.0,53224.0,53272.0,53324.0,53424.0,53478.0,53593.0,53656.0,53682.0,53704.0,53762.0,53803.0,53825.0,53862.0,53885.0,53897.0,53911.0,53937.0,53955.0,53977.0,54012.0
5096809,59400.0,59450.0,59488.0,59543.0,59613.0,59691.0,59748.0,59801.0,59851.0,59872.0,59921.0,59949.0,59986.0,60030.0,60075.0,60099.0,60136.0,60235.0,60283.0,60322.0,60403.0,60473.0,60523.0,60586.0,60624.0,60649.0,60745.0,60783.0,60849.0,60873.0,60944.0,60973.0,61042.0,61078.0,61129.0,61154.0,61174.0,61228.0,61246.0,61318.0,61345.0,61394.0,61447.0,61548.0,61602.0,61719.0,61756.0,61782.0,61804.0,61862.0,61903.0,61925.0,61962.0,61985.0,61997.0,62011.0,62037.0,62055.0,62077.0,62112.0
5096811,67500.0,67550.0,67588.0,67643.0,67713.0,67791.0,67848.0,67901.0,67951.0,67972.0,68021.0,68049.0,68086.0,68130.0,68175.0,68199.0,68236.0,68335.0,68383.0,68422.0,68503.0,68573.0,68623.0,68686.0,68724.0,68749.0,68845.0,68883.0,68949.0,68973.0,69044.0,69073.0,69142.0,69178.0,69229.0,69254.0,69274.0,69328.0,69346.0,69418.0,69445.0,69494.0,69547.0,69648.0,69702.0,69819.0,69856.0,69882.0,69904.0,69962.0,70003.0,70025.0,70062.0,70085.0,70097.0,70111.0,70137.0,70155.0,70177.0,70212.0
5097319,47700.0,47753.0,47793.0,47850.0,47923.0,48009.0,48072.0,48137.0,48186.0,48207.0,48254.0,48285.0,48326.0,48375.0,48433.0,48463.0,48503.0,48609.0,48657.0,48696.0,48804.0,48945.0,48996.0,49059.0,49101.0,49134.0,49263.0,49314.0,49403.0,49438.0,49512.0,49556.0,49622.0,49658.0,49709.0,49733.0,49753.0,49807.0,49825.0,49897.0,49924.0,49972.0,50024.0,50124.0,50178.0,50293.0,50356.0,50382.0,50404.0,50462.0,50503.0,50525.0,50562.0,50585.0,50597.0,50611.0,50637.0,50655.0,50677.0,50712.0
5097323,63600.0,63650.0,63688.0,63743.0,63813.0,63891.0,63948.0,64001.0,64051.0,64072.0,64121.0,64149.0,64186.0,64230.0,64275.0,64299.0,64336.0,64435.0,64483.0,64522.0,64603.0,64673.0,64723.0,64786.0,64824.0,64849.0,64945.0,64983.0,65049.0,65073.0,65144.0,65173.0,65242.0,65278.0,65329.0,65354.0,65374.0,65428.0,65446.0,65518.0,65545.0,65594.0,65647.0,65748.0,65802.0,65919.0,65956.0,65982.0,66004.0,66062.0,66103.0,66125.0,66162.0,66185.0,66197.0,66211.0,66237.0,66255.0,66277.0,66312.0
5097325,71100.0,71143.0,71176.0,71223.0,71284.0,71362.0,71419.0,71476.0,71512.0,71527.0,71563.0,71593.0,71633.0,71681.0,71733.0,71761.0,71796.0,71888.0,71919.0,71945.0,72005.0,72058.0,72097.0,72145.0,72179.0,72203.0,72282.0,72313.0,72369.0,72400.0,72473.0,72497.0,72567.0,72599.0,72644.0,72666.0,72683.0,72731.0,72747.0,72810.0,72834.0,72876.0,72918.0,72998.0,73041.0,73134.0,73167.0,73193.0,73215.0,73273.0,73314.0,73336.0,73373.0,73396.0,73408.0,73422.0,73448.0,73466.0,73488.0,73523.0
5097327,78300.0,78346.0,78381.0,78431.0,78495.0,78552.0,78595.0,78649.0,78685.0,78700.0,78736.0,78761.0,78794.0,78832.0,78868.0,78887.0,78920.0,79008.0,79043.0,79071.0,79117.0,79167.0,79206.0,79254.0,79292.0,79324.0,79411.0,79445.0,79506.0,79532.0,79600.0,79634.0,79687.0,79720.0,79767.0,79790.0,79808.0,79858.0,79875.0,79941.0,79966.0,80011.0,80053.0,80134.0,80177.0,80271.0,80311.0,80337.0,80359.0,80417.0,80458.0,80480.0,80517.0,80540.0,80552.0,80566.0,80592.0,80610.0,80632.0,80667.0
5097920,41400.0,41456.0,41499.0,41560.0,41637.0,41708.0,41761.0,41822.0,41858.0,41873.0,41909.0,41935.0,41969.0,42010.0,42047.0,42067.0,42097.0,42176.0,42215.0,42248.0,42311.0,42390.0,42434.0,42488.0,42522.0,42555.0,42634.0,42665.0,42721.0,42757.0,42825.0,42849.0,42928.0,42957.0,42998.0,43018.0,43034.0,43078.0,43093.0,43151.0,43173.0,43212.0,43252.0,43329.0,43370.0,43458.0,43482.0,43508.0,43530.0,43588.0,43629.0,43651.0,43688.0,43711.0,43723.0,43737.0,43763.0,43781.0,43803.0,43838.0
5097922,60600.0,60650.0,60688.0,60743.0,60813.0,60891.0,60948.0,61001.0,61051.0,61072.0,61121.0,61149.0,61186.0,61230.0,61275.0,61299.0,61336.0,61435.0,61483.0,61522.0,61603.0,61673.0,61723.0,61786.0,61824.0,61849.0,61945.0,61983.0,62049.0,62073.0,62144.0,62173.0,62242.0,62278.0,62329.0,62354.0,62374.0,62428.0,62446.0,62518.0,62545.0,62594.0,62647.0,62748.0,62802.0,62919.0,62956.0,62982.0,63004.0,63062.0,63103.0,63125.0,63162.0,63185.0,63197.0,63211.0,63237.0,63255.0,63277.0,63312.0
5098279,59700.0,59765.0,59815.0,59886.0,59976.0,60079.0,60156.0,60256.0,60356.0,60398.0,60494.0,60543.0,60607.0,60682.0,60756.0,60795.0,60837.0,60948.0,61006.0,61053.0,61157.0,61250.0,61315.0,61395.0,61442.0,61478.0,61606.0,61657.0,61745.0,61769.0,61855.0,61900.0,62032.0,62073.0,62132.0,62160.0,62183.0,62245.0,62266.0,62349.0,62380.0,62435.0,62502.0,62631.0,62700.0,62848.0,62891.0,62917.0,62939.0,62997.0,63038.0,63060.0,63097.0,63120.0,63132.0,63146.0,63172.0,63190.0,63212.0,63247.0
5098512,35400.0,35461.0,35508.0,35575.0,35659.0,35753.0,35822.0,35896.0,35953.0,35977.0,36032.0,36070.0,36120.0,36179.0,36250.0,36288.0,36330.0,36441.0,36499.0,36546.0,36625.0,36713.0,36772.0,36845.0,36889.0,36920.0,37021.0,37061.0,37132.0,37156.0,37234.0,37262.0,37342.0,37377.0,37426.0,37450.0,37469.0,37521.0,37539.0,37608.0,37634.0,37680.0,37734.0,37839.0,37895.0,38016.0,38059.0,38085.0,38107.0,38165.0,38206.0,38228.0,38265.0,38288.0,38300.0,38314.0,38340.0,38358.0,38380.0,38415.0
5098514,44400.0,44462.0,44509.0,44576.0,44662.0,44757.0,44828.0,44891.0,44955.0,44982.0,45043.0,45084.0,45138.0,45201.0,45266.0,45300.0,45343.0,45457.0,45513.0,45560.0,45654.0,45737.0,45795.0,45868.0,45911.0,45948.0,46070.0,46118.0,46204.0,46228.0,46304.0,46331.0,46422.0,46458.0,46509.0,46534.0,46554.0,46608.0,46627.0,46699.0,46726.0,46775.0,46847.0,46985.0,47059.0,47218.0,47263.0,47289.0,47311.0,47369.0,47410.0,47432.0,47469.0,47492.0,47504.0,47518.0,47544.0,47562.0,47584.0,47619.0
