tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P,058_P,059_P,060_P
5008358,44400.0,44464.0,44513.0,44583.0,44672.0,44771.0,44845.0,44910.0,44976.0,45004.0,45068.0,45110.0,45166.0,45232.0,45299.0,45335.0,45380.0,45498.0,45557.0,45605.0,45703.0,45789.0,45850.0,45925.0,45970.0,46008.0,46135.0,46185.0,46274.0,46299.0,46378.0,46406.0,46501.0,46539.0,46592.0,46618.0,46639.0,46695.0,46714.0,46789.0,46817.0,46868.0,46943.0,47087.0,47164.0,47329.0,47376.0,47403.0,47425.0,47485.0,47528.0,47550.0,47589.0,47613.0,47625.0,47640.0,47667.0,47685.0,47708.0,47746.0
5008362,62400.0,62468.0,62520.0,62594.0,62687.0,62795.0,62874.0,62978.0,63081.0,63124.0,63225.0,63276.0,63343.0,63421.0,63498.0,63539.0,63583.0,63698.0,63758.0,63807.0,63915.0,64012.0,64079.0,64163.0,64212.0,64249.0,64382.0,64435.0,64527.0,64552.0,64641.0,64688.0,64825.0,64868.0,64929.0,64958.0,64982.0,65046.0,65068.0,65154.0,65186.0,65244.0,65314.0,65448.0,65520.0,65673.0,65718.0,65745.0,65767.0,65827.0,65870.0,65892.0,65931.0,65955.0,65967.0,65982.0,66009.0,66027.0,66050.0,66088.0
5008364,72000.0,72056.0,72099.0,72160.0,72238.0,72328.0,72395.0,72469.0,72635.0,72704.0,72865.0,72907.0,72962.0,73027.0,73089.0,73122.0,73163.0,73272.0,73323.0,73365.0,73440.0,73515.0,73568.0,73635.0,73677.0,73702.0,73798.0,73836.0,73902.0,73927.0,74004.0,74029.0,74107.0,74146.0,74201.0,74227.0,74248.0,74306.0,74326.0,74403.0,74432.0,74482.0,74532.0,74627.0,74678.0,74788.0,74835.0,74862.0,74884.0,74944.0,74987.0,75009.0,75048.0,75072.0,75084.0,75099.0,75126.0,75144.0,75167.0,75205.0
5008932,25500.0,25565.0,25614.0,25685.0,25775.0,25883.0,25963.0,26075.0,26136.0,26162.0,26221.0,26254.0,26297.0,26347.0,26414.0,26449.0,26488.0,26591.0,26640.0,26681.0,26756.0,26827.0,26886.0,26960.0,27011.0,27040.0,27152.0,27197.0,27275.0,27300.0,27377.0,27411.0,27470.0,27509.0,27564.0,27590.0,27611.0,27669.0,27689.0,27766.0,27795.0,27848.0,27889.0,27968.0,28010.0,28101.0,28154.0,28181.0,28203.0,28263.0,28306.0,28328.0,28367.0,28391.0,28403.0,28418.0,28445.0,28463.0,28486.0,28524.0
5008934,42000.0,42066.0,42116.0,42188.0,42279.0,42367.0,42432.0,42500.0,42555.0,42578.0,42631.0,42668.0,42716.0,42773.0,42824.0,42851.0,42892.0,43001.0,43061.0,43111.0,43201.0,43296.0,43358.0,43435.0,43477.0,43509.0,43617.0,43660.0,43735.0,43760.0,43841.0,43870.0,43950.0,43985.0,44035.0,44059.0,44078.0,44130.0,44148.0,44218.0,44244.0,44291.0,44355.0,44477.0,44542.0,44683.0,44749.0,44776.0,44798.0,44858.0,44901.0,44923.0,44962.0,44986.0,44998.0,45013.0,45040.0,45058.0,45081.0,45119.0
5008942,77400.0,77452.0,77492.0,77549.0,77621.0,77697.0,77754.0,77824.0,77929.0,77973.0,78074.0,78104.0,78143.0,78189.0,78234.0,78257.0,78289.0,78372.0,78408.0,78438.0,78494.0,78561.0,78606.0,78662.0,78700.0,78728.0,78821.0,78858.0,78923.0,78949.0,79020.0,79046.0,79103.0,79138.0,79187.0,79211.0,79230.0,79282.0,79300.0,79369.0,79395.0,79441.0,79478.0,79550.0,79589.0,79672.0,79712.0,79739.0,79761.0,79821.0,79864.0,79886.0,79925.0,79949.0,79961.0,79976.0,80003.0,80021.0,80044.0,80082.0
5008944,84600.0,84652.0,84692.0,84749.0,84821.0,84897.0,84954.0,85024.0,85129.0,85173.0,85274.0,85304.0,85343.0,85389.0,85434.0,85457.0,85489.0,85572.0,85608.0,85638.0,85694.0,85761.0,85806.0,85862.0,85900.0,85928.0,86021.0,86058.0,86123.0,86149.0,86220.0,86246.0,86303.0,86338.0,86387.0,86411.0,86430.0,86482.0,86500.0,86569.0,86595.0,86641.0,86678.0,86750.0,86789.0,86872.0,86912.0,86939.0,86961.0,87021.0,87064.0,87086.0,87125.0,87149.0,87161.0,87176.0,87203.0,87221.0,87244.0,87282.0
5009678,51600.0,51664.0,51713.0,51783.0,51872.0,51971.0,52045.0,52110.0,52176.0,52204.0,52268.0,52310.0,52366.0,52432.0,52499.0,52535.0,52580.0,52698.0,52757.0,52805.0,52903.0,52989.0,53050.0,53125.0,53170.0,53208.0,53335.0,53385.0,53474.0,53499.0,53578.0,53606.0,53701.0,53739.0,53792.0,53818.0,53839.0,53895.0,53914.0,53989.0,54017.0,54068.0,54143.0,54287.0,54364.0,54529.0,54576.0,54603.0,54625.0,54685.0,54728.0,54750.0,54789.0,54813.0,54825.0,54840.0,54867.0,54885.0,54908.0,54946.0
5009680,60600.0,60668.0,60720.0,60794.0,60887.0,60995.0,61074.0,61178.0,61281.0,61324.0,61425.0,61476.0,61543.0,61621.0,61698.0,61739.0,61783.0,61898.0,61958.0,62007.0,62115.0,62212.0,62279.0,62363.0,62412.0,62449.0,62582.0,62635.0,62727.0,62752.0,62841.0,62888.0,63025.0,63068.0,63129.0,63158.0,63182.0,63246.0,63268.0,63354.0,63386.0,63444.0,63514.0,63648.0,63720.0,63873.0,63918.0,63945.0,63967.0,64027.0,64070.0,64092.0,64131.0,64155.0,64167.0,64182.0,64209.0,64227.0,64250.0,64288.0
5009682,70200.0,70256.0,70299.0,70360.0,70438.0,70528.0,70595.0,70669.0,70835.0,70904.0,71065.0,71107.0,71162.0,71227.0,71289.0,71322.0,71363.0,71472.0,71523.0,71565.0,71640.0,71715.0,71768.0,71835.0,71877.0,71902.0,71998.0,72036.0,72102.0,72127.0,72204.0,72229.0,72307.0,72346.0,72401.0,72427.0,72448.0,72506.0,72526.0,72603.0,72632.0,72682.0,72732.0,72827.0,72878.0,72988.0,73035.0,73062.0,73084.0,73144.0,73187.0,73209.0,73248.0,73272.0,73284.0,73299.0,73326.0,73344.0,73367.0,73405.0
5010055,50400.0,50464.0,50513.0,50583.0,50672.0,50771.0,50845.0,50910.0,50976.0,51004.0,51068.0,51110.0,51166.0,51232.0,51299.0,51335.0,51380.0,51498.0,51557.0,51605.0,51703.0,51789.0,51850.0,51925.0,51970.0,52008.0,52135.0,52185.0,52274.0,52299.0,52378.0,52406.0,52501.0,52539.0,52592.0,52618.0,52639.0,52695.0,52714.0,52789.0,52817.0,52868.0,52943.0,53087.0,53164.0,53329.0,53376.0,53403.0,53425.0,53485.0,53528.0,53550.0,53589.0,53613.0,53625.0,53640.0,53667.0,53685.0,53708.0,53746.0
5010059,68400.0,68456.0,68499.0,68560.0,68638.0,68728.0,68795.0,68869.0,69035.0,69104.0,69265.0,69307.0,69362.0,69427.0,69489.0,69522.0,69563.0,69672.0,69723.0,69765.0,69840.0,69915.0,69968.0,70035.0,70077.0,70102.0,70198.0,70236.0,70302.0,70327.0,70404.0,70429.0,70507.0,70546.0,70601.0,70627.0,70648.0,70706.0,70726.0,70803.0,70832.0,70882.0,70932.0,71027.0,71078.0,71188.0,71235.0,71262.0,71284.0,71344.0,71387.0,71409.0,71448.0,71472.0,71484.0,71499.0,71526.0,71544.0,71567.0,71605.0
5010772,54000.0,54068.0,54120.0,54194.0,54287.0,54395.0,54474.0,54578.0,54681.0,54724.0,54825.0,54876.0,54943.0,55021.0,55098.0,55139.0,55183.0,55298.0,55358.0,55407.0,55515.0,55612.0,55679.0,55763.0,55812.0,55849.0,55982.0,56035.0,56127.0,56152.0,56241.0,56288.0,56425.0,56468.0,56529.0,56558.0,56582.0,56646.0,56668.0,56754.0,56786.0,56844.0,56914.0,57048.0,57120.0,57273.0,57318.0,57345.0,57367.0,57427.0,57470.0,57492.0,57531.0,57555.0,57567.0,57582.0,57609.0,57627.0,57650.0,57688.0
5010983,33000.0,33063.0,33111.0,33180.0,33269.0,33367.0,33439.0,33516.0,33575.0,33600.0,33657.0,33697.0,33749.0,33810.0,33884.0,33923.0,33967.0,34082.0,34142.0,34191.0,34273.0,34365.0,34426.0,34502.0,34548.0,34580.0,34685.0,34727.0,34800.0,34825.0,34906.0,34935.0,35018.0,35054.0,35105.0,35129.0,35149.0,35203.0,35221.0,35293.0,35320.0,35369.0,35426.0,35535.0,35593.0,35718.0,35763.0,35790.0,35812.0,35872.0,35915.0,35937.0,35976.0,36000.0,36012.0,36027.0,36054.0,36072.0,36095.0,36133.0
5013395,59700.0,59768.0,59820.0,59894.0,59987.0,60095.0,60174.0,60278.0,60381.0,60424.0,60525.0,60576.0,60643.0,60721.0,60798.0,60839.0,60883.0,60998.0,61058.0,61107.0,61215.0,61312.0,61379.0,61463.0,61512.0,61549.0,61682.0,61735.0,61827.0,61852.0,61941.0,61988.0,62125.0,62168.0,62229.0,62258.0,62282.0,62346.0,62368.0,62454.0,62486.0,62544.0,62614.0,62748.0,62820.0,62973.0,63018.0,63045.0,63067.0,63127.0,63170.0,63192.0,63231.0,63255.0,63267.0,63282.0,63309.0,63327.0,63350.0,63388.0
5013642,64800.0,64868.0,64920.0,64994.0,65087.0,65195.0,65274.0,65378.0,65481.0,65524.0,65625.0,65676.0,65743.0,65821.0,65898.0,65939.0,65983.0,66098.0,66158.0,66207.0,66315.0,66412.0,66479.0,66563.0,66612.0,66649.0,66782.0,66835.0,66927.0,66952.0,67041.0,67088.0,67225.0,67268.0,67329.0,67358.0,67382.0,67446.0,67468.0,67554.0,67586.0,67644.0,67714.0,67848.0,67920.0,68073.0,68118.0,68145.0,68167.0,68227.0,68270.0,68292.0,68331.0,68355.0,68367.0,68382.0,68409.0,68427.0,68450.0,68488.0
5013644,73800.0,73856.0,73899.0,73960.0,74038.0,74128.0,74195.0,74269.0,74435.0,74504.0,74665.0,74707.0,74762.0,74827.0,74889.0,74922.0,74963.0,75072.0,75123.0,75165.0,75240.0,75315.0,75368.0,75435.0,75477.0,75502.0,75598.0,75636.0,75702.0,75727.0,75804.0,75829.0,75907.0,75946.0,76001.0,76027.0,76048.0,76106.0,76126.0,76203.0,76232.0,76282.0,76332.0,76427.0,76478.0,76588.0,76635.0,76662.0,76684.0,76744.0,76787.0,76809.0,76848.0,76872.0,76884.0,76899.0,76926.0,76944.0,76967.0,77005.0
5013646,81000.0,81052.0,81092.0,81149.0,81221.0,81297.0,81354.0,81424.0,81529.0,81573.0,81674.0,81704.0,81743.0,81789.0,81834.0,81857.0,81889.0,81972.0,82008.0,82038.0,82094.0,82161.0,82206.0,82262.0,82300.0,82328.0,82421.0,82458.0,82523.0,82549.0,82620.0,82646.0,82703.0,82738.0,82787.0,82811.0,82830.0,82882.0,82900.0,82969.0,82995.0,83041.0,83078.0,83150.0,83189.0,83272.0,83312.0,83339.0,83361.0,83421.0,83464.0,83486.0,83525.0,83549.0,83561.0,83576.0,83603.0,83621.0,83644.0,83682.0
5015320,40200.0,40266.0,40316.0,40388.0,40479.0,40567.0,40632.0,40700.0,40755.0,40778.0,40831.0,40868.0,40916.0,40973.0,41024.0,41051.0,41092.0,41201.0,41261.0,41311.0,41401.0,41496.0,41558.0,41635.0,41677.0,41709.0,41817.0,41860.0,41935.0,41960.0,42041.0,42070.0,42150.0,42185.0,42235.0,42259.0,42278.0,42330.0,42348.0,42418.0,42444.0,42491.0,42555.0,42677.0,42742.0,42883.0,42949.0,42976.0,42998.0,43058.0,43101.0,43123.0,43162.0,43186.0,43198.0,43213.0,43240.0,43258.0,43281.0,43319.0
5015322,49200.0,49264.0,49313.0,49383.0,49472.0,49571.0,49645.0,49710.0,49776.0,49804.0,49868.0,49910.0,49966.0,50032.0,50099.0,50135.0,50180.0,50298.0,50357.0,50405.0,50503.0,50589.0,50650.0,50725.0,50770.0,50808.0,50935.0,50985.0,51074.0,51099.0,51178.0,51206.0,51301.0,51339.0,51392.0,51418.0,51439.0,51495.0,51514.0,51589.0,51617.0,51668.0,51743.0,51887.0,51964.0,52129.0,52176.0,52203.0,52225.0,52285.0,52328.0,52350.0,52389.0,52413.0,52425.0,52440.0,52467.0,52485.0,52508.0,52546.0
5015324,58200.0,58268.0,58320.0,58394.0,58487.0,58595.0,58674.0,58778.0,58881.0,58924.0,59025.0,59076.0,59143.0,59221.0,59298.0,59339.0,59383.0,59498.0,59558.0,59607.0,59715.0,59812.0,59879.0,59963.0,60012.0,60049.0,60182.0,60235.0,60327.0,60352.0,60441.0,60488.0,60625.0,60668.0,60729.0,60758.0,60782.0,60846.0,60868.0,60954.0,60986.0,61044.0,61114.0,61248.0,61320.0,61473.0,61518.0,61545.0,61567.0,61627.0,61670.0,61692.0,61731.0,61755.0,61767.0,61782.0,61809.0,61827.0,61850.0,61888.0
5015326,67200.0,67268.0,67320.0,67394.0,67487.0,67595.0,67674.0,67778.0,67881.0,67924.0,68025.0,68076.0,68143.0,68221.0,68298.0,68339.0,68383.0,68498.0,68558.0,68607.0,68715.0,68812.0,68879.0,68963.0,69012.0,69049.0,69182.0,69235.0,69327.0,69352.0,69441.0,69488.0,69625.0,69668.0,69729.0,69758.0,69782.0,69846.0,69868.0,69954.0,69986.0,70044.0,70114.0,70248.0,70320.0,70473.0,70518.0,70545.0,70567.0,70627.0,70670.0,70692.0,70731.0,70755.0,70767.0,70782.0,70809.0,70827.0,70850.0,70888.0
5017310,28800.0,28863.0,28911.0,28980.0,29069.0,29167.0,29239.0,29316.0,29375.0,29400.0,29457.0,29497.0,29549.0,29610.0,29684.0,29723.0,29767.0,29882.0,29942.0,29991.0,30073.0,30165.0,30226.0,30302.0,30348.0,30380.0,30485.0,30527.0,30600.0,30625.0,30706.0,30735.0,30818.0,30854.0,30905.0,30929.0,30949.0,31003.0,31021.0,31093.0,31120.0,31169.0,31226.0,31335.0,31393.0,31518.0,31563.0,31590.0,31612.0,31672.0,31715.0,31737.0,31776.0,31800.0,31812.0,31827.0,31854.0,31872.0,31895.0,31933.0
5017314,46800.0,46864.0,46913.0,46983.0,47072.0,47171.0,47245.0,47310.0,47376.0,47404.0,47468.0,47510.0,47566.0,47632.0,47699.0,47735.0,47780.0,47898.0,47957.0,48005.0,48103.0,48189.0,48250.0,48325.0,48370.0,48408.0,48535.0,48585.0,48674.0,48699.0,48778.0,48806.0,48901.0,48939.0,48992.0,49018.0,49039.0,49095.0,49114.0,49189.0,49217.0,49268.0,49343.0,49487.0,49564.0,49729.0,49776.0,49803.0,49825.0,49885.0,49928.0,49950.0,49989.0,50013.0,50025.0,50040.0,50067.0,50085.0,50108.0,50146.0
5017319,75600.0,75652.0,75692.0,75749.0,75821.0,75897.0,75954.0,76024.0,76129.0,76173.0,76274.0,76304.0,76343.0,76389.0,76434.0,76457.0,76489.0,76572.0,76608.0,76638.0,76694.0,76761.0,76806.0,76862.0,76900.0,76928.0,77021.0,77058.0,77123.0,77149.0,77220.0,77246.0,77303.0,77338.0,77387.0,77411.0,77430.0,77482.0,77500.0,77569.0,77595.0,77641.0,77678.0,77750.0,77789.0,77872.0,77912.0,77939.0,77961.0,78021.0,78064.0,78086.0,78125.0,78149.0,78161.0,78176.0,78203.0,78221.0,78244.0,78282.0
5017321,82800.0,82852.0,82892.0,82949.0,83021.0,83097.0,83154.0,83224.0,83329.0,83373.0,83474.0,83504.0,83543.0,83589.0,83634.0,83657.0,83689.0,83772.0,83808.0,83838.0,83894.0,83961.0,84006.0,84062.0,84100.0,84128.0,84221.0,84258.0,84323.0,84349.0,84420.0,84446.0,84503.0,84538.0,84587.0,84611.0,84630.0,84682.0,84700.0,84769.0,84795.0,84841.0,84878.0,84950.0,84989.0,85072.0,85112.0,85139.0,85161.0,85221.0,85264.0,85286.0,85325.0,85349.0,85361.0,85376.0,85403.0,85421.0,85444.0,85482.0
5083674,50400.0,50462.0,50509.0,50576.0,50662.0,50757.0,50828.0,50891.0,50955.0,50982.0,51043.0,51084.0,51138.0,51201.0,51266.0,51300.0,51343.0,51457.0,51513.0,51560.0,51654.0,51737.0,51795.0,51868.0,51911.0,51948.0,52070.0,52118.0,52204.0,52228.0,52304.0,52331.0,52422.0,52458.0,52509.0,52534.0,52554.0,52608.0,52627.0,52699.0,52726.0,52775.0,52847.0,52985.0,53059.0,53218.0,53263.0,53289.0,53311.0,53369.0,53410.0,53432.0,53469.0,53492.0,53504.0,53518.0,53544.0,53562.0,53584.0,53619.0
5083678,68400.0,68454.0,68495.0,68554.0,68629.0,68716.0,68780.0,68851.0,69011.0,69078.0,69232.0,69272.0,69325.0,69388.0,69448.0,69479.0,69519.0,69623.0,69672.0,69712.0,69784.0,69856.0,69907.0,69971.0,70011.0,70035.0,70127.0,70163.0,70227.0,70251.0,70325.0,70349.0,70424.0,70461.0,70514.0,70539.0,70559.0,70615.0,70634.0,70708.0,70736.0,70785.0,70833.0,70925.0,70974.0,71079.0,71124.0,71150.0,71172.0,71230.0,71271.0,71293.0,71330.0,71353.0,71365.0,71379.0,71405.0,71423.0,71445.0,71480.0
5083814,56700.0,56750.0,56788.0,56843.0,56913.0,56991.0,57048.0,57101.0,57151.0,57172.0,57221.0,57249.0,57286.0,57330.0,57375.0,57399.0,57436.0,57535.0,57583.0,57622.0,57703.0,57773.0,57823.0,57886.0,57924.0,57949.0,58045.0,58083.0,58149.0,58173.0,58244.0,58273.0,58342.0,58378.0,58429.0,58454.0,58474.0,58528.0,58546.0,58618.0,58645.0,58694.0,58747.0,58848.0,58902.0,59019.0,59056.0,59082.0,59104.0,59162.0,59203.0,59225.0,59262.0,59285.0,59297.0,59311.0,59337.0,59355.0,59377.0,59412.0
5083816,64800.0,64850.0,64888.0,64943.0,65013.0,65091.0,65148.0,65201.0,65251.0,65272.0,65321.0,65349.0,65386.0,65430.0,65475.0,65499.0,65536.0,65635.0,65683.0,65722.0,65803.0,65873.0,65923.0,65986.0,66024.0,66049.0,66145.0,66183.0,66249.0,66273.0,66344.0,66373.0,66442.0,66478.0,66529.0,66554.0,66574.0,66628.0,66646.0,66718.0,66745.0,66794.0,66847.0,66948.0,67002.0,67119.0,67156.0,67182.0,67204.0,67262.0,67303.0,67325.0,67362.0,67385.0,67397.0,67411.0,67437.0,67455.0,67477.0,67512.0
5083818,72900.0,72943.0,72976.0,73023.0,73084.0,73162.0,73219.0,73276.0,73312.0,73327.0,73363.0,73393.0,73433.0,73481.0,73533.0,73561.0,73596.0,73688.0,73719.0,73745.0,73805.0,73858.0,73897.0,73945.0,73979.0,74003.0,74082.0,74113.0,74169.0,74200.0,74273.0,74297.0,74367.0,74399.0,74444.0,74466.0,74483.0,74531.0,74547.0,74610.0,74634.0,74676.0,74718.0,74798.0,74841.0,74934.0,74967.0,74993.0,75015.0,75073.0,75114.0,75136.0,75173.0,75196.0,75208.0,75222.0,75248.0,75266.0,75288.0,75323.0
5083820,80100.0,80146.0,80181.0,80231.0,80295.0,80352.0,80395.0,80449.0,80485.0,80500.0,80536.0,80561.0,80594.0,80632.0,80668.0,80687.0,80720.0,80808.0,80843.0,80871.0,80917.0,80967.0,81006.0,81054.0,81092.0,81124.0,81211.0,81245.0,81306.0,81332.0,81400.0,81434.0,81487.0,81520.0,81567.0,81590.0,81608.0,81658.0,81675.0,81741.0,81766.0,81811.0,81853.0,81934.0,81977.0,82071.0,82111.0,82137.0,82159.0,82217.0,82258.0,82280.0,82317.0,82340.0,82352.0,82366.0,82392.0,82410.0,82432.0,82467.0
5083912,55200.0,55265.0,55315.0,55386.0,55476.0,55579.0,55656.0,55756.0,55856.0,55898.0,55994.0,56043.0,56107.0,56182.0,56256.0,56295.0,56337.0,56448.0,56506.0,56553.0,56657.0,56750.0,56815.0,56895.0,56942.0,56978.0,57106.0,57157.0,57245.0,57269.0,57355.0,57400.0,57532.0,57573.0,57632.0,57660.0,57683.0,57745.0,57766.0,57849.0,57880.0,57935.0,58002.0,58131.0,58200.0,58348.0,58391.0,58417.0,58439.0,58497.0,58538.0,58560.0,58597.0,58620.0,58632.0,58646.0,58672.0,58690.0,58712.0,58747.0
5085325,49500.0,49553.0,49593.0,49650.0,49723.0,49809.0,49872.0,49937.0,49986.0,50007.0,50054.0,50085.0,50126.0,50175.0,50233.0,50263.0,50303.0,50409.0,50457.0,50496.0,50604.0,50745.0,50796.0,50859.0,50901.0,50934.0,51063.0,51114.0,51203.0,51238.0,51312.0,51356.0,51422.0,51458.0,51509.0,51533.0,51553.0,51607.0,51625.0,51697.0,51724.0,51772.0,51824.0,51924.0,51978.0,52093.0,52156.0,52182.0,52204.0,52262.0,52303.0,52325.0,52362.0,52385.0,52397.0,52411.0,52437.0,52455.0,52477.0,52512.0
5085342,40200.0,40263.0,40311.0,40380.0,40468.0,40553.0,40615.0,40680.0,40733.0,40755.0,40806.0,40841.0,40888.0,40943.0,40992.0,41018.0,41058.0,41162.0,41220.0,41268.0,41355.0,41446.0,41506.0,41580.0,41620.0,41651.0,41755.0,41796.0,41868.0,41892.0,41970.0,41998.0,42075.0,42109.0,42157.0,42180.0,42198.0,42248.0,42265.0,42332.0,42357.0,42403.0,42464.0,42582.0,42645.0,42780.0,42843.0,42869.0,42891.0,42949.0,42990.0,43012.0,43049.0,43072.0,43084.0,43098.0,43124.0,43142.0,43164.0,43199.0
5085344,49200.0,49262.0,49309.0,49376.0,49462.0,49557.0,49628.0,49691.0,49755.0,49782.0,49843.0,49884.0,49938.0,50001.0,50066.0,50100.0,50143.0,50257.0,50313.0,50360.0,50454.0,50537.0,50595.0,50668.0,50711.0,50748.0,50870.0,50918.0,51004.0,51028.0,51104.0,51131.0,51222.0,51258.0,51309.0,51334.0,51354.0,51408.0,51427.0,51499.0,51526.0,51575.0,51647.0,51785.0,51859.0,52018.0,52063.0,52089.0,52111.0,52169.0,52210.0,52232.0,52269.0,52292.0,52304.0,52318.0,52344.0,52362.0,52384.0,52419.0
5085346,58200.0,58265.0,58315.0,58386.0,58476.0,58579.0,58656.0,58756.0,58856.0,58898.0,58994.0,59043.0,59107.0,59182.0,59256.0,59295.0,59337.0,59448.0,59506.0,59553.0,59657.0,59750.0,59815.0,59895.0,59942.0,59978.0,60106.0,60157.0,60245.0,60269.0,60355.0,60400.0,60532.0,60573.0,60632.0,60660.0,60683.0,60745.0,60766.0,60849.0,60880.0,60935.0,61002.0,61131.0,61200.0,61348.0,61391.0,61417.0,61439.0,61497.0,61538.0,61560.0,61597.0,61620.0,61632.0,61646.0,61672.0,61690.0,61712.0,61747.0
5085348,67200.0,67265.0,67315.0,67386.0,67476.0,67579.0,67656.0,67756.0,67856.0,67898.0,67994.0,68043.0,68107.0,68182.0,68256.0,68295.0,68337.0,68448.0,68506.0,68553.0,68657.0,68750.0,68815.0,68895.0,68942.0,68978.0,69106.0,69157.0,69245.0,69269.0,69355.0,69400.0,69532.0,69573.0,69632.0,69660.0,69683.0,69745.0,69766.0,69849.0,69880.0,69935.0,70002.0,70131.0,70200.0,70348.0,70391.0,70417.0,70439.0,70497.0,70538.0,70560.0,70597.0,70620.0,70632.0,70646.0,70672.0,70690.0,70712.0,70747.0
5085396,31200.0,31261.0,31308.0,31375.0,31459.0,31553.0,31622.0,31696.0,31753.0,31777.0,31832.0,31870.0,31920.0,31979.0,32050.0,32088.0,32130.0,32241.0,32299.0,32346.0,32425.0,32513.0,32572.0,32645.0,32689.0,32720.0,32821.0,32861.0,32932.0,32956.0,33034.0,33062.0,33142.0,33177.0,33226.0,33250.0,33269.0,33321.0,33339.0,33408.0,33434.0,33480.0,33534.0,33639.0,33695.0,33816.0,33859.0,33885.0,33907.0,33965.0,34006.0,34028.0,34065.0,34088.0,34100.0,34114.0,34140.0,34158.0,34180.0,34215.0
5085807,64800.0,64865.0,64915.0,64986.0,65076.0,65179.0,65256.0,65356.0,65456.0,65498.0,65594.0,65643.0,65707.0,65782.0,65856.0,65895.0,65937.0,66048.0,66106.0,66153.0,66257.0,66350.0,66415.0,66495.0,66542.0,66578.0,66706.0,66757.0,66845.0,66869.0,66955.0,67000.0,67132.0,67173.0,67232.0,67260.0,67283.0,67345.0,67366.0,67449.0,67480.0,67535.0,67602.0,67731.0,67800.0,67948.0,67991.0,68017.0,68039.0,68097.0,68138.0,68160.0,68197.0,68220.0,68232.0,68246.0,68272.0,68290.0,68312.0,68347.0
5085809,73800.0,73854.0,73895.0,73954.0,74029.0,74116.0,74180.0,74251.0,74411.0,74478.0,74632.0,74672.0,74725.0,74788.0,74848.0,74879.0,74919.0,75023.0,75072.0,75112.0,75184.0,75256.0,75307.0,75371.0,75411.0,75435.0,75527.0,75563.0,75627.0,75651.0,75725.0,75749.0,75824.0,75861.0,75914.0,75939.0,75959.0,76015.0,76034.0,76108.0,76136.0,76185.0,76233.0,76325.0,76374.0,76479.0,76524.0,76550.0,76572.0,76630.0,76671.0,76693.0,76730.0,76753.0,76765.0,76779.0,76805.0,76823.0,76845.0,76880.0
5085811,81000.0,81050.0,81088.0,81143.0,81213.0,81287.0,81341.0,81408.0,81509.0,81551.0,81648.0,81677.0,81715.0,81759.0,81802.0,81824.0,81855.0,81935.0,81970.0,81998.0,82052.0,82116.0,82159.0,82213.0,82250.0,82277.0,82367.0,82403.0,82465.0,82490.0,82558.0,82583.0,82638.0,82671.0,82718.0,82741.0,82759.0,82809.0,82826.0,82893.0,82918.0,82963.0,82999.0,83068.0,83105.0,83185.0,83223.0,83249.0,83271.0,83329.0,83370.0,83392.0,83429.0,83452.0,83464.0,83478.0,83504.0,83522.0,83544.0,83579.0
5087244,28800.0,28861.0,28908.0,28975.0,29059.0,29153.0,29222.0,29296.0,29353.0,29377.0,29432.0,29470.0,29520.0,29579.0,29650.0,29688.0,29730.0,29841.0,29899.0,29946.0,30025.0,30113.0,30172.0,30245.0,30289.0,30320.0,30421.0,30461.0,30532.0,30556.0,30634.0,30662.0,30742.0,30777.0,30826.0,30850.0,30869.0,30921.0,30939.0,31008.0,31034.0,31080.0,31134.0,31239.0,31295.0,31416.0,31459.0,31485.0,31507.0,31565.0,31606.0,31628.0,31665.0,31688.0,31700.0,31714.0,31740.0,31758.0,31780.0,31815.0
5087248,46800.0,46862.0,46909.0,46976.0,47062.0,47157.0,47228.0,47291.0,47355.0,47382.0,47443.0,47484.0,47538.0,47601.0,47666.0,47700.0,47743.0,47857.0,47913.0,47960.0,48054.0,48137.0,48195.0,48268.0,48311.0,48348.0,48470.0,48518.0,48604.0,48628.0,48704.0,48731.0,48822.0,48858.0,48909.0,48934.0,48954.0,49008.0,49027.0,49099.0,49126.0,49175.0,49247.0,49385.0,49459.0,49618.0,49663.0,49689.0,49711.0,49769.0,49810.0,49832.0,49869.0,49892.0,49904.0,49918.0,49944.0,49962.0,49984.0,50019.0
5087253,75600.0,75650.0,75688.0,75743.0,75813.0,75887.0,75941.0,76008.0,76109.0,76151.0,76248.0,76277.0,76315.0,76359.0,76402.0,76424.0,76455.0,76535.0,76570.0,76598.0,76652.0,76716.0,76759.0,76813.0,76850.0,76877.0,76967.0,77003.0,77065.0,77090.0,77158.0,77183.0,77238.0,77271.0,77318.0,77341.0,77359.0,77409.0,77426.0,77493.0,77518.0,77563.0,77599.0,77668.0,77705.0,77785.0,77823.0,77849.0,77871.0,77929.0,77970.0,77992.0,78029.0,78052.0,78064.0,78078.0,78104.0,78122.0,78144.0,78179.0
