tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P,058_P,059_P,060_P,061_P,062_P,063_P,064_P,065_P,066_P,067_P,068_P,069_P,070_P,071_P,072_P,073_P,074_P,075_P,076_P,077_P,078_P,079_P
5010221,25620.0,25661.0,25729.0,25748.0,25846.0,25895.0,25945.0,25974.0,26054.0,26087.0,26160.0,26184.0,26211.0,26238.0,26265.0,26282.0,26335.0,26398.0,26447.0,26503.0,26532.0,26563.0,26601.0,26639.0,26673.0,26717.0,26761.0,26814.0,26848.0,26869.0,26968.0,27112.0,27166.0,27219.0,27270.0,27303.0,27374.0,27439.0,27511.0,27575.0,27625.0,27666.0,27747.0,27904.0,27953.0,28034.0,28104.0,28131.0,28179.0,28215.0,28271.0,28326.0,28363.0,28410.0,28482.0,28565.0,28602.0,28661.0,28735.0,28932.0,28995.0,29116.0,29254.0,29504.0,29675.0,30023.0,30102.0,30282.0,30490.0,30596.0,30715.0,30794.0,30889.0,30948.0,31006.0,31078.0,31121.0,31182.0,31212.0
5010223,38520.0,38559.0,38624.0,38642.0,38735.0,38781.0,38828.0,38856.0,38932.0,38964.0,39034.0,39057.0,39083.0,39108.0,39134.0,39150.0,39200.0,39261.0,39304.0,39353.0,39379.0,39407.0,39441.0,39474.0,39504.0,39543.0,39581.0,39628.0,39658.0,39676.0,39762.0,39888.0,39935.0,39982.0,40027.0,40056.0,40117.0,40179.0,40247.0,40307.0,40357.0,40398.0,40479.0,40636.0,40673.0,40736.0,40811.0,40839.0,40890.0,40922.0,40972.0,41008.0,41032.0,41063.0,41111.0,41199.0,41230.0,41281.0,41344.0,41450.0,41494.0,41579.0,41676.0,41827.0,41930.0,42141.0,42189.0,42290.0,42406.0,42499.0,42602.0,42665.0,42741.0,42795.0,42849.0,42916.0,42972.0,43053.0,43092.0
5010225,51720.0,51760.0,51826.0,51844.0,51940.0,51988.0,52037.0,52065.0,52143.0,52176.0,52248.0,52271.0,52297.0,52323.0,52350.0,52366.0,52418.0,52482.0,52534.0,52594.0,52625.0,52659.0,52700.0,52741.0,52778.0,52825.0,52872.0,52929.0,52966.0,52988.0,53094.0,53248.0,53306.0,53363.0,53418.0,53453.0,53528.0,53592.0,53663.0,53726.0,53780.0,53825.0,53913.0,54084.0,54118.0,54176.0,54231.0,54262.0,54317.0,54346.0,54391.0,54428.0,54453.0,54495.0,54559.0,54688.0,54718.0,54767.0,54828.0,54936.0,54976.0,55053.0,55142.0,55289.0,55390.0,55595.0,55642.0,55755.0,55885.0,55981.0,56087.0,56143.0,56210.0,56260.0,56310.0,56371.0,56427.0,56507.0,56546.0
5010227,64320.0,64354.0,64411.0,64427.0,64509.0,64550.0,64592.0,64616.0,64683.0,64711.0,64772.0,64792.0,64815.0,64837.0,64860.0,64874.0,64918.0,64973.0,65020.0,65074.0,65102.0,65133.0,65170.0,65207.0,65240.0,65283.0,65325.0,65377.0,65410.0,65430.0,65526.0,65666.0,65718.0,65770.0,65820.0,65852.0,65921.0,65987.0,66060.0,66126.0,66174.0,66214.0,66292.0,66442.0,66475.0,66527.0,66583.0,66607.0,66649.0,66681.0,66731.0,66766.0,66790.0,66833.0,66898.0,67007.0,67052.0,67100.0,67159.0,67263.0,67294.0,67354.0,67424.0,67563.0,67658.0,67852.0,67897.0,68135.0,68410.0,68491.0,68581.0,68629.0,68687.0,68759.0,68831.0,68919.0,68950.0,68994.0,69015.0
5010991,29700.0,29741.0,29809.0,29828.0,29926.0,29975.0,30025.0,30054.0,30134.0,30167.0,30240.0,30264.0,30291.0,30318.0,30345.0,30362.0,30415.0,30480.0,30516.0,30557.0,30578.0,30601.0,30629.0,30657.0,30682.0,30714.0,30746.0,30785.0,30810.0,30825.0,30898.0,31004.0,31044.0,31083.0,31121.0,31145.0,31200.0,31258.0,31322.0,31380.0,31425.0,31463.0,31537.0,31680.0,31740.0,31800.0,31860.0,31882.0,31920.0,31944.0,31980.0,32016.0,32040.0,32088.0,32160.0,32220.0,32280.0,32333.0,32400.0,32520.0,32567.0,32657.0,32760.0,32813.0,32849.0,32923.0,32940.0,33023.0,33120.0,33205.0,33300.0,33327.0,33360.0,33397.0,33434.0,33480.0,33499.0,33526.0,33540.0
5010993,40500.0,40540.0,40607.0,40625.0,40722.0,40770.0,40819.0,40848.0,40927.0,40960.0,41032.0,41056.0,41083.0,41109.0,41136.0,41152.0,41204.0,41270.0,41323.0,41384.0,41416.0,41450.0,41492.0,41534.0,41572.0,41620.0,41668.0,41726.0,41764.0,41787.0,41895.0,42052.0,42111.0,42169.0,42225.0,42261.0,42338.0,42398.0,42465.0,42524.0,42590.0,42645.0,42754.0,42964.0,43005.0,43066.0,43134.0,43153.0,43187.0,43224.0,43280.0,43317.0,43343.0,43389.0,43458.0,43569.0,43600.0,43669.0,43755.0,43862.0,43908.0,43998.0,44101.0,44250.0,44352.0,44559.0,44606.0,44712.0,44834.0,44929.0,45035.0,45094.0,45165.0,45211.0,45257.0,45315.0,45352.0,45406.0,45432.0
5010995,53100.0,53146.0,53224.0,53245.0,53357.0,53413.0,53470.0,53503.0,53594.0,53632.0,53716.0,53743.0,53774.0,53805.0,53836.0,53855.0,53915.0,53989.0,54053.0,54127.0,54165.0,54206.0,54257.0,54307.0,54352.0,54410.0,54467.0,54537.0,54582.0,54610.0,54740.0,54929.0,55000.0,55070.0,55138.0,55182.0,55273.0,55336.0,55405.0,55467.0,55520.0,55564.0,55651.0,55821.0,55872.0,55934.0,55990.0,56012.0,56051.0,56087.0,56143.0,56180.0,56206.0,56239.0,56289.0,56412.0,56450.0,56496.0,56553.0,56648.0,56685.0,56757.0,56839.0,56973.0,57064.0,57250.0,57293.0,57439.0,57608.0,57712.0,57827.0,57879.0,57942.0,57981.0,58020.0,58068.0,58143.0,58251.0,58303.0
5010997,65700.0,65742.0,65813.0,65832.0,65934.0,65985.0,66037.0,66067.0,66151.0,66186.0,66262.0,66287.0,66315.0,66343.0,66372.0,66389.0,66444.0,66513.0,66558.0,66609.0,66636.0,66665.0,66700.0,66735.0,66766.0,66806.0,66846.0,66895.0,66926.0,66945.0,67035.0,67167.0,67216.0,67265.0,67312.0,67342.0,67406.0,67457.0,67513.0,67562.0,67619.0,67667.0,67761.0,67943.0,67970.0,68020.0,68085.0,68112.0,68159.0,68188.0,68233.0,68277.0,68308.0,68331.0,68366.0,68466.0,68487.0,68524.0,68571.0,68691.0,68718.0,68771.0,68832.0,69040.0,69182.0,69472.0,69538.0,69649.0,69777.0,69850.0,69931.0,69972.0,70021.0,70044.0,70067.0,70096.0,70136.0,70193.0,70221.0
5011158,21720.0,21757.0,21819.0,21836.0,21925.0,21969.0,22014.0,22040.0,22113.0,22143.0,22210.0,22232.0,22256.0,22280.0,22305.0,22320.0,22368.0,22427.0,22467.0,22512.0,22536.0,22561.0,22592.0,22623.0,22651.0,22687.0,22722.0,22765.0,22793.0,22810.0,22890.0,23006.0,23050.0,23093.0,23135.0,23162.0,23216.0,23270.0,23329.0,23382.0,23425.0,23461.0,23532.0,23670.0,23713.0,23788.0,23842.0,23862.0,23899.0,23927.0,23971.0,24005.0,24029.0,24063.0,24114.0,24202.0,24235.0,24287.0,24353.0,24462.0,24505.0,24588.0,24683.0,24794.0,24870.0,25024.0,25059.0,25161.0,25279.0,25363.0,25456.0,25518.0,25592.0,25645.0,25697.0,25762.0,25818.0,25898.0,25937.0
5011160,33120.0,33160.0,33226.0,33244.0,33340.0,33388.0,33437.0,33465.0,33543.0,33576.0,33648.0,33671.0,33697.0,33723.0,33750.0,33766.0,33818.0,33881.0,33927.0,33980.0,34008.0,34038.0,34074.0,34110.0,34143.0,34185.0,34226.0,34277.0,34310.0,34330.0,34423.0,34560.0,34611.0,34662.0,34711.0,34742.0,34807.0,34874.0,34948.0,35014.0,35070.0,35116.0,35207.0,35383.0,35423.0,35484.0,35538.0,35559.0,35596.0,35619.0,35654.0,35688.0,35711.0,35742.0,35790.0,35899.0,35931.0,35987.0,36056.0,36149.0,36195.0,36283.0,36385.0,36618.0,36777.0,37101.0,37175.0,37283.0,37408.0,37512.0,37627.0,37706.0,37802.0,37857.0,37912.0,37979.0,38019.0,38077.0,38106.0
5011162,46320.0,46360.0,46426.0,46444.0,46540.0,46588.0,46637.0,46665.0,46743.0,46776.0,46848.0,46871.0,46897.0,46923.0,46950.0,46966.0,47018.0,47082.0,47134.0,47194.0,47225.0,47259.0,47300.0,47341.0,47378.0,47425.0,47472.0,47529.0,47566.0,47588.0,47694.0,47848.0,47906.0,47963.0,48018.0,48053.0,48128.0,48192.0,48263.0,48326.0,48380.0,48425.0,48513.0,48684.0,48718.0,48776.0,48831.0,48862.0,48917.0,48946.0,48991.0,49028.0,49053.0,49095.0,49159.0,49288.0,49318.0,49367.0,49428.0,49536.0,49576.0,49653.0,49742.0,49889.0,49990.0,50195.0,50242.0,50355.0,50485.0,50581.0,50687.0,50743.0,50810.0,50860.0,50910.0,50971.0,51027.0,51107.0,51146.0
5011164,58920.0,58960.0,59027.0,59045.0,59141.0,59189.0,59238.0,59267.0,59346.0,59379.0,59451.0,59474.0,59500.0,59526.0,59553.0,59569.0,59621.0,59686.0,59737.0,59795.0,59825.0,59858.0,59898.0,59937.0,59973.0,60019.0,60064.0,60119.0,60155.0,60177.0,60279.0,60428.0,60484.0,60539.0,60592.0,60626.0,60699.0,60761.0,60830.0,60892.0,60945.0,60989.0,61076.0,61243.0,61280.0,61339.0,61392.0,61417.0,61462.0,61492.0,61537.0,61575.0,61601.0,61647.0,61717.0,61824.0,61853.0,61897.0,61952.0,62045.0,62084.0,62160.0,62248.0,62419.0,62535.0,62773.0,62827.0,62972.0,63140.0,63244.0,63359.0,63418.0,63490.0,63532.0,63574.0,63625.0,63679.0,63757.0,63796.0
5011166,71700.0,71738.0,71801.0,71818.0,71908.0,71953.0,71999.0,72026.0,72100.0,72131.0,72199.0,72221.0,72246.0,72271.0,72296.0,72311.0,72360.0,72420.0,72461.0,72508.0,72532.0,72558.0,72590.0,72622.0,72651.0,72688.0,72725.0,72770.0,72799.0,72817.0,72900.0,73021.0,73066.0,73111.0,73154.0,73182.0,73238.0,73291.0,73349.0,73401.0,73450.0,73491.0,73571.0,73724.0,73763.0,73816.0,73865.0,73883.0,73915.0,73937.0,73970.0,74000.0,74021.0,74049.0,74092.0,74171.0,74193.0,74226.0,74267.0,74346.0,74380.0,74445.0,74520.0,74621.0,74690.0,74831.0,74863.0,74963.0,75079.0,75149.0,75228.0,75274.0,75329.0,75370.0,75411.0,75461.0,75494.0,75541.0,75564.0
5012037,27900.0,27935.0,27993.0,28009.0,28093.0,28135.0,28178.0,28203.0,28272.0,28301.0,28364.0,28384.0,28407.0,28430.0,28453.0,28467.0,28512.0,28568.0,28607.0,28651.0,28674.0,28699.0,28729.0,28759.0,28786.0,28821.0,28856.0,28898.0,28925.0,28942.0,29020.0,29134.0,29177.0,29219.0,29260.0,29286.0,29342.0,29392.0,29447.0,29496.0,29540.0,29577.0,29650.0,29790.0,29823.0,29871.0,29915.0,29929.0,29954.0,29977.0,30013.0,30048.0,30072.0,30094.0,30127.0,30184.0,30209.0,30247.0,30295.0,30369.0,30400.0,30460.0,30528.0,30607.0,30661.0,30771.0,30797.0,30886.0,30989.0,31059.0,31137.0,31197.0,31270.0,31296.0,31322.0,31355.0,31380.0,31416.0,31434.0
5012039,38700.0,38740.0,38807.0,38825.0,38922.0,38970.0,39019.0,39048.0,39127.0,39160.0,39232.0,39256.0,39283.0,39309.0,39336.0,39352.0,39404.0,39470.0,39523.0,39584.0,39616.0,39650.0,39692.0,39734.0,39772.0,39820.0,39868.0,39926.0,39964.0,39987.0,40095.0,40252.0,40311.0,40369.0,40425.0,40461.0,40538.0,40598.0,40665.0,40724.0,40790.0,40845.0,40954.0,41164.0,41205.0,41266.0,41334.0,41353.0,41387.0,41424.0,41480.0,41517.0,41543.0,41589.0,41658.0,41769.0,41800.0,41869.0,41955.0,42062.0,42108.0,42198.0,42301.0,42450.0,42552.0,42759.0,42806.0,42912.0,43034.0,43129.0,43235.0,43294.0,43365.0,43411.0,43457.0,43515.0,43552.0,43606.0,43632.0
5012041,51300.0,51346.0,51424.0,51445.0,51557.0,51613.0,51670.0,51703.0,51794.0,51832.0,51916.0,51943.0,51974.0,52005.0,52036.0,52055.0,52115.0,52189.0,52253.0,52327.0,52365.0,52406.0,52457.0,52507.0,52552.0,52610.0,52667.0,52737.0,52782.0,52810.0,52940.0,53129.0,53200.0,53270.0,53338.0,53382.0,53473.0,53536.0,53605.0,53667.0,53720.0,53764.0,53851.0,54021.0,54072.0,54134.0,54190.0,54212.0,54251.0,54287.0,54343.0,54380.0,54406.0,54439.0,54489.0,54612.0,54650.0,54696.0,54753.0,54848.0,54885.0,54957.0,55039.0,55173.0,55264.0,55450.0,55493.0,55639.0,55808.0,55912.0,56027.0,56079.0,56142.0,56181.0,56220.0,56268.0,56343.0,56451.0,56503.0
5012045,76500.0,76539.0,76604.0,76622.0,76716.0,76763.0,76811.0,76839.0,76916.0,76948.0,77018.0,77041.0,77067.0,77093.0,77119.0,77135.0,77186.0,77246.0,77284.0,77327.0,77350.0,77374.0,77404.0,77433.0,77460.0,77494.0,77528.0,77569.0,77596.0,77612.0,77688.0,77799.0,77841.0,77882.0,77922.0,77948.0,78001.0,78045.0,78093.0,78136.0,78178.0,78213.0,78282.0,78414.0,78447.0,78504.0,78543.0,78561.0,78593.0,78610.0,78635.0,78658.0,78673.0,78695.0,78729.0,78774.0,78792.0,78843.0,78907.0,78978.0,79008.0,79065.0,79131.0,79205.0,79255.0,79358.0,79381.0,79448.0,79525.0,79620.0,79725.0,79772.0,79828.0,79852.0,79875.0,79904.0,79940.0,79992.0,80017.0
5012403,31500.0,31541.0,31609.0,31628.0,31726.0,31775.0,31825.0,31854.0,31934.0,31967.0,32040.0,32064.0,32091.0,32118.0,32145.0,32162.0,32215.0,32280.0,32316.0,32357.0,32378.0,32401.0,32429.0,32457.0,32482.0,32514.0,32546.0,32585.0,32610.0,32625.0,32698.0,32804.0,32844.0,32883.0,32921.0,32945.0,33000.0,33058.0,33122.0,33180.0,33225.0,33263.0,33337.0,33480.0,33540.0,33600.0,33660.0,33682.0,33720.0,33744.0,33780.0,33816.0,33840.0,33888.0,33960.0,34020.0,34080.0,34133.0,34200.0,34320.0,34367.0,34457.0,34560.0,34613.0,34649.0,34723.0,34740.0,34823.0,34920.0,35005.0,35100.0,35127.0,35160.0,35197.0,35234.0,35280.0,35299.0,35326.0,35340.0
5012405,42300.0,42340.0,42407.0,42425.0,42522.0,42570.0,42619.0,42648.0,42727.0,42760.0,42832.0,42856.0,42883.0,42909.0,42936.0,42952.0,43004.0,43070.0,43123.0,43184.0,43216.0,43250.0,43292.0,43334.0,43372.0,43420.0,43468.0,43526.0,43564.0,43587.0,43695.0,43852.0,43911.0,43969.0,44025.0,44061.0,44138.0,44198.0,44265.0,44324.0,44390.0,44445.0,44554.0,44764.0,44805.0,44866.0,44934.0,44953.0,44987.0,45024.0,45080.0,45117.0,45143.0,45189.0,45258.0,45369.0,45400.0,45469.0,45555.0,45662.0,45708.0,45798.0,45901.0,46050.0,46152.0,46359.0,46406.0,46512.0,46634.0,46729.0,46835.0,46894.0,46965.0,47011.0,47057.0,47115.0,47152.0,47206.0,47232.0
5012407,54900.0,54939.0,55005.0,55023.0,55118.0,55165.0,55213.0,55241.0,55319.0,55351.0,55422.0,55445.0,55471.0,55497.0,55523.0,55539.0,55590.0,55654.0,55708.0,55770.0,55802.0,55837.0,55879.0,55921.0,55959.0,56008.0,56056.0,56115.0,56153.0,56176.0,56285.0,56444.0,56504.0,56563.0,56620.0,56657.0,56732.0,56789.0,56852.0,56907.0,56959.0,57002.0,57087.0,57250.0,57282.0,57331.0,57390.0,57407.0,57437.0,57470.0,57521.0,57563.0,57592.0,57625.0,57675.0,57793.0,57818.0,57858.0,57909.0,58004.0,58038.0,58104.0,58179.0,58347.0,58462.0,58696.0,58750.0,58886.0,59043.0,59151.0,59272.0,59329.0,59397.0,59461.0,59524.0,59603.0,59678.0,59787.0,59840.0
5012409,67500.0,67542.0,67613.0,67632.0,67734.0,67785.0,67837.0,67867.0,67951.0,67986.0,68062.0,68087.0,68115.0,68143.0,68172.0,68189.0,68244.0,68313.0,68358.0,68409.0,68436.0,68465.0,68500.0,68535.0,68566.0,68606.0,68646.0,68695.0,68726.0,68745.0,68835.0,68967.0,69016.0,69065.0,69112.0,69142.0,69206.0,69257.0,69313.0,69362.0,69419.0,69467.0,69561.0,69743.0,69770.0,69820.0,69885.0,69912.0,69959.0,69988.0,70033.0,70077.0,70108.0,70131.0,70166.0,70266.0,70287.0,70324.0,70371.0,70491.0,70518.0,70571.0,70632.0,70840.0,70982.0,71272.0,71338.0,71449.0,71577.0,71650.0,71731.0,71772.0,71821.0,71844.0,71867.0,71896.0,71936.0,71993.0,72021.0
5012411,79200.0,79239.0,79304.0,79322.0,79416.0,79463.0,79511.0,79539.0,79616.0,79648.0,79718.0,79741.0,79767.0,79793.0,79819.0,79835.0,79886.0,79946.0,79984.0,80027.0,80050.0,80074.0,80104.0,80133.0,80160.0,80194.0,80228.0,80269.0,80296.0,80312.0,80388.0,80499.0,80541.0,80582.0,80622.0,80648.0,80701.0,80745.0,80793.0,80836.0,80878.0,80913.0,80982.0,81114.0,81147.0,81204.0,81243.0,81261.0,81293.0,81310.0,81335.0,81358.0,81373.0,81395.0,81429.0,81474.0,81492.0,81543.0,81607.0,81678.0,81708.0,81765.0,81831.0,81905.0,81955.0,82058.0,82081.0,82148.0,82225.0,82320.0,82425.0,82472.0,82528.0,82552.0,82575.0,82604.0,82640.0,82692.0,82717.0
5013180,19920.0,19957.0,20019.0,20036.0,20125.0,20169.0,20214.0,20240.0,20313.0,20343.0,20410.0,20432.0,20456.0,20480.0,20505.0,20520.0,20568.0,20627.0,20667.0,20712.0,20736.0,20761.0,20792.0,20823.0,20851.0,20887.0,20922.0,20965.0,20993.0,21010.0,21090.0,21206.0,21250.0,21293.0,21335.0,21362.0,21416.0,21470.0,21529.0,21582.0,21625.0,21661.0,21732.0,21870.0,21913.0,21988.0,22042.0,22062.0,22099.0,22127.0,22171.0,22205.0,22229.0,22263.0,22314.0,22402.0,22435.0,22487.0,22553.0,22662.0,22705.0,22788.0,22883.0,22994.0,23070.0,23224.0,23259.0,23361.0,23479.0,23563.0,23656.0,23718.0,23792.0,23845.0,23897.0,23962.0,24018.0,24098.0,24137.0
5013182,30120.0,30171.0,30256.0,30279.0,30402.0,30463.0,30525.0,30561.0,30661.0,30703.0,30795.0,30825.0,30859.0,30892.0,30926.0,30947.0,31013.0,31095.0,31159.0,31232.0,31270.0,31311.0,31361.0,31410.0,31455.0,31512.0,31569.0,31638.0,31683.0,31710.0,31838.0,32025.0,32095.0,32164.0,32231.0,32274.0,32364.0,32448.0,32540.0,32622.0,32669.0,32708.0,32785.0,32934.0,32974.0,33043.0,33118.0,33139.0,33176.0,33205.0,33249.0,33293.0,33323.0,33362.0,33421.0,33544.0,33574.0,33643.0,33730.0,33877.0,33932.0,34037.0,34158.0,34412.0,34586.0,34940.0,35021.0,35171.0,35345.0,35449.0,35564.0,35629.0,35708.0,35756.0,35803.0,35862.0,35909.0,35977.0,36011.0
5013376,24300.0,24338.0,24401.0,24418.0,24508.0,24553.0,24599.0,24626.0,24700.0,24731.0,24799.0,24821.0,24846.0,24871.0,24896.0,24911.0,24960.0,25020.0,25059.0,25104.0,25127.0,25152.0,25183.0,25213.0,25240.0,25275.0,25310.0,25353.0,25380.0,25397.0,25476.0,25591.0,25634.0,25677.0,25718.0,25744.0,25800.0,25858.0,25922.0,25980.0,26025.0,26063.0,26137.0,26280.0,26340.0,26400.0,26460.0,26482.0,26520.0,26544.0,26580.0,26616.0,26640.0,26664.0,26700.0,26760.0,26820.0,26847.0,26880.0,26940.0,26975.0,27042.0,27120.0,27173.0,27209.0,27283.0,27300.0,27383.0,27480.0,27565.0,27660.0,27687.0,27720.0,27757.0,27794.0,27840.0,27859.0,27886.0,27900.0
5013378,35100.0,35141.0,35209.0,35228.0,35327.0,35376.0,35426.0,35455.0,35536.0,35570.0,35644.0,35668.0,35695.0,35722.0,35750.0,35767.0,35820.0,35885.0,35934.0,35990.0,36019.0,36050.0,36088.0,36126.0,36160.0,36204.0,36248.0,36301.0,36335.0,36356.0,36454.0,36598.0,36652.0,36705.0,36756.0,36789.0,36860.0,36917.0,36980.0,37035.0,37078.0,37114.0,37184.0,37318.0,37346.0,37404.0,37458.0,37494.0,37559.0,37593.0,37645.0,37677.0,37699.0,37727.0,37769.0,37847.0,37885.0,37919.0,37962.0,38045.0,38095.0,38191.0,38302.0,38411.0,38485.0,38637.0,38672.0,38779.0,38903.0,39058.0,39230.0,39274.0,39327.0,39378.0,39428.0,39490.0,39608.0,39777.0,39860.0
5013380,47700.0,47746.0,47824.0,47845.0,47957.0,48013.0,48070.0,48103.0,48194.0,48232.0,48316.0,48343.0,48374.0,48405.0,48436.0,48455.0,48515.0,48589.0,48653.0,48727.0,48765.0,48806.0,48857.0,48907.0,48952.0,49010.0,49067.0,49137.0,49182.0,49210.0,49340.0,49529.0,49600.0,49670.0,49738.0,49782.0,49873.0,49936.0,50005.0,50067.0,50120.0,50164.0,50251.0,50421.0,50472.0,50534.0,50590.0,50612.0,50651.0,50687.0,50743.0,50780.0,50806.0,50839.0,50889.0,51012.0,51050.0,51096.0,51153.0,51248.0,51285.0,51357.0,51439.0,51573.0,51664.0,51850.0,51893.0,52039.0,52208.0,52312.0,52427.0,52479.0,52542.0,52581.0,52620.0,52668.0,52743.0,52851.0,52903.0
5014147,29520.0,29571.0,29656.0,29679.0,29802.0,29863.0,29925.0,29961.0,30061.0,30103.0,30195.0,30225.0,30259.0,30292.0,30326.0,30347.0,30413.0,30495.0,30559.0,30632.0,30670.0,30711.0,30761.0,30810.0,30855.0,30912.0,30969.0,31038.0,31083.0,31110.0,31238.0,31425.0,31495.0,31564.0,31631.0,31674.0,31764.0,31848.0,31940.0,32022.0,32069.0,32108.0,32185.0,32334.0,32374.0,32443.0,32518.0,32539.0,32576.0,32605.0,32649.0,32693.0,32723.0,32762.0,32821.0,32944.0,32974.0,33043.0,33130.0,33277.0,33332.0,33437.0,33558.0,33812.0,33986.0,34340.0,34421.0,34571.0,34745.0,34849.0,34964.0,35029.0,35108.0,35156.0,35203.0,35262.0,35309.0,35377.0,35411.0
5016026,22500.0,22538.0,22601.0,22618.0,22708.0,22753.0,22799.0,22826.0,22900.0,22931.0,22999.0,23021.0,23046.0,23071.0,23096.0,23111.0,23160.0,23220.0,23259.0,23304.0,23327.0,23352.0,23383.0,23413.0,23440.0,23475.0,23510.0,23553.0,23580.0,23597.0,23676.0,23791.0,23834.0,23877.0,23918.0,23944.0,24000.0,24058.0,24122.0,24180.0,24225.0,24263.0,24337.0,24480.0,24540.0,24600.0,24660.0,24682.0,24720.0,24744.0,24780.0,24816.0,24840.0,24864.0,24900.0,24960.0,25020.0,25047.0,25080.0,25140.0,25175.0,25242.0,25320.0,25373.0,25409.0,25483.0,25500.0,25583.0,25680.0,25765.0,25860.0,25887.0,25920.0,25957.0,25994.0,26040.0,26059.0,26086.0,26100.0
5016028,33300.0,33341.0,33409.0,33428.0,33527.0,33576.0,33626.0,33655.0,33736.0,33770.0,33844.0,33868.0,33895.0,33922.0,33950.0,33967.0,34020.0,34085.0,34134.0,34190.0,34219.0,34250.0,34288.0,34326.0,34360.0,34404.0,34448.0,34501.0,34535.0,34556.0,34654.0,34798.0,34852.0,34905.0,34956.0,34989.0,35060.0,35117.0,35180.0,35235.0,35278.0,35314.0,35384.0,35518.0,35546.0,35604.0,35658.0,35694.0,35759.0,35793.0,35845.0,35877.0,35899.0,35927.0,35969.0,36047.0,36085.0,36119.0,36162.0,36245.0,36295.0,36391.0,36502.0,36611.0,36685.0,36837.0,36872.0,36979.0,37103.0,37258.0,37430.0,37474.0,37527.0,37578.0,37628.0,37690.0,37808.0,37977.0,38060.0
5016032,58500.0,58539.0,58605.0,58623.0,58718.0,58765.0,58813.0,58841.0,58919.0,58951.0,59022.0,59045.0,59071.0,59097.0,59123.0,59139.0,59190.0,59254.0,59308.0,59370.0,59402.0,59437.0,59479.0,59521.0,59559.0,59608.0,59656.0,59715.0,59753.0,59776.0,59885.0,60044.0,60104.0,60163.0,60220.0,60257.0,60332.0,60389.0,60452.0,60507.0,60559.0,60602.0,60687.0,60850.0,60882.0,60931.0,60990.0,61007.0,61037.0,61070.0,61121.0,61163.0,61192.0,61225.0,61275.0,61393.0,61418.0,61458.0,61509.0,61604.0,61638.0,61704.0,61779.0,61947.0,62062.0,62296.0,62350.0,62486.0,62643.0,62751.0,62872.0,62929.0,62997.0,63061.0,63124.0,63203.0,63278.0,63387.0,63440.0
5016034,71100.0,71140.0,71207.0,71225.0,71322.0,71370.0,71419.0,71448.0,71527.0,71560.0,71633.0,71657.0,71684.0,71710.0,71737.0,71753.0,71805.0,71871.0,71912.0,71959.0,71983.0,72009.0,72041.0,72073.0,72102.0,72139.0,72175.0,72219.0,72248.0,72265.0,72347.0,72467.0,72512.0,72557.0,72600.0,72628.0,72686.0,72733.0,72784.0,72830.0,72878.0,72918.0,72996.0,73146.0,73175.0,73234.0,73274.0,73285.0,73306.0,73326.0,73356.0,73383.0,73402.0,73432.0,73477.0,73574.0,73598.0,73635.0,73681.0,73762.0,73794.0,73857.0,73929.0,74028.0,74095.0,74232.0,74264.0,74369.0,74490.0,74560.0,74639.0,74713.0,74803.0,74843.0,74883.0,74933.0,75014.0,75131.0,75188.0
5016793,27420.0,27461.0,27529.0,27548.0,27646.0,27695.0,27745.0,27774.0,27854.0,27887.0,27960.0,27984.0,28011.0,28038.0,28065.0,28082.0,28135.0,28198.0,28247.0,28303.0,28332.0,28363.0,28401.0,28439.0,28473.0,28517.0,28561.0,28614.0,28648.0,28669.0,28768.0,28912.0,28966.0,29019.0,29070.0,29103.0,29174.0,29239.0,29311.0,29375.0,29425.0,29466.0,29547.0,29704.0,29753.0,29834.0,29904.0,29931.0,29979.0,30015.0,30071.0,30126.0,30163.0,30210.0,30282.0,30365.0,30402.0,30461.0,30535.0,30732.0,30795.0,30916.0,31054.0,31304.0,31475.0,31823.0,31902.0,32082.0,32290.0,32396.0,32515.0,32594.0,32689.0,32748.0,32806.0,32878.0,32921.0,32982.0,33012.0
5016795,40320.0,40359.0,40424.0,40442.0,40535.0,40581.0,40628.0,40656.0,40732.0,40764.0,40834.0,40857.0,40883.0,40908.0,40934.0,40950.0,41000.0,41061.0,41104.0,41153.0,41179.0,41207.0,41241.0,41274.0,41304.0,41343.0,41381.0,41428.0,41458.0,41476.0,41562.0,41688.0,41735.0,41782.0,41827.0,41856.0,41917.0,41979.0,42047.0,42107.0,42157.0,42198.0,42279.0,42436.0,42473.0,42536.0,42611.0,42639.0,42690.0,42722.0,42772.0,42808.0,42832.0,42863.0,42911.0,42999.0,43030.0,43081.0,43144.0,43250.0,43294.0,43379.0,43476.0,43627.0,43730.0,43941.0,43989.0,44090.0,44206.0,44299.0,44402.0,44465.0,44541.0,44595.0,44649.0,44716.0,44772.0,44853.0,44892.0
