tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P,058_P,059_P,060_P,061_P,062_P,063_P,064_P,065_P,066_P,067_P,068_P,069_P,070_P,071_P,072_P,073_P,074_P,075_P,076_P,077_P,078_P,079_P
5091635,48120.0,48158.0,48222.0,48240.0,48332.0,48378.0,48425.0,48452.0,48527.0,48558.0,48627.0,48649.0,48674.0,48699.0,48725.0,48741.0,48791.0,48853.0,48903.0,48961.0,48991.0,49023.0,49063.0,49102.0,49137.0,49182.0,49227.0,49282.0,49317.0,49339.0,49441.0,49589.0,49645.0,49700.0,49753.0,49787.0,49859.0,49921.0,49989.0,50049.0,50101.0,50144.0,50229.0,50393.0,50426.0,50482.0,50535.0,50565.0,50618.0,50646.0,50689.0,50725.0,50749.0,50790.0,50851.0,50975.0,51004.0,51051.0,51110.0,51214.0,51252.0,51326.0,51412.0,51554.0,51651.0,51848.0,51893.0,52002.0,52127.0,52219.0,52321.0,52374.0,52439.0,52487.0,52535.0,52594.0,52647.0,52724.0,52762.0
5091639,73500.0,73536.0,73596.0,73613.0,73700.0,73743.0,73787.0,73813.0,73884.0,73914.0,73979.0,74000.0,74024.0,74048.0,74072.0,74087.0,74134.0,74192.0,74231.0,74276.0,74299.0,74324.0,74355.0,74386.0,74414.0,74449.0,74484.0,74527.0,74555.0,74572.0,74651.0,74767.0,74810.0,74853.0,74894.0,74921.0,74979.0,75030.0,75086.0,75136.0,75183.0,75222.0,75299.0,75447.0,75485.0,75536.0,75583.0,75600.0,75631.0,75652.0,75684.0,75713.0,75733.0,75760.0,75801.0,75877.0,75898.0,75930.0,75969.0,76045.0,76077.0,76140.0,76212.0,76309.0,76375.0,76510.0,76542.0,76638.0,76750.0,76818.0,76893.0,76937.0,76990.0,77029.0,77068.0,77117.0,77149.0,77194.0,77216.0
5092252,29520.0,29569.0,29651.0,29673.0,29791.0,29850.0,29910.0,29945.0,30041.0,30081.0,30169.0,30198.0,30230.0,30262.0,30295.0,30315.0,30379.0,30458.0,30519.0,30589.0,30625.0,30664.0,30712.0,30759.0,30802.0,30857.0,30911.0,30978.0,31021.0,31047.0,31170.0,31350.0,31417.0,31484.0,31548.0,31589.0,31678.0,31758.0,31847.0,31926.0,31971.0,32009.0,32083.0,32226.0,32264.0,32330.0,32402.0,32422.0,32458.0,32486.0,32528.0,32570.0,32599.0,32636.0,32693.0,32811.0,32840.0,32907.0,32990.0,33131.0,33183.0,33284.0,33401.0,33646.0,33813.0,34154.0,34231.0,34376.0,34543.0,34643.0,34754.0,34816.0,34892.0,34938.0,34984.0,35040.0,35086.0,35152.0,35183.0
5092708,30120.0,30169.0,30251.0,30273.0,30391.0,30450.0,30510.0,30545.0,30641.0,30681.0,30769.0,30798.0,30830.0,30862.0,30895.0,30915.0,30979.0,31058.0,31119.0,31189.0,31225.0,31264.0,31312.0,31359.0,31402.0,31457.0,31511.0,31578.0,31621.0,31647.0,31770.0,31950.0,32017.0,32084.0,32148.0,32189.0,32278.0,32358.0,32447.0,32526.0,32571.0,32609.0,32683.0,32826.0,32864.0,32930.0,33002.0,33022.0,33058.0,33086.0,33128.0,33170.0,33199.0,33236.0,33293.0,33411.0,33440.0,33507.0,33590.0,33731.0,33783.0,33884.0,34001.0,34246.0,34413.0,34754.0,34831.0,34976.0,35143.0,35243.0,35354.0,35416.0,35492.0,35538.0,35584.0,35640.0,35686.0,35752.0,35783.0
5094283,25620.0,25659.0,25724.0,25742.0,25836.0,25883.0,25931.0,25959.0,26036.0,26068.0,26138.0,26161.0,26187.0,26213.0,26239.0,26255.0,26306.0,26368.0,26415.0,26469.0,26497.0,26527.0,26564.0,26600.0,26633.0,26675.0,26717.0,26768.0,26801.0,26821.0,26916.0,27054.0,27106.0,27157.0,27206.0,27238.0,27306.0,27368.0,27437.0,27499.0,27547.0,27587.0,27665.0,27815.0,27862.0,27940.0,28007.0,28033.0,28079.0,28114.0,28167.0,28219.0,28255.0,28300.0,28369.0,28449.0,28485.0,28542.0,28613.0,28802.0,28862.0,28978.0,29112.0,29352.0,29516.0,29850.0,29927.0,30100.0,30300.0,30402.0,30516.0,30592.0,30683.0,30739.0,30795.0,30865.0,30906.0,30965.0,30994.0
5094285,38520.0,38557.0,38619.0,38636.0,38726.0,38771.0,38817.0,38844.0,38917.0,38947.0,39014.0,39036.0,39061.0,39085.0,39110.0,39125.0,39173.0,39233.0,39274.0,39321.0,39346.0,39372.0,39404.0,39436.0,39465.0,39502.0,39539.0,39584.0,39613.0,39631.0,39714.0,39835.0,39880.0,39925.0,39968.0,39996.0,40056.0,40115.0,40180.0,40239.0,40287.0,40327.0,40405.0,40555.0,40591.0,40652.0,40724.0,40751.0,40800.0,40831.0,40879.0,40913.0,40937.0,40967.0,41013.0,41098.0,41128.0,41177.0,41238.0,41340.0,41382.0,41463.0,41557.0,41702.0,41801.0,42003.0,42050.0,42147.0,42259.0,42348.0,42447.0,42508.0,42581.0,42633.0,42685.0,42749.0,42803.0,42880.0,42918.0
5094287,51720.0,51758.0,51822.0,51840.0,51932.0,51978.0,52025.0,52052.0,52127.0,52158.0,52227.0,52249.0,52274.0,52299.0,52325.0,52341.0,52391.0,52453.0,52503.0,52561.0,52591.0,52623.0,52663.0,52702.0,52737.0,52782.0,52827.0,52882.0,52917.0,52939.0,53041.0,53189.0,53245.0,53300.0,53353.0,53387.0,53459.0,53521.0,53589.0,53649.0,53701.0,53744.0,53829.0,53993.0,54026.0,54082.0,54135.0,54165.0,54218.0,54246.0,54289.0,54325.0,54349.0,54390.0,54451.0,54575.0,54604.0,54651.0,54710.0,54814.0,54852.0,54926.0,55012.0,55154.0,55251.0,55448.0,55493.0,55602.0,55727.0,55819.0,55921.0,55974.0,56039.0,56087.0,56135.0,56194.0,56247.0,56324.0,56362.0
5096247,34200.0,34236.0,34297.0,34314.0,34401.0,34445.0,34489.0,34515.0,34586.0,34616.0,34681.0,34702.0,34726.0,34750.0,34774.0,34789.0,34836.0,34895.0,34937.0,34985.0,35010.0,35037.0,35070.0,35103.0,35133.0,35171.0,35209.0,35255.0,35285.0,35303.0,35388.0,35513.0,35560.0,35606.0,35651.0,35680.0,35740.0,35794.0,35854.0,35907.0,35960.0,36004.0,36090.0,36256.0,36295.0,36354.0,36417.0,36439.0,36478.0,36501.0,36535.0,36597.0,36639.0,36671.0,36719.0,36803.0,36831.0,36872.0,36923.0,36995.0,37031.0,37100.0,37180.0,37253.0,37302.0,37403.0,37426.0,37517.0,37622.0,37693.0,37773.0,37805.0,37844.0,37881.0,37918.0,37964.0,37991.0,38030.0,38049.0
5096251,56700.0,56736.0,56796.0,56812.0,56898.0,56941.0,56985.0,57011.0,57082.0,57111.0,57176.0,57197.0,57221.0,57245.0,57269.0,57284.0,57331.0,57387.0,57432.0,57484.0,57511.0,57540.0,57576.0,57611.0,57643.0,57684.0,57724.0,57774.0,57806.0,57825.0,57917.0,58051.0,58101.0,58151.0,58199.0,58230.0,58294.0,58339.0,58388.0,58432.0,58471.0,58503.0,58567.0,58689.0,58719.0,58765.0,58809.0,58823.0,58849.0,58877.0,58920.0,58947.0,58966.0,58988.0,59021.0,59128.0,59157.0,59185.0,59220.0,59300.0,59336.0,59405.0,59485.0,59612.0,59699.0,59876.0,59917.0,59999.0,60094.0,60175.0,60266.0,60309.0,60360.0,60397.0,60433.0,60478.0,60509.0,60553.0,60574.0
5096255,80100.0,80127.0,80172.0,80184.0,80249.0,80281.0,80314.0,80333.0,80386.0,80408.0,80456.0,80472.0,80490.0,80508.0,80526.0,80537.0,80572.0,80615.0,80645.0,80679.0,80697.0,80716.0,80739.0,80762.0,80783.0,80810.0,80837.0,80870.0,80891.0,80904.0,80964.0,81052.0,81085.0,81118.0,81149.0,81169.0,81212.0,81247.0,81285.0,81319.0,81344.0,81365.0,81407.0,81487.0,81513.0,81557.0,81593.0,81607.0,81632.0,81644.0,81662.0,81684.0,81699.0,81720.0,81752.0,81849.0,81874.0,81911.0,81957.0,82029.0,82053.0,82100.0,82154.0,82210.0,82248.0,82326.0,82343.0,82456.0,82587.0,82666.0,82755.0,82793.0,82838.0,82853.0,82868.0,82887.0,82909.0,82941.0,82956.0
5096422,31920.0,31969.0,32051.0,32073.0,32191.0,32250.0,32310.0,32345.0,32441.0,32481.0,32569.0,32598.0,32630.0,32662.0,32695.0,32715.0,32779.0,32858.0,32919.0,32989.0,33025.0,33064.0,33112.0,33159.0,33202.0,33257.0,33311.0,33378.0,33421.0,33447.0,33570.0,33750.0,33817.0,33884.0,33948.0,33989.0,34078.0,34158.0,34247.0,34326.0,34371.0,34409.0,34483.0,34626.0,34664.0,34730.0,34802.0,34822.0,34858.0,34886.0,34928.0,34970.0,34999.0,35036.0,35093.0,35211.0,35240.0,35307.0,35390.0,35531.0,35583.0,35684.0,35801.0,36046.0,36213.0,36554.0,36631.0,36776.0,36943.0,37043.0,37154.0,37216.0,37292.0,37338.0,37384.0,37440.0,37486.0,37552.0,37583.0
5096426,57120.0,57159.0,57223.0,57241.0,57334.0,57380.0,57427.0,57454.0,57530.0,57562.0,57631.0,57654.0,57679.0,57704.0,57730.0,57746.0,57796.0,57857.0,57906.0,57962.0,57991.0,58022.0,58060.0,58098.0,58132.0,58176.0,58219.0,58272.0,58306.0,58327.0,58425.0,58569.0,58623.0,58676.0,58727.0,58760.0,58831.0,58891.0,58958.0,59017.0,59068.0,59110.0,59194.0,59355.0,59391.0,59448.0,59499.0,59523.0,59566.0,59594.0,59638.0,59675.0,59700.0,59745.0,59812.0,59915.0,59943.0,59985.0,60038.0,60127.0,60165.0,60238.0,60322.0,60486.0,60598.0,60827.0,60879.0,61019.0,61180.0,61280.0,61391.0,61448.0,61517.0,61557.0,61597.0,61647.0,61699.0,61774.0,61811.0
5097129,24720.0,24756.0,24815.0,24831.0,24916.0,24959.0,25002.0,25027.0,25097.0,25126.0,25190.0,25211.0,25234.0,25257.0,25281.0,25295.0,25341.0,25400.0,25438.0,25482.0,25505.0,25529.0,25559.0,25589.0,25616.0,25650.0,25684.0,25725.0,25752.0,25768.0,25845.0,25957.0,25999.0,26041.0,26081.0,26107.0,26159.0,26211.0,26268.0,26319.0,26361.0,26396.0,26464.0,26596.0,26637.0,26709.0,26761.0,26781.0,26816.0,26843.0,26885.0,26918.0,26941.0,26974.0,27023.0,27108.0,27140.0,27190.0,27253.0,27358.0,27399.0,27479.0,27571.0,27678.0,27751.0,27900.0,27933.0,28031.0,28145.0,28225.0,28315.0,28374.0,28446.0,28497.0,28547.0,28609.0,28662.0,28739.0,28777.0
5097131,36720.0,36757.0,36819.0,36836.0,36926.0,36971.0,37017.0,37044.0,37117.0,37147.0,37214.0,37236.0,37261.0,37285.0,37310.0,37325.0,37373.0,37433.0,37474.0,37521.0,37546.0,37572.0,37604.0,37636.0,37665.0,37702.0,37739.0,37784.0,37813.0,37831.0,37914.0,38035.0,38080.0,38125.0,38168.0,38196.0,38256.0,38315.0,38380.0,38439.0,38487.0,38527.0,38605.0,38755.0,38791.0,38852.0,38924.0,38951.0,39000.0,39031.0,39079.0,39113.0,39137.0,39167.0,39213.0,39298.0,39328.0,39377.0,39438.0,39540.0,39582.0,39663.0,39757.0,39902.0,40001.0,40203.0,40250.0,40347.0,40459.0,40548.0,40647.0,40708.0,40781.0,40833.0,40885.0,40949.0,41003.0,41080.0,41118.0
5097133,49920.0,49958.0,50022.0,50040.0,50132.0,50178.0,50225.0,50252.0,50327.0,50358.0,50427.0,50449.0,50474.0,50499.0,50525.0,50541.0,50591.0,50653.0,50703.0,50761.0,50791.0,50823.0,50863.0,50902.0,50937.0,50982.0,51027.0,51082.0,51117.0,51139.0,51241.0,51389.0,51445.0,51500.0,51553.0,51587.0,51659.0,51721.0,51789.0,51849.0,51901.0,51944.0,52029.0,52193.0,52226.0,52282.0,52335.0,52365.0,52418.0,52446.0,52489.0,52525.0,52549.0,52590.0,52651.0,52775.0,52804.0,52851.0,52910.0,53014.0,53052.0,53126.0,53212.0,53354.0,53451.0,53648.0,53693.0,53802.0,53927.0,54019.0,54121.0,54174.0,54239.0,54287.0,54335.0,54394.0,54447.0,54524.0,54562.0
5097135,62520.0,62553.0,62608.0,62623.0,62702.0,62741.0,62781.0,62804.0,62869.0,62896.0,62955.0,62974.0,62996.0,63018.0,63040.0,63053.0,63096.0,63148.0,63194.0,63246.0,63273.0,63302.0,63338.0,63373.0,63405.0,63446.0,63487.0,63537.0,63569.0,63589.0,63681.0,63815.0,63865.0,63915.0,63963.0,63994.0,64060.0,64124.0,64194.0,64257.0,64303.0,64341.0,64416.0,64561.0,64593.0,64643.0,64697.0,64720.0,64760.0,64791.0,64839.0,64873.0,64896.0,64937.0,65000.0,65105.0,65148.0,65194.0,65251.0,65351.0,65381.0,65439.0,65506.0,65640.0,65732.0,65919.0,65961.0,66190.0,66454.0,66532.0,66618.0,66664.0,66720.0,66789.0,66858.0,66943.0,66972.0,67014.0,67035.0
5097137,75300.0,75332.0,75386.0,75401.0,75478.0,75517.0,75556.0,75579.0,75642.0,75668.0,75726.0,75745.0,75766.0,75787.0,75809.0,75822.0,75864.0,75915.0,75951.0,75993.0,76015.0,76038.0,76066.0,76094.0,76119.0,76152.0,76184.0,76224.0,76249.0,76265.0,76338.0,76445.0,76485.0,76525.0,76563.0,76588.0,76639.0,76677.0,76719.0,76757.0,76794.0,76825.0,76885.0,77001.0,77034.0,77087.0,77126.0,77141.0,77167.0,77183.0,77207.0,77231.0,77248.0,77269.0,77302.0,77361.0,77381.0,77410.0,77446.0,77512.0,77539.0,77591.0,77651.0,77724.0,77774.0,77876.0,77899.0,77985.0,78084.0,78146.0,78215.0,78251.0,78294.0,78318.0,78342.0,78372.0,78434.0,78523.0,78567.0
5098110,41400.0,41441.0,41509.0,41528.0,41626.0,41675.0,41725.0,41754.0,41834.0,41867.0,41940.0,41964.0,41991.0,42018.0,42045.0,42062.0,42115.0,42181.0,42232.0,42291.0,42322.0,42355.0,42395.0,42435.0,42471.0,42517.0,42563.0,42619.0,42655.0,42677.0,42780.0,42931.0,42988.0,43044.0,43098.0,43133.0,43206.0,43256.0,43311.0,43360.0,43420.0,43470.0,43568.0,43757.0,43800.0,43862.0,43925.0,43945.0,43980.0,44006.0,44047.0,44083.0,44108.0,44147.0,44205.0,44322.0,44357.0,44388.0,44426.0,44514.0,44554.0,44632.0,44722.0,44806.0,44863.0,44980.0,45007.0,45119.0,45249.0,45328.0,45417.0,45465.0,45522.0,45558.0,45594.0,45639.0,45665.0,45703.0,45722.0
5098112,53100.0,53145.0,53220.0,53240.0,53347.0,53401.0,53456.0,53488.0,53576.0,53613.0,53693.0,53719.0,53748.0,53777.0,53807.0,53825.0,53883.0,53955.0,54017.0,54088.0,54125.0,54165.0,54214.0,54262.0,54305.0,54361.0,54416.0,54483.0,54526.0,54553.0,54678.0,54860.0,54928.0,54996.0,55061.0,55103.0,55190.0,55251.0,55318.0,55377.0,55428.0,55471.0,55555.0,55717.0,55766.0,55826.0,55880.0,55901.0,55939.0,55974.0,56027.0,56063.0,56088.0,56120.0,56168.0,56286.0,56323.0,56367.0,56422.0,56513.0,56549.0,56618.0,56697.0,56826.0,56914.0,57093.0,57134.0,57275.0,57437.0,57537.0,57648.0,57698.0,57759.0,57796.0,57833.0,57880.0,57952.0,58056.0,58106.0
5098114,65700.0,65732.0,65785.0,65799.0,65875.0,65913.0,65952.0,65975.0,66037.0,66063.0,66120.0,66139.0,66160.0,66181.0,66202.0,66215.0,66256.0,66306.0,66352.0,66405.0,66432.0,66461.0,66497.0,66533.0,66565.0,66606.0,66647.0,66697.0,66729.0,66749.0,66841.0,66976.0,67027.0,67077.0,67125.0,67156.0,67221.0,67271.0,67326.0,67375.0,67414.0,67446.0,67509.0,67631.0,67676.0,67727.0,67804.0,67834.0,67888.0,67911.0,67945.0,67988.0,68017.0,68046.0,68089.0,68171.0,68206.0,68246.0,68295.0,68371.0,68399.0,68453.0,68516.0,68644.0,68731.0,68909.0,68950.0,69020.0,69101.0,69159.0,69223.0,69260.0,69305.0,69333.0,69361.0,69396.0,69433.0,69486.0,69511.0
5099438,36000.0,36041.0,36109.0,36128.0,36226.0,36275.0,36325.0,36354.0,36434.0,36467.0,36540.0,36564.0,36591.0,36618.0,36645.0,36662.0,36715.0,36781.0,36832.0,36891.0,36922.0,36955.0,36995.0,37035.0,37071.0,37117.0,37163.0,37219.0,37255.0,37277.0,37380.0,37531.0,37588.0,37644.0,37698.0,37733.0,37806.0,37856.0,37911.0,37960.0,38020.0,38070.0,38168.0,38357.0,38400.0,38462.0,38525.0,38545.0,38580.0,38606.0,38647.0,38683.0,38708.0,38747.0,38805.0,38922.0,38957.0,38988.0,39026.0,39114.0,39154.0,39232.0,39322.0,39406.0,39463.0,39580.0,39607.0,39719.0,39849.0,39928.0,40017.0,40065.0,40122.0,40158.0,40194.0,40239.0,40265.0,40303.0,40322.0
5099440,46200.0,46239.0,46305.0,46323.0,46418.0,46465.0,46513.0,46541.0,46619.0,46651.0,46722.0,46745.0,46771.0,46797.0,46823.0,46839.0,46890.0,46954.0,47012.0,47078.0,47113.0,47150.0,47195.0,47240.0,47281.0,47333.0,47385.0,47448.0,47489.0,47514.0,47631.0,47801.0,47865.0,47928.0,47989.0,48028.0,48110.0,48161.0,48218.0,48268.0,48317.0,48358.0,48439.0,48596.0,48635.0,48697.0,48753.0,48779.0,48826.0,48858.0,48906.0,48941.0,48965.0,48992.0,49034.0,49112.0,49135.0,49181.0,49239.0,49316.0,49354.0,49428.0,49514.0,49621.0,49694.0,49843.0,49877.0,49985.0,50110.0,50259.0,50424.0,50475.0,50537.0,50569.0,50600.0,50639.0,50668.0,50710.0,50731.0
5099442,58500.0,58536.0,58596.0,58612.0,58698.0,58741.0,58785.0,58811.0,58882.0,58911.0,58976.0,58997.0,59021.0,59045.0,59069.0,59084.0,59131.0,59187.0,59232.0,59284.0,59311.0,59340.0,59376.0,59411.0,59443.0,59484.0,59524.0,59574.0,59606.0,59625.0,59717.0,59851.0,59901.0,59951.0,59999.0,60030.0,60094.0,60139.0,60188.0,60232.0,60271.0,60303.0,60367.0,60489.0,60519.0,60565.0,60609.0,60623.0,60649.0,60677.0,60720.0,60747.0,60766.0,60788.0,60821.0,60928.0,60957.0,60985.0,61020.0,61100.0,61136.0,61205.0,61285.0,61412.0,61499.0,61676.0,61717.0,61799.0,61894.0,61975.0,62066.0,62109.0,62160.0,62197.0,62233.0,62278.0,62309.0,62353.0,62374.0
5099444,71100.0,71141.0,71209.0,71228.0,71326.0,71375.0,71425.0,71454.0,71534.0,71567.0,71640.0,71664.0,71691.0,71718.0,71745.0,71762.0,71815.0,71880.0,71916.0,71957.0,71978.0,72001.0,72029.0,72057.0,72082.0,72114.0,72146.0,72185.0,72210.0,72225.0,72298.0,72404.0,72444.0,72483.0,72521.0,72545.0,72600.0,72658.0,72722.0,72780.0,72834.0,72879.0,72968.0,73140.0,73200.0,73260.0,73320.0,73342.0,73380.0,73404.0,73440.0,73511.0,73560.0,73584.0,73620.0,73680.0,73740.0,73793.0,73860.0,73920.0,73967.0,74057.0,74160.0,74213.0,74249.0,74323.0,74340.0,74451.0,74580.0,74665.0,74760.0,74814.0,74880.0,74917.0,74954.0,75000.0,75019.0,75046.0,75060.0
5099446,81900.0,81927.0,81972.0,81984.0,82049.0,82081.0,82114.0,82133.0,82186.0,82208.0,82256.0,82272.0,82290.0,82308.0,82326.0,82337.0,82372.0,82415.0,82445.0,82479.0,82497.0,82516.0,82539.0,82562.0,82583.0,82610.0,82637.0,82670.0,82691.0,82704.0,82764.0,82852.0,82885.0,82918.0,82949.0,82969.0,83012.0,83047.0,83085.0,83119.0,83144.0,83165.0,83207.0,83287.0,83313.0,83357.0,83393.0,83407.0,83432.0,83444.0,83462.0,83484.0,83499.0,83520.0,83552.0,83649.0,83674.0,83711.0,83757.0,83829.0,83853.0,83900.0,83954.0,84010.0,84048.0,84126.0,84143.0,84256.0,84387.0,84466.0,84555.0,84593.0,84638.0,84653.0,84668.0,84687.0,84709.0,84741.0,84756.0
5100398,26520.0,26559.0,26624.0,26642.0,26736.0,26783.0,26831.0,26859.0,26936.0,26968.0,27038.0,27061.0,27087.0,27113.0,27139.0,27155.0,27206.0,27268.0,27315.0,27369.0,27397.0,27427.0,27464.0,27500.0,27533.0,27575.0,27617.0,27668.0,27701.0,27721.0,27816.0,27954.0,28006.0,28057.0,28106.0,28138.0,28206.0,28268.0,28337.0,28399.0,28447.0,28487.0,28565.0,28715.0,28762.0,28840.0,28907.0,28933.0,28979.0,29014.0,29067.0,29119.0,29155.0,29200.0,29269.0,29349.0,29385.0,29442.0,29513.0,29702.0,29762.0,29878.0,30012.0,30252.0,30416.0,30750.0,30827.0,31000.0,31200.0,31302.0,31416.0,31492.0,31583.0,31639.0,31695.0,31765.0,31806.0,31865.0,31894.0
5100708,26520.0,26559.0,26624.0,26642.0,26736.0,26783.0,26831.0,26859.0,26936.0,26968.0,27038.0,27061.0,27087.0,27113.0,27139.0,27155.0,27206.0,27268.0,27315.0,27369.0,27397.0,27427.0,27464.0,27500.0,27533.0,27575.0,27617.0,27668.0,27701.0,27721.0,27816.0,27954.0,28006.0,28057.0,28106.0,28138.0,28206.0,28268.0,28337.0,28399.0,28447.0,28487.0,28565.0,28715.0,28762.0,28840.0,28907.0,28933.0,28979.0,29014.0,29067.0,29119.0,29155.0,29200.0,29269.0,29349.0,29385.0,29442.0,29513.0,29702.0,29762.0,29878.0,30012.0,30252.0,30416.0,30750.0,30827.0,31000.0,31200.0,31302.0,31416.0,31492.0,31583.0,31639.0,31695.0,31765.0,31806.0,31865.0,31894.0
5103735,31920.0,31969.0,32051.0,32073.0,32191.0,32250.0,32310.0,32345.0,32441.0,32481.0,32569.0,32598.0,32630.0,32662.0,32695.0,32715.0,32779.0,32858.0,32919.0,32989.0,33025.0,33064.0,33112.0,33159.0,33202.0,33257.0,33311.0,33378.0,33421.0,33447.0,33570.0,33750.0,33817.0,33884.0,33948.0,33989.0,34078.0,34158.0,34247.0,34326.0,34371.0,34409.0,34483.0,34626.0,34664.0,34730.0,34802.0,34822.0,34858.0,34886.0,34928.0,34970.0,34999.0,35036.0,35093.0,35211.0,35240.0,35307.0,35390.0,35531.0,35583.0,35684.0,35801.0,36046.0,36213.0,36554.0,36631.0,36776.0,36943.0,37043.0,37154.0,37216.0,37292.0,37338.0,37384.0,37440.0,37486.0,37552.0,37583.0
5103739,57120.0,57159.0,57223.0,57241.0,57334.0,57380.0,57427.0,57454.0,57530.0,57562.0,57631.0,57654.0,57679.0,57704.0,57730.0,57746.0,57796.0,57857.0,57906.0,57962.0,57991.0,58022.0,58060.0,58098.0,58132.0,58176.0,58219.0,58272.0,58306.0,58327.0,58425.0,58569.0,58623.0,58676.0,58727.0,58760.0,58831.0,58891.0,58958.0,59017.0,59068.0,59110.0,59194.0,59355.0,59391.0,59448.0,59499.0,59523.0,59566.0,59594.0,59638.0,59675.0,59700.0,59745.0,59812.0,59915.0,59943.0,59985.0,60038.0,60127.0,60165.0,60238.0,60322.0,60486.0,60598.0,60827.0,60879.0,61019.0,61180.0,61280.0,61391.0,61448.0,61517.0,61557.0,61597.0,61647.0,61699.0,61774.0,61811.0
5104203,21720.0,21756.0,21815.0,21831.0,21916.0,21959.0,22002.0,22027.0,22097.0,22126.0,22190.0,22211.0,22234.0,22257.0,22281.0,22295.0,22341.0,22400.0,22438.0,22482.0,22505.0,22529.0,22559.0,22589.0,22616.0,22650.0,22684.0,22725.0,22752.0,22768.0,22845.0,22957.0,22999.0,23041.0,23081.0,23107.0,23159.0,23211.0,23268.0,23319.0,23361.0,23396.0,23464.0,23596.0,23637.0,23709.0,23761.0,23781.0,23816.0,23843.0,23885.0,23918.0,23941.0,23974.0,24023.0,24108.0,24140.0,24190.0,24253.0,24358.0,24399.0,24479.0,24571.0,24678.0,24751.0,24900.0,24933.0,25031.0,25145.0,25225.0,25315.0,25374.0,25446.0,25497.0,25547.0,25609.0,25662.0,25739.0,25777.0
5104205,33120.0,33158.0,33222.0,33239.0,33331.0,33377.0,33424.0,33451.0,33526.0,33557.0,33626.0,33648.0,33673.0,33698.0,33724.0,33740.0,33790.0,33852.0,33897.0,33948.0,33975.0,34004.0,34039.0,34074.0,34105.0,34145.0,34185.0,34234.0,34265.0,34284.0,34374.0,34505.0,34554.0,34603.0,34650.0,34680.0,34742.0,34806.0,34877.0,34941.0,34994.0,35039.0,35127.0,35296.0,35334.0,35393.0,35445.0,35465.0,35501.0,35523.0,35557.0,35590.0,35612.0,35642.0,35688.0,35793.0,35824.0,35877.0,35944.0,36033.0,36077.0,36162.0,36260.0,36484.0,36637.0,36949.0,37020.0,37124.0,37244.0,37344.0,37455.0,37531.0,37623.0,37676.0,37728.0,37793.0,37832.0,37888.0,37915.0
5104209,58920.0,58959.0,59023.0,59041.0,59134.0,59180.0,59227.0,59254.0,59330.0,59362.0,59431.0,59454.0,59479.0,59504.0,59530.0,59546.0,59596.0,59657.0,59706.0,59762.0,59791.0,59822.0,59860.0,59898.0,59932.0,59976.0,60019.0,60072.0,60106.0,60127.0,60225.0,60369.0,60423.0,60476.0,60527.0,60560.0,60631.0,60691.0,60758.0,60817.0,60868.0,60910.0,60994.0,61155.0,61191.0,61248.0,61299.0,61323.0,61366.0,61394.0,61438.0,61475.0,61500.0,61545.0,61612.0,61715.0,61743.0,61785.0,61838.0,61927.0,61965.0,62038.0,62122.0,62286.0,62398.0,62627.0,62679.0,62819.0,62980.0,63080.0,63191.0,63248.0,63317.0,63357.0,63397.0,63447.0,63499.0,63574.0,63611.0
5105956,23520.0,23556.0,23615.0,23631.0,23716.0,23759.0,23802.0,23827.0,23897.0,23926.0,23990.0,24011.0,24034.0,24057.0,24081.0,24095.0,24141.0,24200.0,24238.0,24282.0,24305.0,24329.0,24359.0,24389.0,24416.0,24450.0,24484.0,24525.0,24552.0,24568.0,24645.0,24757.0,24799.0,24841.0,24881.0,24907.0,24959.0,25011.0,25068.0,25119.0,25161.0,25196.0,25264.0,25396.0,25437.0,25509.0,25561.0,25581.0,25616.0,25643.0,25685.0,25718.0,25741.0,25774.0,25823.0,25908.0,25940.0,25990.0,26053.0,26158.0,26199.0,26279.0,26371.0,26478.0,26551.0,26700.0,26733.0,26831.0,26945.0,27025.0,27115.0,27174.0,27246.0,27297.0,27347.0,27409.0,27462.0,27539.0,27577.0
5105958,34920.0,34958.0,35022.0,35039.0,35131.0,35177.0,35224.0,35251.0,35326.0,35357.0,35426.0,35448.0,35473.0,35498.0,35524.0,35540.0,35590.0,35652.0,35697.0,35748.0,35775.0,35804.0,35839.0,35874.0,35905.0,35945.0,35985.0,36034.0,36065.0,36084.0,36174.0,36305.0,36354.0,36403.0,36450.0,36480.0,36542.0,36606.0,36677.0,36741.0,36794.0,36839.0,36927.0,37096.0,37134.0,37193.0,37245.0,37265.0,37301.0,37323.0,37357.0,37390.0,37412.0,37442.0,37488.0,37593.0,37624.0,37677.0,37744.0,37833.0,37877.0,37962.0,38060.0,38284.0,38437.0,38749.0,38820.0,38924.0,39044.0,39144.0,39255.0,39331.0,39423.0,39476.0,39528.0,39593.0,39632.0,39688.0,39715.0
