tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P
5092786,55500.0,55671.0,55732.0,55799.0,55892.0,55989.0,56024.0,56231.0,56293.0,56361.0,56423.0,56481.0,56523.0,56584.0,56647.0,56689.0,56730.0,56773.0,56803.0,56825.0,56953.0,57087.0,57172.0,57209.0,57244.0,57270.0,57315.0,57371.0,57409.0,57440.0,57465.0,57521.0
5092792,74100.0,74220.0,74266.0,74316.0,74387.0,74460.0,74490.0,74632.0,74683.0,74738.0,74797.0,74847.0,74883.0,74939.0,74997.0,75036.0,75074.0,75113.0,75141.0,75161.0,75241.0,75325.0,75380.0,75415.0,75449.0,75474.0,75517.0,75571.0,75608.0,75638.0,75662.0,75718.0
5093747,38100.0,38194.0,38260.0,38332.0,38414.0,38500.0,38517.0,38648.0,38686.0,38728.0,38764.0,38810.0,38843.0,38895.0,38948.0,38983.0,39017.0,39053.0,39078.0,39097.0,39167.0,39241.0,39309.0,39334.0,39358.0,39376.0,39407.0,39446.0,39472.0,39494.0,39511.0,39551.0
5093749,43200.0,43302.0,43350.0,43404.0,43475.0,43548.0,43582.0,43734.0,43788.0,43846.0,43901.0,43954.0,43992.0,44043.0,44095.0,44130.0,44164.0,44199.0,44224.0,44242.0,44313.0,44387.0,44457.0,44489.0,44520.0,44542.0,44581.0,44629.0,44662.0,44689.0,44711.0,44759.0
5093751,48600.0,48702.0,48750.0,48804.0,48875.0,48948.0,48982.0,49134.0,49188.0,49246.0,49301.0,49354.0,49392.0,49443.0,49495.0,49530.0,49564.0,49599.0,49624.0,49642.0,49713.0,49787.0,49857.0,49889.0,49920.0,49942.0,49981.0,50029.0,50062.0,50089.0,50111.0,50159.0
5094215,54000.0,54101.0,54140.0,54184.0,54252.0,54322.0,54346.0,54479.0,54527.0,54580.0,54631.0,54682.0,54719.0,54770.0,54822.0,54857.0,54891.0,54926.0,54951.0,54969.0,55056.0,55146.0,55202.0,55236.0,55268.0,55292.0,55333.0,55384.0,55419.0,55448.0,55471.0,55523.0
5094217,59400.0,59501.0,59540.0,59584.0,59652.0,59722.0,59746.0,59879.0,59927.0,59980.0,60031.0,60082.0,60119.0,60170.0,60222.0,60257.0,60291.0,60326.0,60351.0,60369.0,60456.0,60546.0,60602.0,60636.0,60668.0,60692.0,60733.0,60784.0,60819.0,60848.0,60871.0,60923.0
5094219,64800.0,64901.0,64940.0,64984.0,65052.0,65122.0,65146.0,65279.0,65327.0,65380.0,65431.0,65482.0,65519.0,65570.0,65622.0,65657.0,65691.0,65726.0,65751.0,65769.0,65856.0,65946.0,66002.0,66036.0,66068.0,66092.0,66133.0,66184.0,66219.0,66248.0,66271.0,66323.0
5094220,72900.0,73018.0,73056.0,73097.0,73165.0,73235.0,73254.0,73362.0,73416.0,73474.0,73539.0,73590.0,73627.0,73682.0,73738.0,73776.0,73813.0,73851.0,73878.0,73897.0,73971.0,74048.0,74117.0,74154.0,74189.0,74215.0,74260.0,74316.0,74354.0,74386.0,74411.0,74468.0
5094222,77400.0,77505.0,77544.0,77588.0,77656.0,77727.0,77746.0,77852.0,77900.0,77953.0,78003.0,78047.0,78078.0,78123.0,78169.0,78200.0,78230.0,78261.0,78283.0,78299.0,78358.0,78419.0,78478.0,78512.0,78545.0,78569.0,78610.0,78662.0,78697.0,78726.0,78749.0,78801.0
5094224,82200.0,82305.0,82344.0,82388.0,82456.0,82527.0,82546.0,82652.0,82700.0,82753.0,82803.0,82847.0,82878.0,82923.0,82969.0,83000.0,83030.0,83061.0,83083.0,83099.0,83158.0,83219.0,83278.0,83312.0,83345.0,83369.0,83410.0,83462.0,83497.0,83526.0,83549.0,83601.0
5094454,55080.0,55181.0,55220.0,55264.0,55332.0,55402.0,55426.0,55559.0,55607.0,55660.0,55711.0,55762.0,55799.0,55850.0,55902.0,55937.0,55971.0,56006.0,56031.0,56049.0,56136.0,56226.0,56282.0,56316.0,56348.0,56372.0,56413.0,56464.0,56499.0,56528.0,56551.0,56603.0
5094456,60480.0,60581.0,60620.0,60664.0,60732.0,60802.0,60826.0,60959.0,61007.0,61060.0,61111.0,61162.0,61199.0,61250.0,61302.0,61337.0,61371.0,61406.0,61431.0,61449.0,61536.0,61626.0,61682.0,61716.0,61748.0,61772.0,61813.0,61864.0,61899.0,61928.0,61951.0,62003.0
5094458,65880.0,65981.0,66020.0,66064.0,66132.0,66202.0,66226.0,66359.0,66407.0,66460.0,66511.0,66562.0,66599.0,66650.0,66702.0,66737.0,66771.0,66806.0,66831.0,66849.0,66936.0,67026.0,67082.0,67116.0,67148.0,67172.0,67213.0,67264.0,67299.0,67328.0,67351.0,67403.0
5094460,71100.0,71218.0,71256.0,71297.0,71365.0,71435.0,71454.0,71562.0,71616.0,71674.0,71739.0,71790.0,71827.0,71882.0,71938.0,71976.0,72013.0,72051.0,72078.0,72097.0,72171.0,72248.0,72317.0,72354.0,72389.0,72415.0,72460.0,72516.0,72554.0,72586.0,72611.0,72668.0
5095338,32400.0,32502.0,32569.0,32642.0,32741.0,32844.0,32881.0,33144.0,33201.0,33263.0,33329.0,33389.0,33432.0,33496.0,33562.0,33606.0,33649.0,33694.0,33725.0,33749.0,33846.0,33948.0,34006.0,34040.0,34072.0,34096.0,34137.0,34188.0,34223.0,34252.0,34275.0,34326.0
5095340,38100.0,38245.0,38308.0,38377.0,38461.0,38548.0,38578.0,38745.0,38796.0,38852.0,38903.0,38956.0,38993.0,39057.0,39123.0,39167.0,39210.0,39255.0,39286.0,39310.0,39423.0,39542.0,39609.0,39645.0,39680.0,39705.0,39749.0,39804.0,39842.0,39873.0,39898.0,39953.0
5095344,51000.0,51135.0,51194.0,51260.0,51342.0,51427.0,51459.0,51641.0,51695.0,51753.0,51811.0,51866.0,51905.0,51965.0,52026.0,52067.0,52107.0,52149.0,52178.0,52200.0,52323.0,52451.0,52520.0,52556.0,52590.0,52615.0,52659.0,52713.0,52750.0,52781.0,52805.0,52860.0
5095346,56700.0,56871.0,56932.0,56999.0,57092.0,57189.0,57224.0,57431.0,57493.0,57561.0,57623.0,57681.0,57723.0,57784.0,57847.0,57889.0,57930.0,57973.0,58003.0,58025.0,58153.0,58287.0,58372.0,58409.0,58444.0,58470.0,58515.0,58571.0,58609.0,58640.0,58665.0,58721.0
5095864,39180.0,39274.0,39340.0,39412.0,39494.0,39580.0,39597.0,39728.0,39766.0,39808.0,39844.0,39890.0,39923.0,39975.0,40028.0,40063.0,40097.0,40133.0,40158.0,40177.0,40247.0,40321.0,40389.0,40414.0,40438.0,40456.0,40487.0,40526.0,40552.0,40574.0,40591.0,40631.0
5095866,44280.0,44382.0,44430.0,44484.0,44555.0,44628.0,44662.0,44814.0,44868.0,44926.0,44981.0,45034.0,45072.0,45123.0,45175.0,45210.0,45244.0,45279.0,45304.0,45322.0,45393.0,45467.0,45537.0,45569.0,45600.0,45622.0,45661.0,45709.0,45742.0,45769.0,45791.0,45839.0
5095868,49680.0,49782.0,49830.0,49884.0,49955.0,50028.0,50062.0,50214.0,50268.0,50326.0,50381.0,50434.0,50472.0,50523.0,50575.0,50610.0,50644.0,50679.0,50704.0,50722.0,50793.0,50867.0,50937.0,50969.0,51000.0,51022.0,51061.0,51109.0,51142.0,51169.0,51191.0,51239.0
5095870,75900.0,76005.0,76044.0,76088.0,76156.0,76227.0,76246.0,76352.0,76400.0,76453.0,76503.0,76547.0,76578.0,76623.0,76669.0,76700.0,76730.0,76761.0,76783.0,76799.0,76858.0,76919.0,76978.0,77012.0,77045.0,77069.0,77110.0,77162.0,77197.0,77226.0,77249.0,77301.0
5095872,80400.0,80505.0,80544.0,80588.0,80656.0,80727.0,80746.0,80852.0,80900.0,80953.0,81003.0,81047.0,81078.0,81123.0,81169.0,81200.0,81230.0,81261.0,81283.0,81299.0,81358.0,81419.0,81478.0,81512.0,81545.0,81569.0,81610.0,81662.0,81697.0,81726.0,81749.0,81801.0
5095874,84600.0,84705.0,84744.0,84788.0,84856.0,84927.0,84946.0,85052.0,85100.0,85153.0,85203.0,85247.0,85278.0,85323.0,85369.0,85400.0,85430.0,85461.0,85483.0,85499.0,85558.0,85619.0,85678.0,85712.0,85745.0,85769.0,85810.0,85862.0,85897.0,85926.0,85949.0,86001.0
5095947,40200.0,40294.0,40360.0,40432.0,40514.0,40600.0,40617.0,40748.0,40786.0,40828.0,40864.0,40910.0,40943.0,40995.0,41048.0,41083.0,41117.0,41153.0,41178.0,41197.0,41267.0,41341.0,41409.0,41434.0,41458.0,41476.0,41507.0,41546.0,41572.0,41594.0,41611.0,41651.0
5095949,45360.0,45462.0,45510.0,45564.0,45635.0,45708.0,45742.0,45894.0,45948.0,46006.0,46061.0,46114.0,46152.0,46203.0,46255.0,46290.0,46324.0,46359.0,46384.0,46402.0,46473.0,46547.0,46617.0,46649.0,46680.0,46702.0,46741.0,46789.0,46822.0,46849.0,46871.0,46919.0
5095951,50760.0,50862.0,50910.0,50964.0,51035.0,51108.0,51142.0,51294.0,51348.0,51406.0,51461.0,51514.0,51552.0,51603.0,51655.0,51690.0,51724.0,51759.0,51784.0,51802.0,51873.0,51947.0,52017.0,52049.0,52080.0,52102.0,52141.0,52189.0,52222.0,52249.0,52271.0,52319.0
5095953,56160.0,56261.0,56300.0,56344.0,56412.0,56482.0,56506.0,56639.0,56687.0,56740.0,56791.0,56842.0,56879.0,56930.0,56982.0,57017.0,57051.0,57086.0,57111.0,57129.0,57216.0,57306.0,57362.0,57396.0,57428.0,57452.0,57493.0,57544.0,57579.0,57608.0,57631.0,57683.0
5095955,61560.0,61661.0,61700.0,61744.0,61812.0,61882.0,61906.0,62039.0,62087.0,62140.0,62191.0,62242.0,62279.0,62330.0,62382.0,62417.0,62451.0,62486.0,62511.0,62529.0,62616.0,62706.0,62762.0,62796.0,62828.0,62852.0,62893.0,62944.0,62979.0,63008.0,63031.0,63083.0
5095957,66960.0,67061.0,67100.0,67144.0,67212.0,67282.0,67306.0,67439.0,67487.0,67540.0,67591.0,67642.0,67679.0,67730.0,67782.0,67817.0,67851.0,67886.0,67911.0,67929.0,68016.0,68106.0,68162.0,68196.0,68228.0,68252.0,68293.0,68344.0,68379.0,68408.0,68431.0,68483.0
5098445,27000.0,27086.0,27142.0,27203.0,27277.0,27355.0,27379.0,27531.0,27575.0,27622.0,27674.0,27722.0,27756.0,27797.0,27839.0,27867.0,27895.0,27924.0,27944.0,27960.0,28017.0,28076.0,28125.0,28153.0,28180.0,28200.0,28235.0,28278.0,28308.0,28332.0,28351.0,28396.0
5098447,36000.0,36145.0,36208.0,36277.0,36361.0,36448.0,36478.0,36645.0,36696.0,36752.0,36803.0,36856.0,36893.0,36957.0,37023.0,37067.0,37110.0,37155.0,37186.0,37210.0,37323.0,37442.0,37509.0,37545.0,37580.0,37605.0,37649.0,37704.0,37742.0,37773.0,37798.0,37853.0
5098449,42000.0,42145.0,42208.0,42277.0,42361.0,42448.0,42478.0,42645.0,42696.0,42752.0,42803.0,42856.0,42893.0,42957.0,43023.0,43067.0,43110.0,43155.0,43186.0,43210.0,43323.0,43442.0,43509.0,43545.0,43580.0,43605.0,43649.0,43704.0,43742.0,43773.0,43798.0,43853.0
5098453,54000.0,54171.0,54232.0,54299.0,54392.0,54489.0,54524.0,54731.0,54793.0,54861.0,54923.0,54981.0,55023.0,55084.0,55147.0,55189.0,55230.0,55273.0,55303.0,55325.0,55453.0,55587.0,55672.0,55709.0,55744.0,55770.0,55815.0,55871.0,55909.0,55940.0,55965.0,56021.0
5098460,80100.0,80194.0,80237.0,80284.0,80344.0,80406.0,80424.0,80525.0,80566.0,80611.0,80659.0,80701.0,80731.0,80777.0,80824.0,80856.0,80887.0,80919.0,80941.0,80958.0,81013.0,81071.0,81133.0,81164.0,81194.0,81216.0,81254.0,81301.0,81333.0,81360.0,81381.0,81429.0
5098462,84600.0,84694.0,84737.0,84784.0,84844.0,84906.0,84924.0,85025.0,85066.0,85111.0,85159.0,85201.0,85231.0,85277.0,85324.0,85356.0,85387.0,85419.0,85441.0,85458.0,85513.0,85571.0,85633.0,85664.0,85694.0,85716.0,85754.0,85801.0,85833.0,85860.0,85881.0,85929.0
5099126,59400.0,59571.0,59632.0,59699.0,59792.0,59889.0,59924.0,60131.0,60193.0,60261.0,60323.0,60381.0,60423.0,60484.0,60547.0,60589.0,60630.0,60673.0,60703.0,60725.0,60853.0,60987.0,61072.0,61109.0,61144.0,61170.0,61215.0,61271.0,61309.0,61340.0,61365.0,61421.0
5099128,65400.0,65571.0,65632.0,65699.0,65792.0,65889.0,65924.0,66131.0,66193.0,66261.0,66323.0,66381.0,66423.0,66484.0,66547.0,66589.0,66630.0,66673.0,66703.0,66725.0,66853.0,66987.0,67072.0,67109.0,67144.0,67170.0,67215.0,67271.0,67309.0,67340.0,67365.0,67421.0
5099130,71400.0,71520.0,71566.0,71616.0,71687.0,71760.0,71790.0,71932.0,71983.0,72038.0,72097.0,72147.0,72183.0,72239.0,72297.0,72336.0,72374.0,72413.0,72441.0,72461.0,72541.0,72625.0,72680.0,72715.0,72749.0,72774.0,72817.0,72871.0,72908.0,72938.0,72962.0,73018.0
5102458,28800.0,28902.0,28969.0,29042.0,29141.0,29244.0,29281.0,29544.0,29601.0,29663.0,29729.0,29789.0,29832.0,29896.0,29962.0,30006.0,30049.0,30094.0,30125.0,30149.0,30246.0,30348.0,30406.0,30440.0,30472.0,30496.0,30537.0,30588.0,30623.0,30652.0,30675.0,30726.0
5102464,47100.0,47235.0,47294.0,47360.0,47442.0,47527.0,47559.0,47741.0,47795.0,47853.0,47911.0,47966.0,48005.0,48065.0,48126.0,48167.0,48207.0,48249.0,48278.0,48300.0,48423.0,48551.0,48620.0,48656.0,48690.0,48715.0,48759.0,48813.0,48850.0,48881.0,48905.0,48960.0
5102467,63600.0,63771.0,63832.0,63899.0,63992.0,64089.0,64124.0,64331.0,64393.0,64461.0,64523.0,64581.0,64623.0,64684.0,64747.0,64789.0,64830.0,64873.0,64903.0,64925.0,65053.0,65187.0,65272.0,65309.0,65344.0,65370.0,65415.0,65471.0,65509.0,65540.0,65565.0,65621.0
5102469,69600.0,69720.0,69766.0,69816.0,69887.0,69960.0,69990.0,70132.0,70183.0,70238.0,70297.0,70347.0,70383.0,70439.0,70497.0,70536.0,70574.0,70613.0,70641.0,70661.0,70741.0,70825.0,70880.0,70915.0,70949.0,70974.0,71017.0,71071.0,71108.0,71138.0,71162.0,71218.0
5102470,77100.0,77194.0,77237.0,77284.0,77344.0,77406.0,77424.0,77525.0,77566.0,77611.0,77659.0,77701.0,77731.0,77777.0,77824.0,77856.0,77887.0,77919.0,77941.0,77958.0,78013.0,78071.0,78133.0,78164.0,78194.0,78216.0,78254.0,78301.0,78333.0,78360.0,78381.0,78429.0
5102639,59400.0,59571.0,59632.0,59699.0,59792.0,59889.0,59924.0,60131.0,60193.0,60261.0,60323.0,60381.0,60423.0,60484.0,60547.0,60589.0,60630.0,60673.0,60703.0,60725.0,60853.0,60987.0,61072.0,61109.0,61144.0,61170.0,61215.0,61271.0,61309.0,61340.0,61365.0,61421.0
5102641,65400.0,65571.0,65632.0,65699.0,65792.0,65889.0,65924.0,66131.0,66193.0,66261.0,66323.0,66381.0,66423.0,66484.0,66547.0,66589.0,66630.0,66673.0,66703.0,66725.0,66853.0,66987.0,67072.0,67109.0,67144.0,67170.0,67215.0,67271.0,67309.0,67340.0,67365.0,67421.0
5102643,71400.0,71520.0,71566.0,71616.0,71687.0,71760.0,71790.0,71932.0,71983.0,72038.0,72097.0,72147.0,72183.0,72239.0,72297.0,72336.0,72374.0,72413.0,72441.0,72461.0,72541.0,72625.0,72680.0,72715.0,72749.0,72774.0,72817.0,72871.0,72908.0,72938.0,72962.0,73018.0
5102974,30600.0,30702.0,30769.0,30842.0,30941.0,31044.0,31081.0,31344.0,31401.0,31463.0,31529.0,31589.0,31632.0,31696.0,31762.0,31806.0,31849.0,31894.0,31925.0,31949.0,32046.0,32148.0,32206.0,32240.0,32272.0,32296.0,32337.0,32388.0,32423.0,32452.0,32475.0,32526.0
5102976,48900.0,49035.0,49094.0,49160.0,49242.0,49327.0,49359.0,49541.0,49595.0,49653.0,49711.0,49766.0,49805.0,49865.0,49926.0,49967.0,50007.0,50049.0,50078.0,50100.0,50223.0,50351.0,50420.0,50456.0,50490.0,50515.0,50559.0,50613.0,50650.0,50681.0,50705.0,50760.0
5102980,61200.0,61371.0,61432.0,61499.0,61592.0,61689.0,61724.0,61931.0,61993.0,62061.0,62123.0,62181.0,62223.0,62284.0,62347.0,62389.0,62430.0,62473.0,62503.0,62525.0,62653.0,62787.0,62872.0,62909.0,62944.0,62970.0,63015.0,63071.0,63109.0,63140.0,63165.0,63221.0
5102982,67500.0,67671.0,67732.0,67799.0,67892.0,67989.0,68024.0,68231.0,68293.0,68361.0,68423.0,68481.0,68523.0,68584.0,68647.0,68689.0,68730.0,68773.0,68803.0,68825.0,68953.0,69087.0,69172.0,69209.0,69244.0,69270.0,69315.0,69371.0,69409.0,69440.0,69465.0,69521.0
5102988,83100.0,83194.0,83237.0,83284.0,83344.0,83406.0,83424.0,83525.0,83566.0,83611.0,83659.0,83701.0,83731.0,83777.0,83824.0,83856.0,83887.0,83919.0,83941.0,83958.0,84013.0,84071.0,84133.0,84164.0,84194.0,84216.0,84254.0,84301.0,84333.0,84360.0,84381.0,84429.0
5103804,40200.0,40345.0,40408.0,40477.0,40561.0,40648.0,40678.0,40845.0,40896.0,40952.0,41003.0,41056.0,41093.0,41157.0,41223.0,41267.0,41310.0,41355.0,41386.0,41410.0,41523.0,41642.0,41709.0,41745.0,41780.0,41805.0,41849.0,41904.0,41942.0,41973.0,41998.0,42053.0
5104494,52200.0,52335.0,52394.0,52460.0,52542.0,52627.0,52659.0,52841.0,52895.0,52953.0,53011.0,53066.0,53105.0,53165.0,53226.0,53267.0,53307.0,53349.0,53378.0,53400.0,53523.0,53651.0,53720.0,53756.0,53790.0,53815.0,53859.0,53913.0,53950.0,53981.0,54005.0,54060.0
5104496,58200.0,58371.0,58432.0,58499.0,58592.0,58689.0,58724.0,58931.0,58993.0,59061.0,59123.0,59181.0,59223.0,59284.0,59347.0,59389.0,59430.0,59473.0,59503.0,59525.0,59653.0,59787.0,59872.0,59909.0,59944.0,59970.0,60015.0,60071.0,60109.0,60140.0,60165.0,60221.0
5104884,55500.0,55671.0,55732.0,55799.0,55892.0,55989.0,56024.0,56231.0,56293.0,56361.0,56423.0,56481.0,56523.0,56584.0,56647.0,56689.0,56730.0,56773.0,56803.0,56825.0,56953.0,57087.0,57172.0,57209.0,57244.0,57270.0,57315.0,57371.0,57409.0,57440.0,57465.0,57521.0
5104890,74100.0,74220.0,74266.0,74316.0,74387.0,74460.0,74490.0,74632.0,74683.0,74738.0,74797.0,74847.0,74883.0,74939.0,74997.0,75036.0,75074.0,75113.0,75141.0,75161.0,75241.0,75325.0,75380.0,75415.0,75449.0,75474.0,75517.0,75571.0,75608.0,75638.0,75662.0,75718.0
5105832,27000.0,27086.0,27142.0,27203.0,27277.0,27355.0,27379.0,27531.0,27575.0,27622.0,27674.0,27722.0,27756.0,27797.0,27839.0,27867.0,27895.0,27924.0,27944.0,27960.0,28017.0,28076.0,28125.0,28153.0,28180.0,28200.0,28235.0,28278.0,28308.0,28332.0,28351.0,28396.0
5105834,36000.0,36145.0,36208.0,36277.0,36361.0,36448.0,36478.0,36645.0,36696.0,36752.0,36803.0,36856.0,36893.0,36957.0,37023.0,37067.0,37110.0,37155.0,37186.0,37210.0,37323.0,37442.0,37509.0,37545.0,37580.0,37605.0,37649.0,37704.0,37742.0,37773.0,37798.0,37853.0
5105836,42000.0,42145.0,42208.0,42277.0,42361.0,42448.0,42478.0,42645.0,42696.0,42752.0,42803.0,42856.0,42893.0,42957.0,43023.0,43067.0,43110.0,43155.0,43186.0,43210.0,43323.0,43442.0,43509.0,43545.0,43580.0,43605.0,43649.0,43704.0,43742.0,43773.0,43798.0,43853.0
5105840,54000.0,54171.0,54232.0,54299.0,54392.0,54489.0,54524.0,54731.0,54793.0,54861.0,54923.0,54981.0,55023.0,55084.0,55147.0,55189.0,55230.0,55273.0,55303.0,55325.0,55453.0,55587.0,55672.0,55709.0,55744.0,55770.0,55815.0,55871.0,55909.0,55940.0,55965.0,56021.0
5105847,80100.0,80194.0,80237.0,80284.0,80344.0,80406.0,80424.0,80525.0,80566.0,80611.0,80659.0,80701.0,80731.0,80777.0,80824.0,80856.0,80887.0,80919.0,80941.0,80958.0,81013.0,81071.0,81133.0,81164.0,81194.0,81216.0,81254.0,81301.0,81333.0,81360.0,81381.0,81429.0
5105849,84600.0,84694.0,84737.0,84784.0,84844.0,84906.0,84924.0,85025.0,85066.0,85111.0,85159.0,85201.0,85231.0,85277.0,85324.0,85356.0,85387.0,85419.0,85441.0,85458.0,85513.0,85571.0,85633.0,85664.0,85694.0,85716.0,85754.0,85801.0,85833.0,85860.0,85881.0,85929.0
5107589,32400.0,32502.0,32569.0,32642.0,32741.0,32844.0,32881.0,33144.0,33201.0,33263.0,33329.0,33389.0,33432.0,33496.0,33562.0,33606.0,33649.0,33694.0,33725.0,33749.0,33846.0,33948.0,34006.0,34040.0,34072.0,34096.0,34137.0,34188.0,34223.0,34252.0,34275.0,34326.0
5107591,38100.0,38245.0,38308.0,38377.0,38461.0,38548.0,38578.0,38745.0,38796.0,38852.0,38903.0,38956.0,38993.0,39057.0,39123.0,39167.0,39210.0,39255.0,39286.0,39310.0,39423.0,39542.0,39609.0,39645.0,39680.0,39705.0,39749.0,39804.0,39842.0,39873.0,39898.0,39953.0
5107597,56700.0,56871.0,56932.0,56999.0,57092.0,57189.0,57224.0,57431.0,57493.0,57561.0,57623.0,57681.0,57723.0,57784.0,57847.0,57889.0,57930.0,57973.0,58003.0,58025.0,58153.0,58287.0,58372.0,58409.0,58444.0,58470.0,58515.0,58571.0,58609.0,58640.0,58665.0,58721.0
5107988,23700.0,23786.0,23842.0,23903.0,23977.0,24055.0,24079.0,24231.0,24275.0,24322.0,24374.0,24422.0,24456.0,24497.0,24539.0,24567.0,24595.0,24624.0,24644.0,24660.0,24717.0,24776.0,24825.0,24853.0,24880.0,24900.0,24935.0,24978.0,25008.0,25032.0,25051.0,25096.0
5107992,34200.0,34302.0,34369.0,34442.0,34541.0,34644.0,34681.0,34944.0,35001.0,35063.0,35129.0,35189.0,35232.0,35296.0,35362.0,35406.0,35449.0,35494.0,35525.0,35549.0,35646.0,35748.0,35806.0,35840.0,35872.0,35896.0,35937.0,35988.0,36023.0,36052.0,36075.0,36126.0
5107994,43800.0,43935.0,43994.0,44060.0,44142.0,44227.0,44259.0,44441.0,44495.0,44553.0,44611.0,44666.0,44705.0,44765.0,44826.0,44867.0,44907.0,44949.0,44978.0,45000.0,45123.0,45251.0,45320.0,45356.0,45390.0,45415.0,45459.0,45513.0,45550.0,45581.0,45605.0,45660.0
5108000,62400.0,62571.0,62632.0,62699.0,62792.0,62889.0,62924.0,63131.0,63193.0,63261.0,63323.0,63381.0,63423.0,63484.0,63547.0,63589.0,63630.0,63673.0,63703.0,63725.0,63853.0,63987.0,64072.0,64109.0,64144.0,64170.0,64215.0,64271.0,64309.0,64340.0,64365.0,64421.0
5112817,45300.0,45435.0,45494.0,45560.0,45642.0,45727.0,45759.0,45941.0,45995.0,46053.0,46111.0,46166.0,46205.0,46265.0,46326.0,46367.0,46407.0,46449.0,46478.0,46500.0,46623.0,46751.0,46820.0,46856.0,46890.0,46915.0,46959.0,47013.0,47050.0,47081.0,47105.0,47160.0
