tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P
0,4316.0,4317.0,7013.0,6162.0,7022.0,1554.0,1555.0,1556.0,1557.0,1181.0,7350.0,1558.0,1549.0,1523.0,1524.0,1525.0,1526.0,6080.0,983.0,984.0,985.0,1529.0,4542.0,1531.0,1532.0,1533.0,1534.0,1535.0,1536.0,1537.0,186.0,838.0,839.0,840.0,841.0,49.0,51.0,52.0,4725.0,6071.0
5003875,57900.0,57928.0,58118.0,58232.0,58260.0,58380.0,58429.0,58500.0,58560.0,58620.0,58639.0,58680.0,58778.0,58824.0,58877.0,58904.0,58937.0,58968.0,58980.0,59016.0,59040.0,59101.0,59131.0,59182.0,59220.0,59276.0,59340.0,59400.0,59460.0,59513.0,59580.0,59611.0,59640.0,59665.0,59715.0,59760.0,59838.0,59880.0,60038.0,60120.0
