tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P,058_P,059_P,060_P,061_P,062_P,063_P,064_P,065_P,066_P,067_P,068_P,069_P,070_P,071_P,072_P,073_P,074_P,075_P,076_P
5007627,27000.0,27044.0,27126.0,27173.0,27263.0,27330.0,27395.0,27476.0,27506.0,27612.0,27667.0,27713.0,27773.0,27816.0,27892.0,27969.0,28020.0,28072.0,28124.0,28246.0,28334.0,28408.0,28470.0,28544.0,28617.0,28747.0,28816.0,28948.0,29245.0,29552.0,29722.0,29833.0,29933.0,30118.0,30277.0,30336.0,30396.0,30427.0,30466.0,30520.0,30571.0,30619.0,30675.0,30713.0,30768.0,30812.0,30891.0,30934.0,30992.0,31077.0,31116.0,31142.0,31191.0,31258.0,31346.0,31402.0,31433.0,31482.0,31525.0,31552.0,31610.0,31652.0,31693.0,31735.0,31785.0,31839.0,31899.0,31936.0,31972.0,32042.0,32055.0,32128.0,32214.0,32265.0,32308.0,32328.0
5007629,38400.0,38442.0,38520.0,38565.0,38634.0,38685.0,38735.0,38797.0,38820.0,38901.0,38938.0,38969.0,39009.0,39038.0,39089.0,39142.0,39181.0,39221.0,39261.0,39338.0,39393.0,39453.0,39503.0,39554.0,39604.0,39670.0,39705.0,39773.0,40049.0,40264.0,40431.0,40541.0,40631.0,40777.0,40902.0,40941.0,40980.0,41011.0,41049.0,41102.0,41152.0,41191.0,41237.0,41268.0,41312.0,41348.0,41412.0,41451.0,41503.0,41578.0,41612.0,41632.0,41669.0,41731.0,41811.0,41862.0,41894.0,41940.0,41981.0,42006.0,42057.0,42089.0,42120.0,42152.0,42189.0,42237.0,42290.0,42315.0,42339.0,42386.0,42397.0,42459.0,42531.0,42573.0,42625.0,42649.0
5007631,50400.0,50443.0,50522.0,50567.0,50647.0,50707.0,50765.0,50837.0,50864.0,50958.0,50995.0,51026.0,51066.0,51095.0,51146.0,51198.0,51240.0,51283.0,51326.0,51399.0,51452.0,51510.0,51559.0,51601.0,51643.0,51707.0,51741.0,51806.0,52058.0,52328.0,52501.0,52614.0,52728.0,52873.0,52998.0,53055.0,53113.0,53156.0,53209.0,53283.0,53352.0,53398.0,53451.0,53488.0,53541.0,53583.0,53659.0,53708.0,53773.0,53859.0,53899.0,53925.0,53974.0,54049.0,54147.0,54210.0,54249.0,54300.0,54345.0,54372.0,54430.0,54466.0,54501.0,54537.0,54581.0,54633.0,54689.0,54716.0,54743.0,54795.0,54805.0,54862.0,54929.0,54969.0,55022.0,55047.0
5007633,62100.0,62142.0,62219.0,62263.0,62331.0,62382.0,62431.0,62492.0,62515.0,62594.0,62635.0,62669.0,62713.0,62745.0,62801.0,62857.0,62891.0,62925.0,62959.0,63033.0,63087.0,63157.0,63215.0,63267.0,63318.0,63389.0,63427.0,63499.0,63814.0,64129.0,64356.0,64504.0,64618.0,64820.0,64994.0,65093.0,65194.0,65240.0,65297.0,65376.0,65449.0,65502.0,65563.0,65605.0,65665.0,65713.0,65799.0,65847.0,65911.0,65997.0,66036.0,66059.0,66104.0,66181.0,66282.0,66346.0,66385.0,66442.0,66491.0,66518.0,66576.0,66617.0,66657.0,66698.0,66747.0,66801.0,66861.0,66890.0,66918.0,66972.0,66982.0,67037.0,67101.0,67139.0,67194.0,67219.0
5007846,46800.0,46849.0,46940.0,46992.0,47060.0,47111.0,47160.0,47221.0,47244.0,47325.0,47366.0,47400.0,47444.0,47476.0,47532.0,47589.0,47625.0,47662.0,47699.0,47779.0,47837.0,47888.0,47930.0,47986.0,48041.0,48111.0,48148.0,48219.0,48524.0,48760.0,48972.0,49111.0,49210.0,49364.0,49496.0,49540.0,49584.0,49620.0,49665.0,49727.0,49785.0,49835.0,49893.0,49928.0,49978.0,50018.0,50090.0,50136.0,50198.0,50287.0,50328.0,50351.0,50394.0,50468.0,50565.0,50627.0,50660.0,50713.0,50760.0,50786.0,50839.0,50878.0,50916.0,50955.0,51003.0,51052.0,51106.0,51138.0,51169.0,51229.0,51243.0,51324.0,51419.0,51476.0,51519.0,51539.0
5007848,58800.0,58842.0,58920.0,58964.0,59029.0,59077.0,59124.0,59182.0,59204.0,59281.0,59321.0,59354.0,59397.0,59428.0,59483.0,59539.0,59578.0,59617.0,59657.0,59734.0,59789.0,59837.0,59877.0,59930.0,59982.0,60037.0,60066.0,60122.0,60372.0,60688.0,60910.0,61056.0,61164.0,61309.0,61434.0,61488.0,61543.0,61577.0,61619.0,61677.0,61732.0,61776.0,61827.0,61857.0,61900.0,61935.0,61999.0,62037.0,62087.0,62164.0,62199.0,62221.0,62262.0,62331.0,62421.0,62479.0,62515.0,62572.0,62622.0,62651.0,62711.0,62746.0,62781.0,62816.0,62859.0,62920.0,62986.0,63018.0,63049.0,63109.0,63122.0,63192.0,63274.0,63323.0,63407.0,63446.0
5008543,24300.0,24339.0,24411.0,24452.0,24531.0,24590.0,24647.0,24718.0,24744.0,24839.0,24887.0,24927.0,24979.0,25016.0,25082.0,25148.0,25184.0,25220.0,25256.0,25340.0,25401.0,25459.0,25508.0,25564.0,25620.0,25726.0,25782.0,25889.0,26091.0,26351.0,26472.0,26552.0,26647.0,26793.0,26919.0,26968.0,27017.0,27050.0,27090.0,27146.0,27198.0,27247.0,27304.0,27339.0,27390.0,27431.0,27504.0,27563.0,27641.0,27732.0,27773.0,27797.0,27844.0,27914.0,28005.0,28064.0,28098.0,28147.0,28190.0,28221.0,28285.0,28329.0,28372.0,28416.0,28468.0,28533.0,28605.0,28648.0,28690.0,28771.0,28793.0,28918.0,29064.0,29150.0,29207.0,29234.0
5008545,54000.0,54043.0,54122.0,54167.0,54247.0,54307.0,54365.0,54437.0,54464.0,54558.0,54595.0,54626.0,54666.0,54695.0,54746.0,54798.0,54840.0,54883.0,54926.0,54999.0,55052.0,55110.0,55159.0,55201.0,55243.0,55307.0,55341.0,55406.0,55658.0,55928.0,56101.0,56214.0,56328.0,56473.0,56598.0,56655.0,56713.0,56756.0,56809.0,56883.0,56952.0,56998.0,57051.0,57088.0,57141.0,57183.0,57259.0,57308.0,57373.0,57459.0,57499.0,57525.0,57574.0,57649.0,57747.0,57810.0,57849.0,57900.0,57945.0,57972.0,58030.0,58066.0,58101.0,58137.0,58181.0,58233.0,58289.0,58316.0,58343.0,58395.0,58405.0,58462.0,58529.0,58569.0,58622.0,58647.0
5008547,67500.0,67533.0,67594.0,67628.0,67692.0,67740.0,67786.0,67844.0,67865.0,67942.0,67974.0,68000.0,68034.0,68058.0,68101.0,68145.0,68177.0,68209.0,68241.0,68315.0,68368.0,68427.0,68476.0,68517.0,68558.0,68611.0,68639.0,68694.0,68927.0,69244.0,69436.0,69562.0,69663.0,69814.0,69943.0,69990.0,70038.0,70074.0,70118.0,70180.0,70237.0,70285.0,70341.0,70372.0,70416.0,70452.0,70516.0,70556.0,70610.0,70687.0,70722.0,70741.0,70778.0,70842.0,70925.0,70977.0,71012.0,71064.0,71109.0,71135.0,71190.0,71222.0,71254.0,71286.0,71326.0,71372.0,71422.0,71447.0,71471.0,71517.0,71526.0,71577.0,71637.0,71673.0,71720.0,71742.0
5008549,78000.0,78032.0,78091.0,78124.0,78171.0,78206.0,78240.0,78282.0,78298.0,78353.0,78378.0,78399.0,78426.0,78446.0,78481.0,78517.0,78546.0,78576.0,78606.0,78675.0,78725.0,78774.0,78814.0,78850.0,78886.0,78934.0,78960.0,79008.0,79245.0,79470.0,79636.0,79745.0,79839.0,79961.0,80066.0,80108.0,80151.0,80182.0,80220.0,80273.0,80323.0,80362.0,80407.0,80437.0,80480.0,80514.0,80576.0,80612.0,80659.0,80729.0,80761.0,80781.0,80819.0,80875.0,80948.0,80995.0,81028.0,81076.0,81117.0,81141.0,81190.0,81222.0,81254.0,81286.0,81326.0,81364.0,81406.0,81428.0,81449.0,81491.0,81498.0,81540.0,81588.0,81617.0,81661.0,81682.0
5010178,63600.0,63631.0,63688.0,63721.0,63778.0,63821.0,63862.0,63913.0,63932.0,64000.0,64027.0,64050.0,64079.0,64100.0,64137.0,64175.0,64205.0,64236.0,64267.0,64365.0,64436.0,64485.0,64526.0,64568.0,64609.0,64678.0,64715.0,64785.0,64969.0,65279.0,65491.0,65630.0,65746.0,65924.0,66077.0,66114.0,66152.0,66188.0,66232.0,66293.0,66350.0,66396.0,66450.0,66477.0,66515.0,66546.0,66601.0,66639.0,66689.0,66773.0,66812.0,66836.0,66883.0,66951.0,67039.0,67095.0,67135.0,67192.0,67241.0,67269.0,67327.0,67358.0,67388.0,67419.0,67455.0,67503.0,67555.0,67579.0,67602.0,67648.0,67659.0,67718.0,67787.0,67828.0,67866.0,67884.0
5010180,74400.0,74430.0,74485.0,74516.0,74570.0,74610.0,74649.0,74697.0,74715.0,74779.0,74816.0,74847.0,74887.0,74916.0,74967.0,75019.0,75051.0,75083.0,75116.0,75189.0,75242.0,75295.0,75339.0,75388.0,75437.0,75495.0,75526.0,75586.0,75771.0,76083.0,76310.0,76459.0,76563.0,76702.0,76821.0,76876.0,76933.0,76960.0,76994.0,77040.0,77083.0,77118.0,77158.0,77185.0,77223.0,77254.0,77309.0,77348.0,77399.0,77472.0,77505.0,77525.0,77562.0,77613.0,77679.0,77721.0,77755.0,77807.0,77852.0,77882.0,77946.0,77979.0,78011.0,78044.0,78083.0,78126.0,78173.0,78199.0,78224.0,78273.0,78280.0,78319.0,78364.0,78391.0,78418.0,78431.0
5010192,34200.0,34242.0,34320.0,34365.0,34434.0,34485.0,34535.0,34597.0,34620.0,34701.0,34738.0,34769.0,34809.0,34838.0,34889.0,34942.0,34981.0,35021.0,35061.0,35138.0,35193.0,35253.0,35303.0,35354.0,35404.0,35470.0,35505.0,35573.0,35849.0,36064.0,36231.0,36341.0,36431.0,36577.0,36702.0,36741.0,36780.0,36811.0,36849.0,36902.0,36952.0,36991.0,37037.0,37068.0,37112.0,37148.0,37212.0,37251.0,37303.0,37378.0,37412.0,37432.0,37469.0,37531.0,37611.0,37662.0,37694.0,37740.0,37781.0,37806.0,37857.0,37889.0,37920.0,37952.0,37989.0,38037.0,38090.0,38115.0,38139.0,38186.0,38197.0,38259.0,38331.0,38373.0,38425.0,38449.0
5010194,45600.0,45643.0,45723.0,45769.0,45841.0,45895.0,45947.0,46012.0,46036.0,46121.0,46159.0,46191.0,46232.0,46262.0,46314.0,46367.0,46408.0,46450.0,46492.0,46560.0,46609.0,46668.0,46717.0,46765.0,46812.0,46873.0,46906.0,46968.0,47213.0,47445.0,47632.0,47755.0,47864.0,48024.0,48161.0,48214.0,48268.0,48308.0,48358.0,48427.0,48492.0,48536.0,48586.0,48621.0,48672.0,48713.0,48786.0,48834.0,48899.0,48983.0,49022.0,49046.0,49093.0,49163.0,49254.0,49312.0,49345.0,49401.0,49449.0,49478.0,49539.0,49582.0,49624.0,49667.0,49719.0,49771.0,49827.0,49856.0,49885.0,49941.0,49952.0,50012.0,50082.0,50123.0,50187.0,50217.0
5010196,56700.0,56740.0,56815.0,56858.0,56935.0,56992.0,57047.0,57116.0,57141.0,57232.0,57266.0,57294.0,57331.0,57358.0,57405.0,57453.0,57493.0,57533.0,57573.0,57650.0,57706.0,57761.0,57807.0,57855.0,57902.0,57970.0,58006.0,58074.0,58311.0,58557.0,58738.0,58856.0,58967.0,59126.0,59262.0,59349.0,59438.0,59483.0,59539.0,59617.0,59690.0,59735.0,59787.0,59828.0,59887.0,59934.0,60020.0,60069.0,60135.0,60236.0,60282.0,60308.0,60358.0,60433.0,60531.0,60594.0,60631.0,60683.0,60728.0,60756.0,60815.0,60850.0,60884.0,60919.0,60961.0,61010.0,61063.0,61092.0,61120.0,61175.0,61185.0,61239.0,61302.0,61339.0,61381.0,61400.0
5011108,29700.0,29742.0,29820.0,29865.0,29965.0,30040.0,30112.0,30202.0,30235.0,30354.0,30408.0,30453.0,30512.0,30554.0,30628.0,30704.0,30753.0,30803.0,30854.0,30967.0,31048.0,31132.0,31201.0,31269.0,31336.0,31440.0,31496.0,31602.0,31920.0,32328.0,32503.0,32617.0,32720.0,32891.0,33039.0,33084.0,33130.0,33159.0,33195.0,33245.0,33293.0,33333.0,33380.0,33411.0,33455.0,33490.0,33554.0,33590.0,33639.0,33708.0,33740.0,33759.0,33795.0,33851.0,33923.0,33969.0,33997.0,34042.0,34081.0,34104.0,34151.0,34181.0,34211.0,34241.0,34278.0,34322.0,34371.0,34400.0,34428.0,34482.0,34493.0,34553.0,34623.0,34664.0,34721.0,34748.0
5011110,66600.0,66633.0,66694.0,66728.0,66792.0,66840.0,66886.0,66944.0,66965.0,67042.0,67074.0,67100.0,67134.0,67158.0,67201.0,67245.0,67277.0,67309.0,67341.0,67415.0,67468.0,67527.0,67576.0,67617.0,67658.0,67711.0,67739.0,67794.0,68027.0,68344.0,68536.0,68662.0,68763.0,68914.0,69043.0,69090.0,69138.0,69174.0,69218.0,69280.0,69337.0,69385.0,69441.0,69472.0,69516.0,69552.0,69616.0,69656.0,69710.0,69787.0,69822.0,69841.0,69878.0,69942.0,70025.0,70077.0,70112.0,70164.0,70209.0,70235.0,70290.0,70322.0,70354.0,70386.0,70426.0,70472.0,70522.0,70547.0,70571.0,70617.0,70626.0,70677.0,70737.0,70773.0,70820.0,70842.0
5012563,27600.0,27644.0,27726.0,27773.0,27863.0,27930.0,27995.0,28076.0,28106.0,28212.0,28267.0,28313.0,28373.0,28416.0,28492.0,28569.0,28620.0,28672.0,28724.0,28846.0,28934.0,29008.0,29070.0,29144.0,29217.0,29347.0,29416.0,29548.0,29845.0,30152.0,30322.0,30433.0,30533.0,30718.0,30877.0,30936.0,30996.0,31027.0,31066.0,31120.0,31171.0,31219.0,31275.0,31313.0,31368.0,31412.0,31491.0,31534.0,31592.0,31677.0,31716.0,31742.0,31791.0,31858.0,31946.0,32002.0,32033.0,32082.0,32125.0,32152.0,32210.0,32252.0,32293.0,32335.0,32385.0,32439.0,32499.0,32536.0,32572.0,32642.0,32655.0,32728.0,32814.0,32865.0,32908.0,32928.0
5012565,39600.0,39642.0,39720.0,39765.0,39834.0,39885.0,39935.0,39997.0,40020.0,40101.0,40138.0,40169.0,40209.0,40238.0,40289.0,40342.0,40381.0,40421.0,40461.0,40538.0,40593.0,40653.0,40703.0,40754.0,40804.0,40870.0,40905.0,40973.0,41249.0,41464.0,41631.0,41741.0,41831.0,41977.0,42102.0,42141.0,42180.0,42211.0,42249.0,42302.0,42352.0,42391.0,42437.0,42468.0,42512.0,42548.0,42612.0,42651.0,42703.0,42778.0,42812.0,42832.0,42869.0,42931.0,43011.0,43062.0,43094.0,43140.0,43181.0,43206.0,43257.0,43289.0,43320.0,43352.0,43389.0,43437.0,43490.0,43515.0,43539.0,43586.0,43597.0,43659.0,43731.0,43773.0,43825.0,43849.0
5012567,52800.0,52843.0,52922.0,52967.0,53047.0,53107.0,53165.0,53237.0,53264.0,53358.0,53395.0,53426.0,53466.0,53495.0,53546.0,53598.0,53640.0,53683.0,53726.0,53799.0,53852.0,53910.0,53959.0,54001.0,54043.0,54107.0,54141.0,54206.0,54458.0,54728.0,54901.0,55014.0,55128.0,55273.0,55398.0,55455.0,55513.0,55556.0,55609.0,55683.0,55752.0,55798.0,55851.0,55888.0,55941.0,55983.0,56059.0,56108.0,56173.0,56259.0,56299.0,56325.0,56374.0,56449.0,56547.0,56610.0,56649.0,56700.0,56745.0,56772.0,56830.0,56866.0,56901.0,56937.0,56981.0,57033.0,57089.0,57116.0,57143.0,57195.0,57205.0,57262.0,57329.0,57369.0,57422.0,57447.0
5012569,65700.0,65733.0,65794.0,65828.0,65892.0,65940.0,65986.0,66044.0,66065.0,66142.0,66174.0,66200.0,66234.0,66258.0,66301.0,66345.0,66377.0,66409.0,66441.0,66515.0,66568.0,66627.0,66676.0,66717.0,66758.0,66811.0,66839.0,66894.0,67127.0,67444.0,67636.0,67762.0,67863.0,68014.0,68143.0,68190.0,68238.0,68274.0,68318.0,68380.0,68437.0,68485.0,68541.0,68572.0,68616.0,68652.0,68716.0,68756.0,68810.0,68887.0,68922.0,68941.0,68978.0,69042.0,69125.0,69177.0,69212.0,69264.0,69309.0,69335.0,69390.0,69422.0,69454.0,69486.0,69526.0,69572.0,69622.0,69647.0,69671.0,69717.0,69726.0,69777.0,69837.0,69873.0,69920.0,69942.0
5012571,76800.0,76832.0,76891.0,76924.0,76971.0,77006.0,77040.0,77082.0,77098.0,77153.0,77178.0,77199.0,77226.0,77246.0,77281.0,77317.0,77346.0,77376.0,77406.0,77475.0,77525.0,77574.0,77614.0,77650.0,77686.0,77734.0,77760.0,77808.0,78045.0,78270.0,78436.0,78545.0,78639.0,78761.0,78866.0,78908.0,78951.0,78982.0,79020.0,79073.0,79123.0,79162.0,79207.0,79237.0,79280.0,79314.0,79376.0,79412.0,79459.0,79529.0,79561.0,79581.0,79619.0,79675.0,79748.0,79795.0,79828.0,79876.0,79917.0,79941.0,79990.0,80022.0,80054.0,80086.0,80126.0,80164.0,80206.0,80228.0,80249.0,80291.0,80298.0,80340.0,80388.0,80417.0,80461.0,80482.0
5013224,37200.0,37242.0,37320.0,37365.0,37434.0,37485.0,37535.0,37597.0,37620.0,37701.0,37738.0,37769.0,37809.0,37838.0,37889.0,37942.0,37981.0,38021.0,38061.0,38138.0,38193.0,38253.0,38303.0,38354.0,38404.0,38470.0,38505.0,38573.0,38849.0,39064.0,39231.0,39341.0,39431.0,39577.0,39702.0,39741.0,39780.0,39811.0,39849.0,39902.0,39952.0,39991.0,40037.0,40068.0,40112.0,40148.0,40212.0,40251.0,40303.0,40378.0,40412.0,40432.0,40469.0,40531.0,40611.0,40662.0,40694.0,40740.0,40781.0,40806.0,40857.0,40889.0,40920.0,40952.0,40989.0,41037.0,41090.0,41115.0,41139.0,41186.0,41197.0,41259.0,41331.0,41373.0,41425.0,41449.0
5013226,49200.0,49243.0,49323.0,49369.0,49441.0,49495.0,49547.0,49612.0,49636.0,49721.0,49759.0,49791.0,49832.0,49862.0,49914.0,49967.0,50008.0,50050.0,50092.0,50160.0,50209.0,50268.0,50317.0,50365.0,50412.0,50473.0,50506.0,50568.0,50813.0,51045.0,51232.0,51355.0,51464.0,51624.0,51761.0,51814.0,51868.0,51908.0,51958.0,52027.0,52092.0,52136.0,52186.0,52221.0,52272.0,52313.0,52386.0,52434.0,52499.0,52583.0,52622.0,52646.0,52693.0,52763.0,52854.0,52912.0,52945.0,53001.0,53049.0,53078.0,53139.0,53182.0,53224.0,53267.0,53319.0,53371.0,53427.0,53456.0,53485.0,53541.0,53552.0,53612.0,53682.0,53723.0,53787.0,53817.0
5013228,61200.0,61240.0,61314.0,61356.0,61431.0,61486.0,61540.0,61607.0,61632.0,61719.0,61758.0,61791.0,61833.0,61864.0,61918.0,61973.0,62008.0,62044.0,62080.0,62160.0,62217.0,62289.0,62348.0,62391.0,62433.0,62497.0,62531.0,62596.0,62942.0,63240.0,63461.0,63606.0,63732.0,63943.0,64124.0,64231.0,64340.0,64385.0,64441.0,64518.0,64590.0,64647.0,64713.0,64757.0,64820.0,64870.0,64961.0,65010.0,65075.0,65171.0,65215.0,65239.0,65286.0,65369.0,65477.0,65545.0,65586.0,65643.0,65693.0,65723.0,65787.0,65823.0,65858.0,65894.0,65938.0,65998.0,66063.0,66095.0,66127.0,66188.0,66198.0,66257.0,66326.0,66366.0,66406.0,66424.0
5013230,74400.0,74432.0,74491.0,74524.0,74571.0,74606.0,74640.0,74682.0,74698.0,74753.0,74778.0,74799.0,74826.0,74846.0,74881.0,74917.0,74946.0,74976.0,75006.0,75075.0,75125.0,75174.0,75214.0,75250.0,75286.0,75334.0,75360.0,75408.0,75645.0,75870.0,76036.0,76145.0,76239.0,76361.0,76466.0,76508.0,76551.0,76582.0,76620.0,76673.0,76723.0,76762.0,76807.0,76837.0,76880.0,76914.0,76976.0,77012.0,77059.0,77129.0,77161.0,77181.0,77219.0,77275.0,77348.0,77395.0,77428.0,77476.0,77517.0,77541.0,77590.0,77622.0,77654.0,77686.0,77726.0,77764.0,77806.0,77828.0,77849.0,77891.0,77898.0,77940.0,77988.0,78017.0,78061.0,78082.0
5013398,23400.0,23433.0,23494.0,23530.0,23592.0,23638.0,23683.0,23739.0,23760.0,23833.0,23867.0,23895.0,23932.0,23958.0,24005.0,24052.0,24084.0,24116.0,24149.0,24230.0,24288.0,24361.0,24421.0,24473.0,24525.0,24600.0,24640.0,24716.0,24950.0,25194.0,25300.0,25370.0,25441.0,25561.0,25665.0,25688.0,25711.0,25731.0,25756.0,25791.0,25823.0,25859.0,25900.0,25928.0,25969.0,26002.0,26061.0,26097.0,26144.0,26213.0,26244.0,26262.0,26296.0,26358.0,26439.0,26490.0,26518.0,26563.0,26602.0,26628.0,26684.0,26716.0,26748.0,26780.0,26819.0,26861.0,26908.0,26940.0,26972.0,27033.0,27045.0,27111.0,27188.0,27232.0,27273.0,27292.0
5013400,35100.0,35142.0,35220.0,35265.0,35334.0,35385.0,35435.0,35497.0,35520.0,35601.0,35638.0,35669.0,35709.0,35738.0,35789.0,35842.0,35881.0,35921.0,35961.0,36038.0,36093.0,36153.0,36203.0,36254.0,36304.0,36370.0,36405.0,36473.0,36749.0,36964.0,37131.0,37241.0,37331.0,37477.0,37602.0,37641.0,37680.0,37711.0,37749.0,37802.0,37852.0,37891.0,37937.0,37968.0,38012.0,38048.0,38112.0,38151.0,38203.0,38278.0,38312.0,38332.0,38369.0,38431.0,38511.0,38562.0,38594.0,38640.0,38681.0,38706.0,38757.0,38789.0,38820.0,38852.0,38889.0,38937.0,38990.0,39015.0,39039.0,39086.0,39097.0,39159.0,39231.0,39273.0,39325.0,39349.0
5013401,46800.0,46843.0,46923.0,46969.0,47041.0,47095.0,47147.0,47212.0,47236.0,47321.0,47359.0,47391.0,47432.0,47462.0,47514.0,47567.0,47608.0,47650.0,47692.0,47760.0,47809.0,47868.0,47917.0,47965.0,48012.0,48073.0,48106.0,48168.0,48413.0,48645.0,48832.0,48955.0,49064.0,49224.0,49361.0,49414.0,49468.0,49508.0,49558.0,49627.0,49692.0,49736.0,49786.0,49821.0,49872.0,49913.0,49986.0,50034.0,50099.0,50183.0,50222.0,50246.0,50293.0,50363.0,50454.0,50512.0,50545.0,50601.0,50649.0,50678.0,50739.0,50782.0,50824.0,50867.0,50919.0,50971.0,51027.0,51056.0,51085.0,51141.0,51152.0,51212.0,51282.0,51323.0,51387.0,51417.0
5013403,58500.0,58540.0,58614.0,58656.0,58731.0,58786.0,58840.0,58907.0,58932.0,59019.0,59058.0,59091.0,59133.0,59164.0,59218.0,59273.0,59308.0,59344.0,59380.0,59460.0,59517.0,59589.0,59648.0,59691.0,59733.0,59797.0,59831.0,59896.0,60242.0,60540.0,60761.0,60906.0,61032.0,61243.0,61424.0,61531.0,61640.0,61685.0,61741.0,61818.0,61890.0,61947.0,62013.0,62057.0,62120.0,62170.0,62261.0,62310.0,62375.0,62471.0,62515.0,62539.0,62586.0,62669.0,62777.0,62845.0,62886.0,62943.0,62993.0,63023.0,63087.0,63123.0,63158.0,63194.0,63238.0,63298.0,63363.0,63395.0,63427.0,63488.0,63498.0,63557.0,63626.0,63666.0,63706.0,63724.0
5013405,72000.0,72032.0,72091.0,72124.0,72171.0,72206.0,72240.0,72282.0,72298.0,72353.0,72378.0,72399.0,72426.0,72446.0,72481.0,72517.0,72546.0,72576.0,72606.0,72675.0,72725.0,72774.0,72814.0,72850.0,72886.0,72934.0,72960.0,73008.0,73245.0,73470.0,73636.0,73745.0,73839.0,73961.0,74066.0,74108.0,74151.0,74182.0,74220.0,74273.0,74323.0,74362.0,74407.0,74437.0,74480.0,74514.0,74576.0,74612.0,74659.0,74729.0,74761.0,74781.0,74819.0,74875.0,74948.0,74995.0,75028.0,75076.0,75117.0,75141.0,75190.0,75222.0,75254.0,75286.0,75326.0,75364.0,75406.0,75428.0,75449.0,75491.0,75498.0,75540.0,75588.0,75617.0,75661.0,75682.0
5013407,81600.0,81632.0,81691.0,81724.0,81771.0,81806.0,81840.0,81882.0,81898.0,81953.0,81978.0,81999.0,82026.0,82046.0,82081.0,82117.0,82146.0,82176.0,82206.0,82275.0,82325.0,82374.0,82414.0,82450.0,82486.0,82534.0,82560.0,82608.0,82845.0,83070.0,83236.0,83345.0,83439.0,83561.0,83666.0,83708.0,83751.0,83782.0,83820.0,83873.0,83923.0,83962.0,84007.0,84037.0,84080.0,84114.0,84176.0,84212.0,84259.0,84329.0,84361.0,84381.0,84419.0,84475.0,84548.0,84595.0,84628.0,84676.0,84717.0,84741.0,84790.0,84822.0,84854.0,84886.0,84926.0,84964.0,85006.0,85028.0,85049.0,85091.0,85098.0,85140.0,85188.0,85217.0,85261.0,85282.0
5013595,28200.0,28244.0,28326.0,28373.0,28463.0,28530.0,28595.0,28676.0,28706.0,28812.0,28867.0,28913.0,28973.0,29016.0,29092.0,29169.0,29220.0,29272.0,29324.0,29446.0,29534.0,29608.0,29670.0,29744.0,29817.0,29947.0,30016.0,30148.0,30445.0,30752.0,30922.0,31033.0,31133.0,31318.0,31477.0,31536.0,31596.0,31627.0,31666.0,31720.0,31771.0,31819.0,31875.0,31913.0,31968.0,32012.0,32091.0,32134.0,32192.0,32277.0,32316.0,32342.0,32391.0,32458.0,32546.0,32602.0,32633.0,32682.0,32725.0,32752.0,32810.0,32852.0,32893.0,32935.0,32985.0,33039.0,33099.0,33136.0,33172.0,33242.0,33255.0,33328.0,33414.0,33465.0,33508.0,33528.0
5013597,40800.0,40842.0,40920.0,40965.0,41034.0,41085.0,41135.0,41197.0,41220.0,41301.0,41338.0,41369.0,41409.0,41438.0,41489.0,41542.0,41581.0,41621.0,41661.0,41738.0,41793.0,41853.0,41903.0,41954.0,42004.0,42070.0,42105.0,42173.0,42449.0,42664.0,42831.0,42941.0,43031.0,43177.0,43302.0,43341.0,43380.0,43411.0,43449.0,43502.0,43552.0,43591.0,43637.0,43668.0,43712.0,43748.0,43812.0,43851.0,43903.0,43978.0,44012.0,44032.0,44069.0,44131.0,44211.0,44262.0,44294.0,44340.0,44381.0,44406.0,44457.0,44489.0,44520.0,44552.0,44589.0,44637.0,44690.0,44715.0,44739.0,44786.0,44797.0,44859.0,44931.0,44973.0,45025.0,45049.0
5013599,51600.0,51643.0,51722.0,51767.0,51847.0,51907.0,51965.0,52037.0,52064.0,52158.0,52195.0,52226.0,52266.0,52295.0,52346.0,52398.0,52440.0,52483.0,52526.0,52599.0,52652.0,52710.0,52759.0,52801.0,52843.0,52907.0,52941.0,53006.0,53258.0,53528.0,53701.0,53814.0,53928.0,54073.0,54198.0,54255.0,54313.0,54356.0,54409.0,54483.0,54552.0,54598.0,54651.0,54688.0,54741.0,54783.0,54859.0,54908.0,54973.0,55059.0,55099.0,55125.0,55174.0,55249.0,55347.0,55410.0,55449.0,55500.0,55545.0,55572.0,55630.0,55666.0,55701.0,55737.0,55781.0,55833.0,55889.0,55916.0,55943.0,55995.0,56005.0,56062.0,56129.0,56169.0,56222.0,56247.0
