tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P,058_P,059_P,060_P,061_P,062_P,063_P,064_P,065_P,066_P,067_P,068_P,069_P,070_P,071_P,072_P,073_P,074_P,075_P,076_P
5013601,63900.0,63942.0,64019.0,64063.0,64131.0,64182.0,64231.0,64292.0,64315.0,64394.0,64435.0,64469.0,64513.0,64545.0,64601.0,64657.0,64691.0,64725.0,64759.0,64833.0,64887.0,64957.0,65015.0,65067.0,65118.0,65189.0,65227.0,65299.0,65614.0,65929.0,66156.0,66304.0,66418.0,66620.0,66794.0,66893.0,66994.0,67040.0,67097.0,67176.0,67249.0,67302.0,67363.0,67405.0,67465.0,67513.0,67599.0,67647.0,67711.0,67797.0,67836.0,67859.0,67904.0,67981.0,68082.0,68146.0,68185.0,68242.0,68291.0,68318.0,68376.0,68417.0,68457.0,68498.0,68547.0,68601.0,68661.0,68690.0,68718.0,68772.0,68782.0,68837.0,68901.0,68939.0,68994.0,69019.0
5016182,25200.0,25239.0,25311.0,25352.0,25431.0,25490.0,25547.0,25618.0,25644.0,25739.0,25787.0,25827.0,25879.0,25916.0,25982.0,26048.0,26084.0,26120.0,26156.0,26240.0,26301.0,26359.0,26408.0,26464.0,26520.0,26626.0,26682.0,26789.0,26991.0,27251.0,27372.0,27452.0,27547.0,27693.0,27819.0,27868.0,27917.0,27950.0,27990.0,28046.0,28098.0,28147.0,28204.0,28239.0,28290.0,28331.0,28404.0,28463.0,28541.0,28632.0,28673.0,28697.0,28744.0,28814.0,28905.0,28964.0,28998.0,29047.0,29090.0,29121.0,29185.0,29229.0,29272.0,29316.0,29368.0,29433.0,29505.0,29548.0,29590.0,29671.0,29693.0,29818.0,29964.0,30050.0,30107.0,30134.0
5016185,70800.0,70833.0,70894.0,70928.0,70992.0,71040.0,71086.0,71144.0,71165.0,71242.0,71274.0,71300.0,71334.0,71358.0,71401.0,71445.0,71477.0,71509.0,71541.0,71615.0,71668.0,71727.0,71776.0,71817.0,71858.0,71911.0,71939.0,71994.0,72227.0,72544.0,72736.0,72862.0,72963.0,73114.0,73243.0,73290.0,73338.0,73374.0,73418.0,73480.0,73537.0,73585.0,73641.0,73672.0,73716.0,73752.0,73816.0,73856.0,73910.0,73987.0,74022.0,74041.0,74078.0,74142.0,74225.0,74277.0,74312.0,74364.0,74409.0,74435.0,74490.0,74522.0,74554.0,74586.0,74626.0,74672.0,74722.0,74747.0,74771.0,74817.0,74826.0,74877.0,74937.0,74973.0,75020.0,75042.0
5016187,80400.0,80432.0,80491.0,80524.0,80571.0,80606.0,80640.0,80682.0,80698.0,80753.0,80778.0,80799.0,80826.0,80846.0,80881.0,80917.0,80946.0,80976.0,81006.0,81075.0,81125.0,81174.0,81214.0,81250.0,81286.0,81334.0,81360.0,81408.0,81645.0,81870.0,82036.0,82145.0,82239.0,82361.0,82466.0,82508.0,82551.0,82582.0,82620.0,82673.0,82723.0,82762.0,82807.0,82837.0,82880.0,82914.0,82976.0,83012.0,83059.0,83129.0,83161.0,83181.0,83219.0,83275.0,83348.0,83395.0,83428.0,83476.0,83517.0,83541.0,83590.0,83622.0,83654.0,83686.0,83726.0,83764.0,83806.0,83828.0,83849.0,83891.0,83898.0,83940.0,83988.0,84017.0,84061.0,84082.0
5017159,44400.0,44455.0,44557.0,44616.0,44687.0,44740.0,44791.0,44855.0,44878.0,44961.0,45000.0,45032.0,45074.0,45104.0,45157.0,45211.0,45248.0,45285.0,45323.0,45401.0,45458.0,45521.0,45573.0,45635.0,45697.0,45773.0,45813.0,45890.0,46168.0,46389.0,46543.0,46643.0,46723.0,46839.0,46939.0,46979.0,47019.0,47057.0,47105.0,47171.0,47232.0,47288.0,47353.0,47384.0,47428.0,47464.0,47528.0,47573.0,47632.0,47710.0,47746.0,47769.0,47814.0,47878.0,47961.0,48015.0,48049.0,48099.0,48143.0,48172.0,48234.0,48267.0,48299.0,48332.0,48371.0,48422.0,48478.0,48508.0,48538.0,48595.0,48605.0,48663.0,48730.0,48770.0,48810.0,48829.0
5018782,28800.0,28842.0,28920.0,28965.0,29065.0,29140.0,29212.0,29302.0,29335.0,29454.0,29508.0,29553.0,29612.0,29654.0,29728.0,29804.0,29853.0,29903.0,29954.0,30067.0,30148.0,30232.0,30301.0,30369.0,30436.0,30540.0,30596.0,30702.0,31020.0,31428.0,31603.0,31717.0,31820.0,31991.0,32139.0,32184.0,32230.0,32259.0,32295.0,32345.0,32393.0,32433.0,32480.0,32511.0,32555.0,32590.0,32654.0,32690.0,32739.0,32808.0,32840.0,32859.0,32895.0,32951.0,33023.0,33069.0,33097.0,33142.0,33181.0,33204.0,33251.0,33281.0,33311.0,33341.0,33378.0,33422.0,33471.0,33500.0,33528.0,33582.0,33593.0,33653.0,33723.0,33764.0,33821.0,33848.0
5018786,64800.0,64842.0,64919.0,64963.0,65031.0,65082.0,65131.0,65192.0,65215.0,65294.0,65335.0,65369.0,65413.0,65445.0,65501.0,65557.0,65591.0,65625.0,65659.0,65733.0,65787.0,65857.0,65915.0,65967.0,66018.0,66089.0,66127.0,66199.0,66514.0,66829.0,67056.0,67204.0,67318.0,67520.0,67694.0,67793.0,67894.0,67940.0,67997.0,68076.0,68149.0,68202.0,68263.0,68305.0,68365.0,68413.0,68499.0,68547.0,68611.0,68697.0,68736.0,68759.0,68804.0,68881.0,68982.0,69046.0,69085.0,69142.0,69191.0,69218.0,69276.0,69317.0,69357.0,69398.0,69447.0,69501.0,69561.0,69590.0,69618.0,69672.0,69682.0,69737.0,69801.0,69839.0,69894.0,69919.0
5018788,75600.0,75632.0,75691.0,75724.0,75771.0,75806.0,75840.0,75882.0,75898.0,75953.0,75978.0,75999.0,76026.0,76046.0,76081.0,76117.0,76146.0,76176.0,76206.0,76275.0,76325.0,76374.0,76414.0,76450.0,76486.0,76534.0,76560.0,76608.0,76845.0,77070.0,77236.0,77345.0,77439.0,77561.0,77666.0,77708.0,77751.0,77782.0,77820.0,77873.0,77923.0,77962.0,78007.0,78037.0,78080.0,78114.0,78176.0,78212.0,78259.0,78329.0,78361.0,78381.0,78419.0,78475.0,78548.0,78595.0,78628.0,78676.0,78717.0,78741.0,78790.0,78822.0,78854.0,78886.0,78926.0,78964.0,79006.0,79028.0,79049.0,79091.0,79098.0,79140.0,79188.0,79217.0,79261.0,79282.0
5018912,33300.0,33342.0,33420.0,33465.0,33565.0,33640.0,33712.0,33802.0,33835.0,33954.0,34008.0,34053.0,34112.0,34154.0,34228.0,34304.0,34353.0,34403.0,34454.0,34567.0,34648.0,34732.0,34801.0,34869.0,34936.0,35040.0,35096.0,35202.0,35520.0,35928.0,36103.0,36217.0,36320.0,36491.0,36639.0,36684.0,36730.0,36759.0,36795.0,36845.0,36893.0,36933.0,36980.0,37011.0,37055.0,37090.0,37154.0,37190.0,37239.0,37308.0,37340.0,37359.0,37395.0,37451.0,37523.0,37569.0,37597.0,37642.0,37681.0,37704.0,37751.0,37781.0,37811.0,37841.0,37878.0,37922.0,37971.0,38000.0,38028.0,38082.0,38093.0,38153.0,38223.0,38264.0,38321.0,38348.0
5018914,44400.0,44442.0,44520.0,44565.0,44634.0,44685.0,44735.0,44797.0,44820.0,44901.0,44938.0,44969.0,45009.0,45038.0,45089.0,45142.0,45181.0,45221.0,45261.0,45338.0,45393.0,45453.0,45503.0,45554.0,45604.0,45670.0,45705.0,45773.0,46049.0,46264.0,46431.0,46541.0,46631.0,46777.0,46902.0,46941.0,46980.0,47011.0,47049.0,47102.0,47152.0,47191.0,47237.0,47268.0,47312.0,47348.0,47412.0,47451.0,47503.0,47578.0,47612.0,47632.0,47669.0,47731.0,47811.0,47862.0,47894.0,47940.0,47981.0,48006.0,48057.0,48089.0,48120.0,48152.0,48189.0,48237.0,48290.0,48315.0,48339.0,48386.0,48397.0,48459.0,48531.0,48573.0,48625.0,48649.0
5018916,55800.0,55840.0,55915.0,55958.0,56035.0,56092.0,56147.0,56216.0,56241.0,56332.0,56366.0,56394.0,56431.0,56458.0,56505.0,56553.0,56593.0,56633.0,56673.0,56750.0,56806.0,56861.0,56907.0,56955.0,57002.0,57070.0,57106.0,57174.0,57411.0,57657.0,57838.0,57956.0,58067.0,58226.0,58362.0,58449.0,58538.0,58583.0,58639.0,58717.0,58790.0,58835.0,58887.0,58928.0,58987.0,59034.0,59120.0,59169.0,59235.0,59336.0,59382.0,59408.0,59458.0,59533.0,59631.0,59694.0,59731.0,59783.0,59828.0,59856.0,59915.0,59950.0,59984.0,60019.0,60061.0,60110.0,60163.0,60192.0,60220.0,60275.0,60285.0,60339.0,60402.0,60439.0,60481.0,60500.0
5018918,69600.0,69633.0,69694.0,69728.0,69792.0,69840.0,69886.0,69944.0,69965.0,70042.0,70074.0,70100.0,70134.0,70158.0,70201.0,70245.0,70277.0,70309.0,70341.0,70415.0,70468.0,70527.0,70576.0,70617.0,70658.0,70711.0,70739.0,70794.0,71027.0,71344.0,71536.0,71662.0,71763.0,71914.0,72043.0,72090.0,72138.0,72174.0,72218.0,72280.0,72337.0,72385.0,72441.0,72472.0,72516.0,72552.0,72616.0,72656.0,72710.0,72787.0,72822.0,72841.0,72878.0,72942.0,73025.0,73077.0,73112.0,73164.0,73209.0,73235.0,73290.0,73322.0,73354.0,73386.0,73426.0,73472.0,73522.0,73547.0,73571.0,73617.0,73626.0,73677.0,73737.0,73773.0,73820.0,73842.0
5084387,32400.0,32441.0,32516.0,32559.0,32655.0,32727.0,32796.0,32883.0,32915.0,33029.0,33081.0,33124.0,33180.0,33220.0,33292.0,33366.0,33413.0,33461.0,33510.0,33619.0,33697.0,33777.0,33844.0,33909.0,33974.0,34074.0,34128.0,34230.0,34536.0,34928.0,35096.0,35206.0,35305.0,35470.0,35612.0,35656.0,35700.0,35728.0,35763.0,35812.0,35857.0,35896.0,35941.0,35970.0,36012.0,36046.0,36108.0,36143.0,36190.0,36257.0,36287.0,36305.0,36340.0,36393.0,36462.0,36507.0,36534.0,36577.0,36615.0,36637.0,36682.0,36711.0,36740.0,36769.0,36804.0,36846.0,36893.0,36921.0,36948.0,37000.0,37010.0,37068.0,37135.0,37175.0,37230.0,37256.0
5084389,43200.0,43241.0,43316.0,43359.0,43425.0,43474.0,43522.0,43581.0,43603.0,43682.0,43718.0,43748.0,43787.0,43815.0,43864.0,43914.0,43952.0,43990.0,44028.0,44102.0,44155.0,44213.0,44261.0,44310.0,44358.0,44422.0,44456.0,44521.0,44786.0,44993.0,45154.0,45259.0,45346.0,45486.0,45607.0,45644.0,45682.0,45712.0,45749.0,45800.0,45847.0,45885.0,45929.0,45959.0,46001.0,46035.0,46097.0,46135.0,46185.0,46257.0,46290.0,46309.0,46345.0,46404.0,46481.0,46531.0,46562.0,46607.0,46646.0,46670.0,46719.0,46749.0,46779.0,46809.0,46846.0,46892.0,46943.0,46967.0,46990.0,47035.0,47046.0,47105.0,47174.0,47215.0,47265.0,47288.0
5084391,54900.0,54939.0,55011.0,55052.0,55126.0,55181.0,55234.0,55300.0,55324.0,55412.0,55445.0,55472.0,55508.0,55534.0,55579.0,55625.0,55663.0,55701.0,55740.0,55814.0,55868.0,55921.0,55965.0,56011.0,56056.0,56121.0,56156.0,56221.0,56449.0,56686.0,56860.0,56974.0,57081.0,57234.0,57365.0,57449.0,57534.0,57578.0,57632.0,57707.0,57776.0,57819.0,57869.0,57908.0,57965.0,58011.0,58093.0,58141.0,58204.0,58301.0,58345.0,58370.0,58418.0,58491.0,58585.0,58645.0,58681.0,58731.0,58774.0,58801.0,58858.0,58891.0,58924.0,58957.0,58998.0,59045.0,59096.0,59124.0,59151.0,59204.0,59213.0,59265.0,59326.0,59362.0,59402.0,59421.0
5084393,68400.0,68431.0,68489.0,68523.0,68585.0,68631.0,68676.0,68732.0,68753.0,68825.0,68855.0,68880.0,68913.0,68936.0,68978.0,69020.0,69050.0,69081.0,69112.0,69183.0,69234.0,69291.0,69338.0,69378.0,69417.0,69468.0,69495.0,69548.0,69772.0,70077.0,70262.0,70383.0,70480.0,70625.0,70749.0,70794.0,70840.0,70874.0,70917.0,70976.0,71031.0,71077.0,71131.0,71161.0,71203.0,71237.0,71299.0,71338.0,71389.0,71463.0,71497.0,71516.0,71551.0,71612.0,71691.0,71742.0,71776.0,71826.0,71869.0,71894.0,71947.0,71978.0,72009.0,72040.0,72078.0,72122.0,72170.0,72194.0,72217.0,72261.0,72270.0,72319.0,72377.0,72411.0,72456.0,72477.0
5084395,79200.0,79230.0,79286.0,79319.0,79364.0,79398.0,79430.0,79471.0,79486.0,79539.0,79564.0,79584.0,79610.0,79629.0,79663.0,79697.0,79725.0,79754.0,79783.0,79849.0,79897.0,79944.0,79983.0,80018.0,80052.0,80098.0,80123.0,80169.0,80397.0,80613.0,80773.0,80877.0,80967.0,81084.0,81185.0,81226.0,81267.0,81297.0,81334.0,81385.0,81432.0,81470.0,81513.0,81542.0,81583.0,81616.0,81676.0,81710.0,81756.0,81823.0,81854.0,81873.0,81910.0,81964.0,82034.0,82079.0,82111.0,82157.0,82197.0,82220.0,82267.0,82298.0,82329.0,82360.0,82398.0,82435.0,82475.0,82496.0,82517.0,82557.0,82564.0,82604.0,82651.0,82678.0,82721.0,82741.0
5085085,24300.0,24337.0,24406.0,24446.0,24522.0,24579.0,24634.0,24702.0,24727.0,24818.0,24864.0,24902.0,24952.0,24988.0,25051.0,25115.0,25149.0,25184.0,25219.0,25300.0,25358.0,25414.0,25461.0,25515.0,25569.0,25671.0,25725.0,25828.0,26022.0,26272.0,26389.0,26465.0,26556.0,26697.0,26818.0,26865.0,26912.0,26943.0,26982.0,27036.0,27086.0,27133.0,27188.0,27222.0,27271.0,27310.0,27380.0,27437.0,27512.0,27599.0,27639.0,27662.0,27707.0,27775.0,27863.0,27919.0,27952.0,27999.0,28040.0,28069.0,28131.0,28173.0,28214.0,28256.0,28307.0,28370.0,28439.0,28480.0,28520.0,28599.0,28620.0,28740.0,28880.0,28963.0,29018.0,29044.0
5085087,54000.0,54041.0,54117.0,54161.0,54238.0,54295.0,54350.0,54419.0,54445.0,54537.0,54573.0,54603.0,54642.0,54670.0,54719.0,54768.0,54809.0,54850.0,54891.0,54961.0,55012.0,55068.0,55115.0,55156.0,55196.0,55258.0,55291.0,55353.0,55595.0,55855.0,56021.0,56130.0,56240.0,56380.0,56500.0,56555.0,56611.0,56652.0,56703.0,56774.0,56841.0,56885.0,56936.0,56971.0,57022.0,57063.0,57136.0,57183.0,57246.0,57329.0,57367.0,57392.0,57439.0,57512.0,57606.0,57666.0,57704.0,57753.0,57796.0,57822.0,57878.0,57913.0,57947.0,57982.0,58023.0,58073.0,58127.0,58153.0,58179.0,58229.0,58239.0,58294.0,58358.0,58396.0,58447.0,58471.0
5085089,67500.0,67531.0,67589.0,67623.0,67685.0,67731.0,67776.0,67832.0,67853.0,67925.0,67955.0,67980.0,68013.0,68036.0,68078.0,68120.0,68150.0,68181.0,68212.0,68283.0,68334.0,68391.0,68438.0,68478.0,68517.0,68568.0,68595.0,68648.0,68872.0,69177.0,69362.0,69483.0,69580.0,69725.0,69849.0,69894.0,69940.0,69974.0,70017.0,70076.0,70131.0,70177.0,70231.0,70261.0,70303.0,70337.0,70399.0,70438.0,70489.0,70563.0,70597.0,70616.0,70651.0,70712.0,70791.0,70842.0,70876.0,70926.0,70969.0,70994.0,71047.0,71078.0,71109.0,71140.0,71178.0,71222.0,71270.0,71294.0,71317.0,71361.0,71370.0,71419.0,71477.0,71511.0,71556.0,71577.0
5085091,78000.0,78030.0,78086.0,78119.0,78164.0,78198.0,78230.0,78271.0,78286.0,78339.0,78364.0,78384.0,78410.0,78429.0,78463.0,78497.0,78525.0,78554.0,78583.0,78649.0,78697.0,78744.0,78783.0,78818.0,78852.0,78898.0,78923.0,78969.0,79197.0,79413.0,79573.0,79677.0,79767.0,79884.0,79985.0,80026.0,80067.0,80097.0,80134.0,80185.0,80232.0,80270.0,80313.0,80342.0,80383.0,80416.0,80476.0,80510.0,80556.0,80623.0,80654.0,80673.0,80710.0,80764.0,80834.0,80879.0,80911.0,80957.0,80997.0,81020.0,81067.0,81098.0,81129.0,81160.0,81198.0,81235.0,81275.0,81296.0,81317.0,81357.0,81364.0,81404.0,81451.0,81478.0,81521.0,81541.0
5085297,28200.0,28242.0,28320.0,28366.0,28453.0,28517.0,28579.0,28657.0,28686.0,28788.0,28841.0,28885.0,28942.0,28983.0,29056.0,29131.0,29180.0,29230.0,29280.0,29397.0,29482.0,29554.0,29613.0,29684.0,29754.0,29879.0,29946.0,30072.0,30358.0,30653.0,30816.0,30923.0,31019.0,31197.0,31350.0,31406.0,31464.0,31494.0,31532.0,31584.0,31632.0,31678.0,31732.0,31769.0,31822.0,31864.0,31940.0,31982.0,32037.0,32119.0,32156.0,32181.0,32228.0,32293.0,32377.0,32431.0,32461.0,32508.0,32549.0,32575.0,32631.0,32671.0,32710.0,32750.0,32799.0,32852.0,32909.0,32945.0,32980.0,33047.0,33060.0,33130.0,33212.0,33261.0,33303.0,33322.0
5085299,40800.0,40841.0,40916.0,40959.0,41025.0,41074.0,41122.0,41181.0,41203.0,41282.0,41318.0,41348.0,41387.0,41415.0,41464.0,41514.0,41552.0,41590.0,41628.0,41702.0,41755.0,41813.0,41861.0,41910.0,41958.0,42022.0,42056.0,42121.0,42386.0,42593.0,42754.0,42859.0,42946.0,43086.0,43207.0,43244.0,43282.0,43312.0,43349.0,43400.0,43447.0,43485.0,43529.0,43559.0,43601.0,43635.0,43697.0,43735.0,43785.0,43857.0,43890.0,43909.0,43945.0,44004.0,44081.0,44131.0,44162.0,44207.0,44246.0,44270.0,44319.0,44349.0,44379.0,44409.0,44446.0,44492.0,44543.0,44567.0,44590.0,44635.0,44646.0,44705.0,44774.0,44815.0,44865.0,44888.0
5085301,51600.0,51641.0,51717.0,51761.0,51838.0,51895.0,51950.0,52019.0,52045.0,52137.0,52173.0,52203.0,52242.0,52270.0,52319.0,52368.0,52409.0,52450.0,52491.0,52561.0,52612.0,52668.0,52715.0,52756.0,52796.0,52858.0,52891.0,52953.0,53195.0,53455.0,53621.0,53730.0,53840.0,53980.0,54100.0,54155.0,54211.0,54252.0,54303.0,54374.0,54441.0,54485.0,54536.0,54571.0,54622.0,54663.0,54736.0,54783.0,54846.0,54929.0,54967.0,54992.0,55039.0,55112.0,55206.0,55266.0,55304.0,55353.0,55396.0,55422.0,55478.0,55513.0,55547.0,55582.0,55623.0,55673.0,55727.0,55753.0,55779.0,55829.0,55839.0,55894.0,55958.0,55996.0,56047.0,56071.0
5085303,63900.0,63940.0,64014.0,64057.0,64122.0,64171.0,64218.0,64277.0,64299.0,64375.0,64414.0,64447.0,64489.0,64519.0,64573.0,64628.0,64660.0,64693.0,64726.0,64797.0,64849.0,64916.0,64972.0,65022.0,65071.0,65139.0,65175.0,65245.0,65548.0,65851.0,66069.0,66212.0,66322.0,66517.0,66684.0,66779.0,66876.0,66920.0,66975.0,67051.0,67121.0,67172.0,67231.0,67271.0,67328.0,67374.0,67458.0,67504.0,67566.0,67648.0,67686.0,67708.0,67751.0,67825.0,67922.0,67984.0,68022.0,68076.0,68124.0,68150.0,68206.0,68245.0,68283.0,68322.0,68370.0,68423.0,68480.0,68508.0,68535.0,68587.0,68596.0,68649.0,68711.0,68748.0,68801.0,68825.0
5088707,37200.0,37241.0,37316.0,37359.0,37425.0,37474.0,37522.0,37581.0,37603.0,37682.0,37718.0,37748.0,37787.0,37815.0,37864.0,37914.0,37952.0,37990.0,38028.0,38102.0,38155.0,38213.0,38261.0,38310.0,38358.0,38422.0,38456.0,38521.0,38786.0,38993.0,39154.0,39259.0,39346.0,39486.0,39607.0,39644.0,39682.0,39712.0,39749.0,39800.0,39847.0,39885.0,39929.0,39959.0,40001.0,40035.0,40097.0,40135.0,40185.0,40257.0,40290.0,40309.0,40345.0,40404.0,40481.0,40531.0,40562.0,40607.0,40646.0,40670.0,40719.0,40749.0,40779.0,40809.0,40846.0,40892.0,40943.0,40967.0,40990.0,41035.0,41046.0,41105.0,41174.0,41215.0,41265.0,41288.0
5088709,49200.0,49242.0,49319.0,49363.0,49432.0,49484.0,49534.0,49596.0,49619.0,49701.0,49738.0,49769.0,49809.0,49837.0,49887.0,49938.0,49978.0,50018.0,50058.0,50124.0,50171.0,50228.0,50275.0,50321.0,50366.0,50425.0,50456.0,50516.0,50752.0,50975.0,51155.0,51273.0,51378.0,51532.0,51664.0,51715.0,51767.0,51806.0,51854.0,51920.0,51982.0,52024.0,52072.0,52106.0,52155.0,52194.0,52264.0,52311.0,52373.0,52454.0,52491.0,52514.0,52559.0,52626.0,52714.0,52770.0,52802.0,52855.0,52902.0,52930.0,52989.0,53030.0,53071.0,53112.0,53162.0,53212.0,53266.0,53294.0,53322.0,53376.0,53386.0,53444.0,53511.0,53551.0,53612.0,53641.0
5088711,61200.0,61238.0,61309.0,61350.0,61422.0,61475.0,61526.0,61590.0,61614.0,61699.0,61737.0,61768.0,61809.0,61838.0,61890.0,61943.0,61977.0,62011.0,62046.0,62123.0,62178.0,62247.0,62304.0,62345.0,62386.0,62448.0,62481.0,62543.0,62876.0,63163.0,63376.0,63515.0,63636.0,63839.0,64013.0,64116.0,64221.0,64264.0,64318.0,64392.0,64461.0,64516.0,64579.0,64621.0,64681.0,64729.0,64817.0,64864.0,64927.0,65020.0,65062.0,65085.0,65130.0,65210.0,65313.0,65379.0,65418.0,65473.0,65521.0,65550.0,65611.0,65646.0,65680.0,65715.0,65756.0,65813.0,65876.0,65907.0,65937.0,65996.0,66006.0,66062.0,66128.0,66167.0,66205.0,66223.0
5088713,74400.0,74430.0,74486.0,74519.0,74564.0,74598.0,74630.0,74671.0,74686.0,74739.0,74764.0,74784.0,74810.0,74829.0,74863.0,74897.0,74925.0,74954.0,74983.0,75049.0,75097.0,75144.0,75183.0,75218.0,75252.0,75298.0,75323.0,75369.0,75597.0,75813.0,75973.0,76077.0,76167.0,76284.0,76385.0,76426.0,76467.0,76497.0,76534.0,76585.0,76632.0,76670.0,76713.0,76742.0,76783.0,76816.0,76876.0,76910.0,76956.0,77023.0,77054.0,77073.0,77110.0,77164.0,77234.0,77279.0,77311.0,77357.0,77397.0,77420.0,77467.0,77498.0,77529.0,77560.0,77598.0,77635.0,77675.0,77696.0,77717.0,77757.0,77764.0,77804.0,77851.0,77878.0,77921.0,77941.0
5089193,36000.0,36041.0,36116.0,36159.0,36225.0,36274.0,36322.0,36381.0,36403.0,36482.0,36518.0,36548.0,36587.0,36615.0,36664.0,36714.0,36752.0,36790.0,36828.0,36902.0,36955.0,37013.0,37061.0,37110.0,37158.0,37222.0,37256.0,37321.0,37586.0,37793.0,37954.0,38059.0,38146.0,38286.0,38407.0,38444.0,38482.0,38512.0,38549.0,38600.0,38647.0,38685.0,38729.0,38759.0,38801.0,38835.0,38897.0,38935.0,38985.0,39057.0,39090.0,39109.0,39145.0,39204.0,39281.0,39331.0,39362.0,39407.0,39446.0,39470.0,39519.0,39549.0,39579.0,39609.0,39646.0,39692.0,39743.0,39767.0,39790.0,39835.0,39846.0,39905.0,39974.0,40015.0,40065.0,40088.0
5089195,48000.0,48042.0,48119.0,48163.0,48232.0,48284.0,48334.0,48396.0,48419.0,48501.0,48538.0,48569.0,48609.0,48637.0,48687.0,48738.0,48778.0,48818.0,48858.0,48924.0,48971.0,49028.0,49075.0,49121.0,49166.0,49225.0,49256.0,49316.0,49552.0,49775.0,49955.0,50073.0,50178.0,50332.0,50464.0,50515.0,50567.0,50606.0,50654.0,50720.0,50782.0,50824.0,50872.0,50906.0,50955.0,50994.0,51064.0,51111.0,51173.0,51254.0,51291.0,51314.0,51359.0,51426.0,51514.0,51570.0,51602.0,51655.0,51702.0,51730.0,51789.0,51830.0,51871.0,51912.0,51962.0,52012.0,52066.0,52094.0,52122.0,52176.0,52186.0,52244.0,52311.0,52351.0,52412.0,52441.0
5089197,59400.0,59438.0,59509.0,59550.0,59622.0,59675.0,59726.0,59790.0,59814.0,59899.0,59937.0,59968.0,60009.0,60038.0,60090.0,60143.0,60177.0,60211.0,60246.0,60323.0,60378.0,60447.0,60504.0,60545.0,60586.0,60648.0,60681.0,60743.0,61076.0,61363.0,61576.0,61715.0,61836.0,62039.0,62213.0,62316.0,62421.0,62464.0,62518.0,62592.0,62661.0,62716.0,62779.0,62821.0,62881.0,62929.0,63017.0,63064.0,63127.0,63220.0,63262.0,63285.0,63330.0,63410.0,63513.0,63579.0,63618.0,63673.0,63721.0,63750.0,63811.0,63846.0,63880.0,63915.0,63956.0,64013.0,64076.0,64107.0,64137.0,64196.0,64206.0,64262.0,64328.0,64367.0,64405.0,64423.0
5089540,33300.0,33341.0,33416.0,33459.0,33555.0,33627.0,33696.0,33783.0,33815.0,33929.0,33981.0,34024.0,34080.0,34120.0,34192.0,34266.0,34313.0,34361.0,34410.0,34519.0,34597.0,34677.0,34744.0,34809.0,34874.0,34974.0,35028.0,35130.0,35436.0,35828.0,35996.0,36106.0,36205.0,36370.0,36512.0,36556.0,36600.0,36628.0,36663.0,36712.0,36757.0,36796.0,36841.0,36870.0,36912.0,36946.0,37008.0,37043.0,37090.0,37157.0,37187.0,37205.0,37240.0,37293.0,37362.0,37407.0,37434.0,37477.0,37515.0,37537.0,37582.0,37611.0,37640.0,37669.0,37704.0,37746.0,37793.0,37821.0,37848.0,37900.0,37910.0,37968.0,38035.0,38075.0,38130.0,38156.0
5089542,44400.0,44441.0,44516.0,44559.0,44625.0,44674.0,44722.0,44781.0,44803.0,44882.0,44918.0,44948.0,44987.0,45015.0,45064.0,45114.0,45152.0,45190.0,45228.0,45302.0,45355.0,45413.0,45461.0,45510.0,45558.0,45622.0,45656.0,45721.0,45986.0,46193.0,46354.0,46459.0,46546.0,46686.0,46807.0,46844.0,46882.0,46912.0,46949.0,47000.0,47047.0,47085.0,47129.0,47159.0,47201.0,47235.0,47297.0,47335.0,47385.0,47457.0,47490.0,47509.0,47545.0,47604.0,47681.0,47731.0,47762.0,47807.0,47846.0,47870.0,47919.0,47949.0,47979.0,48009.0,48046.0,48092.0,48143.0,48167.0,48190.0,48235.0,48246.0,48305.0,48374.0,48415.0,48465.0,48488.0
5089544,55800.0,55839.0,55911.0,55952.0,56026.0,56081.0,56134.0,56200.0,56224.0,56312.0,56345.0,56372.0,56408.0,56434.0,56479.0,56525.0,56563.0,56601.0,56640.0,56714.0,56768.0,56821.0,56865.0,56911.0,56956.0,57021.0,57056.0,57121.0,57349.0,57586.0,57760.0,57874.0,57981.0,58134.0,58265.0,58349.0,58434.0,58478.0,58532.0,58607.0,58676.0,58719.0,58769.0,58808.0,58865.0,58911.0,58993.0,59041.0,59104.0,59201.0,59245.0,59270.0,59318.0,59391.0,59485.0,59545.0,59581.0,59631.0,59674.0,59701.0,59758.0,59791.0,59824.0,59857.0,59898.0,59945.0,59996.0,60024.0,60051.0,60104.0,60113.0,60165.0,60226.0,60262.0,60302.0,60321.0
