tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P,058_P
0,339.0,337.0,4720.0,1443.0,1444.0,1445.0,7078.0,1449.0,1450.0,1451.0,1452.0,2640.0,2641.0,1948.0,1949.0,1950.0,1951.0,1952.0,1953.0,1954.0,1955.0,1956.0,1957.0,1958.0,1959.0,1960.0,4379.0,1968.0,1969.0,1970.0,1971.0,2160.0,2161.0,4665.0,4666.0,4667.0,2162.0,2163.0,2168.0,4536.0,6003.0,5123.0,5124.0,5125.0,6001.0,4438.0,3432.0,3426.0,3434.0,3435.0,3453.0,3437.0,3439.0,3440.0,4557.0,3441.0,4560.0,5126.0
5019327,32400.0,32476.0,32535.0,32621.0,32679.0,32742.0,32960.0,33003.0,33026.0,33046.0,33201.0,33377.0,33431.0,33521.0,33550.0,33595.0,33667.0,33689.0,33714.0,33740.0,33761.0,33802.0,33818.0,33831.0,33906.0,33935.0,34037.0,34126.0,34140.0,34176.0,34197.0,34264.0,34293.0,34322.0,34385.0,34414.0,34438.0,34463.0,34523.0,34567.0,34616.0,34656.0,34697.0,34821.0,34870.0,34914.0,34993.0,35117.0,35188.0,35261.0,35309.0,35370.0,35388.0,35416.0,35460.0,35488.0,35544.0,35585.0
