tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P,058_P,059_P,060_P,061_P,062_P,063_P,064_P,065_P,066_P,067_P,068_P,069_P
5095526,67500.0,67541.0,67568.0,67589.0,67620.0,67676.0,67727.0,67766.0,67813.0,67864.0,67907.0,67930.0,67952.0,67975.0,68008.0,68051.0,68116.0,68161.0,68205.0,68245.0,68299.0,68342.0,68401.0,68493.0,68535.0,68673.0,68791.0,68960.0,69086.0,69264.0,69432.0,69487.0,69525.0,69572.0,69619.0,69660.0,69705.0,69765.0,69804.0,69895.0,69924.0,69953.0,69985.0,70050.0,70115.0,70160.0,70192.0,70229.0,70272.0,70303.0,70344.0,70393.0,70431.0,70481.0,70502.0,70524.0,70584.0,70623.0,70677.0,70724.0,70780.0,70836.0,70882.0,70915.0,70939.0,70961.0,71028.0,71283.0,71292.0
5095528,78000.0,78040.0,78066.0,78087.0,78119.0,78168.0,78212.0,78246.0,78277.0,78311.0,78346.0,78364.0,78381.0,78400.0,78433.0,78476.0,78542.0,78587.0,78632.0,78673.0,78728.0,78765.0,78816.0,78895.0,78931.0,79063.0,79164.0,79334.0,79462.0,79627.0,79769.0,79815.0,79847.0,79886.0,79925.0,79959.0,79997.0,80047.0,80085.0,80172.0,80203.0,80232.0,80264.0,80328.0,80389.0,80431.0,80461.0,80496.0,80536.0,80566.0,80609.0,80661.0,80701.0,80749.0,80769.0,80790.0,80848.0,80886.0,80939.0,80984.0,81037.0,81090.0,81133.0,81165.0,81189.0,81213.0,81287.0,81527.0,81535.0
5096662,81600.0,81640.0,81666.0,81687.0,81719.0,81768.0,81812.0,81846.0,81877.0,81911.0,81946.0,81964.0,81981.0,82000.0,82033.0,82076.0,82142.0,82187.0,82232.0,82273.0,82328.0,82365.0,82416.0,82495.0,82531.0,82663.0,82764.0,82934.0,83062.0,83227.0,83369.0,83415.0,83447.0,83486.0,83525.0,83559.0,83597.0,83647.0,83685.0,83772.0,83803.0,83832.0,83864.0,83928.0,83989.0,84031.0,84061.0,84096.0,84136.0,84166.0,84209.0,84261.0,84301.0,84349.0,84369.0,84390.0,84448.0,84486.0,84539.0,84584.0,84637.0,84690.0,84733.0,84765.0,84789.0,84813.0,84887.0,85127.0,85135.0
5101639,81600.0,81640.0,81666.0,81687.0,81719.0,81768.0,81812.0,81846.0,81877.0,81911.0,81946.0,81964.0,81981.0,82000.0,82033.0,82076.0,82142.0,82187.0,82232.0,82273.0,82328.0,82365.0,82416.0,82495.0,82531.0,82663.0,82764.0,82934.0,83062.0,83227.0,83369.0,83415.0,83447.0,83486.0,83525.0,83559.0,83597.0,83647.0,83685.0,83772.0,83803.0,83832.0,83864.0,83928.0,83989.0,84031.0,84061.0,84096.0,84136.0,84166.0,84209.0,84261.0,84301.0,84349.0,84369.0,84390.0,84448.0,84486.0,84539.0,84584.0,84637.0,84690.0,84733.0,84765.0,84789.0,84813.0,84887.0,85127.0,85135.0
5113874,34200.0,34258.0,34296.0,34327.0,34373.0,34439.0,34499.0,34546.0,34603.0,34666.0,34710.0,34733.0,34755.0,34779.0,34824.0,34884.0,34975.0,35038.0,35082.0,35122.0,35176.0,35219.0,35279.0,35372.0,35414.0,35547.0,35612.0,35807.0,35953.0,36204.0,36429.0,36502.0,36539.0,36584.0,36630.0,36670.0,36714.0,36772.0,36816.0,36916.0,36936.0,36967.0,37001.0,37069.0,37128.0,37169.0,37198.0,37232.0,37271.0,37299.0,37343.0,37396.0,37437.0,37494.0,37518.0,37542.0,37610.0,37647.0,37699.0,37744.0,37804.0,37865.0,37914.0,37950.0,37973.0,37996.0,38065.0,38343.0,38353.0
5113876,45000.0,45047.0,45078.0,45103.0,45138.0,45200.0,45256.0,45299.0,45354.0,45414.0,45462.0,45487.0,45511.0,45537.0,45575.0,45625.0,45701.0,45753.0,45806.0,45854.0,45919.0,45964.0,46027.0,46124.0,46169.0,46344.0,46431.0,46573.0,46680.0,46926.0,47143.0,47214.0,47252.0,47299.0,47346.0,47387.0,47432.0,47491.0,47536.0,47640.0,47669.0,47702.0,47739.0,47812.0,47882.0,47930.0,47964.0,48004.0,48050.0,48086.0,48130.0,48182.0,48222.0,48286.0,48313.0,48341.0,48417.0,48466.0,48535.0,48594.0,48664.0,48734.0,48791.0,48832.0,48856.0,48879.0,48950.0,49225.0,49234.0
5113880,67500.0,67541.0,67568.0,67589.0,67620.0,67676.0,67727.0,67766.0,67813.0,67864.0,67907.0,67930.0,67952.0,67975.0,68008.0,68051.0,68116.0,68161.0,68205.0,68245.0,68299.0,68342.0,68401.0,68493.0,68535.0,68673.0,68791.0,68960.0,69086.0,69264.0,69432.0,69487.0,69525.0,69572.0,69619.0,69660.0,69705.0,69765.0,69804.0,69895.0,69924.0,69953.0,69985.0,70050.0,70115.0,70160.0,70192.0,70229.0,70272.0,70303.0,70344.0,70393.0,70431.0,70481.0,70502.0,70524.0,70584.0,70623.0,70677.0,70724.0,70780.0,70836.0,70882.0,70915.0,70939.0,70961.0,71028.0,71283.0,71292.0
5113882,78000.0,78040.0,78066.0,78087.0,78119.0,78168.0,78212.0,78246.0,78277.0,78311.0,78346.0,78364.0,78381.0,78400.0,78433.0,78476.0,78542.0,78587.0,78632.0,78673.0,78728.0,78765.0,78816.0,78895.0,78931.0,79063.0,79164.0,79334.0,79462.0,79627.0,79769.0,79815.0,79847.0,79886.0,79925.0,79959.0,79997.0,80047.0,80085.0,80172.0,80203.0,80232.0,80264.0,80328.0,80389.0,80431.0,80461.0,80496.0,80536.0,80566.0,80609.0,80661.0,80701.0,80749.0,80769.0,80790.0,80848.0,80886.0,80939.0,80984.0,81037.0,81090.0,81133.0,81165.0,81189.0,81213.0,81287.0,81527.0,81535.0
5114019,41400.0,41447.0,41478.0,41503.0,41538.0,41600.0,41656.0,41699.0,41754.0,41814.0,41862.0,41887.0,41911.0,41937.0,41975.0,42025.0,42101.0,42153.0,42206.0,42254.0,42319.0,42364.0,42427.0,42524.0,42569.0,42744.0,42831.0,42973.0,43080.0,43326.0,43543.0,43614.0,43652.0,43699.0,43746.0,43787.0,43832.0,43891.0,43936.0,44040.0,44069.0,44102.0,44139.0,44212.0,44282.0,44330.0,44364.0,44404.0,44450.0,44486.0,44530.0,44582.0,44622.0,44686.0,44713.0,44741.0,44817.0,44866.0,44935.0,44994.0,45064.0,45134.0,45191.0,45232.0,45256.0,45279.0,45350.0,45625.0,45634.0
5114021,52200.0,52259.0,52298.0,52329.0,52374.0,52436.0,52493.0,52537.0,52583.0,52633.0,52706.0,52744.0,52780.0,52819.0,52856.0,52905.0,52980.0,53032.0,53095.0,53152.0,53231.0,53279.0,53346.0,53450.0,53498.0,53630.0,53721.0,53882.0,54002.0,54219.0,54477.0,54561.0,54605.0,54660.0,54715.0,54763.0,54815.0,54885.0,54945.0,55082.0,55138.0,55182.0,55231.0,55328.0,55402.0,55453.0,55489.0,55531.0,55580.0,55616.0,55664.0,55721.0,55765.0,55828.0,55855.0,55882.0,55957.0,56009.0,56081.0,56143.0,56220.0,56298.0,56361.0,56407.0,56438.0,56462.0,56536.0,56823.0,56833.0
5114025,74400.0,74440.0,74466.0,74487.0,74519.0,74568.0,74612.0,74646.0,74677.0,74711.0,74746.0,74764.0,74781.0,74800.0,74833.0,74876.0,74942.0,74987.0,75032.0,75073.0,75128.0,75165.0,75216.0,75295.0,75331.0,75463.0,75564.0,75734.0,75862.0,76027.0,76169.0,76215.0,76247.0,76286.0,76325.0,76359.0,76397.0,76447.0,76485.0,76572.0,76603.0,76632.0,76664.0,76728.0,76789.0,76831.0,76861.0,76896.0,76936.0,76966.0,77009.0,77061.0,77101.0,77149.0,77169.0,77190.0,77248.0,77286.0,77339.0,77384.0,77437.0,77490.0,77533.0,77565.0,77589.0,77613.0,77687.0,77927.0,77935.0
5116863,59400.0,59463.0,59504.0,59537.0,59586.0,59653.0,59713.0,59760.0,59812.0,59868.0,59925.0,59955.0,59984.0,60014.0,60044.0,60083.0,60143.0,60184.0,60237.0,60285.0,60351.0,60396.0,60458.0,60554.0,60599.0,60741.0,60845.0,61005.0,61125.0,61360.0,61592.0,61667.0,61736.0,61821.0,61907.0,61982.0,62064.0,62172.0,62214.0,62310.0,62339.0,62380.0,62425.0,62514.0,62581.0,62627.0,62660.0,62699.0,62743.0,62775.0,62820.0,62873.0,62914.0,62969.0,62992.0,63016.0,63083.0,63147.0,63236.0,63313.0,63415.0,63518.0,63602.0,63662.0,63689.0,63713.0,63787.0,64065.0,64075.0
