tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P,058_P,059_P,060_P,061_P,062_P,063_P,064_P,065_P,066_P,067_P,068_P,069_P,070_P,071_P,072_P,073_P,074_P,075_P,076_P,077_P,078_P,079_P,080_P,081_P,082_P,083_P,084_P,085_P,086_P,087_P,088_P,089_P,090_P
5010797,56400.0,56453.0,56514.0,56554.0,56596.0,56648.0,56719.0,56753.0,56797.0,56834.0,56861.0,56922.0,56995.0,57079.0,57167.0,57208.0,57278.0,57371.0,57495.0,57619.0,57799.0,57836.0,57878.0,57936.0,57980.0,58099.0,58175.0,58281.0,58324.0,58371.0,58487.0,58516.0,58573.0,58639.0,58701.0,58742.0,58798.0,58833.0,58879.0,58976.0,59053.0,59103.0,59146.0,59206.0,59298.0,59468.0,59714.0,60142.0,60287.0,60311.0,60348.0,60471.0,60566.0,60624.0,60694.0,60733.0,60789.0,60823.0,60857.0,60959.0,61058.0,61094.0,61151.0,61179.0,61279.0,61327.0,61414.0,61491.0,61537.0,61580.0,61642.0,61704.0,61759.0,61808.0,61841.0,61902.0,61956.0,61995.0,62039.0,62097.0,62129.0,62185.0,62240.0,62273.0,62329.0,62364.0,62467.0,62504.0,62598.0,62753.0
5011327,32700.0,32758.0,32825.0,32868.0,32914.0,32971.0,33049.0,33086.0,33135.0,33176.0,33206.0,33274.0,33346.0,33429.0,33511.0,33550.0,33615.0,33701.0,33816.0,33931.0,34018.0,34052.0,34092.0,34139.0,34186.0,34280.0,34355.0,34448.0,34486.0,34527.0,34625.0,34650.0,34706.0,34771.0,34829.0,34868.0,34919.0,34958.0,35009.0,35110.0,35186.0,35239.0,35290.0,35361.0,35470.0,35646.0,35878.0,36281.0,36387.0,36405.0,36432.0,36520.0,36588.0,36631.0,36684.0,36715.0,36760.0,36787.0,36806.0,36865.0,36922.0,36951.0,36997.0,37020.0,37098.0,37135.0,37210.0,37272.0,37309.0,37351.0,37413.0,37474.0,37525.0,37570.0,37601.0,37657.0,37707.0,37743.0,37784.0,37838.0,37866.0,37914.0,37962.0,37991.0,38039.0,38069.0,38158.0,38190.0,38280.0,38428.0
5011329,60600.0,60650.0,60708.0,60745.0,60784.0,60832.0,60899.0,60931.0,60973.0,61008.0,61033.0,61091.0,61170.0,61259.0,61344.0,61384.0,61451.0,61541.0,61660.0,61781.0,61963.0,61997.0,62036.0,62100.0,62149.0,62235.0,62297.0,62380.0,62414.0,62449.0,62552.0,62578.0,62631.0,62693.0,62746.0,62781.0,62829.0,62863.0,62907.0,63004.0,63079.0,63120.0,63155.0,63203.0,63276.0,63434.0,63697.0,64153.0,64273.0,64293.0,64330.0,64451.0,64543.0,64599.0,64668.0,64706.0,64759.0,64791.0,64820.0,64906.0,64990.0,65023.0,65076.0,65103.0,65194.0,65238.0,65313.0,65377.0,65416.0,65456.0,65514.0,65572.0,65616.0,65656.0,65683.0,65732.0,65776.0,65808.0,65844.0,65892.0,65921.0,65972.0,66017.0,66044.0,66089.0,66117.0,66200.0,66229.0,66309.0,66440.0
5011331,75600.0,75643.0,75693.0,75725.0,75759.0,75801.0,75859.0,75887.0,75923.0,75953.0,75975.0,76025.0,76089.0,76162.0,76225.0,76255.0,76305.0,76371.0,76459.0,76548.0,76610.0,76642.0,76678.0,76716.0,76754.0,76833.0,76880.0,76954.0,76984.0,77016.0,77101.0,77122.0,77162.0,77208.0,77254.0,77285.0,77326.0,77352.0,77386.0,77454.0,77519.0,77555.0,77579.0,77612.0,77664.0,77785.0,78024.0,78440.0,78527.0,78541.0,78568.0,78657.0,78725.0,78769.0,78822.0,78851.0,78892.0,78916.0,78932.0,78980.0,79027.0,79054.0,79097.0,79119.0,79189.0,79223.0,79284.0,79334.0,79364.0,79402.0,79457.0,79511.0,79553.0,79591.0,79617.0,79664.0,79706.0,79737.0,79771.0,79816.0,79847.0,79899.0,79940.0,79964.0,80005.0,80031.0,80106.0,80133.0,80182.0,80263.0
5012188,22800.0,22847.0,22901.0,22936.0,22973.0,23019.0,23082.0,23112.0,23151.0,23184.0,23208.0,23262.0,23325.0,23397.0,23457.0,23485.0,23532.0,23595.0,23679.0,23762.0,23824.0,23857.0,23895.0,23940.0,23981.0,24060.0,24113.0,24190.0,24221.0,24255.0,24352.0,24377.0,24429.0,24489.0,24538.0,24571.0,24615.0,24651.0,24699.0,24780.0,24858.0,24903.0,24947.0,25008.0,25104.0,25246.0,25383.0,25622.0,25823.0,25856.0,25884.0,25975.0,26045.0,26096.0,26159.0,26190.0,26234.0,26260.0,26276.0,26324.0,26370.0,26397.0,26439.0,26460.0,26516.0,26543.0,26603.0,26658.0,26691.0,26730.0,26787.0,26843.0,26881.0,26915.0,26938.0,26980.0,27018.0,27046.0,27077.0,27118.0,27145.0,27191.0,27231.0,27255.0,27296.0,27321.0,27396.0,27424.0,27524.0,27688.0
5012190,36300.0,36358.0,36425.0,36468.0,36514.0,36571.0,36649.0,36686.0,36735.0,36776.0,36806.0,36874.0,36946.0,37029.0,37111.0,37150.0,37215.0,37301.0,37416.0,37531.0,37618.0,37652.0,37692.0,37739.0,37786.0,37880.0,37955.0,38048.0,38086.0,38127.0,38225.0,38250.0,38306.0,38371.0,38429.0,38468.0,38519.0,38558.0,38609.0,38710.0,38786.0,38839.0,38890.0,38961.0,39070.0,39246.0,39478.0,39881.0,39987.0,40005.0,40032.0,40120.0,40188.0,40231.0,40284.0,40315.0,40360.0,40387.0,40406.0,40465.0,40522.0,40551.0,40597.0,40620.0,40698.0,40735.0,40810.0,40872.0,40909.0,40951.0,41013.0,41074.0,41125.0,41170.0,41201.0,41257.0,41307.0,41343.0,41384.0,41438.0,41466.0,41514.0,41562.0,41591.0,41639.0,41669.0,41758.0,41790.0,41880.0,42028.0
5012192,50400.0,50452.0,50512.0,50551.0,50592.0,50642.0,50712.0,50745.0,50788.0,50824.0,50850.0,50911.0,50988.0,51076.0,51164.0,51205.0,51274.0,51366.0,51489.0,51613.0,51713.0,51747.0,51787.0,51834.0,51879.0,51974.0,52049.0,52145.0,52184.0,52225.0,52334.0,52361.0,52414.0,52476.0,52537.0,52578.0,52632.0,52665.0,52709.0,52810.0,52900.0,52950.0,52986.0,53036.0,53114.0,53260.0,53462.0,53812.0,53918.0,53935.0,53965.0,54064.0,54140.0,54190.0,54252.0,54287.0,54336.0,54365.0,54386.0,54450.0,54512.0,54547.0,54603.0,54631.0,54716.0,54757.0,54851.0,54917.0,54957.0,55002.0,55068.0,55134.0,55186.0,55232.0,55264.0,55322.0,55373.0,55411.0,55453.0,55509.0,55540.0,55593.0,55646.0,55678.0,55731.0,55764.0,55862.0,55897.0,55990.0,56142.0
5012194,66000.0,66047.0,66101.0,66136.0,66173.0,66218.0,66281.0,66311.0,66350.0,66383.0,66407.0,66460.0,66526.0,66601.0,66669.0,66701.0,66755.0,66827.0,66922.0,67018.0,67089.0,67117.0,67150.0,67191.0,67231.0,67306.0,67367.0,67448.0,67481.0,67517.0,67611.0,67635.0,67675.0,67721.0,67767.0,67798.0,67839.0,67868.0,67905.0,67978.0,68047.0,68082.0,68114.0,68158.0,68225.0,68354.0,68563.0,68927.0,69020.0,69035.0,69064.0,69158.0,69230.0,69281.0,69343.0,69375.0,69421.0,69448.0,69466.0,69520.0,69573.0,69602.0,69648.0,69671.0,69749.0,69786.0,69854.0,69907.0,69939.0,69986.0,70054.0,70121.0,70164.0,70202.0,70228.0,70275.0,70317.0,70348.0,70382.0,70429.0,70456.0,70503.0,70543.0,70567.0,70607.0,70632.0,70707.0,70735.0,70811.0,70936.0
5012596,26400.0,26455.0,26519.0,26560.0,26603.0,26657.0,26731.0,26766.0,26812.0,26851.0,26879.0,26946.0,27019.0,27103.0,27175.0,27209.0,27266.0,27341.0,27442.0,27543.0,27643.0,27686.0,27736.0,27793.0,27849.0,27970.0,28073.0,28167.0,28205.0,28246.0,28364.0,28394.0,28451.0,28518.0,28587.0,28633.0,28694.0,28745.0,28812.0,28903.0,28991.0,29051.0,29142.0,29268.0,29463.0,29652.0,29843.0,30174.0,30385.0,30420.0,30451.0,30554.0,30634.0,30687.0,30751.0,30786.0,30835.0,30865.0,30884.0,30941.0,30997.0,31030.0,31083.0,31109.0,31192.0,31232.0,31308.0,31369.0,31405.0,31448.0,31511.0,31573.0,31620.0,31662.0,31691.0,31743.0,31789.0,31823.0,31861.0,31913.0,31941.0,31990.0,32035.0,32062.0,32107.0,32135.0,32218.0,32248.0,32342.0,32496.0
5012598,40800.0,40852.0,40912.0,40951.0,40992.0,41042.0,41112.0,41145.0,41188.0,41224.0,41250.0,41311.0,41388.0,41476.0,41564.0,41605.0,41674.0,41766.0,41889.0,42013.0,42113.0,42147.0,42187.0,42234.0,42279.0,42374.0,42449.0,42545.0,42584.0,42625.0,42734.0,42761.0,42814.0,42876.0,42937.0,42978.0,43032.0,43065.0,43109.0,43210.0,43300.0,43350.0,43386.0,43436.0,43514.0,43660.0,43862.0,44212.0,44318.0,44335.0,44365.0,44464.0,44540.0,44590.0,44652.0,44687.0,44736.0,44765.0,44786.0,44850.0,44912.0,44947.0,45003.0,45031.0,45116.0,45157.0,45251.0,45317.0,45357.0,45402.0,45468.0,45534.0,45586.0,45632.0,45664.0,45722.0,45773.0,45811.0,45853.0,45909.0,45940.0,45993.0,46046.0,46078.0,46131.0,46164.0,46262.0,46297.0,46390.0,46542.0
5012600,55200.0,55253.0,55314.0,55354.0,55396.0,55448.0,55519.0,55553.0,55597.0,55634.0,55661.0,55722.0,55795.0,55879.0,55967.0,56008.0,56078.0,56171.0,56295.0,56419.0,56599.0,56636.0,56678.0,56736.0,56780.0,56899.0,56975.0,57081.0,57124.0,57171.0,57287.0,57316.0,57373.0,57439.0,57501.0,57542.0,57598.0,57633.0,57679.0,57776.0,57853.0,57903.0,57946.0,58006.0,58098.0,58268.0,58514.0,58942.0,59087.0,59111.0,59148.0,59271.0,59366.0,59424.0,59494.0,59533.0,59589.0,59623.0,59657.0,59759.0,59858.0,59894.0,59951.0,59979.0,60079.0,60127.0,60214.0,60291.0,60337.0,60380.0,60442.0,60504.0,60559.0,60608.0,60641.0,60702.0,60756.0,60795.0,60839.0,60897.0,60929.0,60985.0,61040.0,61073.0,61129.0,61164.0,61267.0,61304.0,61398.0,61553.0
5012602,70200.0,70247.0,70301.0,70336.0,70373.0,70418.0,70481.0,70511.0,70550.0,70583.0,70607.0,70660.0,70726.0,70801.0,70869.0,70901.0,70955.0,71027.0,71122.0,71218.0,71289.0,71317.0,71350.0,71391.0,71431.0,71506.0,71567.0,71648.0,71681.0,71717.0,71811.0,71835.0,71875.0,71921.0,71967.0,71998.0,72039.0,72068.0,72105.0,72178.0,72247.0,72282.0,72314.0,72358.0,72425.0,72554.0,72763.0,73127.0,73220.0,73235.0,73264.0,73358.0,73430.0,73481.0,73543.0,73575.0,73621.0,73648.0,73666.0,73720.0,73773.0,73802.0,73848.0,73871.0,73949.0,73986.0,74054.0,74107.0,74139.0,74186.0,74254.0,74321.0,74364.0,74402.0,74428.0,74475.0,74517.0,74548.0,74582.0,74629.0,74656.0,74703.0,74743.0,74767.0,74807.0,74832.0,74907.0,74935.0,75011.0,75136.0
5012611,28200.0,28255.0,28319.0,28360.0,28403.0,28457.0,28531.0,28566.0,28612.0,28651.0,28679.0,28746.0,28819.0,28903.0,28975.0,29009.0,29066.0,29141.0,29242.0,29343.0,29443.0,29486.0,29536.0,29593.0,29649.0,29770.0,29873.0,29967.0,30005.0,30046.0,30164.0,30194.0,30251.0,30318.0,30387.0,30433.0,30494.0,30545.0,30612.0,30703.0,30791.0,30851.0,30942.0,31068.0,31263.0,31452.0,31643.0,31974.0,32185.0,32220.0,32251.0,32354.0,32434.0,32487.0,32551.0,32586.0,32635.0,32665.0,32684.0,32741.0,32797.0,32830.0,32883.0,32909.0,32992.0,33032.0,33108.0,33169.0,33205.0,33248.0,33311.0,33373.0,33420.0,33462.0,33491.0,33543.0,33589.0,33623.0,33661.0,33713.0,33741.0,33790.0,33835.0,33862.0,33907.0,33935.0,34018.0,34048.0,34142.0,34296.0
5012612,48000.0,48052.0,48112.0,48151.0,48192.0,48242.0,48312.0,48345.0,48388.0,48424.0,48450.0,48511.0,48588.0,48676.0,48764.0,48805.0,48874.0,48966.0,49089.0,49213.0,49313.0,49347.0,49387.0,49434.0,49479.0,49574.0,49649.0,49745.0,49784.0,49825.0,49934.0,49961.0,50014.0,50076.0,50137.0,50178.0,50232.0,50265.0,50309.0,50410.0,50500.0,50550.0,50586.0,50636.0,50714.0,50860.0,51062.0,51412.0,51518.0,51535.0,51565.0,51664.0,51740.0,51790.0,51852.0,51887.0,51936.0,51965.0,51986.0,52050.0,52112.0,52147.0,52203.0,52231.0,52316.0,52357.0,52451.0,52517.0,52557.0,52602.0,52668.0,52734.0,52786.0,52832.0,52864.0,52922.0,52973.0,53011.0,53053.0,53109.0,53140.0,53193.0,53246.0,53278.0,53331.0,53364.0,53462.0,53497.0,53590.0,53742.0
5012614,63600.0,63650.0,63708.0,63745.0,63784.0,63832.0,63899.0,63931.0,63973.0,64008.0,64033.0,64091.0,64170.0,64259.0,64344.0,64384.0,64451.0,64541.0,64660.0,64781.0,64963.0,64997.0,65036.0,65100.0,65149.0,65235.0,65297.0,65380.0,65414.0,65449.0,65552.0,65578.0,65631.0,65693.0,65746.0,65781.0,65829.0,65863.0,65907.0,66004.0,66079.0,66120.0,66155.0,66203.0,66276.0,66434.0,66697.0,67153.0,67273.0,67293.0,67330.0,67451.0,67543.0,67599.0,67668.0,67706.0,67759.0,67791.0,67820.0,67906.0,67990.0,68023.0,68076.0,68103.0,68194.0,68238.0,68313.0,68377.0,68416.0,68456.0,68514.0,68572.0,68616.0,68656.0,68683.0,68732.0,68776.0,68808.0,68844.0,68892.0,68921.0,68972.0,69017.0,69044.0,69089.0,69117.0,69200.0,69229.0,69309.0,69440.0
5013020,33600.0,33658.0,33725.0,33768.0,33814.0,33871.0,33949.0,33986.0,34035.0,34076.0,34106.0,34174.0,34246.0,34329.0,34411.0,34450.0,34515.0,34601.0,34716.0,34831.0,34918.0,34952.0,34992.0,35039.0,35086.0,35180.0,35255.0,35348.0,35386.0,35427.0,35525.0,35550.0,35606.0,35671.0,35729.0,35768.0,35819.0,35858.0,35909.0,36010.0,36086.0,36139.0,36190.0,36261.0,36370.0,36546.0,36778.0,37181.0,37287.0,37305.0,37332.0,37420.0,37488.0,37531.0,37584.0,37615.0,37660.0,37687.0,37706.0,37765.0,37822.0,37851.0,37897.0,37920.0,37998.0,38035.0,38110.0,38172.0,38209.0,38251.0,38313.0,38374.0,38425.0,38470.0,38501.0,38557.0,38607.0,38643.0,38684.0,38738.0,38766.0,38814.0,38862.0,38891.0,38939.0,38969.0,39058.0,39090.0,39180.0,39328.0
5013023,63000.0,63050.0,63108.0,63145.0,63184.0,63232.0,63299.0,63331.0,63373.0,63408.0,63433.0,63491.0,63570.0,63659.0,63744.0,63784.0,63851.0,63941.0,64060.0,64181.0,64363.0,64397.0,64436.0,64500.0,64549.0,64635.0,64697.0,64780.0,64814.0,64849.0,64952.0,64978.0,65031.0,65093.0,65146.0,65181.0,65229.0,65263.0,65307.0,65404.0,65479.0,65520.0,65555.0,65603.0,65676.0,65834.0,66097.0,66553.0,66673.0,66693.0,66730.0,66851.0,66943.0,66999.0,67068.0,67106.0,67159.0,67191.0,67220.0,67306.0,67390.0,67423.0,67476.0,67503.0,67594.0,67638.0,67713.0,67777.0,67816.0,67856.0,67914.0,67972.0,68016.0,68056.0,68083.0,68132.0,68176.0,68208.0,68244.0,68292.0,68321.0,68372.0,68417.0,68444.0,68489.0,68517.0,68600.0,68629.0,68709.0,68840.0
5013288,24000.0,24047.0,24101.0,24136.0,24173.0,24219.0,24282.0,24312.0,24351.0,24384.0,24408.0,24462.0,24525.0,24597.0,24657.0,24685.0,24732.0,24795.0,24879.0,24962.0,25024.0,25057.0,25095.0,25140.0,25181.0,25260.0,25313.0,25390.0,25421.0,25455.0,25552.0,25577.0,25629.0,25689.0,25738.0,25771.0,25815.0,25851.0,25899.0,25980.0,26058.0,26103.0,26147.0,26208.0,26304.0,26446.0,26583.0,26822.0,27023.0,27056.0,27084.0,27175.0,27245.0,27296.0,27359.0,27390.0,27434.0,27460.0,27476.0,27524.0,27570.0,27597.0,27639.0,27660.0,27716.0,27743.0,27803.0,27858.0,27891.0,27930.0,27987.0,28043.0,28081.0,28115.0,28138.0,28180.0,28218.0,28246.0,28277.0,28318.0,28345.0,28391.0,28431.0,28455.0,28496.0,28521.0,28596.0,28624.0,28724.0,28888.0
5013290,38100.0,38152.0,38212.0,38251.0,38292.0,38342.0,38412.0,38445.0,38488.0,38524.0,38550.0,38611.0,38688.0,38776.0,38864.0,38905.0,38974.0,39066.0,39189.0,39313.0,39413.0,39447.0,39487.0,39534.0,39579.0,39674.0,39749.0,39845.0,39884.0,39925.0,40034.0,40061.0,40114.0,40176.0,40237.0,40278.0,40332.0,40365.0,40409.0,40510.0,40600.0,40650.0,40686.0,40736.0,40814.0,40960.0,41162.0,41512.0,41618.0,41635.0,41665.0,41764.0,41840.0,41890.0,41952.0,41987.0,42036.0,42065.0,42086.0,42150.0,42212.0,42247.0,42303.0,42331.0,42416.0,42457.0,42551.0,42617.0,42657.0,42702.0,42768.0,42834.0,42886.0,42932.0,42964.0,43022.0,43073.0,43111.0,43153.0,43209.0,43240.0,43293.0,43346.0,43378.0,43431.0,43464.0,43562.0,43597.0,43690.0,43842.0
5013292,52800.0,52853.0,52914.0,52954.0,52996.0,53048.0,53119.0,53153.0,53197.0,53234.0,53261.0,53322.0,53395.0,53479.0,53567.0,53608.0,53678.0,53771.0,53895.0,54019.0,54199.0,54236.0,54278.0,54336.0,54380.0,54499.0,54575.0,54681.0,54724.0,54771.0,54887.0,54916.0,54973.0,55039.0,55101.0,55142.0,55198.0,55233.0,55279.0,55376.0,55453.0,55503.0,55546.0,55606.0,55698.0,55868.0,56114.0,56542.0,56687.0,56711.0,56748.0,56871.0,56966.0,57024.0,57094.0,57133.0,57189.0,57223.0,57257.0,57359.0,57458.0,57494.0,57551.0,57579.0,57679.0,57727.0,57814.0,57891.0,57937.0,57980.0,58042.0,58104.0,58159.0,58208.0,58241.0,58302.0,58356.0,58395.0,58439.0,58497.0,58529.0,58585.0,58640.0,58673.0,58729.0,58764.0,58867.0,58904.0,58998.0,59153.0
5013294,68400.0,68447.0,68501.0,68536.0,68573.0,68618.0,68681.0,68711.0,68750.0,68783.0,68807.0,68860.0,68926.0,69001.0,69069.0,69101.0,69155.0,69227.0,69322.0,69418.0,69489.0,69517.0,69550.0,69591.0,69631.0,69706.0,69767.0,69848.0,69881.0,69917.0,70011.0,70035.0,70075.0,70121.0,70167.0,70198.0,70239.0,70268.0,70305.0,70378.0,70447.0,70482.0,70514.0,70558.0,70625.0,70754.0,70963.0,71327.0,71420.0,71435.0,71464.0,71558.0,71630.0,71681.0,71743.0,71775.0,71821.0,71848.0,71866.0,71920.0,71973.0,72002.0,72048.0,72071.0,72149.0,72186.0,72254.0,72307.0,72339.0,72386.0,72454.0,72521.0,72564.0,72602.0,72628.0,72675.0,72717.0,72748.0,72782.0,72829.0,72856.0,72903.0,72943.0,72967.0,73007.0,73032.0,73107.0,73135.0,73211.0,73336.0
5014122,31200.0,31258.0,31325.0,31368.0,31414.0,31471.0,31549.0,31586.0,31635.0,31676.0,31706.0,31774.0,31846.0,31929.0,32011.0,32050.0,32115.0,32201.0,32316.0,32431.0,32518.0,32552.0,32592.0,32639.0,32686.0,32780.0,32855.0,32948.0,32986.0,33027.0,33125.0,33150.0,33206.0,33271.0,33329.0,33368.0,33419.0,33458.0,33509.0,33610.0,33686.0,33739.0,33790.0,33861.0,33970.0,34146.0,34378.0,34781.0,34887.0,34905.0,34932.0,35020.0,35088.0,35131.0,35184.0,35215.0,35260.0,35287.0,35306.0,35365.0,35422.0,35451.0,35497.0,35520.0,35598.0,35635.0,35710.0,35772.0,35809.0,35851.0,35913.0,35974.0,36025.0,36070.0,36101.0,36157.0,36207.0,36243.0,36284.0,36338.0,36366.0,36414.0,36462.0,36491.0,36539.0,36569.0,36658.0,36690.0,36780.0,36928.0
5014124,46200.0,46252.0,46312.0,46351.0,46392.0,46442.0,46512.0,46545.0,46588.0,46624.0,46650.0,46711.0,46788.0,46876.0,46964.0,47005.0,47074.0,47166.0,47289.0,47413.0,47513.0,47547.0,47587.0,47634.0,47679.0,47774.0,47849.0,47945.0,47984.0,48025.0,48134.0,48161.0,48214.0,48276.0,48337.0,48378.0,48432.0,48465.0,48509.0,48610.0,48700.0,48750.0,48786.0,48836.0,48914.0,49060.0,49262.0,49612.0,49718.0,49735.0,49765.0,49864.0,49940.0,49990.0,50052.0,50087.0,50136.0,50165.0,50186.0,50250.0,50312.0,50347.0,50403.0,50431.0,50516.0,50557.0,50651.0,50717.0,50757.0,50802.0,50868.0,50934.0,50986.0,51032.0,51064.0,51122.0,51173.0,51211.0,51253.0,51309.0,51340.0,51393.0,51446.0,51478.0,51531.0,51564.0,51662.0,51697.0,51790.0,51942.0
5014126,61800.0,61850.0,61908.0,61945.0,61984.0,62032.0,62099.0,62131.0,62173.0,62208.0,62233.0,62291.0,62370.0,62459.0,62544.0,62584.0,62651.0,62741.0,62860.0,62981.0,63163.0,63197.0,63236.0,63300.0,63349.0,63435.0,63497.0,63580.0,63614.0,63649.0,63752.0,63778.0,63831.0,63893.0,63946.0,63981.0,64029.0,64063.0,64107.0,64204.0,64279.0,64320.0,64355.0,64403.0,64476.0,64634.0,64897.0,65353.0,65473.0,65493.0,65530.0,65651.0,65743.0,65799.0,65868.0,65906.0,65959.0,65991.0,66020.0,66106.0,66190.0,66223.0,66276.0,66303.0,66394.0,66438.0,66513.0,66577.0,66616.0,66656.0,66714.0,66772.0,66816.0,66856.0,66883.0,66932.0,66976.0,67008.0,67044.0,67092.0,67121.0,67172.0,67217.0,67244.0,67289.0,67317.0,67400.0,67429.0,67509.0,67640.0
5015682,24600.0,24647.0,24701.0,24736.0,24773.0,24819.0,24882.0,24912.0,24951.0,24984.0,25008.0,25062.0,25125.0,25197.0,25257.0,25285.0,25332.0,25395.0,25479.0,25562.0,25624.0,25657.0,25695.0,25740.0,25781.0,25860.0,25913.0,25990.0,26021.0,26055.0,26152.0,26177.0,26229.0,26289.0,26338.0,26371.0,26415.0,26451.0,26499.0,26580.0,26658.0,26703.0,26747.0,26808.0,26904.0,27046.0,27183.0,27422.0,27623.0,27656.0,27684.0,27775.0,27845.0,27896.0,27959.0,27990.0,28034.0,28060.0,28076.0,28124.0,28170.0,28197.0,28239.0,28260.0,28316.0,28343.0,28403.0,28458.0,28491.0,28530.0,28587.0,28643.0,28681.0,28715.0,28738.0,28780.0,28818.0,28846.0,28877.0,28918.0,28945.0,28991.0,29031.0,29055.0,29096.0,29121.0,29196.0,29224.0,29324.0,29488.0
5015684,39000.0,39052.0,39112.0,39151.0,39192.0,39242.0,39312.0,39345.0,39388.0,39424.0,39450.0,39511.0,39588.0,39676.0,39764.0,39805.0,39874.0,39966.0,40089.0,40213.0,40313.0,40347.0,40387.0,40434.0,40479.0,40574.0,40649.0,40745.0,40784.0,40825.0,40934.0,40961.0,41014.0,41076.0,41137.0,41178.0,41232.0,41265.0,41309.0,41410.0,41500.0,41550.0,41586.0,41636.0,41714.0,41860.0,42062.0,42412.0,42518.0,42535.0,42565.0,42664.0,42740.0,42790.0,42852.0,42887.0,42936.0,42965.0,42986.0,43050.0,43112.0,43147.0,43203.0,43231.0,43316.0,43357.0,43451.0,43517.0,43557.0,43602.0,43668.0,43734.0,43786.0,43832.0,43864.0,43922.0,43973.0,44011.0,44053.0,44109.0,44140.0,44193.0,44246.0,44278.0,44331.0,44364.0,44462.0,44497.0,44590.0,44742.0
5015686,53400.0,53453.0,53514.0,53554.0,53596.0,53648.0,53719.0,53753.0,53797.0,53834.0,53861.0,53922.0,53995.0,54079.0,54167.0,54208.0,54278.0,54371.0,54495.0,54619.0,54799.0,54836.0,54878.0,54936.0,54980.0,55099.0,55175.0,55281.0,55324.0,55371.0,55487.0,55516.0,55573.0,55639.0,55701.0,55742.0,55798.0,55833.0,55879.0,55976.0,56053.0,56103.0,56146.0,56206.0,56298.0,56468.0,56714.0,57142.0,57287.0,57311.0,57348.0,57471.0,57566.0,57624.0,57694.0,57733.0,57789.0,57823.0,57857.0,57959.0,58058.0,58094.0,58151.0,58179.0,58279.0,58327.0,58414.0,58491.0,58537.0,58580.0,58642.0,58704.0,58759.0,58808.0,58841.0,58902.0,58956.0,58995.0,59039.0,59097.0,59129.0,59185.0,59240.0,59273.0,59329.0,59364.0,59467.0,59504.0,59598.0,59753.0
5016416,22200.0,22247.0,22301.0,22336.0,22373.0,22419.0,22482.0,22512.0,22551.0,22584.0,22608.0,22662.0,22725.0,22797.0,22857.0,22885.0,22932.0,22995.0,23079.0,23162.0,23224.0,23257.0,23295.0,23340.0,23381.0,23460.0,23513.0,23590.0,23621.0,23655.0,23752.0,23777.0,23829.0,23889.0,23938.0,23971.0,24015.0,24051.0,24099.0,24180.0,24258.0,24303.0,24347.0,24408.0,24504.0,24646.0,24783.0,25022.0,25223.0,25256.0,25284.0,25375.0,25445.0,25496.0,25559.0,25590.0,25634.0,25660.0,25676.0,25724.0,25770.0,25797.0,25839.0,25860.0,25916.0,25943.0,26003.0,26058.0,26091.0,26130.0,26187.0,26243.0,26281.0,26315.0,26338.0,26380.0,26418.0,26446.0,26477.0,26518.0,26545.0,26591.0,26631.0,26655.0,26696.0,26721.0,26796.0,26824.0,26924.0,27088.0
5016418,54000.0,54053.0,54114.0,54154.0,54196.0,54248.0,54319.0,54353.0,54397.0,54434.0,54461.0,54522.0,54595.0,54679.0,54767.0,54808.0,54878.0,54971.0,55095.0,55219.0,55399.0,55436.0,55478.0,55536.0,55580.0,55699.0,55775.0,55881.0,55924.0,55971.0,56087.0,56116.0,56173.0,56239.0,56301.0,56342.0,56398.0,56433.0,56479.0,56576.0,56653.0,56703.0,56746.0,56806.0,56898.0,57068.0,57314.0,57742.0,57887.0,57911.0,57948.0,58071.0,58166.0,58224.0,58294.0,58333.0,58389.0,58423.0,58457.0,58559.0,58658.0,58694.0,58751.0,58779.0,58879.0,58927.0,59014.0,59091.0,59137.0,59180.0,59242.0,59304.0,59359.0,59408.0,59441.0,59502.0,59556.0,59595.0,59639.0,59697.0,59729.0,59785.0,59840.0,59873.0,59929.0,59964.0,60067.0,60104.0,60198.0,60353.0
5016577,29400.0,29470.0,29551.0,29604.0,29659.0,29728.0,29823.0,29868.0,29927.0,29976.0,30012.0,30095.0,30183.0,30284.0,30371.0,30412.0,30480.0,30571.0,30693.0,30815.0,30935.0,30981.0,31035.0,31105.0,31161.0,31299.0,31414.0,31517.0,31559.0,31603.0,31723.0,31753.0,31811.0,31878.0,31945.0,31990.0,32049.0,32094.0,32153.0,32267.0,32348.0,32404.0,32493.0,32616.0,32806.0,32998.0,33298.0,33819.0,33932.0,33951.0,33979.0,34070.0,34139.0,34183.0,34236.0,34265.0,34307.0,34332.0,34348.0,34397.0,34446.0,34469.0,34505.0,34523.0,34584.0,34614.0,34684.0,34733.0,34763.0,34805.0,34865.0,34925.0,34966.0,35003.0,35028.0,35074.0,35114.0,35144.0,35177.0,35221.0,35246.0,35289.0,35328.0,35351.0,35390.0,35415.0,35487.0,35514.0,35592.0,35720.0
