tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P,058_P,059_P,060_P,061_P,062_P,063_P,064_P,065_P,066_P,067_P,068_P,069_P,070_P,071_P,072_P,073_P,074_P,075_P,076_P,077_P,078_P,079_P,080_P,081_P,082_P,083_P
5100667,52200.0,52363.0,52399.0,52430.0,52453.0,52478.0,52512.0,52554.0,52601.0,52625.0,52696.0,52742.0,52798.0,52835.0,52905.0,52946.0,53012.0,53035.0,53087.0,53131.0,53178.0,53254.0,53374.0,53443.0,53499.0,53536.0,53591.0,53629.0,53695.0,53814.0,53890.0,53983.0,54068.0,54123.0,54188.0,54268.0,54316.0,54417.0,54502.0,54563.0,54691.0,54909.0,55099.0,55331.0,55539.0,55688.0,55764.0,55851.0,55912.0,55959.0,56012.0,56063.0,56247.0,56285.0,56333.0,56394.0,56458.0,56483.0,56522.0,56582.0,56622.0,56646.0,56707.0,56751.0,56788.0,56827.0,56850.0,56917.0,56948.0,56977.0,57006.0,57053.0,57090.0,57122.0,57199.0,57246.0,57277.0,57516.0,57574.0,57616.0,57633.0,57703.0,57776.0
5100749,28800.0,28947.0,28988.0,29023.0,29049.0,29078.0,29117.0,29165.0,29219.0,29247.0,29329.0,29383.0,29448.0,29492.0,29574.0,29622.0,29698.0,29724.0,29776.0,29821.0,29869.0,29951.0,30066.0,30167.0,30250.0,30305.0,30370.0,30416.0,30501.0,30623.0,30701.0,30796.0,30869.0,30948.0,31042.0,31117.0,31163.0,31268.0,31357.0,31421.0,31547.0,31732.0,31893.0,32089.0,32252.0,32375.0,32439.0,32513.0,32556.0,32589.0,32627.0,32660.0,32781.0,32810.0,32847.0,32904.0,32959.0,32982.0,33018.0,33073.0,33108.0,33129.0,33182.0,33220.0,33252.0,33286.0,33305.0,33364.0,33391.0,33416.0,33442.0,33483.0,33515.0,33543.0,33611.0,33652.0,33679.0,33856.0,33914.0,33955.0,33972.0,34040.0,34101.0
5100751,42840.0,43000.0,43038.0,43070.0,43094.0,43121.0,43157.0,43201.0,43249.0,43272.0,43340.0,43384.0,43437.0,43473.0,43540.0,43579.0,43642.0,43663.0,43714.0,43757.0,43804.0,43881.0,44019.0,44093.0,44154.0,44194.0,44246.0,44282.0,44353.0,44465.0,44537.0,44626.0,44697.0,44752.0,44818.0,44891.0,44935.0,45029.0,45108.0,45165.0,45282.0,45491.0,45674.0,45896.0,46092.0,46228.0,46289.0,46360.0,46404.0,46438.0,46476.0,46506.0,46614.0,46651.0,46698.0,46758.0,46823.0,46847.0,46884.0,46941.0,46980.0,47003.0,47062.0,47104.0,47140.0,47178.0,47201.0,47267.0,47298.0,47326.0,47355.0,47401.0,47437.0,47468.0,47543.0,47589.0,47619.0,47858.0,47914.0,47954.0,47971.0,48038.0,48107.0
5100815,33600.0,33761.0,33799.0,33831.0,33855.0,33882.0,33918.0,33962.0,34010.0,34034.0,34104.0,34150.0,34205.0,34242.0,34311.0,34352.0,34417.0,34440.0,34491.0,34534.0,34581.0,34654.0,34767.0,34839.0,34898.0,34937.0,34993.0,35033.0,35111.0,35217.0,35285.0,35369.0,35448.0,35518.0,35602.0,35672.0,35714.0,35827.0,35922.0,35992.0,36158.0,36356.0,36528.0,36738.0,36889.0,37023.0,37079.0,37144.0,37184.0,37215.0,37251.0,37278.0,37377.0,37406.0,37442.0,37499.0,37547.0,37565.0,37593.0,37636.0,37669.0,37689.0,37740.0,37777.0,37808.0,37840.0,37860.0,37918.0,37945.0,37970.0,37995.0,38036.0,38068.0,38096.0,38163.0,38204.0,38230.0,38405.0,38459.0,38497.0,38513.0,38577.0,38645.0
5100817,47160.0,47320.0,47358.0,47390.0,47414.0,47441.0,47477.0,47521.0,47569.0,47592.0,47660.0,47704.0,47757.0,47793.0,47860.0,47899.0,47962.0,47983.0,48034.0,48077.0,48124.0,48201.0,48339.0,48413.0,48474.0,48514.0,48566.0,48602.0,48673.0,48785.0,48857.0,48946.0,49017.0,49072.0,49138.0,49211.0,49255.0,49349.0,49428.0,49485.0,49602.0,49811.0,49994.0,50216.0,50412.0,50548.0,50609.0,50680.0,50724.0,50758.0,50796.0,50826.0,50934.0,50971.0,51018.0,51078.0,51143.0,51167.0,51204.0,51261.0,51300.0,51323.0,51382.0,51424.0,51460.0,51498.0,51521.0,51587.0,51618.0,51646.0,51675.0,51721.0,51757.0,51788.0,51863.0,51909.0,51939.0,52178.0,52234.0,52274.0,52291.0,52358.0,52427.0
5100819,61500.0,61688.0,61727.0,61760.0,61785.0,61813.0,61850.0,61895.0,61945.0,61968.0,62035.0,62079.0,62132.0,62167.0,62233.0,62272.0,62334.0,62356.0,62404.0,62445.0,62489.0,62561.0,62664.0,62734.0,62791.0,62829.0,62880.0,62916.0,62996.0,63117.0,63194.0,63290.0,63352.0,63404.0,63466.0,63541.0,63586.0,63692.0,63781.0,63846.0,63964.0,64178.0,64365.0,64593.0,64775.0,64914.0,64994.0,65086.0,65142.0,65185.0,65234.0,65287.0,65477.0,65509.0,65549.0,65605.0,65668.0,65692.0,65730.0,65788.0,65826.0,65849.0,65907.0,65949.0,65985.0,66022.0,66044.0,66109.0,66139.0,66167.0,66195.0,66240.0,66276.0,66307.0,66381.0,66427.0,66456.0,66651.0,66699.0,66734.0,66748.0,66806.0,66877.0
5101557,39960.0,40101.0,40138.0,40170.0,40193.0,40219.0,40254.0,40296.0,40343.0,40366.0,40432.0,40476.0,40528.0,40563.0,40629.0,40667.0,40729.0,40750.0,40803.0,40849.0,40898.0,40970.0,41080.0,41148.0,41204.0,41241.0,41294.0,41331.0,41395.0,41503.0,41572.0,41657.0,41724.0,41782.0,41851.0,41921.0,41964.0,42061.0,42142.0,42201.0,42332.0,42536.0,42714.0,42930.0,43096.0,43225.0,43288.0,43360.0,43401.0,43433.0,43469.0,43497.0,43599.0,43633.0,43676.0,43741.0,43794.0,43817.0,43852.0,43907.0,43940.0,43960.0,44011.0,44048.0,44079.0,44111.0,44131.0,44193.0,44222.0,44249.0,44276.0,44319.0,44353.0,44382.0,44453.0,44496.0,44524.0,44713.0,44771.0,44813.0,44830.0,44900.0,44973.0
5101559,62100.0,62288.0,62327.0,62360.0,62385.0,62413.0,62450.0,62495.0,62545.0,62568.0,62635.0,62679.0,62732.0,62767.0,62833.0,62872.0,62934.0,62956.0,63004.0,63045.0,63089.0,63161.0,63264.0,63334.0,63391.0,63429.0,63480.0,63516.0,63596.0,63717.0,63794.0,63890.0,63952.0,64004.0,64066.0,64141.0,64186.0,64292.0,64381.0,64446.0,64564.0,64778.0,64965.0,65193.0,65375.0,65514.0,65594.0,65686.0,65742.0,65785.0,65834.0,65887.0,66077.0,66109.0,66149.0,66205.0,66268.0,66292.0,66330.0,66388.0,66426.0,66449.0,66507.0,66549.0,66585.0,66622.0,66644.0,66709.0,66739.0,66767.0,66795.0,66840.0,66876.0,66907.0,66981.0,67027.0,67056.0,67251.0,67299.0,67334.0,67348.0,67406.0,67477.0
5102095,26400.0,26547.0,26583.0,26614.0,26637.0,26662.0,26696.0,26737.0,26782.0,26805.0,26873.0,26917.0,26970.0,27006.0,27073.0,27112.0,27175.0,27197.0,27239.0,27275.0,27313.0,27376.0,27447.0,27506.0,27554.0,27587.0,27645.0,27685.0,27756.0,27871.0,27945.0,28036.0,28108.0,28198.0,28304.0,28383.0,28431.0,28532.0,28617.0,28678.0,28793.0,28938.0,29065.0,29220.0,29356.0,29474.0,29545.0,29627.0,29679.0,29719.0,29765.0,29800.0,29928.0,29957.0,29995.0,30058.0,30113.0,30137.0,30175.0,30233.0,30267.0,30287.0,30338.0,30375.0,30406.0,30439.0,30458.0,30519.0,30547.0,30573.0,30600.0,30643.0,30677.0,30706.0,30776.0,30819.0,30847.0,31039.0,31088.0,31123.0,31137.0,31196.0,31259.0
5102097,60300.0,60463.0,60499.0,60530.0,60553.0,60578.0,60612.0,60654.0,60701.0,60725.0,60796.0,60842.0,60898.0,60935.0,61005.0,61046.0,61112.0,61135.0,61187.0,61231.0,61278.0,61354.0,61474.0,61543.0,61599.0,61636.0,61691.0,61729.0,61795.0,61914.0,61990.0,62083.0,62168.0,62223.0,62288.0,62368.0,62416.0,62517.0,62602.0,62663.0,62791.0,63009.0,63199.0,63431.0,63639.0,63788.0,63864.0,63951.0,64012.0,64059.0,64112.0,64163.0,64347.0,64385.0,64433.0,64494.0,64558.0,64583.0,64622.0,64682.0,64722.0,64746.0,64807.0,64851.0,64888.0,64927.0,64950.0,65017.0,65048.0,65077.0,65106.0,65153.0,65190.0,65222.0,65299.0,65346.0,65377.0,65616.0,65674.0,65716.0,65733.0,65803.0,65876.0
5102099,75600.0,75738.0,75771.0,75799.0,75820.0,75843.0,75874.0,75912.0,75956.0,75974.0,76027.0,76062.0,76103.0,76131.0,76183.0,76214.0,76263.0,76279.0,76318.0,76352.0,76388.0,76449.0,76521.0,76572.0,76614.0,76642.0,76685.0,76715.0,76775.0,76848.0,76894.0,76951.0,77001.0,77043.0,77093.0,77140.0,77169.0,77236.0,77292.0,77332.0,77429.0,77622.0,77791.0,77997.0,78152.0,78243.0,78296.0,78356.0,78396.0,78427.0,78463.0,78487.0,78576.0,78604.0,78639.0,78686.0,78736.0,78759.0,78794.0,78848.0,78882.0,78902.0,78954.0,78992.0,79024.0,79057.0,79078.0,79133.0,79158.0,79182.0,79206.0,79244.0,79274.0,79300.0,79363.0,79401.0,79425.0,79561.0,79609.0,79643.0,79657.0,79715.0,79764.0
5102332,27600.0,27747.0,27788.0,27823.0,27849.0,27878.0,27917.0,27965.0,28019.0,28047.0,28129.0,28183.0,28248.0,28292.0,28374.0,28422.0,28498.0,28524.0,28576.0,28621.0,28669.0,28751.0,28866.0,28967.0,29050.0,29105.0,29170.0,29216.0,29301.0,29423.0,29501.0,29596.0,29669.0,29748.0,29842.0,29917.0,29963.0,30068.0,30157.0,30221.0,30347.0,30532.0,30693.0,30889.0,31052.0,31175.0,31239.0,31313.0,31356.0,31389.0,31427.0,31460.0,31581.0,31610.0,31647.0,31704.0,31759.0,31782.0,31818.0,31873.0,31908.0,31929.0,31982.0,32020.0,32052.0,32086.0,32105.0,32164.0,32191.0,32216.0,32242.0,32283.0,32315.0,32343.0,32411.0,32452.0,32479.0,32656.0,32714.0,32755.0,32772.0,32840.0,32901.0
5102334,41400.0,41560.0,41598.0,41630.0,41654.0,41681.0,41717.0,41761.0,41809.0,41832.0,41900.0,41944.0,41997.0,42033.0,42100.0,42139.0,42202.0,42223.0,42274.0,42317.0,42364.0,42441.0,42579.0,42653.0,42714.0,42754.0,42806.0,42842.0,42913.0,43025.0,43097.0,43186.0,43257.0,43312.0,43378.0,43451.0,43495.0,43589.0,43668.0,43725.0,43842.0,44051.0,44234.0,44456.0,44652.0,44788.0,44849.0,44920.0,44964.0,44998.0,45036.0,45066.0,45174.0,45211.0,45258.0,45318.0,45383.0,45407.0,45444.0,45501.0,45540.0,45563.0,45622.0,45664.0,45700.0,45738.0,45761.0,45827.0,45858.0,45886.0,45915.0,45961.0,45997.0,46028.0,46103.0,46149.0,46179.0,46418.0,46474.0,46514.0,46531.0,46598.0,46667.0
5102336,55080.0,55243.0,55279.0,55310.0,55333.0,55358.0,55392.0,55434.0,55481.0,55505.0,55576.0,55622.0,55678.0,55715.0,55785.0,55826.0,55892.0,55915.0,55967.0,56011.0,56058.0,56134.0,56254.0,56323.0,56379.0,56416.0,56471.0,56509.0,56575.0,56694.0,56770.0,56863.0,56948.0,57003.0,57068.0,57148.0,57196.0,57297.0,57382.0,57443.0,57571.0,57789.0,57979.0,58211.0,58419.0,58568.0,58644.0,58731.0,58792.0,58839.0,58892.0,58943.0,59127.0,59165.0,59213.0,59274.0,59338.0,59363.0,59402.0,59462.0,59502.0,59526.0,59587.0,59631.0,59668.0,59707.0,59730.0,59797.0,59828.0,59857.0,59886.0,59933.0,59970.0,60002.0,60079.0,60126.0,60157.0,60396.0,60454.0,60496.0,60513.0,60583.0,60656.0
5103106,25800.0,25947.0,25983.0,26014.0,26037.0,26062.0,26096.0,26137.0,26182.0,26205.0,26273.0,26317.0,26370.0,26406.0,26473.0,26512.0,26575.0,26597.0,26639.0,26675.0,26713.0,26776.0,26847.0,26906.0,26954.0,26987.0,27045.0,27085.0,27156.0,27271.0,27345.0,27436.0,27508.0,27598.0,27704.0,27783.0,27831.0,27932.0,28017.0,28078.0,28193.0,28338.0,28465.0,28620.0,28756.0,28874.0,28945.0,29027.0,29079.0,29119.0,29165.0,29200.0,29328.0,29357.0,29395.0,29458.0,29513.0,29537.0,29575.0,29633.0,29667.0,29687.0,29738.0,29775.0,29806.0,29839.0,29858.0,29919.0,29947.0,29973.0,30000.0,30043.0,30077.0,30106.0,30176.0,30219.0,30247.0,30439.0,30488.0,30523.0,30537.0,30596.0,30659.0
5103109,59700.0,59863.0,59899.0,59930.0,59953.0,59978.0,60012.0,60054.0,60101.0,60125.0,60196.0,60242.0,60298.0,60335.0,60405.0,60446.0,60512.0,60535.0,60587.0,60631.0,60678.0,60754.0,60874.0,60943.0,60999.0,61036.0,61091.0,61129.0,61195.0,61314.0,61390.0,61483.0,61568.0,61623.0,61688.0,61768.0,61816.0,61917.0,62002.0,62063.0,62191.0,62409.0,62599.0,62831.0,63039.0,63188.0,63264.0,63351.0,63412.0,63459.0,63512.0,63563.0,63747.0,63785.0,63833.0,63894.0,63958.0,63983.0,64022.0,64082.0,64122.0,64146.0,64207.0,64251.0,64288.0,64327.0,64350.0,64417.0,64448.0,64477.0,64506.0,64553.0,64590.0,64622.0,64699.0,64746.0,64777.0,65016.0,65074.0,65116.0,65133.0,65203.0,65276.0
5103111,74400.0,74538.0,74573.0,74603.0,74625.0,74649.0,74682.0,74722.0,74765.0,74785.0,74844.0,74883.0,74930.0,74961.0,75020.0,75054.0,75109.0,75128.0,75170.0,75205.0,75243.0,75306.0,75395.0,75456.0,75506.0,75538.0,75584.0,75617.0,75678.0,75764.0,75819.0,75886.0,75948.0,75991.0,76042.0,76101.0,76136.0,76216.0,76283.0,76332.0,76421.0,76601.0,76759.0,76951.0,77121.0,77232.0,77288.0,77352.0,77395.0,77428.0,77467.0,77494.0,77590.0,77615.0,77648.0,77701.0,77756.0,77780.0,77817.0,77875.0,77910.0,77930.0,77982.0,78020.0,78052.0,78085.0,78106.0,78162.0,78188.0,78212.0,78236.0,78275.0,78306.0,78332.0,78396.0,78435.0,78460.0,78595.0,78639.0,78671.0,78684.0,78737.0,78792.0
5103750,40680.0,40840.0,40878.0,40910.0,40934.0,40961.0,40997.0,41041.0,41089.0,41112.0,41180.0,41224.0,41277.0,41313.0,41380.0,41419.0,41482.0,41503.0,41554.0,41597.0,41644.0,41721.0,41859.0,41933.0,41994.0,42034.0,42086.0,42122.0,42193.0,42305.0,42377.0,42466.0,42537.0,42592.0,42658.0,42731.0,42775.0,42869.0,42948.0,43005.0,43122.0,43331.0,43514.0,43736.0,43932.0,44068.0,44129.0,44200.0,44244.0,44278.0,44316.0,44346.0,44454.0,44491.0,44538.0,44598.0,44663.0,44687.0,44724.0,44781.0,44820.0,44843.0,44902.0,44944.0,44980.0,45018.0,45041.0,45107.0,45138.0,45166.0,45195.0,45241.0,45277.0,45308.0,45383.0,45429.0,45459.0,45698.0,45754.0,45794.0,45811.0,45878.0,45947.0
5103751,57240.0,57403.0,57439.0,57470.0,57493.0,57518.0,57552.0,57594.0,57641.0,57665.0,57736.0,57782.0,57838.0,57875.0,57945.0,57986.0,58052.0,58075.0,58127.0,58171.0,58218.0,58294.0,58414.0,58483.0,58539.0,58576.0,58631.0,58669.0,58735.0,58854.0,58930.0,59023.0,59108.0,59163.0,59228.0,59308.0,59356.0,59457.0,59542.0,59603.0,59731.0,59949.0,60139.0,60371.0,60579.0,60728.0,60804.0,60891.0,60952.0,60999.0,61052.0,61103.0,61287.0,61325.0,61373.0,61434.0,61498.0,61523.0,61562.0,61622.0,61662.0,61686.0,61747.0,61791.0,61828.0,61867.0,61890.0,61957.0,61988.0,62017.0,62046.0,62093.0,62130.0,62162.0,62239.0,62286.0,62317.0,62556.0,62614.0,62656.0,62673.0,62743.0,62816.0
5104929,21000.0,21120.0,21150.0,21175.0,21194.0,21215.0,21243.0,21277.0,21315.0,21335.0,21392.0,21430.0,21475.0,21505.0,21562.0,21595.0,21648.0,21666.0,21704.0,21737.0,21772.0,21834.0,21896.0,21948.0,21990.0,22018.0,22072.0,22109.0,22170.0,22258.0,22314.0,22383.0,22444.0,22492.0,22549.0,22601.0,22633.0,22706.0,22767.0,22811.0,22900.0,23024.0,23132.0,23263.0,23373.0,23470.0,23525.0,23588.0,23629.0,23660.0,23696.0,23719.0,23801.0,23820.0,23844.0,23895.0,23946.0,23964.0,23992.0,24036.0,24062.0,24078.0,24118.0,24147.0,24172.0,24198.0,24213.0,24258.0,24279.0,24299.0,24319.0,24351.0,24376.0,24397.0,24449.0,24481.0,24502.0,24643.0,24685.0,24715.0,24727.0,24777.0,24845.0
5104931,35400.0,35561.0,35599.0,35631.0,35655.0,35682.0,35718.0,35762.0,35810.0,35834.0,35904.0,35950.0,36005.0,36042.0,36111.0,36152.0,36217.0,36240.0,36291.0,36334.0,36381.0,36454.0,36567.0,36639.0,36698.0,36737.0,36793.0,36833.0,36911.0,37017.0,37085.0,37169.0,37248.0,37318.0,37402.0,37472.0,37514.0,37627.0,37722.0,37792.0,37958.0,38156.0,38328.0,38538.0,38689.0,38823.0,38879.0,38944.0,38984.0,39015.0,39051.0,39078.0,39177.0,39206.0,39242.0,39299.0,39347.0,39365.0,39393.0,39436.0,39469.0,39489.0,39540.0,39577.0,39608.0,39640.0,39660.0,39718.0,39745.0,39770.0,39795.0,39836.0,39868.0,39896.0,39963.0,40004.0,40030.0,40205.0,40259.0,40297.0,40313.0,40377.0,40445.0
5104933,48600.0,48760.0,48798.0,48830.0,48854.0,48881.0,48917.0,48961.0,49009.0,49032.0,49100.0,49144.0,49197.0,49233.0,49300.0,49339.0,49402.0,49423.0,49474.0,49517.0,49564.0,49641.0,49779.0,49853.0,49914.0,49954.0,50006.0,50042.0,50113.0,50225.0,50297.0,50386.0,50457.0,50512.0,50578.0,50651.0,50695.0,50789.0,50868.0,50925.0,51042.0,51251.0,51434.0,51656.0,51852.0,51988.0,52049.0,52120.0,52164.0,52198.0,52236.0,52266.0,52374.0,52411.0,52458.0,52518.0,52583.0,52607.0,52644.0,52701.0,52740.0,52763.0,52822.0,52864.0,52900.0,52938.0,52961.0,53027.0,53058.0,53086.0,53115.0,53161.0,53197.0,53228.0,53303.0,53349.0,53379.0,53618.0,53674.0,53714.0,53731.0,53798.0,53867.0
5104935,63900.0,64068.0,64107.0,64140.0,64165.0,64192.0,64229.0,64274.0,64324.0,64345.0,64406.0,64446.0,64494.0,64526.0,64586.0,64621.0,64677.0,64695.0,64738.0,64774.0,64813.0,64878.0,64966.0,65032.0,65086.0,65122.0,65167.0,65199.0,65271.0,65359.0,65415.0,65484.0,65558.0,65607.0,65665.0,65727.0,65765.0,65853.0,65927.0,65981.0,66067.0,66268.0,66443.0,66656.0,66819.0,66955.0,67016.0,67087.0,67134.0,67170.0,67211.0,67249.0,67386.0,67412.0,67446.0,67501.0,67558.0,67582.0,67619.0,67676.0,67712.0,67733.0,67788.0,67827.0,67861.0,67896.0,67917.0,67978.0,68007.0,68034.0,68061.0,68104.0,68138.0,68167.0,68238.0,68281.0,68308.0,68464.0,68517.0,68555.0,68570.0,68632.0,68708.0
5104937,76800.0,76938.0,76971.0,76999.0,77020.0,77043.0,77074.0,77112.0,77156.0,77174.0,77227.0,77262.0,77303.0,77331.0,77383.0,77414.0,77463.0,77479.0,77518.0,77552.0,77588.0,77649.0,77721.0,77772.0,77814.0,77842.0,77885.0,77915.0,77975.0,78048.0,78094.0,78151.0,78201.0,78243.0,78293.0,78340.0,78369.0,78436.0,78492.0,78532.0,78629.0,78822.0,78991.0,79197.0,79352.0,79443.0,79496.0,79556.0,79596.0,79627.0,79663.0,79687.0,79776.0,79804.0,79839.0,79886.0,79936.0,79959.0,79994.0,80048.0,80082.0,80102.0,80154.0,80192.0,80224.0,80257.0,80278.0,80333.0,80358.0,80382.0,80406.0,80444.0,80474.0,80500.0,80563.0,80601.0,80625.0,80761.0,80809.0,80843.0,80857.0,80915.0,80964.0
5105981,22200.0,22320.0,22350.0,22375.0,22394.0,22415.0,22443.0,22477.0,22515.0,22535.0,22592.0,22630.0,22675.0,22705.0,22762.0,22795.0,22848.0,22866.0,22904.0,22937.0,22972.0,23034.0,23096.0,23148.0,23190.0,23218.0,23272.0,23309.0,23370.0,23458.0,23514.0,23583.0,23644.0,23692.0,23749.0,23801.0,23833.0,23906.0,23967.0,24011.0,24100.0,24224.0,24332.0,24463.0,24573.0,24670.0,24725.0,24788.0,24829.0,24860.0,24896.0,24919.0,25001.0,25020.0,25044.0,25095.0,25146.0,25164.0,25192.0,25236.0,25262.0,25278.0,25318.0,25347.0,25372.0,25398.0,25413.0,25458.0,25479.0,25499.0,25519.0,25551.0,25576.0,25597.0,25649.0,25681.0,25702.0,25843.0,25885.0,25915.0,25927.0,25977.0,26045.0
5105983,36600.0,36741.0,36778.0,36810.0,36833.0,36859.0,36894.0,36936.0,36983.0,37006.0,37072.0,37116.0,37168.0,37203.0,37269.0,37307.0,37369.0,37390.0,37443.0,37489.0,37538.0,37610.0,37720.0,37788.0,37844.0,37881.0,37934.0,37971.0,38035.0,38143.0,38212.0,38297.0,38364.0,38422.0,38491.0,38561.0,38604.0,38701.0,38782.0,38841.0,38972.0,39176.0,39354.0,39570.0,39736.0,39865.0,39928.0,40000.0,40041.0,40073.0,40109.0,40137.0,40239.0,40273.0,40316.0,40381.0,40434.0,40457.0,40492.0,40547.0,40580.0,40600.0,40651.0,40688.0,40719.0,40751.0,40771.0,40833.0,40862.0,40889.0,40916.0,40959.0,40993.0,41022.0,41093.0,41136.0,41164.0,41353.0,41411.0,41453.0,41470.0,41540.0,41613.0
5105985,50760.0,50920.0,50958.0,50990.0,51014.0,51041.0,51077.0,51121.0,51169.0,51192.0,51260.0,51304.0,51357.0,51393.0,51460.0,51499.0,51562.0,51583.0,51634.0,51677.0,51724.0,51801.0,51939.0,52013.0,52074.0,52114.0,52166.0,52202.0,52273.0,52385.0,52457.0,52546.0,52617.0,52672.0,52738.0,52811.0,52855.0,52949.0,53028.0,53085.0,53202.0,53411.0,53594.0,53816.0,54012.0,54148.0,54209.0,54280.0,54324.0,54358.0,54396.0,54426.0,54534.0,54571.0,54618.0,54678.0,54743.0,54767.0,54804.0,54861.0,54900.0,54923.0,54982.0,55024.0,55060.0,55098.0,55121.0,55187.0,55218.0,55246.0,55275.0,55321.0,55357.0,55388.0,55463.0,55509.0,55539.0,55778.0,55834.0,55874.0,55891.0,55958.0,56027.0
5106100,21600.0,21720.0,21750.0,21775.0,21794.0,21815.0,21843.0,21877.0,21915.0,21935.0,21992.0,22030.0,22075.0,22105.0,22162.0,22195.0,22248.0,22266.0,22304.0,22337.0,22372.0,22434.0,22496.0,22548.0,22590.0,22618.0,22672.0,22709.0,22770.0,22858.0,22914.0,22983.0,23044.0,23092.0,23149.0,23201.0,23233.0,23306.0,23367.0,23411.0,23500.0,23624.0,23732.0,23863.0,23973.0,24070.0,24125.0,24188.0,24229.0,24260.0,24296.0,24319.0,24401.0,24420.0,24444.0,24495.0,24546.0,24564.0,24592.0,24636.0,24662.0,24678.0,24718.0,24747.0,24772.0,24798.0,24813.0,24858.0,24879.0,24899.0,24919.0,24951.0,24976.0,24997.0,25049.0,25081.0,25102.0,25243.0,25285.0,25315.0,25327.0,25377.0,25445.0
5106102,36000.0,36141.0,36178.0,36210.0,36233.0,36259.0,36294.0,36336.0,36383.0,36406.0,36472.0,36516.0,36568.0,36603.0,36669.0,36707.0,36769.0,36790.0,36843.0,36889.0,36938.0,37010.0,37120.0,37188.0,37244.0,37281.0,37334.0,37371.0,37435.0,37543.0,37612.0,37697.0,37764.0,37822.0,37891.0,37961.0,38004.0,38101.0,38182.0,38241.0,38372.0,38576.0,38754.0,38970.0,39136.0,39265.0,39328.0,39400.0,39441.0,39473.0,39509.0,39537.0,39639.0,39673.0,39716.0,39781.0,39834.0,39857.0,39892.0,39947.0,39980.0,40000.0,40051.0,40088.0,40119.0,40151.0,40171.0,40233.0,40262.0,40289.0,40316.0,40359.0,40393.0,40422.0,40493.0,40536.0,40564.0,40753.0,40811.0,40853.0,40870.0,40940.0,41013.0
5106104,49320.0,49480.0,49518.0,49550.0,49574.0,49601.0,49637.0,49681.0,49729.0,49752.0,49820.0,49864.0,49917.0,49953.0,50020.0,50059.0,50122.0,50143.0,50194.0,50237.0,50284.0,50361.0,50499.0,50573.0,50634.0,50674.0,50726.0,50762.0,50833.0,50945.0,51017.0,51106.0,51177.0,51232.0,51298.0,51371.0,51415.0,51509.0,51588.0,51645.0,51762.0,51971.0,52154.0,52376.0,52572.0,52708.0,52769.0,52840.0,52884.0,52918.0,52956.0,52986.0,53094.0,53131.0,53178.0,53238.0,53303.0,53327.0,53364.0,53421.0,53460.0,53483.0,53542.0,53584.0,53620.0,53658.0,53681.0,53747.0,53778.0,53806.0,53835.0,53881.0,53917.0,53948.0,54023.0,54069.0,54099.0,54338.0,54394.0,54434.0,54451.0,54518.0,54587.0
5106917,24600.0,24747.0,24783.0,24814.0,24837.0,24862.0,24896.0,24937.0,24982.0,25005.0,25073.0,25117.0,25170.0,25206.0,25273.0,25312.0,25375.0,25397.0,25439.0,25475.0,25513.0,25576.0,25647.0,25706.0,25754.0,25787.0,25845.0,25885.0,25956.0,26071.0,26145.0,26236.0,26308.0,26398.0,26504.0,26583.0,26631.0,26732.0,26817.0,26878.0,26993.0,27138.0,27265.0,27420.0,27556.0,27674.0,27745.0,27827.0,27879.0,27919.0,27965.0,28000.0,28128.0,28157.0,28195.0,28258.0,28313.0,28337.0,28375.0,28433.0,28467.0,28487.0,28538.0,28575.0,28606.0,28639.0,28658.0,28719.0,28747.0,28773.0,28800.0,28843.0,28877.0,28906.0,28976.0,29019.0,29047.0,29239.0,29288.0,29323.0,29337.0,29396.0,29459.0
5106919,38520.0,38661.0,38698.0,38730.0,38753.0,38779.0,38814.0,38856.0,38903.0,38926.0,38992.0,39036.0,39088.0,39123.0,39189.0,39227.0,39289.0,39310.0,39363.0,39409.0,39458.0,39530.0,39640.0,39708.0,39764.0,39801.0,39854.0,39891.0,39955.0,40063.0,40132.0,40217.0,40284.0,40342.0,40411.0,40481.0,40524.0,40621.0,40702.0,40761.0,40892.0,41096.0,41274.0,41490.0,41656.0,41785.0,41848.0,41920.0,41961.0,41993.0,42029.0,42057.0,42159.0,42193.0,42236.0,42301.0,42354.0,42377.0,42412.0,42467.0,42500.0,42520.0,42571.0,42608.0,42639.0,42671.0,42691.0,42753.0,42782.0,42809.0,42836.0,42879.0,42913.0,42942.0,43013.0,43056.0,43084.0,43273.0,43331.0,43373.0,43390.0,43460.0,43533.0
