tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P,058_P,059_P,060_P,061_P,062_P,063_P,064_P,065_P,066_P,067_P,068_P,069_P,070_P,071_P,072_P,073_P,074_P,075_P,076_P,077_P,078_P,079_P,080_P,081_P,082_P,083_P
5010342,62400.0,62567.0,62612.0,62650.0,62678.0,62710.0,62752.0,62804.0,62862.0,62889.0,62967.0,63018.0,63079.0,63120.0,63197.0,63242.0,63315.0,63341.0,63396.0,63442.0,63492.0,63556.0,63677.0,63741.0,63793.0,63828.0,63873.0,63905.0,63969.0,64073.0,64140.0,64222.0,64255.0,64303.0,64359.0,64436.0,64483.0,64575.0,64652.0,64708.0,64822.0,65057.0,65262.0,65511.0,65636.0,65744.0,65824.0,65917.0,65963.0,65998.0,66038.0,66065.0,66163.0,66203.0,66255.0,66321.0,66386.0,66409.0,66445.0,66501.0,66540.0,66563.0,66621.0,66663.0,66699.0,66736.0,66759.0,66822.0,66851.0,66878.0,66905.0,66949.0,66984.0,67014.0,67086.0,67130.0,67159.0,67336.0,67378.0,67408.0,67420.0,67469.0,67532.0
5010544,25200.0,25353.0,25390.0,25422.0,25445.0,25471.0,25506.0,25549.0,25597.0,25621.0,25692.0,25738.0,25793.0,25830.0,25900.0,25941.0,26006.0,26029.0,26073.0,26110.0,26150.0,26216.0,26290.0,26352.0,26403.0,26436.0,26496.0,26538.0,26612.0,26732.0,26809.0,26903.0,26978.0,27071.0,27182.0,27264.0,27314.0,27419.0,27507.0,27571.0,27691.0,27842.0,27974.0,28135.0,28276.0,28399.0,28473.0,28558.0,28612.0,28654.0,28701.0,28738.0,28871.0,28902.0,28941.0,29006.0,29063.0,29088.0,29127.0,29188.0,29223.0,29244.0,29297.0,29335.0,29368.0,29402.0,29422.0,29486.0,29516.0,29544.0,29572.0,29617.0,29652.0,29682.0,29755.0,29800.0,29827.0,30027.0,30078.0,30114.0,30129.0,30190.0,30256.0
5010546,39240.0,39387.0,39425.0,39458.0,39482.0,39509.0,39545.0,39589.0,39639.0,39663.0,39732.0,39777.0,39831.0,39867.0,39935.0,39975.0,40039.0,40062.0,40118.0,40165.0,40216.0,40291.0,40405.0,40476.0,40534.0,40572.0,40627.0,40666.0,40733.0,40845.0,40917.0,41005.0,41075.0,41135.0,41207.0,41280.0,41324.0,41424.0,41508.0,41570.0,41706.0,41918.0,42103.0,42328.0,42501.0,42635.0,42700.0,42775.0,42818.0,42851.0,42888.0,42917.0,43023.0,43058.0,43103.0,43171.0,43226.0,43250.0,43287.0,43344.0,43379.0,43400.0,43453.0,43491.0,43523.0,43557.0,43577.0,43641.0,43671.0,43699.0,43727.0,43772.0,43807.0,43837.0,43911.0,43956.0,43986.0,44183.0,44244.0,44287.0,44305.0,44377.0,44453.0
5010548,59100.0,59270.0,59308.0,59340.0,59364.0,59390.0,59425.0,59468.0,59517.0,59542.0,59616.0,59664.0,59722.0,59761.0,59834.0,59877.0,59945.0,59968.0,60022.0,60068.0,60117.0,60196.0,60321.0,60392.0,60450.0,60489.0,60546.0,60586.0,60655.0,60778.0,60857.0,60954.0,61042.0,61099.0,61167.0,61250.0,61300.0,61405.0,61493.0,61557.0,61690.0,61917.0,62115.0,62356.0,62572.0,62727.0,62806.0,62896.0,62959.0,63008.0,63063.0,63116.0,63307.0,63346.0,63396.0,63459.0,63526.0,63552.0,63593.0,63655.0,63697.0,63722.0,63785.0,63831.0,63870.0,63910.0,63934.0,64004.0,64036.0,64066.0,64096.0,64145.0,64183.0,64216.0,64296.0,64345.0,64378.0,64627.0,64688.0,64731.0,64749.0,64821.0,64897.0
5010550,73200.0,73344.0,73380.0,73411.0,73434.0,73459.0,73493.0,73534.0,73580.0,73601.0,73663.0,73703.0,73751.0,73784.0,73845.0,73881.0,73938.0,73957.0,74000.0,74037.0,74077.0,74143.0,74236.0,74299.0,74351.0,74385.0,74433.0,74467.0,74530.0,74619.0,74676.0,74746.0,74810.0,74855.0,74908.0,74969.0,75006.0,75089.0,75159.0,75210.0,75303.0,75491.0,75655.0,75854.0,76031.0,76146.0,76204.0,76271.0,76316.0,76351.0,76391.0,76419.0,76519.0,76545.0,76579.0,76634.0,76691.0,76716.0,76755.0,76815.0,76851.0,76872.0,76926.0,76965.0,76998.0,77033.0,77055.0,77113.0,77140.0,77165.0,77190.0,77230.0,77262.0,77289.0,77355.0,77396.0,77423.0,77563.0,77609.0,77642.0,77656.0,77711.0,77768.0
5010651,63900.0,64075.0,64117.0,64153.0,64179.0,64208.0,64247.0,64295.0,64348.0,64372.0,64444.0,64491.0,64547.0,64585.0,64656.0,64697.0,64763.0,64787.0,64836.0,64878.0,64924.0,65000.0,65074.0,65135.0,65185.0,65217.0,65276.0,65317.0,65388.0,65472.0,65526.0,65593.0,65683.0,65732.0,65791.0,65904.0,65973.0,66064.0,66141.0,66197.0,66320.0,66547.0,66745.0,66987.0,67268.0,67381.0,67466.0,67563.0,67625.0,67673.0,67727.0,67758.0,67868.0,67897.0,67934.0,67982.0,68031.0,68058.0,68100.0,68165.0,68206.0,68230.0,68292.0,68337.0,68375.0,68415.0,68440.0,68501.0,68530.0,68557.0,68584.0,68627.0,68661.0,68690.0,68761.0,68804.0,68831.0,68967.0,69020.0,69058.0,69074.0,69136.0,69209.0
5010814,26400.0,26525.0,26557.0,26584.0,26604.0,26627.0,26657.0,26694.0,26736.0,26755.0,26810.0,26846.0,26889.0,26918.0,26973.0,27005.0,27056.0,27074.0,27113.0,27146.0,27182.0,27229.0,27282.0,27331.0,27371.0,27397.0,27450.0,27487.0,27544.0,27618.0,27665.0,27724.0,27769.0,27803.0,27844.0,27884.0,27908.0,27971.0,28024.0,28062.0,28119.0,28240.0,28345.0,28473.0,28564.0,28657.0,28710.0,28770.0,28804.0,28830.0,28859.0,28875.0,28934.0,28949.0,28969.0,29011.0,29058.0,29075.0,29101.0,29142.0,29171.0,29188.0,29232.0,29264.0,29291.0,29319.0,29338.0,29387.0,29410.0,29431.0,29452.0,29486.0,29513.0,29536.0,29593.0,29628.0,29651.0,29771.0,29818.0,29852.0,29866.0,29922.0,29959.0
5010821,34800.0,34967.0,35006.0,35040.0,35065.0,35093.0,35130.0,35175.0,35226.0,35251.0,35324.0,35372.0,35429.0,35468.0,35540.0,35582.0,35650.0,35673.0,35726.0,35771.0,35820.0,35896.0,36013.0,36088.0,36149.0,36190.0,36249.0,36290.0,36371.0,36481.0,36552.0,36639.0,36721.0,36794.0,36881.0,36953.0,36997.0,37115.0,37214.0,37286.0,37459.0,37664.0,37843.0,38062.0,38219.0,38358.0,38417.0,38484.0,38526.0,38558.0,38595.0,38623.0,38726.0,38756.0,38794.0,38853.0,38903.0,38922.0,38951.0,38996.0,39031.0,39052.0,39105.0,39143.0,39175.0,39209.0,39229.0,39289.0,39317.0,39343.0,39369.0,39411.0,39444.0,39473.0,39543.0,39586.0,39614.0,39796.0,39852.0,39892.0,39908.0,39975.0,40046.0
5010823,53640.0,53810.0,53848.0,53880.0,53904.0,53930.0,53965.0,54008.0,54057.0,54082.0,54156.0,54204.0,54262.0,54301.0,54374.0,54417.0,54485.0,54508.0,54562.0,54608.0,54657.0,54736.0,54861.0,54932.0,54990.0,55029.0,55086.0,55126.0,55195.0,55318.0,55397.0,55494.0,55582.0,55639.0,55707.0,55790.0,55840.0,55945.0,56033.0,56097.0,56230.0,56457.0,56655.0,56896.0,57112.0,57267.0,57346.0,57436.0,57499.0,57548.0,57603.0,57656.0,57847.0,57886.0,57936.0,57999.0,58066.0,58092.0,58133.0,58195.0,58237.0,58262.0,58325.0,58371.0,58410.0,58450.0,58474.0,58544.0,58576.0,58606.0,58636.0,58685.0,58723.0,58756.0,58836.0,58885.0,58918.0,59167.0,59228.0,59271.0,59289.0,59361.0,59437.0
5010825,68100.0,68244.0,68280.0,68311.0,68334.0,68359.0,68393.0,68434.0,68480.0,68501.0,68563.0,68603.0,68651.0,68684.0,68745.0,68781.0,68838.0,68857.0,68900.0,68937.0,68977.0,69043.0,69136.0,69199.0,69251.0,69285.0,69333.0,69367.0,69430.0,69519.0,69576.0,69646.0,69710.0,69755.0,69808.0,69869.0,69906.0,69989.0,70059.0,70110.0,70203.0,70391.0,70555.0,70754.0,70931.0,71046.0,71104.0,71171.0,71216.0,71251.0,71291.0,71319.0,71419.0,71445.0,71479.0,71534.0,71591.0,71616.0,71655.0,71715.0,71751.0,71772.0,71826.0,71865.0,71898.0,71933.0,71955.0,72013.0,72040.0,72065.0,72090.0,72130.0,72162.0,72189.0,72255.0,72296.0,72323.0,72463.0,72509.0,72542.0,72556.0,72611.0,72668.0
5011024,31200.0,31367.0,31406.0,31440.0,31465.0,31493.0,31530.0,31575.0,31626.0,31651.0,31724.0,31772.0,31829.0,31868.0,31940.0,31982.0,32050.0,32073.0,32126.0,32171.0,32220.0,32296.0,32413.0,32488.0,32549.0,32590.0,32649.0,32690.0,32771.0,32881.0,32952.0,33039.0,33121.0,33194.0,33281.0,33353.0,33397.0,33515.0,33614.0,33686.0,33859.0,34064.0,34243.0,34462.0,34619.0,34758.0,34817.0,34884.0,34926.0,34958.0,34995.0,35023.0,35126.0,35156.0,35194.0,35253.0,35303.0,35322.0,35351.0,35396.0,35431.0,35452.0,35505.0,35543.0,35575.0,35609.0,35629.0,35689.0,35717.0,35743.0,35769.0,35811.0,35844.0,35873.0,35943.0,35986.0,36014.0,36196.0,36252.0,36292.0,36308.0,36375.0,36446.0
5011026,54360.0,54530.0,54568.0,54600.0,54624.0,54650.0,54685.0,54728.0,54777.0,54802.0,54876.0,54924.0,54982.0,55021.0,55094.0,55137.0,55205.0,55228.0,55282.0,55328.0,55377.0,55456.0,55581.0,55652.0,55710.0,55749.0,55806.0,55846.0,55915.0,56038.0,56117.0,56214.0,56302.0,56359.0,56427.0,56510.0,56560.0,56665.0,56753.0,56817.0,56950.0,57177.0,57375.0,57616.0,57832.0,57987.0,58066.0,58156.0,58219.0,58268.0,58323.0,58376.0,58567.0,58606.0,58656.0,58719.0,58786.0,58812.0,58853.0,58915.0,58957.0,58982.0,59045.0,59091.0,59130.0,59170.0,59194.0,59264.0,59296.0,59326.0,59356.0,59405.0,59443.0,59476.0,59556.0,59605.0,59638.0,59887.0,59948.0,59991.0,60009.0,60081.0,60157.0
5011028,68700.0,68844.0,68880.0,68911.0,68934.0,68959.0,68993.0,69034.0,69080.0,69101.0,69163.0,69203.0,69251.0,69284.0,69345.0,69381.0,69438.0,69457.0,69500.0,69537.0,69577.0,69643.0,69736.0,69799.0,69851.0,69885.0,69933.0,69967.0,70030.0,70119.0,70176.0,70246.0,70310.0,70355.0,70408.0,70469.0,70506.0,70589.0,70659.0,70710.0,70803.0,70991.0,71155.0,71354.0,71531.0,71646.0,71704.0,71771.0,71816.0,71851.0,71891.0,71919.0,72019.0,72045.0,72079.0,72134.0,72191.0,72216.0,72255.0,72315.0,72351.0,72372.0,72426.0,72465.0,72498.0,72533.0,72555.0,72613.0,72640.0,72665.0,72690.0,72730.0,72762.0,72789.0,72855.0,72896.0,72923.0,73063.0,73109.0,73142.0,73156.0,73211.0,73268.0
5011471,23700.0,23813.0,23840.0,23863.0,23880.0,23899.0,23925.0,23956.0,23992.0,24009.0,24060.0,24093.0,24133.0,24160.0,24210.0,24239.0,24286.0,24302.0,24331.0,24356.0,24382.0,24424.0,24477.0,24525.0,24564.0,24590.0,24634.0,24665.0,24719.0,24790.0,24835.0,24891.0,24942.0,24978.0,25021.0,25056.0,25078.0,25126.0,25167.0,25196.0,25263.0,25377.0,25477.0,25598.0,25680.0,25763.0,25798.0,25838.0,25875.0,25904.0,25936.0,25955.0,26026.0,26042.0,26062.0,26107.0,26162.0,26180.0,26209.0,26253.0,26278.0,26293.0,26331.0,26358.0,26381.0,26405.0,26420.0,26466.0,26488.0,26508.0,26528.0,26560.0,26586.0,26608.0,26661.0,26694.0,26715.0,26830.0,26868.0,26895.0,26906.0,26953.0,26982.0
5011474,57000.0,57173.0,57211.0,57244.0,57268.0,57295.0,57331.0,57375.0,57423.0,57447.0,57518.0,57565.0,57621.0,57659.0,57730.0,57771.0,57837.0,57860.0,57908.0,57949.0,57994.0,58068.0,58200.0,58256.0,58302.0,58333.0,58381.0,58415.0,58485.0,58586.0,58650.0,58730.0,58816.0,58864.0,58920.0,58997.0,59044.0,59146.0,59232.0,59294.0,59426.0,59651.0,59848.0,60088.0,60456.0,60608.0,60675.0,60751.0,60797.0,60832.0,60872.0,60900.0,61002.0,61035.0,61077.0,61136.0,61189.0,61213.0,61251.0,61310.0,61349.0,61372.0,61432.0,61475.0,61512.0,61550.0,61573.0,61639.0,61670.0,61699.0,61728.0,61774.0,61811.0,61842.0,61918.0,61965.0,61995.0,62167.0,62226.0,62268.0,62285.0,62357.0,62424.0
5011615,23400.0,23525.0,23556.0,23582.0,23601.0,23623.0,23652.0,23688.0,23728.0,23748.0,23808.0,23847.0,23894.0,23925.0,23984.0,24018.0,24073.0,24093.0,24133.0,24167.0,24203.0,24267.0,24331.0,24385.0,24429.0,24458.0,24514.0,24553.0,24616.0,24707.0,24765.0,24837.0,24900.0,24950.0,25009.0,25063.0,25096.0,25172.0,25236.0,25281.0,25374.0,25503.0,25615.0,25752.0,25866.0,25967.0,26024.0,26090.0,26132.0,26165.0,26202.0,26226.0,26311.0,26331.0,26356.0,26409.0,26462.0,26481.0,26511.0,26556.0,26584.0,26600.0,26642.0,26672.0,26698.0,26725.0,26740.0,26787.0,26809.0,26829.0,26850.0,26883.0,26909.0,26931.0,26985.0,27018.0,27041.0,27188.0,27231.0,27262.0,27275.0,27327.0,27398.0
5011618,62700.0,62895.0,62936.0,62971.0,62997.0,63026.0,63064.0,63111.0,63162.0,63186.0,63256.0,63302.0,63357.0,63394.0,63463.0,63503.0,63568.0,63589.0,63639.0,63681.0,63727.0,63802.0,63909.0,63982.0,64042.0,64081.0,64134.0,64171.0,64254.0,64380.0,64460.0,64560.0,64624.0,64678.0,64743.0,64821.0,64868.0,64978.0,65071.0,65138.0,65261.0,65484.0,65678.0,65915.0,66104.0,66249.0,66332.0,66428.0,66486.0,66531.0,66582.0,66637.0,66835.0,66868.0,66910.0,66968.0,67033.0,67058.0,67097.0,67158.0,67198.0,67222.0,67282.0,67325.0,67362.0,67400.0,67424.0,67491.0,67522.0,67551.0,67580.0,67627.0,67664.0,67696.0,67773.0,67820.0,67852.0,68055.0,68105.0,68141.0,68156.0,68216.0,68290.0
5011796,28200.0,28323.0,28355.0,28382.0,28402.0,28425.0,28455.0,28492.0,28534.0,28554.0,28613.0,28652.0,28698.0,28729.0,28787.0,28821.0,28875.0,28894.0,28936.0,28972.0,29011.0,29086.0,29154.0,29206.0,29249.0,29277.0,29332.0,29370.0,29433.0,29517.0,29571.0,29638.0,29703.0,29747.0,29799.0,29846.0,29875.0,29942.0,29998.0,30038.0,30121.0,30243.0,30349.0,30478.0,30695.0,30777.0,30844.0,30921.0,30959.0,30989.0,31023.0,31036.0,31083.0,31102.0,31126.0,31183.0,31227.0,31247.0,31278.0,31327.0,31360.0,31380.0,31430.0,31466.0,31497.0,31529.0,31548.0,31599.0,31623.0,31645.0,31667.0,31703.0,31731.0,31755.0,31813.0,31849.0,31871.0,31986.0,32034.0,32068.0,32082.0,32138.0,32188.0
5011798,40200.0,40346.0,40381.0,40411.0,40433.0,40458.0,40491.0,40532.0,40579.0,40602.0,40669.0,40713.0,40766.0,40802.0,40869.0,40908.0,40970.0,40991.0,41046.0,41093.0,41144.0,41226.0,41341.0,41407.0,41461.0,41497.0,41554.0,41594.0,41661.0,41764.0,41830.0,41912.0,41987.0,42035.0,42091.0,42170.0,42218.0,42318.0,42402.0,42463.0,42584.0,42748.0,42892.0,43067.0,43239.0,43362.0,43402.0,43449.0,43490.0,43522.0,43558.0,43580.0,43658.0,43692.0,43736.0,43810.0,43867.0,43887.0,43918.0,43966.0,44006.0,44030.0,44090.0,44134.0,44171.0,44210.0,44233.0,44299.0,44330.0,44359.0,44388.0,44434.0,44471.0,44502.0,44578.0,44625.0,44655.0,44836.0,44901.0,44947.0,44966.0,45044.0,45116.0
5011800,54000.0,54173.0,54211.0,54244.0,54268.0,54295.0,54331.0,54375.0,54423.0,54447.0,54518.0,54565.0,54621.0,54659.0,54730.0,54771.0,54837.0,54860.0,54908.0,54949.0,54994.0,55068.0,55200.0,55256.0,55302.0,55333.0,55381.0,55415.0,55485.0,55586.0,55650.0,55730.0,55816.0,55864.0,55920.0,55997.0,56044.0,56146.0,56232.0,56294.0,56426.0,56651.0,56848.0,57088.0,57456.0,57608.0,57675.0,57751.0,57797.0,57832.0,57872.0,57900.0,58002.0,58035.0,58077.0,58136.0,58189.0,58213.0,58251.0,58310.0,58349.0,58372.0,58432.0,58475.0,58512.0,58550.0,58573.0,58639.0,58670.0,58699.0,58728.0,58774.0,58811.0,58842.0,58918.0,58965.0,58995.0,59167.0,59226.0,59268.0,59285.0,59357.0,59424.0
5011802,67800.0,67968.0,68000.0,68027.0,68047.0,68069.0,68099.0,68136.0,68177.0,68200.0,68268.0,68313.0,68366.0,68402.0,68469.0,68508.0,68571.0,68594.0,68647.0,68693.0,68742.0,68809.0,68892.0,68942.0,68983.0,69010.0,69063.0,69100.0,69168.0,69259.0,69317.0,69388.0,69480.0,69525.0,69579.0,69667.0,69720.0,69802.0,69871.0,69921.0,70052.0,70277.0,70474.0,70714.0,70847.0,70978.0,71012.0,71052.0,71088.0,71116.0,71147.0,71169.0,71250.0,71269.0,71294.0,71335.0,71382.0,71404.0,71438.0,71489.0,71524.0,71545.0,71599.0,71638.0,71671.0,71705.0,71726.0,71783.0,71810.0,71835.0,71860.0,71900.0,71931.0,71958.0,72024.0,72064.0,72089.0,72232.0,72276.0,72308.0,72321.0,72374.0,72423.0
5011804,79200.0,79364.0,79396.0,79424.0,79444.0,79467.0,79497.0,79534.0,79576.0,79596.0,79655.0,79694.0,79740.0,79771.0,79829.0,79863.0,79917.0,79936.0,79971.0,80001.0,80033.0,80082.0,80150.0,80197.0,80235.0,80260.0,80304.0,80334.0,80395.0,80467.0,80513.0,80570.0,80639.0,80687.0,80745.0,80799.0,80832.0,80896.0,80950.0,80990.0,81091.0,81333.0,81544.0,81801.0,81982.0,82086.0,82145.0,82212.0,82250.0,82280.0,82314.0,82340.0,82436.0,82461.0,82492.0,82538.0,82583.0,82604.0,82636.0,82685.0,82719.0,82739.0,82791.0,82828.0,82860.0,82893.0,82914.0,82970.0,82996.0,83020.0,83044.0,83083.0,83114.0,83140.0,83204.0,83243.0,83270.0,83408.0,83458.0,83494.0,83509.0,83569.0,83612.0
5012030,25800.0,25953.0,25990.0,26022.0,26045.0,26071.0,26106.0,26149.0,26197.0,26221.0,26292.0,26338.0,26393.0,26430.0,26500.0,26541.0,26606.0,26629.0,26673.0,26710.0,26750.0,26816.0,26890.0,26952.0,27003.0,27036.0,27096.0,27138.0,27212.0,27332.0,27409.0,27503.0,27578.0,27671.0,27782.0,27864.0,27914.0,28019.0,28107.0,28171.0,28291.0,28442.0,28574.0,28735.0,28876.0,28999.0,29073.0,29158.0,29212.0,29254.0,29301.0,29338.0,29471.0,29502.0,29541.0,29606.0,29663.0,29688.0,29727.0,29788.0,29823.0,29844.0,29897.0,29935.0,29968.0,30002.0,30022.0,30086.0,30116.0,30144.0,30172.0,30217.0,30252.0,30282.0,30355.0,30400.0,30427.0,30627.0,30678.0,30714.0,30729.0,30790.0,30856.0
5012033,59700.0,59870.0,59908.0,59940.0,59964.0,59990.0,60025.0,60068.0,60117.0,60142.0,60216.0,60264.0,60322.0,60361.0,60434.0,60477.0,60545.0,60568.0,60622.0,60668.0,60717.0,60796.0,60921.0,60992.0,61050.0,61089.0,61146.0,61186.0,61255.0,61378.0,61457.0,61554.0,61642.0,61699.0,61767.0,61850.0,61900.0,62005.0,62093.0,62157.0,62290.0,62517.0,62715.0,62956.0,63172.0,63327.0,63406.0,63496.0,63559.0,63608.0,63663.0,63716.0,63907.0,63946.0,63996.0,64059.0,64126.0,64152.0,64193.0,64255.0,64297.0,64322.0,64385.0,64431.0,64470.0,64510.0,64534.0,64604.0,64636.0,64666.0,64696.0,64745.0,64783.0,64816.0,64896.0,64945.0,64978.0,65227.0,65288.0,65331.0,65349.0,65421.0,65497.0
5012035,74400.0,74544.0,74580.0,74611.0,74634.0,74659.0,74693.0,74734.0,74780.0,74801.0,74863.0,74903.0,74951.0,74984.0,75045.0,75081.0,75138.0,75157.0,75200.0,75237.0,75277.0,75343.0,75436.0,75499.0,75551.0,75585.0,75633.0,75667.0,75730.0,75819.0,75876.0,75946.0,76010.0,76055.0,76108.0,76169.0,76206.0,76289.0,76359.0,76410.0,76503.0,76691.0,76855.0,77054.0,77231.0,77346.0,77404.0,77471.0,77516.0,77551.0,77591.0,77619.0,77719.0,77745.0,77779.0,77834.0,77891.0,77916.0,77955.0,78015.0,78051.0,78072.0,78126.0,78165.0,78198.0,78233.0,78255.0,78313.0,78340.0,78365.0,78390.0,78430.0,78462.0,78489.0,78555.0,78596.0,78623.0,78763.0,78809.0,78842.0,78856.0,78911.0,78968.0
5012278,47400.0,47563.0,47604.0,47639.0,47665.0,47694.0,47733.0,47781.0,47835.0,47859.0,47930.0,47976.0,48031.0,48068.0,48138.0,48179.0,48244.0,48267.0,48322.0,48368.0,48418.0,48489.0,48617.0,48690.0,48750.0,48789.0,48845.0,48885.0,48951.0,49064.0,49136.0,49226.0,49304.0,49351.0,49406.0,49466.0,49503.0,49597.0,49676.0,49733.0,49863.0,50047.0,50207.0,50402.0,50589.0,50730.0,50786.0,50851.0,50894.0,50927.0,50964.0,50992.0,51095.0,51128.0,51170.0,51239.0,51304.0,51326.0,51361.0,51414.0,51451.0,51473.0,51528.0,51568.0,51602.0,51637.0,51659.0,51719.0,51747.0,51773.0,51799.0,51841.0,51874.0,51903.0,51973.0,52016.0,52044.0,52233.0,52292.0,52334.0,52351.0,52422.0,52514.0
5012280,61800.0,61967.0,62012.0,62050.0,62078.0,62110.0,62152.0,62204.0,62262.0,62289.0,62367.0,62418.0,62479.0,62520.0,62597.0,62642.0,62715.0,62741.0,62796.0,62842.0,62892.0,62956.0,63077.0,63141.0,63193.0,63228.0,63273.0,63305.0,63369.0,63473.0,63540.0,63622.0,63655.0,63703.0,63759.0,63836.0,63883.0,63975.0,64052.0,64108.0,64222.0,64457.0,64662.0,64911.0,65036.0,65144.0,65224.0,65317.0,65363.0,65398.0,65438.0,65465.0,65563.0,65603.0,65655.0,65721.0,65786.0,65809.0,65845.0,65901.0,65940.0,65963.0,66021.0,66063.0,66099.0,66136.0,66159.0,66222.0,66251.0,66278.0,66305.0,66349.0,66384.0,66414.0,66486.0,66530.0,66559.0,66736.0,66778.0,66808.0,66820.0,66869.0,66932.0
5012758,25500.0,25625.0,25657.0,25684.0,25704.0,25727.0,25757.0,25794.0,25836.0,25855.0,25910.0,25946.0,25989.0,26018.0,26073.0,26105.0,26156.0,26174.0,26213.0,26246.0,26282.0,26329.0,26382.0,26431.0,26471.0,26497.0,26550.0,26587.0,26644.0,26718.0,26765.0,26824.0,26869.0,26903.0,26944.0,26984.0,27008.0,27071.0,27124.0,27162.0,27219.0,27340.0,27445.0,27573.0,27664.0,27757.0,27810.0,27870.0,27904.0,27930.0,27959.0,27975.0,28034.0,28049.0,28069.0,28111.0,28158.0,28175.0,28201.0,28242.0,28271.0,28288.0,28332.0,28364.0,28391.0,28419.0,28438.0,28487.0,28510.0,28531.0,28552.0,28586.0,28613.0,28636.0,28693.0,28728.0,28751.0,28871.0,28918.0,28952.0,28966.0,29022.0,29059.0
5012760,37200.0,37346.0,37381.0,37411.0,37433.0,37458.0,37491.0,37532.0,37579.0,37602.0,37669.0,37713.0,37766.0,37802.0,37869.0,37908.0,37970.0,37991.0,38046.0,38093.0,38144.0,38226.0,38341.0,38407.0,38461.0,38497.0,38554.0,38594.0,38661.0,38764.0,38830.0,38912.0,38987.0,39035.0,39091.0,39170.0,39218.0,39318.0,39402.0,39463.0,39584.0,39748.0,39892.0,40067.0,40239.0,40362.0,40402.0,40449.0,40490.0,40522.0,40558.0,40580.0,40658.0,40692.0,40736.0,40810.0,40867.0,40887.0,40918.0,40966.0,41006.0,41030.0,41090.0,41134.0,41171.0,41210.0,41233.0,41299.0,41330.0,41359.0,41388.0,41434.0,41471.0,41502.0,41578.0,41625.0,41655.0,41836.0,41901.0,41947.0,41966.0,42044.0,42116.0
5013329,26400.0,26553.0,26590.0,26622.0,26645.0,26671.0,26706.0,26749.0,26797.0,26821.0,26892.0,26938.0,26993.0,27030.0,27100.0,27141.0,27206.0,27229.0,27273.0,27310.0,27350.0,27416.0,27490.0,27552.0,27603.0,27636.0,27696.0,27738.0,27812.0,27932.0,28009.0,28103.0,28178.0,28271.0,28382.0,28464.0,28514.0,28619.0,28707.0,28771.0,28891.0,29042.0,29174.0,29335.0,29476.0,29599.0,29673.0,29758.0,29812.0,29854.0,29901.0,29938.0,30071.0,30102.0,30141.0,30206.0,30263.0,30288.0,30327.0,30388.0,30423.0,30444.0,30497.0,30535.0,30568.0,30602.0,30622.0,30686.0,30716.0,30744.0,30772.0,30817.0,30852.0,30882.0,30955.0,31000.0,31027.0,31227.0,31278.0,31314.0,31329.0,31390.0,31456.0
5013331,60300.0,60470.0,60508.0,60540.0,60564.0,60590.0,60625.0,60668.0,60717.0,60742.0,60816.0,60864.0,60922.0,60961.0,61034.0,61077.0,61145.0,61168.0,61222.0,61268.0,61317.0,61396.0,61521.0,61592.0,61650.0,61689.0,61746.0,61786.0,61855.0,61978.0,62057.0,62154.0,62242.0,62299.0,62367.0,62450.0,62500.0,62605.0,62693.0,62757.0,62890.0,63117.0,63315.0,63556.0,63772.0,63927.0,64006.0,64096.0,64159.0,64208.0,64263.0,64316.0,64507.0,64546.0,64596.0,64659.0,64726.0,64752.0,64793.0,64855.0,64897.0,64922.0,64985.0,65031.0,65070.0,65110.0,65134.0,65204.0,65236.0,65266.0,65296.0,65345.0,65383.0,65416.0,65496.0,65545.0,65578.0,65827.0,65888.0,65931.0,65949.0,66021.0,66097.0
5013333,75600.0,75744.0,75779.0,75809.0,75831.0,75855.0,75888.0,75928.0,75971.0,75990.0,76045.0,76081.0,76124.0,76153.0,76207.0,76239.0,76290.0,76307.0,76348.0,76383.0,76420.0,76483.0,76558.0,76611.0,76655.0,76684.0,76729.0,76760.0,76822.0,76897.0,76945.0,77005.0,77057.0,77101.0,77153.0,77202.0,77232.0,77301.0,77359.0,77401.0,77502.0,77703.0,77879.0,78093.0,78254.0,78349.0,78404.0,78467.0,78509.0,78541.0,78578.0,78604.0,78696.0,78725.0,78761.0,78810.0,78862.0,78885.0,78921.0,78978.0,79014.0,79035.0,79089.0,79128.0,79161.0,79196.0,79217.0,79274.0,79300.0,79325.0,79350.0,79390.0,79421.0,79448.0,79513.0,79553.0,79578.0,79719.0,79769.0,79805.0,79820.0,79879.0,79930.0
