tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P
0,422.0,423.0,424.0,425.0,426.0,427.0,429.0,3032.0,3114.0,3115.0,3116.0,3117.0,3118.0,3119.0,3120.0,3122.0,3123.0,3124.0,3125.0,3126.0,3127.0,3128.0,7638.0,3130.0,3131.0,3132.0,3133.0,5046.0,3134.0,3135.0,3136.0,3138.0,3139.0,4124.0,4125.0,4126.0,4127.0,4128.0,4129.0,4130.0,4131.0,7294.0,4156.0,4168.0
5016970,35400.0,35540.0,35741.0,35771.0,35789.0,35821.0,35879.0,35966.0,36199.0,36228.0,36273.0,36323.0,36343.0,36374.0,36486.0,36513.0,36530.0,36552.0,36572.0,36612.0,36711.0,36757.0,36806.0,36831.0,36855.0,36890.0,36920.0,36997.0,37097.0,37137.0,37190.0,37225.0,37293.0,37318.0,37368.0,37380.0,37407.0,37429.0,37511.0,37588.0,37620.0,37671.0,37755.0,37800.0
5099404,35400.0,35535.0,35728.0,35757.0,35774.0,35805.0,35861.0,35945.0,36169.0,36197.0,36240.0,36288.0,36307.0,36337.0,36445.0,36471.0,36487.0,36508.0,36527.0,36565.0,36660.0,36704.0,36752.0,36776.0,36799.0,36833.0,36862.0,36936.0,37032.0,37070.0,37122.0,37155.0,37220.0,37244.0,37292.0,37304.0,37330.0,37351.0,37430.0,37504.0,37535.0,37584.0,37664.0,37708.0
5116439,35400.0,35535.0,35728.0,35757.0,35774.0,35805.0,35861.0,35945.0,36169.0,36197.0,36240.0,36288.0,36307.0,36337.0,36445.0,36471.0,36487.0,36508.0,36527.0,36565.0,36660.0,36704.0,36752.0,36776.0,36799.0,36833.0,36862.0,36936.0,37032.0,37070.0,37122.0,37155.0,37220.0,37244.0,37292.0,37304.0,37330.0,37351.0,37430.0,37504.0,37535.0,37584.0,37664.0,37708.0
