tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P,058_P,059_P,060_P,061_P,062_P,063_P,064_P,065_P,066_P,067_P,068_P,069_P,070_P,071_P,072_P,073_P,074_P
5096159,50400.0,50453.0,50482.0,50510.0,50538.0,50561.0,50588.0,50609.0,50645.0,50679.0,50708.0,50735.0,50766.0,50798.0,50809.0,50827.0,50868.0,50895.0,50926.0,51006.0,51031.0,51051.0,51071.0,51085.0,51105.0,51127.0,51166.0,51191.0,51253.0,51291.0,51334.0,51361.0,51386.0,51422.0,51476.0,51510.0,51629.0,51670.0,51723.0,51739.0,51775.0,51799.0,51858.0,51902.0,51931.0,51960.0,51984.0,52000.0,52035.0,52090.0,52137.0,52176.0,52203.0,52230.0,52261.0,52291.0,52314.0,52374.0,52430.0,52463.0,52515.0,52552.0,52612.0,52652.0,52695.0,52783.0,52832.0,52873.0,52917.0,52961.0,53007.0,53032.0,53160.0,53236.0
5096161,61200.0,61238.0,61260.0,61282.0,61310.0,61333.0,61360.0,61381.0,61417.0,61451.0,61480.0,61512.0,61548.0,61586.0,61599.0,61620.0,61667.0,61700.0,61737.0,61835.0,61864.0,61887.0,61910.0,61926.0,61949.0,61974.0,62018.0,62043.0,62105.0,62143.0,62187.0,62215.0,62241.0,62279.0,62322.0,62350.0,62434.0,62470.0,62518.0,62533.0,62565.0,62586.0,62638.0,62682.0,62710.0,62739.0,62763.0,62779.0,62806.0,62848.0,62884.0,62914.0,62941.0,62968.0,63000.0,63024.0,63043.0,63081.0,63131.0,63161.0,63202.0,63232.0,63292.0,63333.0,63386.0,63496.0,63535.0,63567.0,63603.0,63639.0,63688.0,63714.0,63895.0,64003.0
5097736,34200.0,34238.0,34274.0,34309.0,34338.0,34362.0,34390.0,34411.0,34448.0,34483.0,34513.0,34538.0,34567.0,34597.0,34607.0,34624.0,34661.0,34686.0,34714.0,34788.0,34811.0,34830.0,34848.0,34861.0,34879.0,34900.0,34936.0,34959.0,35016.0,35051.0,35091.0,35118.0,35142.0,35180.0,35224.0,35252.0,35327.0,35361.0,35406.0,35424.0,35464.0,35492.0,35561.0,35604.0,35631.0,35663.0,35690.0,35707.0,35741.0,35793.0,35838.0,35875.0,35903.0,35931.0,35963.0,35995.0,36019.0,36083.0,36134.0,36165.0,36205.0,36234.0,36282.0,36315.0,36361.0,36457.0,36505.0,36545.0,36583.0,36620.0,36665.0,36689.0,36811.0,36883.0
5102562,34200.0,34238.0,34274.0,34309.0,34338.0,34362.0,34390.0,34411.0,34448.0,34483.0,34513.0,34538.0,34567.0,34597.0,34607.0,34624.0,34661.0,34686.0,34714.0,34788.0,34811.0,34830.0,34848.0,34861.0,34879.0,34900.0,34936.0,34959.0,35016.0,35051.0,35091.0,35118.0,35142.0,35180.0,35224.0,35252.0,35327.0,35361.0,35406.0,35424.0,35464.0,35492.0,35561.0,35604.0,35631.0,35663.0,35690.0,35707.0,35741.0,35793.0,35838.0,35875.0,35903.0,35931.0,35963.0,35995.0,36019.0,36083.0,36134.0,36165.0,36205.0,36234.0,36282.0,36315.0,36361.0,36457.0,36505.0,36545.0,36583.0,36620.0,36665.0,36689.0,36811.0,36883.0
5106277,53700.0,53737.0,53761.0,53784.0,53811.0,53833.0,53858.0,53878.0,53912.0,53944.0,53972.0,53997.0,54025.0,54055.0,54065.0,54082.0,54118.0,54142.0,54169.0,54238.0,54262.0,54281.0,54300.0,54313.0,54332.0,54353.0,54390.0,54412.0,54466.0,54499.0,54536.0,54564.0,54589.0,54622.0,54678.0,54713.0,54884.0,54923.0,54975.0,54993.0,55033.0,55055.0,55110.0,55144.0,55165.0,55185.0,55202.0,55212.0,55241.0,55286.0,55325.0,55357.0,55382.0,55407.0,55435.0,55462.0,55482.0,55555.0,55595.0,55619.0,55657.0,55685.0,55739.0,55775.0,55820.0,55915.0,55972.0,56019.0,56053.0,56086.0,56124.0,56144.0,56261.0,56330.0
5109130,67200.0,67234.0,67254.0,67274.0,67297.0,67316.0,67338.0,67355.0,67385.0,67413.0,67437.0,67459.0,67484.0,67510.0,67519.0,67533.0,67563.0,67583.0,67606.0,67666.0,67689.0,67708.0,67726.0,67739.0,67757.0,67777.0,67812.0,67836.0,67895.0,67932.0,67974.0,67997.0,68019.0,68052.0,68090.0,68115.0,68214.0,68256.0,68311.0,68327.0,68363.0,68389.0,68451.0,68487.0,68510.0,68534.0,68554.0,68566.0,68589.0,68625.0,68656.0,68681.0,68701.0,68721.0,68746.0,68767.0,68783.0,68857.0,68892.0,68912.0,68942.0,68964.0,69013.0,69046.0,69091.0,69183.0,69222.0,69255.0,69288.0,69320.0,69352.0,69369.0,69484.0,69552.0
5109508,37800.0,37838.0,37874.0,37909.0,37938.0,37962.0,37990.0,38011.0,38048.0,38083.0,38113.0,38138.0,38167.0,38197.0,38207.0,38224.0,38261.0,38286.0,38314.0,38388.0,38411.0,38430.0,38448.0,38461.0,38479.0,38500.0,38536.0,38559.0,38616.0,38651.0,38691.0,38718.0,38742.0,38780.0,38824.0,38852.0,38927.0,38961.0,39006.0,39024.0,39064.0,39092.0,39161.0,39204.0,39231.0,39263.0,39290.0,39307.0,39341.0,39393.0,39438.0,39475.0,39503.0,39531.0,39563.0,39595.0,39619.0,39683.0,39734.0,39765.0,39805.0,39834.0,39882.0,39915.0,39961.0,40057.0,40105.0,40145.0,40183.0,40220.0,40265.0,40289.0,40411.0,40483.0
5110192,50400.0,50453.0,50482.0,50510.0,50538.0,50561.0,50588.0,50609.0,50645.0,50679.0,50708.0,50735.0,50766.0,50798.0,50809.0,50827.0,50868.0,50895.0,50926.0,51006.0,51031.0,51051.0,51071.0,51085.0,51105.0,51127.0,51166.0,51191.0,51253.0,51291.0,51334.0,51361.0,51386.0,51422.0,51476.0,51510.0,51629.0,51670.0,51723.0,51739.0,51775.0,51799.0,51858.0,51902.0,51931.0,51960.0,51984.0,52000.0,52035.0,52090.0,52137.0,52176.0,52203.0,52230.0,52261.0,52291.0,52314.0,52374.0,52430.0,52463.0,52515.0,52552.0,52612.0,52652.0,52695.0,52783.0,52832.0,52873.0,52917.0,52961.0,53007.0,53032.0,53160.0,53236.0
5110194,61200.0,61238.0,61260.0,61282.0,61310.0,61333.0,61360.0,61381.0,61417.0,61451.0,61480.0,61512.0,61548.0,61586.0,61599.0,61620.0,61667.0,61700.0,61737.0,61835.0,61864.0,61887.0,61910.0,61926.0,61949.0,61974.0,62018.0,62043.0,62105.0,62143.0,62187.0,62215.0,62241.0,62279.0,62322.0,62350.0,62434.0,62470.0,62518.0,62533.0,62565.0,62586.0,62638.0,62682.0,62710.0,62739.0,62763.0,62779.0,62806.0,62848.0,62884.0,62914.0,62941.0,62968.0,63000.0,63024.0,63043.0,63081.0,63131.0,63161.0,63202.0,63232.0,63292.0,63333.0,63386.0,63496.0,63535.0,63567.0,63603.0,63639.0,63688.0,63714.0,63895.0,64003.0
5110364,46800.0,46853.0,46882.0,46910.0,46938.0,46961.0,46988.0,47009.0,47045.0,47079.0,47108.0,47135.0,47166.0,47198.0,47209.0,47227.0,47268.0,47295.0,47326.0,47406.0,47431.0,47451.0,47471.0,47485.0,47505.0,47527.0,47566.0,47591.0,47653.0,47691.0,47734.0,47761.0,47786.0,47822.0,47876.0,47910.0,48029.0,48070.0,48123.0,48139.0,48175.0,48199.0,48258.0,48302.0,48331.0,48360.0,48384.0,48400.0,48435.0,48490.0,48537.0,48576.0,48603.0,48630.0,48661.0,48691.0,48714.0,48774.0,48830.0,48863.0,48915.0,48952.0,49012.0,49052.0,49095.0,49183.0,49232.0,49273.0,49317.0,49361.0,49407.0,49432.0,49560.0,49636.0
5110366,57600.0,57652.0,57674.0,57696.0,57726.0,57751.0,57780.0,57802.0,57841.0,57877.0,57907.0,57940.0,57977.0,58016.0,58029.0,58051.0,58099.0,58133.0,58171.0,58270.0,58299.0,58322.0,58344.0,58360.0,58382.0,58407.0,58452.0,58489.0,58578.0,58633.0,58694.0,58724.0,58751.0,58794.0,58843.0,58875.0,58956.0,58995.0,59046.0,59062.0,59098.0,59119.0,59172.0,59228.0,59264.0,59297.0,59325.0,59343.0,59376.0,59427.0,59471.0,59507.0,59535.0,59563.0,59596.0,59619.0,59637.0,59696.0,59753.0,59787.0,59831.0,59862.0,59913.0,59947.0,59997.0,60102.0,60145.0,60180.0,60216.0,60251.0,60301.0,60327.0,60477.0,60566.0
5110370,73500.0,73535.0,73566.0,73597.0,73623.0,73644.0,73669.0,73688.0,73721.0,73752.0,73780.0,73804.0,73831.0,73859.0,73869.0,73885.0,73919.0,73941.0,73966.0,74030.0,74053.0,74072.0,74090.0,74103.0,74121.0,74141.0,74176.0,74200.0,74257.0,74292.0,74332.0,74355.0,74377.0,74412.0,74452.0,74477.0,74535.0,74573.0,74623.0,74642.0,74684.0,74700.0,74738.0,74770.0,74791.0,74814.0,74833.0,74846.0,74869.0,74904.0,74934.0,74959.0,74979.0,74999.0,75022.0,75045.0,75062.0,75111.0,75157.0,75184.0,75221.0,75248.0,75296.0,75329.0,75365.0,75439.0,75478.0,75510.0,75544.0,75578.0,75611.0,75629.0,75722.0,75778.0
5111749,43200.0,43253.0,43282.0,43310.0,43338.0,43361.0,43388.0,43409.0,43445.0,43479.0,43508.0,43535.0,43566.0,43598.0,43609.0,43627.0,43668.0,43695.0,43726.0,43806.0,43831.0,43851.0,43871.0,43885.0,43905.0,43927.0,43966.0,43991.0,44053.0,44091.0,44134.0,44161.0,44186.0,44222.0,44276.0,44310.0,44429.0,44470.0,44523.0,44539.0,44575.0,44599.0,44658.0,44702.0,44731.0,44760.0,44784.0,44800.0,44835.0,44890.0,44937.0,44976.0,45003.0,45030.0,45061.0,45091.0,45114.0,45174.0,45230.0,45263.0,45315.0,45352.0,45412.0,45452.0,45495.0,45583.0,45632.0,45673.0,45717.0,45761.0,45807.0,45832.0,45960.0,46036.0
