tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P
5089422,48600.0,48653.0,48696.0,48726.0,48778.0,48802.0,48912.0,48931.0,48986.0,49194.0,49357.0,49373.0,49444.0,49480.0,49550.0,49606.0,49633.0,49677.0,49697.0,49815.0,49849.0,49969.0,49990.0,50054.0,50120.0,50173.0,50214.0,50319.0,50388.0,50446.0,50506.0,50563.0,50588.0,50635.0,50653.0,50670.0,50754.0,50814.0,50873.0,50917.0,51003.0,51062.0,51101.0,51228.0,51271.0
5089828,28800.0,28869.0,28924.0,28963.0,29030.0,29061.0,29202.0,29231.0,29316.0,29636.0,29801.0,29825.0,29894.0,29929.0,29998.0,30053.0,30081.0,30128.0,30149.0,30273.0,30309.0,30435.0,30457.0,30522.0,30592.0,30651.0,30694.0,30815.0,30904.0,30978.0,31041.0,31104.0,31135.0,31227.0,31275.0,31320.0,31548.0,31636.0,31723.0,31788.0,31875.0,31935.0,31974.0,32102.0,32144.0
5089830,37800.0,37854.0,37897.0,37927.0,37979.0,38003.0,38113.0,38132.0,38187.0,38394.0,38555.0,38573.0,38639.0,38673.0,38740.0,38793.0,38819.0,38863.0,38883.0,39001.0,39035.0,39154.0,39175.0,39239.0,39305.0,39357.0,39397.0,39479.0,39540.0,39590.0,39643.0,39699.0,39724.0,39772.0,39790.0,39807.0,39890.0,39943.0,39995.0,40034.0,40121.0,40181.0,40220.0,40347.0,40389.0
5089832,46800.0,46853.0,46896.0,46926.0,46978.0,47002.0,47112.0,47131.0,47186.0,47394.0,47557.0,47573.0,47644.0,47680.0,47750.0,47806.0,47833.0,47877.0,47897.0,48015.0,48049.0,48169.0,48190.0,48254.0,48320.0,48373.0,48414.0,48519.0,48588.0,48646.0,48706.0,48763.0,48788.0,48835.0,48853.0,48870.0,48954.0,49014.0,49073.0,49117.0,49203.0,49262.0,49301.0,49428.0,49471.0
5089834,55800.0,55850.0,55890.0,55918.0,55967.0,55990.0,56094.0,56113.0,56168.0,56374.0,56537.0,56552.0,56613.0,56644.0,56708.0,56758.0,56783.0,56824.0,56843.0,56952.0,56984.0,57095.0,57114.0,57171.0,57242.0,57293.0,57334.0,57434.0,57491.0,57539.0,57589.0,57648.0,57675.0,57725.0,57743.0,57760.0,57846.0,57903.0,57959.0,58000.0,58087.0,58147.0,58186.0,58314.0,58356.0
5089836,64800.0,64854.0,64897.0,64927.0,64979.0,65003.0,65115.0,65134.0,65190.0,65402.0,65568.0,65588.0,65651.0,65683.0,65744.0,65793.0,65817.0,65858.0,65876.0,65984.0,66015.0,66125.0,66144.0,66203.0,66266.0,66315.0,66352.0,66449.0,66506.0,66554.0,66595.0,66654.0,66680.0,66725.0,66742.0,66758.0,66840.0,66892.0,66943.0,66981.0,67060.0,67114.0,67150.0,67266.0,67304.0
5089838,72600.0,72648.0,72687.0,72714.0,72761.0,72783.0,72883.0,72902.0,72956.0,73159.0,73322.0,73339.0,73392.0,73419.0,73478.0,73525.0,73547.0,73584.0,73601.0,73699.0,73727.0,73826.0,73843.0,73895.0,73926.0,73969.0,74004.0,74077.0,74124.0,74162.0,74193.0,74245.0,74269.0,74315.0,74332.0,74348.0,74428.0,74464.0,74500.0,74527.0,74599.0,74649.0,74682.0,74788.0,74824.0
5089840,79800.0,79848.0,79887.0,79914.0,79961.0,79983.0,80083.0,80102.0,80156.0,80359.0,80522.0,80539.0,80592.0,80619.0,80678.0,80725.0,80747.0,80784.0,80801.0,80899.0,80927.0,81026.0,81043.0,81095.0,81126.0,81169.0,81204.0,81277.0,81324.0,81362.0,81393.0,81445.0,81469.0,81515.0,81532.0,81548.0,81628.0,81664.0,81700.0,81727.0,81799.0,81849.0,81882.0,81988.0,82024.0
5090108,57600.0,57650.0,57690.0,57718.0,57767.0,57790.0,57894.0,57913.0,57968.0,58174.0,58337.0,58352.0,58413.0,58444.0,58508.0,58558.0,58583.0,58624.0,58643.0,58752.0,58784.0,58895.0,58914.0,58971.0,59042.0,59093.0,59134.0,59234.0,59291.0,59339.0,59389.0,59448.0,59475.0,59525.0,59543.0,59560.0,59646.0,59703.0,59759.0,59800.0,59887.0,59947.0,59986.0,60114.0,60156.0
5090110,66600.0,66651.0,66692.0,66720.0,66769.0,66792.0,66896.0,66914.0,66966.0,67161.0,67319.0,67334.0,67398.0,67431.0,67493.0,67542.0,67566.0,67606.0,67624.0,67732.0,67763.0,67872.0,67891.0,67950.0,68002.0,68052.0,68085.0,68165.0,68224.0,68272.0,68315.0,68369.0,68393.0,68435.0,68452.0,68468.0,68552.0,68596.0,68639.0,68672.0,68745.0,68795.0,68828.0,68935.0,68971.0
5090112,75000.0,75048.0,75087.0,75114.0,75161.0,75183.0,75283.0,75302.0,75356.0,75559.0,75722.0,75739.0,75792.0,75819.0,75878.0,75925.0,75947.0,75984.0,76001.0,76099.0,76127.0,76226.0,76243.0,76295.0,76326.0,76369.0,76404.0,76477.0,76524.0,76562.0,76593.0,76645.0,76669.0,76715.0,76732.0,76748.0,76828.0,76864.0,76900.0,76927.0,76999.0,77049.0,77082.0,77188.0,77224.0
5090114,82200.0,82248.0,82287.0,82314.0,82361.0,82383.0,82483.0,82502.0,82556.0,82759.0,82922.0,82939.0,82992.0,83019.0,83078.0,83125.0,83147.0,83184.0,83201.0,83299.0,83327.0,83426.0,83443.0,83495.0,83526.0,83569.0,83604.0,83677.0,83724.0,83762.0,83793.0,83845.0,83869.0,83915.0,83932.0,83948.0,84028.0,84064.0,84100.0,84127.0,84199.0,84249.0,84282.0,84388.0,84424.0
5094572,25200.0,25248.0,25287.0,25314.0,25361.0,25383.0,25483.0,25505.0,25568.0,25804.0,25959.0,25975.0,26039.0,26071.0,26138.0,26191.0,26215.0,26254.0,26272.0,26377.0,26407.0,26513.0,26531.0,26588.0,26613.0,26656.0,26689.0,26768.0,26834.0,26888.0,26931.0,26987.0,27015.0,27059.0,27076.0,27092.0,27174.0,27219.0,27263.0,27297.0,27382.0,27441.0,27480.0,27605.0,27646.0
5094574,34200.0,34254.0,34297.0,34327.0,34379.0,34403.0,34513.0,34532.0,34587.0,34794.0,34955.0,34973.0,35039.0,35073.0,35140.0,35193.0,35219.0,35263.0,35283.0,35401.0,35435.0,35554.0,35575.0,35639.0,35705.0,35757.0,35797.0,35879.0,35940.0,35990.0,36043.0,36099.0,36124.0,36172.0,36190.0,36207.0,36290.0,36343.0,36395.0,36434.0,36521.0,36581.0,36620.0,36747.0,36789.0
5094576,43200.0,43254.0,43297.0,43327.0,43379.0,43403.0,43513.0,43532.0,43587.0,43794.0,43955.0,43973.0,44039.0,44073.0,44140.0,44193.0,44219.0,44263.0,44283.0,44401.0,44435.0,44554.0,44575.0,44639.0,44705.0,44757.0,44797.0,44879.0,44940.0,44990.0,45043.0,45099.0,45124.0,45172.0,45190.0,45207.0,45290.0,45343.0,45395.0,45434.0,45521.0,45581.0,45620.0,45747.0,45789.0
5094578,52200.0,52250.0,52290.0,52318.0,52366.0,52389.0,52491.0,52509.0,52561.0,52755.0,52914.0,52933.0,52995.0,53027.0,53087.0,53135.0,53159.0,53199.0,53217.0,53323.0,53354.0,53461.0,53479.0,53535.0,53590.0,53641.0,53677.0,53808.0,53872.0,53925.0,53985.0,54039.0,54064.0,54110.0,54127.0,54143.0,54222.0,54268.0,54313.0,54347.0,54434.0,54494.0,54533.0,54661.0,54703.0
5094580,61200.0,61255.0,61299.0,61330.0,61383.0,61408.0,61522.0,61541.0,61595.0,61797.0,61963.0,61980.0,62047.0,62081.0,62143.0,62193.0,62218.0,62261.0,62280.0,62393.0,62426.0,62541.0,62561.0,62622.0,62685.0,62737.0,62774.0,62858.0,62925.0,62981.0,63023.0,63078.0,63105.0,63153.0,63170.0,63186.0,63267.0,63316.0,63364.0,63400.0,63484.0,63542.0,63580.0,63704.0,63745.0
5094582,70200.0,70251.0,70292.0,70320.0,70369.0,70392.0,70496.0,70514.0,70566.0,70761.0,70919.0,70934.0,70998.0,71031.0,71093.0,71142.0,71166.0,71206.0,71224.0,71332.0,71363.0,71472.0,71491.0,71550.0,71602.0,71652.0,71685.0,71765.0,71824.0,71872.0,71915.0,71969.0,71993.0,72035.0,72052.0,72068.0,72152.0,72196.0,72239.0,72272.0,72345.0,72395.0,72428.0,72535.0,72571.0
5094584,77400.0,77448.0,77487.0,77514.0,77561.0,77583.0,77683.0,77702.0,77756.0,77959.0,78122.0,78139.0,78192.0,78219.0,78278.0,78325.0,78347.0,78384.0,78401.0,78499.0,78527.0,78626.0,78643.0,78695.0,78726.0,78769.0,78804.0,78877.0,78924.0,78962.0,78993.0,79045.0,79069.0,79115.0,79132.0,79148.0,79228.0,79264.0,79300.0,79327.0,79399.0,79449.0,79482.0,79588.0,79624.0
5094586,84600.0,84648.0,84687.0,84714.0,84761.0,84783.0,84883.0,84902.0,84956.0,85159.0,85322.0,85339.0,85392.0,85419.0,85478.0,85525.0,85547.0,85584.0,85601.0,85699.0,85727.0,85826.0,85843.0,85895.0,85926.0,85969.0,86004.0,86077.0,86124.0,86162.0,86193.0,86245.0,86269.0,86315.0,86332.0,86348.0,86428.0,86464.0,86500.0,86527.0,86599.0,86649.0,86682.0,86788.0,86824.0
5097768,32400.0,32460.0,32508.0,32541.0,32599.0,32626.0,32748.0,32772.0,32842.0,33102.0,33264.0,33282.0,33345.0,33377.0,33444.0,33497.0,33526.0,33575.0,33597.0,33726.0,33763.0,33894.0,33917.0,33987.0,34113.0,34167.0,34206.0,34303.0,34387.0,34456.0,34511.0,34566.0,34590.0,34639.0,34656.0,34672.0,34752.0,34804.0,34855.0,34893.0,34980.0,35040.0,35079.0,35207.0,35249.0
5097770,41400.0,41454.0,41497.0,41527.0,41579.0,41603.0,41713.0,41732.0,41787.0,41994.0,42155.0,42173.0,42239.0,42273.0,42340.0,42393.0,42419.0,42463.0,42483.0,42601.0,42635.0,42754.0,42775.0,42839.0,42905.0,42957.0,42997.0,43079.0,43140.0,43190.0,43243.0,43299.0,43324.0,43372.0,43390.0,43407.0,43490.0,43543.0,43595.0,43634.0,43721.0,43781.0,43820.0,43947.0,43989.0
5097772,50400.0,50453.0,50496.0,50526.0,50578.0,50602.0,50712.0,50731.0,50786.0,50994.0,51157.0,51173.0,51244.0,51280.0,51350.0,51406.0,51433.0,51477.0,51497.0,51615.0,51649.0,51769.0,51790.0,51854.0,51920.0,51973.0,52014.0,52119.0,52188.0,52246.0,52306.0,52363.0,52388.0,52435.0,52453.0,52470.0,52554.0,52614.0,52673.0,52717.0,52803.0,52862.0,52901.0,53028.0,53071.0
5097774,59400.0,59455.0,59499.0,59530.0,59583.0,59608.0,59722.0,59741.0,59795.0,59997.0,60163.0,60180.0,60247.0,60281.0,60343.0,60393.0,60418.0,60461.0,60480.0,60593.0,60626.0,60741.0,60761.0,60822.0,60885.0,60937.0,60974.0,61058.0,61125.0,61181.0,61223.0,61278.0,61305.0,61353.0,61370.0,61386.0,61467.0,61516.0,61564.0,61600.0,61684.0,61742.0,61780.0,61904.0,61945.0
5097776,68400.0,68451.0,68492.0,68520.0,68569.0,68592.0,68696.0,68714.0,68766.0,68961.0,69119.0,69134.0,69198.0,69231.0,69293.0,69342.0,69366.0,69406.0,69424.0,69532.0,69563.0,69672.0,69691.0,69750.0,69802.0,69852.0,69885.0,69965.0,70024.0,70072.0,70115.0,70169.0,70193.0,70235.0,70252.0,70268.0,70352.0,70396.0,70439.0,70472.0,70545.0,70595.0,70628.0,70735.0,70771.0
5101381,25200.0,25248.0,25287.0,25314.0,25361.0,25383.0,25483.0,25505.0,25568.0,25804.0,25959.0,25975.0,26039.0,26071.0,26138.0,26191.0,26215.0,26254.0,26272.0,26377.0,26407.0,26513.0,26531.0,26588.0,26613.0,26656.0,26689.0,26768.0,26834.0,26888.0,26931.0,26987.0,27015.0,27059.0,27076.0,27092.0,27174.0,27219.0,27263.0,27297.0,27382.0,27441.0,27480.0,27605.0,27646.0
5101383,34200.0,34254.0,34297.0,34327.0,34379.0,34403.0,34513.0,34532.0,34587.0,34794.0,34955.0,34973.0,35039.0,35073.0,35140.0,35193.0,35219.0,35263.0,35283.0,35401.0,35435.0,35554.0,35575.0,35639.0,35705.0,35757.0,35797.0,35879.0,35940.0,35990.0,36043.0,36099.0,36124.0,36172.0,36190.0,36207.0,36290.0,36343.0,36395.0,36434.0,36521.0,36581.0,36620.0,36747.0,36789.0
5101385,43200.0,43254.0,43297.0,43327.0,43379.0,43403.0,43513.0,43532.0,43587.0,43794.0,43955.0,43973.0,44039.0,44073.0,44140.0,44193.0,44219.0,44263.0,44283.0,44401.0,44435.0,44554.0,44575.0,44639.0,44705.0,44757.0,44797.0,44879.0,44940.0,44990.0,45043.0,45099.0,45124.0,45172.0,45190.0,45207.0,45290.0,45343.0,45395.0,45434.0,45521.0,45581.0,45620.0,45747.0,45789.0
5101387,52200.0,52250.0,52290.0,52318.0,52366.0,52389.0,52491.0,52509.0,52561.0,52755.0,52914.0,52933.0,52995.0,53027.0,53087.0,53135.0,53159.0,53199.0,53217.0,53323.0,53354.0,53461.0,53479.0,53535.0,53590.0,53641.0,53677.0,53808.0,53872.0,53925.0,53985.0,54039.0,54064.0,54110.0,54127.0,54143.0,54222.0,54268.0,54313.0,54347.0,54434.0,54494.0,54533.0,54661.0,54703.0
5101389,61200.0,61255.0,61299.0,61330.0,61383.0,61408.0,61522.0,61541.0,61595.0,61797.0,61963.0,61980.0,62047.0,62081.0,62143.0,62193.0,62218.0,62261.0,62280.0,62393.0,62426.0,62541.0,62561.0,62622.0,62685.0,62737.0,62774.0,62858.0,62925.0,62981.0,63023.0,63078.0,63105.0,63153.0,63170.0,63186.0,63267.0,63316.0,63364.0,63400.0,63484.0,63542.0,63580.0,63704.0,63745.0
5101393,77400.0,77448.0,77487.0,77514.0,77561.0,77583.0,77683.0,77702.0,77756.0,77959.0,78122.0,78139.0,78192.0,78219.0,78278.0,78325.0,78347.0,78384.0,78401.0,78499.0,78527.0,78626.0,78643.0,78695.0,78726.0,78769.0,78804.0,78877.0,78924.0,78962.0,78993.0,79045.0,79069.0,79115.0,79132.0,79148.0,79228.0,79264.0,79300.0,79327.0,79399.0,79449.0,79482.0,79588.0,79624.0
5104388,32400.0,32460.0,32508.0,32541.0,32599.0,32626.0,32748.0,32772.0,32842.0,33102.0,33264.0,33282.0,33345.0,33377.0,33444.0,33497.0,33526.0,33575.0,33597.0,33726.0,33763.0,33894.0,33917.0,33987.0,34113.0,34167.0,34206.0,34303.0,34387.0,34456.0,34511.0,34566.0,34590.0,34639.0,34656.0,34672.0,34752.0,34804.0,34855.0,34893.0,34980.0,35040.0,35079.0,35207.0,35249.0
5104390,41400.0,41454.0,41497.0,41527.0,41579.0,41603.0,41713.0,41732.0,41787.0,41994.0,42155.0,42173.0,42239.0,42273.0,42340.0,42393.0,42419.0,42463.0,42483.0,42601.0,42635.0,42754.0,42775.0,42839.0,42905.0,42957.0,42997.0,43079.0,43140.0,43190.0,43243.0,43299.0,43324.0,43372.0,43390.0,43407.0,43490.0,43543.0,43595.0,43634.0,43721.0,43781.0,43820.0,43947.0,43989.0
5104392,50400.0,50453.0,50496.0,50526.0,50578.0,50602.0,50712.0,50731.0,50786.0,50994.0,51157.0,51173.0,51244.0,51280.0,51350.0,51406.0,51433.0,51477.0,51497.0,51615.0,51649.0,51769.0,51790.0,51854.0,51920.0,51973.0,52014.0,52119.0,52188.0,52246.0,52306.0,52363.0,52388.0,52435.0,52453.0,52470.0,52554.0,52614.0,52673.0,52717.0,52803.0,52862.0,52901.0,53028.0,53071.0
5104394,59400.0,59455.0,59499.0,59530.0,59583.0,59608.0,59722.0,59741.0,59795.0,59997.0,60163.0,60180.0,60247.0,60281.0,60343.0,60393.0,60418.0,60461.0,60480.0,60593.0,60626.0,60741.0,60761.0,60822.0,60885.0,60937.0,60974.0,61058.0,61125.0,61181.0,61223.0,61278.0,61305.0,61353.0,61370.0,61386.0,61467.0,61516.0,61564.0,61600.0,61684.0,61742.0,61780.0,61904.0,61945.0
5104396,68400.0,68451.0,68492.0,68520.0,68569.0,68592.0,68696.0,68714.0,68766.0,68961.0,69119.0,69134.0,69198.0,69231.0,69293.0,69342.0,69366.0,69406.0,69424.0,69532.0,69563.0,69672.0,69691.0,69750.0,69802.0,69852.0,69885.0,69965.0,70024.0,70072.0,70115.0,70169.0,70193.0,70235.0,70252.0,70268.0,70352.0,70396.0,70439.0,70472.0,70545.0,70595.0,70628.0,70735.0,70771.0
5112010,23400.0,23448.0,23487.0,23514.0,23561.0,23583.0,23683.0,23705.0,23768.0,24004.0,24159.0,24175.0,24239.0,24271.0,24338.0,24391.0,24415.0,24454.0,24472.0,24577.0,24607.0,24713.0,24731.0,24788.0,24813.0,24856.0,24889.0,24968.0,25034.0,25088.0,25131.0,25187.0,25215.0,25259.0,25276.0,25292.0,25374.0,25419.0,25463.0,25497.0,25582.0,25641.0,25680.0,25805.0,25846.0
5112012,30600.0,30660.0,30708.0,30741.0,30799.0,30826.0,30948.0,30972.0,31042.0,31302.0,31464.0,31482.0,31545.0,31577.0,31644.0,31697.0,31726.0,31775.0,31797.0,31926.0,31963.0,32094.0,32117.0,32187.0,32313.0,32367.0,32406.0,32503.0,32587.0,32656.0,32711.0,32766.0,32790.0,32839.0,32856.0,32872.0,32952.0,33004.0,33055.0,33093.0,33180.0,33240.0,33279.0,33407.0,33449.0
5112014,39600.0,39654.0,39697.0,39727.0,39779.0,39803.0,39913.0,39932.0,39987.0,40194.0,40355.0,40373.0,40439.0,40473.0,40540.0,40593.0,40619.0,40663.0,40683.0,40801.0,40835.0,40954.0,40975.0,41039.0,41105.0,41157.0,41197.0,41279.0,41340.0,41390.0,41443.0,41499.0,41524.0,41572.0,41590.0,41607.0,41690.0,41743.0,41795.0,41834.0,41921.0,41981.0,42020.0,42147.0,42189.0
5112203,28800.0,28869.0,28924.0,28963.0,29030.0,29061.0,29202.0,29231.0,29316.0,29636.0,29801.0,29825.0,29894.0,29929.0,29998.0,30053.0,30081.0,30128.0,30149.0,30273.0,30309.0,30435.0,30457.0,30522.0,30592.0,30651.0,30694.0,30815.0,30904.0,30978.0,31041.0,31104.0,31135.0,31227.0,31275.0,31320.0,31548.0,31636.0,31723.0,31788.0,31875.0,31935.0,31974.0,32102.0,32144.0
5112205,37800.0,37854.0,37897.0,37927.0,37979.0,38003.0,38113.0,38132.0,38187.0,38394.0,38555.0,38573.0,38639.0,38673.0,38740.0,38793.0,38819.0,38863.0,38883.0,39001.0,39035.0,39154.0,39175.0,39239.0,39305.0,39357.0,39397.0,39479.0,39540.0,39590.0,39643.0,39699.0,39724.0,39772.0,39790.0,39807.0,39890.0,39943.0,39995.0,40034.0,40121.0,40181.0,40220.0,40347.0,40389.0
5112207,46800.0,46853.0,46896.0,46926.0,46978.0,47002.0,47112.0,47131.0,47186.0,47394.0,47557.0,47573.0,47644.0,47680.0,47750.0,47806.0,47833.0,47877.0,47897.0,48015.0,48049.0,48169.0,48190.0,48254.0,48320.0,48373.0,48414.0,48519.0,48588.0,48646.0,48706.0,48763.0,48788.0,48835.0,48853.0,48870.0,48954.0,49014.0,49073.0,49117.0,49203.0,49262.0,49301.0,49428.0,49471.0
5112209,55800.0,55850.0,55890.0,55918.0,55967.0,55990.0,56094.0,56113.0,56168.0,56374.0,56537.0,56552.0,56613.0,56644.0,56708.0,56758.0,56783.0,56824.0,56843.0,56952.0,56984.0,57095.0,57114.0,57171.0,57242.0,57293.0,57334.0,57434.0,57491.0,57539.0,57589.0,57648.0,57675.0,57725.0,57743.0,57760.0,57846.0,57903.0,57959.0,58000.0,58087.0,58147.0,58186.0,58314.0,58356.0
5112211,64800.0,64854.0,64897.0,64927.0,64979.0,65003.0,65115.0,65134.0,65190.0,65402.0,65568.0,65588.0,65651.0,65683.0,65744.0,65793.0,65817.0,65858.0,65876.0,65984.0,66015.0,66125.0,66144.0,66203.0,66266.0,66315.0,66352.0,66449.0,66506.0,66554.0,66595.0,66654.0,66680.0,66725.0,66742.0,66758.0,66840.0,66892.0,66943.0,66981.0,67060.0,67114.0,67150.0,67266.0,67304.0
5112213,72600.0,72648.0,72687.0,72714.0,72761.0,72783.0,72883.0,72902.0,72956.0,73159.0,73322.0,73339.0,73392.0,73419.0,73478.0,73525.0,73547.0,73584.0,73601.0,73699.0,73727.0,73826.0,73843.0,73895.0,73926.0,73969.0,74004.0,74077.0,74124.0,74162.0,74193.0,74245.0,74269.0,74315.0,74332.0,74348.0,74428.0,74464.0,74500.0,74527.0,74599.0,74649.0,74682.0,74788.0,74824.0
5112215,79800.0,79848.0,79887.0,79914.0,79961.0,79983.0,80083.0,80102.0,80156.0,80359.0,80522.0,80539.0,80592.0,80619.0,80678.0,80725.0,80747.0,80784.0,80801.0,80899.0,80927.0,81026.0,81043.0,81095.0,81126.0,81169.0,81204.0,81277.0,81324.0,81362.0,81393.0,81445.0,81469.0,81515.0,81532.0,81548.0,81628.0,81664.0,81700.0,81727.0,81799.0,81849.0,81882.0,81988.0,82024.0
5112701,48600.0,48653.0,48696.0,48726.0,48778.0,48802.0,48912.0,48931.0,48986.0,49194.0,49357.0,49373.0,49444.0,49480.0,49550.0,49606.0,49633.0,49677.0,49697.0,49815.0,49849.0,49969.0,49990.0,50054.0,50120.0,50173.0,50214.0,50319.0,50388.0,50446.0,50506.0,50563.0,50588.0,50635.0,50653.0,50670.0,50754.0,50814.0,50873.0,50917.0,51003.0,51062.0,51101.0,51228.0,51271.0
5112703,57600.0,57650.0,57690.0,57718.0,57767.0,57790.0,57894.0,57913.0,57968.0,58174.0,58337.0,58352.0,58413.0,58444.0,58508.0,58558.0,58583.0,58624.0,58643.0,58752.0,58784.0,58895.0,58914.0,58971.0,59042.0,59093.0,59134.0,59234.0,59291.0,59339.0,59389.0,59448.0,59475.0,59525.0,59543.0,59560.0,59646.0,59703.0,59759.0,59800.0,59887.0,59947.0,59986.0,60114.0,60156.0
5112705,66600.0,66651.0,66692.0,66720.0,66769.0,66792.0,66896.0,66914.0,66966.0,67161.0,67319.0,67334.0,67398.0,67431.0,67493.0,67542.0,67566.0,67606.0,67624.0,67732.0,67763.0,67872.0,67891.0,67950.0,68002.0,68052.0,68085.0,68165.0,68224.0,68272.0,68315.0,68369.0,68393.0,68435.0,68452.0,68468.0,68552.0,68596.0,68639.0,68672.0,68745.0,68795.0,68828.0,68935.0,68971.0
5112709,82200.0,82248.0,82287.0,82314.0,82361.0,82383.0,82483.0,82502.0,82556.0,82759.0,82922.0,82939.0,82992.0,83019.0,83078.0,83125.0,83147.0,83184.0,83201.0,83299.0,83327.0,83426.0,83443.0,83495.0,83526.0,83569.0,83604.0,83677.0,83724.0,83762.0,83793.0,83845.0,83869.0,83915.0,83932.0,83948.0,84028.0,84064.0,84100.0,84127.0,84199.0,84249.0,84282.0,84388.0,84424.0
5117142,36000.0,36054.0,36097.0,36127.0,36179.0,36203.0,36313.0,36332.0,36387.0,36594.0,36755.0,36773.0,36839.0,36873.0,36940.0,36993.0,37019.0,37063.0,37083.0,37201.0,37235.0,37354.0,37375.0,37439.0,37505.0,37557.0,37597.0,37679.0,37740.0,37790.0,37843.0,37899.0,37924.0,37972.0,37990.0,38007.0,38090.0,38143.0,38195.0,38234.0,38321.0,38381.0,38420.0,38547.0,38589.0
5117144,45000.0,45054.0,45097.0,45127.0,45179.0,45203.0,45313.0,45332.0,45387.0,45594.0,45755.0,45773.0,45839.0,45873.0,45940.0,45993.0,46019.0,46063.0,46083.0,46201.0,46235.0,46354.0,46375.0,46439.0,46505.0,46557.0,46597.0,46679.0,46740.0,46790.0,46843.0,46899.0,46924.0,46972.0,46990.0,47007.0,47090.0,47143.0,47195.0,47234.0,47321.0,47381.0,47420.0,47547.0,47589.0
5117146,54000.0,54050.0,54090.0,54118.0,54166.0,54189.0,54291.0,54309.0,54361.0,54555.0,54714.0,54733.0,54795.0,54827.0,54887.0,54935.0,54959.0,54999.0,55017.0,55123.0,55154.0,55261.0,55279.0,55335.0,55390.0,55441.0,55477.0,55608.0,55672.0,55725.0,55785.0,55839.0,55864.0,55910.0,55927.0,55943.0,56022.0,56068.0,56113.0,56147.0,56234.0,56294.0,56333.0,56461.0,56503.0
5117148,63000.0,63054.0,63097.0,63127.0,63179.0,63203.0,63315.0,63334.0,63390.0,63602.0,63768.0,63788.0,63851.0,63883.0,63944.0,63993.0,64017.0,64058.0,64076.0,64184.0,64215.0,64325.0,64344.0,64403.0,64466.0,64515.0,64552.0,64649.0,64706.0,64754.0,64795.0,64854.0,64880.0,64925.0,64942.0,64958.0,65040.0,65092.0,65143.0,65181.0,65260.0,65314.0,65350.0,65466.0,65504.0
