tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P,058_P,059_P
5086413,37800.0,37906.0,37979.0,38008.0,38061.0,38102.0,38172.0,38337.0,38365.0,38409.0,38439.0,38474.0,38519.0,38564.0,38604.0,38640.0,38720.0,38764.0,38813.0,38905.0,38933.0,38986.0,39030.0,39083.0,39098.0,39131.0,39150.0,39196.0,39263.0,39306.0,39329.0,39348.0,39360.0,39400.0,39463.0,39517.0,39562.0,39586.0,39610.0,39638.0,39689.0,39728.0,39810.0,39863.0,39895.0,39925.0,39946.0,39999.0,40034.0,40078.0,40168.0,40212.0,40248.0,40299.0,40349.0,40403.0,40432.0,40615.0,40724.0
5086415,45000.0,45050.0,45085.0,45106.0,45144.0,45173.0,45243.0,45326.0,45368.0,45408.0,45435.0,45466.0,45506.0,45552.0,45587.0,45619.0,45688.0,45709.0,45732.0,45805.0,45829.0,45875.0,45923.0,45980.0,45996.0,46031.0,46059.0,46126.0,46159.0,46180.0,46209.0,46233.0,46249.0,46285.0,46341.0,46390.0,46430.0,46449.0,46468.0,46491.0,46514.0,46532.0,46606.0,46665.0,46700.0,46755.0,46794.0,46837.0,46866.0,46893.0,46949.0,46993.0,47029.0,47078.0,47127.0,47181.0,47210.0,47318.0,47383.0
5086417,52200.0,52250.0,52285.0,52306.0,52344.0,52373.0,52443.0,52526.0,52568.0,52608.0,52635.0,52666.0,52706.0,52752.0,52787.0,52819.0,52888.0,52909.0,52932.0,53005.0,53029.0,53075.0,53123.0,53180.0,53196.0,53231.0,53259.0,53326.0,53359.0,53380.0,53409.0,53433.0,53449.0,53485.0,53541.0,53590.0,53630.0,53649.0,53668.0,53691.0,53714.0,53732.0,53806.0,53865.0,53900.0,53955.0,53994.0,54037.0,54066.0,54093.0,54149.0,54193.0,54229.0,54278.0,54327.0,54381.0,54410.0,54518.0,54583.0
5086423,73800.0,73847.0,73880.0,73897.0,73929.0,73954.0,74048.0,74111.0,74135.0,74171.0,74195.0,74223.0,74259.0,74305.0,74331.0,74355.0,74407.0,74426.0,74445.0,74489.0,74511.0,74552.0,74597.0,74652.0,74665.0,74694.0,74723.0,74795.0,74838.0,74865.0,74892.0,74915.0,74930.0,74961.0,75008.0,75049.0,75083.0,75104.0,75125.0,75151.0,75192.0,75223.0,75292.0,75338.0,75365.0,75408.0,75439.0,75483.0,75513.0,75548.0,75620.0,75660.0,75694.0,75730.0,75765.0,75795.0,75811.0,75930.0,76001.0
5086425,81000.0,81053.0,81090.0,81114.0,81158.0,81191.0,81253.0,81323.0,81366.0,81401.0,81424.0,81452.0,81487.0,81526.0,81551.0,81574.0,81624.0,81645.0,81669.0,81757.0,81777.0,81814.0,81846.0,81885.0,81898.0,81927.0,81945.0,81990.0,82024.0,82046.0,82076.0,82101.0,82118.0,82141.0,82176.0,82207.0,82232.0,82250.0,82268.0,82289.0,82311.0,82327.0,82366.0,82421.0,82453.0,82496.0,82526.0,82574.0,82607.0,82643.0,82717.0,82768.0,82810.0,82848.0,82886.0,82936.0,82963.0,83048.0,83098.0
5086427,23100.0,23157.0,23197.0,23218.0,23257.0,23286.0,23349.0,23414.0,23446.0,23485.0,23511.0,23542.0,23582.0,23612.0,23636.0,23658.0,23705.0,23724.0,23745.0,23810.0,23834.0,23881.0,23929.0,23987.0,24007.0,24050.0,24075.0,24135.0,24178.0,24206.0,24239.0,24267.0,24285.0,24318.0,24369.0,24414.0,24451.0,24476.0,24501.0,24531.0,24568.0,24597.0,24659.0,24715.0,24748.0,24821.0,24874.0,24958.0,25014.0,25075.0,25201.0,25269.0,25326.0,25380.0,25434.0,25504.0,25542.0,25661.0,25732.0
5086429,30000.0,30042.0,30072.0,30093.0,30132.0,30162.0,30225.0,30313.0,30354.0,30404.0,30437.0,30476.0,30527.0,30566.0,30594.0,30619.0,30674.0,30695.0,30719.0,30817.0,30893.0,31038.0,31089.0,31150.0,31169.0,31209.0,31233.0,31291.0,31330.0,31355.0,31382.0,31404.0,31418.0,31449.0,31497.0,31539.0,31573.0,31597.0,31621.0,31649.0,31681.0,31705.0,31764.0,31815.0,31845.0,31898.0,31936.0,31994.0,32033.0,32083.0,32188.0,32248.0,32298.0,32355.0,32412.0,32469.0,32499.0,32606.0,32670.0
5087000,28200.0,28253.0,28290.0,28315.0,28362.0,28397.0,28466.0,28562.0,28604.0,28637.0,28659.0,28685.0,28720.0,28757.0,28784.0,28809.0,28864.0,28886.0,28910.0,29001.0,29045.0,29128.0,29203.0,29293.0,29310.0,29348.0,29371.0,29427.0,29476.0,29507.0,29546.0,29579.0,29600.0,29641.0,29704.0,29759.0,29804.0,29836.0,29868.0,29906.0,29947.0,29978.0,30031.0,30091.0,30127.0,30222.0,30290.0,30388.0,30454.0,30516.0,30645.0,30747.0,30831.0,30933.0,31034.0,31127.0,31177.0,31307.0,31384.0
5087002,36600.0,36653.0,36690.0,36714.0,36758.0,36792.0,36859.0,36935.0,36992.0,37040.0,37072.0,37110.0,37160.0,37198.0,37225.0,37250.0,37303.0,37325.0,37352.0,37433.0,37482.0,37576.0,37653.0,37746.0,37766.0,37809.0,37837.0,37907.0,37961.0,37996.0,38034.0,38066.0,38086.0,38132.0,38204.0,38266.0,38318.0,38349.0,38380.0,38416.0,38458.0,38490.0,38556.0,38617.0,38653.0,38705.0,38743.0,38809.0,38853.0,38902.0,39004.0,39063.0,39112.0,39158.0,39204.0,39259.0,39289.0,39421.0,39500.0
5087004,43800.0,43851.0,43886.0,43908.0,43949.0,43981.0,44043.0,44119.0,44164.0,44206.0,44234.0,44267.0,44309.0,44351.0,44376.0,44399.0,44450.0,44469.0,44493.0,44582.0,44646.0,44769.0,44840.0,44926.0,44944.0,44984.0,45005.0,45058.0,45098.0,45124.0,45148.0,45168.0,45182.0,45213.0,45260.0,45301.0,45335.0,45361.0,45387.0,45418.0,45447.0,45469.0,45517.0,45563.0,45590.0,45638.0,45673.0,45726.0,45761.0,45802.0,45888.0,45939.0,45982.0,46026.0,46069.0,46115.0,46140.0,46253.0,46321.0
5087006,56400.0,56447.0,56480.0,56503.0,56545.0,56576.0,56639.0,56711.0,56752.0,56795.0,56824.0,56858.0,56901.0,56939.0,56968.0,56995.0,57053.0,57074.0,57098.0,57176.0,57253.0,57400.0,57469.0,57551.0,57570.0,57612.0,57635.0,57690.0,57731.0,57758.0,57784.0,57806.0,57819.0,57850.0,57897.0,57938.0,57972.0,58000.0,58028.0,58062.0,58093.0,58117.0,58175.0,58235.0,58271.0,58315.0,58347.0,58407.0,58447.0,58491.0,58583.0,58638.0,58683.0,58720.0,58757.0,58814.0,58844.0,59031.0,59143.0
5087008,64800.0,64856.0,64895.0,64919.0,64963.0,64996.0,65062.0,65122.0,65154.0,65188.0,65211.0,65238.0,65274.0,65311.0,65337.0,65361.0,65413.0,65434.0,65460.0,65536.0,65577.0,65656.0,65709.0,65773.0,65790.0,65826.0,65850.0,65909.0,65945.0,65968.0,65989.0,66007.0,66018.0,66043.0,66082.0,66116.0,66144.0,66166.0,66188.0,66213.0,66239.0,66259.0,66330.0,66386.0,66419.0,66464.0,66496.0,66569.0,66619.0,66658.0,66739.0,66778.0,66811.0,66846.0,66881.0,66912.0,66929.0,67064.0,67145.0
5088148,70200.0,70247.0,70280.0,70297.0,70329.0,70354.0,70448.0,70511.0,70535.0,70571.0,70595.0,70623.0,70659.0,70705.0,70731.0,70755.0,70807.0,70826.0,70845.0,70889.0,70911.0,70952.0,70997.0,71052.0,71065.0,71094.0,71123.0,71195.0,71238.0,71265.0,71292.0,71315.0,71330.0,71361.0,71408.0,71449.0,71483.0,71504.0,71525.0,71551.0,71592.0,71623.0,71692.0,71738.0,71765.0,71808.0,71839.0,71883.0,71913.0,71948.0,72020.0,72060.0,72094.0,72130.0,72165.0,72195.0,72211.0,72330.0,72401.0
5088150,77400.0,77453.0,77490.0,77514.0,77558.0,77591.0,77653.0,77723.0,77766.0,77801.0,77824.0,77852.0,77887.0,77926.0,77951.0,77974.0,78024.0,78045.0,78069.0,78157.0,78177.0,78214.0,78246.0,78285.0,78298.0,78327.0,78345.0,78390.0,78424.0,78446.0,78476.0,78501.0,78518.0,78541.0,78576.0,78607.0,78632.0,78650.0,78668.0,78689.0,78711.0,78727.0,78766.0,78821.0,78853.0,78896.0,78926.0,78974.0,79007.0,79043.0,79117.0,79168.0,79210.0,79248.0,79286.0,79336.0,79363.0,79448.0,79498.0
5092810,34200.0,34306.0,34379.0,34408.0,34461.0,34502.0,34572.0,34737.0,34765.0,34809.0,34839.0,34874.0,34919.0,34964.0,35004.0,35040.0,35120.0,35164.0,35213.0,35305.0,35333.0,35386.0,35430.0,35483.0,35498.0,35531.0,35550.0,35596.0,35663.0,35706.0,35729.0,35748.0,35760.0,35800.0,35863.0,35917.0,35962.0,35986.0,36010.0,36038.0,36089.0,36128.0,36210.0,36263.0,36295.0,36325.0,36346.0,36399.0,36434.0,36478.0,36568.0,36612.0,36648.0,36699.0,36749.0,36803.0,36832.0,37015.0,37124.0
5093713,54600.0,54644.0,54675.0,54694.0,54728.0,54754.0,54810.0,54873.0,54904.0,54941.0,54966.0,54995.0,55032.0,55079.0,55102.0,55123.0,55167.0,55185.0,55205.0,55276.0,55301.0,55348.0,55417.0,55501.0,55519.0,55558.0,55577.0,55625.0,55665.0,55690.0,55715.0,55736.0,55750.0,55776.0,55816.0,55851.0,55879.0,55905.0,55931.0,55960.0,55982.0,55998.0,56049.0,56087.0,56109.0,56159.0,56195.0,56249.0,56286.0,56340.0,56452.0,56489.0,56519.0,56563.0,56607.0,56655.0,56681.0,56801.0,56873.0
5094213,61800.0,61850.0,61885.0,61909.0,61953.0,61987.0,62048.0,62109.0,62152.0,62192.0,62219.0,62251.0,62291.0,62331.0,62360.0,62387.0,62446.0,62467.0,62491.0,62584.0,62617.0,62681.0,62750.0,62832.0,62862.0,62926.0,62945.0,62992.0,63035.0,63062.0,63089.0,63112.0,63126.0,63153.0,63194.0,63230.0,63260.0,63285.0,63310.0,63339.0,63358.0,63373.0,63402.0,63457.0,63490.0,63538.0,63573.0,63635.0,63676.0,63722.0,63818.0,63869.0,63911.0,63946.0,63980.0,64026.0,64051.0,64204.0,64295.0
5097744,70800.0,70838.0,70864.0,70882.0,70915.0,70939.0,70995.0,71045.0,71076.0,71104.0,71123.0,71145.0,71173.0,71202.0,71225.0,71246.0,71290.0,71308.0,71329.0,71388.0,71408.0,71446.0,71483.0,71528.0,71543.0,71577.0,71594.0,71637.0,71669.0,71690.0,71713.0,71732.0,71745.0,71766.0,71799.0,71827.0,71850.0,71869.0,71888.0,71909.0,71928.0,71942.0,71981.0,72015.0,72035.0,72065.0,72086.0,72127.0,72154.0,72188.0,72258.0,72292.0,72321.0,72350.0,72378.0,72407.0,72422.0,72532.0,72598.0
5097746,78000.0,78038.0,78064.0,78082.0,78115.0,78139.0,78195.0,78245.0,78276.0,78304.0,78323.0,78345.0,78373.0,78402.0,78425.0,78446.0,78490.0,78508.0,78529.0,78588.0,78608.0,78646.0,78683.0,78728.0,78743.0,78777.0,78794.0,78837.0,78869.0,78890.0,78913.0,78932.0,78945.0,78966.0,78999.0,79027.0,79050.0,79069.0,79088.0,79109.0,79128.0,79142.0,79181.0,79215.0,79235.0,79265.0,79286.0,79327.0,79354.0,79388.0,79458.0,79492.0,79521.0,79550.0,79578.0,79607.0,79622.0,79732.0,79798.0
5097748,84600.0,84638.0,84664.0,84682.0,84715.0,84739.0,84795.0,84845.0,84876.0,84904.0,84923.0,84945.0,84973.0,85002.0,85025.0,85046.0,85090.0,85108.0,85129.0,85188.0,85208.0,85246.0,85283.0,85328.0,85343.0,85377.0,85394.0,85437.0,85469.0,85490.0,85513.0,85532.0,85545.0,85566.0,85599.0,85627.0,85650.0,85669.0,85688.0,85709.0,85728.0,85742.0,85781.0,85815.0,85835.0,85865.0,85886.0,85927.0,85954.0,85988.0,86058.0,86092.0,86121.0,86150.0,86178.0,86207.0,86222.0,86332.0,86398.0
5099416,25200.0,25257.0,25297.0,25318.0,25357.0,25386.0,25449.0,25514.0,25546.0,25585.0,25611.0,25642.0,25682.0,25712.0,25736.0,25758.0,25805.0,25824.0,25845.0,25910.0,25934.0,25981.0,26029.0,26087.0,26107.0,26150.0,26175.0,26235.0,26278.0,26306.0,26339.0,26367.0,26385.0,26418.0,26469.0,26514.0,26551.0,26576.0,26601.0,26631.0,26668.0,26697.0,26759.0,26815.0,26848.0,26921.0,26974.0,27058.0,27114.0,27175.0,27301.0,27369.0,27426.0,27480.0,27534.0,27604.0,27642.0,27761.0,27832.0
5099418,32400.0,32442.0,32472.0,32493.0,32532.0,32562.0,32625.0,32713.0,32754.0,32804.0,32837.0,32876.0,32927.0,32966.0,32994.0,33019.0,33074.0,33095.0,33119.0,33217.0,33293.0,33438.0,33489.0,33550.0,33569.0,33609.0,33633.0,33691.0,33730.0,33755.0,33782.0,33804.0,33818.0,33849.0,33897.0,33939.0,33973.0,33997.0,34021.0,34049.0,34081.0,34105.0,34164.0,34215.0,34245.0,34298.0,34336.0,34394.0,34433.0,34483.0,34588.0,34648.0,34698.0,34755.0,34812.0,34869.0,34899.0,35006.0,35070.0
5099420,40200.0,40253.0,40290.0,40314.0,40358.0,40392.0,40459.0,40535.0,40592.0,40640.0,40672.0,40710.0,40760.0,40798.0,40825.0,40850.0,40903.0,40925.0,40952.0,41033.0,41082.0,41176.0,41253.0,41346.0,41366.0,41409.0,41437.0,41507.0,41561.0,41596.0,41634.0,41666.0,41686.0,41732.0,41804.0,41866.0,41918.0,41949.0,41980.0,42016.0,42058.0,42090.0,42156.0,42217.0,42253.0,42305.0,42343.0,42409.0,42453.0,42502.0,42604.0,42663.0,42712.0,42758.0,42804.0,42859.0,42889.0,43021.0,43100.0
5099422,47400.0,47451.0,47486.0,47508.0,47549.0,47581.0,47643.0,47719.0,47764.0,47806.0,47834.0,47867.0,47909.0,47951.0,47976.0,47999.0,48050.0,48069.0,48093.0,48182.0,48246.0,48369.0,48440.0,48526.0,48544.0,48584.0,48605.0,48658.0,48698.0,48724.0,48748.0,48768.0,48782.0,48813.0,48860.0,48901.0,48935.0,48961.0,48987.0,49018.0,49047.0,49069.0,49117.0,49163.0,49190.0,49238.0,49273.0,49326.0,49361.0,49402.0,49488.0,49539.0,49582.0,49626.0,49669.0,49715.0,49740.0,49853.0,49921.0
5099423,60000.0,60050.0,60085.0,60109.0,60153.0,60187.0,60248.0,60309.0,60352.0,60392.0,60419.0,60451.0,60491.0,60531.0,60560.0,60587.0,60646.0,60667.0,60691.0,60784.0,60817.0,60881.0,60950.0,61032.0,61062.0,61126.0,61145.0,61192.0,61235.0,61262.0,61289.0,61312.0,61326.0,61353.0,61394.0,61430.0,61460.0,61485.0,61510.0,61539.0,61558.0,61573.0,61602.0,61657.0,61690.0,61738.0,61773.0,61835.0,61876.0,61922.0,62018.0,62069.0,62111.0,62146.0,62180.0,62226.0,62251.0,62404.0,62495.0
5102570,70800.0,70838.0,70864.0,70882.0,70915.0,70939.0,70995.0,71045.0,71076.0,71104.0,71123.0,71145.0,71173.0,71202.0,71225.0,71246.0,71290.0,71308.0,71329.0,71388.0,71408.0,71446.0,71483.0,71528.0,71543.0,71577.0,71594.0,71637.0,71669.0,71690.0,71713.0,71732.0,71745.0,71766.0,71799.0,71827.0,71850.0,71869.0,71888.0,71909.0,71928.0,71942.0,71981.0,72015.0,72035.0,72065.0,72086.0,72127.0,72154.0,72188.0,72258.0,72292.0,72321.0,72350.0,72378.0,72407.0,72422.0,72532.0,72598.0
5102572,78000.0,78038.0,78064.0,78082.0,78115.0,78139.0,78195.0,78245.0,78276.0,78304.0,78323.0,78345.0,78373.0,78402.0,78425.0,78446.0,78490.0,78508.0,78529.0,78588.0,78608.0,78646.0,78683.0,78728.0,78743.0,78777.0,78794.0,78837.0,78869.0,78890.0,78913.0,78932.0,78945.0,78966.0,78999.0,79027.0,79050.0,79069.0,79088.0,79109.0,79128.0,79142.0,79181.0,79215.0,79235.0,79265.0,79286.0,79327.0,79354.0,79388.0,79458.0,79492.0,79521.0,79550.0,79578.0,79607.0,79622.0,79732.0,79798.0
5102574,84600.0,84638.0,84664.0,84682.0,84715.0,84739.0,84795.0,84845.0,84876.0,84904.0,84923.0,84945.0,84973.0,85002.0,85025.0,85046.0,85090.0,85108.0,85129.0,85188.0,85208.0,85246.0,85283.0,85328.0,85343.0,85377.0,85394.0,85437.0,85469.0,85490.0,85513.0,85532.0,85545.0,85566.0,85599.0,85627.0,85650.0,85669.0,85688.0,85709.0,85728.0,85742.0,85781.0,85815.0,85835.0,85865.0,85886.0,85927.0,85954.0,85988.0,86058.0,86092.0,86121.0,86150.0,86178.0,86207.0,86222.0,86332.0,86398.0
5106274,23100.0,23157.0,23197.0,23218.0,23257.0,23286.0,23349.0,23414.0,23446.0,23485.0,23511.0,23542.0,23582.0,23612.0,23636.0,23658.0,23705.0,23724.0,23745.0,23810.0,23834.0,23881.0,23929.0,23987.0,24007.0,24050.0,24075.0,24135.0,24178.0,24206.0,24239.0,24267.0,24285.0,24318.0,24369.0,24414.0,24451.0,24476.0,24501.0,24531.0,24568.0,24597.0,24659.0,24715.0,24748.0,24821.0,24874.0,24958.0,25014.0,25075.0,25201.0,25269.0,25326.0,25380.0,25434.0,25504.0,25542.0,25661.0,25732.0
5106276,30000.0,30042.0,30072.0,30093.0,30132.0,30162.0,30225.0,30313.0,30354.0,30404.0,30437.0,30476.0,30527.0,30566.0,30594.0,30619.0,30674.0,30695.0,30719.0,30817.0,30893.0,31038.0,31089.0,31150.0,31169.0,31209.0,31233.0,31291.0,31330.0,31355.0,31382.0,31404.0,31418.0,31449.0,31497.0,31539.0,31573.0,31597.0,31621.0,31649.0,31681.0,31705.0,31764.0,31815.0,31845.0,31898.0,31936.0,31994.0,32033.0,32083.0,32188.0,32248.0,32298.0,32355.0,32412.0,32469.0,32499.0,32606.0,32670.0
5110362,27600.0,27766.0,27881.0,27903.0,27943.0,27974.0,28033.0,28083.0,28109.0,28141.0,28163.0,28189.0,28222.0,28252.0,28280.0,28305.0,28360.0,28382.0,28406.0,28458.0,28482.0,28528.0,28563.0,28604.0,28621.0,28657.0,28683.0,28745.0,28783.0,28808.0,28839.0,28865.0,28881.0,28907.0,28947.0,28982.0,29010.0,29033.0,29056.0,29084.0,29115.0,29138.0,29182.0,29222.0,29246.0,29312.0,29359.0,29453.0,29517.0,29620.0,29835.0,29903.0,29959.0,30018.0,30077.0,30155.0,30196.0,30328.0,30407.0
5110536,54600.0,54644.0,54675.0,54694.0,54728.0,54754.0,54810.0,54873.0,54904.0,54941.0,54966.0,54995.0,55032.0,55079.0,55102.0,55123.0,55167.0,55185.0,55205.0,55276.0,55301.0,55348.0,55417.0,55501.0,55519.0,55558.0,55577.0,55625.0,55665.0,55690.0,55715.0,55736.0,55750.0,55776.0,55816.0,55851.0,55879.0,55905.0,55931.0,55960.0,55982.0,55998.0,56049.0,56087.0,56109.0,56159.0,56195.0,56249.0,56286.0,56340.0,56452.0,56489.0,56519.0,56563.0,56607.0,56655.0,56681.0,56801.0,56873.0
5111752,61800.0,61850.0,61885.0,61909.0,61953.0,61987.0,62048.0,62109.0,62152.0,62192.0,62219.0,62251.0,62291.0,62331.0,62360.0,62387.0,62446.0,62467.0,62491.0,62584.0,62617.0,62681.0,62750.0,62832.0,62862.0,62926.0,62945.0,62992.0,63035.0,63062.0,63089.0,63112.0,63126.0,63153.0,63194.0,63230.0,63260.0,63285.0,63310.0,63339.0,63358.0,63373.0,63402.0,63457.0,63490.0,63538.0,63573.0,63635.0,63676.0,63722.0,63818.0,63869.0,63911.0,63946.0,63980.0,64026.0,64051.0,64204.0,64295.0
5114593,27000.0,27057.0,27097.0,27118.0,27157.0,27186.0,27249.0,27314.0,27346.0,27385.0,27411.0,27442.0,27482.0,27512.0,27536.0,27558.0,27605.0,27624.0,27645.0,27710.0,27734.0,27781.0,27829.0,27887.0,27907.0,27950.0,27975.0,28035.0,28078.0,28106.0,28139.0,28167.0,28185.0,28218.0,28269.0,28314.0,28351.0,28376.0,28401.0,28431.0,28468.0,28497.0,28559.0,28615.0,28648.0,28721.0,28774.0,28858.0,28914.0,28975.0,29101.0,29169.0,29226.0,29280.0,29334.0,29404.0,29442.0,29561.0,29632.0
5114595,34800.0,34842.0,34872.0,34893.0,34932.0,34962.0,35025.0,35113.0,35154.0,35204.0,35237.0,35276.0,35327.0,35366.0,35394.0,35419.0,35474.0,35495.0,35519.0,35617.0,35693.0,35838.0,35889.0,35950.0,35969.0,36009.0,36033.0,36091.0,36130.0,36155.0,36182.0,36204.0,36218.0,36249.0,36297.0,36339.0,36373.0,36397.0,36421.0,36449.0,36481.0,36505.0,36564.0,36615.0,36645.0,36698.0,36736.0,36794.0,36833.0,36883.0,36988.0,37048.0,37098.0,37155.0,37212.0,37269.0,37299.0,37406.0,37470.0
5114596,51000.0,51051.0,51086.0,51108.0,51149.0,51181.0,51243.0,51319.0,51364.0,51406.0,51434.0,51467.0,51509.0,51551.0,51576.0,51599.0,51650.0,51669.0,51693.0,51782.0,51846.0,51969.0,52040.0,52126.0,52144.0,52184.0,52205.0,52258.0,52298.0,52324.0,52348.0,52368.0,52382.0,52413.0,52460.0,52501.0,52535.0,52561.0,52587.0,52618.0,52647.0,52669.0,52717.0,52763.0,52790.0,52838.0,52873.0,52926.0,52961.0,53002.0,53088.0,53139.0,53182.0,53226.0,53269.0,53315.0,53340.0,53453.0,53521.0
5114598,58200.0,58247.0,58280.0,58303.0,58345.0,58376.0,58439.0,58511.0,58552.0,58595.0,58624.0,58658.0,58701.0,58739.0,58768.0,58795.0,58853.0,58874.0,58898.0,58976.0,59053.0,59200.0,59269.0,59351.0,59370.0,59412.0,59435.0,59490.0,59531.0,59558.0,59584.0,59606.0,59619.0,59650.0,59697.0,59738.0,59772.0,59800.0,59828.0,59862.0,59893.0,59917.0,59975.0,60035.0,60071.0,60115.0,60147.0,60207.0,60247.0,60291.0,60383.0,60438.0,60483.0,60520.0,60557.0,60614.0,60644.0,60831.0,60943.0
5114600,67200.0,67246.0,67278.0,67299.0,67338.0,67368.0,67430.0,67487.0,67516.0,67549.0,67571.0,67597.0,67631.0,67661.0,67686.0,67709.0,67760.0,67781.0,67803.0,67886.0,67923.0,67993.0,68060.0,68140.0,68160.0,68204.0,68223.0,68269.0,68306.0,68329.0,68355.0,68377.0,68391.0,68418.0,68459.0,68495.0,68525.0,68548.0,68571.0,68598.0,68628.0,68651.0,68713.0,68767.0,68799.0,68834.0,68859.0,68928.0,68975.0,69020.0,69113.0,69163.0,69205.0,69245.0,69284.0,69329.0,69353.0,69471.0,69542.0
5114602,74400.0,74438.0,74464.0,74482.0,74515.0,74539.0,74595.0,74645.0,74676.0,74704.0,74723.0,74745.0,74773.0,74802.0,74825.0,74846.0,74890.0,74908.0,74929.0,74988.0,75008.0,75046.0,75083.0,75128.0,75143.0,75177.0,75194.0,75237.0,75269.0,75290.0,75313.0,75332.0,75345.0,75366.0,75399.0,75427.0,75450.0,75469.0,75488.0,75509.0,75528.0,75542.0,75581.0,75615.0,75635.0,75665.0,75686.0,75727.0,75754.0,75788.0,75858.0,75892.0,75921.0,75950.0,75978.0,76007.0,76022.0,76132.0,76198.0
5114604,81600.0,81638.0,81664.0,81682.0,81715.0,81739.0,81795.0,81845.0,81876.0,81904.0,81923.0,81945.0,81973.0,82002.0,82025.0,82046.0,82090.0,82108.0,82129.0,82188.0,82208.0,82246.0,82283.0,82328.0,82343.0,82377.0,82394.0,82437.0,82469.0,82490.0,82513.0,82532.0,82545.0,82566.0,82599.0,82627.0,82650.0,82669.0,82688.0,82709.0,82728.0,82742.0,82781.0,82815.0,82835.0,82865.0,82886.0,82927.0,82954.0,82988.0,83058.0,83092.0,83121.0,83150.0,83178.0,83207.0,83222.0,83332.0,83398.0
5114685,28200.0,28253.0,28290.0,28315.0,28362.0,28397.0,28466.0,28562.0,28604.0,28637.0,28659.0,28685.0,28720.0,28757.0,28784.0,28809.0,28864.0,28886.0,28910.0,29001.0,29045.0,29128.0,29203.0,29293.0,29310.0,29348.0,29371.0,29427.0,29476.0,29507.0,29546.0,29579.0,29600.0,29641.0,29704.0,29759.0,29804.0,29836.0,29868.0,29906.0,29947.0,29978.0,30031.0,30091.0,30127.0,30222.0,30290.0,30388.0,30454.0,30516.0,30645.0,30747.0,30831.0,30933.0,31034.0,31127.0,31177.0,31307.0,31384.0
5114687,36600.0,36653.0,36690.0,36714.0,36758.0,36792.0,36859.0,36935.0,36992.0,37040.0,37072.0,37110.0,37160.0,37198.0,37225.0,37250.0,37303.0,37325.0,37352.0,37433.0,37482.0,37576.0,37653.0,37746.0,37766.0,37809.0,37837.0,37907.0,37961.0,37996.0,38034.0,38066.0,38086.0,38132.0,38204.0,38266.0,38318.0,38349.0,38380.0,38416.0,38458.0,38490.0,38556.0,38617.0,38653.0,38705.0,38743.0,38809.0,38853.0,38902.0,39004.0,39063.0,39112.0,39158.0,39204.0,39259.0,39289.0,39421.0,39500.0
5114689,43800.0,43851.0,43886.0,43908.0,43949.0,43981.0,44043.0,44119.0,44164.0,44206.0,44234.0,44267.0,44309.0,44351.0,44376.0,44399.0,44450.0,44469.0,44493.0,44582.0,44646.0,44769.0,44840.0,44926.0,44944.0,44984.0,45005.0,45058.0,45098.0,45124.0,45148.0,45168.0,45182.0,45213.0,45260.0,45301.0,45335.0,45361.0,45387.0,45418.0,45447.0,45469.0,45517.0,45563.0,45590.0,45638.0,45673.0,45726.0,45761.0,45802.0,45888.0,45939.0,45982.0,46026.0,46069.0,46115.0,46140.0,46253.0,46321.0
5114691,56400.0,56447.0,56480.0,56503.0,56545.0,56576.0,56639.0,56711.0,56752.0,56795.0,56824.0,56858.0,56901.0,56939.0,56968.0,56995.0,57053.0,57074.0,57098.0,57176.0,57253.0,57400.0,57469.0,57551.0,57570.0,57612.0,57635.0,57690.0,57731.0,57758.0,57784.0,57806.0,57819.0,57850.0,57897.0,57938.0,57972.0,58000.0,58028.0,58062.0,58093.0,58117.0,58175.0,58235.0,58271.0,58315.0,58347.0,58407.0,58447.0,58491.0,58583.0,58638.0,58683.0,58720.0,58757.0,58814.0,58844.0,59031.0,59143.0
5114693,64800.0,64856.0,64895.0,64919.0,64963.0,64996.0,65062.0,65122.0,65154.0,65188.0,65211.0,65238.0,65274.0,65311.0,65337.0,65361.0,65413.0,65434.0,65460.0,65536.0,65577.0,65656.0,65709.0,65773.0,65790.0,65826.0,65850.0,65909.0,65945.0,65968.0,65989.0,66007.0,66018.0,66043.0,66082.0,66116.0,66144.0,66166.0,66188.0,66213.0,66239.0,66259.0,66330.0,66386.0,66419.0,66464.0,66496.0,66569.0,66619.0,66658.0,66739.0,66778.0,66811.0,66846.0,66881.0,66912.0,66929.0,67064.0,67145.0
