tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P,058_P,059_P,060_P,061_P
5006441,23400.0,23466.0,23531.0,23564.0,23627.0,23660.0,23698.0,23796.0,23822.0,23868.0,23889.0,23911.0,23932.0,23956.0,23989.0,24043.0,24064.0,24098.0,24114.0,24138.0,24157.0,24190.0,24216.0,24275.0,24339.0,24414.0,24461.0,24506.0,24552.0,24589.0,24651.0,24717.0,24822.0,24907.0,25192.0,25278.0,25390.0,25452.0,25490.0,25534.0,25592.0,25631.0,25721.0,25769.0,25808.0,25850.0,25888.0,25952.0,25984.0,26005.0,26021.0,26037.0,26067.0,26089.0,26127.0,26183.0,26229.0,26279.0,26310.0,26449.0,26560.0
5006443,33300.0,33366.0,33431.0,33467.0,33534.0,33581.0,33654.0,33839.0,33874.0,33936.0,33963.0,33988.0,34020.0,34057.0,34097.0,34164.0,34198.0,34255.0,34285.0,34330.0,34366.0,34427.0,34472.0,34563.0,34661.0,34724.0,34778.0,34830.0,34882.0,34925.0,34995.0,35085.0,35229.0,35345.0,35737.0,35853.0,35953.0,36022.0,36064.0,36112.0,36175.0,36217.0,36315.0,36340.0,36380.0,36423.0,36462.0,36528.0,36562.0,36591.0,36614.0,36635.0,36670.0,36695.0,36738.0,36803.0,36856.0,36914.0,36944.0,37078.0,37210.0
5006445,44100.0,44168.0,44236.0,44271.0,44338.0,44386.0,44469.0,44680.0,44717.0,44781.0,44810.0,44835.0,44870.0,44909.0,44949.0,45016.0,45055.0,45118.0,45153.0,45204.0,45245.0,45314.0,45369.0,45475.0,45588.0,45656.0,45717.0,45776.0,45835.0,45883.0,45962.0,46057.0,46204.0,46323.0,46722.0,46856.0,46960.0,47036.0,47083.0,47136.0,47207.0,47254.0,47363.0,47396.0,47445.0,47498.0,47545.0,47626.0,47666.0,47698.0,47723.0,47747.0,47791.0,47823.0,47878.0,47960.0,48027.0,48100.0,48132.0,48278.0,48407.0
5006447,54900.0,54974.0,55047.0,55081.0,55146.0,55186.0,55270.0,55485.0,55521.0,55584.0,55612.0,55639.0,55673.0,55712.0,55751.0,55816.0,55855.0,55919.0,55951.0,55998.0,56035.0,56100.0,56150.0,56258.0,56374.0,56436.0,56498.0,56557.0,56617.0,56666.0,56746.0,56842.0,56995.0,57119.0,57536.0,57675.0,57785.0,57874.0,57928.0,58002.0,58100.0,58142.0,58239.0,58272.0,58328.0,58389.0,58443.0,58536.0,58583.0,58621.0,58650.0,58678.0,58726.0,58760.0,58819.0,58908.0,58980.0,59058.0,59089.0,59230.0,59364.0
5006449,66600.0,66664.0,66727.0,66755.0,66808.0,66848.0,66919.0,67100.0,67133.0,67191.0,67217.0,67243.0,67275.0,67311.0,67349.0,67411.0,67442.0,67494.0,67522.0,67563.0,67595.0,67650.0,67685.0,67776.0,67873.0,67937.0,67990.0,68041.0,68092.0,68134.0,68202.0,68277.0,68425.0,68545.0,68949.0,69070.0,69174.0,69237.0,69276.0,69328.0,69396.0,69440.0,69541.0,69574.0,69616.0,69661.0,69701.0,69770.0,69805.0,69834.0,69857.0,69879.0,69918.0,69946.0,69994.0,70066.0,70125.0,70190.0,70219.0,70352.0,70472.0
5007115,34200.0,34266.0,34331.0,34367.0,34434.0,34481.0,34554.0,34739.0,34774.0,34836.0,34863.0,34888.0,34920.0,34957.0,34997.0,35064.0,35098.0,35155.0,35185.0,35230.0,35266.0,35327.0,35372.0,35463.0,35561.0,35624.0,35678.0,35730.0,35782.0,35825.0,35895.0,35985.0,36129.0,36245.0,36637.0,36753.0,36853.0,36922.0,36964.0,37012.0,37075.0,37117.0,37215.0,37240.0,37280.0,37323.0,37362.0,37428.0,37462.0,37491.0,37514.0,37535.0,37570.0,37595.0,37638.0,37703.0,37756.0,37814.0,37844.0,37978.0,38110.0
5007117,45000.0,45068.0,45136.0,45171.0,45238.0,45286.0,45369.0,45580.0,45617.0,45681.0,45710.0,45735.0,45770.0,45809.0,45849.0,45916.0,45955.0,46018.0,46053.0,46104.0,46145.0,46214.0,46269.0,46375.0,46488.0,46556.0,46617.0,46676.0,46735.0,46783.0,46862.0,46957.0,47104.0,47223.0,47622.0,47756.0,47860.0,47936.0,47983.0,48036.0,48107.0,48154.0,48263.0,48296.0,48345.0,48398.0,48445.0,48526.0,48566.0,48598.0,48623.0,48647.0,48691.0,48723.0,48778.0,48860.0,48927.0,49000.0,49032.0,49178.0,49307.0
5007119,55800.0,55874.0,55947.0,55981.0,56046.0,56086.0,56170.0,56385.0,56421.0,56484.0,56512.0,56539.0,56573.0,56612.0,56651.0,56716.0,56755.0,56819.0,56851.0,56898.0,56935.0,57000.0,57050.0,57158.0,57274.0,57336.0,57398.0,57457.0,57517.0,57566.0,57646.0,57742.0,57895.0,58019.0,58436.0,58575.0,58685.0,58774.0,58828.0,58902.0,59000.0,59042.0,59139.0,59172.0,59228.0,59289.0,59343.0,59436.0,59483.0,59521.0,59550.0,59578.0,59626.0,59660.0,59719.0,59808.0,59880.0,59958.0,59989.0,60130.0,60264.0
5007121,68400.0,68464.0,68527.0,68555.0,68608.0,68648.0,68719.0,68900.0,68933.0,68991.0,69017.0,69043.0,69075.0,69111.0,69149.0,69211.0,69242.0,69294.0,69322.0,69363.0,69395.0,69450.0,69485.0,69576.0,69673.0,69737.0,69790.0,69841.0,69892.0,69934.0,70002.0,70077.0,70225.0,70345.0,70749.0,70870.0,70974.0,71037.0,71076.0,71128.0,71196.0,71240.0,71341.0,71374.0,71416.0,71461.0,71501.0,71570.0,71605.0,71634.0,71657.0,71679.0,71718.0,71746.0,71794.0,71866.0,71925.0,71990.0,72019.0,72152.0,72272.0
5007336,27900.0,27989.0,28078.0,28134.0,28239.0,28301.0,28414.0,28703.0,28756.0,28849.0,28890.0,28940.0,29016.0,29102.0,29161.0,29259.0,29307.0,29386.0,29426.0,29485.0,29531.0,29610.0,29660.0,29773.0,29894.0,29972.0,30044.0,30113.0,30183.0,30240.0,30333.0,30429.0,30582.0,30706.0,31124.0,31245.0,31346.0,31428.0,31478.0,31526.0,31590.0,31643.0,31764.0,31799.0,31853.0,31911.0,31963.0,32052.0,32097.0,32131.0,32157.0,32182.0,32224.0,32254.0,32306.0,32384.0,32448.0,32518.0,32551.0,32699.0,32834.0
5007338,39600.0,39668.0,39736.0,39771.0,39838.0,39886.0,39969.0,40180.0,40217.0,40281.0,40310.0,40335.0,40370.0,40409.0,40449.0,40516.0,40555.0,40618.0,40653.0,40704.0,40745.0,40814.0,40869.0,40975.0,41088.0,41156.0,41217.0,41276.0,41335.0,41383.0,41462.0,41557.0,41704.0,41823.0,42222.0,42356.0,42460.0,42536.0,42583.0,42636.0,42707.0,42754.0,42863.0,42896.0,42945.0,42998.0,43045.0,43126.0,43166.0,43198.0,43223.0,43247.0,43291.0,43323.0,43378.0,43460.0,43527.0,43600.0,43632.0,43778.0,43907.0
5007340,50400.0,50468.0,50536.0,50571.0,50638.0,50686.0,50769.0,50980.0,51017.0,51081.0,51110.0,51135.0,51170.0,51209.0,51249.0,51316.0,51355.0,51418.0,51453.0,51504.0,51545.0,51614.0,51669.0,51775.0,51888.0,51956.0,52017.0,52076.0,52135.0,52183.0,52262.0,52357.0,52504.0,52623.0,53022.0,53156.0,53260.0,53336.0,53383.0,53436.0,53507.0,53554.0,53663.0,53696.0,53745.0,53798.0,53845.0,53926.0,53966.0,53998.0,54023.0,54047.0,54091.0,54123.0,54178.0,54260.0,54327.0,54400.0,54432.0,54578.0,54707.0
5007342,62100.0,62179.0,62257.0,62294.0,62363.0,62409.0,62492.0,62705.0,62739.0,62799.0,62825.0,62849.0,62880.0,62915.0,62961.0,63037.0,63074.0,63135.0,63167.0,63215.0,63253.0,63317.0,63355.0,63480.0,63614.0,63675.0,63742.0,63806.0,63871.0,63924.0,64011.0,64131.0,64307.0,64450.0,64931.0,65064.0,65168.0,65245.0,65292.0,65359.0,65449.0,65492.0,65592.0,65628.0,65681.0,65738.0,65789.0,65876.0,65918.0,65952.0,65978.0,66003.0,66044.0,66073.0,66123.0,66198.0,66259.0,66326.0,66355.0,66486.0,66605.0
5007344,73800.0,73856.0,73911.0,73935.0,73981.0,74011.0,74063.0,74197.0,74228.0,74282.0,74306.0,74328.0,74352.0,74379.0,74407.0,74454.0,74478.0,74518.0,74537.0,74565.0,74587.0,74626.0,74653.0,74728.0,74808.0,74861.0,74902.0,74941.0,74981.0,75013.0,75066.0,75134.0,75260.0,75362.0,75706.0,75812.0,75886.0,75955.0,75997.0,76041.0,76099.0,76135.0,76219.0,76252.0,76288.0,76326.0,76360.0,76419.0,76449.0,76476.0,76497.0,76516.0,76550.0,76574.0,76616.0,76679.0,76731.0,76788.0,76816.0,76945.0,77080.0
5007478,37800.0,37861.0,37921.0,37959.0,38030.0,38075.0,38144.0,38319.0,38344.0,38388.0,38407.0,38428.0,38457.0,38490.0,38536.0,38612.0,38638.0,38681.0,38708.0,38748.0,38780.0,38835.0,38956.0,39044.0,39138.0,39202.0,39254.0,39304.0,39355.0,39396.0,39463.0,39540.0,39652.0,39743.0,40049.0,40144.0,40198.0,40247.0,40277.0,40318.0,40372.0,40410.0,40498.0,40523.0,40569.0,40619.0,40663.0,40739.0,40777.0,40807.0,40830.0,40852.0,40890.0,40917.0,40964.0,41034.0,41091.0,41152.0,41185.0,41332.0,41452.0
5007480,48600.0,48658.0,48716.0,48750.0,48814.0,48850.0,48937.0,49158.0,49187.0,49238.0,49260.0,49280.0,49315.0,49355.0,49394.0,49458.0,49485.0,49530.0,49557.0,49596.0,49627.0,49680.0,49736.0,49843.0,49957.0,50032.0,50088.0,50142.0,50196.0,50240.0,50313.0,50396.0,50519.0,50619.0,50955.0,51080.0,51166.0,51237.0,51280.0,51329.0,51394.0,51441.0,51549.0,51584.0,51626.0,51671.0,51712.0,51781.0,51816.0,51846.0,51869.0,51891.0,51928.0,51954.0,52000.0,52069.0,52125.0,52185.0,52222.0,52388.0,52534.0
5007482,59400.0,59459.0,59517.0,59548.0,59607.0,59654.0,59730.0,59925.0,59952.0,59999.0,60019.0,60039.0,60071.0,60107.0,60153.0,60229.0,60263.0,60319.0,60347.0,60388.0,60421.0,60477.0,60534.0,60629.0,60730.0,60815.0,60870.0,60923.0,60977.0,61021.0,61092.0,61158.0,61289.0,61395.0,61753.0,61875.0,61973.0,62047.0,62093.0,62137.0,62195.0,62230.0,62310.0,62335.0,62379.0,62426.0,62468.0,62540.0,62576.0,62608.0,62633.0,62658.0,62699.0,62728.0,62779.0,62855.0,62917.0,62983.0,63012.0,63144.0,63256.0
5009492,34200.0,34261.0,34321.0,34359.0,34430.0,34475.0,34544.0,34719.0,34744.0,34788.0,34807.0,34828.0,34857.0,34890.0,34936.0,35012.0,35038.0,35081.0,35108.0,35148.0,35180.0,35235.0,35356.0,35444.0,35538.0,35602.0,35654.0,35704.0,35755.0,35796.0,35863.0,35940.0,36052.0,36143.0,36449.0,36544.0,36598.0,36647.0,36677.0,36718.0,36772.0,36810.0,36898.0,36923.0,36969.0,37019.0,37063.0,37139.0,37177.0,37207.0,37230.0,37252.0,37290.0,37317.0,37364.0,37434.0,37491.0,37552.0,37585.0,37732.0,37852.0
5009494,43200.0,43258.0,43316.0,43350.0,43414.0,43450.0,43537.0,43758.0,43787.0,43838.0,43860.0,43880.0,43915.0,43955.0,43994.0,44058.0,44085.0,44130.0,44157.0,44196.0,44227.0,44280.0,44336.0,44443.0,44557.0,44632.0,44688.0,44742.0,44796.0,44840.0,44913.0,44996.0,45119.0,45219.0,45555.0,45680.0,45766.0,45837.0,45880.0,45929.0,45994.0,46041.0,46149.0,46184.0,46226.0,46271.0,46312.0,46381.0,46416.0,46446.0,46469.0,46491.0,46528.0,46554.0,46600.0,46669.0,46725.0,46785.0,46822.0,46988.0,47134.0
5009496,54000.0,54067.0,54134.0,54173.0,54247.0,54304.0,54380.0,54574.0,54601.0,54649.0,54670.0,54690.0,54728.0,54771.0,54809.0,54872.0,54900.0,54946.0,54975.0,55018.0,55052.0,55112.0,55139.0,55211.0,55288.0,55346.0,55398.0,55448.0,55498.0,55539.0,55605.0,55660.0,55822.0,55953.0,56395.0,56534.0,56616.0,56676.0,56713.0,56774.0,56856.0,56914.0,57048.0,57081.0,57127.0,57176.0,57220.0,57296.0,57334.0,57364.0,57388.0,57410.0,57450.0,57478.0,57527.0,57601.0,57662.0,57728.0,57761.0,57913.0,58049.0
5009500,73800.0,73851.0,73902.0,73928.0,73976.0,74013.0,74059.0,74175.0,74198.0,74239.0,74257.0,74276.0,74299.0,74324.0,74354.0,74403.0,74421.0,74451.0,74474.0,74509.0,74536.0,74583.0,74663.0,74726.0,74794.0,74845.0,74884.0,74922.0,74960.0,74991.0,75041.0,75101.0,75248.0,75367.0,75766.0,75863.0,75935.0,75996.0,76034.0,76077.0,76134.0,76179.0,76283.0,76311.0,76346.0,76384.0,76418.0,76475.0,76503.0,76528.0,76548.0,76567.0,76602.0,76627.0,76671.0,76737.0,76791.0,76849.0,76876.0,77000.0,77119.0
5009502,81000.0,81051.0,81102.0,81128.0,81176.0,81213.0,81259.0,81375.0,81398.0,81439.0,81457.0,81476.0,81499.0,81524.0,81554.0,81603.0,81621.0,81651.0,81674.0,81709.0,81736.0,81783.0,81863.0,81926.0,81994.0,82045.0,82084.0,82122.0,82160.0,82191.0,82241.0,82301.0,82448.0,82567.0,82966.0,83063.0,83135.0,83196.0,83234.0,83277.0,83334.0,83379.0,83483.0,83511.0,83546.0,83584.0,83618.0,83675.0,83703.0,83728.0,83748.0,83767.0,83802.0,83827.0,83871.0,83937.0,83991.0,84049.0,84076.0,84200.0,84319.0
5010554,45000.0,45058.0,45116.0,45150.0,45214.0,45250.0,45337.0,45558.0,45587.0,45638.0,45660.0,45680.0,45715.0,45755.0,45794.0,45858.0,45885.0,45930.0,45957.0,45996.0,46027.0,46080.0,46136.0,46243.0,46357.0,46432.0,46488.0,46542.0,46596.0,46640.0,46713.0,46796.0,46919.0,47019.0,47355.0,47480.0,47566.0,47637.0,47680.0,47729.0,47794.0,47841.0,47949.0,47984.0,48026.0,48071.0,48112.0,48181.0,48216.0,48246.0,48269.0,48291.0,48328.0,48354.0,48400.0,48469.0,48525.0,48585.0,48622.0,48788.0,48934.0
5010556,55800.0,55877.0,55954.0,55998.0,56083.0,56124.0,56207.0,56420.0,56447.0,56494.0,56514.0,56532.0,56567.0,56606.0,56638.0,56692.0,56716.0,56755.0,56782.0,56822.0,56854.0,56908.0,57036.0,57140.0,57252.0,57310.0,57351.0,57390.0,57430.0,57462.0,57516.0,57604.0,57746.0,57861.0,58248.0,58381.0,58447.0,58506.0,58542.0,58599.0,58674.0,58723.0,58835.0,58887.0,58926.0,58968.0,59006.0,59071.0,59104.0,59137.0,59163.0,59188.0,59235.0,59268.0,59326.0,59412.0,59483.0,59559.0,59590.0,59732.0,59857.0
5010558,66600.0,66664.0,66727.0,66761.0,66825.0,66876.0,66949.0,67134.0,67156.0,67195.0,67212.0,67231.0,67281.0,67337.0,67383.0,67460.0,67485.0,67526.0,67555.0,67598.0,67632.0,67690.0,67737.0,67839.0,67948.0,67984.0,68033.0,68081.0,68129.0,68168.0,68232.0,68279.0,68425.0,68543.0,68941.0,69052.0,69140.0,69249.0,69315.0,69359.0,69417.0,69459.0,69557.0,69601.0,69647.0,69696.0,69740.0,69815.0,69853.0,69879.0,69899.0,69919.0,69971.0,70008.0,70073.0,70170.0,70249.0,70336.0,70390.0,70633.0,70725.0
5010561,50400.0,50467.0,50534.0,50573.0,50647.0,50704.0,50780.0,50974.0,51001.0,51049.0,51070.0,51090.0,51128.0,51171.0,51209.0,51272.0,51300.0,51346.0,51375.0,51418.0,51452.0,51512.0,51539.0,51611.0,51688.0,51746.0,51798.0,51848.0,51898.0,51939.0,52005.0,52060.0,52222.0,52353.0,52795.0,52934.0,53016.0,53076.0,53113.0,53174.0,53256.0,53314.0,53448.0,53481.0,53527.0,53576.0,53620.0,53696.0,53734.0,53764.0,53788.0,53810.0,53850.0,53878.0,53927.0,54001.0,54062.0,54128.0,54161.0,54313.0,54449.0
5011000,28800.0,28889.0,28978.0,29034.0,29139.0,29201.0,29314.0,29603.0,29656.0,29749.0,29790.0,29840.0,29916.0,30002.0,30061.0,30159.0,30207.0,30286.0,30326.0,30385.0,30431.0,30510.0,30560.0,30673.0,30794.0,30872.0,30944.0,31013.0,31083.0,31140.0,31233.0,31329.0,31482.0,31606.0,32024.0,32145.0,32246.0,32328.0,32378.0,32426.0,32490.0,32543.0,32664.0,32699.0,32753.0,32811.0,32863.0,32952.0,32997.0,33031.0,33057.0,33082.0,33124.0,33154.0,33206.0,33284.0,33348.0,33418.0,33451.0,33599.0,33734.0
5011002,40500.0,40568.0,40636.0,40671.0,40738.0,40786.0,40869.0,41080.0,41117.0,41181.0,41210.0,41235.0,41270.0,41309.0,41349.0,41416.0,41455.0,41518.0,41553.0,41604.0,41645.0,41714.0,41769.0,41875.0,41988.0,42056.0,42117.0,42176.0,42235.0,42283.0,42362.0,42457.0,42604.0,42723.0,43122.0,43256.0,43360.0,43436.0,43483.0,43536.0,43607.0,43654.0,43763.0,43796.0,43845.0,43898.0,43945.0,44026.0,44066.0,44098.0,44123.0,44147.0,44191.0,44223.0,44278.0,44360.0,44427.0,44500.0,44532.0,44678.0,44807.0
5011004,51300.0,51374.0,51447.0,51481.0,51546.0,51586.0,51670.0,51885.0,51921.0,51984.0,52012.0,52039.0,52073.0,52112.0,52151.0,52216.0,52255.0,52319.0,52351.0,52398.0,52435.0,52500.0,52550.0,52658.0,52774.0,52836.0,52898.0,52957.0,53017.0,53066.0,53146.0,53242.0,53395.0,53519.0,53936.0,54075.0,54185.0,54274.0,54328.0,54402.0,54500.0,54542.0,54639.0,54672.0,54728.0,54789.0,54843.0,54936.0,54983.0,55021.0,55050.0,55078.0,55126.0,55160.0,55219.0,55308.0,55380.0,55458.0,55489.0,55630.0,55764.0
5011006,63000.0,63079.0,63157.0,63194.0,63263.0,63309.0,63392.0,63605.0,63639.0,63699.0,63725.0,63749.0,63780.0,63815.0,63861.0,63937.0,63974.0,64035.0,64067.0,64115.0,64153.0,64217.0,64255.0,64380.0,64514.0,64575.0,64642.0,64706.0,64771.0,64824.0,64911.0,65031.0,65207.0,65350.0,65831.0,65964.0,66068.0,66145.0,66192.0,66259.0,66349.0,66392.0,66492.0,66528.0,66581.0,66638.0,66689.0,66776.0,66818.0,66852.0,66878.0,66903.0,66944.0,66973.0,67023.0,67098.0,67159.0,67226.0,67255.0,67386.0,67505.0
5011008,75600.0,75656.0,75711.0,75735.0,75781.0,75811.0,75863.0,75997.0,76028.0,76082.0,76106.0,76128.0,76152.0,76179.0,76207.0,76254.0,76278.0,76318.0,76337.0,76365.0,76387.0,76426.0,76453.0,76528.0,76608.0,76661.0,76702.0,76741.0,76781.0,76813.0,76866.0,76934.0,77060.0,77162.0,77506.0,77612.0,77686.0,77755.0,77797.0,77841.0,77899.0,77935.0,78019.0,78052.0,78088.0,78126.0,78160.0,78219.0,78249.0,78276.0,78297.0,78316.0,78350.0,78374.0,78416.0,78479.0,78531.0,78588.0,78616.0,78745.0,78880.0
5011293,30600.0,30695.0,30789.0,30831.0,30910.0,31056.0,31156.0,31412.0,31451.0,31520.0,31551.0,31588.0,31653.0,31727.0,31779.0,31864.0,31913.0,31994.0,32032.0,32088.0,32132.0,32209.0,32261.0,32375.0,32497.0,32569.0,32635.0,32699.0,32763.0,32815.0,32902.0,33003.0,33132.0,33236.0,33587.0,33715.0,33825.0,33901.0,33948.0,33988.0,34040.0,34081.0,34174.0,34206.0,34247.0,34291.0,34330.0,34397.0,34431.0,34465.0,34492.0,34518.0,34557.0,34585.0,34633.0,34705.0,34764.0,34828.0,34858.0,34996.0,35121.0
5011869,67500.0,67564.0,67627.0,67655.0,67708.0,67748.0,67819.0,68000.0,68033.0,68091.0,68117.0,68143.0,68175.0,68211.0,68249.0,68311.0,68342.0,68394.0,68422.0,68463.0,68495.0,68550.0,68585.0,68676.0,68773.0,68837.0,68890.0,68941.0,68992.0,69034.0,69102.0,69177.0,69325.0,69445.0,69849.0,69970.0,70074.0,70137.0,70176.0,70228.0,70296.0,70340.0,70441.0,70474.0,70516.0,70561.0,70601.0,70670.0,70705.0,70734.0,70757.0,70779.0,70818.0,70846.0,70894.0,70966.0,71025.0,71090.0,71119.0,71252.0,71372.0
