tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P,058_P,059_P,060_P,061_P,062_P,063_P,064_P,065_P,066_P,067_P,068_P,069_P,070_P,071_P,072_P,073_P,074_P,075_P
5102011,65700.0,65815.0,65870.0,65939.0,65964.0,66017.0,66070.0,66102.0,66128.0,66214.0,66247.0,66284.0,66316.0,66341.0,66387.0,66428.0,66470.0,66533.0,66567.0,66625.0,66711.0,66771.0,66789.0,66853.0,66884.0,66964.0,67020.0,67090.0,67169.0,67197.0,67275.0,67331.0,67387.0,67427.0,67464.0,67517.0,67565.0,67630.0,67676.0,67741.0,67840.0,67925.0,68037.0,68054.0,68156.0,68327.0,68728.0,68875.0,68898.0,68929.0,69032.0,69112.0,69170.0,69241.0,69276.0,69325.0,69354.0,69378.0,69451.0,69522.0,69557.0,69612.0,69640.0,69690.0,69750.0,69811.0,69883.0,69978.0,70031.0,70109.0,70145.0,70236.0,70296.0,70342.0,70406.0
5102013,76800.0,76884.0,76929.0,76986.0,77005.0,77045.0,77085.0,77107.0,77124.0,77181.0,77209.0,77240.0,77267.0,77289.0,77326.0,77359.0,77393.0,77448.0,77478.0,77526.0,77597.0,77646.0,77658.0,77701.0,77721.0,77772.0,77805.0,77842.0,77884.0,77899.0,77940.0,77970.0,78000.0,78033.0,78063.0,78101.0,78135.0,78183.0,78219.0,78269.0,78344.0,78409.0,78494.0,78508.0,78608.0,78764.0,79130.0,79219.0,79233.0,79256.0,79330.0,79387.0,79432.0,79487.0,79514.0,79552.0,79575.0,79592.0,79643.0,79693.0,79719.0,79760.0,79781.0,79822.0,79872.0,79922.0,79971.0,80035.0,80071.0,80123.0,80147.0,80208.0,80249.0,80291.0,80349.0
5102901,23400.0,23529.0,23552.0,23582.0,23600.0,23637.0,23673.0,23698.0,23718.0,23784.0,23815.0,23850.0,23880.0,23905.0,23948.0,23986.0,24026.0,24086.0,24131.0,24185.0,24265.0,24321.0,24336.0,24387.0,24410.0,24470.0,24519.0,24564.0,24615.0,24633.0,24683.0,24719.0,24754.0,24799.0,24840.0,24880.0,24916.0,24965.0,25007.0,25066.0,25136.0,25196.0,25275.0,25288.0,25359.0,25465.0,25713.0,25942.0,25977.0,26001.0,26080.0,26140.0,26187.0,26244.0,26265.0,26295.0,26314.0,26328.0,26371.0,26414.0,26435.0,26468.0,26485.0,26519.0,26560.0,26601.0,26649.0,26712.0,26748.0,26800.0,26824.0,26884.0,26924.0,26966.0,27023.0
5102903,35700.0,35798.0,35844.0,35903.0,35926.0,35974.0,36020.0,36051.0,36076.0,36159.0,36193.0,36231.0,36264.0,36292.0,36342.0,36386.0,36432.0,36490.0,36530.0,36587.0,36670.0,36728.0,36744.0,36800.0,36827.0,36899.0,36952.0,37006.0,37067.0,37088.0,37148.0,37191.0,37234.0,37274.0,37311.0,37361.0,37407.0,37470.0,37507.0,37558.0,37652.0,37733.0,37839.0,37855.0,37954.0,38097.0,38434.0,38553.0,38571.0,38596.0,38679.0,38742.0,38786.0,38840.0,38871.0,38915.0,38941.0,38959.0,39014.0,39068.0,39100.0,39150.0,39175.0,39221.0,39276.0,39331.0,39396.0,39482.0,39531.0,39602.0,39635.0,39718.0,39772.0,39822.0,39892.0
5102905,46500.0,46598.0,46644.0,46703.0,46726.0,46774.0,46820.0,46851.0,46876.0,46959.0,46993.0,47031.0,47064.0,47092.0,47142.0,47186.0,47232.0,47290.0,47330.0,47387.0,47470.0,47528.0,47544.0,47600.0,47627.0,47699.0,47752.0,47806.0,47867.0,47888.0,47948.0,47991.0,48034.0,48074.0,48111.0,48161.0,48207.0,48270.0,48307.0,48358.0,48452.0,48533.0,48639.0,48655.0,48754.0,48897.0,49234.0,49353.0,49371.0,49396.0,49479.0,49542.0,49586.0,49640.0,49671.0,49715.0,49741.0,49759.0,49814.0,49868.0,49900.0,49950.0,49975.0,50021.0,50076.0,50131.0,50196.0,50282.0,50331.0,50402.0,50435.0,50518.0,50572.0,50622.0,50692.0
5102907,57600.0,57726.0,57775.0,57836.0,57872.0,57948.0,58023.0,58054.0,58079.0,58161.0,58192.0,58227.0,58257.0,58281.0,58323.0,58360.0,58399.0,58458.0,58498.0,58557.0,58643.0,58703.0,58720.0,58782.0,58812.0,58890.0,58934.0,59006.0,59087.0,59115.0,59194.0,59251.0,59308.0,59346.0,59381.0,59428.0,59471.0,59529.0,59578.0,59645.0,59748.0,59836.0,59952.0,59970.0,60057.0,60224.0,60616.0,60795.0,60822.0,60866.0,61010.0,61121.0,61181.0,61254.0,61295.0,61354.0,61389.0,61425.0,61535.0,61643.0,61680.0,61738.0,61767.0,61820.0,61884.0,61948.0,62035.0,62150.0,62215.0,62309.0,62353.0,62463.0,62536.0,62590.0,62664.0
5103182,26100.0,26231.0,26261.0,26300.0,26323.0,26371.0,26418.0,26442.0,26461.0,26526.0,26564.0,26606.0,26643.0,26673.0,26730.0,26780.0,26832.0,26899.0,26955.0,27017.0,27108.0,27171.0,27195.0,27280.0,27310.0,27388.0,27447.0,27530.0,27623.0,27656.0,27748.0,27814.0,27878.0,27937.0,27992.0,28041.0,28086.0,28148.0,28197.0,28266.0,28365.0,28450.0,28562.0,28579.0,28673.0,28782.0,29038.0,29266.0,29301.0,29328.0,29418.0,29488.0,29539.0,29601.0,29636.0,29685.0,29714.0,29732.0,29786.0,29839.0,29872.0,29925.0,29952.0,30001.0,30060.0,30120.0,30202.0,30310.0,30371.0,30460.0,30502.0,30606.0,30675.0,30725.0,30794.0
5103184,39300.0,39398.0,39444.0,39503.0,39526.0,39574.0,39620.0,39651.0,39676.0,39759.0,39793.0,39831.0,39864.0,39892.0,39942.0,39986.0,40032.0,40090.0,40130.0,40187.0,40270.0,40328.0,40344.0,40400.0,40427.0,40499.0,40552.0,40606.0,40667.0,40688.0,40748.0,40791.0,40834.0,40874.0,40911.0,40961.0,41007.0,41070.0,41107.0,41158.0,41252.0,41333.0,41439.0,41455.0,41554.0,41697.0,42034.0,42153.0,42171.0,42196.0,42279.0,42342.0,42386.0,42440.0,42471.0,42515.0,42541.0,42559.0,42614.0,42668.0,42700.0,42750.0,42775.0,42821.0,42876.0,42931.0,42996.0,43082.0,43131.0,43202.0,43235.0,43318.0,43372.0,43422.0,43492.0
5103186,50100.0,50208.0,50257.0,50318.0,50342.0,50391.0,50439.0,50471.0,50496.0,50579.0,50611.0,50647.0,50679.0,50705.0,50752.0,50794.0,50838.0,50900.0,50944.0,51000.0,51082.0,51140.0,51157.0,51215.0,51243.0,51317.0,51363.0,51420.0,51484.0,51506.0,51569.0,51614.0,51658.0,51700.0,51739.0,51792.0,51840.0,51906.0,51946.0,52002.0,52100.0,52185.0,52297.0,52314.0,52410.0,52554.0,52892.0,53006.0,53023.0,53050.0,53139.0,53208.0,53258.0,53320.0,53355.0,53404.0,53433.0,53454.0,53516.0,53577.0,53612.0,53667.0,53695.0,53743.0,53801.0,53858.0,53931.0,54028.0,54082.0,54161.0,54198.0,54291.0,54353.0,54412.0,54493.0
5103188,62100.0,62220.0,62272.0,62337.0,62371.0,62443.0,62513.0,62544.0,62569.0,62652.0,62684.0,62720.0,62751.0,62777.0,62819.0,62856.0,62895.0,62953.0,62997.0,63052.0,63133.0,63191.0,63208.0,63269.0,63303.0,63391.0,63438.0,63508.0,63587.0,63615.0,63693.0,63749.0,63805.0,63843.0,63878.0,63929.0,63975.0,64038.0,64085.0,64151.0,64254.0,64342.0,64459.0,64477.0,64596.0,64812.0,65319.0,65544.0,65579.0,65618.0,65747.0,65846.0,65908.0,65984.0,66027.0,66089.0,66126.0,66166.0,66288.0,66407.0,66444.0,66503.0,66533.0,66587.0,66652.0,66716.0,66801.0,66913.0,66976.0,67068.0,67111.0,67218.0,67290.0,67337.0,67403.0
5103920,33300.0,33379.0,33413.0,33456.0,33488.0,33555.0,33619.0,33653.0,33680.0,33768.0,33810.0,33857.0,33898.0,33932.0,33993.0,34047.0,34104.0,34173.0,34232.0,34293.0,34382.0,34445.0,34463.0,34525.0,34556.0,34638.0,34691.0,34762.0,34842.0,34870.0,34948.0,35005.0,35060.0,35108.0,35153.0,35206.0,35254.0,35319.0,35378.0,35461.0,35567.0,35658.0,35778.0,35796.0,35873.0,36064.0,36511.0,36699.0,36728.0,36755.0,36843.0,36911.0,36955.0,37008.0,37034.0,37071.0,37093.0,37109.0,37158.0,37206.0,37233.0,37276.0,37297.0,37334.0,37378.0,37422.0,37474.0,37543.0,37582.0,37639.0,37665.0,37731.0,37775.0,37824.0,37891.0
5103922,44100.0,44198.0,44244.0,44303.0,44326.0,44374.0,44420.0,44451.0,44476.0,44559.0,44593.0,44631.0,44664.0,44692.0,44742.0,44786.0,44832.0,44890.0,44930.0,44987.0,45070.0,45128.0,45144.0,45200.0,45227.0,45299.0,45352.0,45406.0,45467.0,45488.0,45548.0,45591.0,45634.0,45674.0,45711.0,45761.0,45807.0,45870.0,45907.0,45958.0,46052.0,46133.0,46239.0,46255.0,46354.0,46497.0,46834.0,46953.0,46971.0,46996.0,47079.0,47142.0,47186.0,47240.0,47271.0,47315.0,47341.0,47359.0,47414.0,47468.0,47500.0,47550.0,47575.0,47621.0,47676.0,47731.0,47796.0,47882.0,47931.0,48002.0,48035.0,48118.0,48172.0,48222.0,48292.0
5103924,55800.0,55926.0,55975.0,56036.0,56072.0,56148.0,56223.0,56254.0,56279.0,56361.0,56392.0,56427.0,56457.0,56481.0,56523.0,56560.0,56599.0,56658.0,56698.0,56757.0,56843.0,56903.0,56920.0,56982.0,57012.0,57090.0,57134.0,57206.0,57287.0,57315.0,57394.0,57451.0,57508.0,57546.0,57581.0,57628.0,57671.0,57729.0,57778.0,57845.0,57948.0,58036.0,58152.0,58170.0,58257.0,58424.0,58816.0,58995.0,59022.0,59066.0,59210.0,59321.0,59381.0,59454.0,59495.0,59554.0,59589.0,59625.0,59735.0,59843.0,59880.0,59938.0,59967.0,60020.0,60084.0,60148.0,60235.0,60350.0,60415.0,60509.0,60553.0,60663.0,60736.0,60790.0,60864.0
5104767,24300.0,24431.0,24461.0,24500.0,24523.0,24571.0,24618.0,24642.0,24661.0,24726.0,24764.0,24806.0,24843.0,24873.0,24930.0,24980.0,25032.0,25099.0,25155.0,25217.0,25308.0,25371.0,25395.0,25480.0,25510.0,25588.0,25647.0,25730.0,25823.0,25856.0,25948.0,26014.0,26078.0,26137.0,26192.0,26241.0,26286.0,26348.0,26397.0,26466.0,26565.0,26650.0,26762.0,26779.0,26873.0,26982.0,27238.0,27466.0,27501.0,27528.0,27618.0,27688.0,27739.0,27801.0,27836.0,27885.0,27914.0,27932.0,27986.0,28039.0,28072.0,28125.0,28152.0,28201.0,28260.0,28320.0,28402.0,28510.0,28571.0,28660.0,28702.0,28806.0,28875.0,28925.0,28994.0
5104769,59400.0,59520.0,59572.0,59637.0,59671.0,59743.0,59813.0,59844.0,59869.0,59952.0,59984.0,60020.0,60051.0,60077.0,60119.0,60156.0,60195.0,60253.0,60297.0,60352.0,60433.0,60491.0,60508.0,60569.0,60603.0,60691.0,60738.0,60808.0,60887.0,60915.0,60993.0,61049.0,61105.0,61143.0,61178.0,61229.0,61275.0,61338.0,61385.0,61451.0,61554.0,61642.0,61759.0,61777.0,61896.0,62112.0,62619.0,62844.0,62879.0,62918.0,63047.0,63146.0,63208.0,63284.0,63327.0,63389.0,63426.0,63466.0,63588.0,63707.0,63744.0,63803.0,63833.0,63887.0,63952.0,64016.0,64101.0,64213.0,64276.0,64368.0,64411.0,64518.0,64590.0,64637.0,64703.0
5105068,34500.0,34598.0,34644.0,34703.0,34726.0,34774.0,34820.0,34851.0,34876.0,34959.0,34993.0,35031.0,35064.0,35092.0,35142.0,35186.0,35232.0,35290.0,35330.0,35387.0,35470.0,35528.0,35544.0,35600.0,35627.0,35699.0,35752.0,35806.0,35867.0,35888.0,35948.0,35991.0,36034.0,36074.0,36111.0,36161.0,36207.0,36270.0,36307.0,36358.0,36452.0,36533.0,36639.0,36655.0,36754.0,36897.0,37234.0,37353.0,37371.0,37396.0,37479.0,37542.0,37586.0,37640.0,37671.0,37715.0,37741.0,37759.0,37814.0,37868.0,37900.0,37950.0,37975.0,38021.0,38076.0,38131.0,38196.0,38282.0,38331.0,38402.0,38435.0,38518.0,38572.0,38622.0,38692.0
5105070,45300.0,45408.0,45457.0,45518.0,45542.0,45591.0,45639.0,45671.0,45696.0,45779.0,45811.0,45847.0,45879.0,45905.0,45952.0,45994.0,46038.0,46100.0,46144.0,46200.0,46282.0,46340.0,46357.0,46415.0,46443.0,46517.0,46563.0,46620.0,46684.0,46706.0,46769.0,46814.0,46858.0,46900.0,46939.0,46992.0,47040.0,47106.0,47146.0,47202.0,47300.0,47385.0,47497.0,47514.0,47610.0,47754.0,48092.0,48206.0,48223.0,48250.0,48339.0,48408.0,48458.0,48520.0,48555.0,48604.0,48633.0,48654.0,48716.0,48777.0,48812.0,48867.0,48895.0,48943.0,49001.0,49058.0,49131.0,49228.0,49282.0,49361.0,49398.0,49491.0,49553.0,49612.0,49693.0
5105072,58800.0,58920.0,58972.0,59037.0,59071.0,59143.0,59213.0,59244.0,59269.0,59352.0,59384.0,59420.0,59451.0,59477.0,59519.0,59556.0,59595.0,59653.0,59697.0,59752.0,59833.0,59891.0,59908.0,59969.0,60003.0,60091.0,60138.0,60208.0,60287.0,60315.0,60393.0,60449.0,60505.0,60543.0,60578.0,60629.0,60675.0,60738.0,60785.0,60851.0,60954.0,61042.0,61159.0,61177.0,61296.0,61512.0,62019.0,62244.0,62279.0,62318.0,62447.0,62546.0,62608.0,62684.0,62727.0,62789.0,62826.0,62866.0,62988.0,63107.0,63144.0,63203.0,63233.0,63287.0,63352.0,63416.0,63501.0,63613.0,63676.0,63768.0,63811.0,63918.0,63990.0,64037.0,64103.0
5105074,72000.0,72109.0,72161.0,72226.0,72250.0,72301.0,72351.0,72381.0,72405.0,72486.0,72517.0,72552.0,72582.0,72607.0,72651.0,72689.0,72729.0,72790.0,72828.0,72882.0,72961.0,73016.0,73031.0,73082.0,73107.0,73174.0,73218.0,73272.0,73333.0,73354.0,73413.0,73456.0,73498.0,73535.0,73569.0,73620.0,73667.0,73731.0,73768.0,73819.0,73907.0,73983.0,74083.0,74099.0,74220.0,74357.0,74680.0,74787.0,74803.0,74830.0,74918.0,74986.0,75036.0,75097.0,75130.0,75177.0,75206.0,75224.0,75278.0,75331.0,75361.0,75409.0,75434.0,75479.0,75534.0,75589.0,75650.0,75731.0,75776.0,75842.0,75873.0,75950.0,76001.0,76048.0,76114.0
5105076,81900.0,81984.0,82029.0,82086.0,82105.0,82145.0,82185.0,82207.0,82224.0,82281.0,82309.0,82340.0,82367.0,82389.0,82426.0,82459.0,82493.0,82548.0,82578.0,82626.0,82697.0,82746.0,82758.0,82801.0,82821.0,82872.0,82905.0,82942.0,82984.0,82999.0,83040.0,83070.0,83100.0,83133.0,83163.0,83201.0,83235.0,83283.0,83319.0,83369.0,83444.0,83509.0,83594.0,83608.0,83708.0,83864.0,84230.0,84319.0,84333.0,84356.0,84430.0,84487.0,84532.0,84587.0,84614.0,84652.0,84675.0,84692.0,84743.0,84793.0,84819.0,84860.0,84881.0,84922.0,84972.0,85022.0,85071.0,85135.0,85171.0,85223.0,85247.0,85308.0,85349.0,85391.0,85449.0
5107207,25200.0,25331.0,25361.0,25400.0,25423.0,25471.0,25518.0,25542.0,25561.0,25626.0,25664.0,25706.0,25743.0,25773.0,25830.0,25880.0,25932.0,25999.0,26055.0,26117.0,26208.0,26271.0,26295.0,26380.0,26410.0,26488.0,26547.0,26630.0,26723.0,26756.0,26848.0,26914.0,26978.0,27037.0,27092.0,27141.0,27186.0,27248.0,27297.0,27366.0,27465.0,27550.0,27662.0,27679.0,27773.0,27882.0,28138.0,28366.0,28401.0,28428.0,28518.0,28588.0,28639.0,28701.0,28736.0,28785.0,28814.0,28832.0,28886.0,28939.0,28972.0,29025.0,29052.0,29101.0,29160.0,29220.0,29302.0,29410.0,29471.0,29560.0,29602.0,29706.0,29775.0,29825.0,29894.0
5107209,36900.0,36998.0,37044.0,37103.0,37126.0,37174.0,37220.0,37251.0,37276.0,37359.0,37393.0,37431.0,37464.0,37492.0,37542.0,37586.0,37632.0,37690.0,37730.0,37787.0,37870.0,37928.0,37944.0,38000.0,38027.0,38099.0,38152.0,38206.0,38267.0,38288.0,38348.0,38391.0,38434.0,38474.0,38511.0,38561.0,38607.0,38670.0,38707.0,38758.0,38852.0,38933.0,39039.0,39055.0,39154.0,39297.0,39634.0,39753.0,39771.0,39796.0,39879.0,39942.0,39986.0,40040.0,40071.0,40115.0,40141.0,40159.0,40214.0,40268.0,40300.0,40350.0,40375.0,40421.0,40476.0,40531.0,40596.0,40682.0,40731.0,40802.0,40835.0,40918.0,40972.0,41022.0,41092.0
5107211,47700.0,47808.0,47857.0,47918.0,47942.0,47991.0,48039.0,48071.0,48096.0,48179.0,48211.0,48247.0,48279.0,48305.0,48352.0,48394.0,48438.0,48500.0,48544.0,48600.0,48682.0,48740.0,48757.0,48815.0,48843.0,48917.0,48963.0,49020.0,49084.0,49106.0,49169.0,49214.0,49258.0,49300.0,49339.0,49392.0,49440.0,49506.0,49546.0,49602.0,49700.0,49785.0,49897.0,49914.0,50010.0,50154.0,50492.0,50606.0,50623.0,50650.0,50739.0,50808.0,50858.0,50920.0,50955.0,51004.0,51033.0,51054.0,51116.0,51177.0,51212.0,51267.0,51295.0,51343.0,51401.0,51458.0,51531.0,51628.0,51682.0,51761.0,51798.0,51891.0,51953.0,52012.0,52093.0
5107213,67500.0,67609.0,67661.0,67726.0,67750.0,67801.0,67851.0,67881.0,67905.0,67986.0,68017.0,68052.0,68082.0,68107.0,68151.0,68189.0,68229.0,68290.0,68328.0,68382.0,68461.0,68516.0,68531.0,68582.0,68607.0,68674.0,68718.0,68772.0,68833.0,68854.0,68913.0,68956.0,68998.0,69035.0,69069.0,69120.0,69167.0,69231.0,69268.0,69319.0,69407.0,69483.0,69583.0,69599.0,69720.0,69857.0,70180.0,70287.0,70303.0,70330.0,70418.0,70486.0,70536.0,70597.0,70630.0,70677.0,70706.0,70724.0,70778.0,70831.0,70861.0,70909.0,70934.0,70979.0,71034.0,71089.0,71150.0,71231.0,71276.0,71342.0,71373.0,71450.0,71501.0,71548.0,71614.0
5107215,78000.0,78084.0,78129.0,78186.0,78205.0,78245.0,78285.0,78307.0,78324.0,78381.0,78409.0,78440.0,78467.0,78489.0,78526.0,78559.0,78593.0,78648.0,78678.0,78726.0,78797.0,78846.0,78858.0,78901.0,78921.0,78972.0,79005.0,79042.0,79084.0,79099.0,79140.0,79170.0,79200.0,79233.0,79263.0,79301.0,79335.0,79383.0,79419.0,79469.0,79544.0,79609.0,79694.0,79708.0,79808.0,79964.0,80330.0,80419.0,80433.0,80456.0,80530.0,80587.0,80632.0,80687.0,80714.0,80752.0,80775.0,80792.0,80843.0,80893.0,80919.0,80960.0,80981.0,81022.0,81072.0,81122.0,81171.0,81235.0,81271.0,81323.0,81347.0,81408.0,81449.0,81491.0,81549.0
5109657,27000.0,27072.0,27109.0,27156.0,27196.0,27280.0,27361.0,27397.0,27426.0,27521.0,27564.0,27612.0,27654.0,27689.0,27752.0,27808.0,27866.0,27929.0,27978.0,28064.0,28191.0,28280.0,28301.0,28376.0,28411.0,28501.0,28564.0,28662.0,28772.0,28811.0,28919.0,28997.0,29074.0,29127.0,29177.0,29241.0,29299.0,29378.0,29453.0,29558.0,29681.0,29786.0,29925.0,29947.0,30050.0,30222.0,30627.0,30859.0,30895.0,30923.0,31014.0,31084.0,31135.0,31197.0,31224.0,31263.0,31287.0,31306.0,31364.0,31420.0,31446.0,31487.0,31508.0,31548.0,31596.0,31644.0,31695.0,31762.0,31800.0,31855.0,31881.0,31945.0,31986.0,32057.0,32156.0
5109659,40500.0,40598.0,40644.0,40703.0,40726.0,40774.0,40820.0,40851.0,40876.0,40959.0,40993.0,41031.0,41064.0,41092.0,41142.0,41186.0,41232.0,41290.0,41330.0,41387.0,41470.0,41528.0,41544.0,41600.0,41627.0,41699.0,41752.0,41806.0,41867.0,41888.0,41948.0,41991.0,42034.0,42074.0,42111.0,42161.0,42207.0,42270.0,42307.0,42358.0,42452.0,42533.0,42639.0,42655.0,42754.0,42897.0,43234.0,43353.0,43371.0,43396.0,43479.0,43542.0,43586.0,43640.0,43671.0,43715.0,43741.0,43759.0,43814.0,43868.0,43900.0,43950.0,43975.0,44021.0,44076.0,44131.0,44196.0,44282.0,44331.0,44402.0,44435.0,44518.0,44572.0,44622.0,44692.0
5109661,51300.0,51408.0,51457.0,51518.0,51542.0,51591.0,51639.0,51671.0,51696.0,51779.0,51811.0,51847.0,51879.0,51905.0,51952.0,51994.0,52038.0,52100.0,52144.0,52200.0,52282.0,52340.0,52357.0,52415.0,52443.0,52517.0,52563.0,52620.0,52684.0,52706.0,52769.0,52814.0,52858.0,52900.0,52939.0,52992.0,53040.0,53106.0,53146.0,53202.0,53300.0,53385.0,53497.0,53514.0,53610.0,53754.0,54092.0,54206.0,54223.0,54250.0,54339.0,54408.0,54458.0,54520.0,54555.0,54604.0,54633.0,54654.0,54716.0,54777.0,54812.0,54867.0,54895.0,54943.0,55001.0,55058.0,55131.0,55228.0,55282.0,55361.0,55398.0,55491.0,55553.0,55612.0,55693.0
5109663,63000.0,63115.0,63170.0,63239.0,63264.0,63317.0,63370.0,63402.0,63428.0,63514.0,63547.0,63584.0,63616.0,63641.0,63687.0,63728.0,63770.0,63833.0,63867.0,63925.0,64011.0,64071.0,64089.0,64153.0,64184.0,64264.0,64320.0,64390.0,64469.0,64497.0,64575.0,64631.0,64687.0,64727.0,64764.0,64817.0,64865.0,64930.0,64976.0,65041.0,65140.0,65225.0,65337.0,65354.0,65456.0,65627.0,66028.0,66175.0,66198.0,66229.0,66332.0,66412.0,66470.0,66541.0,66576.0,66625.0,66654.0,66678.0,66751.0,66822.0,66857.0,66912.0,66940.0,66990.0,67050.0,67111.0,67183.0,67278.0,67331.0,67409.0,67445.0,67536.0,67596.0,67642.0,67706.0
5110731,32400.0,32479.0,32513.0,32556.0,32588.0,32655.0,32719.0,32753.0,32780.0,32868.0,32910.0,32957.0,32998.0,33032.0,33093.0,33147.0,33204.0,33273.0,33332.0,33393.0,33482.0,33545.0,33563.0,33625.0,33656.0,33738.0,33791.0,33862.0,33942.0,33970.0,34048.0,34105.0,34160.0,34208.0,34253.0,34306.0,34354.0,34419.0,34478.0,34561.0,34667.0,34758.0,34878.0,34896.0,34973.0,35164.0,35611.0,35799.0,35828.0,35855.0,35943.0,36011.0,36055.0,36108.0,36134.0,36171.0,36193.0,36209.0,36258.0,36306.0,36333.0,36376.0,36397.0,36434.0,36478.0,36522.0,36574.0,36643.0,36682.0,36739.0,36765.0,36831.0,36875.0,36924.0,36991.0
5110733,63900.0,64015.0,64070.0,64139.0,64164.0,64217.0,64270.0,64302.0,64328.0,64414.0,64447.0,64484.0,64516.0,64541.0,64587.0,64628.0,64670.0,64733.0,64767.0,64825.0,64911.0,64971.0,64989.0,65053.0,65084.0,65164.0,65220.0,65290.0,65369.0,65397.0,65475.0,65531.0,65587.0,65627.0,65664.0,65717.0,65765.0,65830.0,65876.0,65941.0,66040.0,66125.0,66237.0,66254.0,66356.0,66527.0,66928.0,67075.0,67098.0,67129.0,67232.0,67312.0,67370.0,67441.0,67476.0,67525.0,67554.0,67578.0,67651.0,67722.0,67757.0,67812.0,67840.0,67890.0,67950.0,68011.0,68083.0,68178.0,68231.0,68309.0,68345.0,68436.0,68496.0,68542.0,68606.0
5113249,38100.0,38198.0,38244.0,38303.0,38326.0,38374.0,38420.0,38451.0,38476.0,38559.0,38593.0,38631.0,38664.0,38692.0,38742.0,38786.0,38832.0,38890.0,38930.0,38987.0,39070.0,39128.0,39144.0,39200.0,39227.0,39299.0,39352.0,39406.0,39467.0,39488.0,39548.0,39591.0,39634.0,39674.0,39711.0,39761.0,39807.0,39870.0,39907.0,39958.0,40052.0,40133.0,40239.0,40255.0,40354.0,40497.0,40834.0,40953.0,40971.0,40996.0,41079.0,41142.0,41186.0,41240.0,41271.0,41315.0,41341.0,41359.0,41414.0,41468.0,41500.0,41550.0,41575.0,41621.0,41676.0,41731.0,41796.0,41882.0,41931.0,42002.0,42035.0,42118.0,42172.0,42222.0,42292.0
5113251,48900.0,49008.0,49057.0,49118.0,49142.0,49191.0,49239.0,49271.0,49296.0,49379.0,49411.0,49447.0,49479.0,49505.0,49552.0,49594.0,49638.0,49700.0,49744.0,49800.0,49882.0,49940.0,49957.0,50015.0,50043.0,50117.0,50163.0,50220.0,50284.0,50306.0,50369.0,50414.0,50458.0,50500.0,50539.0,50592.0,50640.0,50706.0,50746.0,50802.0,50900.0,50985.0,51097.0,51114.0,51210.0,51354.0,51692.0,51806.0,51823.0,51850.0,51939.0,52008.0,52058.0,52120.0,52155.0,52204.0,52233.0,52254.0,52316.0,52377.0,52412.0,52467.0,52495.0,52543.0,52601.0,52658.0,52731.0,52828.0,52882.0,52961.0,52998.0,53091.0,53153.0,53212.0,53293.0
5113253,61200.0,61320.0,61372.0,61437.0,61471.0,61543.0,61613.0,61644.0,61669.0,61752.0,61784.0,61820.0,61851.0,61877.0,61919.0,61956.0,61995.0,62053.0,62097.0,62152.0,62233.0,62291.0,62308.0,62369.0,62403.0,62491.0,62538.0,62608.0,62687.0,62715.0,62793.0,62849.0,62905.0,62943.0,62978.0,63029.0,63075.0,63138.0,63185.0,63251.0,63354.0,63442.0,63559.0,63577.0,63696.0,63912.0,64419.0,64644.0,64679.0,64718.0,64847.0,64946.0,65008.0,65084.0,65127.0,65189.0,65226.0,65266.0,65388.0,65507.0,65544.0,65603.0,65633.0,65687.0,65752.0,65816.0,65901.0,66013.0,66076.0,66168.0,66211.0,66318.0,66390.0,66437.0,66503.0
5113255,74400.0,74484.0,74529.0,74586.0,74605.0,74645.0,74685.0,74707.0,74724.0,74781.0,74809.0,74840.0,74867.0,74889.0,74926.0,74959.0,74993.0,75048.0,75078.0,75126.0,75197.0,75246.0,75258.0,75301.0,75321.0,75372.0,75405.0,75442.0,75484.0,75499.0,75540.0,75570.0,75600.0,75633.0,75663.0,75701.0,75735.0,75783.0,75819.0,75869.0,75944.0,76009.0,76094.0,76108.0,76208.0,76364.0,76730.0,76819.0,76833.0,76856.0,76930.0,76987.0,77032.0,77087.0,77114.0,77152.0,77175.0,77192.0,77243.0,77293.0,77319.0,77360.0,77381.0,77422.0,77472.0,77522.0,77571.0,77635.0,77671.0,77723.0,77747.0,77808.0,77849.0,77891.0,77949.0
5114773,30600.0,30679.0,30713.0,30756.0,30788.0,30855.0,30919.0,30953.0,30980.0,31068.0,31110.0,31157.0,31198.0,31232.0,31293.0,31347.0,31404.0,31473.0,31532.0,31593.0,31682.0,31745.0,31763.0,31825.0,31856.0,31938.0,31991.0,32062.0,32142.0,32170.0,32248.0,32305.0,32360.0,32408.0,32453.0,32506.0,32554.0,32619.0,32678.0,32761.0,32867.0,32958.0,33078.0,33096.0,33173.0,33364.0,33811.0,33999.0,34028.0,34055.0,34143.0,34211.0,34255.0,34308.0,34334.0,34371.0,34393.0,34409.0,34458.0,34506.0,34533.0,34576.0,34597.0,34634.0,34678.0,34722.0,34774.0,34843.0,34882.0,34939.0,34965.0,35031.0,35075.0,35124.0,35191.0
