tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P,045_P,046_P,047_P,048_P,049_P,050_P,051_P,052_P,053_P,054_P,055_P,056_P,057_P,058_P,059_P,060_P,061_P,062_P,063_P,064_P,065_P,066_P,067_P,068_P,069_P,070_P,071_P,072_P,073_P,074_P,075_P
5114775,42900.0,42998.0,43044.0,43103.0,43126.0,43174.0,43220.0,43251.0,43276.0,43359.0,43393.0,43431.0,43464.0,43492.0,43542.0,43586.0,43632.0,43690.0,43730.0,43787.0,43870.0,43928.0,43944.0,44000.0,44027.0,44099.0,44152.0,44206.0,44267.0,44288.0,44348.0,44391.0,44434.0,44474.0,44511.0,44561.0,44607.0,44670.0,44707.0,44758.0,44852.0,44933.0,45039.0,45055.0,45154.0,45297.0,45634.0,45753.0,45771.0,45796.0,45879.0,45942.0,45986.0,46040.0,46071.0,46115.0,46141.0,46159.0,46214.0,46268.0,46300.0,46350.0,46375.0,46421.0,46476.0,46531.0,46596.0,46682.0,46731.0,46802.0,46835.0,46918.0,46972.0,47022.0,47092.0
5114777,54900.0,55020.0,55070.0,55133.0,55159.0,55213.0,55266.0,55298.0,55323.0,55409.0,55446.0,55488.0,55524.0,55554.0,55604.0,55648.0,55695.0,55757.0,55805.0,55864.0,55950.0,56011.0,56027.0,56083.0,56111.0,56183.0,56230.0,56287.0,56351.0,56374.0,56437.0,56483.0,56527.0,56566.0,56602.0,56654.0,56701.0,56765.0,56805.0,56861.0,56946.0,57019.0,57115.0,57130.0,57248.0,57376.0,57675.0,57794.0,57812.0,57842.0,57942.0,58018.0,58073.0,58141.0,58179.0,58233.0,58265.0,58294.0,58383.0,58470.0,58505.0,58561.0,58590.0,58642.0,58705.0,58767.0,58864.0,58992.0,59064.0,59169.0,59218.0,59341.0,59424.0,59483.0,59564.0
5114779,68400.0,68509.0,68561.0,68626.0,68650.0,68701.0,68751.0,68781.0,68805.0,68886.0,68917.0,68952.0,68982.0,69007.0,69051.0,69089.0,69129.0,69190.0,69228.0,69282.0,69361.0,69416.0,69431.0,69482.0,69507.0,69574.0,69618.0,69672.0,69733.0,69754.0,69813.0,69856.0,69898.0,69935.0,69969.0,70020.0,70067.0,70131.0,70168.0,70219.0,70307.0,70383.0,70483.0,70499.0,70620.0,70757.0,71080.0,71187.0,71203.0,71230.0,71318.0,71386.0,71436.0,71497.0,71530.0,71577.0,71606.0,71624.0,71678.0,71731.0,71761.0,71809.0,71834.0,71879.0,71934.0,71989.0,72050.0,72131.0,72176.0,72242.0,72273.0,72350.0,72401.0,72448.0,72514.0
5114781,79200.0,79284.0,79329.0,79386.0,79405.0,79445.0,79485.0,79507.0,79524.0,79581.0,79609.0,79640.0,79667.0,79689.0,79726.0,79759.0,79793.0,79848.0,79878.0,79926.0,79997.0,80046.0,80058.0,80101.0,80121.0,80172.0,80205.0,80242.0,80284.0,80299.0,80340.0,80370.0,80400.0,80433.0,80463.0,80501.0,80535.0,80583.0,80619.0,80669.0,80744.0,80809.0,80894.0,80908.0,81008.0,81164.0,81530.0,81619.0,81633.0,81656.0,81730.0,81787.0,81832.0,81887.0,81914.0,81952.0,81975.0,81992.0,82043.0,82093.0,82119.0,82160.0,82181.0,82222.0,82272.0,82322.0,82371.0,82435.0,82471.0,82523.0,82547.0,82608.0,82649.0,82691.0,82749.0
5115982,58200.0,58326.0,58375.0,58436.0,58472.0,58548.0,58623.0,58654.0,58679.0,58761.0,58792.0,58827.0,58857.0,58881.0,58923.0,58960.0,58999.0,59058.0,59098.0,59157.0,59243.0,59303.0,59320.0,59382.0,59412.0,59490.0,59534.0,59606.0,59687.0,59715.0,59794.0,59851.0,59908.0,59946.0,59981.0,60028.0,60071.0,60129.0,60178.0,60245.0,60348.0,60436.0,60552.0,60570.0,60657.0,60824.0,61216.0,61395.0,61422.0,61466.0,61610.0,61721.0,61781.0,61854.0,61895.0,61954.0,61989.0,62025.0,62135.0,62243.0,62280.0,62338.0,62367.0,62420.0,62484.0,62548.0,62635.0,62750.0,62815.0,62909.0,62953.0,63063.0,63136.0,63190.0,63264.0
5115984,70800.0,70909.0,70961.0,71026.0,71050.0,71101.0,71151.0,71181.0,71205.0,71286.0,71317.0,71352.0,71382.0,71407.0,71451.0,71489.0,71529.0,71590.0,71628.0,71682.0,71761.0,71816.0,71831.0,71882.0,71907.0,71974.0,72018.0,72072.0,72133.0,72154.0,72213.0,72256.0,72298.0,72335.0,72369.0,72420.0,72467.0,72531.0,72568.0,72619.0,72707.0,72783.0,72883.0,72899.0,73020.0,73157.0,73480.0,73587.0,73603.0,73630.0,73718.0,73786.0,73836.0,73897.0,73930.0,73977.0,74006.0,74024.0,74078.0,74131.0,74161.0,74209.0,74234.0,74279.0,74334.0,74389.0,74450.0,74531.0,74576.0,74642.0,74673.0,74750.0,74801.0,74848.0,74914.0
5115986,80400.0,80484.0,80529.0,80586.0,80605.0,80645.0,80685.0,80707.0,80724.0,80781.0,80809.0,80840.0,80867.0,80889.0,80926.0,80959.0,80993.0,81048.0,81078.0,81126.0,81197.0,81246.0,81258.0,81301.0,81321.0,81372.0,81405.0,81442.0,81484.0,81499.0,81540.0,81570.0,81600.0,81633.0,81663.0,81701.0,81735.0,81783.0,81819.0,81869.0,81944.0,82009.0,82094.0,82108.0,82208.0,82364.0,82730.0,82819.0,82833.0,82856.0,82930.0,82987.0,83032.0,83087.0,83114.0,83152.0,83175.0,83192.0,83243.0,83293.0,83319.0,83360.0,83381.0,83422.0,83472.0,83522.0,83571.0,83635.0,83671.0,83723.0,83747.0,83808.0,83849.0,83891.0,83949.0
5116017,56700.0,56826.0,56875.0,56936.0,56972.0,57048.0,57123.0,57154.0,57179.0,57261.0,57292.0,57327.0,57357.0,57381.0,57423.0,57460.0,57499.0,57558.0,57598.0,57657.0,57743.0,57803.0,57820.0,57882.0,57912.0,57990.0,58034.0,58106.0,58187.0,58215.0,58294.0,58351.0,58408.0,58446.0,58481.0,58528.0,58571.0,58629.0,58678.0,58745.0,58848.0,58936.0,59052.0,59070.0,59157.0,59324.0,59716.0,59895.0,59922.0,59966.0,60110.0,60221.0,60281.0,60354.0,60395.0,60454.0,60489.0,60525.0,60635.0,60743.0,60780.0,60838.0,60867.0,60920.0,60984.0,61048.0,61135.0,61250.0,61315.0,61409.0,61453.0,61563.0,61636.0,61690.0,61764.0
5116019,69600.0,69709.0,69761.0,69826.0,69850.0,69901.0,69951.0,69981.0,70005.0,70086.0,70117.0,70152.0,70182.0,70207.0,70251.0,70289.0,70329.0,70390.0,70428.0,70482.0,70561.0,70616.0,70631.0,70682.0,70707.0,70774.0,70818.0,70872.0,70933.0,70954.0,71013.0,71056.0,71098.0,71135.0,71169.0,71220.0,71267.0,71331.0,71368.0,71419.0,71507.0,71583.0,71683.0,71699.0,71820.0,71957.0,72280.0,72387.0,72403.0,72430.0,72518.0,72586.0,72636.0,72697.0,72730.0,72777.0,72806.0,72824.0,72878.0,72931.0,72961.0,73009.0,73034.0,73079.0,73134.0,73189.0,73250.0,73331.0,73376.0,73442.0,73473.0,73550.0,73601.0,73648.0,73714.0
5116687,29700.0,29779.0,29813.0,29856.0,29888.0,29955.0,30019.0,30053.0,30080.0,30168.0,30210.0,30257.0,30298.0,30332.0,30393.0,30447.0,30504.0,30573.0,30632.0,30693.0,30782.0,30845.0,30863.0,30925.0,30956.0,31038.0,31091.0,31162.0,31242.0,31270.0,31348.0,31405.0,31460.0,31508.0,31553.0,31606.0,31654.0,31719.0,31778.0,31861.0,31967.0,32058.0,32178.0,32196.0,32273.0,32464.0,32911.0,33099.0,33128.0,33155.0,33243.0,33311.0,33355.0,33408.0,33434.0,33471.0,33493.0,33509.0,33558.0,33606.0,33633.0,33676.0,33697.0,33734.0,33778.0,33822.0,33874.0,33943.0,33982.0,34039.0,34065.0,34131.0,34175.0,34224.0,34291.0
5116689,60300.0,60420.0,60472.0,60537.0,60571.0,60643.0,60713.0,60744.0,60769.0,60852.0,60884.0,60920.0,60951.0,60977.0,61019.0,61056.0,61095.0,61153.0,61197.0,61252.0,61333.0,61391.0,61408.0,61469.0,61503.0,61591.0,61638.0,61708.0,61787.0,61815.0,61893.0,61949.0,62005.0,62043.0,62078.0,62129.0,62175.0,62238.0,62285.0,62351.0,62454.0,62542.0,62659.0,62677.0,62796.0,63012.0,63519.0,63744.0,63779.0,63818.0,63947.0,64046.0,64108.0,64184.0,64227.0,64289.0,64326.0,64366.0,64488.0,64607.0,64644.0,64703.0,64733.0,64787.0,64852.0,64916.0,65001.0,65113.0,65176.0,65268.0,65311.0,65418.0,65490.0,65537.0,65603.0
5116691,73200.0,73284.0,73329.0,73386.0,73405.0,73445.0,73485.0,73507.0,73524.0,73581.0,73609.0,73640.0,73667.0,73689.0,73726.0,73759.0,73793.0,73848.0,73878.0,73926.0,73997.0,74046.0,74058.0,74101.0,74121.0,74172.0,74205.0,74242.0,74284.0,74299.0,74340.0,74370.0,74400.0,74433.0,74463.0,74501.0,74535.0,74583.0,74619.0,74669.0,74744.0,74809.0,74894.0,74908.0,75008.0,75164.0,75530.0,75619.0,75633.0,75656.0,75730.0,75787.0,75832.0,75887.0,75914.0,75952.0,75975.0,75992.0,76043.0,76093.0,76119.0,76160.0,76181.0,76222.0,76272.0,76322.0,76371.0,76435.0,76471.0,76523.0,76547.0,76608.0,76649.0,76691.0,76749.0
5116969,31500.0,31579.0,31613.0,31656.0,31688.0,31755.0,31819.0,31853.0,31880.0,31968.0,32010.0,32057.0,32098.0,32132.0,32193.0,32247.0,32304.0,32373.0,32432.0,32493.0,32582.0,32645.0,32663.0,32725.0,32756.0,32838.0,32891.0,32962.0,33042.0,33070.0,33148.0,33205.0,33260.0,33308.0,33353.0,33406.0,33454.0,33519.0,33578.0,33661.0,33767.0,33858.0,33978.0,33996.0,34073.0,34264.0,34711.0,34899.0,34928.0,34955.0,35043.0,35111.0,35155.0,35208.0,35234.0,35271.0,35293.0,35309.0,35358.0,35406.0,35433.0,35476.0,35497.0,35534.0,35578.0,35622.0,35674.0,35743.0,35782.0,35839.0,35865.0,35931.0,35975.0,36024.0,36091.0
5116970,64800.0,64915.0,64970.0,65039.0,65064.0,65117.0,65170.0,65202.0,65228.0,65314.0,65347.0,65384.0,65416.0,65441.0,65487.0,65528.0,65570.0,65633.0,65667.0,65725.0,65811.0,65871.0,65889.0,65953.0,65984.0,66064.0,66120.0,66190.0,66269.0,66297.0,66375.0,66431.0,66487.0,66527.0,66564.0,66617.0,66665.0,66730.0,66776.0,66841.0,66940.0,67025.0,67137.0,67154.0,67256.0,67427.0,67828.0,67975.0,67998.0,68029.0,68132.0,68212.0,68270.0,68341.0,68376.0,68425.0,68454.0,68478.0,68551.0,68622.0,68657.0,68712.0,68740.0,68790.0,68850.0,68911.0,68983.0,69078.0,69131.0,69209.0,69245.0,69336.0,69396.0,69442.0,69506.0
5116972,75600.0,75684.0,75729.0,75786.0,75805.0,75845.0,75885.0,75907.0,75924.0,75981.0,76009.0,76040.0,76067.0,76089.0,76126.0,76159.0,76193.0,76248.0,76278.0,76326.0,76397.0,76446.0,76458.0,76501.0,76521.0,76572.0,76605.0,76642.0,76684.0,76699.0,76740.0,76770.0,76800.0,76833.0,76863.0,76901.0,76935.0,76983.0,77019.0,77069.0,77144.0,77209.0,77294.0,77308.0,77408.0,77564.0,77930.0,78019.0,78033.0,78056.0,78130.0,78187.0,78232.0,78287.0,78314.0,78352.0,78375.0,78392.0,78443.0,78493.0,78519.0,78560.0,78581.0,78622.0,78672.0,78722.0,78771.0,78835.0,78871.0,78923.0,78947.0,79008.0,79049.0,79091.0,79149.0
