tripid,001_P,002_P,003_P,004_P,005_P,006_P,007_P,008_P,009_P,010_P,011_P,012_P,013_P,014_P,015_P,016_P,017_P,018_P,019_P,020_P,021_P,022_P,023_P,024_P,025_P,026_P,027_P,028_P,029_P,030_P,031_P,032_P,033_P,034_P,035_P,036_P,037_P,038_P,039_P,040_P,041_P,042_P,043_P,044_P
5004780,24900.0,24950.0,25011.0,25104.0,25183.0,25197.0,25220.0,25325.0,25435.0,25472.0,25507.0,25535.0,25568.0,25598.0,25635.0,25655.0,25696.0,25739.0,25755.0,25769.0,25804.0,25849.0,25912.0,25968.0,26010.0,26040.0,26060.0,26082.0,26143.0,26173.0,26234.0,26277.0,26362.0,26393.0,26446.0,26507.0,26532.0,26593.0,26637.0,26686.0,26732.0,26817.0,26975.0,27047.0
5004782,35100.0,35172.0,35261.0,35396.0,35465.0,35490.0,35531.0,35703.0,35802.0,35857.0,35909.0,35950.0,36000.0,36035.0,36079.0,36102.0,36172.0,36247.0,36269.0,36287.0,36330.0,36407.0,36477.0,36540.0,36587.0,36621.0,36646.0,36672.0,36738.0,36771.0,36832.0,36876.0,36962.0,36994.0,37048.0,37110.0,37135.0,37196.0,37244.0,37299.0,37350.0,37443.0,37609.0,37685.0
5004784,44100.0,44200.0,44324.0,44512.0,44608.0,44635.0,44679.0,44831.0,44926.0,44988.0,45047.0,45093.0,45150.0,45196.0,45254.0,45285.0,45352.0,45423.0,45444.0,45462.0,45528.0,45627.0,45710.0,45784.0,45840.0,45879.0,45911.0,45944.0,46032.0,46076.0,46158.0,46217.0,46331.0,46373.0,46445.0,46528.0,46561.0,46641.0,46704.0,46775.0,46841.0,46963.0,47149.0,47234.0
5004786,53100.0,53200.0,53324.0,53512.0,53608.0,53635.0,53679.0,53831.0,53926.0,53988.0,54047.0,54093.0,54150.0,54196.0,54254.0,54285.0,54352.0,54423.0,54444.0,54462.0,54528.0,54627.0,54710.0,54784.0,54840.0,54879.0,54911.0,54944.0,55032.0,55076.0,55158.0,55217.0,55331.0,55373.0,55445.0,55528.0,55561.0,55641.0,55704.0,55775.0,55841.0,55963.0,56149.0,56234.0
5004788,61500.0,61608.0,61741.0,61943.0,62028.0,62065.0,62126.0,62372.0,62490.0,62590.0,62685.0,62760.0,62851.0,62914.0,62993.0,63035.0,63095.0,63158.0,63192.0,63221.0,63324.0,63426.0,63558.0,63677.0,63766.0,63829.0,63864.0,63901.0,64013.0,64069.0,64150.0,64208.0,64321.0,64363.0,64434.0,64516.0,64549.0,64630.0,64697.0,64773.0,64843.0,64973.0,65185.0,65282.0
5004790,71100.0,71199.0,71321.0,71507.0,71598.0,71621.0,71659.0,71760.0,71857.0,71908.0,71956.0,71994.0,72040.0,72087.0,72146.0,72177.0,72239.0,72305.0,72334.0,72359.0,72437.0,72508.0,72589.0,72662.0,72717.0,72756.0,72788.0,72821.0,72922.0,72972.0,73041.0,73091.0,73188.0,73224.0,73285.0,73355.0,73383.0,73452.0,73499.0,73552.0,73602.0,73694.0,73848.0,73919.0
5004792,81000.0,81084.0,81188.0,81345.0,81433.0,81453.0,81486.0,81577.0,81634.0,81682.0,81727.0,81763.0,81806.0,81849.0,81903.0,81932.0,81987.0,82045.0,82063.0,82079.0,82131.0,82191.0,82254.0,82311.0,82353.0,82383.0,82411.0,82441.0,82523.0,82564.0,82629.0,82675.0,82765.0,82799.0,82856.0,82922.0,82948.0,83013.0,83058.0,83109.0,83156.0,83245.0,83394.0,83462.0
5004915,22200.0,22250.0,22311.0,22404.0,22483.0,22497.0,22520.0,22625.0,22735.0,22772.0,22807.0,22835.0,22868.0,22898.0,22935.0,22955.0,22996.0,23039.0,23055.0,23069.0,23104.0,23149.0,23212.0,23268.0,23310.0,23340.0,23360.0,23382.0,23443.0,23473.0,23534.0,23577.0,23662.0,23693.0,23746.0,23807.0,23832.0,23893.0,23937.0,23986.0,24032.0,24117.0,24275.0,24347.0
5004917,31500.0,31569.0,31655.0,31785.0,31857.0,31882.0,31924.0,32137.0,32238.0,32296.0,32351.0,32394.0,32446.0,32482.0,32527.0,32552.0,32602.0,32655.0,32677.0,32696.0,32780.0,32851.0,32936.0,33013.0,33070.0,33111.0,33132.0,33155.0,33280.0,33342.0,33428.0,33490.0,33610.0,33654.0,33729.0,33816.0,33851.0,33936.0,34012.0,34098.0,34178.0,34325.0,34483.0,34556.0
5004919,40500.0,40594.0,40710.0,40885.0,40984.0,41002.0,41032.0,41138.0,41219.0,41275.0,41328.0,41370.0,41421.0,41465.0,41519.0,41548.0,41609.0,41673.0,41691.0,41707.0,41763.0,41835.0,41908.0,41973.0,42022.0,42057.0,42082.0,42108.0,42174.0,42207.0,42278.0,42329.0,42429.0,42466.0,42529.0,42601.0,42630.0,42702.0,42757.0,42819.0,42876.0,42983.0,43160.0,43242.0
5004921,49500.0,49600.0,49724.0,49912.0,50008.0,50035.0,50079.0,50231.0,50326.0,50388.0,50447.0,50493.0,50550.0,50596.0,50654.0,50685.0,50752.0,50823.0,50844.0,50862.0,50928.0,51027.0,51110.0,51184.0,51240.0,51279.0,51311.0,51344.0,51432.0,51476.0,51558.0,51617.0,51731.0,51773.0,51845.0,51928.0,51961.0,52041.0,52104.0,52175.0,52241.0,52363.0,52549.0,52634.0
5004923,58500.0,58601.0,58726.0,58915.0,59008.0,59032.0,59072.0,59263.0,59352.0,59424.0,59492.0,59545.0,59610.0,59670.0,59745.0,59785.0,59848.0,59914.0,59970.0,60018.0,60128.0,60251.0,60367.0,60471.0,60549.0,60604.0,60639.0,60676.0,60774.0,60823.0,60913.0,60978.0,61104.0,61151.0,61230.0,61321.0,61358.0,61448.0,61517.0,61594.0,61666.0,61799.0,62007.0,62103.0
5004925,67500.0,67602.0,67727.0,67917.0,67991.0,68029.0,68092.0,68348.0,68449.0,68523.0,68593.0,68649.0,68717.0,68779.0,68856.0,68897.0,68959.0,69024.0,69054.0,69079.0,69166.0,69265.0,69377.0,69478.0,69554.0,69607.0,69640.0,69676.0,69771.0,69818.0,69892.0,69945.0,70048.0,70086.0,70151.0,70226.0,70256.0,70329.0,70384.0,70446.0,70504.0,70611.0,70775.0,70851.0
5007384,39600.0,39680.0,39779.0,39930.0,39992.0,40014.0,40050.0,40127.0,40215.0,40270.0,40322.0,40363.0,40412.0,40454.0,40506.0,40533.0,40593.0,40656.0,40690.0,40719.0,40810.0,40888.0,40979.0,41060.0,41121.0,41164.0,41187.0,41212.0,41285.0,41322.0,41398.0,41452.0,41558.0,41597.0,41664.0,41741.0,41772.0,41848.0,41945.0,42054.0,42155.0,42341.0,42563.0,42665.0
5007386,48600.0,48696.0,48815.0,48995.0,49061.0,49086.0,49127.0,49234.0,49288.0,49343.0,49395.0,49436.0,49486.0,49545.0,49618.0,49657.0,49717.0,49780.0,49804.0,49825.0,49912.0,50019.0,50104.0,50181.0,50238.0,50279.0,50309.0,50340.0,50405.0,50438.0,50507.0,50556.0,50652.0,50688.0,50748.0,50818.0,50846.0,50914.0,50975.0,51044.0,51108.0,51226.0,51421.0,51511.0
5007388,57600.0,57699.0,57821.0,58007.0,58105.0,58123.0,58154.0,58263.0,58348.0,58413.0,58474.0,58522.0,58581.0,58626.0,58682.0,58712.0,58757.0,58804.0,58833.0,58857.0,58926.0,59041.0,59120.0,59191.0,59245.0,59283.0,59310.0,59339.0,59430.0,59475.0,59550.0,59604.0,59709.0,59748.0,59814.0,59890.0,59921.0,59996.0,60063.0,60139.0,60209.0,60340.0,60581.0,60692.0
5007390,66600.0,66704.0,66832.0,67025.0,67111.0,67134.0,67172.0,67269.0,67377.0,67417.0,67455.0,67485.0,67520.0,67553.0,67595.0,67617.0,67676.0,67738.0,67751.0,67763.0,67837.0,67910.0,67979.0,68041.0,68087.0,68120.0,68137.0,68155.0,68222.0,68256.0,68329.0,68381.0,68483.0,68521.0,68585.0,68659.0,68689.0,68761.0,68814.0,68874.0,68929.0,69031.0,69149.0,69203.0
5008269,29700.0,29769.0,29855.0,29985.0,30057.0,30082.0,30124.0,30337.0,30438.0,30496.0,30551.0,30594.0,30646.0,30682.0,30727.0,30752.0,30802.0,30855.0,30877.0,30896.0,30980.0,31051.0,31136.0,31213.0,31270.0,31311.0,31332.0,31355.0,31480.0,31542.0,31628.0,31690.0,31810.0,31854.0,31929.0,32016.0,32051.0,32136.0,32212.0,32298.0,32378.0,32525.0,32683.0,32756.0
5008271,38700.0,38794.0,38910.0,39085.0,39184.0,39202.0,39232.0,39338.0,39419.0,39475.0,39528.0,39570.0,39621.0,39665.0,39719.0,39748.0,39809.0,39873.0,39891.0,39907.0,39963.0,40035.0,40108.0,40173.0,40222.0,40257.0,40282.0,40308.0,40374.0,40407.0,40478.0,40529.0,40629.0,40666.0,40729.0,40801.0,40830.0,40902.0,40957.0,41019.0,41076.0,41183.0,41360.0,41442.0
5008273,47700.0,47800.0,47924.0,48112.0,48208.0,48235.0,48279.0,48431.0,48526.0,48588.0,48647.0,48693.0,48750.0,48796.0,48854.0,48885.0,48952.0,49023.0,49044.0,49062.0,49128.0,49227.0,49310.0,49384.0,49440.0,49479.0,49511.0,49544.0,49632.0,49676.0,49758.0,49817.0,49931.0,49973.0,50045.0,50128.0,50161.0,50241.0,50304.0,50375.0,50441.0,50563.0,50749.0,50834.0
5008275,59700.0,59801.0,59926.0,60115.0,60208.0,60232.0,60272.0,60463.0,60552.0,60624.0,60692.0,60745.0,60810.0,60870.0,60945.0,60985.0,61048.0,61114.0,61170.0,61218.0,61328.0,61451.0,61567.0,61671.0,61749.0,61804.0,61839.0,61876.0,61974.0,62023.0,62113.0,62178.0,62304.0,62351.0,62430.0,62521.0,62558.0,62648.0,62717.0,62794.0,62866.0,62999.0,63207.0,63303.0
5008277,69300.0,69399.0,69521.0,69707.0,69798.0,69821.0,69859.0,69960.0,70057.0,70108.0,70156.0,70194.0,70240.0,70287.0,70346.0,70377.0,70439.0,70505.0,70534.0,70559.0,70637.0,70708.0,70789.0,70862.0,70917.0,70956.0,70988.0,71021.0,71122.0,71172.0,71241.0,71291.0,71388.0,71424.0,71485.0,71555.0,71583.0,71652.0,71699.0,71752.0,71802.0,71894.0,72048.0,72119.0
5009056,27900.0,27988.0,28096.0,28260.0,28320.0,28343.0,28380.0,28500.0,28560.0,28593.0,28624.0,28649.0,28680.0,28701.0,28727.0,28740.0,28769.0,28800.0,28832.0,28860.0,28920.0,28980.0,29039.0,29092.0,29132.0,29160.0,29189.0,29220.0,29260.0,29280.0,29341.0,29384.0,29469.0,29500.0,29553.0,29614.0,29639.0,29700.0,29747.0,29800.0,29849.0,29940.0,30063.0,30120.0
5009058,36000.0,36080.0,36179.0,36330.0,36392.0,36414.0,36450.0,36527.0,36615.0,36670.0,36722.0,36763.0,36812.0,36854.0,36906.0,36933.0,36993.0,37056.0,37090.0,37119.0,37210.0,37288.0,37379.0,37460.0,37521.0,37564.0,37587.0,37612.0,37685.0,37722.0,37798.0,37852.0,37958.0,37997.0,38064.0,38141.0,38172.0,38248.0,38345.0,38454.0,38555.0,38741.0,38963.0,39065.0
5009060,45000.0,45096.0,45215.0,45395.0,45461.0,45486.0,45527.0,45634.0,45688.0,45743.0,45795.0,45836.0,45886.0,45945.0,46018.0,46057.0,46117.0,46180.0,46204.0,46225.0,46312.0,46419.0,46504.0,46581.0,46638.0,46679.0,46709.0,46740.0,46805.0,46838.0,46907.0,46956.0,47052.0,47088.0,47148.0,47218.0,47246.0,47314.0,47375.0,47444.0,47508.0,47626.0,47821.0,47911.0
5009062,54000.0,54099.0,54221.0,54407.0,54505.0,54523.0,54554.0,54663.0,54748.0,54813.0,54874.0,54922.0,54981.0,55026.0,55082.0,55112.0,55157.0,55204.0,55233.0,55257.0,55326.0,55441.0,55520.0,55591.0,55645.0,55683.0,55710.0,55739.0,55830.0,55875.0,55950.0,56004.0,56109.0,56148.0,56214.0,56290.0,56321.0,56396.0,56463.0,56539.0,56609.0,56740.0,56981.0,57092.0
5009064,63000.0,63106.0,63237.0,63436.0,63493.0,63513.0,63547.0,63670.0,63729.0,63783.0,63834.0,63874.0,63922.0,63960.0,64008.0,64034.0,64091.0,64152.0,64175.0,64195.0,64243.0,64330.0,64416.0,64493.0,64551.0,64591.0,64612.0,64635.0,64709.0,64746.0,64811.0,64857.0,64947.0,64981.0,65038.0,65104.0,65130.0,65195.0,65242.0,65295.0,65344.0,65434.0,65607.0,65686.0
5009066,72000.0,72107.0,72239.0,72438.0,72546.0,72567.0,72601.0,72708.0,72791.0,72838.0,72882.0,72917.0,72960.0,73002.0,73054.0,73081.0,73154.0,73231.0,73253.0,73272.0,73324.0,73420.0,73486.0,73545.0,73589.0,73620.0,73651.0,73684.0,73764.0,73804.0,73871.0,73919.0,74013.0,74048.0,74107.0,74175.0,74202.0,74270.0,74321.0,74379.0,74432.0,74531.0,74705.0,74785.0
5009068,81000.0,81088.0,81196.0,81360.0,81420.0,81443.0,81480.0,81600.0,81660.0,81693.0,81724.0,81749.0,81780.0,81821.0,81872.0,81900.0,81958.0,82020.0,82052.0,82080.0,82140.0,82200.0,82259.0,82312.0,82352.0,82380.0,82409.0,82440.0,82520.0,82560.0,82629.0,82679.0,82776.0,82812.0,82873.0,82943.0,82971.0,83040.0,83087.0,83140.0,83189.0,83280.0,83403.0,83460.0
5012072,27900.0,27969.0,28055.0,28185.0,28257.0,28282.0,28324.0,28537.0,28638.0,28696.0,28751.0,28794.0,28846.0,28882.0,28927.0,28952.0,29002.0,29055.0,29077.0,29096.0,29180.0,29251.0,29336.0,29413.0,29470.0,29511.0,29532.0,29555.0,29680.0,29742.0,29828.0,29890.0,30010.0,30054.0,30129.0,30216.0,30251.0,30336.0,30412.0,30498.0,30578.0,30725.0,30883.0,30956.0
5012074,56700.0,56801.0,56926.0,57115.0,57208.0,57232.0,57272.0,57463.0,57552.0,57624.0,57692.0,57745.0,57810.0,57870.0,57945.0,57985.0,58048.0,58114.0,58170.0,58218.0,58328.0,58451.0,58567.0,58671.0,58749.0,58804.0,58839.0,58876.0,58974.0,59023.0,59113.0,59178.0,59304.0,59351.0,59430.0,59521.0,59558.0,59648.0,59717.0,59794.0,59866.0,59999.0,60207.0,60303.0
5012076,65700.0,65802.0,65927.0,66117.0,66191.0,66229.0,66292.0,66548.0,66649.0,66723.0,66793.0,66849.0,66917.0,66979.0,67056.0,67097.0,67159.0,67224.0,67254.0,67279.0,67366.0,67465.0,67577.0,67678.0,67754.0,67807.0,67840.0,67876.0,67971.0,68018.0,68092.0,68145.0,68248.0,68286.0,68351.0,68426.0,68456.0,68529.0,68584.0,68646.0,68704.0,68811.0,68975.0,69051.0
5012078,78000.0,78084.0,78188.0,78345.0,78433.0,78453.0,78486.0,78577.0,78634.0,78682.0,78727.0,78763.0,78806.0,78849.0,78903.0,78932.0,78987.0,79045.0,79063.0,79079.0,79131.0,79191.0,79254.0,79311.0,79353.0,79383.0,79411.0,79441.0,79523.0,79564.0,79629.0,79675.0,79765.0,79799.0,79856.0,79922.0,79948.0,80013.0,80058.0,80109.0,80156.0,80245.0,80394.0,80462.0
5012987,64200.0,64302.0,64427.0,64617.0,64691.0,64729.0,64792.0,65048.0,65149.0,65223.0,65293.0,65349.0,65417.0,65479.0,65556.0,65597.0,65659.0,65724.0,65754.0,65779.0,65866.0,65965.0,66077.0,66178.0,66254.0,66307.0,66340.0,66376.0,66471.0,66518.0,66592.0,66645.0,66748.0,66786.0,66851.0,66926.0,66956.0,67029.0,67084.0,67146.0,67204.0,67311.0,67475.0,67551.0
5014442,24300.0,24360.0,24434.0,24545.0,24587.0,24596.0,24612.0,24638.0,24686.0,24711.0,24735.0,24754.0,24776.0,24800.0,24830.0,24847.0,24876.0,24907.0,24923.0,24937.0,24976.0,25009.0,25055.0,25097.0,25128.0,25150.0,25169.0,25190.0,25237.0,25260.0,25316.0,25356.0,25434.0,25463.0,25512.0,25569.0,25592.0,25649.0,25688.0,25731.0,25771.0,25846.0,26025.0,26107.0
5014444,32400.0,32467.0,32550.0,32675.0,32731.0,32745.0,32768.0,32837.0,32873.0,32920.0,32964.0,32999.0,33042.0,33076.0,33119.0,33142.0,33181.0,33223.0,33243.0,33261.0,33319.0,33387.0,33444.0,33495.0,33533.0,33561.0,33583.0,33606.0,33665.0,33695.0,33763.0,33812.0,33907.0,33942.0,34002.0,34071.0,34099.0,34167.0,34232.0,34305.0,34373.0,34498.0,34685.0,34771.0
5014446,41400.0,41480.0,41579.0,41730.0,41792.0,41814.0,41850.0,41927.0,42015.0,42070.0,42122.0,42163.0,42212.0,42254.0,42306.0,42333.0,42393.0,42456.0,42490.0,42519.0,42610.0,42688.0,42779.0,42860.0,42921.0,42964.0,42987.0,43012.0,43085.0,43122.0,43198.0,43252.0,43358.0,43397.0,43464.0,43541.0,43572.0,43648.0,43745.0,43854.0,43955.0,44141.0,44363.0,44465.0
5014448,50400.0,50496.0,50615.0,50795.0,50861.0,50886.0,50927.0,51034.0,51088.0,51143.0,51195.0,51236.0,51286.0,51345.0,51418.0,51457.0,51517.0,51580.0,51604.0,51625.0,51712.0,51819.0,51904.0,51981.0,52038.0,52079.0,52109.0,52140.0,52205.0,52238.0,52307.0,52356.0,52452.0,52488.0,52548.0,52618.0,52646.0,52714.0,52775.0,52844.0,52908.0,53026.0,53221.0,53311.0
5014450,59400.0,59499.0,59621.0,59807.0,59905.0,59923.0,59954.0,60063.0,60148.0,60213.0,60274.0,60322.0,60381.0,60426.0,60482.0,60512.0,60557.0,60604.0,60633.0,60657.0,60726.0,60841.0,60920.0,60991.0,61045.0,61083.0,61110.0,61139.0,61230.0,61275.0,61350.0,61404.0,61509.0,61548.0,61614.0,61690.0,61721.0,61796.0,61863.0,61939.0,62009.0,62140.0,62381.0,62492.0
5015671,84600.0,84702.0,84828.0,85020.0,85140.0,85163.0,85200.0,85320.0,85380.0,85413.0,85444.0,85469.0,85500.0,85521.0,85547.0,85560.0,85589.0,85620.0,85652.0,85680.0,85740.0,85800.0,85859.0,85912.0,85952.0,85980.0,86009.0,86040.0,86120.0,86160.0,86229.0,86279.0,86376.0,86412.0,86473.0,86543.0,86571.0,86640.0,86687.0,86740.0,86789.0,86880.0,87003.0,87060.0
5015742,23100.0,23150.0,23211.0,23304.0,23383.0,23397.0,23420.0,23525.0,23635.0,23672.0,23707.0,23735.0,23768.0,23798.0,23835.0,23855.0,23896.0,23939.0,23955.0,23969.0,24004.0,24049.0,24112.0,24168.0,24210.0,24240.0,24260.0,24282.0,24343.0,24373.0,24434.0,24477.0,24562.0,24593.0,24646.0,24707.0,24732.0,24793.0,24837.0,24886.0,24932.0,25017.0,25175.0,25247.0
5015744,33300.0,33372.0,33461.0,33596.0,33665.0,33690.0,33731.0,33903.0,34002.0,34057.0,34109.0,34150.0,34200.0,34235.0,34279.0,34302.0,34372.0,34447.0,34469.0,34487.0,34530.0,34607.0,34677.0,34740.0,34787.0,34821.0,34846.0,34872.0,34938.0,34971.0,35032.0,35076.0,35162.0,35194.0,35248.0,35310.0,35335.0,35396.0,35444.0,35499.0,35550.0,35643.0,35809.0,35885.0
5015746,42300.0,42394.0,42510.0,42685.0,42784.0,42802.0,42832.0,42938.0,43019.0,43075.0,43128.0,43170.0,43221.0,43265.0,43319.0,43348.0,43409.0,43473.0,43491.0,43507.0,43563.0,43635.0,43708.0,43773.0,43822.0,43857.0,43882.0,43908.0,43974.0,44007.0,44078.0,44129.0,44229.0,44266.0,44329.0,44401.0,44430.0,44502.0,44557.0,44619.0,44676.0,44783.0,44960.0,45042.0
5015748,51300.0,51400.0,51524.0,51712.0,51808.0,51835.0,51879.0,52031.0,52126.0,52188.0,52247.0,52293.0,52350.0,52396.0,52454.0,52485.0,52552.0,52623.0,52644.0,52662.0,52728.0,52827.0,52910.0,52984.0,53040.0,53079.0,53111.0,53144.0,53232.0,53276.0,53358.0,53417.0,53531.0,53573.0,53645.0,53728.0,53761.0,53841.0,53904.0,53975.0,54041.0,54163.0,54349.0,54434.0
5015750,60600.0,60708.0,60841.0,61043.0,61128.0,61165.0,61226.0,61472.0,61590.0,61690.0,61785.0,61860.0,61951.0,62014.0,62093.0,62135.0,62195.0,62258.0,62292.0,62321.0,62424.0,62526.0,62658.0,62777.0,62866.0,62929.0,62964.0,63001.0,63113.0,63169.0,63250.0,63308.0,63421.0,63463.0,63534.0,63616.0,63649.0,63730.0,63797.0,63873.0,63943.0,64073.0,64285.0,64382.0
5016283,34200.0,34267.0,34350.0,34475.0,34531.0,34545.0,34568.0,34637.0,34673.0,34720.0,34764.0,34799.0,34842.0,34876.0,34919.0,34942.0,34981.0,35023.0,35043.0,35061.0,35119.0,35187.0,35244.0,35295.0,35333.0,35361.0,35383.0,35406.0,35465.0,35495.0,35563.0,35612.0,35707.0,35742.0,35802.0,35871.0,35899.0,35967.0,36032.0,36105.0,36173.0,36298.0,36485.0,36571.0
5016285,43200.0,43296.0,43415.0,43595.0,43661.0,43686.0,43727.0,43834.0,43888.0,43943.0,43995.0,44036.0,44086.0,44145.0,44218.0,44257.0,44317.0,44380.0,44404.0,44425.0,44512.0,44619.0,44704.0,44781.0,44838.0,44879.0,44909.0,44940.0,45005.0,45038.0,45107.0,45156.0,45252.0,45288.0,45348.0,45418.0,45446.0,45514.0,45575.0,45644.0,45708.0,45826.0,46021.0,46111.0
5016287,52200.0,52296.0,52415.0,52595.0,52661.0,52686.0,52727.0,52834.0,52888.0,52943.0,52995.0,53036.0,53086.0,53145.0,53218.0,53257.0,53317.0,53380.0,53404.0,53425.0,53512.0,53619.0,53704.0,53781.0,53838.0,53879.0,53909.0,53940.0,54005.0,54038.0,54107.0,54156.0,54252.0,54288.0,54348.0,54418.0,54446.0,54514.0,54575.0,54644.0,54708.0,54826.0,55021.0,55111.0
5016289,61200.0,61306.0,61437.0,61636.0,61693.0,61713.0,61747.0,61870.0,61929.0,61983.0,62034.0,62074.0,62122.0,62160.0,62208.0,62234.0,62291.0,62352.0,62375.0,62395.0,62443.0,62530.0,62616.0,62693.0,62751.0,62791.0,62812.0,62835.0,62909.0,62946.0,63011.0,63057.0,63147.0,63181.0,63238.0,63304.0,63330.0,63395.0,63442.0,63495.0,63544.0,63634.0,63807.0,63886.0
5016291,69300.0,69407.0,69539.0,69738.0,69846.0,69867.0,69901.0,70008.0,70091.0,70138.0,70182.0,70217.0,70260.0,70302.0,70354.0,70381.0,70454.0,70531.0,70553.0,70572.0,70624.0,70720.0,70786.0,70845.0,70889.0,70920.0,70951.0,70984.0,71064.0,71104.0,71171.0,71219.0,71313.0,71348.0,71407.0,71475.0,71502.0,71570.0,71621.0,71679.0,71732.0,71831.0,72005.0,72085.0
